date,노조법
2023-05-31,12.6193
2023-06-01,8.80169
2023-06-02,9.43796
2023-06-03,3.8176
2023-06-04,3.92364
2023-06-05,9.11983
2023-06-06,4.98409
2023-06-07,11.98303
2023-06-08,12.83138
2023-06-09,10.60445
2023-06-10,4.02969
2023-06-11,4.45387
2023-06-12,11.66489
2023-06-13,11.77094
2023-06-14,10.92258
2023-06-15,12.6193
2023-06-16,11.34676
2023-06-17,3.92364
2023-06-18,3.07529
2023-06-19,10.71049
2023-06-20,9.86214
2023-06-21,10.07423
2023-06-22,8.05938
2023-06-23,9.544
2023-06-24,3.18133
2023-06-25,2.33297
2023-06-26,11.55885
2023-06-27,9.11983
2023-06-28,11.66489
2023-06-29,16.01272
2023-06-30,14.74019
2023-07-01,4.55991
2023-07-02,4.02969
2023-07-03,12.30116
2023-07-04,12.72534
2023-07-05,9.33191
2023-07-06,9.96818
2023-07-07,10.07423
2023-07-08,3.92364
2023-07-09,2.8632
2023-07-10,10.28632
2023-07-11,12.72534
2023-07-12,11.77094
2023-07-13,10.18027
2023-07-14,8.80169
2023-07-15,2.8632
2023-07-16,4.66595
2023-07-17,11.34676
2023-07-18,11.24072
2023-07-19,10.18027
2023-07-20,8.37751
2023-07-21,8.69565
2023-07-22,1.80275
2023-07-23,4.34782
2023-07-24,9.75609
2023-07-25,11.66489
2023-07-26,10.39236
2023-07-27,7.21102
2023-07-28,6.6808
2023-07-29,3.07529
2023-07-30,3.8176
2023-07-31,7.95334
2023-08-01,8.69565
2023-08-02,8.69565
2023-08-03,7.95334
2023-08-04,6.36267
2023-08-05,3.49946
2023-08-06,4.13573
2023-08-07,8.05938
2023-08-08,9.01378
2023-08-09,8.27147
2023-08-10,7.10498
2023-08-11,4.772
2023-08-12,3.07529
2023-08-13,3.60551
2023-08-14,8.05938
2023-08-15,5.40827
2023-08-16,10.07423
2023-08-17,8.37751
2023-08-18,8.16542
2023-08-19,4.772
2023-08-20,2.8632
2023-08-21,12.08907
2023-08-22,15.16436
2023-08-23,10.71049
2023-08-24,9.01378
2023-08-25,7.31707
2023-08-26,2.75715
2023-08-27,4.02969
2023-08-28,9.96818
2023-08-29,9.01378
2023-08-30,11.98303
2023-08-31,10.07423
2023-09-01,9.11983
2023-09-02,3.18133
2023-09-03,3.18133
2023-09-04,11.24072
2023-09-05,16.96712
2023-09-06,12.93743
2023-09-07,9.96818
2023-09-08,10.4984
2023-09-09,2.65111
2023-09-10,4.24178
2023-09-11,11.34676
2023-09-12,12.08907
2023-09-13,10.07423
2023-09-14,9.544
2023-09-15,10.18027
2023-09-16,4.13573
2023-09-17,3.60551
2023-09-18,12.19512
2023-09-19,11.34676
2023-09-20,12.6193
2023-09-21,27.25344
2023-09-22,9.22587
2023-09-23,2.54506
2023-09-24,3.07529
2023-09-25,9.11983
2023-09-26,7.95334
2023-09-27,7.6352
2023-09-28,0.63626
2023-09-30,2.8632
2023-10-01,2.8632
2023-10-02,2.96924
2023-10-03,2.96924
2023-10-04,9.544
2023-10-05,12.40721
2023-10-06,18.23966
2023-10-07,6.15058
2023-10-08,3.28738
2023-10-09,4.45387
2023-10-10,10.4984
2023-10-11,10.81654
2023-10-12,9.75609
2023-10-13,8.16542
2023-10-14,4.13573
2023-10-15,3.92364
2023-10-16,9.75609
2023-10-17,9.544
2023-10-18,9.01378
2023-10-19,11.55885
2023-10-20,7.52916
2023-10-21,4.24178
2023-10-22,3.39342
2023-10-23,9.65005
2023-10-24,10.07423
2023-10-25,10.4984
2023-10-26,9.01378
2023-10-27,8.27147
2023-10-28,2.8632
2023-10-29,4.55991
2023-10-30,10.4984
2023-10-31,11.13467
2023-11-01,12.30116
2023-11-02,10.71049
2023-11-03,10.39236
2023-11-04,3.49946
2023-11-05,4.24178
2023-11-06,10.60445
2023-11-07,12.72534
2023-11-08,15.58854
2023-11-09,46.34146
2023-11-10,23.43584
2023-11-11,6.36267
2023-11-12,4.772
2023-11-13,20.57264
2023-11-14,17.60339
2023-11-15,13.67974
2023-11-16,13.04347
2023-11-17,13.89183
2023-11-18,4.55991
2023-11-19,7.42311
2023-11-20,18.76988
2023-11-21,12.93743
2023-11-22,12.83138
2023-11-23,13.46765
2023-11-24,10.07423
2023-11-25,3.28738
2023-11-26,5.40827
2023-11-27,19.08801
2023-11-28,22.1633
2023-11-29,14.95227
2023-11-30,16.96712
2023-12-01,37.8579
2023-12-02,10.92258
2023-12-03,6.78685
2023-12-04,14.5281
2023-12-05,11.98303
2023-12-06,13.89183
2023-12-07,13.89183
2023-12-08,37.11558
2023-12-09,9.01378
2023-12-10,6.25662
2023-12-11,12.93743
2023-12-12,14.10392
2023-12-13,12.08907
2023-12-14,10.60445
2023-12-15,9.43796
2023-12-16,4.34782
2023-12-17,3.92364
2023-12-18,9.01378
2023-12-19,8.05938
2023-12-20,8.80169
2023-12-21,7.95334
2023-12-22,6.15058
2023-12-23,3.71155
2023-12-24,1.59066
2023-12-25,3.8176
2023-12-26,8.80169
2023-12-27,8.5896
2023-12-28,6.99893
2023-12-29,5.93849
2023-12-30,3.07529
2023-12-31,2.22693
2024-01-01,1.9088
2024-01-02,7.84729
2024-01-03,9.86214
2024-01-04,9.33191
2024-01-05,7.52916
2024-01-06,2.96924
2024-01-07,2.8632
2024-01-08,8.16542
2024-01-09,10.71049
2024-01-10,9.43796
2024-01-11,8.80169
2024-01-12,9.01378
2024-01-13,2.96924
2024-01-14,2.54506
2024-01-15,7.95334
2024-01-16,9.43796
2024-01-17,9.11983
2024-01-18,9.43796
2024-01-19,8.48356
2024-01-20,3.28738
2024-01-21,4.34782
2024-01-22,9.22587
2024-01-23,12.93743
2024-01-24,14.95227
2024-01-25,10.4984
2024-01-26,9.65005
2024-01-27,6.15058
2024-01-28,4.34782
2024-01-29,10.92258
2024-01-30,12.72534
2024-01-31,9.75609
2024-02-01,9.22587
2024-02-02,7.84729
2024-02-03,4.34782
2024-02-04,3.49946
2024-02-05,9.43796
2024-02-06,11.24072
2024-02-07,9.33191
2024-02-08,6.36267
2024-02-09,2.33297
2024-02-10,2.33297
2024-02-11,2.54506
2024-02-12,3.60551
2024-02-13,10.18027
2024-02-14,11.98303
2024-02-15,12.93743
2024-02-16,7.95334
2024-02-17,2.01484
2024-02-18,2.43902
2024-02-19,7.10498
2024-02-20,8.90774
2024-02-21,8.80169
2024-02-22,5.62036
2024-02-23,7.52916
2024-02-24,3.28738
2024-02-25,2.8632
2024-02-26,6.46871
2024-02-27,8.48356
2024-02-28,6.57476
2024-02-29,4.98409
2024-03-01,3.49946
2024-03-02,2.8632
2024-03-03,3.60551
2024-03-04,9.22587
2024-03-05,9.75609
2024-03-06,9.11983
2024-03-07,11.55885
2024-03-08,9.544
2024-03-09,3.71155
2024-03-10,3.49946
2024-03-11,11.24072
2024-03-12,11.34676
2024-03-13,8.90774
2024-03-14,9.01378
2024-03-15,8.16542
2024-03-16,4.772
2024-03-17,3.8176
2024-03-18,9.01378
2024-03-19,9.33191
2024-03-20,11.34676
