date,오늘코스피지수
2020-10-20,37.02003
2020-10-21,33.13856
2020-10-22,35.89315
2020-10-23,30.67612
2020-10-24,2.75459
2020-10-25,1.54424
2020-10-26,32.13689
2020-10-27,32.01168
2020-10-28,33.3055
2020-10-29,37.52086
2020-10-30,38.52253
2020-10-31,3.13021
2020-11-01,1.79465
2020-11-02,35.1419
2020-11-03,31.09348
2020-11-04,34.89148
2020-11-05,34.51585
2020-11-06,38.06343
2020-11-07,2.50417
2020-11-08,1.54424
2020-11-09,42.404
2020-11-10,50.91819
2020-11-11,42.02838
2020-11-12,44.86644
2020-11-13,42.65442
2020-11-14,3.42237
2020-11-15,1.83639
2020-11-16,38.14691
2020-11-17,48.08013
2020-11-18,42.65442
2020-11-19,41.86143
2020-11-20,40.65108
2020-11-21,2.92153
2020-11-22,1.58597
2020-11-23,39.60767
2020-11-24,44.99165
2020-11-25,47.91318
2020-11-26,41.65275
2020-11-27,40.52587
2020-11-28,3.67278
2020-11-29,2.04507
2020-11-30,43.23873
2020-12-01,38.60601
2020-12-02,41.52754
2020-12-03,51.66944
2020-12-04,42.44574
2020-12-05,3.67278
2020-12-06,2.25375
2020-12-07,53.33889
2020-12-08,55.96828
2020-12-09,48.70617
2020-12-10,55.17529
2020-12-11,50.20868
2020-12-12,4.96661
2020-12-13,2.58764
2020-12-14,51.75292
2020-12-15,50.91819
2020-12-16,44.78297
2020-12-17,52.29549
2020-12-18,46.74457
2020-12-19,4.79966
2020-12-20,3.13021
2020-12-21,51.0434
2020-12-22,64.0651
2020-12-23,58.55592
2020-12-24,47.2454
2020-12-25,6.59432
2020-12-26,3.33889
2020-12-27,2.46243
2020-12-28,52.21202
2020-12-29,50.08347
2020-12-30,52.79632
2020-12-31,23.03839
2021-01-01,4.29883
2021-01-02,2.79632
2021-01-03,2.37896
2021-01-04,64.94156
2021-01-05,68.11352
2021-01-06,78.33889
2021-01-07,72.66277
2021-01-08,75.1252
2021-01-09,7.09515
2021-01-10,3.79799
2021-01-11,97.7045
2021-01-12,100.0
2021-01-13,92.65442
2021-01-14,82.67946
2021-01-15,84.47412
2021-01-16,8.51419
2021-01-17,4.67445
2021-01-18,89.64941
2021-01-19,83.43071
2021-01-20,82.80467
2021-01-21,76.33555
2021-01-22,76.71118
2021-01-23,7.92988
2021-01-24,4.17362
2021-01-25,73.24707
2021-01-26,85.72621
2021-01-27,80.38397
2021-01-28,86.76961
2021-01-29,99.04006
2021-01-30,8.13856
2021-01-31,4.42404
2021-02-01,88.39732
2021-02-02,79.79966
2021-02-03,77.04507
2021-02-04,82.17863
2021-02-05,74.20701
2021-02-06,5.34223
2021-02-07,3.38063
2021-02-08,69.57429
2021-02-09,62.72954
2021-02-10,54.96661
2021-02-11,5.55091
2021-02-12,2.87979
2021-02-13,2.5459
2021-02-14,2.25375
2021-02-15,60.18363
2021-02-16,62.14524
2021-02-17,62.85475
2021-02-18,67.82136
2021-02-19,72.03672
2021-02-20,5.55091
2021-02-21,3.005
2021-02-22,64.81636
2021-02-23,68.69782
2021-02-24,85.47579
2021-02-25,76.58597
2021-02-26,86.51919
2021-02-27,6.42737
2021-02-28,3.17195
2021-03-01,6.46911
2021-03-02,69.11519
2021-03-03,62.64607
2021-03-04,68.40567
2021-03-05,67.44574
2021-03-06,5.67612
2021-03-07,3.21368
2021-03-08,67.98831
2021-03-09,70.90984
2021-03-10,69.86644
2021-03-11,65.77629
2021-03-12,59.30717
2021-03-13,5.25876
2021-03-14,3.42237
2021-03-15,58.97328
2021-03-16,52.25375
2021-03-17,56.63606
2021-03-18,51.91986
2021-03-19,49.45742
2021-03-20,4.34056
2021-03-21,3.29716
2021-03-22,54.34056
2021-03-23,57.38731
2021-03-24,59.30717
2021-03-25,56.21869
2021-03-26,51.00166
2021-03-27,4.71619
2021-03-28,2.4207
2021-03-29,56.803
2021-03-30,52.5459
2021-03-31,56.05175
2021-04-01,46.95325
2021-04-02,47.2454
2021-04-03,4.63272
2021-04-04,2.5459
2021-04-05,55.63439
2021-04-06,52.83806
2021-04-07,56.71953
2021-04-08,56.42737
2021-04-09,50.37562
2021-04-10,4.29883
2021-04-11,2.71285
2021-04-12,51.0434
2021-04-13,47.41235
2021-04-14,48.83138
2021-04-15,51.37729
2021-04-16,48.1636
2021-04-17,4.50751
2021-04-18,2.67111
2021-04-19,46.95325
2021-04-20,44.32387
2021-04-21,58.88981
2021-04-22,48.24707
2021-04-23,50.45909
2021-04-24,4.13188
2021-04-25,2.46243
2021-04-26,47.66277
2021-04-27,49.04006
2021-04-28,51.00166
2021-04-29,53.21368
2021-04-30,49.37395
2021-05-01,4.00667
2021-05-02,2.67111
2021-05-03,54.63272
2021-05-04,53.79799
2021-05-05,6.55258
2021-05-06,49.49916
2021-05-07,41.23539
2021-05-08,3.75626
2021-05-09,2.08681
2021-05-10,49.45742
2021-05-11,55.8848
2021-05-12,70.82637
2021-05-13,65.27545
2021-05-14,48.33055
2021-05-15,4.04841
2021-05-16,2.83806
2021-05-17,51.29382
2021-05-18,42.73789
2021-05-19,5.8848
2021-05-20,44.40734
2021-05-21,44.03171
2021-05-22,3.005
2021-05-23,2.12854
2021-05-24,46.07679
2021-05-25,39.89983
2021-05-26,40.02504
2021-05-27,44.99165
2021-05-28,40.65108
2021-05-29,3.13021
2021-05-30,1.9616
2021-05-31,41.31886
2021-06-01,40.23372
2021-06-02,41.52754
2021-06-03,43.82303
2021-06-04,41.23539
2021-06-05,3.21368
2021-06-06,1.46076
2021-06-07,42.02838
2021-06-08,40.77629
2021-06-09,40.19198
2021-06-10,37.85475
2021-06-11,35.18363
2021-06-12,2.4207
2021-06-13,2.12854
2021-06-14,36.76961
2021-06-15,32.30383
2021-06-16,33.80634
2021-06-17,37.77128
2021-06-18,34.34891
2021-06-19,2.75459
2021-06-20,1.66944
2021-06-21,43.53088
2021-06-22,37.18697
2021-06-23,42.11185
2021-06-24,40.02504
2021-06-25,42.15358
2021-06-26,3.08848
2021-06-27,1.5025
2021-06-28,39.44073
2021-06-29,38.52253
2021-06-30,39.27378
2021-07-01,40.19198
2021-07-02,35.43405
2021-07-03,3.38063
2021-07-04,2.04507
2021-07-05,35.39232
2021-07-06,35.05843
2021-07-07,35.68447
2021-07-08,48.1636
2021-07-09,57.22036
2021-07-10,3.88146
2021-07-11,1.29382
2021-07-12,41.02671
2021-07-13,37.60434
2021-07-14,41.56928
2021-07-15,37.43739
2021-07-16,39.39899
2021-07-17,3.38063
2021-07-18,1.62771
2021-07-19,39.02337
2021-07-20,39.0651
2021-07-21,38.85642
2021-07-22,35.18363
2021-07-23,34.51585
2021-07-24,3.67278
2021-07-25,2.17028
2021-07-26,39.31552
2021-07-27,36.56093
2021-07-28,42.8631
2021-07-29,35.01669
2021-07-30,41.02671
2021-07-31,3.67278
2021-08-01,0.95993
2021-08-02,33.09682
2021-08-03,31.38564
2021-08-04,31.05175
2021-08-05,34.93322
2021-08-06,29.71619
2021-08-07,2.21202
2021-08-08,1.37729
2021-08-09,33.47245
2021-08-10,36.31051
2021-08-11,38.56427
2021-08-12,39.60767
2021-08-13,54.50751
2021-08-14,3.67278
2021-08-15,2.25375
2021-08-16,9.55759
2021-08-17,55.17529
2021-08-18,42.48747
2021-08-19,59.01502
2021-08-20,59.01502
2021-08-21,3.79799
2021-08-22,1.79465
2021-08-23,43.23873
2021-08-24,43.94824
2021-08-25,50.41736
2021-08-26,51.5025
2021-08-27,50.25041
2021-08-28,4.04841
2021-08-29,2.00333
2021-08-30,43.73956
2021-08-31,50.91819
2021-09-01,49.12353
2021-09-02,48.58096
2021-09-03,43.53088
2021-09-04,3.63105
2021-09-05,1.71118
2021-09-06,44.2404
2021-09-07,44.11519
2021-09-08,43.44741
2021-09-09,48.53923
2021-09-10,45.2838
2021-09-11,3.33889
2021-09-12,1.37729
2021-09-13,38.68948
2021-09-14,38.60601
2021-09-15,37.39565
2021-09-16,39.64941
2021-09-17,37.85475
2021-09-18,3.08848
2021-09-19,1.0434
2021-09-20,1.46076
2021-09-21,1.79465
2021-09-22,2.21202
2021-09-23,42.404
2021-09-24,34.39065
2021-09-25,3.08848
2021-09-26,1.5025
2021-09-27,34.05676
2021-09-28,37.93823
2021-09-29,47.95492
2021-09-30,44.07345
2021-10-01,54.67445
2021-10-02,4.42404
2021-10-03,1.71118
2021-10-04,9.72454
2021-10-05,63.4808
2021-10-06,69.19866
2021-10-07,60.22537
2021-10-08,57.09515
2021-10-09,3.38063
2021-10-10,2.21202
2021-10-11,8.43071
2021-10-12,56.05175
2021-10-13,52.50417
2021-10-14,47.1202
2021-10-15,47.91318
2021-10-16,4.21535
2021-10-17,2.25375
2021-10-18,49.83305
2021-10-19,45.07512
2021-10-20,46.6611
2021-10-21,51.5025
2021-10-22,48.33055
2021-10-23,3.96494
2021-10-24,2.50417
2021-10-25,42.07011
2021-10-26,40.85976
2021-10-27,43.40567
2021-10-28,42.23706
2021-10-29,48.28881
2021-10-30,3.42237
2021-10-31,2.12854
2021-11-01,43.94824
2021-11-02,44.3656
2021-11-03,53.54757
2021-11-04,46.6611
2021-11-05,47.28714
2021-11-06,4.54924
2021-11-07,2.46243
2021-11-08,49.58263
2021-11-09,44.03171
2021-11-10,44.74123
2021-11-11,48.37228
2021-11-12,42.02838
2021-11-13,2.75459
2021-11-14,2.92153
2021-11-15,39.60767
2021-11-16,44.49081
2021-11-17,45.90984
2021-11-18,58.93155
2021-11-19,40.65108
2021-11-20,3.33889
2021-11-21,2.79632
2021-11-22,41.81969
2021-11-23,43.11352
2021-11-24,40.19198
2021-11-25,40.27545
2021-11-26,43.69782
2021-11-27,5.00834
2021-11-28,3.42237
2021-11-29,56.67779
2021-11-30,74.0818
2021-12-01,60.601
2021-12-02,53.17195
2021-12-03,47.45409
2021-12-04,4.92487
2021-12-05,3.58931
2021-12-06,48.24707
2021-12-07,42.98831
2021-12-08,46.07679
2021-12-09,39.56594
2021-12-10,44.65776
2021-12-11,4.63272
2021-12-12,2.00333
2021-12-13,41.65275
2021-12-14,41.98664
2021-12-15,40.77629
2021-12-16,38.18864
2021-12-17,37.5626
2021-12-18,3.75626
2021-12-19,2.46243
2021-12-20,48.45575
2021-12-21,41.19365
2021-12-22,34.76627
2021-12-23,36.31051
2021-12-24,31.92821
2021-12-25,4.00667
2021-12-26,3.29716
2021-12-27,39.10684
2021-12-28,37.18697
2021-12-29,36.39398
2021-12-30,35.43405
2021-12-31,19.86644
2022-01-01,3.04674
2022-01-02,2.00333
2022-01-03,49.70784
2022-01-04,40.10851
2022-01-05,49.74958
2022-01-06,48.83138
2022-01-07,45.36727
2022-01-08,5.63439
2022-01-09,2.83806
2022-01-10,53.29716
2022-01-11,47.82971
2022-01-12,50.16694
2022-01-13,42.61268
2022-01-14,38.39732
2022-01-15,3.96494
2022-01-16,2.58764
2022-01-17,52.12854
2022-01-18,49.41569
2022-01-19,44.11519
2022-01-20,41.69449
2022-01-21,48.91485
2022-01-22,4.88313
2022-01-23,2.67111
2022-01-24,60.55926
2022-01-25,88.39732
2022-01-26,70.99332
2022-01-27,98.45575
2022-01-28,86.97829
2022-01-29,6.3439
2022-01-30,3.71452
2022-01-31,3.75626
2022-02-01,4.50751
2022-02-02,4.34056
2022-02-03,63.14691
2022-02-04,58.34724
2022-02-05,7.2621
2022-02-06,4.04841
2022-02-07,60.80968
2022-02-08,53.88146
2022-02-09,52.08681
2022-02-10,52.37896
2022-02-11,53.17195
2022-02-12,6.76126
2022-02-13,3.38063
2022-02-14,66.3606
2022-02-15,65.60934
2022-02-16,61.01836
2022-02-17,63.0217
2022-02-18,56.51085
2022-02-19,5.80133
2022-02-20,3.08848
2022-02-21,61.0601
2022-02-22,67.07011
2022-02-23,62.47913
2022-02-24,92.98831
2022-02-25,69.3656
2022-02-26,7.76293
2022-02-27,3.88146
2022-02-28,59.34891
2022-03-01,9.84974
2022-03-02,56.05175
2022-03-03,52.17028
2022-03-04,56.92821
2022-03-05,6.51085
2022-03-06,4.34056
2022-03-07,71.36894
2022-03-08,69.2404
2022-03-09,10.601
2022-03-10,60.1419
2022-03-11,53.29716
2022-03-12,6.38564
2022-03-13,4.67445
2022-03-14,57.38731
2022-03-15,55.63439
2022-03-16,55.21702
2022-03-17,56.38564
2022-03-18,55.38397
2022-03-19,5.8848
2022-03-20,4.29883
2022-03-21,50.70951
2022-03-22,48.91485
2022-03-23,47.57929
2022-03-24,48.99833
2022-03-25,45.24207
2022-03-26,4.59098
2022-03-27,2.83806
2022-03-28,50.25041
2022-03-29,44.15692
2022-03-30,44.19866
2022-03-31,43.15525
2022-04-01,42.32053
2022-04-02,4.29883
2022-04-03,2.75459
2022-04-04,44.74123
2022-04-05,43.86477
2022-04-06,46.49415
2022-04-07,53.04674
2022-04-08,49.45742
2022-04-09,4.63272
2022-04-10,3.08848
2022-04-11,50.08347
2022-04-12,46.82804
2022-04-13,46.49415
2022-04-14,50.41736
2022-04-15,46.70283
2022-04-16,3.96494
2022-04-17,2.87979
2022-04-18,43.28046
2022-04-19,39.02337
2022-04-20,43.3222
2022-04-21,40.35893
2022-04-22,42.15358
2022-04-23,4.71619
2022-04-24,2.50417
2022-04-25,52.5459
2022-04-26,46.91151
2022-04-27,56.96994
2022-04-28,46.07679
2022-04-29,44.94991
2022-04-30,4.3823
2022-05-01,3.33889
2022-05-02,44.94991
2022-05-03,41.86143
2022-05-04,40.81803
2022-05-05,7.67946
2022-05-06,44.11519
2022-05-07,4.00667
2022-05-08,2.67111
2022-05-09,52.17028
2022-05-10,58.51419
2022-05-11,56.63606
2022-05-12,61.22704
2022-05-13,55.4257
2022-05-14,4.71619
2022-05-15,2.67111
2022-05-16,51.21035
2022-05-17,49.16527
2022-05-18,48.83138
2022-05-19,58.05509
2022-05-20,52.08681
2022-05-21,5.71786
2022-05-22,3.29716
2022-05-23,49.62437
2022-05-24,54.3823
2022-05-25,47.82971
2022-05-26,50.20868
2022-05-27,43.19699
2022-05-28,4.79966
2022-05-29,2.58764
2022-05-30,46.03505
2022-05-31,45.82637
2022-06-01,9.39065
2022-06-02,42.52921
2022-06-03,39.48247
2022-06-04,4.42404
2022-06-05,2.62938
2022-06-06,5.17529
2022-06-07,47.41235
2022-06-08,42.19532
2022-06-09,45.45075
2022-06-10,45.53422
2022-06-11,5.21702
2022-06-12,3.005
2022-06-13,66.31886
2022-06-14,88.56427
2022-06-15,74.5409
2022-06-16,71.11853
2022-06-17,64.9833
2022-06-18,5.96828
2022-06-19,3.71452
2022-06-20,69.3656
2022-06-21,62.43739
2022-06-22,70.65943
2022-06-23,71.70283
2022-06-24,60.43405
2022-06-25,5.34223
2022-06-26,3.38063
2022-06-27,56.09348
2022-06-28,60.01669
2022-06-29,57.34557
2022-06-30,56.21869
2022-07-01,62.5626
2022-07-02,5.59265
2022-07-03,3.25542
2022-07-04,63.39732
2022-07-05,54.63272
2022-07-06,62.27045
2022-07-07,55.34223
2022-07-08,48.20534
2022-07-09,4.71619
2022-07-10,2.83806
2022-07-11,49.66611
2022-07-12,52.79632
2022-07-13,48.74791
2022-07-14,47.74624
2022-07-15,52.5459
2022-07-16,4.59098
2022-07-17,2.75459
2022-07-18,48.58096
2022-07-19,52.12854
2022-07-20,50.41736
2022-07-21,46.53589
2022-07-22,44.61602
2022-07-23,4.21535
2022-07-24,2.46243
2022-07-25,45.53422
2022-07-26,44.61602
2022-07-27,39.94156
2022-07-28,43.57262
2022-07-29,43.23873
2022-07-30,3.83973
2022-07-31,1.75292
2022-08-01,42.61268
2022-08-02,40.60934
2022-08-03,42.77963
2022-08-04,41.9449
2022-08-05,37.47913
2022-08-06,4.75792
2022-08-07,2.21202
2022-08-08,40.94323
2022-08-09,39.94156
2022-08-10,43.07178
2022-08-11,42.48747
2022-08-12,44.11519
2022-08-13,5.50918
2022-08-14,3.17195
2022-08-15,4.79966
2022-08-16,39.81636
2022-08-17,42.36227
2022-08-18,42.36227
2022-08-19,40.73455
2022-08-20,5.21702
2022-08-21,3.42237
2022-08-22,43.90651
2022-08-23,42.77963
2022-08-24,40.48414
2022-08-25,38.4808
2022-08-26,36.14357
2022-08-27,4.50751
2022-08-28,2.46243
2022-08-29,47.16193
2022-08-30,39.44073
2022-08-31,42.404
2022-09-01,42.32053
2022-09-02,39.94156
2022-09-03,4.63272
2022-09-04,2.4207
2022-09-05,38.14691
2022-09-06,31.21869
2022-09-07,37.93823
2022-09-08,31.38564
2022-09-09,4.17362
2022-09-10,2.04507
2022-09-11,1.54424
2022-09-12,3.42237
2022-09-13,39.27378
2022-09-14,50.25041
2022-09-15,45.07512
2022-09-16,44.11519
2022-09-17,5.59265
2022-09-18,3.50584
2022-09-19,50.54257
2022-09-20,42.57095
2022-09-21,45.36727
2022-09-22,51.41903
2022-09-23,55.05008
2022-09-24,7.09515
2022-09-25,3.96494
2022-09-26,64.02337
2022-09-27,63.60601
2022-09-28,77.58764
2022-09-29,64.31552
2022-09-30,61.14357
2022-10-01,5.50918
2022-10-02,3.50584
2022-10-03,5.8848
2022-10-04,45.95158
2022-10-05,46.99499
2022-10-06,42.48747
2022-10-07,40.19198
2022-10-08,4.59098
2022-10-09,2.58764
2022-10-10,4.79966
2022-10-11,43.94824
2022-10-12,43.65609
2022-10-13,44.49081
2022-10-14,37.97996
2022-10-15,4.67445
2022-10-16,2.21202
2022-10-17,44.44908
2022-10-18,39.39899
2022-10-19,39.35726
2022-10-20,36.56093
2022-10-21,32.47078
2022-10-22,2.92153
2022-10-23,1.54424
2022-10-24,34.84974
2022-10-25,35.22537
2022-10-26,33.47245
2022-10-27,32.47078
2022-10-28,34.51585
2022-10-29,3.13021
2022-10-30,1.5025
2022-10-31,30.05008
2022-11-01,30.34223
2022-11-02,33.51419
2022-11-03,31.84474
2022-11-04,30.84307
2022-11-05,3.29716
2022-11-06,1.46076
2022-11-07,28.9232
2022-11-08,31.88647
2022-11-09,30.4257
2022-11-10,34.2237
2022-11-11,37.89649
2022-11-12,4.17362
2022-11-13,2.21202
2022-11-14,35.93489
2022-11-15,34.2237
2022-11-16,33.88981
2022-11-17,39.10684
2022-11-18,31.13522
2022-11-19,3.13021
2022-11-20,1.87813
2022-11-21,28.21368
2022-11-22,28.54757
2022-11-23,28.75626
2022-11-24,26.9616
2022-11-25,26.29382
2022-11-26,2.92153
2022-11-27,1.21035
2022-11-28,27.96327
2022-11-29,24.04006
2022-11-30,27.21202
2022-12-01,28.63105
2022-12-02,25.79298
2022-12-03,2.62938
2022-12-04,1.12687
2022-12-05,26.5025
2022-12-06,26.62771
2022-12-07,27.5459
2022-12-08,26.58597
2022-12-09,23.08013
2022-12-10,2.62938
2022-12-11,1.66944
2022-12-12,22.91318
2022-12-13,23.74791
2022-12-14,23.87312
2022-12-15,24.95826
2022-12-16,23.91485
2022-12-17,3.17195
2022-12-18,1.21035
2022-12-19,22.66277
2022-12-20,22.57929
2022-12-21,22.37061
2022-12-22,20.86811
2022-12-23,22.28714
2022-12-24,2.46243
2022-12-25,1.66944
2022-12-26,22.28714
2022-12-27,20.86811
2022-12-28,26.66944
2022-12-29,26.37729
2022-12-30,16.90317
2022-12-31,1.71118
2023-01-01,0.95993
2023-01-02,25.83472
2023-01-03,27.67111
2023-01-04,24.41569
2023-01-05,24.04006
2023-01-06,23.74791
2023-01-07,2.46243
2023-01-08,1.58597
2023-01-09,28.4641
2023-01-10,26.08514
2023-01-11,25.66777
2023-01-12,24.37395
2023-01-13,25.45909
2023-01-14,2.5459
2023-01-15,1.71118
2023-01-16,23.03839
2023-01-17,26.21035
2023-01-18,27.96327
2023-01-19,24.45742
2023-01-20,20.20033
2023-01-21,2.4207
2023-01-22,1.37729
2023-01-23,2.00333
2023-01-24,2.25375
2023-01-25,22.95492
2023-01-26,26.21035
2023-01-27,25.37562
2023-01-28,3.25542
2023-01-29,1.83639
2023-01-30,27.12854
2023-01-31,25.08347
2023-02-01,24.83305
2023-02-02,25.62604
2023-02-03,25.91819
2023-02-04,2.33722
2023-02-05,1.29382
2023-02-06,26.58597
2023-02-07,23.58096
2023-02-08,26.25208
2023-02-09,25.91819
2023-02-10,23.91485
2023-02-11,2.58764
2023-02-12,0.83472
2023-02-13,26.16861
2023-02-14,23.41402
2023-02-15,26.62771
2023-02-16,24.5409
2023-02-17,25.20868
2023-02-18,2.67111
2023-02-19,1.37729
2023-02-20,27.00333
2023-02-21,23.83138
2023-02-22,24.79131
2023-02-23,24.33222
2023-02-24,21.70283
2023-02-25,2.08681
2023-02-26,1.5025
2023-02-27,24.79131
2023-02-28,22.62103
2023-03-01,3.17195
2023-03-02,20.20033
2023-03-03,19.78297
2023-03-04,2.17028
2023-03-05,1.12687
2023-03-06,20.82637
2023-03-07,21.36894
2023-03-08,24.70784
2023-03-09,24.24874
2023-03-10,25.41736
2023-03-11,2.87979
2023-03-12,1.75292
2023-03-13,29.54924
2023-03-14,32.67946
2023-03-15,27.33722
2023-03-16,25.37562
2023-03-17,23.66444
2023-03-18,1.9616
2023-03-19,1.08514
2023-03-20,22.82971
2023-03-21,21.61936
2023-03-22,22.62103
2023-03-23,23.33055
2023-03-24,21.82804
2023-03-25,2.04507
2023-03-26,1.21035
2023-03-27,21.91151
2023-03-28,19.49081
2023-03-29,20.65943
2023-03-30,18.94824
2023-03-31,19.94991
2023-04-01,2.04507
2023-04-02,1.5025
2023-04-03,20.70116
2023-04-04,19.15692
2023-04-05,18.86477
2023-04-06,19.28213
2023-04-07,21.86978
2023-04-08,2.4207
2023-04-09,0.91819
2023-04-10,23.95659
2023-04-11,23.78964
2023-04-12,25.33388
2023-04-13,25.29215
2023-04-14,23.24707
2023-04-15,2.83806
2023-04-16,1.5025
2023-04-17,23.45575
2023-04-18,23.08013
2023-04-19,20.82637
2023-04-20,22.07846
2023-04-21,20.65943
2023-04-22,2.21202
2023-04-23,1.16861
2023-04-24,19.94991
2023-04-25,23.1636
2023-04-26,22.66277
2023-04-27,22.32888
2023-04-28,20.57595
2023-04-29,2.75459
2023-04-30,0.95993
2023-05-01,8.84808
2023-05-02,21.32721
2023-05-03,19.65776
2023-05-04,17.65442
2023-05-05,2.79632
2023-05-06,2.21202
2023-05-07,1.08514
2023-05-08,17.32053
2023-05-09,19.11519
2023-05-10,16.06844
2023-05-11,17.36227
2023-05-12,15.94323
2023-05-13,1.79465
2023-05-14,1.33555
2023-05-15,18.11352
2023-05-16,15.69282
2023-05-17,18.23873
2023-05-18,17.11185
2023-05-19,18.48914
2023-05-20,2.58764
2023-05-21,1.9616
2023-05-22,21.16026
2023-05-23,19.53255
2023-05-24,20.7429
2023-05-25,18.40567
2023-05-26,18.11352
2023-05-27,2.25375
2023-05-28,1.62771
2023-05-29,5.00834
