date,노무사
2021-08-05,1.64877
2021-08-06,1.36823
2021-08-07,1.04281
2021-08-08,1.47965
2021-08-09,1.9742
2021-08-10,1.72091
2021-08-11,2.02229
2021-08-12,2.87995
2021-08-13,2.56815
2021-08-14,1.56141
2021-08-15,1.23918
2021-08-16,2.74609
2021-08-17,3.17812
2021-08-18,2.41425
2021-08-19,2.14333
2021-08-20,1.90607
2021-08-21,3.34965
2021-08-22,1.90767
2021-08-23,1.94294
2021-08-24,1.82431
2021-08-25,1.82191
2021-08-26,1.80508
2021-08-27,1.63916
2021-08-28,1.13017
2021-08-29,1.21915
2021-08-30,1.84756
2021-08-31,1.83233
2021-09-01,1.99264
2021-09-02,1.69286
2021-09-03,1.59106
2021-09-04,0.97067
2021-09-05,1.20151
2021-09-06,2.01268
2021-09-07,2.03191
2021-09-08,1.82511
2021-09-09,1.79065
2021-09-10,1.54778
2021-09-11,1.04521
2021-09-12,1.0893
2021-09-13,1.65519
2021-09-14,9.84618
2021-09-15,3.55966
2021-09-16,2.42948
2021-09-17,2.01989
2021-09-18,4.84934
2021-09-19,1.26163
2021-09-20,1.13178
2021-09-21,1.12536
2021-09-22,1.17346
2021-09-23,1.69847
2021-09-24,1.65759
2021-09-25,1.06124
2021-09-26,1.06605
2021-09-27,1.86198
2021-09-28,3.13885
2021-09-29,1.79145
2021-09-30,2.2828
2021-10-01,1.61591
2021-10-02,1.05563
2021-10-03,0.94101
2021-10-04,1.26964
2021-10-05,1.95176
2021-10-06,2.00226
2021-10-07,2.01989
2021-10-08,1.75297
2021-10-09,1.10533
2021-10-10,1.09571
2021-10-11,1.26964
2021-10-12,1.75217
2021-10-13,1.71691
2021-10-14,2.04233
2021-10-15,1.7153
2021-10-16,1.14941
2021-10-17,1.05563
2021-10-18,1.6103
2021-10-19,1.61992
2021-10-20,1.70809
2021-10-21,1.62393
2021-10-22,1.51892
2021-10-23,1.02838
2021-10-24,0.9362
2021-10-25,1.65679
2021-10-26,1.67122
2021-10-27,1.63755
2021-10-28,1.69446
2021-10-29,1.54618
2021-10-30,1.16785
2021-10-31,1.23999
2021-11-01,1.86279
2021-11-02,1.77141
2021-11-03,1.70488
2021-11-04,1.67603
2021-11-05,1.62072
2021-11-06,1.00994
2021-11-07,1.05323
2021-11-08,1.74175
2021-11-09,1.8708
2021-11-10,5.22767
2021-11-11,2.68437
2021-11-12,2.10726
2021-11-13,1.26243
2021-11-14,1.36342
2021-11-15,2.01989
2021-11-16,2.04955
2021-11-17,1.89966
2021-11-18,1.79466
2021-11-19,1.83153
2021-11-20,1.10132
2021-11-21,1.11655
2021-11-22,1.74496
2021-11-23,1.74095
2021-11-24,1.84034
2021-11-25,1.90286
2021-11-26,1.68164
2021-11-27,1.11014
2021-11-28,1.13338
2021-11-29,1.85958
2021-11-30,1.85798
2021-12-01,1.89164
2021-12-02,1.88924
2021-12-03,1.765
2021-12-04,1.12296
2021-12-05,1.11655
2021-12-06,1.8187
2021-12-07,1.87721
2021-12-08,1.82111
2021-12-09,1.90847
2021-12-10,1.89805
2021-12-11,1.30812
2021-12-12,1.15823
2021-12-13,1.84676
2021-12-14,1.74897
2021-12-15,2.19863
2021-12-16,2.02951
2021-12-17,1.78103
2021-12-18,1.30651
2021-12-19,1.09891
2021-12-20,1.86279
2021-12-21,1.8163
2021-12-22,1.72332
2021-12-23,1.92691
2021-12-24,1.48285
2021-12-25,0.90414
2021-12-26,1.01716
2021-12-27,1.8187
2021-12-28,2.1786
2021-12-29,1.94535
2021-12-30,1.95817
2021-12-31,1.53175
2022-01-01,1.20392
2022-01-02,1.32415
2022-01-03,2.10726
2022-01-04,2.05516
2022-01-05,2.08481
2022-01-06,1.93813
2022-01-07,1.84916
2022-01-08,1.17987
2022-01-09,1.21834
2022-01-10,2.10405
2022-01-11,1.91889
2022-01-12,1.95256
2022-01-13,1.99905
2022-01-14,1.84996
2022-01-15,1.19831
2022-01-16,1.1446
2022-01-17,1.88122
2022-01-18,1.89565
2022-01-19,1.73294
2022-01-20,1.70248
2022-01-21,1.56221
2022-01-22,1.143
2022-01-23,1.08689
2022-01-24,1.79946
2022-01-25,1.83553
2022-01-26,1.73775
2022-01-27,1.74015
2022-01-28,1.52854
2022-01-29,1.15502
2022-01-30,0.99551
2022-01-31,0.99712
2022-02-01,1.0388
2022-02-02,1.47404
2022-02-03,2.25875
2022-02-04,1.87401
2022-02-05,1.24319
2022-02-06,1.22155
2022-02-07,1.9205
2022-02-08,1.75859
2022-02-09,1.70087
2022-02-10,1.79305
2022-02-11,1.72492
2022-02-12,1.10693
2022-02-13,1.07407
2022-02-14,1.85637
2022-02-15,1.68725
2022-02-16,1.67042
2022-02-17,1.6648
2022-02-18,1.56702
2022-02-19,1.08128
2022-02-20,1.13739
2022-02-21,1.77542
2022-02-22,1.62633
2022-02-23,1.84275
2022-02-24,1.64316
2022-02-25,1.69126
2022-02-26,1.12777
2022-02-27,1.10613
2022-02-28,1.76901
2022-03-01,1.47965
2022-03-02,1.87882
2022-03-03,1.77301
2022-03-04,1.63916
2022-03-05,1.17827
2022-03-06,1.13659
2022-03-07,1.71049
2022-03-08,1.57423
2022-03-09,0.97067
2022-03-10,1.67603
2022-03-11,1.58465
2022-03-12,1.05884
2022-03-13,1.09491
2022-03-14,1.74175
2022-03-15,1.68805
2022-03-16,1.65278
2022-03-17,1.63034
2022-03-18,1.63755
2022-03-19,1.04521
2022-03-20,1.13979
2022-03-21,2.00226
2022-03-22,1.65599
2022-03-23,1.89966
2022-03-24,1.74175
2022-03-25,1.87481
2022-03-26,1.12697
2022-03-27,1.01475
2022-03-28,1.57904
2022-03-29,1.51331
2022-03-30,1.68164
2022-03-31,1.66721
2022-04-01,1.64396
2022-04-02,1.13659
2022-04-03,1.07727
2022-04-04,1.70969
2022-04-05,1.73534
2022-04-06,1.73935
2022-04-07,1.63435
2022-04-08,1.43156
2022-04-09,0.96185
2022-04-10,0.94742
2022-04-11,1.69767
2022-04-12,1.66881
2022-04-13,1.67122
2022-04-14,1.65519
2022-04-15,1.53576
2022-04-16,1.06685
2022-04-17,0.94822
2022-04-18,1.62553
2022-04-19,1.66561
2022-04-20,1.63675
2022-04-21,1.65679
2022-04-22,1.63675
2022-04-23,0.99792
2022-04-24,1.01716
2022-04-25,1.61832
2022-04-26,1.62553
2022-04-27,1.70168
2022-04-28,1.64477
2022-04-29,1.52854
2022-04-30,1.19911
2022-05-01,1.65679
2022-05-02,3.05388
2022-05-03,2.08962
2022-05-04,1.6632
2022-05-05,1.01395
2022-05-06,1.63114
2022-05-07,1.73775
2022-05-08,1.4548
2022-05-09,4.4125
2022-05-10,6.78908
2022-05-11,4.74514
2022-05-12,2.99858
2022-05-13,2.9048
2022-05-14,2.82624
2022-05-15,1.47083
2022-05-16,2.14814
2022-05-17,1.90847
2022-05-18,1.84595
2022-05-19,1.85637
2022-05-20,1.64316
2022-05-21,1.39789
2022-05-22,1.33296
2022-05-23,2.03031
2022-05-24,1.8163
2022-05-25,1.74736
2022-05-26,1.88683
2022-05-27,1.6095
2022-05-28,1.04681
2022-05-29,1.16224
2022-05-30,1.85557
2022-05-31,1.75939
2022-06-01,1.16785
2022-06-02,1.68244
2022-06-03,1.51892
2022-06-04,0.96185
2022-06-05,0.9338
2022-06-06,1.04601
2022-06-07,1.68725
2022-06-08,1.73133
2022-06-09,1.62232
2022-06-10,1.57663
2022-06-11,1.11094
2022-06-12,0.99792
2022-06-13,1.76981
2022-06-14,1.72973
2022-06-15,2.3357
2022-06-16,1.75778
2022-06-17,1.58385
2022-06-18,1.05082
2022-06-19,1.05242
2022-06-20,1.73855
2022-06-21,1.64797
2022-06-22,1.61591
2022-06-23,1.61591
2022-06-24,1.49808
2022-06-25,1.02116
2022-06-26,1.10052
2022-06-27,2.88556
2022-06-28,11.05411
2022-06-29,8.68714
2022-06-30,11.84523
2022-07-01,7.34055
2022-07-02,4.71148
2022-07-03,4.42933
2022-07-04,3.92516
2022-07-05,3.18934
2022-07-06,2.84628
2022-07-07,2.46395
2022-07-08,2.37898
2022-07-09,1.73534
2022-07-10,1.46362
2022-07-11,2.20184
2022-07-12,2.18661
2022-07-13,2.18661
2022-07-14,2.26917
2022-07-15,2.43429
2022-07-16,1.70809
2022-07-17,1.80748
2022-07-18,2.77655
2022-07-19,2.57937
2022-07-20,2.45833
2022-07-21,2.25955
2022-07-22,1.96538
2022-07-23,1.28086
2022-07-24,1.38907
2022-07-25,1.95657
2022-07-26,1.99184
2022-07-27,1.95737
2022-07-28,1.79065
2022-07-29,1.69687
2022-07-30,1.1462
2022-07-31,1.17747
2022-08-01,1.95817
2022-08-02,1.8676
2022-08-03,1.83233
2022-08-04,2.32608
2022-08-05,2.51284
2022-08-06,1.84916
2022-08-07,1.43797
2022-08-08,2.22909
2022-08-09,1.93653
2022-08-10,2.10966
2022-08-11,2.0784
2022-08-12,1.86599
2022-08-13,1.19269
2022-08-14,1.18147
2022-08-15,1.35861
2022-08-16,1.91008
2022-08-17,1.82431
2022-08-18,1.96859
2022-08-19,1.76339
2022-08-20,1.3017
2022-08-21,1.32976
2022-08-22,1.88042
2022-08-23,1.9758
2022-08-24,2.04153
2022-08-25,1.93172
2022-08-26,1.68805
2022-08-27,1.23598
2022-08-28,1.22876
2022-08-29,1.95416
2022-08-30,2.13211
2022-08-31,2.04955
2022-09-01,1.94294
2022-09-02,1.97661
2022-09-03,1.67843
2022-09-04,1.87962
2022-09-05,2.13932
2022-09-06,2.00306
2022-09-07,1.93893
2022-09-08,1.58305
2022-09-09,1.1462
2022-09-10,1.21434
2022-09-11,1.21033
2022-09-12,1.36503
2022-09-13,2.05917
2022-09-14,2.09283
2022-09-15,1.88844
2022-09-16,1.69206
2022-09-17,1.0909
2022-09-18,1.05483
2022-09-19,1.78103
2022-09-20,1.73454
2022-09-21,1.80347
2022-09-22,1.56702
2022-09-23,1.47484
2022-09-24,0.93059
2022-09-25,1.03158
2022-09-26,1.60389
2022-09-27,1.85076
2022-09-28,1.80107
2022-09-29,1.85397
2022-09-30,1.67923
2022-10-01,1.10452
2022-10-02,0.99872
2022-10-03,1.18308
2022-10-04,1.73294
2022-10-05,1.7642
2022-10-06,1.67042
2022-10-07,1.46843
2022-10-08,0.90815
2022-10-09,0.91215
2022-10-10,1.15021
2022-10-11,1.8676
2022-10-12,1.63435
2022-10-13,1.70488
2022-10-14,1.56541
2022-10-15,1.01155
2022-10-16,1.06765
2022-10-17,1.73374
2022-10-18,1.72572
2022-10-19,1.73855
2022-10-20,1.63354
2022-10-21,1.48285
2022-10-22,0.95223
2022-10-23,0.96746
2022-10-24,1.57824
2022-10-25,1.67042
2022-10-26,1.70168
2022-10-27,1.73213
2022-10-28,1.48446
2022-10-29,1.05082
2022-10-30,0.84001
2022-10-31,1.67042
2022-11-01,1.77862
2022-11-02,1.82592
2022-11-03,1.87882
2022-11-04,2.29642
2022-11-05,2.21867
2022-11-06,2.40463
2022-11-07,2.70521
2022-11-08,2.55452
2022-11-09,2.26757
2022-11-10,2.01668
2022-11-11,1.83954
2022-11-12,1.22957
2022-11-13,1.22155
2022-11-14,1.72252
2022-11-15,1.79626
2022-11-16,1.89004
2022-11-17,1.90447
2022-11-18,1.72332
2022-11-19,1.10132
2022-11-20,1.16624
2022-11-21,1.82592
2022-11-22,2.00706
2022-11-23,7.77819
2022-11-24,3.30477
2022-11-25,2.53769
2022-11-26,1.84355
2022-11-27,2.49761
2022-11-28,2.69639
2022-11-29,2.12569
2022-11-30,2.10085
2022-12-01,1.9734
2022-12-02,1.93653
2022-12-03,1.07647
2022-12-04,1.19109
2022-12-05,1.77221
2022-12-06,1.68965
2022-12-07,1.83233
2022-12-08,1.84034
2022-12-09,2.25875
2022-12-10,1.41071
2022-12-11,1.31693
2022-12-12,1.97901
2022-12-13,1.91248
2022-12-14,1.80668
2022-12-15,1.79546
2022-12-16,1.71931
2022-12-17,1.11655
2022-12-18,1.12056
2022-12-19,1.73614
2022-12-20,1.85637
2022-12-21,2.57616
2022-12-22,2.2868
2022-12-23,2.41265
2022-12-24,1.75859
2022-12-25,1.25842
2022-12-26,2.13291
2022-12-27,2.2323
2022-12-28,2.52807
2022-12-29,2.35494
2022-12-30,2.23951
2022-12-31,1.63274
2023-01-01,1.63595
2023-01-02,2.46795
2023-01-03,2.36616
2023-01-04,2.2868
2023-01-05,2.2339
2023-01-06,2.12088
2023-01-07,1.55419
2023-01-08,1.53736
2023-01-09,2.19463
2023-01-10,2.37257
2023-01-11,2.22348
2023-01-12,2.18661
2023-01-13,1.99985
2023-01-14,1.40831
2023-01-15,1.40751
2023-01-16,2.07039
2023-01-17,1.95256
2023-01-18,1.91168
2023-01-19,1.81229
2023-01-20,1.6127
2023-01-21,1.17185
2023-01-22,1.26644
2023-01-23,1.27846
2023-01-24,1.37785
2023-01-25,2.04794
2023-01-26,2.3878
2023-01-27,2.13451
2023-01-28,1.44358
2023-01-29,1.50289
2023-01-30,2.20825
2023-01-31,2.28199
2023-02-01,2.1834
2023-02-02,2.13371
2023-02-03,2.04153
2023-02-04,1.28247
2023-02-05,1.32655
2023-02-06,2.05436
2023-02-07,2.28119
2023-02-08,2.10405
2023-02-09,1.99103
2023-02-10,1.91248
2023-02-11,1.33136
2023-02-12,1.23437
2023-02-13,1.98302
2023-02-14,1.8171
2023-02-15,1.98142
2023-02-16,1.95817
2023-02-17,1.81309
2023-02-18,1.35701
2023-02-19,1.26804
2023-02-20,2.04394
2023-02-21,2.10245
2023-02-22,2.08882
2023-02-23,1.9229
2023-02-24,1.85477
2023-02-25,1.32415
2023-02-26,1.31373
2023-02-27,1.93653
2023-02-28,1.9229
2023-03-01,1.39549
2023-03-02,1.95737
2023-03-03,2.06718
2023-03-04,1.52293
2023-03-05,1.53896
2023-03-06,2.27719
2023-03-07,2.22268
2023-03-08,2.00947
2023-03-09,2.00145
2023-03-10,1.93653
2023-03-11,1.25602
2023-03-12,1.18548
2023-03-13,1.94855
2023-03-14,2.14333
2023-03-15,2.73326
2023-03-16,2.78617
2023-03-17,2.83346
2023-03-18,1.70889
2023-03-19,1.47484
2023-03-20,2.01668
2023-03-21,2.27077
2023-03-22,1.99745
2023-03-23,1.96619
2023-03-24,2.05115
2023-03-25,1.94374
2023-03-26,1.72492
2023-03-27,2.66032
2023-03-28,2.39341
2023-03-29,2.3349
2023-03-30,2.08001
2023-03-31,2.51605
2023-04-01,1.38827
2023-04-02,1.28407
2023-04-03,2.01348
2023-04-04,1.98222
2023-04-05,2.11046
2023-04-06,2.05355
2023-04-07,1.82431
2023-04-08,1.29048
2023-04-09,1.20311
2023-04-10,1.96057
2023-04-11,1.98622
2023-04-12,15.9756
2023-04-13,23.57104
2023-04-14,8.53164
2023-04-15,5.43367
2023-04-16,4.41491
2023-04-17,4.62892
2023-04-18,3.13324
2023-04-19,15.29108
2023-04-20,18.89082
2023-04-21,8.69195
2023-04-22,6.04365
2023-04-23,5.89857
2023-04-24,3.92757
2023-04-25,3.8394
2023-04-26,5.51623
2023-04-27,5.27256
2023-04-28,3.30797
2023-04-29,3.18213
2023-04-30,2.22669
2023-05-01,2.54811
2023-05-02,2.73006
2023-05-03,3.01701
2023-05-04,3.21499
2023-05-05,2.43269
2023-05-06,2.20505
2023-05-07,2.07359
2023-05-08,2.26196
2023-05-09,2.38219
2023-05-10,4.25941
2023-05-11,4.68022
2023-05-12,3.15488
2023-05-13,2.40944
2023-05-14,2.35093
2023-05-15,2.4391
2023-05-16,2.23951
2023-05-17,4.16002
2023-05-18,5.41684
2023-05-19,3.14847
2023-05-20,2.46475
2023-05-21,2.17619
2023-05-22,2.55212
2023-05-23,2.66513
2023-05-24,3.45706
2023-05-25,3.65745
2023-05-26,2.71483
2023-05-27,3.98688
2023-05-28,2.41986
2023-05-29,1.98783
