date,바이넥스주가
2020-03-20,10.84012
2020-03-21,1.33513
2020-03-22,2.85824
2020-03-23,12.25237
2020-03-24,10.763
2020-03-25,10.5461
2020-03-26,14.00684
2020-03-27,18.90875
2020-03-28,3.58124
2020-03-29,3.19082
2020-03-30,20.02699
2020-03-31,15.84325
2020-04-01,13.13442
2020-04-02,14.48884
2020-04-03,10.8594
2020-04-04,1.34959
2020-04-05,1.11341
2020-04-06,9.36038
2020-04-07,9.88094
2020-04-08,8.92177
2020-04-09,8.70005
2020-04-10,8.60847
2020-04-11,1.17125
2020-04-12,1.19535
2020-04-13,7.76497
2020-04-14,7.57217
2020-04-15,1.26283
2020-04-16,6.28042
2020-04-17,5.65864
2020-04-18,0.84349
2020-04-19,0.66033
2020-04-20,5.66828
2020-04-21,5.94784
2020-04-22,6.70458
2020-04-23,7.95777
2020-04-24,20.40294
2020-04-25,5.16701
2020-04-26,4.01503
2020-04-27,20.86566
2020-04-28,14.19482
2020-04-29,11.0522
2020-04-30,1.62433
2020-05-01,1.35923
2020-05-02,1.07485
2020-05-03,0.97845
2020-05-04,10.0641
2020-05-05,1.61469
2020-05-06,10.81602
2020-05-07,8.52171
2020-05-08,8.70005
2020-05-09,1.18089
2020-05-10,1.02183
2020-05-11,9.55318
2020-05-12,12.50783
2020-05-13,9.46642
2020-05-14,8.34819
2020-05-15,8.39639
2020-05-16,1.80749
2020-05-17,1.68217
2020-05-18,17.65074
2020-05-19,11.62577
2020-05-20,11.77037
2020-05-21,10.86422
2020-05-22,9.90504
2020-05-23,1.44599
2020-05-24,1.20981
2020-05-25,10.67624
2020-05-26,9.98216
2020-05-27,9.32182
2020-05-28,7.70231
2020-05-29,7.98187
2020-05-30,1.02665
2020-05-31,0.81939
2020-06-01,9.98698
2020-06-02,10.56538
2020-06-03,10.38704
2020-06-04,9.37484
2020-06-05,8.56027
2020-06-06,1.11823
2020-06-07,0.90615
2020-06-08,15.74203
2020-06-09,14.34906
2020-06-10,16.25777
2020-06-11,17.22176
2020-06-12,12.86451
2020-06-13,2.0774
2020-06-14,1.55685
2020-06-15,13.226
2020-06-16,11.73663
2020-06-17,10.17496
2020-06-18,12.86933
2020-06-19,13.0332
2020-06-20,2.01956
2020-06-21,1.61469
2020-06-22,11.69807
2020-06-23,9.12421
2020-06-24,11.60167
2020-06-25,10.7871
2020-06-26,8.58437
2020-06-27,1.03147
2020-06-28,0.85313
2020-06-29,8.56509
2020-06-30,8.52653
2020-07-01,8.24697
2020-07-02,10.04482
2020-07-03,8.64703
2020-07-04,0.91579
2020-07-05,0.84831
2020-07-06,8.49279
2020-07-07,7.56735
2020-07-08,12.08367
2020-07-09,11.56311
2020-07-10,14.85997
2020-07-11,2.59314
2020-07-12,2.95946
2020-07-13,14.56114
2020-07-14,23.32385
2020-07-15,20.88012
2020-07-16,15.70829
2020-07-17,13.04766
2020-07-18,1.50383
2020-07-19,1.16161
2020-07-20,14.0213
2020-07-21,14.12252
2020-07-22,26.35561
2020-07-23,38.33325
2020-07-24,46.96582
2020-07-25,5.7454
2020-07-26,5.43211
2020-07-27,48.39735
2020-07-28,61.37272
2020-07-29,44.29556
2020-07-30,41.57709
2020-07-31,39.4081
2020-08-01,4.75731
2020-08-02,4.33797
2020-08-03,40.29016
2020-08-04,37.09933
2020-08-05,33.57593
2020-08-06,31.6865
2020-08-07,35.14243
2020-08-08,4.86335
2020-08-09,4.05841
2020-08-10,30.89121
2020-08-11,25.01084
2020-08-12,25.6278
2020-08-13,22.80329
2020-08-14,21.05364
2020-08-15,2.23646
2020-08-16,2.03884
2020-08-17,3.83187
2020-08-18,21.80074
2020-08-19,20.57646
2020-08-20,20.71142
2020-08-21,19.69923
2020-08-22,2.45818
2020-08-23,2.5353
2020-08-24,27.8016
2020-08-25,67.43625
2020-08-26,100.0
2020-08-27,81.04786
2020-08-28,55.59839
2020-08-29,8.27107
2020-08-30,8.96997
2020-08-31,85.43403
2020-09-01,57.6999
2020-09-02,52.38829
2020-09-03,48.69619
2020-09-04,44.31484
2020-09-05,6.8781
2020-09-06,5.22003
2020-09-07,41.14811
2020-09-08,40.75769
2020-09-09,31.19487
2020-09-10,30.72251
2020-09-11,28.21612
2020-09-12,3.5716
2020-09-13,3.56196
2020-09-14,26.51467
2020-09-15,39.61054
2020-09-16,31.55636
2020-09-17,28.40892
2020-09-18,26.16281
2020-09-19,3.99575
2020-09-20,3.36916
2020-09-21,37.00776
2020-09-22,29.08854
2020-09-23,27.94138
2020-09-24,26.10015
2020-09-25,27.62809
2020-09-26,3.46556
2020-09-27,2.70882
2020-09-28,40.97941
2020-09-29,29.3199
2020-09-30,4.41027
2020-10-01,2.36178
2020-10-02,2.42926
2020-10-03,2.07258
2020-10-04,2.40516
2020-10-05,24.24446
2020-10-06,23.30457
2020-10-07,22.19116
2020-10-08,19.75225
2020-10-09,2.5112
2020-10-10,1.53275
2020-10-11,1.60023
2020-10-12,18.75451
2020-10-13,17.98814
2020-10-14,17.5447
2020-10-15,17.46758
2020-10-16,17.376
2020-10-17,1.81713
2020-10-18,1.18571
2020-10-19,22.16706
2020-10-20,18.16166
2020-10-21,16.50841
2020-10-22,17.65556
2020-10-23,18.54243
2020-10-24,2.04366
2020-10-25,1.58577
2020-10-26,17.00486
2020-10-27,17.858
2020-10-28,19.40039
2020-10-29,19.57873
2020-10-30,19.36183
2020-10-31,1.84605
2020-11-01,1.58095
2020-11-02,21.98872
2020-11-03,23.40097
2020-11-04,23.10695
2020-11-05,23.40579
2020-11-06,19.89203
2020-11-07,2.89198
2020-11-08,2.40998
2020-11-09,24.40352
2020-11-10,42.65676
2020-11-11,27.44493
2020-11-12,22.96235
2020-11-13,22.72617
2020-11-14,2.99802
2020-11-15,2.51602
2020-11-16,20.38848
2020-11-17,32.46734
2020-11-18,36.8728
2020-11-19,33.2771
2020-11-20,27.14609
2020-11-21,3.95719
2020-11-22,3.69692
2020-11-23,31.17559
2020-11-24,27.55097
2020-11-25,24.05167
2020-11-26,22.0803
2020-11-27,19.99807
2020-11-28,2.45336
2020-11-29,2.40998
2020-11-30,26.55323
2020-12-01,22.44179
2020-12-02,22.60085
2020-12-03,21.56938
2020-12-04,25.40608
2020-12-05,2.73292
2020-12-06,2.61242
2020-12-07,23.42025
2020-12-08,22.79365
2020-12-09,23.38651
2020-12-10,21.15968
2020-12-11,18.28698
2020-12-12,2.67026
2020-12-13,2.10632
2020-12-14,25.64226
2020-12-15,18.47014
2020-12-16,17.12054
2020-12-17,15.60225
2020-12-18,16.11799
2020-12-19,2.39552
2020-12-20,2.08704
2020-12-21,17.11572
2020-12-22,15.46729
2020-12-23,17.28924
2020-12-24,17.12536
2020-12-25,2.21718
2020-12-26,1.94244
2020-12-27,1.9087
2020-12-28,19.62211
2020-12-29,32.93006
2020-12-30,28.84754
2020-12-31,5.38391
2021-01-01,3.09442
2021-01-02,2.5835
2021-01-03,3.0896
2021-01-04,20.55718
2021-01-05,18.59545
2021-01-06,18.99551
2021-01-07,17.80498
2021-01-08,42.7146
2021-01-09,9.01817
2021-01-10,7.42275
2021-01-11,33.33012
2021-01-12,26.30259
2021-01-13,23.82995
2021-01-14,34.23627
2021-01-15,26.26403
2021-01-16,3.28722
2021-01-17,3.90899
2021-01-18,29.64765
2021-01-19,23.56485
2021-01-20,27.64737
2021-01-21,23.71427
2021-01-22,21.53082
2021-01-23,3.42218
2021-01-24,3.03176
2021-01-25,44.65223
2021-01-26,36.86798
2021-01-27,26.23993
2021-01-28,22.39841
2021-01-29,22.84185
2021-01-30,2.65098
2021-01-31,2.11114
2021-02-01,21.99836
2021-02-02,23.84441
2021-02-03,23.16479
2021-02-04,18.32554
2021-02-05,29.04516
2021-02-06,3.64872
2021-02-07,2.85342
2021-02-08,19.57391
2021-02-09,26.53395
2021-02-10,87.28972
2021-02-11,9.63994
2021-02-12,7.37938
2021-02-13,7.30226
2021-02-14,8.69041
2021-02-15,85.35691
2021-02-16,64.66477
2021-02-17,52.29189
2021-02-18,43.97262
2021-02-19,37.65363
2021-02-20,6.9022
2021-02-21,5.85626
2021-02-22,40.5649
2021-02-23,56.21053
2021-02-24,38.94056
2021-02-25,34.35195
2021-02-26,29.64283
2021-02-27,4.78623
2021-02-28,3.668
2021-03-01,3.90899
2021-03-02,35.16171
2021-03-03,31.72988
2021-03-04,26.26885
2021-03-05,24.49992
2021-03-06,3.28722
2021-03-07,3.19082
2021-03-08,72.26586
2021-03-09,87.9838
2021-03-10,68.69908
2021-03-11,68.31831
2021-03-12,53.15467
2021-03-13,9.97734
2021-03-14,7.94331
2021-03-15,46.15125
2021-03-16,59.42545
2021-03-17,55.98881
2021-03-18,40.06362
2021-03-19,31.70096
2021-03-20,4.70911
2021-03-21,4.14999
2021-03-22,32.33238
2021-03-23,30.58273
2021-03-24,24.3023
2021-03-25,32.94934
2021-03-26,31.25271
2021-03-27,4.96457
2021-03-28,3.49448
2021-03-29,38.62245
2021-03-30,28.97768
2021-03-31,54.93806
2021-04-01,40.74323
2021-04-02,33.19516
2021-04-03,5.68756
2021-04-04,4.99349
2021-04-05,25.76276
2021-04-06,26.29295
2021-04-07,23.73837
2021-04-08,23.85405
2021-04-09,21.60794
2021-04-10,3.51376
2021-04-11,3.12334
2021-04-12,22.43697
2021-04-13,44.26182
2021-04-14,30.78999
2021-04-15,38.35735
2021-04-16,42.56037
2021-04-17,6.55998
2021-04-18,5.87554
2021-04-19,34.23145
2021-04-20,27.9462
2021-04-21,29.64765
2021-04-22,64.86238
2021-04-23,54.83202
2021-04-24,7.99151
2021-04-25,6.51178
2021-04-26,41.93859
2021-04-27,34.31821
2021-04-28,34.71345
2021-04-29,40.38656
2021-04-30,29.35364
2021-05-01,4.81515
2021-05-02,4.62235
2021-05-03,26.86653
2021-05-04,24.24928
2021-05-05,4.23675
2021-05-06,24.74092
2021-05-07,25.39162
2021-05-08,3.1137
2021-05-09,2.8004
2021-05-10,26.64481
2021-05-11,20.34993
2021-05-12,20.92832
2021-05-13,20.35475
2021-05-14,20.08965
2021-05-15,2.54012
2021-05-16,2.1015
2021-05-17,19.57391
2021-05-18,18.45086
2021-05-19,2.35696
2021-05-20,16.68192
2021-05-21,20.08483
2021-05-22,2.68472
2021-05-23,3.19564
2021-05-24,19.53053
2021-05-25,18.46532
2021-05-26,17.4483
2021-05-27,16.88436
2021-05-28,17.72786
2021-05-29,2.0774
2021-05-30,1.91834
2021-05-31,16.7253
2021-06-01,15.07687
2021-06-02,15.09615
2021-06-03,15.47211
2021-06-04,16.33971
2021-06-05,1.96172
2021-06-06,1.95208
2021-06-07,16.18065
2021-06-08,14.40208
2021-06-09,14.00684
2021-06-10,14.86961
2021-06-11,15.67455
2021-06-12,1.77375
2021-06-13,1.35441
2021-06-14,13.69836
2021-06-15,13.30794
2021-06-16,12.59459
2021-06-17,12.10295
2021-06-18,13.1537
2021-06-19,1.34477
2021-06-20,1.08449
2021-06-21,12.44999
2021-06-22,13.6839
2021-06-23,15.31305
2021-06-24,14.90817
2021-06-25,12.04511
2021-06-26,1.57613
2021-06-27,1.34959
