date,비갱신보험
2020-07-22,33.8983
2020-07-23,49.15254
2020-07-24,37.28813
2020-07-25,28.81355
2020-07-26,18.64406
2020-07-27,45.76271
2020-07-28,42.37288
2020-07-29,37.28813
2020-07-30,22.03389
2020-07-31,33.8983
2020-08-01,27.11864
2020-08-02,10.16949
2020-08-03,25.42372
2020-08-04,30.50847
2020-08-05,32.20338
2020-08-06,32.20338
2020-08-07,30.50847
2020-08-08,22.03389
2020-08-09,13.55932
2020-08-10,54.23728
2020-08-11,20.33898
2020-08-12,32.20338
2020-08-13,25.42372
2020-08-14,37.28813
2020-08-15,22.03389
2020-08-16,18.64406
2020-08-17,28.81355
2020-08-18,44.06779
2020-08-19,33.8983
2020-08-20,20.33898
2020-08-21,16.94915
2020-08-22,16.94915
2020-08-23,30.50847
2020-08-24,44.06779
2020-08-25,47.45762
2020-08-26,57.62711
2020-08-27,47.45762
2020-08-28,45.76271
2020-08-29,22.03389
2020-08-30,30.50847
2020-08-31,57.62711
2020-09-01,69.49152
2020-09-02,50.84745
2020-09-03,33.8983
2020-09-04,38.98305
2020-09-05,37.28813
2020-09-06,27.11864
2020-09-07,45.76271
2020-09-08,20.33898
2020-09-09,37.28813
2020-09-10,49.15254
2020-09-11,40.67796
2020-09-12,30.50847
2020-09-13,37.28813
2020-09-14,45.76271
2020-09-15,30.50847
2020-09-16,25.42372
2020-09-17,44.06779
2020-09-18,52.54237
2020-09-19,25.42372
2020-09-20,23.72881
2020-09-21,44.06779
2020-09-22,55.9322
2020-09-23,67.79661
2020-09-24,50.84745
2020-09-25,37.28813
2020-09-26,18.64406
2020-09-27,23.72881
2020-09-28,30.50847
2020-09-29,22.03389
2020-10-01,16.94915
2020-10-02,22.03389
2020-10-03,28.81355
2020-10-04,22.03389
2020-10-05,22.03389
2020-10-06,11.8644
2020-10-07,42.37288
2020-10-08,47.45762
2020-10-09,20.33898
2020-10-10,30.50847
2020-10-11,27.11864
2020-10-12,25.42372
2020-10-13,40.67796
2020-10-14,52.54237
2020-10-15,15.25423
2020-10-16,37.28813
2020-10-17,27.11864
2020-10-19,40.67796
2020-10-20,61.01694
2020-10-21,62.71186
2020-10-22,30.50847
2020-10-23,16.94915
2020-10-24,27.11864
2020-10-26,37.28813
2020-10-27,18.64406
2020-10-28,42.37288
2020-10-29,44.06779
2020-10-30,27.11864
2020-10-31,15.25423
2020-11-01,11.8644
2020-11-02,25.42372
2020-11-03,18.64406
2020-11-04,42.37288
2020-11-05,28.81355
2020-11-06,16.94915
2020-11-07,10.16949
2020-11-08,10.16949
2020-11-09,30.50847
2020-11-10,42.37288
2020-11-11,37.28813
2020-11-12,40.67796
2020-11-13,23.72881
2020-11-14,13.55932
2020-11-15,27.11864
2020-11-16,16.94915
2020-11-17,20.33898
2020-11-18,47.45762
2020-11-19,40.67796
2020-11-20,45.76271
2020-11-21,13.55932
2020-11-22,18.64406
2020-11-23,49.15254
2020-11-24,44.06779
2020-11-25,49.15254
2020-11-26,44.06779
2020-11-27,30.50847
2020-11-28,20.33898
2020-11-29,13.55932
2020-11-30,13.55932
2020-12-01,49.15254
2020-12-02,42.37288
2020-12-03,28.81355
2020-12-04,52.54237
2020-12-05,20.33898
2020-12-06,15.25423
2020-12-07,30.50847
2020-12-08,35.59322
2020-12-09,62.71186
2020-12-10,52.54237
2020-12-11,76.27118
2020-12-12,33.8983
2020-12-13,32.20338
2020-12-14,55.9322
2020-12-15,62.71186
2020-12-16,59.32203
2020-12-17,54.23728
2020-12-18,22.03389
2020-12-19,28.81355
2020-12-20,15.25423
2020-12-21,54.23728
2020-12-22,54.23728
2020-12-23,57.62711
2020-12-24,50.84745
2020-12-25,15.25423
2020-12-26,35.59322
2020-12-27,50.84745
2020-12-28,52.54237
2020-12-29,64.40677
2020-12-30,77.9661
2020-12-31,47.45762
2021-01-01,15.25423
2021-01-02,42.37288
2021-01-03,15.25423
2021-01-04,38.98305
2021-01-05,52.54237
2021-01-06,49.15254
2021-01-07,52.54237
2021-01-08,61.01694
2021-01-09,32.20338
2021-01-10,49.15254
2021-01-11,42.37288
2021-01-12,59.32203
2021-01-13,55.9322
2021-01-14,50.84745
2021-01-15,57.62711
2021-01-16,42.37288
2021-01-17,42.37288
2021-01-18,44.06779
2021-01-19,91.52542
2021-01-20,79.66101
2021-01-21,98.30508
2021-01-22,71.18644
2021-01-23,59.32203
2021-01-24,40.67796
2021-01-25,35.59322
2021-01-26,52.54237
2021-01-27,54.23728
2021-01-28,62.71186
2021-01-29,71.18644
2021-01-30,28.81355
2021-01-31,40.67796
2021-02-01,66.10169
2021-02-02,57.62711
2021-02-03,52.54237
2021-02-04,35.59322
2021-02-05,55.9322
2021-02-06,35.59322
2021-02-07,66.10169
2021-02-08,64.40677
2021-02-09,84.74576
2021-02-10,64.40677
2021-02-11,23.72881
2021-02-12,23.72881
2021-02-13,22.03389
2021-02-14,35.59322
2021-02-15,72.88135
2021-02-16,55.9322
2021-02-17,55.9322
2021-02-18,81.35593
2021-02-19,52.54237
2021-02-20,54.23728
2021-02-21,40.67796
2021-02-22,71.18644
2021-02-23,67.79661
2021-02-24,77.9661
2021-02-25,69.49152
2021-02-26,44.06779
2021-02-27,33.8983
2021-02-28,18.64406
2021-03-01,20.33898
2021-03-02,66.10169
2021-03-03,59.32203
2021-03-04,69.49152
2021-03-05,35.59322
2021-03-06,28.81355
2021-03-07,42.37288
2021-03-08,77.9661
2021-03-09,74.57627
2021-03-10,69.49152
2021-03-11,77.9661
2021-03-12,42.37288
2021-03-13,15.25423
2021-03-14,22.03389
2021-03-15,50.84745
2021-03-16,42.37288
2021-03-17,64.40677
2021-03-18,77.9661
2021-03-19,74.57627
2021-03-20,44.06779
2021-03-21,37.28813
2021-03-22,74.57627
2021-03-23,59.32203
2021-03-24,81.35593
2021-03-25,100.0
2021-03-26,32.20338
2021-03-27,25.42372
2021-03-28,33.8983
2021-03-29,55.9322
2021-03-30,69.49152
2021-03-31,67.79661
2021-04-01,33.8983
2021-04-02,22.03389
2021-04-03,27.11864
2021-04-04,16.94915
2021-04-05,54.23728
2021-04-06,55.9322
2021-04-07,50.84745
2021-04-08,20.33898
2021-04-09,76.27118
2021-04-10,11.8644
2021-04-11,8.47457
2021-04-12,35.59322
2021-04-13,22.03389
2021-04-14,38.98305
2021-04-15,38.98305
2021-04-16,35.59322
2021-04-17,15.25423
2021-04-18,23.72881
2021-04-19,35.59322
2021-04-20,50.84745
2021-04-21,28.81355
2021-04-22,50.84745
2021-04-23,66.10169
2021-04-24,42.37288
2021-04-25,22.03389
2021-04-26,44.06779
2021-04-27,54.23728
2021-04-28,32.20338
2021-04-29,42.37288
2021-04-30,42.37288
2021-05-01,27.11864
2021-05-03,15.25423
2021-05-04,49.15254
2021-05-05,30.50847
2021-05-06,52.54237
2021-05-07,28.81355
2021-05-08,20.33898
2021-05-09,13.55932
2021-05-10,23.72881
2021-05-11,49.15254
2021-05-12,45.76271
2021-05-13,22.03389
2021-05-14,22.03389
2021-05-16,13.55932
2021-05-17,27.11864
2021-05-18,47.45762
2021-05-19,33.8983
2021-05-20,32.20338
2021-05-21,57.62711
2021-05-22,16.94915
2021-05-23,15.25423
2021-05-24,35.59322
2021-05-25,38.98305
2021-05-26,32.20338
2021-05-27,54.23728
2021-05-28,44.06779
2021-05-29,8.47457
2021-05-30,16.94915
2021-05-31,28.81355
2021-06-01,35.59322
2021-06-02,49.15254
2021-06-03,44.06779
2021-06-04,23.72881
2021-06-05,16.94915
2021-06-07,32.20338
2021-06-08,38.98305
2021-06-09,35.59322
2021-06-10,25.42372
2021-06-11,47.45762
2021-06-12,32.20338
2021-06-13,10.16949
2021-06-14,38.98305
2021-06-15,50.84745
2021-06-16,33.8983
2021-06-17,42.37288
2021-06-18,44.06779
2021-06-19,47.45762
2021-06-20,38.98305
2021-06-21,69.49152
2021-06-22,35.59322
2021-06-23,42.37288
2021-06-24,44.06779
2021-06-25,57.62711
2021-06-26,27.11864
2021-06-27,22.03389
2021-06-28,55.9322
2021-06-29,88.13559
2021-06-30,52.54237
2021-07-01,13.55932
2021-07-02,16.94915
2021-07-03,16.94915
2021-07-04,30.50847
2021-07-05,23.72881
2021-07-06,32.20338
2021-07-07,10.16949
2021-07-08,28.81355
2021-07-09,38.98305
2021-07-10,22.03389
2021-07-11,11.8644
2021-07-12,37.28813
2021-07-13,28.81355
2021-07-14,40.67796
2021-07-15,25.42372
2021-07-16,23.72881
2021-07-17,10.16949
2021-07-18,37.28813
2021-07-19,25.42372
2021-07-20,40.67796
2021-07-21,28.81355
2021-07-22,37.28813
2021-07-23,25.42372
2021-07-24,13.55932
2021-07-25,11.8644
2021-07-26,44.06779
2021-07-27,37.28813
2021-07-28,42.37288
2021-07-29,45.76271
2021-07-30,23.72881
2021-07-31,16.94915
2021-08-01,13.55932
2021-08-02,33.8983
2021-08-03,52.54237
2021-08-04,71.18644
2021-08-05,64.40677
2021-08-06,42.37288
2021-08-07,23.72881
2021-08-08,15.25423
2021-08-09,40.67796
2021-08-10,61.01694
2021-08-11,62.71186
2021-08-12,52.54237
2021-08-13,52.54237
2021-08-14,40.67796
2021-08-15,16.94915
2021-08-16,40.67796
2021-08-17,57.62711
2021-08-18,55.9322
2021-08-19,79.66101
2021-08-20,49.15254
2021-08-21,42.37288
2021-08-22,15.25423
2021-08-23,66.10169
2021-08-24,79.66101
2021-08-25,54.23728
2021-08-26,67.79661
2021-08-27,57.62711
2021-08-28,30.50847
2021-08-29,32.20338
2021-08-30,45.76271
2021-08-31,42.37288
2021-09-01,50.84745
2021-09-02,62.71186
2021-09-03,32.20338
2021-09-04,25.42372
2021-09-05,23.72881
2021-09-06,55.9322
2021-09-07,52.54237
2021-09-08,45.76271
2021-09-09,59.32203
2021-09-10,37.28813
2021-09-11,18.64406
2021-09-12,23.72881
2021-09-13,35.59322
2021-09-14,33.8983
2021-09-15,10.16949
2021-09-16,22.03389
2021-09-17,38.98305
2021-09-18,28.81355
2021-09-19,10.16949
2021-09-20,15.25423
2021-09-22,27.11864
2021-09-23,54.23728
2021-09-24,45.76271
2021-09-25,27.11864
2021-09-26,16.94915
2021-09-27,40.67796
2021-09-28,64.40677
2021-09-29,28.81355
2021-09-30,35.59322
2021-10-01,18.64406
2021-10-02,22.03389
2021-10-05,35.59322
2021-10-06,28.81355
2021-10-07,54.23728
2021-10-08,25.42372
2021-10-09,8.47457
2021-10-10,15.25423
2021-10-11,10.16949
2021-10-12,32.20338
2021-10-13,40.67796
2021-10-14,20.33898
2021-10-15,16.94915
2021-10-16,11.8644
2021-10-17,11.8644
2021-10-18,18.64406
2021-10-19,20.33898
2021-10-20,20.33898
2021-10-21,27.11864
2021-10-22,32.20338
2021-10-23,8.47457
2021-10-24,11.8644
2021-10-25,25.42372
2021-10-26,35.59322
2021-10-27,33.8983
2021-10-28,23.72881
2021-10-29,23.72881
2021-11-01,32.20338
2021-11-02,40.67796
2021-11-03,18.64406
2021-11-04,11.8644
2021-11-05,33.8983
2021-11-06,20.33898
2021-11-07,23.72881
2021-11-08,32.20338
2021-11-09,35.59322
2021-11-10,28.81355
2021-11-11,18.64406
2021-11-12,13.55932
2021-11-14,10.16949
2021-11-15,33.8983
2021-11-16,33.8983
2021-11-17,28.81355
2021-11-18,20.33898
2021-11-19,44.06779
2021-11-20,11.8644
2021-11-21,30.50847
2021-11-22,22.03389
2021-11-23,40.67796
2021-11-24,18.64406
2021-11-25,10.16949
2021-11-26,8.47457
2021-11-27,15.25423
2021-11-28,20.33898
2021-11-29,22.03389
2021-11-30,30.50847
2021-12-01,38.98305
2021-12-02,27.11864
2021-12-03,11.8644
2021-12-04,13.55932
2021-12-05,23.72881
2021-12-06,32.20338
2021-12-07,13.55932
2021-12-08,37.28813
2021-12-09,37.28813
2021-12-10,44.06779
2021-12-11,10.16949
2021-12-13,27.11864
2021-12-14,40.67796
2021-12-15,44.06779
2021-12-16,52.54237
2021-12-17,30.50847
2021-12-18,8.47457
2021-12-20,22.03389
2021-12-21,22.03389
2021-12-22,49.15254
2021-12-23,40.67796
2021-12-24,25.42372
2021-12-25,22.03389
2021-12-26,22.03389
2021-12-27,38.98305
2021-12-28,38.98305
2021-12-29,27.11864
2021-12-30,49.15254
2021-12-31,30.50847
2022-01-02,10.16949
2022-01-03,27.11864
2022-01-04,23.72881
2022-01-05,22.03389
2022-01-06,28.81355
2022-01-07,30.50847
2022-01-08,18.64406
2022-01-09,23.72881
2022-01-10,38.98305
2022-01-11,57.62711
2022-01-12,22.03389
2022-01-13,37.28813
2022-01-14,40.67796
2022-01-15,16.94915
2022-01-16,28.81355
2022-01-17,47.45762
2022-01-18,35.59322
2022-01-19,40.67796
2022-01-20,27.11864
2022-01-21,35.59322
2022-01-22,35.59322
2022-01-23,18.64406
2022-01-24,18.64406
2022-01-25,37.28813
2022-01-26,35.59322
2022-01-27,47.45762
2022-01-28,23.72881
2022-01-29,11.8644
2022-01-30,11.8644
2022-02-01,10.16949
2022-02-02,11.8644
2022-02-03,23.72881
2022-02-04,27.11864
2022-02-05,28.81355
2022-02-06,27.11864
2022-02-07,25.42372
2022-02-08,32.20338
2022-02-09,35.59322
2022-02-10,28.81355
2022-02-11,35.59322
2022-02-12,11.8644
2022-02-13,11.8644
2022-02-14,28.81355
2022-02-15,59.32203
2022-02-16,42.37288
2022-02-17,45.76271
2022-02-18,35.59322
2022-02-19,16.94915
2022-02-20,11.8644
2022-02-21,10.16949
2022-02-22,16.94915
2022-02-23,40.67796
2022-02-24,49.15254
2022-02-25,59.32203
2022-02-26,22.03389
2022-02-27,23.72881
2022-02-28,40.67796
2022-03-01,13.55932
2022-03-02,30.50847
2022-03-03,25.42372
2022-03-04,32.20338
2022-03-05,20.33898
2022-03-06,44.06779
2022-03-07,44.06779
2022-03-08,42.37288
2022-03-09,15.25423
2022-03-10,23.72881
2022-03-11,42.37288
2022-03-12,15.25423
2022-03-13,8.47457
2022-03-14,18.64406
2022-03-15,49.15254
2022-03-16,15.25423
2022-03-17,37.28813
2022-03-18,30.50847
2022-03-19,23.72881
2022-03-20,16.94915
2022-03-21,32.20338
2022-03-22,35.59322
2022-03-23,40.67796
2022-03-24,47.45762
2022-03-25,35.59322
2022-03-26,25.42372
2022-03-28,16.94915
2022-03-29,35.59322
2022-03-30,38.98305
2022-03-31,38.98305
2022-04-01,15.25423
2022-04-02,15.25423
2022-04-03,10.16949
2022-04-04,37.28813
2022-04-05,25.42372
2022-04-06,27.11864
2022-04-07,32.20338
2022-04-08,30.50847
2022-04-09,11.8644
2022-04-10,11.8644
2022-04-11,15.25423
2022-04-12,10.16949
2022-04-13,32.20338
2022-04-14,27.11864
2022-04-15,15.25423
2022-04-16,20.33898
2022-04-18,32.20338
2022-04-19,15.25423
2022-04-20,23.72881
2022-04-21,32.20338
2022-04-22,25.42372
2022-04-24,22.03389
2022-04-25,25.42372
2022-04-26,20.33898
2022-04-27,30.50847
2022-04-28,22.03389
2022-04-29,30.50847
2022-05-01,16.94915
2022-05-02,8.47457
2022-05-03,35.59322
2022-05-04,20.33898
2022-05-05,22.03389
2022-05-06,10.16949
2022-05-09,38.98305
2022-05-10,45.76271
2022-05-11,30.50847
2022-05-12,22.03389
2022-05-13,16.94915
2022-05-14,13.55932
2022-05-15,15.25423
2022-05-16,33.8983
2022-05-17,15.25423
2022-05-18,23.72881
2022-05-19,37.28813
2022-05-20,20.33898
2022-05-22,8.47457
2022-05-23,11.8644
2022-05-24,32.20338
2022-05-25,38.98305
2022-05-26,27.11864
2022-05-27,38.98305
2022-05-29,13.55932
2022-05-30,45.76271
2022-05-31,15.25423
2022-06-01,15.25423
2022-06-02,16.94915
2022-06-03,27.11864
2022-06-04,13.55932
2022-06-06,16.94915
2022-06-07,23.72881
2022-06-08,27.11864
2022-06-09,32.20338
2022-06-10,32.20338
2022-06-11,16.94915
2022-06-12,20.33898
2022-06-13,22.03389
2022-06-14,20.33898
2022-06-15,33.8983
2022-06-16,11.8644
2022-06-17,15.25423
2022-06-18,10.16949
2022-06-19,10.16949
2022-06-20,38.98305
2022-06-21,35.59322
2022-06-22,30.50847
2022-06-23,40.67796
2022-06-24,22.03389
2022-06-25,11.8644
2022-06-26,20.33898
2022-06-27,23.72881
2022-06-28,47.45762
2022-06-29,27.11864
2022-06-30,45.76271
2022-07-01,22.03389
2022-07-02,23.72881
2022-07-03,8.47457
2022-07-04,15.25423
2022-07-05,28.81355
2022-07-06,25.42372
2022-07-07,23.72881
2022-07-08,18.64406
2022-07-09,11.8644
2022-07-10,11.8644
2022-07-11,11.8644
2022-07-12,18.64406
2022-07-13,28.81355
2022-07-14,32.20338
2022-07-15,10.16949
2022-07-16,11.8644
2022-07-17,18.64406
2022-07-18,20.33898
2022-07-19,20.33898
2022-07-20,8.47457
2022-07-21,13.55932
2022-07-22,25.42372
2022-07-23,13.55932
2022-07-25,23.72881
2022-07-26,20.33898
2022-07-27,22.03389
2022-07-28,16.94915
2022-07-29,37.28813
2022-07-30,13.55932
2022-07-31,10.16949
2022-08-01,11.8644
2022-08-02,33.8983
2022-08-03,33.8983
2022-08-04,18.64406
2022-08-05,11.8644
2022-08-06,18.64406
2022-08-08,22.03389
2022-08-09,13.55932
2022-08-10,35.59322
2022-08-11,20.33898
2022-08-12,27.11864
2022-08-13,11.8644
2022-08-14,16.94915
2022-08-15,23.72881
2022-08-16,10.16949
2022-08-17,49.15254
2022-08-18,42.37288
2022-08-19,30.50847
2022-08-20,10.16949
2022-08-21,16.94915
2022-08-22,32.20338
2022-08-23,33.8983
2022-08-24,54.23728
2022-08-25,66.10169
2022-08-26,37.28813
2022-08-27,15.25423
2022-08-28,10.16949
2022-08-29,35.59322
2022-08-30,18.64406
2022-08-31,22.03389
2022-09-01,20.33898
2022-09-02,22.03389
2022-09-03,11.8644
2022-09-04,10.16949
2022-09-05,13.55932
2022-09-06,16.94915
2022-09-07,22.03389
2022-09-08,22.03389
2022-09-10,11.8644
2022-09-12,11.8644
2022-09-13,23.72881
2022-09-14,28.81355
2022-09-15,54.23728
2022-09-16,38.98305
2022-09-17,11.8644
2022-09-19,28.81355
2022-09-20,40.67796
2022-09-21,35.59322
2022-09-22,20.33898
2022-09-23,25.42372
2022-09-24,15.25423
2022-09-25,11.8644
2022-09-26,32.20338
2022-09-27,20.33898
2022-09-28,27.11864
2022-09-29,20.33898
2022-09-30,32.20338
2022-10-01,11.8644
2022-10-02,11.8644
2022-10-03,8.47457
2022-10-04,44.06779
2022-10-05,13.55932
2022-10-06,42.37288
2022-10-07,8.47457
2022-10-08,20.33898
2022-10-09,10.16949
2022-10-10,11.8644
2022-10-11,25.42372
2022-10-12,32.20338
2022-10-13,33.8983
2022-10-14,18.64406
2022-10-15,11.8644
2022-10-17,27.11864
2022-10-18,27.11864
2022-10-19,35.59322
2022-10-20,35.59322
2022-10-21,28.81355
2022-10-22,13.55932
2022-10-23,15.25423
2022-10-24,23.72881
2022-10-25,61.01694
2022-10-26,38.98305
2022-10-27,38.98305
2022-10-28,28.81355
2022-10-29,28.81355
2022-10-30,10.16949
2022-10-31,18.64406
2022-11-01,16.94915
2022-11-02,32.20338
2022-11-03,45.76271
2022-11-04,25.42372
2022-11-05,18.64406
2022-11-06,15.25423
2022-11-07,23.72881
2022-11-08,27.11864
2022-11-09,40.67796
2022-11-10,15.25423
2022-11-11,18.64406
2022-11-12,8.47457
2022-11-13,18.64406
2022-11-14,20.33898
2022-11-15,15.25423
2022-11-16,47.45762
2022-11-17,27.11864
2022-11-18,20.33898
2022-11-21,18.64406
2022-11-22,42.37288
2022-11-23,27.11864
2022-11-24,30.50847
2022-11-25,33.8983
2022-11-26,30.50847
2022-11-27,23.72881
2022-11-28,20.33898
2022-11-29,28.81355
2022-11-30,38.98305
2022-12-01,40.67796
2022-12-02,38.98305
2022-12-03,10.16949
2022-12-04,22.03389
2022-12-05,49.15254
2022-12-06,27.11864
2022-12-07,30.50847
2022-12-08,42.37288
2022-12-09,37.28813
2022-12-10,13.55932
2022-12-11,15.25423
2022-12-12,40.67796
2022-12-13,55.9322
2022-12-14,27.11864
2022-12-15,35.59322
2022-12-16,30.50847
2022-12-17,13.55932
2022-12-18,10.16949
2022-12-19,47.45762
2022-12-20,33.8983
2022-12-21,64.40677
2022-12-22,22.03389
2022-12-23,40.67796
2022-12-24,13.55932
2022-12-25,25.42372
2022-12-26,47.45762
2022-12-27,54.23728
2022-12-28,25.42372
2022-12-29,50.84745
2022-12-30,33.8983
2022-12-31,13.55932
2023-01-01,10.16949
2023-01-02,8.47457
2023-01-03,33.8983
2023-01-04,15.25423
2023-01-05,35.59322
2023-01-06,32.20338
2023-01-07,18.64406
2023-01-08,20.33898
2023-01-09,44.06779
2023-01-10,22.03389
2023-01-11,37.28813
2023-01-12,44.06779
2023-01-13,15.25423
2023-01-14,11.8644
2023-01-15,23.72881
2023-01-16,11.8644
2023-01-17,33.8983
2023-01-18,32.20338
2023-01-19,38.98305
2023-01-20,27.11864
2023-01-21,8.47457
2023-01-22,13.55932
2023-01-23,16.94915
2023-01-24,15.25423
2023-01-25,52.54237
2023-01-26,49.15254
2023-01-27,61.01694
2023-01-28,32.20338
2023-01-30,44.06779
2023-01-31,20.33898
2023-02-01,32.20338
2023-02-02,32.20338
2023-02-03,64.40677
2023-02-04,11.8644
2023-02-05,40.67796
2023-02-06,28.81355
2023-02-07,30.50847
2023-02-08,32.20338
2023-02-09,54.23728
2023-02-10,45.76271
2023-02-11,28.81355
2023-02-12,20.33898
2023-02-13,50.84745
2023-02-14,38.98305
2023-02-15,50.84745
2023-02-16,38.98305
2023-02-17,25.42372
2023-02-18,20.33898
2023-02-19,18.64406
2023-02-20,40.67796
2023-02-21,55.9322
2023-02-22,55.9322
2023-02-23,45.76271
2023-02-24,44.06779
2023-02-25,20.33898
2023-02-26,25.42372
2023-02-27,27.11864
2023-02-28,47.45762
2023-03-01,11.8644
2023-03-02,27.11864
2023-03-03,22.03389
2023-03-04,16.94915
2023-03-05,10.16949
2023-03-06,16.94915
2023-03-07,30.50847
2023-03-08,35.59322
2023-03-09,37.28813
2023-03-10,44.06779
2023-03-11,18.64406
2023-03-12,16.94915
2023-03-13,32.20338
2023-03-14,54.23728
2023-03-15,49.15254
2023-03-16,35.59322
2023-03-17,54.23728
2023-03-18,8.47457
2023-03-19,13.55932
2023-03-20,33.8983
2023-03-21,16.94915
2023-03-22,42.37288
2023-03-23,79.66101
2023-03-24,49.15254
2023-03-25,13.55932
2023-03-26,25.42372
2023-03-27,30.50847
2023-03-28,33.8983
2023-03-29,40.67796
2023-03-30,35.59322
2023-03-31,27.11864
2023-04-01,35.59322
2023-04-02,33.8983
2023-04-03,20.33898
2023-04-04,47.45762
2023-04-05,37.28813
2023-04-06,28.81355
2023-04-07,38.98305
2023-04-08,13.55932
2023-04-09,16.94915
2023-04-10,30.50847
2023-04-11,49.15254
2023-04-12,38.98305
2023-04-13,49.15254
2023-04-14,50.84745
2023-04-15,11.8644
2023-04-16,18.64406
2023-04-17,27.11864
2023-04-18,13.55932
2023-04-19,27.11864
2023-04-20,32.20338
2023-04-21,38.98305
2023-04-23,15.25423
2023-04-24,28.81355
2023-04-25,28.81355
2023-04-26,33.8983
2023-04-27,28.81355
2023-04-28,18.64406
2023-04-29,13.55932
2023-04-30,27.11864
2023-05-01,22.03389
2023-05-02,27.11864
2023-05-03,18.64406
2023-05-04,22.03389
2023-05-06,16.94915
2023-05-08,13.55932
2023-05-09,40.67796
2023-05-10,32.20338
2023-05-11,30.50847
2023-05-12,54.23728
2023-05-13,13.55932
2023-05-14,18.64406
2023-05-15,20.33898
2023-05-16,47.45762
2023-05-17,25.42372
2023-05-18,32.20338
2023-05-19,33.8983
2023-05-20,13.55932
2023-05-21,11.8644
2023-05-22,44.06779
2023-05-23,42.37288
2023-05-24,22.03389
2023-05-25,27.11864
2023-05-26,32.20338
2023-05-27,16.94915
2023-05-29,33.8983
2023-05-30,25.42372
2023-05-31,18.64406
2023-06-01,33.8983
2023-06-02,25.42372
2023-06-03,18.64406
2023-06-05,18.64406
2023-06-06,10.16949
2023-06-07,38.98305
2023-06-08,23.72881
2023-06-09,27.11864
2023-06-10,8.47457
2023-06-11,13.55932
2023-06-12,42.37288
2023-06-13,23.72881
2023-06-14,23.72881
2023-06-15,32.20338
2023-06-16,47.45762
2023-06-17,8.47457
2023-06-18,10.16949
2023-06-19,13.55932
2023-06-20,30.50847
2023-06-21,27.11864
2023-06-22,37.28813
2023-06-23,27.11864
2023-06-24,8.47457
2023-06-25,28.81355
2023-06-26,42.37288
2023-06-27,42.37288
2023-06-28,11.8644
2023-06-29,40.67796
2023-06-30,38.98305
2023-07-01,8.47457
2023-07-02,10.16949
2023-07-03,25.42372
2023-07-04,32.20338
2023-07-05,11.8644
2023-07-06,20.33898
2023-07-07,49.15254
2023-07-09,10.16949
2023-07-10,11.8644
