date,프랜차이즈박람회
2023-05-29,6.7998
2023-05-30,8.93961
2023-05-31,9.12981
2023-06-01,8.13124
2023-06-02,7.27532
2023-06-03,4.3747
2023-06-04,4.23204
2023-06-05,7.75083
2023-06-06,5.75368
2023-06-07,7.56062
2023-06-08,7.89348
2023-06-09,7.60817
2023-06-10,4.51735
2023-06-11,4.85021
2023-06-12,10.03328
2023-06-13,9.41512
2023-06-14,9.32001
2023-06-15,9.36757
2023-06-16,9.36757
2023-06-17,5.56348
2023-06-18,4.75511
2023-06-19,7.32287
2023-06-20,7.56062
2023-06-21,5.89633
2023-06-22,6.4194
2023-06-23,5.32572
2023-06-24,3.75653
2023-06-25,4.4698
2023-06-26,8.22634
2023-06-27,6.22919
2023-06-28,6.94246
2023-06-29,6.18164
2023-06-30,4.99286
2023-07-01,5.08796
2023-07-02,4.18449
2023-07-03,7.79838
2023-07-04,7.13266
2023-07-05,5.94388
2023-07-06,6.94246
2023-07-07,6.32429
2023-07-08,4.32715
2023-07-09,4.70756
2023-07-10,8.5592
2023-07-11,9.12981
2023-07-12,9.12981
2023-07-13,6.94246
2023-07-14,7.18021
2023-07-15,5.08796
2023-07-16,3.80408
2023-07-17,9.51022
2023-07-18,8.32144
2023-07-19,7.41797
2023-07-20,7.79838
2023-07-21,7.56062
2023-07-22,4.89776
2023-07-23,5.56348
2023-07-24,10.22349
2023-07-25,7.98858
2023-07-26,7.98858
2023-07-27,10.60389
2023-07-28,8.08368
2023-07-29,4.32715
2023-07-30,5.70613
2023-07-31,11.60247
2023-08-01,12.88635
2023-08-02,12.31573
2023-08-03,17.16595
2023-08-04,13.36186
2023-08-05,6.56205
2023-08-06,8.41654
2023-08-07,21.82596
2023-08-08,22.39657
2023-08-09,38.27864
2023-08-10,54.77888
2023-08-11,55.77746
2023-08-12,36.23395
2023-08-13,8.13124
2023-08-14,9.89063
2023-08-15,7.46552
2023-08-16,10.36614
2023-08-17,9.51022
2023-08-18,12.26818
2023-08-19,5.46837
2023-08-20,7.03756
2023-08-21,9.22491
2023-08-22,9.93818
2023-08-23,8.6543
2023-08-24,8.89205
2023-08-25,7.56062
2023-08-26,4.89776
2023-08-27,4.66
2023-08-28,10.17593
2023-08-29,7.79838
2023-08-30,6.94246
2023-08-31,6.84736
2023-09-01,7.18021
2023-09-02,3.89919
2023-09-03,4.66
2023-09-04,7.79838
2023-09-05,8.17879
2023-09-06,7.32287
2023-09-07,7.13266
2023-09-08,6.4194
2023-09-09,3.66143
2023-09-10,3.80408
2023-09-11,7.84593
2023-09-12,8.41654
2023-09-13,9.55777
2023-09-14,9.12981
2023-09-15,8.22634
2023-09-16,4.23204
2023-09-17,6.18164
2023-09-18,7.13266
2023-09-19,8.93961
2023-09-20,9.65287
2023-09-21,7.94103
2023-09-22,7.46552
2023-09-23,4.08939
2023-09-24,4.85021
2023-09-25,10.17593
2023-09-26,9.32001
2023-09-27,7.51307
2023-09-28,3.75653
2023-09-29,3.47123
2023-09-30,4.61245
2023-10-01,6.37184
2023-10-02,8.22634
2023-10-03,10.74655
2023-10-04,30.81312
2023-10-05,42.32049
2023-10-06,35.56823
2023-10-07,21.35045
2023-10-08,7.56062
2023-10-09,5.70613
2023-10-10,10.7941
2023-10-11,8.03613
2023-10-12,7.51307
2023-10-13,6.75225
2023-10-14,4.32715
2023-10-15,4.94531
2023-10-16,7.46552
2023-10-17,6.7998
2023-10-18,7.22776
2023-10-19,8.36899
2023-10-20,7.18021
2023-10-21,4.23204
2023-10-22,5.23062
2023-10-23,8.89205
2023-10-24,7.22776
2023-10-25,7.37042
2023-10-26,9.03471
2023-10-27,7.08511
2023-10-28,4.66
2023-10-29,4.04184
2023-10-30,10.22349
2023-10-31,7.94103
2023-11-01,9.41512
2023-11-02,10.03328
2023-11-03,11.03185
2023-11-04,5.99144
2023-11-05,5.70613
2023-11-06,11.65002
2023-11-07,12.50594
2023-11-08,18.25962
2023-11-09,23.68045
2023-11-10,20.30432
2023-11-11,12.07798
2023-11-12,4.51735
2023-11-13,8.93961
2023-11-14,7.41797
2023-11-15,6.7998
2023-11-16,7.22776
2023-11-17,5.84878
2023-11-18,4.99286
2023-11-19,3.66143
2023-11-20,7.94103
2023-11-21,8.13124
2023-11-22,10.03328
2023-11-23,10.74655
2023-11-24,9.74797
2023-11-25,6.13409
2023-11-26,5.42082
2023-11-27,4.66
2023-11-28,6.13409
2023-11-29,5.46837
2023-11-30,5.70613
2023-12-01,4.23204
2023-12-02,3.04327
2023-12-03,3.61388
2023-12-04,6.7998
2023-12-05,5.80123
2023-12-06,6.65715
2023-12-07,6.13409
2023-12-08,5.18307
2023-12-09,2.85306
2023-12-10,3.85164
2023-12-11,5.99144
2023-12-12,5.23062
2023-12-13,6.56205
2023-12-14,5.42082
2023-12-15,6.03899
2023-12-16,2.71041
2023-12-17,3.32857
2023-12-18,5.37327
2023-12-19,6.65715
2023-12-20,6.7998
2023-12-21,6.13409
2023-12-22,4.94531
2023-12-23,3.47123
2023-12-24,2.94816
2023-12-25,3.75653
2023-12-26,7.75083
2023-12-27,7.22776
2023-12-28,7.75083
2023-12-29,6.18164
2023-12-30,4.99286
2023-12-31,4.23204
2024-01-01,5.23062
2024-01-02,11.69757
2024-01-03,14.88349
2024-01-04,17.07085
2024-01-05,14.9786
2024-01-06,8.60675
2024-01-07,10.08083
2024-01-08,18.16452
2024-01-09,20.58963
2024-01-10,32.47741
2024-01-11,49.59581
2024-01-12,46.40989
2024-01-13,29.14883
2024-01-14,6.99001
2024-01-15,11.41226
2024-01-16,8.93961
2024-01-17,7.22776
2024-01-18,7.75083
2024-01-19,7.13266
2024-01-20,4.66
2024-01-21,3.75653
2024-01-22,8.70185
2024-01-23,8.6543
2024-01-24,6.27674
2024-01-25,6.99001
2024-01-26,6.84736
2024-01-27,3.89919
2024-01-28,5.23062
2024-01-29,8.89205
2024-01-30,8.36899
2024-01-31,7.32287
2024-02-01,7.56062
2024-02-02,5.61103
2024-02-03,3.47123
2024-02-04,3.89919
2024-02-05,5.99144
2024-02-06,6.13409
2024-02-07,4.66
2024-02-08,3.80408
2024-02-09,2.66286
2024-02-10,3.13837
2024-02-11,2.75796
2024-02-12,4.2796
2024-02-13,9.12981
2024-02-14,10.03328
2024-02-15,8.27389
2024-02-16,7.79838
2024-02-17,3.70898
2024-02-18,5.61103
2024-02-19,9.03471
2024-02-20,7.79838
2024-02-21,8.51165
2024-02-22,6.46695
2024-02-23,6.5145
2024-02-24,4.5649
2024-02-25,4.70756
2024-02-26,8.03613
2024-02-27,7.27532
2024-02-28,9.12981
2024-02-29,9.27246
2024-03-01,5.94388
2024-03-02,4.75511
2024-03-03,5.84878
2024-03-04,12.79125
2024-03-05,14.26533
2024-03-06,13.55206
2024-03-07,13.59961
2024-03-08,12.26818
2024-03-09,8.27389
2024-03-10,6.46695
2024-03-11,14.45553
2024-03-12,13.74227
2024-03-13,17.35615
2024-03-14,17.68901
2024-03-15,14.74084
2024-03-16,7.89348
2024-03-17,10.46124
2024-03-18,25.63005
2024-03-19,26.96148
2024-03-20,36.85211
