date,미국금리
2020-03-20,0.87859
2020-03-21,0.55825
2020-03-22,0.4634
2020-03-23,0.64534
2020-03-24,0.4945
2020-03-25,0.49916
2020-03-26,0.52249
2020-03-27,0.44785
2020-03-28,0.30478
2020-03-29,0.28768
2020-03-30,0.40742
2020-03-31,0.32966
2020-04-01,0.33433
2020-04-02,0.30789
2020-04-03,0.2939
2020-04-04,0.21304
2020-04-05,0.25347
2020-04-06,0.33899
2020-04-07,0.30634
2020-04-08,0.25969
2020-04-09,0.50383
2020-04-10,0.31256
2020-04-11,0.19904
2020-04-12,0.24569
2020-04-13,0.29701
2020-04-14,0.26746
2020-04-15,0.21304
2020-04-16,0.30323
2020-04-17,0.29545
2020-04-18,0.21459
2020-04-19,0.25347
2020-04-20,0.27835
2020-04-21,0.29701
2020-04-22,0.27835
2020-04-23,0.26902
2020-04-24,0.24414
2020-04-25,0.18815
2020-04-26,0.21304
2020-04-27,0.28612
2020-04-28,0.32966
2020-04-29,0.28146
2020-04-30,0.73242
2020-05-01,0.21459
2020-05-02,0.13528
2020-05-03,0.16483
2020-05-04,0.25347
2020-05-05,0.18815
2020-05-06,0.25036
2020-05-07,0.23636
2020-05-08,0.23792
2020-05-09,0.2317
2020-05-10,0.2177
2020-05-11,0.32344
2020-05-12,0.37942
2020-05-13,0.58314
2020-05-14,0.55825
2020-05-15,0.2939
2020-05-16,0.18815
2020-05-17,0.21148
2020-05-18,0.42608
2020-05-19,0.33588
2020-05-20,0.31878
2020-05-21,0.30478
2020-05-22,0.25347
2020-05-23,0.17571
2020-05-24,0.19904
2020-05-25,0.30167
2020-05-26,0.2939
2020-05-27,0.39964
2020-05-28,1.21293
2020-05-29,0.48517
2020-05-30,0.25191
2020-05-31,0.26746
2020-06-01,0.32189
2020-06-02,0.28301
2020-06-03,0.33122
2020-06-04,0.31567
2020-06-05,0.33588
2020-06-06,0.29079
2020-06-07,0.25191
2020-06-08,0.37787
2020-06-09,0.48828
2020-06-10,0.64378
2020-06-11,1.86138
2020-06-12,0.56292
2020-06-13,0.26591
2020-06-14,0.20993
2020-06-15,0.34366
2020-06-16,0.32655
2020-06-17,0.25036
2020-06-18,0.2939
2020-06-19,0.21459
2020-06-20,0.15861
2020-06-21,0.25191
2020-06-22,0.28923
2020-06-23,0.34988
2020-06-24,0.31411
2020-06-25,0.28612
2020-06-26,0.2317
2020-06-27,0.1415
2020-06-28,0.21459
2020-06-29,0.25036
2020-06-30,0.18193
2020-07-01,0.24569
2020-07-02,0.22548
2020-07-03,0.26435
2020-07-04,0.16172
2020-07-05,0.16172
2020-07-06,0.26746
2020-07-07,0.25036
2020-07-08,0.26124
2020-07-09,0.21615
2020-07-10,0.22703
2020-07-11,0.23636
2020-07-12,0.21459
2020-07-13,0.24569
2020-07-14,0.26902
2020-07-15,0.27679
2020-07-16,0.42141
2020-07-17,0.25347
2020-07-18,0.19438
2020-07-19,0.18971
2020-07-20,0.27057
2020-07-21,0.29856
2020-07-22,0.27679
2020-07-23,0.28612
2020-07-24,0.29079
2020-07-25,0.21148
2020-07-26,0.23325
2020-07-27,0.29079
2020-07-28,0.42919
2020-07-29,0.40275
2020-07-30,0.84905
2020-07-31,0.311
2020-08-01,0.18038
2020-08-02,0.18971
2020-08-03,0.29079
2020-08-04,0.26124
2020-08-05,0.38098
2020-08-06,0.28612
2020-08-07,0.32033
2020-08-08,0.2177
2020-08-09,0.25969
2020-08-10,0.34988
2020-08-11,0.65156
2020-08-12,1.36532
2020-08-13,0.62357
2020-08-14,0.61113
2020-08-15,0.325
2020-08-16,0.28768
2020-08-17,0.36076
2020-08-18,0.41053
2020-08-19,0.37631
2020-08-20,0.92835
2020-08-21,0.41675
2020-08-22,0.311
2020-08-23,0.34677
2020-08-24,0.4012
2020-08-25,0.52404
2020-08-26,0.55514
2020-08-27,0.91591
2020-08-28,1.00766
2020-08-29,0.42141
2020-08-30,0.325
2020-08-31,0.41364
2020-09-01,0.41986
2020-09-02,0.52715
2020-09-03,0.45251
2020-09-04,0.67799
2020-09-05,0.33277
2020-09-06,0.28457
2020-09-07,0.36543
2020-09-08,0.41986
2020-09-09,0.38409
2020-09-10,0.30012
2020-09-11,0.34988
2020-09-12,0.27057
2020-09-13,0.33277
2020-09-14,0.38254
2020-09-15,0.43385
2020-09-16,0.36854
2020-09-17,1.4524
2020-09-18,0.40897
2020-09-19,0.20371
2020-09-20,0.20682
2020-09-21,0.35299
2020-09-22,0.30945
2020-09-23,0.30167
2020-09-24,0.30323
2020-09-25,0.27213
2020-09-26,0.2006
2020-09-27,0.14772
2020-09-28,0.18349
2020-09-29,0.16638
2020-09-30,0.11507
2020-10-01,0.17882
2020-10-02,0.13995
2020-10-03,0.16949
2020-10-04,0.21148
2020-10-05,0.21148
2020-10-06,0.29079
2020-10-07,0.28768
2020-10-08,0.23636
2020-10-09,0.17727
2020-10-10,0.1866
2020-10-11,0.22081
2020-10-12,0.33277
2020-10-13,0.26902
2020-10-14,0.34832
2020-10-15,0.27679
2020-10-16,0.27368
2020-10-17,0.15394
2020-10-18,0.33122
2020-10-19,0.43852
2020-10-20,0.39498
2020-10-21,0.31878
2020-10-22,0.30634
2020-10-23,0.27835
2020-10-24,0.19282
2020-10-25,0.21459
2020-10-26,0.28457
2020-10-27,0.30323
2020-10-28,0.30323
2020-10-29,0.23636
2020-10-30,0.25191
2020-10-31,0.19904
2020-11-01,0.24569
2020-11-02,0.32811
2020-11-03,0.36387
2020-11-04,0.34677
2020-11-05,0.43541
2020-11-06,0.65311
2020-11-07,0.20526
2020-11-08,0.34832
2020-11-09,0.51316
2020-11-10,0.59713
2020-11-11,0.63134
2020-11-12,0.53026
2020-11-13,0.59091
2020-11-14,0.29701
2020-11-15,0.36854
2020-11-16,0.48206
2020-11-17,0.52715
2020-11-18,0.48206
2020-11-19,0.47584
2020-11-20,0.41208
2020-11-21,0.38098
2020-11-22,0.36543
2020-11-23,0.51471
2020-11-24,0.61268
2020-11-25,0.62357
2020-11-26,0.59869
2020-11-27,0.49605
2020-11-28,0.59869
2020-11-29,0.70909
2020-11-30,0.62668
2020-12-01,0.59402
2020-12-02,0.67955
2020-12-03,0.84594
2020-12-04,0.75419
2020-12-05,0.53804
2020-12-06,0.56914
2020-12-07,0.63601
2020-12-08,0.62046
2020-12-09,0.59558
2020-12-10,0.64689
2020-12-11,0.68732
2020-12-12,0.45562
2020-12-13,0.46806
2020-12-14,0.5878
2020-12-15,0.65311
2020-12-16,0.61735
2020-12-17,1.1445
2020-12-18,0.49761
2020-12-19,0.45407
2020-12-20,0.4183
2020-12-21,0.60802
2020-12-22,0.58625
2020-12-23,0.47739
2020-12-24,0.40431
2020-12-25,0.37942
2020-12-26,0.37942
2020-12-27,0.41986
2020-12-28,0.53493
2020-12-29,0.52871
2020-12-30,0.70754
2020-12-31,0.70443
2021-01-01,0.63601
2021-01-02,0.60646
2021-01-03,0.6951
2021-01-04,1.03721
2021-01-05,0.95012
2021-01-06,1.74475
2021-01-07,2.26724
2021-01-08,2.73687
2021-01-09,1.39642
2021-01-10,1.33111
2021-01-11,3.52838
2021-01-12,4.21416
2021-01-13,3.48173
2021-01-14,2.41031
2021-01-15,3.07587
2021-01-16,1.36688
2021-01-17,0.82261
2021-01-18,1.45396
2021-01-19,1.44307
2021-01-20,1.10096
2021-01-21,0.97345
2021-01-22,1.09785
2021-01-23,0.66866
2021-01-24,0.62357
2021-01-25,1.01544
2021-01-26,1.78829
2021-01-27,1.88626
2021-01-28,4.04932
2021-01-29,0.99522
2021-01-30,0.79307
2021-01-31,0.73397
2021-02-01,0.79462
2021-02-02,0.88326
2021-02-03,0.78063
2021-02-04,0.82106
2021-02-05,0.83194
2021-02-06,0.53804
2021-02-07,0.49294
2021-02-08,1.10407
2021-02-09,0.96568
2021-02-10,0.95168
2021-02-11,0.85371
2021-02-12,0.55514
2021-02-13,0.73397
2021-02-14,0.77752
2021-02-15,1.02166
2021-02-16,0.96723
2021-02-17,5.23582
2021-02-18,5.11452
2021-02-19,4.52205
2021-02-20,2.2859
2021-02-21,1.56126
2021-02-22,5.7101
2021-02-23,17.98871
2021-02-24,44.41973
2021-02-25,6.4021
2021-02-26,19.31827
2021-02-27,5.31668
2021-02-28,3.36821
2021-03-01,4.36655
2021-03-02,4.49406
2021-03-03,3.5175
2021-03-04,9.29914
2021-03-05,10.9848
2021-03-06,3.2718
2021-03-07,2.16461
2021-03-08,5.23115
2021-03-09,7.32113
2021-03-10,7.51551
2021-03-11,4.06954
2021-03-12,4.65112
2021-03-13,2.46007
2021-03-14,2.34189
2021-03-15,4.22349
2021-03-16,3.33867
2021-03-17,7.15007
2021-03-18,13.84608
2021-03-19,6.47518
2021-03-20,2.15684
2021-03-21,1.77119
2021-03-22,2.84261
2021-03-23,2.72754
2021-03-24,2.24858
2021-03-25,2.1304
2021-03-26,1.28912
2021-03-27,0.70287
2021-03-28,0.78685
2021-03-29,1.38554
2021-03-30,1.5146
2021-03-31,1.54571
2021-04-01,1.26424
2021-04-02,1.06986
2021-04-03,0.7713
2021-04-04,0.72775
2021-04-05,1.17716
2021-04-06,1.29068
2021-04-07,1.18494
2021-04-08,0.94857
2021-04-09,1.07919
2021-04-10,0.54892
2021-04-11,0.5567
2021-04-12,0.85527
2021-04-13,0.86149
2021-04-14,0.80395
2021-04-15,0.99833
2021-04-16,0.9439
2021-04-17,0.69354
2021-04-18,0.85527
2021-04-19,0.90192
2021-04-20,1.10407
2021-04-21,1.2347
2021-04-22,0.82106
2021-04-23,0.9128
2021-04-24,0.53959
2021-04-25,0.53182
2021-04-26,0.76974
2021-04-27,0.84749
2021-04-28,1.39176
2021-04-29,2.10085
2021-04-30,0.79462
2021-05-01,0.4323
2021-05-02,0.39342
2021-05-03,0.6018
2021-05-04,0.70754
2021-05-05,4.80041
2021-05-06,3.009
2021-05-07,1.95624
2021-05-08,1.08075
2021-05-09,1.24403
2021-05-10,1.86138
2021-05-11,5.14096
2021-05-12,4.70244
2021-05-13,11.97692
2021-05-14,6.41298
2021-05-15,1.59858
2021-05-16,1.17094
2021-05-17,3.52372
2021-05-18,2.05109
2021-05-19,2.04954
2021-05-20,2.29368
2021-05-21,1.22537
2021-05-22,0.68421
2021-05-23,0.70909
2021-05-24,1.19738
2021-05-25,1.32955
2021-05-26,1.19893
2021-05-27,1.92203
2021-05-28,1.55659
2021-05-29,0.73553
2021-05-30,0.66244
2021-05-31,0.95479
2021-06-01,0.90969
2021-06-02,0.93924
2021-06-03,1.1134
2021-06-04,1.19271
2021-06-05,0.71687
2021-06-06,0.64223
2021-06-07,1.45862
2021-06-08,3.27025
2021-06-09,2.29368
2021-06-10,4.78175
2021-06-11,2.67466
2021-06-12,0.95635
2021-06-13,0.78063
2021-06-14,1.41197
2021-06-15,1.5286
2021-06-16,2.98412
2021-06-17,8.27437
2021-06-18,1.653
2021-06-19,1.06986
2021-06-20,0.82728
2021-06-21,1.80695
2021-06-22,0.94701
2021-06-23,1.12429
2021-06-24,0.95012
2021-06-25,0.82417
2021-06-26,0.52715
2021-06-27,0.46029
2021-06-28,0.64378
2021-06-29,0.75108
2021-06-30,0.664
2021-07-01,0.67644
2021-07-02,0.52249
2021-07-03,0.44474
2021-07-04,0.34521
2021-07-05,0.53804
2021-07-06,0.62357
2021-07-07,1.00611
2021-07-08,1.40264
2021-07-09,1.04965
2021-07-10,0.53337
2021-07-11,0.42297
2021-07-12,0.76041
2021-07-13,0.92991
2021-07-14,1.04654
2021-07-15,1.09163
2021-07-16,0.87393
2021-07-17,0.53493
2021-07-18,0.43074
2021-07-19,1.05898
2021-07-20,1.1134
2021-07-21,0.72464
2021-07-22,0.66244
2021-07-23,0.6189
2021-07-24,0.3561
2021-07-25,0.37631
2021-07-26,0.61268
2021-07-27,0.60024
2021-07-28,0.90192
2021-07-29,2.21593
2021-07-30,0.63445
2021-07-31,0.32655
2021-08-01,0.33433
2021-08-02,0.61735
2021-08-03,0.62357
2021-08-04,0.67333
2021-08-05,0.57692
2021-08-06,0.62201
2021-08-07,0.71998
2021-08-08,0.4805
2021-08-09,0.83972
2021-08-10,0.83661
2021-08-11,1.00766
2021-08-12,0.92524
2021-08-13,1.00766
2021-08-14,0.61424
2021-08-15,0.45562
2021-08-16,0.62201
2021-08-17,1.16628
2021-08-18,0.90347
2021-08-19,1.44463
2021-08-20,1.12584
2021-08-21,0.53337
2021-08-22,0.67799
2021-08-23,0.82261
2021-08-24,0.8506
2021-08-25,0.93924
2021-08-26,4.2577
2021-08-27,2.51761
2021-08-28,1.36999
2021-08-29,0.75108
2021-08-30,0.84438
2021-08-31,0.7713
2021-09-01,0.5567
2021-09-02,0.57536
2021-09-03,0.58003
2021-09-04,0.37476
2021-09-05,0.36387
2021-09-06,0.54737
2021-09-07,0.64845
2021-09-08,0.87859
2021-09-09,0.52871
2021-09-10,0.5567
2021-09-11,0.39498
2021-09-12,0.37165
2021-09-13,0.53804
2021-09-14,0.48517
2021-09-15,0.53804
2021-09-16,0.4634
2021-09-17,0.40275
2021-09-18,0.28146
2021-09-19,0.26435
2021-09-20,0.50227
2021-09-21,0.49294
2021-09-22,0.7122
2021-09-23,3.52838
2021-09-24,1.2207
2021-09-25,0.42141
2021-09-26,0.36232
2021-09-27,0.51471
2021-09-28,1.91581
2021-09-29,3.96535
2021-09-30,1.32489
2021-10-01,1.50994
2021-10-02,0.55825
2021-10-03,0.45562
2021-10-04,0.76508
2021-10-05,1.51149
2021-10-06,1.30156
2021-10-07,0.99833
2021-10-08,0.7884
2021-10-09,0.46184
2021-10-10,0.40586
2021-10-11,0.53648
2021-10-12,1.23314
2021-10-13,0.88637
2021-10-14,0.75108
2021-10-15,0.664
2021-10-16,0.40275
2021-10-17,0.3732
2021-10-18,0.56603
2021-10-19,0.62979
2021-10-20,0.61735
2021-10-21,0.53648
2021-10-22,0.48361
2021-10-23,0.41364
2021-10-24,0.35765
2021-10-25,0.58003
2021-10-26,0.61268
2021-10-27,0.62668
2021-10-28,0.67333
2021-10-29,0.62823
2021-10-30,0.43852
2021-10-31,0.42763
2021-11-01,0.71531
2021-11-02,0.86149
2021-11-03,1.37776
2021-11-04,2.25325
2021-11-05,0.75574
2021-11-06,0.38565
2021-11-07,0.42141
2021-11-08,0.55048
2021-11-09,0.61113
2021-11-10,0.70287
2021-11-11,0.92835
2021-11-12,0.49916
2021-11-13,0.31256
2021-11-14,0.38876
2021-11-15,0.58314
2021-11-16,0.79929
2021-11-17,0.73086
2021-11-18,0.66244
2021-11-19,0.66711
2021-11-20,0.45562
2021-11-21,0.45251
2021-11-22,0.62357
2021-11-23,1.36688
2021-11-24,1.21604
2021-11-25,2.30301
2021-11-26,1.81784
2021-11-27,0.79773
2021-11-28,0.58936
2021-11-29,0.81328
2021-11-30,0.8817
2021-12-01,0.90192
2021-12-02,0.77752
2021-12-03,0.58936
2021-12-04,0.94235
2021-12-05,0.57381
2021-12-06,0.87548
2021-12-07,0.76352
2021-12-08,0.64689
2021-12-09,0.67799
2021-12-10,0.76974
2021-12-11,0.59091
2021-12-12,0.58158
2021-12-13,0.96568
2021-12-14,1.70121
2021-12-15,2.55648
2021-12-16,6.65557
2021-12-17,1.58614
2021-12-18,0.67644
2021-12-19,0.53026
2021-12-20,0.96879
2021-12-21,0.71842
2021-12-22,0.62979
2021-12-23,0.5256
2021-12-24,0.57692
2021-12-25,0.37009
2021-12-26,0.4012
2021-12-27,0.52404
2021-12-28,0.54426
2021-12-29,0.57381
