date,KB금융배당금
2020-11-02,13.89473
2020-11-03,14.42105
2020-11-04,14.15789
2020-11-05,15.73684
2020-11-06,11.05263
2020-11-07,5.36842
2020-11-08,6.15789
2020-11-09,16.89473
2020-11-10,22.42105
2020-11-11,30.31578
2020-11-12,20.21052
2020-11-13,22.63157
2020-11-14,8.05263
2020-11-15,9.63157
2020-11-16,21.05263
2020-11-17,20.05263
2020-11-18,21.0
2020-11-19,18.73684
2020-11-20,20.52631
2020-11-21,6.63157
2020-11-22,8.26315
2020-11-23,17.78947
2020-11-24,20.47368
2020-11-25,25.36842
2020-11-26,22.0
2020-11-27,17.78947
2020-11-28,9.26315
2020-11-29,11.31578
2020-11-30,32.15789
2020-12-01,22.73684
2020-12-02,23.78947
2020-12-03,25.63157
2020-12-04,20.26315
2020-12-05,10.10526
2020-12-06,16.47368
2020-12-07,31.21052
2020-12-08,39.52631
2020-12-09,25.42105
2020-12-10,26.47368
2020-12-11,26.63157
2020-12-12,12.47368
2020-12-13,14.8421
2020-12-14,24.63157
2020-12-15,35.36842
2020-12-16,42.57894
2020-12-17,43.26315
2020-12-18,47.73684
2020-12-19,20.21052
2020-12-20,20.36842
2020-12-21,46.10526
2020-12-22,39.94736
2020-12-23,71.21052
2020-12-24,70.15789
2020-12-25,26.0
2020-12-26,21.05263
2020-12-27,21.73684
2020-12-28,100.0
2020-12-29,94.36842
2020-12-30,44.52631
2020-12-31,18.31578
2021-01-01,10.73684
2021-01-02,12.15789
2021-01-03,12.73684
2021-01-04,45.42105
2021-01-05,37.26315
2021-01-06,32.52631
2021-01-07,36.31578
2021-01-08,30.26315
2021-01-09,15.15789
2021-01-10,11.47368
2021-01-11,22.0
2021-01-12,18.52631
2021-01-13,25.31578
2021-01-14,18.36842
2021-01-15,13.0
2021-01-16,8.42105
2021-01-17,7.42105
2021-01-18,12.26315
2021-01-19,17.0
2021-01-20,17.21052
2021-01-21,18.57894
2021-01-22,18.0
2021-01-23,10.36842
2021-01-24,10.36842
2021-01-25,16.94736
2021-01-26,21.68421
2021-01-27,19.31578
2021-01-28,48.10526
2021-01-29,31.89473
2021-01-30,13.31578
2021-01-31,12.36842
2021-02-01,22.47368
2021-02-02,22.57894
2021-02-03,31.78947
2021-02-04,64.63157
2021-02-05,55.0
2021-02-06,21.68421
2021-02-07,16.21052
2021-02-08,25.15789
2021-02-09,22.10526
2021-02-10,17.68421
2021-02-11,8.94736
2021-02-12,9.89473
2021-02-13,6.10526
2021-02-14,9.73684
2021-02-15,16.78947
2021-02-16,16.36842
2021-02-17,17.36842
2021-02-18,16.78947
2021-02-19,16.10526
2021-02-20,8.94736
2021-02-21,10.36842
2021-02-22,19.05263
2021-02-23,13.15789
2021-02-24,17.73684
2021-02-25,17.21052
2021-02-26,12.78947
2021-02-27,7.21052
2021-02-28,6.63157
2021-03-01,9.10526
2021-03-02,14.0
2021-03-03,26.36842
2021-03-04,24.15789
2021-03-05,26.05263
2021-03-06,13.47368
2021-03-07,13.73684
2021-03-08,42.57894
2021-03-09,34.42105
2021-03-10,21.21052
2021-03-11,21.63157
2021-03-12,18.89473
2021-03-13,11.89473
2021-03-14,12.78947
2021-03-15,20.10526
2021-03-16,21.73684
2021-03-17,25.8421
2021-03-18,30.42105
2021-03-19,24.31578
2021-03-20,12.42105
2021-03-21,10.10526
2021-03-22,22.36842
2021-03-23,16.57894
2021-03-24,13.94736
2021-03-25,19.63157
2021-03-26,24.52631
2021-03-27,14.42105
2021-03-28,11.94736
2021-03-29,22.21052
2021-03-30,24.73684
2021-03-31,26.26315
2021-04-01,25.8421
2021-04-02,23.63157
2021-04-03,12.42105
2021-04-04,9.73684
2021-04-05,17.73684
2021-04-06,20.8421
2021-04-07,17.36842
2021-04-08,20.42105
2021-04-09,26.26315
2021-04-10,12.15789
2021-04-11,9.36842
2021-04-12,40.68421
2021-04-13,21.47368
2021-04-14,13.47368
2021-04-15,14.94736
2021-04-16,22.21052
2021-04-17,10.0
2021-04-18,9.15789
2021-04-19,10.42105
2021-04-20,14.52631
2021-04-21,17.42105
2021-04-22,14.31578
2021-04-23,21.57894
2021-04-24,9.63157
2021-04-25,9.10526
2021-04-26,13.15789
2021-04-27,9.26315
2021-04-28,9.8421
2021-04-29,9.63157
2021-04-30,8.42105
2021-05-01,7.10526
2021-05-02,5.78947
2021-05-03,10.89473
2021-05-04,14.10526
2021-05-05,8.8421
2021-05-06,21.0
2021-05-07,15.26315
2021-05-08,8.0
2021-05-09,6.73684
2021-05-10,13.63157
2021-05-11,11.15789
2021-05-12,12.36842
2021-05-13,12.15789
2021-05-14,11.26315
2021-05-15,7.52631
2021-05-16,5.73684
2021-05-17,10.26315
2021-05-18,12.05263
2021-05-19,9.52631
2021-05-20,13.31578
2021-05-21,15.57894
2021-05-22,6.63157
2021-05-23,7.15789
2021-05-24,8.73684
2021-05-25,12.05263
2021-05-26,12.68421
2021-05-27,17.8421
2021-05-28,11.52631
2021-05-29,7.0
2021-05-30,4.8421
2021-05-31,11.26315
2021-06-01,9.31578
2021-06-02,9.21052
2021-06-03,16.8421
2021-06-04,13.0
2021-06-05,6.05263
2021-06-06,6.57894
2021-06-07,12.8421
2021-06-08,11.42105
2021-06-09,13.26315
2021-06-10,14.52631
2021-06-11,14.05263
2021-06-12,6.10526
2021-06-13,5.05263
2021-06-14,15.57894
2021-06-15,17.42105
2021-06-16,16.15789
2021-06-17,13.68421
2021-06-18,13.8421
2021-06-19,5.15789
2021-06-20,4.42105
2021-06-21,19.42105
2021-06-22,12.57894
2021-06-23,17.0
2021-06-24,16.26315
2021-06-25,19.73684
2021-06-26,7.42105
2021-06-27,7.52631
2021-06-28,23.89473
2021-06-29,14.47368
2021-06-30,10.42105
2021-07-01,14.15789
2021-07-02,9.94736
2021-07-03,5.8421
2021-07-04,4.73684
2021-07-05,10.63157
2021-07-06,11.05263
2021-07-07,15.89473
2021-07-08,11.73684
2021-07-09,19.42105
2021-07-10,10.52631
2021-07-11,9.05263
2021-07-12,14.05263
2021-07-13,13.31578
2021-07-14,14.36842
2021-07-15,12.47368
2021-07-16,11.21052
2021-07-17,6.31578
2021-07-18,6.36842
2021-07-19,14.78947
2021-07-20,18.52631
2021-07-21,19.21052
2021-07-22,23.47368
2021-07-23,17.21052
2021-07-24,8.47368
2021-07-25,6.15789
2021-07-26,14.31578
2021-07-27,9.68421
2021-07-28,9.26315
2021-07-29,9.73684
2021-07-30,12.73684
2021-07-31,5.63157
2021-08-01,3.63157
2021-08-02,11.89473
2021-08-03,15.89473
2021-08-04,20.36842
2021-08-05,18.78947
2021-08-06,29.68421
2021-08-07,7.78947
2021-08-08,7.26315
2021-08-09,13.31578
2021-08-10,12.05263
2021-08-11,13.42105
2021-08-12,10.89473
2021-08-13,9.73684
2021-08-14,5.89473
2021-08-15,3.26315
2021-08-16,5.68421
2021-08-17,12.68421
2021-08-18,11.52631
2021-08-19,9.8421
2021-08-20,11.8421
2021-08-21,5.21052
2021-08-22,5.31578
2021-08-23,8.10526
2021-08-24,8.42105
2021-08-25,10.78947
2021-08-26,13.47368
2021-08-27,15.21052
2021-08-28,6.47368
2021-08-29,5.21052
2021-08-30,16.94736
2021-08-31,15.21052
2021-09-01,10.68421
2021-09-02,11.10526
2021-09-03,10.0
2021-09-04,4.89473
2021-09-05,5.31578
2021-09-06,16.10526
2021-09-07,15.52631
2021-09-08,11.68421
2021-09-09,9.36842
2021-09-10,14.89473
2021-09-11,5.57894
2021-09-12,9.10526
2021-09-13,10.15789
2021-09-14,11.15789
2021-09-15,10.15789
2021-09-16,9.78947
2021-09-17,10.15789
2021-09-18,4.63157
2021-09-19,4.21052
2021-09-20,2.94736
2021-09-21,3.21052
2021-09-22,4.47368
2021-09-23,14.63157
2021-09-24,15.94736
2021-09-25,8.31578
2021-09-26,6.8421
2021-09-27,13.36842
2021-09-28,29.0
2021-09-29,21.73684
2021-09-30,18.78947
2021-10-01,12.0
2021-10-02,4.89473
2021-10-03,4.21052
2021-10-04,5.26315
2021-10-05,11.10526
2021-10-06,10.73684
2021-10-07,13.94736
2021-10-08,8.63157
2021-10-09,7.89473
2021-10-10,4.94736
2021-10-11,4.05263
2021-10-12,8.78947
2021-10-13,12.36842
2021-10-14,8.89473
2021-10-15,12.57894
2021-10-16,5.63157
2021-10-17,11.10526
2021-10-18,15.26315
2021-10-19,14.31578
2021-10-20,14.89473
2021-10-21,22.63157
2021-10-22,27.42105
2021-10-23,7.31578
2021-10-24,7.36842
2021-10-25,26.63157
2021-10-26,17.89473
2021-10-27,13.31578
2021-10-28,16.89473
2021-10-29,15.21052
2021-10-30,4.36842
2021-10-31,7.47368
2021-11-01,10.15789
2021-11-02,10.8421
2021-11-03,16.47368
2021-11-04,11.0
2021-11-05,18.73684
2021-11-06,6.31578
2021-11-07,5.15789
2021-11-08,9.31578
2021-11-09,10.0
2021-11-10,8.10526
2021-11-11,10.10526
2021-11-12,9.47368
2021-11-13,4.73684
2021-11-14,4.68421
2021-11-15,11.52631
2021-11-16,11.78947
2021-11-17,13.47368
2021-11-18,9.89473
2021-11-19,9.10526
2021-11-20,3.94736
2021-11-21,4.0
2021-11-22,9.73684
2021-11-23,13.21052
2021-11-24,14.47368
2021-11-25,10.21052
2021-11-26,9.68421
2021-11-27,3.57894
2021-11-28,4.10526
2021-11-29,9.05263
2021-11-30,25.0
2021-12-01,13.68421
2021-12-02,14.36842
2021-12-03,17.8421
2021-12-04,8.05263
2021-12-05,8.05263
2021-12-06,16.57894
2021-12-07,18.26315
2021-12-08,23.47368
2021-12-09,15.47368
2021-12-10,15.63157
2021-12-11,5.57894
2021-12-12,5.57894
2021-12-13,18.68421
2021-12-14,14.10526
2021-12-15,14.05263
2021-12-16,14.47368
2021-12-17,32.15789
2021-12-18,12.0
2021-12-19,9.0
2021-12-20,29.57894
2021-12-21,23.63157
2021-12-22,20.05263
2021-12-23,21.31578
2021-12-24,23.26315
2021-12-25,7.73684
2021-12-26,11.47368
2021-12-27,37.73684
2021-12-28,54.47368
2021-12-29,53.36842
2021-12-30,25.57894
2021-12-31,9.36842
2022-01-01,6.8421
2022-01-02,7.05263
2022-01-03,20.89473
2022-01-04,23.15789
2022-01-05,16.42105
2022-01-06,10.52631
2022-01-07,11.36842
2022-01-08,5.26315
2022-01-09,6.57894
2022-01-10,26.05263
2022-01-11,42.42105
2022-01-12,38.36842
2022-01-13,21.78947
2022-01-14,15.0
2022-01-15,6.26315
2022-01-16,7.52631
2022-01-17,11.31578
2022-01-18,10.78947
2022-01-19,13.0
2022-01-20,13.63157
2022-01-21,10.0
2022-01-22,4.05263
2022-01-23,6.05263
2022-01-24,9.15789
2022-01-25,11.31578
2022-01-26,12.89473
2022-01-27,14.0
2022-01-28,15.68421
2022-01-29,8.63157
2022-01-30,6.63157
2022-01-31,7.0
2022-02-01,4.52631
2022-02-02,5.63157
2022-02-03,14.05263
2022-02-04,15.63157
2022-02-05,7.94736
2022-02-06,8.63157
2022-02-07,15.78947
2022-02-08,36.21052
2022-02-09,55.78947
2022-02-10,36.47368
2022-02-11,24.47368
2022-02-12,10.52631
2022-02-13,10.89473
2022-02-14,12.63157
2022-02-15,12.0
2022-02-16,13.26315
2022-02-17,13.8421
2022-02-18,10.21052
2022-02-19,4.31578
2022-02-20,5.63157
2022-02-21,9.68421
2022-02-22,8.26315
2022-02-23,8.63157
2022-02-24,8.42105
2022-02-25,17.31578
2022-02-26,7.21052
2022-02-27,7.15789
2022-02-28,10.31578
2022-03-01,6.42105
2022-03-02,16.89473
2022-03-03,11.8421
2022-03-04,12.73684
2022-03-05,8.15789
2022-03-06,7.31578
2022-03-07,15.94736
2022-03-08,19.26315
2022-03-09,7.42105
2022-03-10,13.8421
2022-03-11,16.57894
2022-03-12,6.89473
2022-03-13,8.31578
2022-03-14,15.63157
2022-03-15,13.42105
2022-03-16,18.31578
2022-03-17,25.47368
2022-03-18,20.42105
2022-03-19,10.15789
2022-03-20,8.52631
2022-03-21,16.78947
2022-03-22,18.47368
2022-03-23,30.68421
2022-03-24,20.52631
2022-03-25,26.73684
2022-03-26,12.8421
2022-03-27,11.47368
2022-03-28,23.31578
2022-03-29,23.26315
2022-03-30,21.42105
2022-03-31,24.89473
2022-04-01,16.78947
2022-04-02,8.89473
2022-04-03,9.05263
2022-04-04,23.47368
2022-04-05,27.15789
2022-04-06,20.10526
2022-04-07,26.8421
2022-04-08,30.31578
2022-04-09,11.68421
2022-04-10,10.36842
2022-04-11,46.52631
2022-04-12,26.68421
2022-04-13,15.63157
2022-04-14,15.15789
2022-04-15,14.63157
2022-04-16,6.68421
2022-04-17,6.94736
2022-04-18,10.05263
2022-04-19,13.10526
2022-04-20,20.89473
2022-04-21,18.47368
2022-04-22,20.31578
2022-04-23,11.68421
2022-04-24,5.78947
2022-04-25,13.21052
2022-04-26,10.0
2022-04-27,13.05263
2022-04-28,10.8421
2022-04-29,10.36842
2022-04-30,4.78947
2022-05-01,4.31578
2022-05-02,8.89473
2022-05-03,8.73684
2022-05-04,8.68421
2022-05-05,4.0
2022-05-06,8.73684
2022-05-07,4.68421
2022-05-08,4.0
2022-05-09,29.8421
2022-05-10,13.52631
2022-05-11,15.10526
2022-05-12,9.26315
2022-05-13,5.42105
2022-05-14,3.94736
2022-05-15,3.21052
2022-05-16,4.42105
2022-05-17,8.68421
2022-05-18,5.8421
2022-05-19,9.73684
2022-05-20,6.73684
2022-05-21,3.68421
2022-05-22,2.78947
2022-05-23,5.10526
2022-05-24,6.05263
2022-05-25,5.94736
2022-05-26,3.68421
2022-05-27,4.10526
2022-05-28,1.73684
2022-05-29,3.26315
2022-05-30,4.89473
2022-05-31,7.31578
2022-06-01,3.0
2022-06-02,6.68421
2022-06-03,5.68421
2022-06-04,3.63157
2022-06-05,2.47368
2022-06-06,2.47368
2022-06-07,6.36842
2022-06-08,7.42105
2022-06-09,9.21052
2022-06-10,16.57894
2022-06-11,5.26315
2022-06-12,4.68421
2022-06-13,11.15789
2022-06-14,9.57894
2022-06-15,8.0
2022-06-16,12.57894
2022-06-17,8.42105
2022-06-18,4.63157
2022-06-19,4.8421
2022-06-20,12.15789
2022-06-21,12.73684
2022-06-22,19.0
2022-06-23,14.89473
2022-06-24,11.36842
2022-06-25,4.47368
2022-06-26,5.57894
2022-06-27,11.31578
2022-06-28,16.63157
2022-06-29,15.42105
2022-06-30,10.05263
2022-07-01,6.63157
2022-07-02,3.10526
2022-07-03,3.26315
2022-07-04,8.94736
2022-07-05,10.36842
2022-07-06,11.89473
2022-07-07,8.52631
2022-07-08,6.42105
2022-07-09,3.31578
2022-07-10,3.0
2022-07-11,6.78947
2022-07-12,6.36842
2022-07-13,8.47368
2022-07-14,7.15789
2022-07-15,11.47368
2022-07-16,4.10526
2022-07-17,4.0
2022-07-18,9.0
2022-07-19,8.31578
2022-07-20,12.42105
2022-07-21,12.94736
2022-07-22,15.0
2022-07-23,7.05263
2022-07-24,4.78947
2022-07-25,10.8421
2022-07-26,8.21052
2022-07-27,8.52631
2022-07-28,9.15789
2022-07-29,8.0
2022-07-30,4.42105
2022-07-31,3.42105
2022-08-01,8.73684
2022-08-02,11.26315
2022-08-03,15.36842
2022-08-04,15.89473
2022-08-05,16.94736
2022-08-06,6.42105
2022-08-07,6.15789
2022-08-08,21.73684
2022-08-09,12.42105
2022-08-10,9.78947
2022-08-11,8.42105
2022-08-12,6.63157
2022-08-13,3.42105
2022-08-14,3.42105
2022-08-15,3.0
2022-08-16,7.94736
2022-08-17,7.63157
2022-08-18,8.36842
2022-08-19,7.26315
2022-08-20,2.63157
2022-08-21,2.52631
2022-08-22,7.89473
2022-08-23,7.15789
2022-08-24,7.15789
2022-08-25,5.73684
2022-08-26,5.31578
2022-08-27,2.05263
2022-08-28,2.26315
2022-08-29,5.78947
2022-08-30,5.42105
2022-08-31,6.0
2022-09-01,10.8421
2022-09-02,8.10526
2022-09-03,3.15789
2022-09-04,2.89473
2022-09-05,5.31578
2022-09-06,6.10526
2022-09-07,8.73684
2022-09-08,5.31578
2022-09-09,1.47368
2022-09-10,1.68421
2022-09-11,1.78947
2022-09-12,2.89473
2022-09-13,5.57894
2022-09-14,5.94736
2022-09-15,6.05263
2022-09-16,5.94736
2022-09-17,2.78947
2022-09-18,2.8421
2022-09-19,5.10526
2022-09-20,4.05263
2022-09-21,4.26315
2022-09-22,4.31578
2022-09-23,6.0
2022-09-24,2.57894
2022-09-25,1.47368
2022-09-26,9.10526
2022-09-27,19.15789
2022-09-28,12.47368
2022-09-29,9.26315
2022-09-30,9.21052
2022-10-01,2.57894
2022-10-02,2.42105
2022-10-03,2.31578
2022-10-04,5.21052
2022-10-05,6.0
2022-10-06,5.26315
2022-10-07,5.31578
2022-10-08,2.36842
2022-10-09,2.10526
2022-10-10,2.0
2022-10-11,4.68421
2022-10-12,6.89473
2022-10-13,7.10526
2022-10-14,6.73684
2022-10-15,2.26315
2022-10-16,2.73684
2022-10-17,5.94736
2022-10-18,9.52631
2022-10-19,7.8421
2022-10-20,7.05263
2022-10-21,3.94736
2022-10-22,2.52631
2022-10-23,2.47368
2022-10-24,8.68421
2022-10-25,10.63157
2022-10-26,7.68421
2022-10-27,9.63157
2022-10-28,8.21052
2022-10-29,3.15789
2022-10-30,2.73684
2022-10-31,6.05263
2022-11-01,8.10526
2022-11-02,7.63157
2022-11-03,11.31578
2022-11-04,11.42105
2022-11-05,4.89473
2022-11-06,3.42105
2022-11-07,8.57894
2022-11-08,8.10526
2022-11-09,9.78947
2022-11-10,15.78947
2022-11-11,8.73684
2022-11-12,3.57894
2022-11-13,2.31578
2022-11-14,5.73684
2022-11-15,7.57894
2022-11-16,7.26315
2022-11-17,6.89473
2022-11-18,5.57894
2022-11-19,2.31578
2022-11-20,1.94736
2022-11-21,5.21052
2022-11-22,5.47368
2022-11-23,5.15789
2022-11-24,6.31578
2022-11-25,5.05263
2022-11-26,1.42105
2022-11-27,1.89473
2022-11-28,4.73684
2022-11-29,9.31578
2022-11-30,11.68421
2022-12-01,11.05263
2022-12-02,7.31578
2022-12-03,2.26315
2022-12-04,3.15789
2022-12-05,4.94736
2022-12-06,5.10526
2022-12-07,7.0
2022-12-08,6.73684
2022-12-09,8.21052
2022-12-10,3.52631
2022-12-11,3.89473
2022-12-12,11.63157
2022-12-13,8.47368
2022-12-14,7.78947
2022-12-15,8.78947
2022-12-16,6.94736
2022-12-17,2.94736
2022-12-18,3.57894
2022-12-19,7.78947
2022-12-20,9.10526
2022-12-21,7.31578
2022-12-22,9.57894
2022-12-23,8.31578
2022-12-24,4.68421
2022-12-25,2.8421
2022-12-26,14.94736
2022-12-27,19.05263
2022-12-28,26.68421
2022-12-29,11.15789
2022-12-30,5.36842
2022-12-31,3.31578
2023-01-01,3.94736
2023-01-02,10.78947
2023-01-03,10.63157
2023-01-04,11.89473
2023-01-05,22.36842
2023-01-06,27.52631
2023-01-07,8.31578
2023-01-08,8.57894
2023-01-09,15.52631
2023-01-10,13.78947
2023-01-11,10.36842
2023-01-12,9.68421
2023-01-13,10.05263
2023-01-14,5.26315
2023-01-15,5.0
2023-01-16,19.8421
2023-01-17,12.52631
2023-01-18,7.94736
2023-01-19,9.26315
2023-01-20,5.26315
2023-01-21,4.0
2023-01-22,3.52631
2023-01-23,3.8421
2023-01-24,4.78947
2023-01-25,10.0
2023-01-26,11.89473
2023-01-27,13.26315
2023-01-28,6.47368
2023-01-29,6.73684
2023-01-30,9.52631
2023-01-31,8.78947
2023-02-01,10.05263
2023-02-02,10.05263
2023-02-03,8.8421
2023-02-04,5.36842
2023-02-05,7.15789
2023-02-06,8.63157
2023-02-07,28.57894
2023-02-08,28.68421
2023-02-09,21.8421
2023-02-10,16.10526
2023-02-11,7.57894
2023-02-12,5.26315
2023-02-13,12.68421
2023-02-14,19.31578
2023-02-15,21.05263
2023-02-16,18.52631
2023-02-17,12.94736
2023-02-18,7.10526
2023-02-19,5.63157
2023-02-20,11.31578
2023-02-21,9.89473
2023-02-22,9.0
2023-02-23,10.68421
2023-02-24,11.21052
2023-02-25,4.10526
2023-02-26,5.68421
2023-02-27,8.15789
2023-02-28,9.78947
2023-03-01,5.63157
2023-03-02,10.57894
2023-03-03,10.8421
2023-03-04,7.05263
2023-03-05,4.8421
2023-03-06,13.8421
2023-03-07,14.42105
2023-03-08,10.52631
2023-03-09,10.94736
2023-03-10,10.73684
2023-03-11,5.36842
2023-03-12,4.10526
2023-03-13,10.78947
2023-03-14,19.10526
2023-03-15,15.10526
2023-03-16,16.63157
2023-03-17,13.63157
2023-03-18,5.42105
2023-03-19,6.15789
2023-03-20,12.21052
2023-03-21,11.73684
2023-03-22,12.26315
2023-03-23,13.36842
2023-03-24,40.57894
2023-03-25,11.15789
2023-03-26,10.15789
2023-03-27,26.05263
2023-03-28,25.63157
2023-03-29,22.73684
2023-03-30,23.42105
2023-03-31,19.52631
2023-04-01,8.10526
2023-04-02,7.94736
2023-04-03,23.36842
2023-04-04,25.21052
2023-04-05,19.31578
2023-04-06,23.57894
2023-04-07,26.57894
2023-04-08,9.94736
2023-04-09,10.73684
2023-04-10,33.42105
2023-04-11,25.73684
2023-04-12,18.52631
2023-04-13,13.68421
2023-04-14,16.89473
2023-04-15,8.52631
2023-04-16,10.36842
2023-04-17,13.57894
2023-04-18,11.78947
2023-04-19,12.26315
2023-04-20,12.68421
2023-04-21,9.10526
2023-04-22,5.94736
2023-04-23,4.73684
2023-04-24,8.52631
2023-04-25,9.31578
2023-04-26,9.52631
2023-04-27,12.68421
2023-04-28,9.57894
2023-04-29,4.26315
2023-04-30,4.68421
2023-05-01,4.42105
2023-05-02,7.68421
2023-05-03,12.78947
2023-05-04,11.31578
2023-05-05,5.26315
2023-05-06,4.31578
2023-05-07,4.05263
2023-05-08,11.15789
2023-05-09,12.52631
2023-05-10,17.0
2023-05-11,20.42105
2023-05-12,11.31578
2023-05-13,5.89473
2023-05-14,3.73684
2023-05-15,6.47368
2023-05-16,6.57894
2023-05-17,7.10526
2023-05-18,6.21052
2023-05-19,7.36842
2023-05-20,2.89473
2023-05-21,3.94736
2023-05-22,6.57894
2023-05-23,4.8421
2023-05-24,6.36842
2023-05-25,9.57894
2023-05-26,7.73684
2023-05-27,3.73684
2023-05-28,3.42105
2023-05-29,5.05263
2023-05-30,7.47368
2023-05-31,9.0
2023-06-01,16.8421
2023-06-02,10.52631
