date,상해보험추천
2021-07-23,36.73469
2021-07-24,14.28571
2021-07-25,26.53061
2021-07-26,20.40816
2021-07-27,18.36734
2021-07-28,34.69387
2021-07-29,22.44897
2021-07-30,16.32653
2021-07-31,24.48979
2021-08-01,10.20408
2021-08-02,34.69387
2021-08-03,42.85714
2021-08-04,40.81632
2021-08-05,77.55102
2021-08-06,42.85714
2021-08-07,30.61224
2021-08-08,10.20408
2021-08-09,48.97959
2021-08-10,18.36734
2021-08-11,12.24489
2021-08-12,42.85714
2021-08-13,14.28571
2021-08-14,12.24489
2021-08-15,12.24489
2021-08-16,22.44897
2021-08-17,24.48979
2021-08-18,26.53061
2021-08-19,28.57142
2021-08-20,34.69387
2021-08-21,14.28571
2021-08-22,26.53061
2021-08-23,28.57142
2021-08-24,42.85714
2021-08-25,44.89795
2021-08-26,38.77551
2021-08-27,63.2653
2021-08-28,26.53061
2021-08-29,44.89795
2021-08-30,36.73469
2021-08-31,26.53061
2021-09-01,24.48979
2021-09-02,22.44897
2021-09-03,22.44897
2021-09-04,18.36734
2021-09-05,16.32653
2021-09-06,22.44897
2021-09-07,36.73469
2021-09-08,30.61224
2021-09-09,18.36734
2021-09-10,14.28571
2021-09-11,24.48979
2021-09-13,16.32653
2021-09-14,30.61224
2021-09-16,30.61224
2021-09-17,16.32653
2021-09-20,10.20408
2021-09-23,24.48979
2021-09-25,24.48979
2021-09-26,20.40816
2021-09-27,28.57142
2021-09-28,22.44897
2021-09-29,61.22448
2021-09-30,10.20408
2021-10-01,22.44897
2021-10-02,20.40816
2021-10-03,20.40816
2021-10-04,10.20408
2021-10-05,42.85714
2021-10-06,30.61224
2021-10-07,26.53061
2021-10-08,14.28571
2021-10-10,20.40816
2021-10-12,22.44897
2021-10-13,22.44897
2021-10-14,28.57142
2021-10-15,26.53061
2021-10-16,10.20408
2021-10-17,16.32653
2021-10-18,12.24489
2021-10-19,20.40816
2021-10-20,12.24489
2021-10-21,16.32653
2021-10-22,30.61224
2021-10-23,36.73469
2021-10-25,24.48979
2021-10-26,46.93877
2021-10-27,24.48979
2021-10-28,14.28571
2021-10-29,20.40816
2021-10-30,16.32653
2021-10-31,10.20408
2021-11-01,32.65306
2021-11-02,24.48979
2021-11-03,32.65306
2021-11-04,28.57142
2021-11-05,32.65306
2021-11-06,12.24489
2021-11-07,18.36734
2021-11-08,22.44897
2021-11-09,26.53061
2021-11-10,10.20408
2021-11-11,20.40816
2021-11-14,26.53061
2021-11-15,30.61224
2021-11-16,34.69387
2021-11-17,36.73469
2021-11-18,30.61224
2021-11-19,24.48979
2021-11-20,16.32653
2021-11-23,20.40816
2021-11-24,26.53061
2021-11-25,22.44897
2021-11-26,14.28571
2021-11-27,12.24489
2021-11-30,28.57142
2021-12-01,16.32653
2021-12-02,28.57142
2021-12-03,14.28571
2021-12-04,34.69387
2021-12-05,14.28571
2021-12-06,53.06122
2021-12-07,28.57142
2021-12-08,22.44897
2021-12-09,48.97959
2021-12-10,16.32653
2021-12-11,22.44897
2021-12-12,16.32653
2021-12-13,22.44897
2021-12-14,42.85714
2021-12-15,14.28571
2021-12-16,59.18367
2021-12-18,18.36734
2021-12-19,10.20408
2021-12-21,42.85714
2021-12-22,28.57142
2021-12-23,36.73469
2021-12-24,46.93877
2021-12-26,20.40816
2021-12-27,24.48979
2021-12-28,14.28571
2021-12-29,40.81632
2021-12-30,32.65306
2021-12-31,20.40816
2022-01-01,30.61224
2022-01-02,16.32653
2022-01-03,24.48979
2022-01-04,16.32653
2022-01-05,30.61224
2022-01-06,24.48979
2022-01-07,16.32653
2022-01-08,12.24489
2022-01-09,12.24489
2022-01-10,36.73469
2022-01-11,26.53061
2022-01-12,26.53061
2022-01-13,28.57142
2022-01-14,34.69387
2022-01-15,26.53061
2022-01-16,14.28571
2022-01-17,20.40816
2022-01-18,42.85714
2022-01-19,30.61224
2022-01-20,26.53061
2022-01-21,22.44897
2022-01-22,26.53061
2022-01-23,10.20408
2022-01-24,12.24489
2022-01-25,26.53061
2022-01-27,55.10204
2022-01-28,26.53061
2022-01-29,10.20408
2022-02-03,20.40816
2022-02-04,28.57142
2022-02-05,46.93877
2022-02-06,26.53061
2022-02-07,42.85714
2022-02-08,38.77551
2022-02-09,26.53061
2022-02-10,22.44897
2022-02-11,18.36734
2022-02-12,18.36734
2022-02-13,12.24489
2022-02-14,34.69387
2022-02-15,48.97959
2022-02-16,30.61224
2022-02-17,26.53061
2022-02-18,30.61224
2022-02-21,38.77551
2022-02-22,55.10204
2022-02-23,12.24489
2022-02-24,32.65306
2022-02-25,24.48979
2022-02-27,20.40816
2022-02-28,10.20408
2022-03-02,34.69387
2022-03-03,10.20408
2022-03-04,32.65306
2022-03-05,14.28571
2022-03-06,18.36734
2022-03-07,20.40816
2022-03-08,42.85714
2022-03-10,16.32653
2022-03-11,18.36734
2022-03-12,14.28571
2022-03-13,16.32653
2022-03-14,12.24489
2022-03-15,32.65306
2022-03-16,22.44897
2022-03-17,44.89795
2022-03-18,24.48979
2022-03-19,20.40816
2022-03-20,14.28571
2022-03-21,38.77551
2022-03-22,20.40816
2022-03-23,38.77551
2022-03-24,28.57142
2022-03-25,24.48979
2022-03-26,18.36734
2022-03-27,12.24489
2022-03-28,18.36734
2022-03-29,40.81632
2022-03-30,28.57142
2022-03-31,32.65306
2022-04-01,30.61224
2022-04-02,22.44897
2022-04-03,16.32653
2022-04-04,28.57142
2022-04-05,32.65306
2022-04-07,10.20408
2022-04-08,28.57142
2022-04-09,14.28571
2022-04-10,18.36734
2022-04-11,16.32653
2022-04-12,32.65306
2022-04-13,18.36734
2022-04-14,30.61224
2022-04-15,36.73469
2022-04-16,14.28571
2022-04-17,14.28571
2022-04-18,16.32653
2022-04-19,32.65306
2022-04-20,26.53061
2022-04-21,38.77551
2022-04-22,38.77551
2022-04-23,22.44897
2022-04-24,26.53061
2022-04-25,10.20408
2022-04-26,20.40816
2022-04-27,24.48979
2022-04-28,38.77551
2022-04-29,18.36734
2022-04-30,14.28571
2022-05-01,18.36734
2022-05-02,22.44897
2022-05-03,22.44897
2022-05-04,10.20408
2022-05-05,38.77551
2022-05-06,28.57142
2022-05-07,12.24489
2022-05-08,12.24489
2022-05-09,14.28571
2022-05-10,18.36734
2022-05-11,12.24489
2022-05-13,36.73469
2022-05-14,14.28571
2022-05-15,18.36734
2022-05-16,46.93877
2022-05-17,10.20408
2022-05-18,18.36734
2022-05-19,14.28571
2022-05-20,10.20408
2022-05-21,18.36734
2022-05-22,10.20408
2022-05-23,18.36734
2022-05-24,32.65306
2022-05-25,36.73469
2022-05-26,26.53061
2022-05-27,18.36734
2022-05-28,16.32653
2022-05-29,16.32653
2022-05-30,24.48979
2022-05-31,22.44897
2022-06-01,34.69387
2022-06-02,18.36734
2022-06-03,10.20408
2022-06-04,20.40816
2022-06-05,10.20408
2022-06-06,20.40816
2022-06-07,34.69387
2022-06-08,16.32653
2022-06-10,30.61224
2022-06-12,24.48979
2022-06-13,51.0204
2022-06-14,42.85714
2022-06-15,59.18367
2022-06-16,34.69387
2022-06-17,18.36734
2022-06-19,26.53061
2022-06-20,28.57142
2022-06-21,26.53061
2022-06-22,28.57142
2022-06-23,32.65306
2022-06-24,38.77551
2022-06-25,12.24489
2022-06-27,22.44897
2022-06-28,42.85714
2022-06-29,48.97959
2022-06-30,22.44897
2022-07-01,24.48979
2022-07-02,20.40816
2022-07-03,16.32653
2022-07-04,20.40816
2022-07-05,22.44897
2022-07-06,14.28571
2022-07-07,30.61224
2022-07-08,14.28571
2022-07-09,12.24489
2022-07-10,14.28571
2022-07-11,44.89795
2022-07-12,10.20408
2022-07-13,10.20408
2022-07-14,30.61224
2022-07-15,20.40816
2022-07-17,16.32653
2022-07-18,36.73469
2022-07-19,22.44897
2022-07-20,48.97959
2022-07-21,46.93877
2022-07-22,26.53061
2022-07-23,12.24489
2022-07-24,12.24489
2022-07-25,30.61224
2022-07-26,18.36734
2022-07-27,32.65306
2022-07-28,22.44897
2022-07-29,30.61224
2022-07-30,26.53061
2022-07-31,18.36734
2022-08-01,22.44897
2022-08-02,24.48979
2022-08-03,22.44897
2022-08-04,38.77551
2022-08-05,26.53061
2022-08-07,12.24489
2022-08-08,24.48979
2022-08-09,51.0204
2022-08-10,20.40816
2022-08-11,34.69387
2022-08-12,26.53061
2022-08-14,36.73469
2022-08-15,22.44897
2022-08-16,26.53061
2022-08-17,22.44897
2022-08-18,18.36734
2022-08-19,20.40816
2022-08-20,16.32653
2022-08-21,18.36734
2022-08-22,18.36734
2022-08-23,34.69387
2022-08-24,46.93877
2022-08-25,46.93877
2022-08-26,24.48979
2022-08-27,18.36734
2022-08-28,12.24489
2022-08-29,32.65306
2022-08-30,30.61224
2022-08-31,40.81632
2022-09-01,59.18367
2022-09-02,20.40816
2022-09-03,20.40816
2022-09-04,10.20408
2022-09-05,20.40816
2022-09-06,32.65306
2022-09-07,10.20408
2022-09-08,14.28571
2022-09-10,18.36734
2022-09-11,24.48979
2022-09-12,12.24489
2022-09-13,36.73469
2022-09-14,28.57142
2022-09-15,40.81632
2022-09-16,40.81632
2022-09-17,24.48979
2022-09-20,18.36734
2022-09-21,22.44897
2022-09-22,22.44897
2022-09-23,53.06122
2022-09-25,10.20408
2022-09-26,44.89795
2022-09-27,51.0204
2022-09-28,10.20408
2022-09-29,34.69387
2022-09-30,16.32653
2022-10-01,12.24489
2022-10-02,18.36734
2022-10-03,12.24489
2022-10-04,28.57142
2022-10-05,18.36734
2022-10-06,24.48979
2022-10-07,24.48979
2022-10-08,18.36734
2022-10-09,22.44897
2022-10-10,18.36734
2022-10-11,18.36734
2022-10-12,32.65306
2022-10-13,20.40816
2022-10-14,48.97959
2022-10-16,14.28571
2022-10-17,24.48979
2022-10-18,16.32653
2022-10-19,53.06122
2022-10-20,20.40816
2022-10-21,59.18367
2022-10-23,24.48979
2022-10-24,38.77551
2022-10-25,59.18367
2022-10-26,16.32653
2022-10-27,22.44897
2022-10-28,28.57142
2022-10-30,20.40816
2022-10-31,24.48979
2022-11-01,22.44897
2022-11-02,32.65306
2022-11-03,34.69387
2022-11-04,28.57142
2022-11-05,18.36734
2022-11-06,14.28571
2022-11-07,10.20408
2022-11-08,61.22448
2022-11-09,38.77551
2022-11-10,30.61224
2022-11-11,44.89795
2022-11-12,26.53061
2022-11-13,14.28571
2022-11-14,24.48979
2022-11-15,55.10204
2022-11-16,26.53061
2022-11-17,38.77551
2022-11-18,34.69387
2022-11-19,20.40816
2022-11-21,22.44897
2022-11-22,24.48979
2022-11-23,38.77551
2022-11-24,18.36734
2022-11-25,12.24489
2022-11-26,14.28571
2022-11-27,14.28571
2022-11-28,38.77551
2022-11-29,30.61224
2022-11-30,32.65306
2022-12-01,20.40816
2022-12-02,14.28571
2022-12-03,14.28571
2022-12-04,12.24489
2022-12-05,34.69387
2022-12-06,38.77551
2022-12-07,34.69387
2022-12-08,46.93877
2022-12-09,44.89795
2022-12-10,30.61224
2022-12-11,20.40816
2022-12-12,55.10204
2022-12-13,67.34693
2022-12-14,57.14285
2022-12-15,42.85714
2022-12-16,44.89795
2022-12-17,16.32653
2022-12-19,26.53061
2022-12-20,40.81632
2022-12-21,42.85714
2022-12-22,61.22448
2022-12-23,38.77551
2022-12-24,26.53061
2022-12-25,14.28571
2022-12-26,34.69387
2022-12-27,42.85714
2022-12-28,57.14285
2022-12-29,65.30612
2022-12-30,36.73469
2023-01-02,28.57142
2023-01-03,28.57142
2023-01-04,32.65306
2023-01-05,22.44897
2023-01-06,55.10204
2023-01-08,30.61224
2023-01-09,22.44897
2023-01-10,28.57142
2023-01-11,42.85714
2023-01-12,46.93877
2023-01-13,34.69387
2023-01-14,36.73469
2023-01-15,26.53061
2023-01-16,32.65306
2023-01-17,55.10204
2023-01-18,16.32653
2023-01-19,51.0204
2023-01-20,46.93877
2023-01-22,10.20408
2023-01-23,26.53061
2023-01-24,14.28571
2023-01-25,18.36734
2023-01-26,40.81632
2023-01-27,16.32653
2023-01-28,26.53061
2023-01-29,24.48979
2023-01-30,34.69387
2023-01-31,55.10204
2023-02-01,40.81632
2023-02-02,42.85714
2023-02-03,18.36734
2023-02-05,12.24489
2023-02-06,26.53061
2023-02-07,42.85714
2023-02-08,30.61224
2023-02-09,38.77551
2023-02-10,36.73469
2023-02-11,18.36734
2023-02-12,24.48979
2023-02-13,32.65306
2023-02-14,36.73469
2023-02-15,46.93877
2023-02-16,34.69387
2023-02-17,36.73469
2023-02-18,22.44897
2023-02-19,16.32653
2023-02-20,26.53061
2023-02-21,73.46938
2023-02-22,34.69387
2023-02-23,28.57142
2023-02-24,12.24489
2023-02-25,14.28571
2023-02-26,16.32653
2023-02-27,16.32653
2023-02-28,22.44897
2023-03-01,16.32653
2023-03-02,24.48979
2023-03-03,34.69387
2023-03-04,12.24489
2023-03-06,34.69387
2023-03-07,48.97959
2023-03-08,22.44897
2023-03-09,28.57142
2023-03-10,40.81632
2023-03-11,14.28571
2023-03-13,42.85714
2023-03-15,36.73469
2023-03-16,36.73469
2023-03-17,22.44897
2023-03-18,30.61224
2023-03-19,10.20408
2023-03-20,24.48979
2023-03-21,48.97959
2023-03-22,26.53061
2023-03-23,34.69387
2023-03-24,34.69387
2023-03-25,24.48979
2023-03-26,12.24489
2023-03-27,14.28571
2023-03-28,16.32653
2023-03-29,18.36734
2023-03-30,12.24489
2023-03-31,32.65306
2023-04-01,20.40816
2023-04-02,10.20408
2023-04-03,24.48979
2023-04-04,22.44897
2023-04-05,34.69387
2023-04-06,71.42857
2023-04-07,22.44897
2023-04-08,14.28571
2023-04-09,14.28571
2023-04-10,28.57142
2023-04-11,22.44897
2023-04-12,30.61224
2023-04-13,22.44897
2023-04-14,32.65306
2023-04-15,24.48979
2023-04-16,36.73469
2023-04-17,28.57142
2023-04-18,18.36734
2023-04-19,22.44897
2023-04-20,10.20408
2023-04-21,55.10204
2023-04-22,10.20408
2023-04-23,20.40816
2023-04-24,16.32653
2023-04-25,48.97959
2023-04-26,38.77551
2023-04-27,38.77551
2023-04-28,46.93877
2023-04-29,30.61224
2023-04-30,24.48979
2023-05-01,16.32653
2023-05-02,34.69387
2023-05-03,36.73469
2023-05-04,28.57142
2023-05-06,10.20408
2023-05-07,18.36734
2023-05-08,26.53061
2023-05-09,40.81632
2023-05-10,44.89795
2023-05-11,34.69387
2023-05-12,36.73469
2023-05-13,20.40816
2023-05-14,20.40816
2023-05-15,59.18367
2023-05-16,61.22448
2023-05-17,55.10204
2023-05-18,71.42857
2023-05-19,32.65306
2023-05-20,36.73469
2023-05-22,26.53061
2023-05-23,48.97959
2023-05-24,53.06122
2023-05-25,57.14285
2023-05-26,44.89795
2023-05-27,30.61224
2023-05-28,12.24489
2023-05-29,28.57142
2023-05-30,57.14285
2023-05-31,30.61224
2023-06-01,36.73469
2023-06-02,30.61224
2023-06-03,26.53061
2023-06-04,20.40816
2023-06-05,16.32653
2023-06-06,16.32653
2023-06-07,20.40816
2023-06-08,36.73469
2023-06-09,53.06122
2023-06-10,16.32653
2023-06-11,10.20408
2023-06-12,42.85714
2023-06-13,22.44897
2023-06-14,36.73469
2023-06-15,48.97959
2023-06-16,24.48979
2023-06-17,12.24489
2023-06-18,14.28571
2023-06-19,18.36734
2023-06-20,26.53061
2023-06-21,20.40816
2023-06-22,48.97959
2023-06-23,30.61224
2023-06-24,14.28571
2023-06-25,22.44897
2023-06-26,40.81632
2023-06-27,34.69387
2023-06-28,24.48979
2023-06-29,57.14285
2023-06-30,30.61224
2023-07-01,18.36734
2023-07-03,26.53061
2023-07-04,18.36734
2023-07-05,18.36734
2023-07-06,22.44897
2023-07-07,16.32653
2023-07-08,14.28571
2023-07-10,44.89795
2023-07-11,36.73469
2023-07-12,38.77551
2023-07-13,32.65306
2023-07-14,28.57142
2023-07-15,18.36734
2023-07-16,14.28571
2023-07-17,32.65306
2023-07-18,30.61224
2023-07-19,36.73469
2023-07-20,63.2653
2023-07-21,55.10204
2023-07-22,20.40816
2023-07-23,18.36734
2023-07-24,38.77551
2023-07-25,40.81632
2023-07-26,22.44897
2023-07-27,16.32653
2023-07-28,38.77551
2023-07-29,24.48979
2023-07-30,18.36734
2023-07-31,40.81632
2023-08-01,34.69387
2023-08-02,22.44897
2023-08-03,22.44897
2023-08-04,20.40816
2023-08-05,18.36734
2023-08-06,10.20408
2023-08-07,51.0204
