date,에스피지주가
2020-03-20,1.00762
2020-03-21,0.05446
2020-03-22,0.03404
2020-03-23,0.91911
2020-03-24,1.06889
2020-03-25,1.05528
2020-03-26,1.13017
2020-03-27,0.83061
2020-03-28,0.06808
2020-03-30,0.85103
2020-03-31,0.83741
2020-04-01,0.70806
2020-04-02,0.78295
2020-04-03,0.65359
2020-04-04,0.06127
2020-04-05,0.07489
2020-04-06,0.9055
2020-04-07,0.81699
2020-04-08,0.78295
2020-04-09,0.93954
2020-04-10,1.10974
2020-04-11,0.07489
2020-04-12,0.05446
2020-04-13,0.91911
2020-04-14,0.77614
2020-04-15,0.06808
2020-04-16,0.95315
2020-04-17,0.93273
2020-04-18,0.0885
2020-04-19,0.06808
2020-04-20,0.96677
2020-04-21,0.7421
2020-04-22,0.62636
2020-04-23,1.02805
2020-04-24,0.88507
2020-04-25,0.03404
2020-04-26,0.06127
2020-04-27,0.73529
2020-04-28,0.76252
2020-04-29,0.70125
2020-04-30,0.08169
2020-05-01,0.06127
2020-05-03,0.04084
2020-05-04,0.53104
2020-05-05,0.12935
2020-05-06,0.76252
2020-05-07,0.70125
2020-05-08,0.76933
2020-05-09,0.04084
2020-05-11,0.994
2020-05-12,0.70125
2020-05-13,0.53785
2020-05-14,0.7421
2020-05-15,0.67401
2020-05-16,0.04765
2020-05-17,0.04765
2020-05-18,0.95315
2020-05-19,0.89869
2020-05-20,1.05528
2020-05-21,0.95315
2020-05-22,0.7421
2020-05-23,0.05446
2020-05-24,0.03404
2020-05-25,0.65359
2020-05-26,1.04166
2020-05-27,0.80337
2020-05-28,0.95996
2020-05-29,0.78976
2020-05-30,0.05446
2020-05-31,0.04084
2020-06-01,1.04847
2020-06-02,0.76252
2020-06-03,0.97358
2020-06-04,0.8238
2020-06-05,0.73529
2020-06-06,0.04765
2020-06-07,0.05446
2020-06-08,0.72848
2020-06-09,0.77614
2020-06-10,0.72167
2020-06-11,0.81018
2020-06-12,0.53104
2020-06-13,0.06127
2020-06-14,0.04765
2020-06-15,0.63316
2020-06-16,0.63997
2020-06-17,0.58551
2020-06-18,0.54466
2020-06-19,0.53104
2020-06-22,0.38807
2020-06-23,0.50381
2020-06-24,0.59912
2020-06-25,0.4153
2020-06-26,0.46296
2020-06-28,0.04084
2020-06-29,0.31318
2020-06-30,0.35403
2020-07-01,0.31318
2020-07-02,0.31318
2020-07-03,0.31318
2020-07-04,0.03404
2020-07-05,0.04084
2020-07-06,0.37445
2020-07-07,0.30637
2020-07-08,0.30637
2020-07-09,0.34041
2020-07-10,0.38807
2020-07-13,0.3336
2020-07-14,0.27233
2020-07-15,0.45615
2020-07-16,0.45615
2020-07-17,0.36083
2020-07-18,0.03404
2020-07-20,0.44253
2020-07-21,0.56508
2020-07-22,0.44253
2020-07-23,0.43572
2020-07-24,0.34722
2020-07-25,0.06808
2020-07-27,0.38807
2020-07-28,0.44934
2020-07-29,0.42211
2020-07-30,0.34722
2020-07-31,0.36083
2020-08-02,0.03404
2020-08-03,0.25871
2020-08-04,0.30637
2020-08-05,0.29956
2020-08-06,0.3336
2020-08-07,0.22467
2020-08-08,0.05446
2020-08-09,0.03404
2020-08-10,0.63997
2020-08-11,0.40168
2020-08-12,0.40849
2020-08-13,0.61955
2020-08-14,0.52423
2020-08-15,0.04765
2020-08-16,0.06127
2020-08-17,0.04765
2020-08-18,0.32679
2020-08-19,0.42892
2020-08-20,0.36764
2020-08-21,0.32679
2020-08-22,0.05446
2020-08-23,0.03404
2020-08-24,0.31998
2020-08-25,0.34041
2020-08-26,0.37445
2020-08-27,0.43572
2020-08-28,0.42892
2020-08-29,0.03404
2020-08-30,0.04084
2020-08-31,0.36083
2020-09-01,0.44934
2020-09-02,0.43572
2020-09-03,0.497
2020-09-04,0.39488
2020-09-07,0.35403
2020-09-08,0.50381
2020-09-09,0.51742
2020-09-10,0.51742
2020-09-11,0.4153
2020-09-12,0.06127
2020-09-13,0.05446
2020-09-14,0.46977
2020-09-15,0.45615
2020-09-16,0.43572
2020-09-17,0.38126
2020-09-18,0.27913
2020-09-21,0.27913
2020-09-22,0.31318
2020-09-23,0.26552
2020-09-24,0.27233
2020-09-25,0.34722
2020-09-28,0.27913
2020-09-29,0.31998
2020-09-30,0.03404
2020-10-02,0.03404
2020-10-03,0.04084
2020-10-04,0.04084
2020-10-05,0.48338
2020-10-06,0.44253
2020-10-07,0.32679
2020-10-08,0.73529
2020-10-09,0.14297
2020-10-10,0.0885
2020-10-11,0.0885
2020-10-12,0.83741
2020-10-13,0.51742
2020-10-14,0.55827
2020-10-15,0.61955
2020-10-16,0.6604
2020-10-17,0.13616
2020-10-18,0.09531
2020-10-19,0.80337
2020-10-20,1.06889
2020-10-21,0.76252
2020-10-22,0.49019
2020-10-23,0.36764
2020-10-24,0.04765
2020-10-25,0.04084
2020-10-26,0.32679
2020-10-27,0.45615
2020-10-28,0.497
2020-10-29,0.55147
2020-10-30,0.23148
2020-11-02,0.34722
2020-11-03,0.28594
2020-11-04,0.28594
2020-11-05,0.65359
2020-11-06,0.75571
2020-11-07,0.07489
2020-11-08,0.06127
2020-11-09,0.42892
2020-11-10,0.51062
2020-11-11,0.46296
2020-11-12,0.4153
2020-11-13,0.39488
2020-11-14,0.07489
2020-11-15,0.04084
2020-11-16,0.44934
2020-11-17,0.40168
2020-11-18,0.61274
2020-11-19,0.46977
2020-11-20,0.40849
2020-11-21,0.04765
2020-11-23,0.39488
2020-11-24,0.60593
2020-11-25,0.42892
2020-11-26,0.27233
2020-11-27,0.36764
2020-11-30,0.40168
2020-12-01,0.37445
2020-12-02,0.36764
2020-12-03,0.42892
2020-12-04,0.34041
2020-12-07,0.31318
2020-12-08,0.27233
2020-12-09,0.31998
2020-12-10,0.26552
2020-12-11,0.31318
2020-12-14,0.35403
2020-12-15,0.35403
2020-12-16,0.31998
2020-12-17,0.3336
2020-12-18,0.61274
2020-12-19,0.27913
2020-12-20,0.29956
2020-12-21,2.21269
2020-12-22,1.05528
2020-12-23,0.65359
2020-12-24,0.62636
2020-12-25,0.06808
2020-12-26,0.06808
2020-12-27,0.05446
2020-12-28,0.61274
2020-12-29,0.47657
2020-12-30,0.72848
2020-12-31,0.09531
2021-01-01,0.11574
2021-01-02,1.27314
2021-01-03,1.61356
2021-01-04,6.19553
2021-01-05,6.67892
2021-01-06,4.22113
2021-01-07,4.20751
2021-01-08,4.51388
2021-01-09,0.68763
2021-01-10,0.9055
2021-01-11,3.33605
2021-01-12,2.36928
2021-01-13,2.10375
2021-01-14,2.34204
2021-01-15,1.85866
2021-01-16,0.36764
2021-01-17,0.21786
2021-01-18,1.83142
2021-01-19,2.02886
2021-01-20,1.84504
2021-01-21,2.51906
2021-01-22,2.43055
2021-01-23,0.47657
2021-01-24,0.26552
2021-01-25,4.88834
2021-01-26,3.60157
2021-01-27,3.02968
2021-01-28,2.0629
2021-01-29,1.43654
2021-01-30,0.4153
2021-01-31,0.27913
2021-02-01,2.15141
2021-02-02,2.19226
2021-02-03,2.36247
2021-02-04,1.96078
2021-02-05,1.4842
2021-02-06,0.31998
2021-02-07,0.23828
2021-02-08,1.42293
2021-02-09,1.46377
2021-02-10,1.17102
2021-02-11,0.23828
2021-02-12,0.23828
2021-02-13,0.21105
2021-02-14,0.30637
2021-02-15,2.17864
2021-02-16,1.77015
2021-02-17,2.69607
2021-02-18,2.00163
2021-02-19,1.66122
2021-02-20,0.24509
2021-02-21,0.18382
2021-02-22,2.02205
2021-02-23,1.53867
2021-02-24,1.4842
2021-02-25,1.5659
2021-02-26,1.01443
2021-02-27,0.21105
2021-02-28,0.15659
2021-03-01,0.17701
2021-03-02,1.23229
2021-03-03,1.0757
2021-03-04,1.1574
2021-03-05,1.06209
2021-03-06,0.21786
2021-03-07,0.23148
2021-03-08,1.21868
2021-03-09,2.66203
2021-03-10,2.15822
2021-03-11,2.80501
2021-03-12,2.16503
2021-03-13,0.19063
2021-03-14,0.1702
2021-03-15,1.76334
2021-03-16,1.68845
2021-03-17,2.0629
2021-03-18,1.73611
2021-03-19,1.25953
2021-03-20,0.31318
2021-03-21,0.32679
2021-03-22,3.00245
2021-03-23,1.91312
2021-03-24,1.15059
2021-03-25,1.09613
2021-03-26,1.06209
2021-03-27,0.23828
2021-03-28,0.21786
2021-03-29,1.33442
2021-03-30,1.35484
2021-03-31,1.16421
2021-04-01,1.27995
2021-04-02,1.35484
2021-04-03,0.23828
2021-04-04,0.21105
2021-04-05,1.49101
2021-04-06,1.55909
2021-04-07,1.53867
2021-04-08,1.37527
2021-04-09,1.88589
2021-04-10,0.25871
2021-04-11,0.25871
2021-04-12,2.69607
2021-04-13,2.17864
2021-04-14,1.77015
2021-04-15,1.65441
2021-04-16,1.80419
2021-04-17,0.18382
2021-04-18,0.25871
2021-04-19,1.45016
2021-04-20,2.04929
2021-04-21,1.52505
2021-04-22,4.73856
2021-04-23,4.09177
2021-04-24,1.13698
2021-04-25,0.67401
2021-04-26,6.14787
2021-04-27,5.73937
2021-04-28,4.2824
2021-04-29,5.46023
2021-04-30,4.77941
2021-05-01,1.77696
2021-05-02,0.87826
2021-05-03,4.56154
2021-05-04,10.47794
2021-05-05,2.28758
2021-05-06,7.4891
2021-05-07,6.72657
2021-05-08,1.11655
2021-05-09,0.9123
2021-05-10,5.52832
2021-05-11,7.28485
2021-05-12,4.89515
2021-05-13,4.04411
2021-05-14,3.97603
2021-05-15,0.84422
2021-05-16,0.70125
2021-05-17,3.85348
2021-05-18,4.4458
2021-05-19,3.34286
2021-05-20,4.94961
2021-05-21,3.97603
2021-05-22,0.69444
2021-05-23,0.79656
2021-05-24,3.17265
2021-05-25,4.29602
2021-05-26,3.66966
2021-05-27,3.16584
2021-05-28,3.08415
2021-05-29,0.46977
2021-05-30,0.497
2021-05-31,5.2696
2021-06-01,4.89515
2021-06-02,5.05174
2021-06-03,5.73257
2021-06-04,4.59558
2021-06-05,0.72167
2021-06-06,0.68082
2021-06-07,3.43818
2021-06-08,3.28839
2021-06-09,3.02968
2021-06-10,3.96241
2021-06-11,4.29602
2021-06-12,0.48338
2021-06-13,0.46296
2021-06-14,5.03812
2021-06-15,3.99645
2021-06-16,3.41094
2021-06-17,3.17946
2021-06-18,2.89351
2021-06-19,0.38807
2021-06-20,0.27233
2021-06-21,2.29438
2021-06-22,2.11737
2021-06-23,1.95397
2021-06-24,1.92674
2021-06-25,1.96759
2021-06-26,0.36083
2021-06-27,0.26552
2021-06-28,2.02205
2021-06-29,1.84504
2021-06-30,1.59994
2021-07-01,1.88589
2021-07-02,2.18545
2021-07-03,0.2519
2021-07-04,0.25871
2021-07-05,1.69526
2021-07-06,1.90631
2021-07-07,1.85185
2021-07-08,1.94716
2021-07-09,2.09014
2021-07-10,0.22467
2021-07-11,0.19744
2021-07-12,2.15141
2021-07-13,3.42456
2021-07-14,3.60157
2021-07-15,3.26797
2021-07-16,4.16666
2021-07-17,0.62636
2021-07-18,0.30637
2021-07-19,2.70969
2021-07-20,2.21949
2021-07-21,2.03567
2021-07-22,2.51906
2021-07-23,1.94716
2021-07-24,0.23148
2021-07-25,0.24509
2021-07-26,1.59313
2021-07-27,1.49782
2021-07-28,1.75653
2021-07-29,2.04929
2021-07-30,2.9616
2021-07-31,0.40168
2021-08-01,0.38126
2021-08-02,2.7165
2021-08-03,4.89515
2021-08-04,2.53267
2021-08-05,2.98202
2021-08-06,1.98801
2021-08-07,0.3336
2021-08-08,0.25871
2021-08-09,1.94716
2021-08-10,1.8927
2021-08-11,1.82461
2021-08-12,1.74972
2021-08-13,1.8995
2021-08-14,0.27913
2021-08-15,0.19063
2021-08-16,0.34722
2021-08-17,1.38888
2021-08-18,1.51143
2021-08-19,1.66802
2021-08-20,1.59994
2021-08-21,0.25871
2021-08-22,0.23828
2021-08-23,1.6476
2021-08-24,1.66802
2021-08-25,1.51143
2021-08-26,1.47058
2021-08-27,1.65441
2021-08-28,0.1702
2021-08-29,0.1702
2021-08-30,1.66122
2021-08-31,1.59313
2021-09-01,1.61356
2021-09-02,1.21187
2021-09-03,1.55228
2021-09-04,0.3336
2021-09-05,0.24509
2021-09-06,1.27314
2021-09-07,1.21868
2021-09-08,1.38888
2021-09-09,1.29357
2021-09-10,1.57952
2021-09-11,0.19744
2021-09-12,0.07489
2021-09-13,1.77696
2021-09-14,1.63398
2021-09-15,1.81781
2021-09-16,1.6476
2021-09-17,1.57952
2021-09-18,0.19744
2021-09-19,0.10893
2021-09-20,0.06808
2021-09-21,0.0885
2021-09-22,0.12935
2021-09-23,1.47739
2021-09-24,1.36846
2021-09-25,0.12254
2021-09-26,0.11574
2021-09-27,0.994
2021-09-28,0.76252
2021-09-29,0.83741
2021-09-30,0.92592
2021-10-01,0.68082
2021-10-02,0.06808
2021-10-03,0.05446
2021-10-04,0.15659
2021-10-05,1.04166
2021-10-06,1.31399
2021-10-07,1.12336
2021-10-08,1.22549
2021-10-09,0.23828
2021-10-10,0.06127
2021-10-11,0.10212
2021-10-12,0.89869
2021-10-13,0.9872
2021-10-14,1.06209
2021-10-15,0.96677
2021-10-16,0.10212
2021-10-17,0.0885
2021-10-18,0.92592
2021-10-19,0.70806
2021-10-20,0.83741
2021-10-21,0.67401
2021-10-22,0.63316
2021-10-23,0.0885
2021-10-24,0.04765
2021-10-25,0.60593
2021-10-26,0.72167
2021-10-27,0.72848
2021-10-28,0.57189
2021-10-29,0.69444
2021-10-30,0.0885
2021-10-31,0.07489
2021-11-01,0.67401
2021-11-02,0.7421
2021-11-03,0.63316
2021-11-04,0.75571
2021-11-05,0.63316
2021-11-06,0.10212
2021-11-07,0.07489
2021-11-08,0.7421
2021-11-09,0.7421
2021-11-10,1.05528
2021-11-11,0.9872
2021-11-12,1.27995
2021-11-13,0.10893
2021-11-14,0.10212
2021-11-15,1.25272
2021-11-16,0.86465
2021-11-17,0.72167
2021-11-18,0.74891
2021-11-19,0.994
2021-11-20,0.21786
2021-11-21,0.10212
2021-11-22,1.40931
2021-11-23,1.31399
2021-11-24,1.10974
2021-11-25,0.89869
2021-11-26,0.80337
2021-11-27,0.10212
2021-11-28,0.06127
2021-11-29,0.71486
2021-11-30,0.72848
2021-12-01,0.76252
2021-12-02,0.71486
2021-12-03,0.79656
2021-12-04,0.07489
2021-12-05,0.06808
2021-12-06,0.87826
2021-12-07,1.25272
2021-12-08,1.06209
2021-12-09,0.87826
2021-12-10,0.9872
2021-12-11,0.19063
2021-12-12,0.21105
2021-12-13,1.7293
2021-12-14,4.58877
2021-12-15,2.89351
2021-12-16,6.65168
2021-12-17,6.71296
2021-12-18,1.02124
2021-12-19,1.9744
2021-12-20,3.79901
2021-12-21,5.53513
2021-12-22,3.47903
2021-12-23,3.85348
2021-12-24,3.49945
2021-12-25,0.59232
2021-12-26,0.48338
2021-12-27,5.61683
2021-12-28,4.16666
2021-12-29,4.34368
2021-12-30,3.80582
2021-12-31,1.01443
2022-01-01,0.40849
2022-01-02,0.97358
2022-01-03,5.70533
2022-01-04,12.01661
2022-01-05,8.19716
2022-01-06,6.90359
2022-01-07,7.25081
2022-01-08,1.18464
2022-01-09,1.12336
2022-01-10,6.14106
2022-01-11,5.69172
2022-01-12,5.23556
2022-01-13,3.98284
2022-01-14,3.24074
2022-01-15,0.84422
2022-01-16,0.83061
2022-01-17,3.51307
2022-01-18,3.59477
2022-01-19,3.28159
2022-01-20,3.77178
