date,환전계산기
2021-06-12,20.62737
2021-06-13,19.77186
2021-06-14,32.7313
2021-06-15,30.7351
2021-06-16,27.56653
2021-06-17,28.48542
2021-06-18,29.05576
2021-06-19,20.7858
2021-06-20,19.20152
2021-06-21,29.59442
2021-06-22,28.23193
2021-06-23,29.4043
2021-06-24,29.4043
2021-06-25,27.21799
2021-06-26,23.38403
2021-06-27,20.88086
2021-06-28,27.97845
2021-06-29,29.34093
2021-06-30,30.70342
2021-07-01,28.99239
2021-07-02,28.70722
2021-07-03,22.49683
2021-07-04,21.26108
2021-07-05,28.26362
2021-07-06,29.02408
2021-07-07,27.50316
2021-07-08,31.55893
2021-07-09,30.44993
2021-07-10,22.68694
2021-07-11,22.05323
2021-07-12,32.47782
2021-07-13,29.46768
2021-07-14,30.89353
2021-07-15,29.8479
2021-07-16,28.9607
2021-07-17,20.05703
2021-07-18,21.38783
2021-07-19,32.31939
2021-07-20,31.49556
2021-07-21,29.43599
2021-07-22,27.15462
2021-07-23,28.07351
2021-07-24,22.68694
2021-07-25,22.68694
2021-07-26,29.91128
2021-07-27,28.07351
2021-07-28,27.72496
2021-07-29,28.01013
2021-07-30,27.15462
2021-07-31,21.26108
2021-08-01,21.38783
2021-08-02,29.02408
2021-08-03,28.77059
2021-08-04,28.48542
2021-08-05,28.89733
2021-08-06,26.39416
2021-08-07,23.6692
2021-08-08,25.66539
2021-08-09,31.87579
2021-08-10,31.68567
2021-08-11,37.76932
2021-08-12,35.04435
2021-08-13,36.15335
2021-08-14,27.09125
2021-08-15,24.01774
2021-08-16,29.72116
2021-08-17,36.56527
2021-08-18,32.16096
2021-08-19,32.98479
2021-08-20,31.6223
2021-08-21,26.67934
2021-08-22,26.23574
2021-08-23,33.33333
2021-08-24,33.8403
2021-08-25,33.90367
2021-08-26,33.90367
2021-08-27,29.4043
2021-08-28,25.0
2021-08-29,25.53865
2021-08-30,32.47782
2021-08-31,36.0583
2021-09-01,33.52344
2021-09-02,32.16096
2021-09-03,31.36882
2021-09-04,24.87325
2021-09-05,25.50697
2021-09-06,33.30164
2021-09-07,32.25602
2021-09-08,33.6185
2021-09-09,31.43219
2021-09-10,33.49176
2021-09-11,24.58808
2021-09-12,21.16603
2021-09-13,32.5095
2021-09-14,32.5095
2021-09-15,33.58681
2021-09-16,31.8441
2021-09-17,29.68948
2021-09-18,22.1166
2021-09-19,20.69074
2021-09-20,23.2256
2021-09-21,25.12674
2021-09-22,26.90114
2021-09-23,34.34727
2021-09-24,32.63624
2021-09-25,25.19011
2021-09-26,26.74271
2021-09-27,33.49176
2021-09-28,33.55513
2021-09-29,34.37896
2021-09-30,29.27756
2021-10-01,29.8479
2021-10-02,23.76425
2021-10-03,25.09505
2021-10-04,26.64765
2021-10-05,31.52724
2021-10-06,31.4005
2021-10-07,32.7313
2021-10-08,30.0697
2021-10-09,23.85931
2021-10-10,22.71863
2021-10-11,28.32699
2021-10-12,34.18884
2021-10-13,31.90747
2021-10-14,31.21039
2021-10-15,31.46387
2021-10-16,23.03548
2021-10-17,21.38783
2021-10-18,28.26362
2021-10-19,30.2915
2021-10-20,28.61216
2021-10-21,31.11533
2021-10-22,27.91508
2021-10-23,20.50063
2021-10-24,21.86311
2021-10-25,31.71736
2021-10-26,34.75918
2021-10-27,32.38276
2021-10-28,31.59062
2021-10-29,32.54119
2021-10-30,23.0038
2021-10-31,22.52851
2021-11-01,29.65779
2021-11-02,32.79467
2021-11-03,31.24207
2021-11-04,31.24207
2021-11-05,29.6261
2021-11-06,23.92268
2021-11-07,23.03548
2021-11-08,32.5095
2021-11-09,63.27629
2021-11-10,33.93536
2021-11-11,30.86185
2021-11-12,32.09759
2021-11-13,25.0
2021-11-14,24.20785
2021-11-15,37.00887
2021-11-16,35.07604
2021-11-17,35.3929
2021-11-18,31.87579
2021-11-19,29.24588
2021-11-20,23.6692
2021-11-21,24.84157
2021-11-22,35.89987
2021-11-23,31.33713
2021-11-24,31.55893
2021-11-25,33.36501
2021-11-26,34.69581
2021-11-27,24.61977
2021-11-28,26.36248
2021-11-29,35.36121
2021-11-30,34.22053
2021-12-01,31.4005
2021-12-02,33.77693
2021-12-03,31.43219
2021-12-04,23.63751
2021-12-05,23.73257
2021-12-06,31.65399
2021-12-07,32.22433
2021-12-08,31.05196
2021-12-09,28.67553
2021-12-10,31.65399
2021-12-11,23.16223
2021-12-12,21.41951
2021-12-13,31.8441
2021-12-14,30.41825
2021-12-15,30.67173
2021-12-16,34.22053
2021-12-17,27.34474
2021-12-18,19.58174
2021-12-19,22.27503
2021-12-20,31.36882
2021-12-21,30.7351
2021-12-22,30.89353
2021-12-23,27.91508
2021-12-24,26.14068
2021-12-25,20.37389
2021-12-26,25.31685
2021-12-27,27.31305
2021-12-28,35.3929
2021-12-29,33.3967
2021-12-30,30.67173
2021-12-31,27.56653
2022-01-01,21.07097
2022-01-02,23.54245
2022-01-03,31.02027
2022-01-04,34.7275
2022-01-05,33.33333
2022-01-06,33.65019
2022-01-07,35.04435
2022-01-08,25.09505
2022-01-09,23.92268
2022-01-10,30.32319
2022-01-11,27.85171
2022-01-12,31.97084
2022-01-13,29.65779
2022-01-14,28.29531
2022-01-15,23.25728
2022-01-16,21.35614
2022-01-17,28.73891
2022-01-18,29.15082
2022-01-19,30.76679
2022-01-20,28.99239
2022-01-21,30.60836
2022-01-22,23.891
2022-01-23,22.87705
2022-01-24,31.49556
2022-01-25,32.98479
2022-01-26,31.24207
2022-01-27,30.9569
2022-01-28,33.87198
2022-01-29,22.14828
2022-01-30,21.73637
2022-01-31,20.59569
2022-02-01,26.29911
2022-02-02,29.56273
2022-02-03,35.99493
2022-02-04,34.9493
2022-02-05,23.82762
2022-02-06,26.48922
2022-02-07,32.76299
2022-02-08,30.22813
2022-02-09,31.05196
2022-02-10,30.2915
2022-02-11,31.4005
2022-02-12,26.17237
2022-02-13,23.19391
2022-02-14,28.01013
2022-02-15,30.9569
2022-02-16,29.59442
2022-02-17,30.83016
2022-02-18,31.24207
2022-02-19,23.16223
2022-02-20,22.27503
2022-02-21,31.93916
2022-02-22,31.24207
2022-02-23,30.86185
2022-02-24,33.71356
2022-02-25,33.01647
2022-02-26,24.7782
2022-02-27,23.38403
2022-02-28,32.35107
2022-03-01,29.97465
2022-03-02,31.97084
2022-03-03,29.4043
2022-03-04,32.47782
2022-03-05,26.93282
2022-03-06,23.6692
2022-03-07,34.15716
2022-03-08,33.77693
2022-03-09,26.20405
2022-03-10,27.69328
2022-03-11,29.68948
2022-03-12,23.63751
2022-03-13,23.63751
2022-03-14,27.91508
2022-03-15,34.37896
2022-03-16,31.1787
2022-03-17,33.68187
2022-03-18,29.08745
2022-03-19,27.09125
2022-03-20,23.06717
2022-03-21,28.23193
2022-03-22,29.21419
2022-03-23,32.16096
2022-03-24,29.65779
2022-03-25,31.4005
2022-03-26,21.54626
2022-03-27,22.24334
2022-03-28,30.7351
2022-03-29,32.25602
2022-03-30,31.93916
2022-03-31,28.64385
2022-04-01,27.21799
2022-04-02,22.08491
2022-04-03,18.75792
2022-04-04,26.64765
2022-04-05,28.13688
2022-04-06,29.11913
2022-04-07,26.17237
2022-04-08,27.88339
2022-04-09,19.51837
2022-04-10,19.77186
2022-04-11,30.48162
2022-04-12,31.33713
2022-04-13,33.23827
2022-04-14,38.27629
2022-04-15,31.78073
2022-04-16,22.87705
2022-04-17,22.62357
2022-04-18,30.16476
2022-04-19,30.38656
2022-04-20,31.93916
2022-04-21,31.14702
2022-04-22,27.78833
2022-04-23,21.92648
2022-04-24,23.98605
2022-04-25,30.86185
2022-04-26,30.86185
2022-04-27,34.44233
2022-04-28,36.12167
2022-04-29,32.19264
2022-04-30,21.32446
2022-05-01,22.49683
2022-05-02,31.71736
2022-05-03,29.68948
2022-05-04,30.16476
2022-05-05,25.69708
2022-05-06,32.54119
2022-05-07,23.32065
2022-05-08,23.47908
2022-05-09,37.54752
2022-05-10,36.02661
2022-05-11,36.31178
2022-05-12,38.81495
2022-05-13,35.10773
2022-05-14,24.36628
2022-05-15,24.01774
2022-05-16,36.40684
2022-05-17,36.18504
2022-05-18,36.2801
2022-05-19,38.24461
2022-05-20,34.41064
2022-05-21,23.54245
2022-05-22,24.42965
2022-05-23,34.31558
2022-05-24,35.74144
2022-05-25,36.34347
2022-05-26,35.74144
2022-05-27,34.22053
2022-05-28,24.27122
2022-05-29,25.03168
2022-05-30,37.45247
2022-05-31,40.87452
2022-06-01,32.5095
2022-06-02,38.30798
2022-06-03,37.3891
2022-06-04,25.76045
2022-06-05,28.10519
2022-06-06,32.76299
2022-06-07,38.68821
2022-06-08,42.04689
2022-06-09,36.40684
2022-06-10,37.29404
2022-06-11,29.43599
2022-06-12,27.43979
2022-06-13,43.31432
2022-06-14,46.48288
2022-06-15,43.66286
2022-06-16,38.78326
2022-06-17,37.89607
2022-06-18,27.66159
2022-06-19,29.08745
2022-06-20,41.5716
2022-06-21,40.49429
2022-06-22,44.10646
2022-06-23,45.84917
2022-06-24,42.6806
2022-06-25,30.60836
2022-06-26,32.57287
2022-06-27,47.21166
2022-06-28,42.9024
2022-06-29,42.237
2022-06-30,40.30418
2022-07-01,40.17743
2022-07-02,28.26362
2022-07-03,31.43219
2022-07-04,46.03929
2022-07-05,48.25728
2022-07-06,49.14448
2022-07-07,44.16983
2022-07-08,44.0114
2022-07-09,29.8479
2022-07-10,31.46387
2022-07-11,48.38403
2022-07-12,49.7782
2022-07-13,46.41951
2022-07-14,44.0114
2022-07-15,50.19011
2022-07-16,31.8441
2022-07-17,36.56527
2022-07-18,49.30291
2022-07-19,44.74017
2022-07-20,45.24714
2022-07-21,47.24334
2022-07-22,45.27883
2022-07-23,33.77693
2022-07-24,35.51964
2022-07-25,52.62991
2022-07-26,49.74651
2022-07-27,47.3384
2022-07-28,47.90874
2022-07-29,48.16223
2022-07-30,36.40684
2022-07-31,38.46641
2022-08-01,54.08745
2022-08-02,50.85551
2022-08-03,50.63371
2022-08-04,50.85551
2022-08-05,49.96831
2022-08-06,37.83269
2022-08-07,40.08238
2022-08-08,52.78833
2022-08-09,49.68314
2022-08-10,50.31685
2022-08-11,51.20405
2022-08-12,49.42965
2022-08-13,36.24841
2022-08-14,34.88593
2022-08-15,45.46894
2022-08-16,52.66159
2022-08-17,51.93282
2022-08-18,50.57034
2022-08-19,51.33079
2022-08-20,37.99112
2022-08-21,38.05449
2022-08-22,59.9493
2022-08-23,53.35868
2022-08-24,49.5564
2022-08-25,50.41191
2022-08-26,47.08491
2022-08-27,32.57287
2022-08-28,32.19264
2022-08-29,51.48922
2022-08-30,50.82382
2022-08-31,48.63751
2022-09-01,46.51457
2022-09-02,45.37389
2022-09-03,33.87198
2022-09-04,34.18884
2022-09-05,53.67553
2022-09-06,47.14828
2022-09-07,55.16476
2022-09-08,50.34854
2022-09-09,37.48415
2022-09-10,34.18884
2022-09-11,31.55893
2022-09-12,40.96958
2022-09-13,56.65399
2022-09-14,57.76299
2022-09-15,58.87198
2022-09-16,52.66159
2022-09-17,35.67807
2022-09-18,37.19898
2022-09-19,53.99239
2022-09-20,49.3346
2022-09-21,48.16223
2022-09-22,60.01267
2022-09-23,55.9569
2022-09-24,37.67427
2022-09-25,40.43092
2022-09-26,62.92775
2022-09-27,57.00253
2022-09-28,58.65019
2022-09-29,53.45373
2022-09-30,51.48922
2022-10-01,34.56907
2022-10-02,33.96704
2022-10-03,45.24714
2022-10-04,55.19645
2022-10-05,51.71102
2022-10-06,52.21799
2022-10-07,48.57414
2022-10-08,34.44233
2022-10-09,36.56527
2022-10-10,40.62103
2022-10-11,53.35868
2022-10-12,51.39416
2022-10-13,49.80988
2022-10-14,49.87325
2022-10-15,39.82889
2022-10-16,39.92395
2022-10-17,53.16856
2022-10-18,58.11153
2022-10-19,54.34093
2022-10-20,54.8479
2022-10-21,59.44233
2022-10-22,39.03675
2022-10-23,39.70215
2022-10-24,51.90114
2022-10-25,52.88339
2022-10-26,53.89733
2022-10-27,50.06337
2022-10-28,48.82762
2022-10-29,35.70975
2022-10-30,32.41444
2022-10-31,48.70088
2022-11-01,51.83776
2022-11-02,49.65145
2022-11-03,52.02788
2022-11-04,47.1166
2022-11-05,39.29024
2022-11-06,39.06844
2022-11-07,58.90367
2022-11-08,62.00887
2022-11-09,66.31812
2022-11-10,68.5678
2022-11-11,70.21546
2022-11-12,45.97591
2022-11-13,41.31812
2022-11-14,63.81495
2022-11-15,69.96197
2022-11-16,57.85804
2022-11-17,58.04816
2022-11-18,55.9569
2022-11-19,44.74017
2022-11-20,46.29277
2022-11-21,61.24841
2022-11-22,59.18884
2022-11-23,56.4005
2022-11-24,55.41825
2022-11-25,55.5133
2022-11-26,45.97591
2022-11-27,45.1204
2022-11-28,56.21039
2022-11-29,59.79087
2022-11-30,59.37896
2022-12-01,63.81495
2022-12-02,58.26996
2022-12-03,35.96324
2022-12-04,41.66666
2022-12-05,64.19518
2022-12-06,59.44233
2022-12-07,63.97338
2022-12-08,60.70975
2022-12-09,58.49176
2022-12-10,43.85297
2022-12-11,51.83776
2022-12-12,67.36375
2022-12-13,67.42712
2022-12-14,65.90621
2022-12-15,63.05449
2022-12-16,57.25602
2022-12-17,46.38783
2022-12-18,50.0
2022-12-19,65.55766
2022-12-20,64.44866
2022-12-21,62.3891
2022-12-22,65.11406
2022-12-23,63.94169
2022-12-24,48.4474
2022-12-25,71.41951
2022-12-26,100.0
2022-12-27,74.49302
2022-12-28,73.35234
2022-12-29,77.82002
2022-12-30,70.08871
2022-12-31,52.56653
2023-01-01,52.18631
2023-01-02,71.73637
2023-01-03,73.38403
2023-01-04,80.5133
2023-01-05,76.99619
2023-01-06,73.76425
2023-01-07,60.32953
2023-01-08,62.04055
2023-01-09,85.29784
2023-01-10,83.74524
2023-01-11,82.19264
2023-01-12,84.31558
2023-01-13,77.56653
2023-01-14,59.60076
2023-01-15,64.29024
2023-01-16,80.7351
2023-01-17,76.83776
2023-01-18,81.14702
2023-01-19,84.69581
2023-01-20,71.92648
2023-01-21,54.78453
2023-01-22,51.45754
2023-01-23,61.37515
2023-01-24,76.39416
2023-01-25,91.41318
2023-01-26,87.83269
2023-01-27,76.36248
2023-01-28,66.22306
2023-01-29,64.86058
2023-01-30,86.62864
2023-01-31,80.60836
2023-02-01,81.8441
2023-02-02,78.54879
2023-02-03,77.78833
2023-02-04,59.85424
2023-02-05,63.94169
2023-02-06,85.77313
2023-02-07,83.33333
2023-02-08,76.61596
2023-02-09,76.42585
2023-02-10,76.61596
2023-02-11,63.68821
2023-02-12,64.38529
2023-02-13,85.70975
2023-02-14,76.07731
2023-02-15,78.77059
2023-02-16,91.47655
2023-02-17,85.20278
2023-02-18,70.97591
2023-02-19,63.11787
2023-02-20,80.9569
2023-02-21,75.0
2023-02-22,76.20405
2023-02-23,72.21166
2023-02-24,66.3498
2023-02-25,56.55893
2023-02-26,58.33333
2023-02-27,74.04942
2023-02-28,70.91254
2023-03-01,63.65652
2023-03-02,67.58555
2023-03-03,61.0583
2023-03-04,51.36248
2023-03-05,54.15082
2023-03-06,64.54372
2023-03-07,61.47021
2023-03-08,62.19898
2023-03-09,57.79467
2023-03-10,58.90367
2023-03-11,45.3422
2023-03-12,51.29911
2023-03-13,67.80735
2023-03-14,64.48035
2023-03-15,64.29024
2023-03-16,66.22306
2023-03-17,69.2332
2023-03-18,53.01013
2023-03-19,55.19645
2023-03-20,70.65906
2023-03-21,67.39543
2023-03-22,62.19898
2023-03-23,63.33967
2023-03-24,61.47021
2023-03-25,50.50697
2023-03-26,44.64512
2023-03-27,60.10773
2023-03-28,59.63244
2023-03-29,56.27376
2023-03-30,58.1749
2023-03-31,52.88339
2023-04-01,41.69835
2023-04-02,43.97972
2023-04-03,62.80101
2023-04-04,59.15716
2023-04-05,57.85804
2023-04-06,61.56527
2023-04-07,57.2877
2023-04-08,42.17363
2023-04-09,47.71863
2023-04-10,63.56147
2023-04-11,62.07224
2023-04-12,61.18504
2023-04-13,61.5019
2023-04-14,67.0152
2023-04-15,49.52471
2023-04-16,52.88339
2023-04-17,63.91001
2023-04-18,61.02661
2023-04-19,61.43852
2023-04-20,62.89607
2023-04-21,61.37515
2023-04-22,46.86311
2023-04-23,55.79847
2023-04-24,63.75158
2023-04-25,65.65272
2023-04-26,64.60709
2023-04-27,61.62864
2023-04-28,65.68441
2023-04-29,55.70342
2023-04-30,51.14068
2023-05-01,57.44613
2023-05-02,70.564
2023-05-03,61.69201
2023-05-04,61.56527
2023-05-05,51.67934
2023-05-06,58.52344
2023-05-07,47.52851
2023-05-08,69.55006
2023-05-09,64.16349
2023-05-10,63.27629
2023-05-11,64.48035
2023-05-12,61.91381
2023-05-13,50.22179
2023-05-14,54.43599
2023-05-15,68.66286
2023-05-16,65.08238
2023-05-17,64.82889
2023-05-18,64.22686
2023-05-19,67.49049
2023-05-20,48.06717
2023-05-21,55.22813
2023-05-22,71.26108
2023-05-23,74.52471
2023-05-24,64.10012
2023-05-25,66.85678
2023-05-26,66.3498
2023-05-27,51.99619
2023-05-28,51.48922
2023-05-29,59.47401
