date,금값시세1돈
2020-06-21,11.44465
2020-06-22,26.07879
2020-06-23,30.4878
2020-06-24,19.23076
2020-06-25,19.88742
2020-06-26,15.94746
2020-06-27,13.69606
2020-06-28,13.1332
2020-06-29,20.07504
2020-06-30,19.41838
2020-07-01,27.39212
2020-07-02,26.45403
2020-07-03,21.01313
2020-07-04,13.50844
2020-07-05,18.10506
2020-07-06,26.54784
2020-07-07,18.4803
2020-07-08,23.63977
2020-07-09,26.26641
2020-07-10,19.51219
2020-07-11,14.25891
2020-07-12,14.1651
2020-07-13,31.6135
2020-07-14,50.75046
2020-07-15,40.43151
2020-07-16,28.3302
2020-07-17,21.85741
2020-07-18,17.35459
2020-07-19,15.85365
2020-07-20,20.45028
2020-07-21,23.54596
2020-07-22,43.33958
2020-07-23,45.59099
2020-07-24,49.24953
2020-07-25,64.1651
2020-07-26,33.7711
2020-07-27,56.19136
2020-07-28,68.5741
2020-07-29,71.7636
2020-07-30,42.68292
2020-07-31,39.11819
2020-08-01,33.02063
2020-08-02,27.11069
2020-08-03,33.39587
2020-08-04,30.4878
2020-08-05,76.64165
2020-08-06,50.0938
2020-08-07,44.74671
2020-08-08,28.98686
2020-08-09,21.66979
2020-08-10,34.99061
2020-08-11,29.83114
2020-08-12,85.45966
2020-08-13,50.56285
2020-08-14,33.58348
2020-08-15,23.9212
2020-08-16,20.82551
2020-08-17,23.07692
2020-08-18,36.86679
2020-08-19,31.14446
2020-08-20,29.92495
2020-08-21,27.01688
2020-08-22,16.3227
2020-08-23,13.78986
2020-08-24,28.14258
2020-08-25,23.17073
2020-08-26,21.29455
2020-08-27,22.70168
2020-08-28,21.85741
2020-08-29,17.91744
2020-08-30,15.10318
2020-08-31,25.79737
2020-09-01,22.04502
2020-09-02,21.29455
2020-09-03,24.20262
2020-09-04,23.17073
2020-09-05,13.22701
2020-09-06,12.38273
2020-09-07,18.66791
2020-09-08,19.98123
2020-09-09,19.79362
2020-09-10,20.91932
2020-09-11,16.60412
2020-09-12,10.78799
2020-09-13,9.00562
2020-09-14,16.60412
2020-09-15,19.23076
2020-09-16,17.72983
2020-09-17,18.76172
2020-09-18,15.10318
2020-09-19,10.03752
2020-09-20,8.34896
2020-09-21,15.00938
2020-09-22,16.3227
2020-09-23,14.54033
2020-09-24,22.04502
2020-09-25,22.98311
2020-09-26,11.63227
2020-09-27,8.16135
2020-09-28,12.94559
2020-09-29,13.97748
2020-09-30,10.50656
2020-10-01,12.38273
2020-10-02,12.57035
2020-10-03,10.60037
2020-10-04,9.66228
2020-10-05,17.72983
2020-10-06,15.10318
2020-10-07,14.54033
2020-10-08,13.60225
2020-10-09,9.38086
2020-10-10,8.16135
2020-10-11,6.37898
2020-10-12,11.35084
2020-10-13,10.60037
2020-10-14,11.06941
2020-10-15,12.75797
2020-10-16,8.81801
2020-10-17,5.62851
2020-10-18,4.97185
2020-10-19,8.91181
2020-10-20,9.66228
2020-10-21,11.72607
2020-10-22,10.69418
2020-10-23,10.9756
2020-10-24,6.84803
2020-10-25,6.00375
2020-10-26,10.31894
2020-10-27,10.69418
2020-10-28,11.16322
2020-10-29,10.78799
2020-10-30,13.69606
2020-10-31,6.94183
2020-11-01,6.66041
2020-11-02,11.53846
2020-11-03,10.50656
2020-11-04,12.66416
2020-11-05,12.94559
2020-11-06,14.54033
2020-11-07,10.13133
2020-11-08,9.8499
2020-11-09,16.51031
2020-11-10,18.10506
2020-11-11,16.22889
2020-11-12,14.54033
2020-11-13,14.25891
2020-11-14,10.41275
2020-11-15,9.00562
2020-11-16,16.04127
2020-11-17,12.38273
2020-11-18,14.1651
2020-11-19,15.38461
2020-11-20,15.47842
2020-11-21,10.22514
2020-11-22,10.8818
2020-11-23,11.44465
2020-11-24,15.00938
2020-11-25,18.19887
2020-11-26,20.16885
2020-11-27,17.54221
2020-11-28,19.98123
2020-11-29,14.25891
2020-11-30,20.54409
2020-12-01,15.38461
2020-12-02,25.14071
2020-12-03,19.98123
2020-12-04,17.63602
2020-12-05,17.26078
2020-12-06,12.38273
2020-12-07,22.51407
2020-12-08,18.94934
2020-12-09,18.01125
2020-12-10,14.82176
2020-12-11,15.47842
2020-12-12,15.00938
2020-12-13,13.78986
2020-12-14,19.606
2020-12-15,16.41651
2020-12-16,17.35459
2020-12-17,19.69981
2020-12-18,21.10694
2020-12-19,12.28893
2020-12-20,13.69606
2020-12-21,20.54409
2020-12-22,18.38649
2020-12-23,13.78986
2020-12-24,13.60225
2020-12-25,13.60225
2020-12-26,13.78986
2020-12-27,11.72607
2020-12-28,16.88555
2020-12-29,19.98123
2020-12-30,16.22889
2020-12-31,14.91557
2021-01-01,16.41651
2021-01-02,12.94559
2021-01-03,19.41838
2021-01-04,23.63977
2021-01-05,24.29643
2021-01-06,20.54409
2021-01-07,18.5741
2021-01-08,16.79174
2021-01-09,14.82176
2021-01-10,14.35272
2021-01-11,17.82363
2021-01-12,17.91744
2021-01-13,15.94746
2021-01-14,19.04315
2021-01-15,17.35459
2021-01-16,12.57035
2021-01-17,18.10506
2021-01-18,19.23076
2021-01-19,18.85553
2021-01-20,20.7317
2021-01-21,20.16885
2021-01-22,17.91744
2021-01-23,15.47842
2021-01-24,14.91557
2021-01-25,19.13696
2021-01-26,19.79362
2021-01-27,18.94934
2021-01-28,16.60412
2021-01-29,16.69793
2021-01-30,11.44465
2021-01-31,10.60037
2021-02-01,19.13696
2021-02-02,21.66979
2021-02-03,20.63789
2021-02-04,17.54221
2021-02-05,16.51031
2021-02-06,10.9756
2021-02-07,10.50656
2021-02-08,14.82176
2021-02-09,18.5741
2021-02-10,16.60412
2021-02-11,11.25703
2021-02-12,11.72607
2021-02-13,11.81988
2021-02-14,12.47654
2021-02-15,17.54221
2021-02-16,22.23264
2021-02-17,21.29455
2021-02-18,20.63789
2021-02-19,46.34146
2021-02-20,26.07879
2021-02-21,17.72983
2021-02-22,24.95309
2021-02-23,24.57786
2021-02-24,18.85553
2021-02-25,17.91744
2021-02-26,17.72983
2021-02-27,12.19512
2021-02-28,14.1651
2021-03-01,14.54033
2021-03-02,21.57598
2021-03-03,21.95121
2021-03-04,26.45403
2021-03-05,19.51219
2021-03-06,21.95121
2021-03-07,22.79549
2021-03-08,23.82739
2021-03-09,17.4484
2021-03-10,15.75984
2021-03-11,24.015
2021-03-12,21.10694
2021-03-13,12.28893
2021-03-14,16.69793
2021-03-15,21.29455
2021-03-16,17.72983
2021-03-17,17.16697
2021-03-18,19.04315
2021-03-19,15.75984
2021-03-20,10.22514
2021-03-21,8.34896
2021-03-22,13.88367
2021-03-23,14.1651
2021-03-24,16.3227
2021-03-25,17.35459
2021-03-26,11.06941
2021-03-27,11.06941
2021-03-28,8.81801
2021-03-29,12.66416
2021-03-30,13.1332
2021-03-31,11.81988
2021-04-01,11.35084
2021-04-02,17.72983
2021-04-03,10.41275
2021-04-04,10.03752
2021-04-05,11.44465
2021-04-06,9.75609
2021-04-07,11.44465
2021-04-08,12.0075
2021-04-09,10.78799
2021-04-10,7.50469
2021-04-11,5.81613
2021-04-12,10.13133
2021-04-13,11.81988
2021-04-14,9.09943
2021-04-15,10.03752
2021-04-16,11.44465
2021-04-17,8.16135
2021-04-18,5.34709
2021-04-19,10.50656
2021-04-20,9.47467
2021-04-21,10.60037
2021-04-22,10.8818
2021-04-23,11.25703
2021-04-24,8.53658
2021-04-25,6.37898
2021-04-26,11.63227
2021-04-27,10.8818
2021-04-28,10.31894
2021-04-29,10.22514
2021-04-30,9.00562
2021-05-01,7.6923
2021-05-02,7.59849
2021-05-03,9.66228
2021-05-04,9.56848
2021-05-05,9.00562
2021-05-06,11.72607
2021-05-07,11.53846
2021-05-08,11.35084
2021-05-09,8.53658
2021-05-10,9.94371
2021-05-11,8.44277
2021-05-12,13.32082
2021-05-13,11.53846
2021-05-14,10.03752
2021-05-15,8.91181
2021-05-16,7.12945
2021-05-17,14.82176
2021-05-18,15.2908
2021-05-19,24.015
2021-05-20,19.41838
2021-05-21,16.69793
2021-05-22,10.41275
2021-05-23,11.44465
2021-05-24,18.38649
2021-05-25,13.03939
2021-05-26,12.28893
2021-05-27,12.57035
2021-05-28,11.16322
2021-05-29,9.28705
2021-05-30,11.06941
2021-05-31,17.54221
2021-06-01,13.50844
2021-06-02,12.47654
2021-06-03,11.53846
2021-06-04,13.50844
2021-06-05,6.94183
2021-06-06,7.03564
2021-06-07,10.41275
2021-06-08,10.78799
2021-06-09,10.13133
2021-06-10,9.94371
2021-06-11,9.19324
2021-06-12,7.31707
2021-06-13,6.84803
2021-06-14,11.16322
2021-06-15,10.41275
2021-06-16,11.16322
2021-06-17,10.13133
2021-06-18,8.16135
2021-06-19,7.97373
2021-06-20,6.37898
2021-06-21,9.00562
2021-06-22,9.00562
2021-06-23,10.03752
2021-06-24,12.66416
2021-06-25,11.25703
2021-06-26,6.47279
2021-06-27,5.06566
2021-06-28,8.81801
2021-06-29,11.72607
2021-06-30,9.75609
2021-07-01,10.31894
2021-07-02,7.50469
2021-07-03,8.81801
2021-07-04,9.09943
2021-07-05,12.94559
2021-07-06,10.69418
2021-07-07,8.91181
2021-07-08,7.87992
2021-07-09,9.09943
2021-07-10,7.59849
2021-07-11,10.8818
2021-07-12,11.81988
2021-07-13,9.09943
2021-07-14,8.81801
2021-07-15,10.22514
2021-07-16,9.19324
2021-07-17,8.7242
2021-07-18,10.69418
2021-07-19,9.94371
2021-07-20,9.09943
2021-07-21,9.8499
2021-07-22,9.00562
2021-07-23,8.53658
2021-07-24,7.22326
2021-07-25,7.50469
2021-07-26,8.25515
2021-07-27,6.94183
2021-07-28,7.59849
2021-07-29,7.41088
2021-07-30,9.56848
2021-07-31,8.63039
2021-08-01,7.50469
2021-08-02,8.16135
2021-08-03,9.94371
2021-08-04,6.47279
2021-08-05,10.22514
2021-08-06,9.38086
2021-08-07,11.53846
2021-08-08,8.25515
2021-08-09,10.9756
2021-08-10,10.50656
2021-08-11,12.10131
2021-08-12,16.04127
2021-08-13,11.72607
2021-08-14,10.22514
2021-08-15,8.16135
2021-08-16,10.13133
2021-08-17,10.41275
2021-08-18,10.22514
2021-08-19,12.0075
2021-08-20,11.35084
2021-08-21,11.35084
2021-08-22,8.25515
2021-08-23,12.47654
2021-08-24,7.59849
2021-08-25,9.38086
2021-08-26,9.8499
2021-08-27,9.00562
2021-08-28,8.53658
2021-08-29,10.50656
2021-08-30,10.31894
2021-08-31,10.03752
2021-09-01,8.63039
2021-09-02,9.56848
2021-09-03,10.03752
2021-09-04,9.19324
2021-09-05,5.72232
2021-09-06,11.53846
2021-09-07,8.34896
2021-09-08,8.34896
2021-09-09,10.69418
2021-09-10,9.38086
2021-09-11,5.5347
2021-09-12,6.37898
2021-09-13,7.97373
2021-09-14,8.06754
2021-09-15,9.09943
2021-09-16,8.16135
2021-09-17,7.03564
2021-09-18,7.22326
2021-09-19,6.09756
2021-09-20,5.72232
2021-09-21,8.53658
2021-09-22,6.66041
2021-09-23,10.50656
2021-09-24,8.25515
2021-09-25,9.19324
2021-09-26,8.81801
2021-09-27,9.09943
2021-09-28,11.72607
2021-09-29,7.97373
2021-09-30,9.28705
2021-10-01,6.94183
2021-10-02,7.78611
2021-10-03,7.97373
2021-10-04,10.22514
2021-10-05,12.38273
2021-10-06,8.91181
2021-10-07,10.9756
2021-10-08,8.91181
2021-10-09,8.34896
2021-10-10,7.03564
2021-10-11,7.59849
2021-10-12,11.16322
2021-10-13,9.75609
2021-10-14,10.50656
2021-10-15,9.8499
2021-10-16,7.97373
2021-10-17,7.59849
2021-10-18,8.06754
2021-10-19,7.22326
2021-10-20,7.78611
2021-10-21,8.06754
2021-10-22,5.81613
2021-10-23,7.6923
2021-10-24,9.00562
2021-10-25,11.53846
2021-10-26,9.75609
2021-10-27,9.38086
2021-10-28,5.90994
2021-10-29,8.7242
2021-10-30,5.81613
2021-10-31,6.66041
2021-11-01,7.12945
2021-11-02,9.00562
2021-11-03,7.22326
2021-11-04,7.87992
2021-11-05,5.34709
2021-11-06,6.66041
2021-11-07,5.15947
2021-11-08,7.59849
2021-11-09,7.03564
2021-11-10,8.53658
2021-11-11,10.13133
2021-11-12,9.66228
2021-11-13,8.25515
2021-11-14,7.22326
2021-11-15,10.22514
2021-11-16,12.57035
2021-11-17,11.44465
2021-11-18,11.35084
2021-11-19,9.66228
2021-11-20,10.13133
2021-11-21,9.09943
2021-11-22,9.00562
2021-11-23,9.09943
2021-11-24,8.53658
2021-11-25,10.50656
2021-11-26,10.78799
2021-11-27,8.91181
2021-11-28,10.31894
2021-11-29,11.06941
2021-11-30,10.31894
2021-12-01,9.56848
2021-12-02,9.28705
2021-12-03,10.50656
2021-12-04,8.81801
2021-12-05,7.22326
2021-12-06,9.19324
2021-12-07,7.97373
2021-12-08,10.50656
2021-12-09,8.06754
2021-12-10,7.97373
2021-12-11,8.25515
2021-12-12,6.66041
2021-12-13,8.53658
2021-12-14,9.66228
2021-12-15,8.53658
2021-12-16,8.34896
2021-12-17,8.16135
2021-12-18,7.03564
2021-12-19,8.53658
2021-12-20,8.44277
2021-12-21,7.78611
2021-12-22,7.87992
2021-12-23,9.09943
2021-12-24,7.22326
2021-12-25,7.41088
2021-12-26,6.94183
2021-12-27,6.94183
2021-12-28,8.16135
2021-12-29,7.59849
2021-12-30,9.66228
2021-12-31,15.19699
2022-01-01,13.69606
2022-01-02,11.72607
2022-01-03,10.8818
2022-01-04,8.25515
2022-01-05,10.50656
2022-01-06,13.03939
2022-01-07,9.8499
2022-01-08,9.47467
2022-01-09,9.75609
2022-01-10,9.09943
2022-01-11,11.91369
2022-01-12,10.60037
2022-01-13,9.38086
2022-01-14,7.97373
2022-01-15,8.34896
2022-01-16,9.66228
2022-01-17,10.69418
2022-01-18,9.47467
2022-01-19,9.56848
2022-01-20,10.31894
2022-01-21,11.53846
2022-01-22,9.75609
2022-01-23,12.66416
2022-01-24,13.41463
2022-01-25,12.19512
2022-01-26,14.25891
2022-01-27,10.60037
2022-01-28,10.03752
2022-01-29,8.53658
2022-01-30,8.7242
2022-01-31,5.81613
2022-02-01,10.13133
2022-02-02,9.66228
2022-02-03,11.53846
2022-02-04,9.28705
2022-02-05,7.22326
2022-02-06,8.06754
2022-02-07,9.94371
2022-02-08,12.75797
2022-02-09,10.8818
2022-02-10,12.0075
2022-02-11,10.78799
2022-02-12,10.31894
2022-02-13,9.09943
2022-02-14,12.38273
2022-02-15,25.51594
2022-02-16,15.57223
2022-02-17,12.94559
2022-02-18,15.38461
2022-02-19,12.75797
2022-02-20,9.66228
2022-02-21,17.35459
2022-02-22,18.85553
2022-02-23,17.54221
2022-02-24,41.18198
2022-02-25,22.32645
2022-02-26,14.72795
2022-02-27,17.72983
2022-02-28,19.23076
2022-03-01,14.35272
2022-03-02,17.82363
2022-03-03,14.72795
2022-03-04,14.35272
2022-03-05,13.97748
2022-03-06,27.57973
2022-03-07,23.17073
2022-03-08,26.1726
2022-03-09,17.63602
2022-03-10,19.13696
2022-03-11,18.76172
2022-03-12,13.50844
2022-03-13,14.54033
2022-03-14,13.32082
2022-03-15,15.2908
2022-03-16,13.32082
2022-03-17,14.25891
2022-03-18,11.63227
2022-03-19,10.03752
2022-03-20,6.37898
2022-03-21,10.69418
2022-03-22,10.9756
2022-03-23,9.75609
2022-03-24,11.53846
2022-03-25,11.81988
2022-03-26,9.47467
2022-03-27,7.87992
2022-03-28,8.91181
2022-03-29,9.94371
2022-03-30,10.22514
2022-03-31,9.94371
2022-04-01,10.31894
2022-04-02,7.31707
2022-04-03,7.41088
2022-04-04,10.50656
2022-04-05,10.13133
2022-04-06,9.94371
2022-04-07,7.50469
2022-04-08,8.91181
2022-04-09,6.75422
2022-04-10,6.5666
2022-04-11,10.9756
2022-04-12,9.56848
2022-04-13,10.8818
2022-04-14,8.63039
2022-04-15,9.94371
2022-04-16,6.28517
2022-04-17,6.66041
2022-04-18,8.63039
2022-04-19,9.19324
2022-04-20,10.22514
2022-04-21,11.35084
2022-04-22,8.16135
2022-04-23,7.12945
2022-04-24,6.94183
2022-04-25,9.66228
2022-04-26,10.60037
2022-04-27,9.47467
2022-04-28,8.91181
2022-04-29,5.90994
2022-04-30,9.56848
2022-05-01,8.91181
2022-05-02,10.03752
2022-05-03,8.44277
2022-05-04,9.8499
2022-05-05,9.47467
2022-05-06,7.50469
2022-05-07,7.6923
2022-05-08,6.37898
2022-05-09,7.6923
2022-05-10,10.50656
2022-05-11,10.03752
2022-05-12,9.56848
2022-05-13,9.38086
2022-05-14,7.78611
2022-05-15,7.59849
2022-05-16,10.03752
2022-05-17,8.25515
2022-05-18,9.56848
2022-05-19,8.44277
2022-05-20,9.8499
2022-05-21,8.06754
2022-05-22,7.22326
2022-05-23,6.47279
2022-05-24,8.06754
2022-05-25,7.41088
2022-05-26,10.78799
2022-05-27,9.00562
2022-05-28,6.28517
2022-05-29,5.5347
2022-05-30,7.6923
2022-05-31,9.38086
2022-06-01,7.50469
2022-06-02,7.41088
2022-06-03,6.5666
2022-06-04,7.12945
2022-06-05,7.22326
2022-06-06,7.59849
2022-06-07,9.09943
2022-06-08,8.16135
2022-06-09,8.63039
2022-06-10,7.6923
2022-06-11,7.78611
2022-06-12,7.97373
2022-06-13,12.57035
2022-06-14,13.1332
2022-06-15,15.2908
2022-06-16,11.72607
2022-06-17,12.85178
2022-06-18,9.94371
2022-06-19,11.06941
2022-06-20,11.72607
2022-06-21,9.94371
2022-06-22,11.06941
2022-06-23,15.2908
2022-06-24,11.81988
2022-06-25,10.50656
2022-06-26,7.78611
2022-06-27,10.60037
2022-06-28,10.50656
2022-06-29,10.13133
2022-06-30,6.75422
2022-07-01,9.19324
2022-07-02,9.8499
2022-07-03,7.97373
2022-07-04,12.19512
2022-07-05,9.00562
2022-07-06,15.75984
2022-07-07,12.66416
2022-07-08,10.41275
2022-07-09,9.8499
2022-07-10,9.75609
2022-07-11,10.9756
2022-07-12,12.75797
2022-07-13,13.78986
2022-07-14,10.31894
2022-07-15,10.8818
2022-07-16,10.69418
2022-07-17,12.0075
2022-07-18,10.69418
2022-07-19,13.78986
2022-07-20,13.32082
2022-07-21,12.19512
2022-07-22,12.0075
2022-07-23,12.38273
2022-07-24,11.72607
2022-07-25,19.23076
2022-07-26,18.4803
2022-07-27,11.44465
2022-07-28,11.72607
2022-07-29,9.28705
2022-07-30,9.75609
2022-07-31,7.78611
2022-08-01,10.9756
2022-08-02,11.53846
2022-08-03,9.56848
2022-08-04,11.06941
2022-08-05,9.09943
2022-08-06,9.19324
2022-08-07,8.16135
2022-08-08,7.41088
2022-08-09,8.81801
2022-08-10,9.8499
2022-08-11,9.19324
2022-08-12,7.22326
2022-08-13,9.75609
2022-08-14,8.34896
2022-08-15,7.41088
2022-08-16,8.91181
2022-08-17,7.78611
2022-08-18,8.44277
2022-08-19,7.12945
2022-08-20,9.56848
2022-08-21,7.03564
2022-08-22,8.34896
2022-08-23,11.81988
2022-08-24,9.28705
2022-08-25,10.69418
2022-08-26,9.09943
2022-08-27,9.47467
2022-08-28,6.37898
2022-08-29,9.19324
2022-08-30,9.00562
2022-08-31,9.00562
2022-09-01,12.19512
2022-09-02,10.41275
2022-09-03,8.44277
2022-09-04,12.19512
2022-09-05,9.09943
2022-09-06,7.78611
2022-09-07,11.35084
2022-09-08,6.28517
2022-09-09,7.87992
2022-09-10,8.7242
2022-09-11,8.44277
2022-09-12,13.41463
2022-09-13,12.94559
2022-09-14,11.63227
2022-09-15,11.06941
2022-09-16,9.19324
2022-09-17,8.91181
2022-09-18,8.63039
2022-09-19,7.78611
2022-09-20,15.10318
2022-09-21,21.10694
2022-09-22,13.60225
2022-09-23,7.41088
2022-09-24,12.47654
2022-09-25,8.16135
2022-09-26,15.75984
2022-09-27,12.38273
2022-09-28,12.38273
2022-09-29,10.50656
2022-09-30,8.53658
2022-10-01,8.7242
2022-10-02,10.31894
2022-10-03,7.22326
2022-10-04,11.35084
2022-10-05,8.7242
2022-10-06,7.6923
2022-10-07,8.53658
2022-10-08,7.12945
2022-10-09,7.03564
2022-10-10,6.19136
2022-10-11,22.51407
2022-10-12,27.86116
2022-10-13,14.35272
2022-10-14,11.81988
2022-10-15,10.69418
2022-10-16,7.12945
2022-10-17,8.81801
2022-10-18,8.44277
2022-10-19,8.44277
2022-10-20,7.59849
2022-10-21,7.59849
2022-10-22,6.19136
2022-10-23,4.87804
2022-10-24,8.63039
2022-10-25,8.91181
2022-10-26,7.22326
2022-10-27,9.09943
2022-10-28,6.66041
2022-10-29,6.47279
2022-10-30,4.12757
2022-10-31,6.94183
2022-11-01,8.44277
2022-11-02,8.25515
2022-11-03,7.59849
2022-11-04,8.91181
2022-11-05,4.97185
2022-11-06,6.84803
2022-11-07,6.75422
2022-11-08,8.16135
2022-11-09,8.91181
2022-11-10,6.84803
2022-11-11,6.09756
2022-11-12,6.00375
2022-11-13,4.87804
2022-11-14,8.81801
2022-11-15,6.19136
2022-11-16,5.5347
2022-11-17,3.93996
2022-11-18,5.06566
2022-11-19,4.78424
2022-11-20,5.90994
2022-11-21,6.09756
2022-11-22,6.47279
2022-11-23,4.87804
2022-11-24,5.90994
2022-11-25,3.84615
2022-11-26,3.84615
2022-11-27,5.81613
2022-11-28,5.4409
2022-11-29,5.25328
2022-11-30,7.50469
2022-12-01,8.63039
2022-12-02,5.90994
2022-12-03,6.28517
2022-12-04,4.97185
2022-12-05,6.5666
2022-12-06,5.62851
2022-12-07,6.75422
2022-12-08,6.28517
2022-12-09,5.4409
2022-12-10,5.62851
2022-12-11,4.59662
2022-12-12,9.09943
2022-12-13,7.78611
2022-12-14,8.06754
2022-12-15,7.03564
2022-12-16,6.66041
2022-12-17,5.5347
2022-12-18,7.41088
2022-12-19,7.03564
2022-12-20,6.66041
2022-12-21,7.12945
2022-12-22,9.66228
2022-12-23,6.84803
2022-12-24,7.03564
2022-12-25,5.34709
2022-12-26,8.63039
2022-12-27,9.56848
2022-12-28,8.91181
2022-12-29,7.6923
2022-12-30,7.03564
2022-12-31,6.28517
2023-01-01,6.84803
2023-01-02,10.03752
2023-01-03,9.75609
2023-01-04,23.45215
2023-01-05,18.29268
2023-01-06,10.13133
2023-01-07,15.75984
2023-01-08,10.31894
2023-01-09,9.75609
2023-01-10,17.4484
2023-01-11,20.63789
2023-01-12,12.94559
2023-01-13,10.60037
2023-01-14,9.00562
2023-01-15,8.34896
2023-01-16,8.7242
2023-01-17,9.28705
2023-01-18,10.60037
2023-01-19,9.28705
2023-01-20,7.41088
2023-01-21,7.78611
2023-01-22,8.25515
2023-01-23,7.22326
2023-01-24,7.50469
2023-01-25,8.34896
2023-01-26,11.63227
2023-01-27,18.66791
2023-01-28,12.57035
2023-01-29,10.03752
2023-01-30,8.16135
2023-01-31,9.00562
2023-02-01,8.06754
2023-02-02,11.44465
2023-02-03,7.03564
2023-02-04,9.28705
2023-02-05,6.84803
2023-02-06,8.44277
2023-02-07,9.94371
2023-02-08,7.31707
2023-02-09,6.37898
2023-02-10,8.34896
2023-02-11,6.19136
2023-02-12,6.37898
2023-02-13,7.41088
2023-02-14,7.12945
2023-02-15,5.81613
2023-02-16,6.00375
2023-02-17,7.41088
2023-02-18,8.34896
2023-02-19,6.66041
2023-02-20,7.31707
2023-02-21,6.37898
2023-02-22,9.8499
2023-02-23,6.75422
2023-02-24,5.25328
2023-02-25,7.41088
2023-02-26,6.66041
2023-02-27,7.59849
2023-02-28,7.22326
2023-03-01,7.78611
2023-03-02,7.22326
2023-03-03,6.28517
2023-03-04,5.4409
2023-03-05,6.66041
2023-03-06,7.22326
2023-03-07,5.81613
2023-03-08,8.7242
2023-03-09,6.75422
2023-03-10,7.22326
2023-03-11,8.16135
2023-03-12,3.84615
2023-03-13,7.78611
2023-03-14,10.22514
2023-03-15,7.50469
2023-03-16,11.35084
2023-03-17,9.19324
2023-03-18,8.53658
2023-03-19,7.03564
2023-03-20,12.66416
2023-03-21,16.41651
2023-03-22,15.47842
2023-03-23,17.72983
2023-03-24,16.60412
2023-03-25,13.97748
2023-03-26,10.41275
2023-03-27,10.69418
2023-03-28,14.07129
2023-03-29,13.50844
2023-03-30,15.38461
2023-03-31,13.22701
2023-04-01,10.50656
2023-04-02,8.81801
2023-04-03,13.60225
2023-04-04,12.28893
2023-04-05,20.7317
2023-04-06,37.14821
2023-04-07,21.7636
2023-04-08,11.53846
2023-04-09,27.48592
2023-04-10,22.98311
2023-04-11,16.22889
2023-04-12,19.51219
2023-04-13,16.51031
2023-04-14,21.29455
2023-04-15,18.5741
2023-04-16,13.69606
2023-04-17,17.82363
2023-04-18,16.13508
2023-04-19,16.3227
2023-04-20,19.04315
2023-04-21,13.41463
2023-04-22,10.31894
2023-04-23,7.6923
2023-04-24,12.0075
2023-04-25,10.13133
2023-04-26,7.78611
2023-04-27,8.63039
2023-04-28,8.91181
2023-04-29,6.75422
2023-04-30,8.06754
2023-05-01,6.94183
2023-05-02,9.66228
2023-05-03,9.28705
2023-05-04,11.06941
2023-05-05,11.72607
2023-05-06,10.8818
2023-05-07,8.91181
2023-05-08,13.41463
2023-05-09,9.56848
2023-05-10,8.81801
2023-05-11,11.06941
2023-05-12,9.66228
2023-05-13,7.50469
2023-05-14,5.81613
2023-05-15,9.38086
2023-05-16,8.63039
2023-05-17,7.87992
2023-05-18,7.41088
2023-05-19,6.75422
2023-05-20,7.50469
2023-05-21,6.66041
2023-05-22,8.16135
2023-05-23,9.56848
2023-05-24,8.7242
2023-05-25,8.81801
2023-05-26,4.69043
2023-05-27,6.19136
2023-05-28,7.31707
