date,세제혜택
2020-06-21,19.78021
2020-06-22,31.13553
2020-06-23,39.56043
2020-06-24,35.16483
2020-06-25,38.46153
2020-06-26,26.73992
2020-06-27,16.48351
2020-06-28,16.84981
2020-06-29,27.10622
2020-06-30,35.16483
2020-07-01,23.07692
2020-07-02,25.64102
2020-07-03,27.83882
2020-07-04,11.72161
2020-07-05,15.75091
2020-07-06,38.46153
2020-07-07,47.61904
2020-07-08,35.89743
2020-07-09,46.52014
2020-07-10,54.21245
2020-07-11,21.61172
2020-07-12,29.30402
2020-07-13,50.18315
2020-07-14,44.32234
2020-07-15,36.99633
2020-07-16,40.29304
2020-07-17,25.27472
2020-07-18,19.78021
2020-07-19,21.97802
2020-07-20,38.09523
2020-07-21,39.19413
2020-07-22,29.30402
2020-07-23,39.56043
2020-07-24,35.16483
2020-07-25,28.93772
2020-07-26,21.61172
2020-07-27,32.60073
2020-07-28,39.56043
2020-07-29,46.15384
2020-07-30,35.53113
2020-07-31,36.99633
2020-08-01,19.41391
2020-08-02,21.61172
2020-08-03,27.10622
2020-08-04,30.76923
2020-08-05,34.43223
2020-08-06,33.33333
2020-08-07,33.33333
2020-08-08,13.91941
2020-08-09,16.11721
2020-08-10,35.16483
2020-08-11,33.69963
2020-08-12,30.76923
2020-08-13,22.71062
2020-08-14,22.34432
2020-08-15,10.62271
2020-08-16,9.5238
2020-08-17,15.38461
2020-08-18,32.60073
2020-08-19,35.89743
2020-08-20,24.17582
2020-08-21,22.71062
2020-08-22,10.62271
2020-08-23,13.55311
2020-08-24,27.47252
2020-08-25,32.23443
2020-08-26,21.24542
2020-08-27,31.13553
2020-08-28,21.24542
2020-08-29,13.91941
2020-08-30,13.55311
2020-08-31,32.23443
2020-09-01,30.76923
2020-09-02,32.23443
2020-09-03,49.81684
2020-09-04,45.78754
2020-09-05,19.78021
2020-09-06,21.24542
2020-09-07,32.60073
2020-09-08,32.96703
2020-09-09,85.71428
2020-09-10,68.49816
2020-09-11,32.23443
2020-09-12,14.28571
2020-09-13,15.38461
2020-09-14,43.22344
2020-09-15,33.69963
2020-09-16,31.50183
2020-09-17,33.69963
2020-09-18,22.34432
2020-09-19,13.91941
2020-09-20,17.21611
2020-09-21,30.03663
2020-09-22,38.82783
2020-09-23,31.50183
2020-09-24,31.50183
2020-09-25,32.60073
2020-09-26,16.48351
2020-09-27,23.07692
2020-09-28,30.03663
2020-09-29,30.76923
2020-09-30,22.71062
2020-10-01,16.84981
2020-10-02,17.21611
2020-10-03,16.48351
2020-10-04,28.93772
2020-10-05,36.99633
2020-10-06,33.69963
2020-10-07,34.43223
2020-10-08,32.96703
2020-10-09,31.50183
2020-10-10,27.47252
2020-10-11,32.60073
2020-10-12,43.95604
2020-10-13,43.95604
2020-10-14,39.92673
2020-10-15,41.02564
2020-10-16,39.19413
2020-10-17,35.16483
2020-10-18,46.52014
2020-10-19,52.74725
2020-10-20,46.88644
2020-10-21,56.04395
2020-10-22,43.58974
2020-10-23,34.06593
2020-10-24,21.61172
2020-10-25,30.76923
2020-10-26,42.12454
2020-10-27,36.63003
2020-10-28,39.92673
2020-10-29,37.72893
2020-10-30,26.73992
2020-10-31,15.01831
2020-11-01,25.64102
2020-11-02,34.79853
2020-11-03,38.82783
2020-11-04,38.46153
2020-11-05,32.96703
2020-11-06,23.80952
2020-11-07,16.11721
2020-11-08,21.97802
2020-11-09,35.16483
2020-11-10,39.56043
2020-11-11,30.76923
2020-11-12,27.10622
2020-11-13,29.67032
2020-11-14,15.75091
2020-11-15,30.03663
2020-11-16,32.96703
2020-11-17,35.53113
2020-11-18,34.79853
2020-11-19,29.30402
2020-11-20,29.30402
2020-11-21,22.34432
2020-11-22,25.27472
2020-11-23,38.46153
2020-11-24,31.13553
2020-11-25,32.23443
2020-11-26,42.49084
2020-11-27,36.26373
2020-11-28,17.94871
2020-11-29,30.03663
2020-11-30,42.85714
2020-12-01,38.09523
2020-12-02,41.75824
2020-12-03,38.09523
2020-12-04,33.33333
2020-12-05,26.73992
2020-12-06,33.33333
2020-12-07,44.32234
2020-12-08,54.94505
2020-12-09,45.05494
2020-12-10,49.08424
2020-12-11,36.26373
2020-12-12,34.79853
2020-12-13,33.69963
2020-12-14,55.67765
2020-12-15,48.71794
2020-12-16,58.97435
2020-12-17,78.02197
2020-12-18,51.28205
2020-12-19,28.20512
2020-12-20,30.76923
2020-12-21,43.95604
2020-12-22,45.05494
2020-12-23,41.75824
2020-12-24,29.30402
2020-12-25,15.75091
2020-12-26,13.55311
2020-12-27,19.78021
2020-12-28,34.43223
2020-12-29,40.65934
2020-12-30,36.26373
2020-12-31,21.97802
2021-01-01,14.65201
2021-01-02,16.84981
2021-01-03,19.78021
2021-01-04,28.93772
2021-01-05,37.36263
2021-01-06,35.53113
2021-01-07,35.53113
2021-01-08,28.20512
2021-01-09,14.65201
2021-01-10,19.78021
2021-01-11,30.40293
2021-01-12,28.93772
2021-01-13,38.46153
2021-01-14,44.32234
2021-01-15,39.56043
2021-01-16,19.41391
2021-01-17,15.75091
2021-01-18,38.82783
2021-01-19,36.26373
2021-01-20,42.12454
2021-01-21,35.16483
2021-01-22,34.43223
2021-01-23,18.31501
2021-01-24,16.84981
2021-01-25,35.16483
2021-01-26,40.65934
2021-01-27,34.79853
2021-01-28,38.82783
2021-01-29,37.36263
2021-01-30,16.48351
2021-01-31,21.97802
2021-02-01,35.53113
2021-02-02,32.60073
2021-02-03,38.46153
2021-02-04,37.72893
2021-02-05,37.36263
2021-02-06,19.78021
2021-02-07,16.84981
2021-02-08,29.67032
2021-02-09,27.47252
2021-02-10,26.00732
2021-02-11,13.18681
2021-02-12,11.35531
2021-02-13,9.8901
2021-02-14,14.65201
2021-02-15,33.69963
2021-02-16,35.53113
2021-02-17,32.60073
2021-02-18,37.36263
2021-02-19,27.10622
2021-02-20,17.21611
2021-02-21,15.38461
2021-02-22,30.76923
2021-02-23,30.03663
2021-02-24,28.57142
2021-02-25,29.67032
2021-02-26,24.54212
2021-02-27,14.65201
2021-02-28,10.62271
2021-03-01,8.7912
2021-03-02,24.90842
2021-03-03,33.69963
2021-03-04,29.67032
2021-03-05,22.71062
2021-03-06,13.55311
2021-03-07,14.28571
2021-03-08,28.20512
2021-03-09,30.40293
2021-03-10,33.33333
2021-03-11,31.50183
2021-03-12,25.64102
2021-03-13,14.28571
2021-03-14,10.25641
2021-03-15,30.40293
2021-03-16,32.23443
2021-03-17,26.00732
2021-03-18,32.23443
2021-03-19,27.47252
2021-03-20,16.11721
2021-03-21,12.45421
2021-03-22,27.10622
2021-03-23,31.50183
2021-03-24,26.37362
2021-03-25,30.76923
2021-03-26,35.53113
2021-03-27,15.01831
2021-03-28,12.08791
2021-03-29,26.73992
2021-03-30,29.30402
2021-03-31,34.06593
2021-04-01,27.10622
2021-04-02,27.47252
2021-04-03,13.18681
2021-04-04,19.78021
2021-04-05,33.69963
2021-04-06,32.60073
2021-04-07,38.09523
2021-04-08,34.79853
2021-04-09,25.64102
2021-04-10,16.84981
2021-04-11,18.68131
2021-04-12,32.23443
2021-04-13,36.26373
2021-04-14,34.43223
2021-04-15,41.75824
2021-04-16,31.50183
2021-04-17,20.51282
2021-04-18,24.54212
2021-04-19,36.99633
2021-04-20,35.53113
2021-04-21,27.83882
2021-04-22,35.53113
2021-04-23,30.76923
2021-04-24,12.82051
2021-04-25,24.54212
2021-04-26,31.86813
2021-04-27,35.16483
2021-04-28,29.30402
2021-04-29,31.50183
2021-04-30,20.87912
2021-05-01,12.45421
2021-05-02,14.28571
2021-05-03,36.63003
2021-05-04,33.33333
2021-05-05,15.01831
2021-05-06,31.50183
2021-05-07,24.90842
2021-05-08,13.55311
2021-05-09,15.01831
2021-05-10,26.00732
2021-05-11,32.60073
2021-05-12,36.63003
2021-05-13,26.73992
2021-05-14,37.36263
2021-05-15,14.65201
2021-05-16,17.58241
2021-05-17,40.29304
2021-05-18,32.60073
2021-05-19,15.01831
2021-05-20,35.16483
2021-05-21,26.73992
2021-05-22,13.55311
2021-05-23,17.94871
2021-05-24,34.06593
2021-05-25,33.69963
2021-05-26,44.68864
2021-05-27,36.26373
2021-05-28,34.79853
2021-05-29,14.65201
2021-05-30,21.61172
2021-05-31,38.82783
2021-06-01,31.86813
2021-06-02,31.13553
2021-06-03,38.82783
2021-06-04,31.50183
2021-06-05,17.21611
2021-06-06,16.11721
2021-06-07,39.92673
2021-06-08,40.65934
2021-06-09,45.78754
2021-06-10,37.72893
2021-06-11,34.06593
2021-06-12,20.87912
2021-06-13,24.90842
2021-06-14,37.72893
2021-06-15,43.95604
2021-06-16,36.26373
2021-06-17,33.69963
2021-06-18,28.57142
2021-06-19,25.64102
2021-06-20,30.40293
2021-06-21,31.86813
2021-06-22,41.75824
2021-06-23,37.36263
2021-06-24,33.69963
2021-06-25,31.13553
2021-06-26,23.80952
2021-06-27,24.54212
2021-06-28,45.05494
2021-06-29,45.05494
2021-06-30,43.58974
2021-07-01,40.65934
2021-07-02,34.43223
2021-07-03,19.41391
2021-07-04,30.76923
2021-07-05,29.67032
2021-07-06,32.60073
2021-07-07,32.23443
2021-07-08,35.89743
2021-07-09,26.37362
2021-07-10,14.28571
2021-07-11,12.82051
2021-07-12,28.57142
2021-07-13,33.69963
2021-07-14,28.20512
2021-07-15,30.40293
2021-07-16,23.44322
2021-07-17,9.8901
2021-07-18,14.65201
2021-07-19,25.27472
2021-07-20,26.00732
2021-07-21,30.03663
2021-07-22,17.58241
2021-07-23,30.03663
2021-07-24,13.55311
2021-07-25,9.5238
2021-07-26,34.43223
2021-07-27,32.96703
2021-07-28,26.00732
2021-07-29,31.50183
2021-07-30,26.00732
2021-07-31,11.72161
2021-08-01,13.91941
2021-08-02,24.17582
2021-08-03,24.54212
2021-08-04,20.14652
2021-08-05,29.67032
2021-08-06,23.07692
2021-08-07,11.72161
2021-08-08,15.01831
2021-08-09,25.64102
2021-08-10,32.96703
2021-08-11,32.23443
2021-08-12,37.72893
2021-08-13,27.47252
2021-08-14,13.18681
2021-08-15,12.08791
2021-08-16,20.14652
2021-08-17,27.47252
2021-08-18,32.23443
2021-08-19,34.06593
2021-08-20,33.33333
2021-08-21,13.91941
2021-08-22,9.8901
2021-08-23,26.37362
2021-08-24,28.93772
2021-08-25,32.23443
2021-08-26,28.57142
2021-08-27,24.90842
2021-08-28,17.58241
2021-08-29,15.75091
2021-08-30,30.40293
2021-08-31,31.50183
2021-09-01,37.72893
2021-09-02,27.10622
2021-09-03,31.50183
2021-09-04,17.94871
2021-09-05,20.14652
2021-09-06,31.50183
2021-09-07,36.63003
2021-09-08,28.93772
2021-09-09,35.16483
2021-09-10,31.50183
2021-09-11,19.41391
2021-09-12,24.54212
2021-09-13,34.06593
2021-09-14,33.33333
2021-09-15,33.69963
2021-09-16,32.96703
2021-09-17,25.27472
2021-09-18,20.51282
2021-09-19,21.61172
2021-09-20,26.73992
2021-09-21,26.73992
2021-09-22,38.46153
2021-09-23,43.22344
2021-09-24,31.86813
2021-09-25,25.64102
2021-09-26,33.69963
2021-09-27,36.63003
2021-09-28,43.22344
2021-09-29,53.47985
2021-09-30,45.78754
2021-10-01,35.89743
2021-10-02,28.93772
2021-10-03,43.58974
2021-10-04,47.61904
2021-10-05,49.45054
2021-10-06,54.21245
2021-10-07,41.75824
2021-10-08,36.99633
2021-10-09,27.47252
2021-10-10,31.86813
2021-10-11,34.06593
2021-10-12,43.22344
2021-10-13,41.75824
2021-10-14,43.22344
2021-10-15,32.60073
2021-10-16,31.86813
2021-10-17,34.79853
2021-10-18,37.72893
2021-10-19,43.58974
2021-10-20,43.22344
2021-10-21,35.16483
2021-10-22,32.96703
2021-10-23,14.28571
2021-10-24,29.30402
2021-10-25,45.78754
2021-10-26,41.39194
2021-10-27,34.79853
2021-10-28,36.26373
2021-10-29,26.00732
2021-10-30,13.18681
2021-10-31,22.34432
2021-11-01,32.96703
2021-11-02,33.33333
2021-11-03,32.96703
2021-11-04,30.03663
2021-11-05,27.47252
2021-11-06,21.61172
2021-11-07,25.64102
2021-11-08,36.26373
2021-11-09,42.49084
2021-11-10,29.67032
2021-11-11,34.79853
2021-11-12,25.64102
2021-11-13,18.31501
2021-11-14,23.07692
2021-11-15,43.22344
2021-11-16,28.57142
2021-11-17,32.23443
2021-11-18,41.39194
2021-11-19,35.16483
2021-11-20,21.97802
2021-11-21,32.96703
2021-11-22,44.32234
2021-11-23,38.09523
2021-11-24,35.53113
2021-11-25,38.82783
2021-11-26,28.93772
2021-11-27,22.71062
2021-11-28,28.57142
2021-11-29,34.43223
2021-11-30,41.39194
2021-12-01,38.09523
2021-12-02,34.43223
2021-12-03,33.69963
2021-12-04,25.27472
2021-12-05,28.93772
2021-12-06,36.26373
2021-12-07,47.25274
2021-12-08,46.15384
2021-12-09,45.78754
2021-12-10,34.06593
2021-12-11,21.97802
2021-12-12,25.64102
2021-12-13,52.01465
2021-12-14,44.32234
2021-12-15,36.26373
2021-12-16,35.16483
2021-12-17,28.93772
2021-12-18,14.28571
2021-12-19,13.91941
2021-12-20,35.16483
2021-12-21,41.75824
2021-12-22,31.86813
2021-12-23,27.10622
2021-12-24,22.71062
2021-12-25,12.08791
2021-12-26,13.18681
2021-12-27,28.93772
2021-12-28,34.06593
2021-12-29,35.53113
2021-12-30,36.99633
2021-12-31,18.31501
2022-01-01,11.35531
2022-01-02,14.28571
2022-01-03,29.67032
2022-01-04,28.57142
2022-01-05,32.96703
2022-01-06,27.47252
2022-01-07,31.86813
2022-01-08,10.98901
2022-01-09,14.65201
2022-01-10,27.10622
2022-01-11,36.63003
2022-01-12,25.64102
2022-01-13,30.03663
2022-01-14,23.44322
2022-01-15,17.21611
2022-01-16,16.48351
2022-01-17,36.63003
2022-01-18,42.49084
2022-01-19,34.43223
2022-01-20,37.72893
2022-01-21,36.99633
2022-01-22,15.75091
2022-01-23,15.38461
2022-01-24,31.86813
2022-01-25,36.99633
2022-01-26,31.50183
2022-01-27,22.34432
2022-01-28,24.54212
2022-01-29,10.62271
2022-01-30,7.326
2022-01-31,9.5238
2022-02-01,12.45421
2022-02-02,14.28571
2022-02-03,29.67032
2022-02-04,34.79853
2022-02-05,12.45421
2022-02-06,16.11721
2022-02-07,27.83882
2022-02-08,34.79853
2022-02-09,27.47252
2022-02-10,30.03663
2022-02-11,22.71062
2022-02-12,9.1575
2022-02-13,12.08791
2022-02-14,20.14652
2022-02-15,35.16483
2022-02-16,29.30402
2022-02-17,32.23443
2022-02-18,27.47252
2022-02-19,12.82051
2022-02-20,15.75091
2022-02-21,35.53113
2022-02-22,34.06593
2022-02-23,36.99633
2022-02-24,24.54212
2022-02-25,31.86813
2022-02-26,10.62271
2022-02-27,10.25641
2022-02-28,18.31501
2022-03-01,13.55311
2022-03-02,18.31501
2022-03-03,26.73992
2022-03-04,24.17582
2022-03-05,13.55311
2022-03-06,17.94871
2022-03-07,23.07692
2022-03-08,26.37362
2022-03-09,11.35531
2022-03-10,26.37362
2022-03-11,28.57142
2022-03-12,13.18681
2022-03-13,10.98901
2022-03-14,27.47252
2022-03-15,36.63003
2022-03-16,26.37362
2022-03-17,31.13553
2022-03-18,28.57142
2022-03-19,15.01831
2022-03-20,15.01831
2022-03-21,28.20512
2022-03-22,31.86813
2022-03-23,21.97802
2022-03-24,26.37362
2022-03-25,20.51282
2022-03-26,13.18681
2022-03-27,17.58241
2022-03-28,42.85714
2022-03-29,32.60073
2022-03-30,33.33333
2022-03-31,24.17582
2022-04-01,25.64102
2022-04-02,14.28571
2022-04-03,15.38461
2022-04-04,30.40293
2022-04-05,27.47252
2022-04-06,26.37362
2022-04-07,30.40293
2022-04-08,17.94871
2022-04-09,15.01831
2022-04-10,15.75091
2022-04-11,39.92673
2022-04-12,38.82783
2022-04-13,30.03663
2022-04-14,28.57142
2022-04-15,27.83882
2022-04-16,18.31501
2022-04-17,27.10622
2022-04-18,30.40293
2022-04-19,32.60073
2022-04-20,42.49084
2022-04-21,27.10622
2022-04-22,28.93772
2022-04-23,12.82051
2022-04-24,19.04761
2022-04-25,30.76923
2022-04-26,30.40293
2022-04-27,27.47252
2022-04-28,26.73992
2022-04-29,18.68131
2022-04-30,19.41391
2022-05-01,9.1575
2022-05-02,23.44322
2022-05-03,25.64102
2022-05-04,26.37362
2022-05-05,21.97802
2022-05-06,21.24542
2022-05-07,6.5934
2022-05-08,16.11721
2022-05-09,31.50183
2022-05-10,29.30402
2022-05-11,25.64102
2022-05-12,27.47252
2022-05-13,20.14652
2022-05-14,16.11721
2022-05-15,13.18681
2022-05-16,31.13553
2022-05-17,32.60073
2022-05-18,27.10622
2022-05-19,31.86813
2022-05-20,15.38461
2022-05-21,9.8901
2022-05-22,16.11721
2022-05-23,32.96703
2022-05-24,31.86813
2022-05-25,35.53113
2022-05-26,26.37362
2022-05-27,28.57142
2022-05-28,8.7912
2022-05-29,16.84981
2022-05-30,36.63003
2022-05-31,30.03663
2022-06-01,21.24542
2022-06-02,21.24542
2022-06-03,25.64102
2022-06-04,12.45421
2022-06-05,15.38461
2022-06-06,27.47252
2022-06-07,39.92673
2022-06-08,35.16483
2022-06-09,31.50183
2022-06-10,28.20512
2022-06-11,18.68131
2022-06-12,26.00732
2022-06-13,39.56043
2022-06-14,38.09523
2022-06-15,36.99633
2022-06-16,32.60073
2022-06-17,29.30402
2022-06-18,17.58241
2022-06-19,24.17582
2022-06-20,36.26373
2022-06-21,39.19413
2022-06-22,37.72893
2022-06-23,35.53113
2022-06-24,29.30402
2022-06-25,23.44322
2022-06-26,23.80952
2022-06-27,32.96703
2022-06-28,35.16483
2022-06-29,49.81684
2022-06-30,34.06593
2022-07-01,35.16483
2022-07-02,19.04761
2022-07-03,23.07692
2022-07-04,32.60073
2022-07-05,30.03663
2022-07-06,27.10622
2022-07-07,19.41391
2022-07-08,17.94871
2022-07-09,9.1575
2022-07-10,12.08791
2022-07-11,27.83882
2022-07-12,32.23443
2022-07-13,23.80952
2022-07-14,26.00732
2022-07-15,23.80952
2022-07-16,12.08791
2022-07-17,10.62271
2022-07-18,26.73992
2022-07-19,29.30402
2022-07-20,24.90842
2022-07-21,37.36263
2022-07-22,53.11355
2022-07-23,12.82051
2022-07-24,15.01831
2022-07-25,42.12454
2022-07-26,28.57142
2022-07-27,26.00732
2022-07-28,21.97802
2022-07-29,18.68131
2022-07-30,10.25641
2022-07-31,11.35531
2022-08-01,24.54212
2022-08-02,20.87912
2022-08-03,23.80952
2022-08-04,20.51282
2022-08-05,19.04761
2022-08-06,9.5238
2022-08-07,10.98901
2022-08-08,25.64102
2022-08-09,22.34432
2022-08-10,24.90842
2022-08-11,28.57142
2022-08-12,25.64102
2022-08-13,11.35531
2022-08-14,5.8608
2022-08-15,13.91941
2022-08-16,24.90842
2022-08-17,35.53113
2022-08-18,31.50183
2022-08-19,24.17582
2022-08-20,10.25641
2022-08-21,8.7912
2022-08-22,36.63003
2022-08-23,35.89743
2022-08-24,30.76923
2022-08-25,31.13553
2022-08-26,32.96703
2022-08-27,20.51282
2022-08-28,13.55311
2022-08-29,31.86813
2022-08-30,28.57142
2022-08-31,23.07692
2022-09-01,27.83882
2022-09-02,25.27472
2022-09-03,8.7912
2022-09-04,17.21611
2022-09-05,30.03663
2022-09-06,30.03663
2022-09-07,27.83882
2022-09-08,16.84981
2022-09-09,15.38461
2022-09-10,10.98901
2022-09-11,14.65201
2022-09-12,21.61172
2022-09-13,37.36263
2022-09-14,39.92673
2022-09-15,35.16483
2022-09-16,27.83882
2022-09-17,21.61172
2022-09-18,28.20512
2022-09-19,34.06593
2022-09-20,43.95604
2022-09-21,42.85714
2022-09-22,49.81684
2022-09-23,33.69963
2022-09-24,27.10622
2022-09-25,34.43223
2022-09-26,48.71794
2022-09-27,47.25274
2022-09-28,47.98534
2022-09-29,50.91575
2022-09-30,39.92673
2022-10-01,23.80952
2022-10-02,30.76923
2022-10-03,41.39194
2022-10-04,46.15384
2022-10-05,50.91575
2022-10-06,41.02564
2022-10-07,34.06593
2022-10-08,16.48351
2022-10-09,20.14652
2022-10-10,28.57142
2022-10-11,45.78754
2022-10-12,39.92673
2022-10-13,42.12454
2022-10-14,32.60073
2022-10-15,27.10622
2022-10-16,37.72893
2022-10-17,45.05494
2022-10-18,38.46153
2022-10-19,31.13553
2022-10-20,34.43223
2022-10-21,26.37362
2022-10-22,14.65201
2022-10-23,17.21611
2022-10-24,28.20512
2022-10-25,29.30402
2022-10-26,30.40293
2022-10-27,100.0
2022-10-28,21.97802
2022-10-29,17.21611
2022-10-30,13.18681
2022-10-31,30.03663
2022-11-01,32.96703
2022-11-02,31.13553
2022-11-03,26.73992
2022-11-04,21.97802
2022-11-05,13.91941
2022-11-06,15.01831
2022-11-07,30.03663
2022-11-08,30.03663
2022-11-09,28.20512
2022-11-10,27.10622
2022-11-11,26.73992
2022-11-12,10.62271
2022-11-13,18.68131
2022-11-14,36.26373
2022-11-15,32.96703
2022-11-16,35.53113
2022-11-17,35.53113
2022-11-18,38.82783
2022-11-19,18.68131
2022-11-20,20.14652
2022-11-21,40.29304
2022-11-22,31.13553
2022-11-23,35.16483
2022-11-24,36.99633
2022-11-25,25.27472
2022-11-26,20.14652
2022-11-27,20.51282
2022-11-28,36.99633
2022-11-29,31.86813
2022-11-30,34.43223
2022-12-01,39.19413
2022-12-02,33.69963
2022-12-03,25.27472
2022-12-04,28.20512
2022-12-05,30.40293
2022-12-06,36.99633
2022-12-07,38.46153
2022-12-08,39.92673
2022-12-09,32.60073
2022-12-10,23.07692
2022-12-11,24.90842
2022-12-12,58.60805
2022-12-13,44.32234
2022-12-14,39.19413
2022-12-15,33.33333
2022-12-16,24.17582
2022-12-17,13.91941
2022-12-18,12.08791
2022-12-19,33.69963
2022-12-20,29.67032
2022-12-21,34.79853
2022-12-22,27.83882
2022-12-23,27.47252
2022-12-24,11.35531
2022-12-25,7.326
2022-12-26,22.34432
2022-12-27,31.50183
2022-12-28,39.92673
2022-12-29,25.64102
2022-12-30,24.17582
2022-12-31,11.35531
2023-01-01,13.18681
2023-01-02,27.83882
2023-01-03,31.50183
2023-01-04,53.84615
2023-01-05,34.06593
2023-01-06,32.96703
2023-01-07,17.58241
2023-01-08,15.01831
2023-01-09,27.83882
2023-01-10,28.93772
2023-01-11,26.73992
2023-01-12,30.03663
2023-01-13,20.87912
2023-01-14,9.1575
2023-01-15,8.7912
2023-01-16,27.47252
2023-01-17,31.13553
2023-01-18,32.23443
2023-01-19,32.23443
2023-01-20,22.34432
2023-01-21,6.5934
2023-01-22,5.4945
2023-01-23,9.5238
2023-01-24,9.8901
2023-01-25,31.13553
2023-01-26,39.56043
2023-01-27,28.20512
2023-01-28,11.72161
2023-01-29,7.6923
2023-01-30,31.86813
2023-01-31,30.03663
2023-02-01,44.32234
2023-02-02,33.33333
2023-02-03,34.43223
2023-02-04,13.18681
2023-02-05,15.38461
2023-02-06,28.57142
2023-02-07,28.93772
2023-02-08,31.13553
2023-02-09,24.17582
2023-02-10,26.00732
2023-02-11,10.25641
2023-02-12,8.0586
2023-02-13,27.83882
2023-02-14,20.14652
2023-02-15,28.93772
2023-02-16,27.47252
2023-02-17,22.34432
2023-02-18,10.62271
2023-02-19,10.25641
2023-02-20,27.83882
2023-02-21,31.13553
2023-02-22,25.64102
2023-02-23,26.00732
2023-02-24,20.87912
2023-02-25,10.62271
2023-02-26,8.4249
2023-02-27,21.97802
2023-02-28,22.34432
2023-03-01,12.08791
2023-03-02,20.14652
2023-03-03,23.07692
2023-03-04,5.4945
2023-03-05,6.9597
2023-03-06,18.31501
2023-03-07,24.90842
2023-03-08,24.90842
2023-03-09,18.31501
2023-03-10,21.97802
2023-03-11,5.1282
2023-03-12,9.1575
2023-03-13,20.51282
2023-03-14,20.14652
2023-03-15,28.57142
2023-03-16,25.27472
2023-03-17,19.78021
2023-03-18,11.35531
2023-03-19,10.25641
2023-03-20,24.90842
2023-03-21,28.93772
2023-03-22,28.57142
2023-03-23,23.80952
2023-03-24,64.83516
2023-03-25,44.68864
2023-03-26,17.58241
2023-03-27,31.86813
2023-03-28,30.76923
2023-03-29,30.76923
2023-03-30,25.64102
2023-03-31,20.87912
2023-04-01,10.98901
2023-04-02,16.84981
2023-04-03,27.83882
2023-04-04,31.86813
2023-04-05,29.30402
2023-04-06,24.54212
2023-04-07,16.48351
2023-04-08,15.75091
2023-04-09,13.91941
2023-04-10,21.24542
2023-04-11,38.09523
2023-04-12,24.54212
2023-04-13,28.57142
2023-04-14,25.27472
2023-04-15,14.65201
2023-04-16,15.38461
2023-04-17,23.07692
2023-04-18,32.23443
2023-04-19,33.33333
2023-04-20,39.92673
2023-04-21,20.87912
2023-04-22,17.58241
2023-04-23,13.55311
2023-04-24,25.64102
2023-04-25,23.07692
2023-04-26,28.57142
2023-04-27,26.73992
2023-04-28,15.38461
2023-04-29,8.7912
2023-04-30,11.35531
2023-05-01,20.87912
2023-05-02,20.14652
2023-05-03,23.80952
2023-05-04,22.71062
2023-05-05,8.7912
2023-05-06,8.7912
2023-05-07,18.68131
2023-05-08,28.57142
2023-05-09,27.83882
2023-05-10,30.40293
2023-05-11,32.96703
2023-05-12,23.07692
2023-05-13,10.98901
2023-05-14,13.91941
2023-05-15,27.83882
2023-05-16,40.29304
2023-05-17,32.23443
2023-05-18,37.72893
2023-05-19,26.37362
2023-05-20,12.45421
2023-05-21,19.78021
2023-05-22,38.82783
2023-05-23,34.79853
2023-05-24,36.63003
2023-05-25,27.47252
2023-05-26,28.20512
2023-05-27,13.18681
2023-05-28,13.91941
