date,양도세
2023-05-29,3.04217
2023-05-30,4.39311
2023-05-31,4.61998
2023-06-01,3.69186
2023-06-02,3.22436
2023-06-03,2.5953
2023-06-04,2.86686
2023-06-05,3.7228
2023-06-06,3.16249
2023-06-07,4.25217
2023-06-08,4.08029
2023-06-09,3.78123
2023-06-10,2.95624
2023-06-11,2.82561
2023-06-12,4.8881
2023-06-13,3.98405
2023-06-14,3.89467
2023-06-15,3.60936
2023-06-16,3.37217
2023-06-17,2.53342
2023-06-18,2.60561
2023-06-19,4.16623
2023-06-20,4.13529
2023-06-21,3.85342
2023-06-22,3.72967
2023-06-23,3.29311
2023-06-24,2.62967
2023-06-25,2.75342
2023-06-26,9.7109
2023-06-27,5.77498
2023-06-28,4.9706
2023-06-29,5.1631
2023-06-30,4.23842
2023-07-01,2.97686
2023-07-02,2.9528
2023-07-03,4.00123
2023-07-04,4.62342
2023-07-05,3.87061
2023-07-06,3.86717
2023-07-07,3.29655
2023-07-08,2.74311
2023-07-09,2.91842
2023-07-10,4.05279
2023-07-11,3.7228
2023-07-12,3.79842
2023-07-13,3.42717
2023-07-14,3.21748
2023-07-15,2.52655
2023-07-16,2.60217
2023-07-17,4.05967
2023-07-18,3.53717
2023-07-19,3.91873
2023-07-20,3.47873
2023-07-21,3.37561
2023-07-22,2.61936
2023-07-23,2.68811
2023-07-24,4.10092
2023-07-25,3.78123
2023-07-26,3.74342
2023-07-27,4.66811
2023-07-28,4.08717
2023-07-29,2.89092
2023-07-30,2.49217
2023-07-31,4.09404
2023-08-01,3.48217
2023-08-02,2.8978
2023-08-03,3.10061
2023-08-04,2.99749
2023-08-05,2.42342
2023-08-06,2.2378
2023-08-07,3.79498
2023-08-08,4.00811
2023-08-09,3.53717
2023-08-10,3.01467
2023-08-11,3.13155
2023-08-12,2.54374
2023-08-13,2.60217
2023-08-14,3.24498
2023-08-15,3.12811
2023-08-16,3.74342
2023-08-17,3.77436
2023-08-18,3.60248
2023-08-19,2.55405
2023-08-20,2.5403
2023-08-21,4.02873
2023-08-22,3.76405
2023-08-23,3.59905
2023-08-24,3.45123
2023-08-25,3.43061
2023-08-26,2.75342
2023-08-27,2.54374
2023-08-28,3.65061
2023-08-29,4.02186
2023-08-30,3.73998
2023-08-31,3.47873
2023-09-01,3.15905
2023-09-02,2.54374
2023-09-03,2.64686
2023-09-04,3.69186
2023-09-05,3.59905
2023-09-06,3.70905
2023-09-07,4.16967
2023-09-08,4.20748
2023-09-09,2.77405
2023-09-10,2.86342
2023-09-11,4.22123
2023-09-12,4.05967
2023-09-13,3.66436
2023-09-14,3.52342
2023-09-15,3.52342
2023-09-16,2.79124
2023-09-17,2.37874
2023-09-18,3.93592
2023-09-19,3.73998
2023-09-20,3.38936
2023-09-21,3.14186
2023-09-22,2.86686
2023-09-23,2.37874
2023-09-24,2.5128
2023-09-25,3.16592
2023-09-26,3.07999
2023-09-27,2.53342
2023-09-28,2.02811
2023-09-29,2.44061
2023-09-30,2.16218
2023-10-01,1.9628
2023-10-02,2.41311
2023-10-03,2.61936
2023-10-04,3.92561
2023-10-05,3.35498
2023-10-06,3.35155
2023-10-07,2.31686
2023-10-08,2.16561
2023-10-09,2.7878
2023-10-10,3.89811
2023-10-11,3.61967
2023-10-12,3.62998
2023-10-13,3.11436
2023-10-14,2.5128
2023-10-15,2.38905
2023-10-16,3.84655
2023-10-17,3.81561
2023-10-18,3.67811
2023-10-19,3.38592
2023-10-20,3.17624
2023-10-21,2.3478
2023-10-22,2.29968
2023-10-23,3.76061
2023-10-24,3.51998
2023-10-25,3.5028
2023-10-26,3.14874
2023-10-27,3.00436
2023-10-28,2.18624
2023-10-29,2.08999
2023-10-30,3.74342
2023-10-31,3.63686
2023-11-01,3.35155
2023-11-02,3.0078
2023-11-03,2.83249
2023-11-04,2.61936
2023-11-05,2.40624
2023-11-06,5.20092
2023-11-07,3.59217
2023-11-08,3.57155
2023-11-09,3.92905
2023-11-10,3.89123
2023-11-11,3.21405
2023-11-12,2.99749
2023-11-13,4.20404
2023-11-14,4.63029
2023-11-15,4.36904
2023-11-16,3.17624
2023-11-17,2.90467
2023-11-18,2.24811
2023-11-19,2.48874
2023-11-20,3.48561
2023-11-21,3.8603
2023-11-22,3.37905
2023-11-23,3.29655
2023-11-24,2.94592
2023-11-25,2.30655
2023-11-26,2.20686
2023-11-27,3.43748
2023-11-28,3.38936
2023-11-29,3.61967
2023-11-30,3.26561
2023-12-01,2.89436
2023-12-02,2.28593
2023-12-03,2.68811
2023-12-04,3.49936
2023-12-05,4.44123
2023-12-06,4.42748
2023-12-07,4.76779
2023-12-08,9.46684
2023-12-09,4.52373
2023-12-10,5.44498
2023-12-11,6.55185
2023-12-12,17.62744
2023-12-13,13.61933
2023-12-14,8.04372
2023-12-15,7.0881
2023-12-16,4.03904
2023-12-17,11.53621
2023-12-18,28.72022
2023-12-19,26.55804
2023-12-20,43.08205
2023-12-21,56.18576
2023-12-22,6.11529
2023-12-23,2.86686
2023-12-24,2.9528
2023-12-25,2.82217
2023-12-26,5.86435
2023-12-27,4.56498
2023-12-28,3.50623
2023-12-29,3.19686
2023-12-30,2.24811
2023-12-31,2.37186
2024-01-01,2.44061
2024-01-02,3.81905
2024-01-03,3.88092
2024-01-04,4.06998
2024-01-05,3.73311
2024-01-06,2.44061
2024-01-07,2.52311
2024-01-08,3.4203
2024-01-09,3.64717
2024-01-10,5.09435
2024-01-11,5.05654
2024-01-12,3.60248
2024-01-13,3.28967
2024-01-14,3.04217
2024-01-15,5.05998
2024-01-16,4.01498
2024-01-17,4.28311
2024-01-18,3.69186
2024-01-19,4.03904
2024-01-20,2.59874
2024-01-21,2.69842
2024-01-22,3.80873
2024-01-23,3.73311
2024-01-24,3.51998
2024-01-25,3.71248
2024-01-26,3.13499
2024-01-27,2.83249
2024-01-28,2.86686
2024-01-29,4.09748
2024-01-30,3.85686
2024-01-31,3.57842
2024-02-01,3.22436
2024-02-02,3.00436
2024-02-03,2.13811
2024-02-04,2.56436
2024-02-05,3.25186
2024-02-06,3.36873
2024-02-07,2.52655
2024-02-08,2.55405
2024-02-09,2.00405
2024-02-10,2.61592
2024-02-11,2.27218
2024-02-12,2.59186
2024-02-13,3.88436
2024-02-14,3.27248
2024-02-15,3.30686
2024-02-16,3.43061
2024-02-17,2.32718
2024-02-18,2.55061
2024-02-19,3.79498
2024-02-20,4.31404
2024-02-21,5.55842
2024-02-22,4.67842
2024-02-23,3.92217
2024-02-24,2.90124
2024-02-25,3.47186
2024-02-26,8.36341
2024-02-27,4.33467
2024-02-28,3.61623
2024-02-29,3.28967
2024-03-01,2.40967
2024-03-02,2.50936
2024-03-03,2.25843
2024-03-04,3.39623
2024-03-05,3.4478
2024-03-06,3.25873
2024-03-07,3.37561
2024-03-08,3.10405
2024-03-09,2.51967
2024-03-10,2.37186
2024-03-11,3.29311
2024-03-12,3.56467
2024-03-13,3.3928
2024-03-14,3.13499
2024-03-15,2.84967
2024-03-16,2.30999
2024-03-17,2.29968
2024-03-18,3.37905
2024-03-19,3.74686
2024-03-20,3.26905
