date,MMF
2020-03-20,28.21368
2020-03-21,14.75792
2020-03-22,19.13188
2020-03-23,39.43238
2020-03-24,31.35225
2020-03-25,24.27378
2020-03-26,27.47913
2020-03-27,30.31719
2020-03-28,13.72287
2020-03-29,11.58597
2020-03-30,20.70116
2020-03-31,19.53255
2020-04-01,20.9015
2020-04-02,23.20534
2020-04-03,15.85976
2020-04-04,9.18196
2020-04-05,9.74958
2020-04-06,18.63105
2020-04-07,18.59766
2020-04-08,18.59766
2020-04-09,14.95826
2020-04-10,18.03005
2020-04-11,12.1202
2020-04-12,9.94991
2020-04-13,14.72454
2020-04-14,14.15692
2020-04-15,14.62437
2020-04-16,18.13021
2020-04-17,14.42404
2020-04-18,7.74624
2020-04-19,8.54757
2020-04-20,15.09181
2020-04-21,15.29215
2020-04-22,14.85809
2020-04-23,13.78964
2020-04-24,12.25375
2020-04-25,6.54424
2020-04-26,8.08013
2020-04-27,13.75626
2020-04-28,11.65275
2020-04-29,11.81969
2020-04-30,5.60934
2020-05-01,6.27712
2020-05-02,4.8414
2020-05-03,6.91151
2020-05-04,12.55425
2020-05-05,7.64607
2020-05-06,12.68781
2020-05-07,10.55091
2020-05-08,11.01836
2020-05-09,5.70951
2020-05-10,7.21202
2020-05-11,13.15525
2020-05-12,13.38898
2020-05-13,16.16026
2020-05-14,13.28881
2020-05-15,13.15525
2020-05-16,9.24874
2020-05-17,8.81469
2020-05-18,14.19031
2020-05-19,13.9232
2020-05-20,12.98831
2020-05-21,11.91986
2020-05-22,9.74958
2020-05-23,6.07679
2020-05-24,7.11185
2020-05-25,13.05509
2020-05-26,13.72287
2020-05-27,13.22203
2020-05-28,14.29048
2020-05-29,11.91986
2020-05-30,7.74624
2020-05-31,12.18697
2020-06-01,18.79799
2020-06-02,14.89148
2020-06-03,14.99165
2020-06-04,13.58931
2020-06-05,13.0217
2020-06-06,7.77963
2020-06-07,7.67946
2020-06-08,12.08681
2020-06-09,14.05676
2020-06-10,14.05676
2020-06-11,14.72454
2020-06-12,14.05676
2020-06-13,7.34557
2020-06-14,8.71452
2020-06-15,14.12353
2020-06-16,13.25542
2020-06-17,12.15358
2020-06-18,12.08681
2020-06-19,10.61769
2020-06-20,6.14357
2020-06-21,6.21035
2020-06-22,10.68447
2020-06-23,12.48747
2020-06-24,12.18697
2020-06-25,11.1853
2020-06-26,14.59098
2020-06-27,29.71619
2020-06-28,35.09181
2020-06-29,20.3005
2020-06-30,15.65943
2020-07-01,11.91986
2020-07-02,13.48914
2020-07-03,15.02504
2020-07-04,6.91151
2020-07-05,7.14524
2020-07-06,11.01836
2020-07-07,10.81803
2020-07-08,9.24874
2020-07-09,11.1853
2020-07-10,9.04841
2020-07-11,5.77629
2020-07-12,6.61101
2020-07-13,10.85141
2020-07-14,10.35058
2020-07-15,10.38397
2020-07-16,10.85141
2020-07-17,9.28213
2020-07-18,7.94657
2020-07-19,9.41569
2020-07-20,22.87145
2020-07-21,18.06343
2020-07-22,14.49081
2020-07-23,15.32554
2020-07-24,11.71953
2020-07-25,4.94156
2020-07-26,5.04173
2020-07-27,12.15358
2020-07-28,10.75125
2020-07-29,10.15025
2020-07-30,9.6828
2020-07-31,9.18196
2020-08-01,6.01001
2020-08-02,5.40901
2020-08-03,9.78297
2020-08-04,9.9833
2020-08-05,9.58263
2020-08-06,10.55091
2020-08-07,10.98497
2020-08-08,6.07679
2020-08-09,7.2454
2020-08-10,11.91986
2020-08-11,12.65442
2020-08-12,15.35893
2020-08-13,13.65609
2020-08-14,11.05175
2020-08-15,5.37562
2020-08-16,5.00834
2020-08-17,6.21035
2020-08-18,10.41736
2020-08-19,11.75292
2020-08-20,9.81636
2020-08-21,11.35225
2020-08-22,6.11018
2020-08-23,6.21035
2020-08-24,11.75292
2020-08-25,11.71953
2020-08-26,12.38731
2020-08-27,11.28547
2020-08-28,9.88313
2020-08-29,6.14357
2020-08-30,6.61101
2020-08-31,11.51919
2020-09-01,12.02003
2020-09-02,12.22036
2020-09-03,10.8848
2020-09-04,9.9833
2020-09-05,4.77462
2020-09-06,6.77796
2020-09-07,11.85308
2020-09-08,10.98497
2020-09-09,11.4858
2020-09-10,12.05342
2020-09-11,10.01669
2020-09-12,5.70951
2020-09-13,5.34223
2020-09-14,10.45075
2020-09-15,11.31886
2020-09-16,9.94991
2020-09-17,11.85308
2020-09-18,9.61602
2020-09-19,5.80968
2020-09-20,5.4424
2020-09-21,9.14858
2020-09-22,10.2838
2020-09-23,9.61602
2020-09-24,10.51752
2020-09-25,9.81636
2020-09-26,5.24207
2020-09-27,5.00834
2020-09-28,9.18196
2020-09-29,8.54757
2020-09-30,4.94156
2020-10-01,3.70617
2020-10-02,3.97328
2020-10-03,5.30884
2020-10-04,6.11018
2020-10-05,10.51752
2020-10-06,11.71953
2020-10-07,11.41903
2020-10-08,9.51585
2020-10-09,6.47746
2020-10-10,5.20868
2020-10-11,5.04173
2020-10-12,9.6828
2020-10-13,9.6828
2020-10-14,10.11686
2020-10-15,9.58263
2020-10-16,8.81469
2020-10-17,4.97495
2020-10-18,5.77629
2020-10-19,11.45242
2020-10-20,12.35392
2020-10-21,16.26043
2020-10-22,11.05175
2020-10-23,9.21535
2020-10-24,5.17529
2020-10-25,5.90984
2020-10-26,10.65108
2020-10-27,9.81636
2020-10-28,9.54924
2020-10-29,9.34891
2020-10-30,7.51252
2020-10-31,5.70951
2020-11-01,6.17696
2020-11-02,10.48414
2020-11-03,9.58263
2020-11-04,10.91819
2020-11-05,8.81469
2020-11-06,7.77963
2020-11-07,4.40734
2020-11-08,5.10851
2020-11-09,9.41569
2020-11-10,9.21535
2020-11-11,9.6828
2020-11-12,10.2838
2020-11-13,8.68113
2020-11-14,5.24207
2020-11-15,5.57595
2020-11-16,8.94824
2020-11-17,10.18363
2020-11-18,9.58263
2020-11-19,9.54924
2020-11-20,8.34724
2020-11-21,4.5409
2020-11-22,5.77629
2020-11-23,11.78631
2020-11-24,10.85141
2020-11-25,10.01669
2020-11-26,10.95158
2020-11-27,9.48247
2020-11-28,6.6444
2020-11-29,6.81135
2020-11-30,10.75125
2020-12-01,10.91819
2020-12-02,9.74958
2020-12-03,10.21702
2020-12-04,10.2838
2020-12-05,6.67779
2020-12-06,7.14524
2020-12-07,12.05342
2020-12-08,11.05175
2020-12-09,13.55592
2020-12-10,11.31886
2020-12-11,11.38564
2020-12-12,6.41068
2020-12-13,6.6444
2020-12-14,10.78464
2020-12-15,11.38564
2020-12-16,11.31886
2020-12-17,12.02003
2020-12-18,9.71619
2020-12-19,6.41068
2020-12-20,6.87813
2020-12-21,13.38898
2020-12-22,12.02003
2020-12-23,11.01836
2020-12-24,8.88146
2020-12-25,8.81469
2020-12-26,10.41736
2020-12-27,9.34891
2020-12-28,14.35726
2020-12-29,14.45742
2020-12-30,14.62437
2020-12-31,14.19031
2021-01-01,10.8848
2021-01-02,10.95158
2021-01-03,38.53088
2021-01-04,48.28046
2021-01-05,39.29883
2021-01-06,27.87979
2021-01-07,21.73622
2021-01-08,19.39899
2021-01-09,13.05509
2021-01-10,15.19198
2021-01-11,20.46744
2021-01-12,17.32888
2021-01-13,16.86143
2021-01-14,16.79465
2021-01-15,16.49415
2021-01-16,9.71619
2021-01-17,9.31552
2021-01-18,17.42904
2021-01-19,17.46243
2021-01-20,15.09181
2021-01-21,13.42237
2021-01-22,13.72287
2021-01-23,9.61602
2021-01-24,9.88313
2021-01-25,16.9616
2021-01-26,19.56594
2021-01-27,16.62771
2021-01-28,15.02504
2021-01-29,14.09015
2021-01-30,9.21535
2021-01-31,9.71619
2021-02-01,14.12353
2021-02-02,15.09181
2021-02-03,14.09015
2021-02-04,14.25709
2021-02-05,13.18864
2021-02-06,7.01168
2021-02-07,8.68113
2021-02-08,12.55425
2021-02-09,12.4207
2021-02-10,10.21702
2021-02-11,6.71118
2021-02-12,5.50918
2021-02-13,6.97829
2021-02-14,8.51419
2021-02-15,13.72287
2021-02-16,13.35559
2021-02-17,12.28714
2021-02-18,13.22203
2021-02-19,11.65275
2021-02-20,7.51252
2021-02-21,6.87813
2021-02-22,12.85475
2021-02-23,14.29048
2021-02-24,12.55425
2021-02-25,12.4207
2021-02-26,13.35559
2021-02-27,6.9449
2021-02-28,7.37896
2021-03-01,8.54757
2021-03-02,11.81969
2021-03-03,13.35559
2021-03-04,13.88981
2021-03-05,14.95826
2021-03-06,6.01001
2021-03-07,8.81469
2021-03-08,12.82136
2021-03-09,13.28881
2021-03-10,13.48914
2021-03-11,12.58764
2021-03-12,10.68447
2021-03-13,7.97996
2021-03-14,6.77796
2021-03-15,11.28547
2021-03-16,13.45575
2021-03-17,13.48914
2021-03-18,17.36227
2021-03-19,11.61936
2021-03-20,7.47913
2021-03-21,7.5459
2021-03-22,11.98664
2021-03-23,11.78631
2021-03-24,15.39232
2021-03-25,10.75125
2021-03-26,10.38397
2021-03-27,6.3439
2021-03-28,7.61268
2021-03-29,10.85141
2021-03-30,11.08514
2021-03-31,11.61936
2021-04-01,9.31552
2021-04-02,9.11519
2021-04-03,25.67612
2021-04-04,8.88146
2021-04-05,11.85308
2021-04-06,12.58764
2021-04-07,10.78464
2021-04-08,9.64941
2021-04-09,9.11519
2021-04-10,6.27712
2021-04-11,5.00834
2021-04-12,10.08347
