date,IRP계좌
2020-09-07,9.02483
2020-09-08,9.02483
2020-09-09,8.4797
2020-09-10,8.72198
2020-09-11,6.66262
2020-09-12,1.99878
2020-09-13,1.21138
2020-09-14,8.17686
2020-09-15,8.23743
2020-09-16,8.11629
2020-09-17,8.298
2020-09-18,7.14718
2020-09-19,1.27195
2020-09-20,1.21138
2020-09-21,8.72198
2020-09-22,6.84433
2020-09-23,6.48092
2020-09-24,6.29921
2020-09-25,7.6923
2020-09-26,1.87764
2020-09-27,2.30163
2020-09-28,6.72319
2020-09-29,6.29921
2020-09-30,1.02967
2020-10-01,1.45366
2020-10-02,1.33252
2020-10-03,2.05935
2020-10-04,2.30163
2020-10-05,10.05451
2020-10-06,9.20654
2020-10-07,9.20654
2020-10-08,8.78255
2020-10-09,1.99878
2020-10-10,1.75651
2020-10-11,1.39309
2020-10-12,10.35735
2020-10-13,11.93216
2020-10-14,9.50938
2020-10-15,9.93337
2020-10-16,6.42035
2020-10-17,1.33252
2020-10-18,1.69594
2020-10-19,6.48092
2020-10-20,7.45003
2020-10-21,6.23864
2020-10-22,7.63173
2020-10-23,7.75287
2020-10-24,1.75651
2020-10-25,2.30163
2020-10-26,10.35735
2020-10-27,9.44881
2020-10-28,8.78255
2020-10-29,10.53906
2020-10-30,9.69109
2020-10-31,2.05935
2020-11-01,2.78619
2020-11-02,10.05451
2020-11-03,10.47849
2020-11-04,8.54027
2020-11-05,9.02483
2020-11-06,7.93458
2020-11-07,2.11992
2020-11-08,2.18049
2020-11-09,7.6923
2020-11-10,8.17686
2020-11-11,8.54027
2020-11-12,10.29678
2020-11-13,10.47849
2020-11-14,3.45245
2020-11-15,2.90732
2020-11-16,9.26711
2020-11-17,10.17565
2020-11-18,10.6602
2020-11-19,9.20654
2020-11-20,9.02483
2020-11-21,2.72562
2020-11-22,2.24106
2020-11-23,10.53906
2020-11-24,11.62931
2020-11-25,12.8407
2020-11-26,12.71956
2020-11-27,10.23622
2020-11-28,3.21017
2020-11-29,4.05814
2020-11-30,14.29436
2020-12-01,12.35614
2020-12-02,11.93216
2020-12-03,12.29557
2020-12-04,10.53906
2020-12-05,3.75529
2020-12-06,3.1496
2020-12-07,14.90006
2020-12-08,15.74803
2020-12-09,13.38582
2020-12-10,13.74924
2020-12-11,11.99273
2020-12-12,3.81586
2020-12-13,5.63294
2020-12-14,15.74803
2020-12-15,15.02119
2020-12-16,15.2029
2020-12-17,17.56511
2020-12-18,12.78013
2020-12-19,3.87643
2020-12-20,3.99757
2020-12-21,13.50696
2020-12-22,15.62689
2020-12-23,17.32283
2020-12-24,15.56632
2020-12-25,8.78255
2020-12-26,4.48213
2020-12-27,5.08782
2020-12-28,22.41066
2020-12-29,23.62204
2020-12-30,23.01635
2020-12-31,18.9582
2021-01-01,3.33131
2021-01-02,3.45245
2021-01-03,5.69351
2021-01-04,17.32283
2021-01-05,18.89763
2021-01-06,17.80738
2021-01-07,13.20411
2021-01-08,13.38582
2021-01-09,3.08903
2021-01-10,4.96668
2021-01-11,17.01998
2021-01-12,15.68746
2021-01-13,15.02119
2021-01-14,14.23379
2021-01-15,12.17443
2021-01-16,4.90611
2021-01-17,4.23985
2021-01-18,12.78013
2021-01-19,14.71835
2021-01-20,13.74924
2021-01-21,14.05208
2021-01-22,14.77892
2021-01-23,5.14839
2021-01-24,6.1175
2021-01-25,14.77892
2021-01-26,13.80981
2021-01-27,15.44518
2021-01-28,13.44639
2021-01-29,12.8407
2021-01-30,3.69473
2021-01-31,4.90611
2021-02-01,11.81102
2021-02-02,13.02241
2021-02-03,13.44639
2021-02-04,13.32525
2021-02-05,11.50817
2021-02-06,3.33131
2021-02-07,4.60327
2021-02-08,11.56874
2021-02-09,13.87038
2021-02-10,13.87038
2021-02-11,4.7244
2021-02-12,3.21017
2021-02-13,3.39188
2021-02-14,5.63294
2021-02-15,16.53543
2021-02-16,16.71714
2021-02-17,14.53664
2021-02-18,12.235
2021-02-19,13.44639
2021-02-20,4.17928
2021-02-21,3.87643
2021-02-22,15.9903
2021-02-23,16.47486
2021-02-24,14.53664
2021-02-25,15.44518
2021-02-26,16.83827
2021-02-27,3.57359
2021-02-28,4.23985
2021-03-01,6.17807
2021-03-02,20.10902
2021-03-03,19.86674
2021-03-04,15.9903
2021-03-05,14.47607
2021-03-06,3.33131
2021-03-07,4.66384
2021-03-08,17.01998
2021-03-09,17.86795
2021-03-10,16.596
2021-03-11,16.05087
2021-03-12,14.83949
2021-03-13,3.63416
2021-03-14,4.7244
2021-03-15,13.26468
2021-03-16,14.77892
2021-03-17,13.38582
2021-03-18,9.75166
2021-03-19,9.99394
2021-03-20,2.66505
2021-03-21,2.54391
2021-03-22,13.14354
2021-03-23,11.75045
2021-03-24,12.11387
2021-03-25,13.02241
2021-03-26,11.32646
2021-03-27,2.3622
2021-03-28,3.63416
2021-03-29,14.23379
2021-03-30,13.56753
2021-03-31,12.65899
2021-04-01,11.62931
2021-04-02,10.47849
2021-04-03,2.48334
2021-04-04,2.90732
2021-04-05,13.50696
2021-04-06,11.26589
2021-04-07,11.14476
2021-04-08,10.6602
2021-04-09,10.96305
2021-04-10,2.54391
2021-04-11,2.54391
2021-04-12,12.96184
2021-04-13,12.11387
2021-04-14,8.78255
2021-04-15,10.84191
2021-04-16,10.78134
2021-04-17,3.27074
2021-04-18,2.48334
2021-04-19,11.81102
2021-04-20,12.235
2021-04-21,11.08419
2021-04-22,10.29678
2021-04-23,11.20533
2021-04-24,2.66505
2021-04-25,3.08903
2021-04-26,10.78134
2021-04-27,13.93095
2021-04-28,12.90127
2021-04-29,11.02362
2021-04-30,10.11508
2021-05-01,2.84675
2021-05-02,3.08903
2021-05-03,9.99394
2021-05-04,10.96305
2021-05-05,2.78619
2021-05-06,10.47849
2021-05-07,9.44881
2021-05-08,2.66505
2021-05-09,2.24106
2021-05-10,12.235
2021-05-11,11.81102
2021-05-12,9.50938
2021-05-13,8.60084
2021-05-14,8.78255
2021-05-15,3.1496
2021-05-16,3.02846
2021-05-17,10.23622
2021-05-18,10.84191
2021-05-19,2.66505
2021-05-20,10.17565
2021-05-21,12.0533
2021-05-22,2.3622
2021-05-23,2.78619
2021-05-24,9.56995
2021-05-25,12.35614
2021-05-26,11.68988
2021-05-27,16.05087
2021-05-28,10.41792
2021-05-29,2.48334
2021-05-30,3.21017
2021-05-31,11.87159
2021-06-01,10.17565
2021-06-02,14.65778
2021-06-03,11.75045
2021-06-04,10.59963
2021-06-05,3.08903
2021-06-06,1.99878
2021-06-07,11.50817
2021-06-08,10.6602
2021-06-09,11.75045
2021-06-10,11.62931
2021-06-11,8.54027
2021-06-12,3.02846
2021-06-13,3.27074
2021-06-14,9.63052
2021-06-15,12.11387
2021-06-16,12.11387
2021-06-17,11.81102
2021-06-18,10.41792
2021-06-19,3.937
2021-06-20,2.11992
2021-06-21,10.53906
2021-06-22,9.56995
2021-06-23,12.96184
2021-06-24,12.17443
2021-06-25,10.96305
2021-06-26,2.60448
2021-06-27,2.90732
2021-06-28,11.02362
2021-06-29,13.93095
2021-06-30,12.96184
2021-07-01,11.99273
2021-07-02,9.50938
2021-07-03,3.21017
2021-07-04,2.78619
2021-07-05,11.99273
2021-07-06,11.50817
2021-07-07,11.08419
2021-07-08,10.6602
2021-07-09,8.84312
2021-07-10,1.81708
2021-07-11,3.21017
2021-07-12,9.81223
2021-07-13,10.17565
2021-07-14,8.78255
2021-07-15,8.35857
2021-07-16,8.41913
2021-07-17,1.75651
2021-07-18,1.69594
2021-07-19,10.78134
2021-07-20,10.78134
2021-07-21,8.90369
2021-07-22,10.23622
2021-07-23,11.08419
2021-07-24,2.48334
2021-07-25,3.1496
2021-07-26,11.56874
2021-07-27,14.47607
2021-07-28,11.99273
2021-07-29,14.59721
2021-07-30,12.90127
2021-07-31,3.87643
2021-08-01,2.72562
2021-08-02,12.96184
2021-08-03,12.53785
2021-08-04,11.38703
2021-08-05,10.41792
2021-08-06,11.26589
2021-08-07,4.42156
2021-08-08,3.75529
2021-08-09,13.93095
2021-08-10,15.56632
2021-08-11,14.71835
2021-08-12,12.71956
2021-08-13,12.11387
2021-08-14,4.96668
2021-08-15,4.84554
2021-08-16,4.11871
2021-08-17,12.35614
2021-08-18,14.17322
2021-08-19,13.02241
2021-08-20,11.14476
2021-08-21,4.11871
2021-08-22,3.87643
2021-08-23,15.68746
2021-08-24,14.4155
2021-08-25,16.77771
2021-08-26,12.59842
2021-08-27,12.29557
2021-08-28,4.78497
2021-08-29,4.5427
2021-08-30,18.89763
2021-08-31,17.08055
2021-09-01,16.35372
2021-09-02,12.71956
2021-09-03,13.80981
2021-09-04,4.90611
2021-09-05,6.96547
2021-09-06,13.26468
2021-09-07,15.9903
2021-09-08,13.08298
2021-09-09,11.14476
2021-09-10,12.235
2021-09-11,4.11871
2021-09-12,3.81586
2021-09-13,13.56753
2021-09-14,13.44639
2021-09-15,14.47607
2021-09-16,11.75045
2021-09-17,10.47849
2021-09-18,3.1496
2021-09-19,2.66505
2021-09-20,3.33131
2021-09-21,3.51302
2021-09-22,4.90611
2021-09-23,13.93095
2021-09-24,13.08298
2021-09-25,5.26953
2021-09-26,5.75408
2021-09-27,14.23379
2021-09-28,16.47486
2021-09-29,15.08176
2021-09-30,14.23379
2021-10-01,11.4476
2021-10-02,3.51302
2021-10-03,3.57359
2021-10-04,4.30042
2021-10-05,15.02119
2021-10-06,14.23379
2021-10-07,13.99152
2021-10-08,14.29436
2021-10-09,2.60448
2021-10-10,2.84675
2021-10-11,4.30042
2021-10-12,14.4155
2021-10-13,12.96184
2021-10-14,13.26468
2021-10-15,13.32525
2021-10-16,3.21017
2021-10-17,4.11871
2021-10-18,12.41671
2021-10-19,14.59721
2021-10-20,13.14354
2021-10-21,14.47607
2021-10-22,11.99273
2021-10-23,4.05814
2021-10-24,6.1175
2021-10-25,17.01998
2021-10-26,18.59479
2021-10-27,14.83949
2021-10-28,13.56753
2021-10-29,13.02241
2021-10-30,4.66384
2021-10-31,4.17928
2021-11-01,16.29315
2021-11-02,16.05087
2021-11-03,15.08176
2021-11-04,13.50696
2021-11-05,12.78013
2021-11-06,4.17928
2021-11-07,4.36099
2021-11-08,14.17322
2021-11-09,15.62689
2021-11-10,14.77892
2021-11-11,13.32525
2021-11-12,11.38703
2021-11-13,4.5427
2021-11-14,4.17928
2021-11-15,13.44639
2021-11-16,14.35493
2021-11-17,16.35372
2021-11-18,11.20533
2021-11-19,11.02362
2021-11-20,4.11871
2021-11-21,3.99757
2021-11-22,14.05208
2021-11-23,13.44639
2021-11-24,13.87038
2021-11-25,13.32525
2021-11-26,13.32525
2021-11-27,4.05814
2021-11-28,3.81586
2021-11-29,15.50575
2021-11-30,15.02119
2021-12-01,14.65778
2021-12-02,11.99273
2021-12-03,12.59842
2021-12-04,4.05814
2021-12-05,3.99757
2021-12-06,14.35493
2021-12-07,15.14233
2021-12-08,16.17201
2021-12-09,16.65657
2021-12-10,12.8407
2021-12-11,4.7244
2021-12-12,7.20775
2021-12-13,14.77892
2021-12-14,16.35372
2021-12-15,15.8086
2021-12-16,14.90006
2021-12-17,11.75045
2021-12-18,4.11871
2021-12-19,4.60327
2021-12-20,15.62689
2021-12-21,15.26347
2021-12-22,14.29436
2021-12-23,15.8086
2021-12-24,17.80738
2021-12-25,5.93579
2021-12-26,7.08661
2021-12-27,22.10781
2021-12-28,23.5009
2021-12-29,22.65293
2021-12-30,23.92489
2021-12-31,19.07934
2022-01-01,4.05814
2022-01-02,5.3301
2022-01-03,19.44276
2022-01-04,19.50333
2022-01-05,20.71471
2022-01-06,14.96062
2022-01-07,15.32404
2022-01-08,5.08782
2022-01-09,7.14718
2022-01-10,20.83585
2022-01-11,16.47486
2022-01-12,16.89884
2022-01-13,19.01877
2022-01-14,19.98788
2022-01-15,6.48092
2022-01-16,10.59963
2022-01-17,25.49969
2022-01-18,25.98425
2022-01-19,21.32041
2022-01-20,15.62689
2022-01-21,16.83827
2022-01-22,6.05693
2022-01-23,6.05693
2022-01-24,18.35251
2022-01-25,20.41187
2022-01-26,19.13991
2022-01-27,18.53422
2022-01-28,16.89884
2022-01-29,5.39067
2022-01-30,4.78497
2022-01-31,4.5427
2022-02-01,6.66262
2022-02-02,6.42035
2022-02-03,19.38219
2022-02-04,16.41429
2022-02-05,7.51059
2022-02-06,8.23743
2022-02-07,22.89521
2022-02-08,21.07813
2022-02-09,20.71471
2022-02-10,22.16838
2022-02-11,18.41308
2022-02-12,7.63173
2022-02-13,5.99636
2022-02-14,22.83464
2022-02-15,21.32041
2022-02-16,20.29073
2022-02-17,20.65414
2022-02-18,19.32162
2022-02-19,6.60205
2022-02-20,7.20775
2022-02-21,22.41066
2022-02-22,23.62204
2022-02-23,19.26105
2022-02-24,21.62325
2022-02-25,22.04724
2022-02-26,8.84312
2022-02-27,6.96547
2022-02-28,25.13628
2022-03-01,10.05451
2022-03-02,21.80496
2022-03-03,23.80375
2022-03-04,21.32041
2022-03-05,7.45003
2022-03-06,5.75408
2022-03-07,22.65293
2022-03-08,20.23016
2022-03-09,5.63294
2022-03-10,21.74439
2022-03-11,20.16959
2022-03-12,5.57238
2022-03-13,5.99636
2022-03-14,21.07813
2022-03-15,19.68503
2022-03-16,18.53422
2022-03-17,16.05087
2022-03-18,16.23258
2022-03-19,5.69351
2022-03-20,4.78497
2022-03-21,28.0436
2022-03-22,24.95457
2022-03-23,20.29073
2022-03-24,23.62204
2022-03-25,27.8619
2022-03-26,7.93458
2022-03-27,7.32889
2022-03-28,21.62325
2022-03-29,29.92125
2022-03-30,26.52937
2022-03-31,24.53058
2022-04-01,22.53179
2022-04-02,7.81344
2022-04-03,7.45003
2022-04-04,26.22652
2022-04-05,26.71108
2022-04-06,25.07571
2022-04-07,25.43912
2022-04-08,20.83585
2022-04-09,7.45003
2022-04-10,7.02604
2022-04-11,23.80375
2022-04-12,27.13506
2022-04-13,28.34645
2022-04-14,35.00908
2022-04-15,27.61962
2022-04-16,8.17686
2022-04-17,9.20654
2022-04-18,30.70866
2022-04-19,28.52816
2022-04-20,30.16353
2022-04-21,23.98546
2022-04-22,24.65172
2022-04-23,5.39067
2022-04-24,6.78376
2022-04-25,28.22531
2022-04-26,29.37613
2022-04-27,27.8619
2022-04-28,27.2562
2022-04-29,24.16717
2022-04-30,6.35978
2022-05-01,5.87522
2022-05-02,25.6814
2022-05-03,26.83222
2022-05-04,24.22774
2022-05-05,6.60205
2022-05-06,17.98909
2022-05-07,4.05814
2022-05-08,4.60327
2022-05-09,26.16596
2022-05-10,26.89279
2022-05-11,27.49848
2022-05-12,23.3192
2022-05-13,20.3513
2022-05-14,3.69473
2022-05-15,5.51181
2022-05-16,23.86432
2022-05-17,18.77649
2022-05-18,19.92731
2022-05-19,19.38219
2022-05-20,18.04966
2022-05-21,4.5427
2022-05-22,5.08782
2022-05-23,22.28952
2022-05-24,21.1387
2022-05-25,20.29073
2022-05-26,23.5009
2022-05-27,20.29073
2022-05-28,6.23864
2022-05-29,5.45124
2022-05-30,25.01514
2022-05-31,22.10781
2022-06-01,6.42035
2022-06-02,22.95578
2022-06-03,19.7456
2022-06-04,4.90611
2022-06-05,3.63416
2022-06-06,5.63294
2022-06-07,27.8619
2022-06-08,22.77407
2022-06-09,22.65293
2022-06-10,21.62325
2022-06-11,5.14839
2022-06-12,4.17928
2022-06-13,20.71471
2022-06-14,23.62204
2022-06-15,22.95578
2022-06-16,20.89642
2022-06-17,16.17201
2022-06-18,4.11871
2022-06-19,3.1496
2022-06-20,20.71471
2022-06-21,21.62325
2022-06-22,19.50333
2022-06-23,19.80617
2022-06-24,17.74682
2022-06-25,6.05693
2022-06-26,4.96668
2022-06-27,22.10781
2022-06-28,21.25984
2022-06-29,22.35009
2022-06-30,21.68382
2022-07-01,19.68503
2022-07-02,4.5427
2022-07-03,5.81465
2022-07-04,22.83464
2022-07-05,24.34887
2022-07-06,21.25984
2022-07-07,20.23016
2022-07-08,19.26105
2022-07-09,4.78497
2022-07-10,5.14839
2022-07-11,21.1387
2022-07-12,22.7135
2022-07-13,22.7135
2022-07-14,20.16959
2022-07-15,17.62568
2022-07-16,4.42156
2022-07-17,5.3301
2022-07-18,20.53301
2022-07-19,21.32041
2022-07-20,19.50333
2022-07-21,17.50454
2022-07-22,16.05087
2022-07-23,5.69351
2022-07-24,6.72319
2022-07-25,24.1066
2022-07-26,22.7135
2022-07-27,19.92731
2022-07-28,21.1387
2022-07-29,18.53422
2022-07-30,6.05693
2022-07-31,4.5427
2022-08-01,20.59357
2022-08-02,17.44397
2022-08-03,17.01998
2022-08-04,18.9582
2022-08-05,19.32162
2022-08-06,6.29921
2022-08-07,4.7244
2022-08-08,21.86553
2022-08-09,20.47244
2022-08-10,25.07571
2022-08-11,20.10902
2022-08-12,20.41187
2022-08-13,4.7244
2022-08-14,4.36099
2022-08-15,7.02604
2022-08-16,22.16838
2022-08-17,27.19563
2022-08-18,21.07813
2022-08-19,19.62447
2022-08-20,5.02725
2022-08-21,5.93579
2022-08-22,22.59236
2022-08-23,22.22895
2022-08-24,23.01635
2022-08-25,19.86674
2022-08-26,18.83706
2022-08-27,4.66384
2022-08-28,5.26953
2022-08-29,17.01998
2022-08-30,21.62325
2022-08-31,25.13628
2022-09-01,23.01635
2022-09-02,20.53301
2022-09-03,4.84554
2022-09-04,4.96668
2022-09-05,23.62204
2022-09-06,21.32041
2022-09-07,24.16717
2022-09-08,19.07934
2022-09-09,5.69351
2022-09-10,3.39188
2022-09-11,3.937
2022-09-12,5.81465
2022-09-13,27.01393
2022-09-14,25.62083
2022-09-15,23.3192
2022-09-16,21.38098
2022-09-17,4.23985
2022-09-18,4.60327
2022-09-19,19.44276
2022-09-20,20.89642
2022-09-21,17.68625
2022-09-22,21.1387
2022-09-23,19.32162
2022-09-24,4.60327
2022-09-25,6.05693
2022-09-26,21.25984
2022-09-27,19.62447
2022-09-28,21.56268
2022-09-29,19.5639
2022-09-30,22.41066
2022-10-01,5.81465
2022-10-02,3.87643
2022-10-03,9.0854
2022-10-04,29.07328
2022-10-05,27.2562
2022-10-06,25.49969
2022-10-07,22.35009
2022-10-08,6.29921
2022-10-09,5.08782
2022-10-10,7.32889
2022-10-11,22.7135
2022-10-12,22.65293
2022-10-13,23.07692
2022-10-14,21.68382
2022-10-15,6.96547
2022-10-16,7.26832
2022-10-17,25.43912
2022-10-18,25.74197
2022-10-19,23.80375
2022-10-20,21.56268
2022-10-21,16.29315
2022-10-22,6.78376
2022-10-23,5.45124
2022-10-24,24.04603
2022-10-25,27.74076
2022-10-26,25.07571
2022-10-27,22.7135
2022-10-28,23.19806
2022-10-29,6.96547
2022-10-30,6.1175
2022-10-31,26.4688
2022-11-01,27.31677
2022-11-02,27.2562
2022-11-03,24.83343
2022-11-04,23.13749
2022-11-05,13.20411
2022-11-06,10.29678
2022-11-07,30.34524
2022-11-08,29.31556
2022-11-09,28.77044
2022-11-10,28.34645
2022-11-11,23.68261
2022-11-12,9.0854
2022-11-13,7.45003
2022-11-14,26.40823
2022-11-15,32.94972
2022-11-16,27.0745
2022-11-17,27.2562
2022-11-18,21.74439
2022-11-19,7.93458
2022-11-20,11.62931
2022-11-21,26.52937
2022-11-22,29.49727
2022-11-23,30.28467
2022-11-24,27.55905
2022-11-25,27.31677
2022-11-26,8.05572
2022-11-27,9.44881
2022-11-28,29.19442
2022-11-29,31.13264
2022-11-30,33.37371
2022-12-01,32.16232
2022-12-02,30.89036
2022-12-03,9.0854
2022-12-04,10.96305
2022-12-05,33.31314
2022-12-06,33.73712
2022-12-07,38.09812
2022-12-08,38.70381
2022-12-09,33.85826
2022-12-10,13.08298
2022-12-11,12.59842
2022-12-12,43.18594
2022-12-13,38.70381
2022-12-14,36.58388
2022-12-15,34.64566
2022-12-16,32.64688
2022-12-17,11.62931
2022-12-18,15.44518
2022-12-19,39.18837
2022-12-20,45.48758
2022-12-21,43.12537
2022-12-22,41.24772
2022-12-23,35.85705
2022-12-24,12.41671
2022-12-25,13.68867
2022-12-26,44.63961
2022-12-27,49.36402
2022-12-28,49.30345
2022-12-29,54.63355
2022-12-30,46.94124
2022-12-31,13.74924
2023-01-01,9.93337
2023-01-02,47.78921
2023-01-03,43.12537
2023-01-04,42.64082
2023-01-05,45.48758
2023-01-06,37.31072
2023-01-07,12.47728
2023-01-08,11.87159
2023-01-09,43.0648
2023-01-10,40.82374
2023-01-11,37.31072
2023-01-12,35.31193
2023-01-13,33.91883
2023-01-14,12.29557
2023-01-15,15.56632
2023-01-16,38.27983
2023-01-17,42.64082
2023-01-18,38.46153
2023-01-19,34.28225
2023-01-20,31.37492
2023-01-21,13.32525
2023-01-22,13.50696
2023-01-23,12.11387
2023-01-24,15.2029
2023-01-25,42.09569
2023-01-26,47.84978
2023-01-27,43.18594
2023-01-28,18.35251
2023-01-29,15.68746
2023-01-30,44.21562
2023-01-31,50.75711
2023-02-01,42.58025
2023-02-02,43.6705
2023-02-03,39.79406
2023-02-04,14.4155
2023-02-05,12.53785
2023-02-06,42.33797
2023-02-07,47.24409
2023-02-08,44.63961
2023-02-09,44.4579
2023-02-10,43.54936
2023-02-11,15.50575
2023-02-12,13.68867
2023-02-13,51.36281
2023-02-14,54.69412
2023-02-15,57.17746
2023-02-16,54.81526
2023-02-17,48.39491
2023-02-18,17.01998
2023-02-19,21.74439
2023-02-20,71.16898
2023-02-21,54.3307
2023-02-22,47.66807
2023-02-23,47.30466
2023-02-24,42.39854
2023-02-25,16.65657
2023-02-26,17.26226
2023-02-27,47.24409
2023-02-28,55.54209
2023-03-01,23.56147
2023-03-02,48.2132
2023-03-03,50.09085
2023-03-04,19.38219
2023-03-05,18.83706
2023-03-06,49.30345
2023-03-07,48.45548
2023-03-08,50.09085
2023-03-09,44.15505
2023-03-10,40.46032
2023-03-11,14.17322
2023-03-12,14.59721
2023-03-13,36.03876
2023-03-14,37.55299
2023-03-15,37.85584
2023-03-16,32.70745
2023-03-17,32.10175
2023-03-18,8.41913
2023-03-19,9.93337
2023-03-20,31.67777
2023-03-21,35.25136
2023-03-22,30.8298
2023-03-23,31.55663
2023-03-24,27.31677
2023-03-25,11.75045
2023-03-26,9.99394
2023-03-27,30.16353
2023-03-28,32.34403
2023-03-29,34.22168
2023-03-30,33.07086
2023-03-31,31.37492
2023-04-01,10.72077
2023-04-02,12.47728
2023-04-03,35.06965
2023-04-04,32.70745
2023-04-05,34.16111
2023-04-06,30.04239
2023-04-07,24.1066
2023-04-08,8.66141
2023-04-09,8.84312
2023-04-10,31.13264
2023-04-11,33.49485
2023-04-12,31.31435
2023-04-13,29.49727
2023-04-14,28.77044
2023-04-15,11.02362
2023-04-16,9.99394
2023-04-17,28.34645
2023-04-18,31.07207
2023-04-19,28.58873
2023-04-20,28.46759
2023-04-21,24.53058
2023-04-22,9.81223
2023-04-23,9.8728
2023-04-24,31.13264
2023-04-25,33.07086
2023-04-26,32.28346
2023-04-27,31.92004
2023-04-28,25.49969
2023-04-29,11.20533
2023-04-30,10.96305
2023-05-01,17.68625
2023-05-02,36.82616
2023-05-03,35.00908
2023-05-04,32.88915
2023-05-05,14.47607
2023-05-06,13.02241
2023-05-07,12.235
2023-05-08,35.79648
2023-05-09,34.34282
2023-05-10,35.19079
2023-05-11,30.95093
2023-05-12,28.0436
2023-05-13,9.8728
2023-05-14,12.35614
2023-05-15,32.82858
2023-05-16,37.85584
2023-05-17,33.43428
2023-05-18,32.88915
2023-05-19,29.01271
2023-05-20,10.90248
2023-05-21,13.38582
2023-05-22,34.28225
2023-05-23,38.40096
2023-05-24,37.25015
2023-05-25,36.40218
2023-05-26,29.01271
2023-05-27,14.83949
2023-05-28,14.96062
2023-05-29,19.5639
