date,만보기어플
2020-07-21,62.97322
2020-07-22,63.25023
2020-07-23,69.62142
2020-07-24,51.06186
2020-07-25,45.33702
2020-07-26,58.63342
2020-07-27,59.46445
2020-07-28,47.64542
2020-07-29,47.09141
2020-07-30,40.90489
2020-07-31,43.67497
2020-08-01,37.8578
2020-08-02,34.16435
2020-08-03,42.01292
2020-08-04,42.19759
2020-08-05,41.82825
2020-08-06,39.1505
2020-08-07,40.1662
2020-08-08,49.49215
2020-08-09,50.1385
2020-08-10,44.96768
2020-08-11,34.99538
2020-08-12,43.95198
2020-08-13,54.4783
2020-08-14,40.81255
2020-08-15,34.44136
2020-08-16,43.76731
2020-08-17,46.99907
2020-08-18,44.32132
2020-08-19,39.1505
2020-08-20,38.59649
2020-08-21,40.99722
2020-08-22,34.81071
2020-08-23,42.84395
2020-08-24,43.67497
2020-08-25,48.93813
2020-08-26,32.68698
2020-08-27,30.56325
2020-08-28,38.04247
2020-08-29,35.54939
2020-08-30,37.02677
2020-08-31,41.36657
2020-09-01,46.72206
2020-09-02,33.518
2020-09-03,35.08771
2020-09-04,43.85964
2020-09-05,47.8301
2020-09-06,44.04432
2020-09-07,32.77931
2020-09-08,46.35272
2020-09-09,45.24469
2020-09-10,56.04801
2020-09-11,45.70637
2020-09-12,37.95013
2020-09-13,47.55309
2020-09-14,54.4783
2020-09-15,52.16989
2020-09-16,56.41735
2020-09-17,55.21698
2020-09-18,46.35272
2020-09-19,47.73776
2020-09-20,57.52539
2020-09-21,53.00092
2020-09-22,69.99076
2020-09-23,66.57433
2020-09-24,56.41735
2020-09-25,49.67682
2020-09-26,51.1542
2020-09-27,56.97137
2020-09-28,52.35457
2020-09-29,45.24469
2020-09-30,37.58079
2020-10-01,46.8144
2020-10-02,52.07756
2020-10-03,59.27977
2020-10-04,59.46445
2020-10-05,58.17174
2020-10-06,66.94367
2020-10-07,64.81994
2020-10-08,51.4312
2020-10-09,56.41735
2020-10-10,55.49399
2020-10-11,55.95567
2020-10-12,62.23453
2020-10-13,57.98707
2020-10-14,55.95567
2020-10-15,53.64727
2020-10-16,54.93998
2020-10-17,45.70637
2020-10-18,61.68051
2020-10-19,60.1108
2020-10-20,59.55678
2020-10-21,56.14035
2020-10-22,58.0794
2020-10-23,48.01477
2020-10-24,45.89104
2020-10-25,59.55678
2020-10-26,62.78855
2020-10-27,63.4349
2020-10-28,54.93998
2020-10-29,70.45244
2020-10-30,57.52539
2020-10-31,50.50784
2020-11-01,48.84579
2020-11-02,53.73961
2020-11-03,46.35272
2020-11-04,47.18374
2020-11-05,58.44875
2020-11-06,50.87719
2020-11-07,49.67682
2020-11-08,46.53739
2020-11-09,48.66112
2020-11-10,50.04616
2020-11-11,52.81625
2020-11-12,48.84579
2020-11-13,78.94736
2020-11-14,57.71006
2020-11-15,57.52539
2020-11-16,59.27977
2020-11-17,65.55863
2020-11-18,55.03231
2020-11-19,41.92059
2020-11-20,41.1819
2020-11-21,43.95198
2020-11-22,45.42936
2020-11-23,44.59833
2020-11-24,43.67497
2020-11-25,37.39612
2020-11-26,43.58264
2020-11-27,38.78116
2020-11-28,34.44136
2020-11-29,40.35087
2020-11-30,43.02862
2020-12-01,47.18374
2020-12-02,40.44321
2020-12-03,36.19575
2020-12-04,40.25854
2020-12-05,44.59833
2020-12-06,46.26038
2020-12-07,48.19944
2020-12-08,46.35272
2020-12-09,50.78485
2020-12-10,45.33702
2020-12-11,40.72022
2020-12-12,41.73591
2020-12-13,41.08956
2020-12-14,37.95013
2020-12-15,33.42566
2020-12-16,32.96398
2020-12-17,30.1939
2020-12-18,28.53185
2020-12-19,29.63988
2020-12-20,37.76546
2020-12-21,28.71652
2020-12-22,35.64173
2020-12-23,30.28624
2020-12-24,31.48661
2020-12-25,37.11911
2020-12-26,59.46445
2020-12-27,46.8144
2020-12-28,47.55309
2020-12-29,45.24469
2020-12-30,30.00923
2020-12-31,25.94644
2021-01-01,43.4903
2021-01-02,47.55309
2021-01-03,58.44875
2021-01-04,49.39981
2021-01-05,49.95383
2021-01-06,38.96583
2021-01-07,28.71652
2021-01-08,33.61034
2021-01-09,33.61034
2021-01-10,45.7987
2021-01-11,41.55124
2021-01-12,43.21329
2021-01-13,49.58448
2021-01-14,56.14035
2021-01-15,56.41735
2021-01-16,54.84764
2021-01-17,59.74145
2021-01-18,46.35272
2021-01-19,49.49215
2021-01-20,58.35641
2021-01-21,51.61588
2021-01-22,44.22899
2021-01-23,55.58633
2021-01-24,62.51154
2021-01-25,56.04801
2021-01-26,50.78485
2021-01-27,56.50969
2021-01-28,40.53554
2021-01-29,34.34903
2021-01-30,46.99907
2021-01-31,66.48199
2021-02-01,49.86149
2021-02-02,51.89289
2021-02-03,40.62788
2021-02-04,39.88919
2021-02-05,39.70452
2021-02-06,43.67497
2021-02-07,52.35457
2021-02-08,54.57063
2021-02-09,46.07571
2021-02-10,37.95013
2021-02-11,38.04247
2021-02-12,44.32132
2021-02-13,59.46445
2021-02-14,59.0951
2021-02-15,66.11265
2021-02-16,55.49399
2021-02-17,41.73591
2021-02-18,38.13481
2021-02-19,40.07386
2021-02-20,45.89104
2021-02-21,60.20313
2021-02-22,56.50969
2021-02-23,52.81625
2021-02-24,46.26038
2021-02-25,39.70452
2021-02-26,33.24099
2021-02-27,48.47645
2021-02-28,58.44875
2021-03-01,47.8301
2021-03-02,54.20129
2021-03-03,49.21514
2021-03-04,50.41551
2021-03-05,65.09695
2021-03-06,49.21514
2021-03-07,56.50969
2021-03-08,61.77285
2021-03-09,55.86334
2021-03-10,61.21883
2021-03-11,48.93813
2021-03-12,43.67497
2021-03-13,48.01477
2021-03-14,62.4192
2021-03-15,61.49584
2021-03-16,55.40166
2021-03-17,63.4349
2021-03-18,64.63527
2021-03-19,49.76915
2021-03-20,37.11911
2021-03-21,49.76915
2021-03-22,54.57063
2021-03-23,58.0794
2021-03-24,59.83379
2021-03-25,57.34072
2021-03-26,45.61403
2021-03-27,36.47276
2021-03-28,55.67867
2021-03-29,53.92428
2021-03-30,67.40535
2021-03-31,67.03601
2021-04-01,70.26777
2021-04-02,59.27977
2021-04-03,40.07386
2021-04-04,53.09325
2021-04-05,64.4506
2021-04-06,65.18928
2021-04-07,67.03601
2021-04-08,56.97137
2021-04-09,65.46629
2021-04-10,53.55493
2021-04-11,62.14219
2021-04-12,46.62973
2021-04-13,56.97137
2021-04-14,59.18744
2021-04-15,66.66666
2021-04-16,61.1265
2021-04-17,59.37211
2021-04-18,62.04986
2021-04-19,78.57802
2021-04-20,81.62511
2021-04-21,71.83748
2021-04-22,67.95937
2021-04-23,55.30932
2021-04-24,52.72391
2021-04-25,63.4349
2021-04-26,66.02031
2021-04-27,72.29916
2021-04-28,56.41735
2021-04-29,54.38596
2021-04-30,52.16989
2021-05-01,48.84579
2021-05-02,64.08125
2021-05-03,63.71191
2021-05-04,48.38411
2021-05-05,59.83379
2021-05-06,60.1108
2021-05-07,44.96768
2021-05-08,44.506
2021-05-09,58.91043
2021-05-10,46.35272
2021-05-11,55.49399
2021-05-12,67.40535
2021-05-13,57.24838
2021-05-14,54.01662
2021-05-15,47.64542
2021-05-16,49.76915
2021-05-17,56.87903
2021-05-18,49.39981
2021-05-19,55.67867
2021-05-20,47.18374
2021-05-21,51.80055
2021-05-22,71.00646
2021-05-23,76.54662
2021-05-24,72.3915
2021-05-25,66.48199
2021-05-26,65.83564
2021-05-27,58.91043
2021-05-28,50.69252
2021-05-29,44.78301
2021-05-30,56.41735
2021-05-31,55.67867
2021-06-01,61.21883
2021-06-02,80.3324
2021-06-03,47.64542
2021-06-04,48.38411
2021-06-05,53.73961
2021-06-06,61.4035
2021-06-07,65.28162
2021-06-08,48.29178
2021-06-09,49.30747
2021-06-10,72.57617
2021-06-11,49.30747
2021-06-12,50.1385
2021-06-13,55.03231
2021-06-14,44.32132
2021-06-15,51.61588
2021-06-16,47.36842
2021-06-17,63.25023
2021-06-18,53.64727
2021-06-19,48.56879
2021-06-20,48.01477
2021-06-21,57.71006
2021-06-22,59.64912
2021-06-23,54.66297
2021-06-24,61.1265
2021-06-25,62.88088
2021-06-26,54.4783
2021-06-27,63.71191
2021-06-28,50.60018
2021-06-29,45.61403
2021-06-30,52.35457
2021-07-01,51.24653
2021-07-02,43.4903
2021-07-03,41.64358
2021-07-04,40.44321
2021-07-05,46.07571
2021-07-06,39.61218
2021-07-07,39.98153
2021-07-08,41.45891
2021-07-09,53.37026
2021-07-10,46.35272
2021-07-11,39.79686
2021-07-12,39.79686
2021-07-13,38.59649
2021-07-14,40.90489
2021-07-15,31.11726
2021-07-16,33.14866
2021-07-17,32.13296
2021-07-18,36.01108
2021-07-19,30.93259
2021-07-20,35.45706
2021-07-21,33.79501
2021-07-22,36.28808
2021-07-23,35.64173
2021-07-24,34.90304
2021-07-25,40.81255
2021-07-26,32.13296
2021-07-27,28.99353
2021-07-28,31.11726
2021-07-29,36.65743
2021-07-30,28.9012
2021-07-31,36.74976
2021-08-01,31.57894
2021-08-02,36.19575
2021-08-03,34.99538
2021-08-04,38.31948
2021-08-05,33.33333
2021-08-06,30.1939
2021-08-07,31.48661
2021-08-08,39.33518
2021-08-09,39.61218
2021-08-10,40.25854
2021-08-11,40.35087
2021-08-12,43.12096
2021-08-13,39.79686
2021-08-14,42.56694
2021-08-15,42.10526
2021-08-16,44.22899
2021-08-17,40.72022
2021-08-18,39.79686
2021-08-19,44.41366
2021-08-20,41.64358
2021-08-21,29.1782
2021-08-22,39.88919
2021-08-23,45.42936
2021-08-24,39.33518
2021-08-25,41.82825
2021-08-26,46.44506
2021-08-27,40.35087
2021-08-28,54.38596
2021-08-29,60.57248
2021-08-30,52.16989
2021-08-31,47.36842
2021-09-01,42.28993
2021-09-02,46.72206
2021-09-03,43.85964
2021-09-04,49.76915
2021-09-05,52.90858
2021-09-06,47.55309
2021-09-07,50.04616
2021-09-08,51.89289
2021-09-09,63.80424
2021-09-10,51.06186
2021-09-11,46.62973
2021-09-12,57.52539
2021-09-13,45.33702
2021-09-14,46.53739
2021-09-15,42.65927
2021-09-16,45.15235
2021-09-17,38.13481
2021-09-18,43.67497
2021-09-19,37.11911
2021-09-20,50.60018
2021-09-21,58.17174
2021-09-22,61.49584
2021-09-23,74.23822
2021-09-24,59.83379
2021-09-25,56.60203
2021-09-26,59.83379
2021-09-27,57.98707
2021-09-28,49.86149
2021-09-29,40.81255
2021-09-30,49.03047
2021-10-01,49.49215
2021-10-02,45.89104
2021-10-03,56.87903
2021-10-04,54.10895
2021-10-05,59.46445
2021-10-06,53.27793
2021-10-07,49.21514
2021-10-08,45.7987
2021-10-09,50.23084
2021-10-10,40.35087
2021-10-11,50.96952
2021-10-12,52.4469
2021-10-13,53.37026
2021-10-14,51.98522
2021-10-15,44.69067
2021-10-16,34.44136
2021-10-17,42.4746
2021-10-18,41.55124
2021-10-19,41.27423
2021-10-20,40.81255
2021-10-21,41.36657
2021-10-22,43.95198
2021-10-23,41.64358
2021-10-24,54.57063
2021-10-25,47.92243
2021-10-26,58.54108
2021-10-27,54.4783
2021-10-28,51.98522
2021-10-29,49.39981
2021-10-30,43.95198
2021-10-31,58.91043
2021-11-01,57.98707
2021-11-02,53.92428
2021-11-03,51.24653
2021-11-04,50.32317
2021-11-05,43.02862
2021-11-06,49.49215
2021-11-07,53.18559
2021-11-08,34.90304
2021-11-09,34.07202
2021-11-10,32.40997
2021-11-11,33.97968
2021-11-12,33.88734
2021-11-13,38.41181
2021-11-14,46.07571
2021-11-15,45.98337
2021-11-16,46.16805
2021-11-17,41.1819
2021-11-18,41.64358
2021-11-19,39.88919
2021-11-20,47.8301
2021-11-21,38.87349
2021-11-22,29.1782
2021-11-23,29.91689
2021-11-24,32.77931
2021-11-25,34.90304
2021-11-26,34.5337
2021-11-27,38.41181
2021-11-28,51.1542
2021-11-29,47.55309
2021-11-30,35.45706
2021-12-01,36.19575
2021-12-02,35.27239
2021-12-03,32.96398
2021-12-04,34.62603
2021-12-05,46.07571
2021-12-06,40.90489
2021-12-07,49.76915
2021-12-08,45.42936
2021-12-09,47.64542
2021-12-10,37.02677
2021-12-11,40.07386
2021-12-12,37.30378
2021-12-13,40.35087
2021-12-14,38.13481
2021-12-15,36.38042
2021-12-16,32.59464
2021-12-17,25.5771
2021-12-18,23.82271
2021-12-19,30.37857
2021-12-20,29.36288
2021-12-21,34.07202
2021-12-22,30.84025
2021-12-23,34.44136
2021-12-24,29.27054
2021-12-25,25.20775
2021-12-26,23.5457
2021-12-27,33.88734
2021-12-28,31.11726
2021-12-29,31.76361
2021-12-30,28.34718
2021-12-31,23.17636
2022-01-01,37.95013
2022-01-02,41.64358
2022-01-03,58.63342
2022-01-04,48.01477
2022-01-05,38.41181
2022-01-06,48.56879
2022-01-07,44.22899
2022-01-08,41.73591
2022-01-09,43.4903
2022-01-10,36.56509
2022-01-11,31.2096
2022-01-12,29.63988
2022-01-13,28.71652
2022-01-14,31.11726
2022-01-15,42.75161
2022-01-16,37.48845
2022-01-17,32.31763
2022-01-18,37.30378
2022-01-19,29.63988
2022-01-20,39.98153
2022-01-21,40.44321
2022-01-22,48.1071
2022-01-23,48.38411
2022-01-24,42.19759
2022-01-25,37.76546
2022-01-26,39.70452
2022-01-27,39.1505
2022-01-28,28.99353
2022-01-29,31.11726
2022-01-30,34.99538
2022-01-31,31.11726
2022-02-01,37.11911
2022-02-02,44.96768
2022-02-03,39.88919
2022-02-04,40.99722
2022-02-05,45.33702
2022-02-06,48.29178
2022-02-07,42.65927
2022-02-08,46.16805
2022-02-09,47.64542
2022-02-10,48.01477
2022-02-11,44.41366
2022-02-12,40.62788
2022-02-13,48.75346
2022-02-14,37.58079
2022-02-15,44.13665
2022-02-16,44.506
2022-02-17,32.87165
2022-02-18,37.30378
2022-02-19,39.51985
2022-02-20,42.4746
2022-02-21,36.38042
2022-02-22,35.36472
2022-02-23,37.21144
2022-02-24,42.01292
2022-02-25,38.04247
2022-02-26,45.89104
2022-02-27,42.56694
2022-02-28,40.25854
2022-03-01,51.06186
2022-03-02,47.27608
2022-03-03,44.78301
2022-03-04,40.35087
2022-03-05,38.78116
2022-03-06,43.58264
2022-03-07,50.1385
2022-03-08,49.03047
2022-03-09,40.53554
2022-03-10,34.90304
2022-03-11,42.56694
2022-03-12,47.27608
2022-03-13,38.96583
2022-03-14,39.42751
2022-03-15,46.44506
2022-03-16,73.31486
2022-03-17,49.58448
2022-03-18,39.98153
2022-03-19,35.45706
2022-03-20,42.38227
2022-03-21,38.78116
2022-03-22,45.7987
2022-03-23,46.44506
2022-03-24,41.1819
2022-03-25,35.54939
2022-03-26,32.68698
2022-03-27,42.28993
2022-03-28,41.92059
2022-03-29,46.44506
2022-03-30,45.52169
2022-03-31,46.44506
2022-04-01,45.33702
2022-04-02,44.32132
2022-04-03,42.4746
2022-04-04,48.38411
2022-04-05,50.60018
2022-04-06,53.09325
2022-04-07,43.85964
2022-04-08,45.42936
2022-04-09,47.09141
2022-04-10,43.39796
2022-04-11,48.19944
2022-04-12,45.42936
2022-04-13,43.95198
2022-04-14,42.10526
2022-04-15,39.51985
2022-04-16,42.10526
2022-04-17,47.27608
2022-04-18,49.76915
2022-04-19,57.89473
2022-04-20,58.35641
2022-04-21,55.21698
2022-04-22,44.506
2022-04-23,65.00461
2022-04-24,93.25946
2022-04-25,63.61957
2022-04-26,50.69252
2022-04-27,51.06186
2022-04-28,49.76915
2022-04-29,42.84395
2022-04-30,41.82825
2022-05-01,47.46075
2022-05-02,48.75346
2022-05-03,51.1542
2022-05-04,40.44321
2022-05-05,47.55309
2022-05-06,45.15235
2022-05-07,38.87349
2022-05-08,40.07386
2022-05-09,51.89289
2022-05-10,47.46075
2022-05-11,49.58448
2022-05-12,47.27608
2022-05-13,50.41551
2022-05-14,50.60018
2022-05-15,45.7987
2022-05-16,51.1542
2022-05-17,57.52539
2022-05-18,54.84764
2022-05-19,60.48014
2022-05-20,57.89473
2022-05-21,55.49399
2022-05-22,57.24838
2022-05-23,73.03785
2022-05-24,64.7276
2022-05-25,58.81809
2022-05-26,56.97137
2022-05-27,48.19944
2022-05-28,46.53739
2022-05-29,53.18559
2022-05-30,73.68421
2022-05-31,52.53924
2022-06-01,59.64912
2022-06-02,47.36842
2022-06-03,48.75346
2022-06-04,42.84395
2022-06-05,49.49215
2022-06-06,55.58633
2022-06-07,67.86703
2022-06-08,63.52723
2022-06-09,56.14035
2022-06-10,46.99907
2022-06-11,44.13665
2022-06-12,52.63157
2022-06-13,58.17174
2022-06-14,48.84579
2022-06-15,49.86149
2022-06-16,55.771
2022-06-17,50.78485
2022-06-18,48.29178
2022-06-19,60.48014
2022-06-20,49.67682
2022-06-21,47.64542
2022-06-22,45.52169
2022-06-23,36.19575
2022-06-24,34.62603
2022-06-25,41.55124
2022-06-26,43.39796
2022-06-27,38.31948
2022-06-28,33.05632
2022-06-29,35.64173
2022-06-30,37.21144
2022-07-01,37.30378
2022-07-02,37.76546
2022-07-03,42.4746
2022-07-04,42.28993
2022-07-05,40.53554
2022-07-06,40.44321
2022-07-07,38.41181
2022-07-08,38.59649
2022-07-09,45.42936
2022-07-10,48.01477
2022-07-11,44.506
2022-07-12,43.76731
2022-07-13,36.28808
2022-07-14,37.30378
2022-07-15,35.45706
2022-07-16,38.87349
2022-07-17,43.4903
2022-07-18,39.51985
2022-07-19,43.21329
2022-07-20,48.01477
2022-07-21,32.40997
2022-07-22,47.46075
2022-07-23,47.18374
2022-07-24,39.24284
2022-07-25,38.31948
2022-07-26,37.58079
2022-07-27,45.61403
2022-07-28,37.58079
2022-07-29,57.52539
2022-07-30,59.18744
2022-07-31,38.04247
2022-08-01,40.07386
2022-08-02,43.67497
2022-08-03,35.54939
2022-08-04,36.8421
2022-08-05,31.67128
2022-08-06,38.04247
2022-08-07,34.90304
2022-08-08,33.24099
2022-08-09,29.1782
2022-08-10,32.87165
2022-08-11,31.2096
2022-08-12,29.45521
2022-08-13,36.65743
2022-08-14,38.68882
2022-08-15,36.8421
2022-08-16,38.96583
2022-08-17,37.39612
2022-08-18,42.10526
2022-08-19,37.21144
2022-08-20,36.65743
2022-08-21,44.78301
2022-08-22,36.38042
2022-08-23,34.34903
2022-08-24,37.39612
2022-08-25,41.73591
2022-08-26,40.72022
2022-08-27,36.10341
2022-08-28,39.79686
2022-08-29,37.39612
2022-08-30,30.47091
2022-08-31,36.28808
2022-09-01,42.56694
2022-09-02,31.02493
2022-09-03,30.65558
2022-09-04,33.61034
2022-09-05,21.69898
2022-09-06,31.2096
2022-09-07,37.11911
2022-09-08,37.95013
2022-09-09,29.27054
2022-09-10,35.08771
2022-09-11,40.07386
2022-09-12,49.49215
2022-09-13,51.52354
2022-09-14,51.89289
2022-09-15,47.92243
2022-09-16,45.24469
2022-09-17,41.08956
2022-09-18,35.91874
2022-09-19,46.8144
2022-09-20,54.10895
2022-09-21,51.06186
2022-09-22,52.53924
2022-09-23,46.35272
2022-09-24,47.55309
2022-09-25,46.44506
2022-09-26,45.06001
2022-09-27,47.8301
2022-09-28,48.93813
2022-09-29,51.1542
2022-09-30,45.24469
2022-10-01,39.88919
2022-10-02,40.44321
2022-10-03,42.19759
2022-10-04,46.44506
2022-10-05,42.4746
2022-10-06,40.44321
2022-10-07,38.50415
2022-10-08,39.1505
2022-10-09,32.96398
2022-10-10,34.81071
2022-10-11,35.8264
2022-10-12,44.41366
2022-10-13,40.62788
2022-10-14,32.59464
2022-10-15,36.10341
2022-10-16,45.42936
2022-10-17,55.49399
2022-10-18,45.70637
2022-10-19,36.56509
2022-10-20,38.13481
2022-10-21,41.73591
2022-10-22,40.44321
2022-10-23,47.8301
2022-10-24,42.10526
2022-10-25,71.28347
2022-10-26,39.61218
2022-10-27,45.33702
2022-10-28,43.30563
2022-10-29,37.30378
2022-10-30,40.25854
2022-10-31,40.81255
2022-11-01,45.61403
2022-11-02,38.87349
2022-11-03,43.39796
2022-11-04,31.30193
2022-11-05,35.64173
2022-11-06,34.81071
2022-11-07,38.96583
2022-11-08,45.89104
2022-11-09,37.39612
2022-11-10,31.11726
2022-11-11,35.27239
2022-11-12,35.08771
2022-11-13,35.18005
2022-11-14,37.48845
2022-11-15,33.79501
2022-11-16,34.34903
2022-11-17,37.11911
2022-11-18,31.94829
2022-11-19,34.34903
2022-11-20,38.68882
2022-11-21,32.5023
2022-11-22,32.59464
2022-11-23,35.27239
2022-11-24,37.58079
2022-11-25,30.84025
2022-11-26,27.05447
2022-11-27,30.47091
2022-11-28,30.47091
2022-11-29,27.33148
2022-11-30,20.96029
2022-12-01,24.74607
2022-12-02,21.51431
2022-12-03,21.2373
2022-12-04,25.5771
2022-12-05,20.40627
2022-12-06,26.68513
2022-12-07,28.43951
2022-12-08,29.91689
2022-12-09,29.63988
2022-12-10,30.37857
2022-12-11,31.67128
2022-12-12,32.5023
2022-12-13,25.66943
2022-12-14,22.53
2022-12-15,24.83841
2022-12-16,21.79132
2022-12-17,27.33148
2022-12-18,43.76731
2022-12-19,22.16066
2022-12-20,24.28439
2022-12-21,21.14496
2022-12-22,15.78947
2022-12-23,16.25115
2022-12-24,17.17451
2022-12-25,18.00554
2022-12-26,24.46906
2022-12-27,24.19205
2022-12-28,21.14496
2022-12-29,20.2216
2022-12-30,19.11357
2022-12-31,18.74422
2023-01-01,27.60849
2023-01-02,30.84025
2023-01-03,25.11542
2023-01-04,28.34718
2023-01-05,33.05632
2023-01-06,32.5023
2023-01-07,29.45521
2023-01-08,38.78116
2023-01-09,40.90489
2023-01-10,38.31948
2023-01-11,40.25854
2023-01-12,39.98153
2023-01-13,30.37857
2023-01-14,31.94829
2023-01-15,30.93259
2023-01-16,34.16435
2023-01-17,37.11911
2023-01-18,30.84025
2023-01-19,28.62419
2023-01-20,20.03693
2023-01-21,23.82271
2023-01-22,42.4746
2023-01-23,36.93444
2023-01-24,28.34718
2023-01-25,24.19205
2023-01-26,30.37857
2023-01-27,30.47091
2023-01-28,32.31763
2023-01-29,33.79501
2023-01-30,34.44136
2023-01-31,42.84395
2023-02-01,48.56879
2023-02-02,51.06186
2023-02-03,50.78485
2023-02-04,53.92428
2023-02-05,49.21514
2023-02-06,45.70637
2023-02-07,49.03047
2023-02-08,61.31117
2023-02-09,50.04616
2023-02-10,47.64542
2023-02-11,42.28993
2023-02-12,52.53924
2023-02-13,51.06186
2023-02-14,57.06371
2023-02-15,62.69621
2023-02-16,51.24653
2023-02-17,53.73961
2023-02-18,49.39981
2023-02-19,49.1228
2023-02-20,53.37026
2023-02-21,49.03047
2023-02-22,54.93998
2023-02-23,53.55493
2023-02-24,49.67682
2023-02-25,46.53739
2023-02-26,47.55309
2023-02-27,42.65927
2023-02-28,44.506
2023-03-01,53.64727
2023-03-02,43.67497
2023-03-03,40.90489
2023-03-04,49.21514
2023-03-05,47.92243
2023-03-06,57.15604
2023-03-07,59.00277
2023-03-08,43.39796
2023-03-09,45.61403
2023-03-10,47.8301
2023-03-11,45.61403
2023-03-12,46.26038
2023-03-13,54.84764
2023-03-14,52.4469
2023-03-15,48.01477
2023-03-16,43.02862
2023-03-17,45.89104
2023-03-18,38.96583
2023-03-19,47.73776
2023-03-20,46.16805
2023-03-21,48.66112
2023-03-22,48.19944
2023-03-23,41.73591
2023-03-24,36.19575
2023-03-25,43.30563
2023-03-26,47.18374
2023-03-27,44.13665
2023-03-28,49.76915
2023-03-29,47.18374
2023-03-30,66.94367
2023-03-31,46.44506
2023-04-01,40.99722
2023-04-02,48.84579
2023-04-03,48.38411
2023-04-04,49.49215
2023-04-05,36.01108
2023-04-06,39.42751
2023-04-07,34.99538
2023-04-08,40.72022
2023-04-09,45.98337
2023-04-10,43.30563
2023-04-11,35.45706
2023-04-12,35.18005
2023-04-13,38.68882
2023-04-14,35.64173
2023-04-15,35.91874
2023-04-16,39.70452
2023-04-17,41.1819
2023-04-18,34.07202
2023-04-19,34.34903
2023-04-20,39.24284
2023-04-21,35.91874
2023-04-22,34.81071
2023-04-23,38.22714
2023-04-24,39.79686
2023-04-25,33.05632
2023-04-26,33.518
2023-04-27,35.54939
2023-04-28,34.81071
2023-04-29,27.97783
2023-04-30,37.39612
2023-05-01,42.56694
2023-05-02,42.38227
2023-05-03,38.68882
2023-05-04,33.14866
2023-05-05,30.93259
2023-05-06,32.40997
2023-05-07,32.77931
2023-05-08,36.01108
2023-05-09,40.07386
2023-05-10,41.45891
2023-05-11,39.1505
2023-05-12,36.19575
2023-05-13,34.90304
2023-05-14,51.98522
2023-05-15,42.75161
2023-05-16,39.05817
2023-05-17,35.36472
2023-05-18,32.31763
2023-05-19,34.34903
2023-05-20,31.85595
2023-05-21,34.90304
2023-05-22,35.18005
2023-05-23,34.81071
2023-05-24,40.1662
2023-05-25,34.81071
2023-05-26,32.2253
2023-05-27,30.93259
2023-05-28,30.37857
2023-05-29,28.34718
