date,국민은행주택담보대출금리
2021-02-11,8.5239
2021-02-12,10.60291
2021-02-13,11.64241
2021-02-14,17.87941
2021-02-15,34.30353
2021-02-16,30.76923
2021-02-17,26.19542
2021-02-18,20.37422
2021-02-19,16.63201
2021-02-20,11.64241
2021-02-21,9.3555
2021-02-22,23.07692
2021-02-23,18.91891
2021-02-24,19.54261
2021-02-25,14.34511
2021-02-26,11.85031
2021-02-27,6.8607
2021-02-28,9.5634
2021-03-01,11.85031
2021-03-02,12.05821
2021-03-03,10.81081
2021-03-04,9.1476
2021-03-05,10.18711
2021-03-06,4.158
2021-03-07,8.7318
2021-03-08,13.51351
2021-03-09,20.58212
2021-03-10,12.05821
2021-03-11,12.88981
2021-03-12,9.3555
2021-03-13,4.3659
2021-03-14,7.2765
2021-03-15,14.34511
2021-03-16,13.51351
2021-03-17,19.75051
2021-03-18,22.45322
2021-03-19,14.76091
2021-03-20,8.5239
2021-03-21,8.7318
2021-03-22,17.87941
2021-03-23,16.83991
2021-03-24,16.21621
2021-03-25,16.00831
2021-03-26,17.04781
2021-03-27,8.5239
2021-03-28,10.60291
2021-03-29,16.00831
2021-03-30,11.64241
2021-03-31,8.316
2021-04-01,11.01871
2021-04-02,10.18711
2021-04-03,4.9896
2021-04-04,5.6133
2021-04-05,12.68191
2021-04-06,8.9397
2021-04-07,8.1081
2021-04-08,9.3555
2021-04-09,13.92931
2021-04-10,5.6133
2021-04-11,7.0686
2021-04-12,16.63201
2021-04-13,11.85031
2021-04-14,9.5634
2021-04-15,10.39501
2021-04-16,11.01871
2021-04-17,5.6133
2021-04-18,7.4844
2021-04-19,9.9792
2021-04-20,11.01871
2021-04-21,11.01871
2021-04-22,8.316
2021-04-23,9.9792
2021-04-24,4.7817
2021-04-25,4.9896
2021-04-26,12.05821
2021-04-27,8.7318
2021-04-28,9.1476
2021-04-29,9.7713
2021-04-30,7.6923
2021-05-01,4.3659
2021-05-02,6.237
2021-05-03,12.05821
2021-05-04,8.1081
2021-05-05,3.9501
2021-05-06,11.64241
2021-05-07,10.18711
2021-05-08,6.4449
2021-05-09,8.1081
2021-05-10,15.38461
2021-05-11,12.26611
2021-05-12,18.91891
2021-05-13,9.9792
2021-05-14,10.18711
2021-05-15,5.4054
2021-05-16,4.5738
2021-05-17,10.60291
2021-05-18,7.2765
2021-05-19,6.4449
2021-05-20,8.1081
2021-05-21,12.68191
2021-05-22,5.8212
2021-05-23,5.8212
2021-05-24,9.9792
2021-05-25,13.30561
2021-05-26,11.85031
2021-05-27,9.1476
2021-05-28,12.26611
2021-05-29,8.316
2021-05-30,3.9501
2021-05-31,11.01871
2021-06-01,9.9792
2021-06-02,12.05821
2021-06-03,10.81081
2021-06-04,8.1081
2021-06-05,5.8212
2021-06-06,6.8607
2021-06-07,9.1476
2021-06-08,14.34511
2021-06-09,7.0686
2021-06-10,8.1081
2021-06-11,7.2765
2021-06-12,2.4948
2021-06-13,6.6528
2021-06-14,11.01871
2021-06-15,8.9397
2021-06-16,9.7713
2021-06-17,7.6923
2021-06-18,8.1081
2021-06-19,4.3659
2021-06-20,9.1476
2021-06-21,12.68191
2021-06-22,8.7318
2021-06-23,11.64241
2021-06-24,8.1081
2021-06-25,7.4844
2021-06-26,3.3264
2021-06-27,2.4948
2021-06-28,12.26611
2021-06-29,5.6133
2021-06-30,8.1081
2021-07-01,8.9397
2021-07-02,7.0686
2021-07-03,1.2474
2021-07-04,4.7817
2021-07-05,8.7318
2021-07-06,8.9397
2021-07-07,9.3555
2021-07-08,8.1081
2021-07-09,4.5738
2021-07-10,5.4054
2021-07-11,2.9106
2021-07-12,9.3555
2021-07-13,9.3555
2021-07-14,4.9896
2021-07-15,11.01871
2021-07-16,6.8607
2021-07-17,1.6632
2021-07-18,1.8711
2021-07-19,10.18711
2021-07-20,6.237
2021-07-21,6.6528
2021-07-22,10.39501
2021-07-23,8.1081
2021-07-24,4.9896
2021-07-25,5.8212
2021-07-26,9.5634
2021-07-27,5.8212
2021-07-28,9.1476
2021-07-29,8.5239
2021-07-30,7.9002
2021-07-31,3.5343
2021-08-01,7.0686
2021-08-02,10.60291
2021-08-03,6.237
2021-08-04,6.237
2021-08-05,8.5239
2021-08-06,9.1476
2021-08-07,3.5343
2021-08-08,4.158
2021-08-09,15.38461
2021-08-10,14.55301
2021-08-11,10.60291
2021-08-12,7.6923
2021-08-13,10.60291
2021-08-14,4.3659
2021-08-15,2.9106
2021-08-16,5.6133
2021-08-17,12.47401
2021-08-18,14.96881
2021-08-19,9.5634
2021-08-20,17.67151
2021-08-21,12.26611
2021-08-22,12.47401
2021-08-23,18.91891
2021-08-24,16.63201
2021-08-25,16.00831
2021-08-26,25.77962
2021-08-27,20.58212
2021-08-28,9.1476
2021-08-29,9.9792
2021-08-30,17.67151
2021-08-31,16.00831
2021-09-01,13.51351
2021-09-02,10.81081
2021-09-03,11.85031
2021-09-04,9.3555
2021-09-05,9.9792
2021-09-06,10.81081
2021-09-07,9.9792
2021-09-08,12.26611
2021-09-09,9.1476
2021-09-10,10.39501
2021-09-11,5.4054
2021-09-12,7.6923
2021-09-13,11.64241
2021-09-14,11.22661
2021-09-15,10.81081
2021-09-16,9.1476
2021-09-17,7.9002
2021-09-18,4.5738
2021-09-19,3.5343
2021-09-20,5.6133
2021-09-21,3.1185
2021-09-22,6.6528
2021-09-23,7.4844
2021-09-24,7.9002
2021-09-25,9.3555
2021-09-26,9.1476
2021-09-27,17.87941
2021-09-28,13.30561
2021-09-29,11.43451
2021-09-30,10.18711
2021-10-01,10.81081
2021-10-02,5.6133
2021-10-03,8.9397
2021-10-04,9.1476
2021-10-05,15.38461
2021-10-06,12.68191
2021-10-07,11.64241
2021-10-08,10.39501
2021-10-09,1.2474
2021-10-10,2.9106
2021-10-11,9.1476
2021-10-12,7.2765
2021-10-13,9.9792
2021-10-14,8.1081
2021-10-15,7.6923
2021-10-16,2.4948
2021-10-17,6.0291
2021-10-18,13.09771
2021-10-19,8.7318
2021-10-20,10.81081
2021-10-21,9.3555
2021-10-22,9.3555
2021-10-23,3.7422
2021-10-24,7.0686
2021-10-25,3.5343
2021-10-26,6.6528
2021-10-27,8.1081
2021-10-28,7.9002
2021-10-29,8.7318
2021-10-30,6.237
2021-10-31,8.1081
2021-11-01,13.30561
2021-11-02,14.76091
2021-11-03,13.30561
2021-11-04,12.26611
2021-11-05,9.7713
2021-11-06,4.7817
2021-11-07,6.4449
2021-11-08,14.76091
2021-11-09,10.60291
2021-11-10,7.0686
2021-11-11,9.7713
2021-11-12,8.316
2021-11-13,6.237
2021-11-14,4.7817
2021-11-15,12.88981
2021-11-16,13.72141
2021-11-17,9.5634
2021-11-18,8.9397
2021-11-19,8.5239
2021-11-20,7.0686
2021-11-21,7.9002
2021-11-22,12.05821
2021-11-23,12.26611
2021-11-24,10.81081
2021-11-25,18.08731
2021-11-26,20.37422
2021-11-27,12.05821
2021-11-28,14.55301
2021-11-29,16.63201
2021-11-30,13.72141
2021-12-01,13.92931
2021-12-02,11.43451
2021-12-03,7.6923
2021-12-04,5.1975
2021-12-05,8.9397
2021-12-06,13.51351
2021-12-07,8.5239
2021-12-08,12.05821
2021-12-09,12.47401
2021-12-10,10.39501
2021-12-11,4.7817
2021-12-12,5.4054
2021-12-13,11.43451
2021-12-14,12.68191
2021-12-15,16.83991
2021-12-16,12.26611
2021-12-17,12.88981
2021-12-18,6.6528
2021-12-19,7.9002
2021-12-20,15.59251
2021-12-21,11.01871
2021-12-22,9.1476
2021-12-23,12.47401
2021-12-24,8.1081
2021-12-25,3.7422
2021-12-26,8.1081
2021-12-27,12.26611
2021-12-28,10.60291
2021-12-29,9.3555
2021-12-30,13.30561
2021-12-31,6.8607
2022-01-01,8.7318
2022-01-02,8.1081
2022-01-03,15.17671
2022-01-04,16.63201
2022-01-05,16.83991
2022-01-06,14.55301
2022-01-07,19.54261
2022-01-08,8.316
2022-01-09,7.4844
2022-01-10,20.58212
2022-01-11,22.45322
2022-01-12,11.85031
2022-01-13,20.79002
2022-01-14,23.70062
2022-01-15,12.05821
2022-01-16,12.47401
2022-01-17,23.28482
2022-01-18,20.37422
2022-01-19,17.87941
2022-01-20,20.58212
2022-01-21,20.58212
2022-01-22,9.5634
2022-01-23,12.68191
2022-01-24,17.46361
2022-01-25,19.95841
2022-01-26,17.25571
2022-01-27,13.51351
2022-01-28,14.76091
2022-01-29,9.3555
2022-01-30,11.43451
2022-01-31,11.01871
2022-02-01,9.7713
2022-02-02,13.51351
2022-02-03,22.86902
2022-02-04,17.87941
2022-02-05,15.17671
2022-02-06,13.30561
2022-02-07,21.62162
2022-02-08,20.58212
2022-02-09,16.83991
2022-02-10,17.67151
2022-02-11,13.72141
2022-02-12,8.9397
2022-02-13,10.81081
2022-02-14,19.95841
2022-02-15,23.70062
2022-02-16,18.29521
2022-02-17,12.47401
2022-02-18,11.85031
2022-02-19,11.64241
2022-02-20,12.05821
2022-02-21,20.58212
2022-02-22,13.72141
2022-02-23,16.00831
2022-02-24,12.88981
2022-02-25,8.316
2022-02-26,9.3555
2022-02-27,7.2765
2022-02-28,15.17671
2022-03-01,12.68191
2022-03-02,20.58212
2022-03-03,17.04781
2022-03-04,13.51351
2022-03-05,13.30561
2022-03-06,14.13721
2022-03-07,24.32432
2022-03-08,17.04781
2022-03-09,11.85031
2022-03-10,17.25571
2022-03-11,18.71101
2022-03-12,14.96881
2022-03-13,18.71101
2022-03-14,17.67151
2022-03-15,29.10602
2022-03-16,19.54261
2022-03-17,22.86902
2022-03-18,24.53222
2022-03-19,12.88981
2022-03-20,12.26611
2022-03-21,22.45322
2022-03-22,22.45322
2022-03-23,23.49272
2022-03-24,17.25571
2022-03-25,18.08731
2022-03-26,8.5239
2022-03-27,14.55301
2022-03-28,21.41372
2022-03-29,27.44282
2022-03-30,28.06652
2022-03-31,28.48232
2022-04-01,20.16632
2022-04-02,17.25571
2022-04-03,16.63201
2022-04-04,26.61122
2022-04-05,23.90852
2022-04-06,17.67151
2022-04-07,23.49272
2022-04-08,16.21621
2022-04-09,7.6923
2022-04-10,12.26611
2022-04-11,21.20582
2022-04-12,14.34511
2022-04-13,17.04781
2022-04-14,27.85862
2022-04-15,18.71101
2022-04-16,14.34511
2022-04-17,11.64241
2022-04-18,20.16632
2022-04-19,25.36382
2022-04-20,20.99792
2022-04-21,14.76091
2022-04-22,13.92931
2022-04-23,9.3555
2022-04-24,12.26611
2022-04-25,23.70062
2022-04-26,22.45322
2022-04-27,19.33471
2022-04-28,16.21621
2022-04-29,15.17671
2022-04-30,8.7318
2022-05-01,10.39501
2022-05-02,15.80041
2022-05-03,18.50311
2022-05-04,16.83991
2022-05-05,12.68191
2022-05-06,19.12681
2022-05-07,12.47401
2022-05-08,15.38461
2022-05-09,29.10602
2022-05-10,23.49272
2022-05-11,23.07692
2022-05-12,21.82952
2022-05-13,18.29521
2022-05-14,12.88981
2022-05-15,12.47401
2022-05-16,25.77962
2022-05-17,28.69022
2022-05-18,18.50311
2022-05-19,20.79002
2022-05-20,15.17671
2022-05-21,10.60291
2022-05-22,12.88981
2022-05-23,22.24532
2022-05-24,19.54261
2022-05-25,19.95841
2022-05-26,30.97713
2022-05-27,25.15592
2022-05-28,14.55301
2022-05-29,15.17671
2022-05-30,27.85862
2022-05-31,22.45322
2022-06-01,14.34511
2022-06-02,25.77962
2022-06-03,14.76091
2022-06-04,12.68191
2022-06-05,10.39501
2022-06-06,14.76091
2022-06-07,22.66112
2022-06-08,19.12681
2022-06-09,16.63201
2022-06-10,14.96881
2022-06-11,8.316
2022-06-12,10.60291
2022-06-13,21.82952
2022-06-14,21.62162
2022-06-15,25.98752
2022-06-16,43.65904
2022-06-17,33.47193
2022-06-18,18.71101
2022-06-19,22.45322
2022-06-20,34.71933
2022-06-21,28.69022
2022-06-22,26.40332
2022-06-23,20.79002
2022-06-24,15.17671
2022-06-25,9.7713
2022-06-26,13.09771
2022-06-27,20.58212
2022-06-28,24.74012
2022-06-29,20.16632
2022-06-30,18.08731
2022-07-01,16.21621
2022-07-02,7.6923
2022-07-03,14.96881
2022-07-04,23.49272
2022-07-05,22.66112
2022-07-06,19.54261
2022-07-07,17.46361
2022-07-08,14.76091
2022-07-09,5.4054
2022-07-10,12.05821
2022-07-11,17.87941
2022-07-12,17.25571
2022-07-13,39.08523
2022-07-14,31.60083
2022-07-15,24.53222
2022-07-16,14.96881
2022-07-17,10.60291
2022-07-18,30.35343
2022-07-19,26.40332
2022-07-20,20.99792
2022-07-21,19.33471
2022-07-22,14.55301
2022-07-23,10.81081
2022-07-24,6.0291
2022-07-25,19.75051
2022-07-26,17.46361
2022-07-27,15.38461
2022-07-28,18.50311
2022-07-29,17.67151
2022-07-30,6.6528
2022-07-31,9.9792
2022-08-01,21.20582
2022-08-02,19.12681
2022-08-03,18.08731
2022-08-04,14.96881
2022-08-05,14.96881
2022-08-06,7.6923
2022-08-07,12.47401
2022-08-08,21.20582
2022-08-09,14.96881
2022-08-10,20.58212
2022-08-11,16.63201
2022-08-12,16.00831
2022-08-13,10.81081
2022-08-14,7.9002
2022-08-15,10.39501
2022-08-16,25.57172
2022-08-17,27.85862
2022-08-18,18.71101
2022-08-19,14.13721
2022-08-20,7.6923
2022-08-21,9.5634
2022-08-22,28.27442
2022-08-23,22.45322
2022-08-24,26.61122
2022-08-25,39.70893
2022-08-26,20.99792
2022-08-27,14.96881
2022-08-28,11.43451
2022-08-29,21.82952
2022-08-30,24.11642
2022-08-31,22.24532
2022-09-01,19.75051
2022-09-02,12.47401
2022-09-03,9.1476
2022-09-04,10.60291
2022-09-05,18.50311
2022-09-06,20.37422
2022-09-07,19.75051
2022-09-08,15.17671
2022-09-09,8.7318
2022-09-10,8.316
2022-09-11,8.7318
2022-09-12,12.88981
2022-09-13,27.85862
2022-09-14,25.36382
2022-09-15,30.76923
2022-09-16,22.86902
2022-09-17,12.47401
2022-09-18,9.7713
2022-09-19,26.81912
2022-09-20,22.24532
2022-09-21,31.39293
2022-09-22,34.09563
2022-09-23,26.40332
2022-09-24,12.68191
2022-09-25,17.67151
2022-09-26,33.88773
2022-09-27,26.19542
2022-09-28,29.10602
2022-09-29,25.15592
2022-09-30,16.42411
2022-10-01,10.39501
2022-10-02,6.6528
2022-10-03,14.13721
2022-10-04,25.15592
2022-10-05,20.58212
2022-10-06,25.98752
2022-10-07,17.04781
2022-10-08,9.7713
2022-10-09,14.55301
2022-10-10,16.83991
2022-10-11,26.40332
2022-10-12,41.16424
2022-10-13,32.43243
2022-10-14,24.74012
2022-10-15,12.05821
2022-10-16,16.42411
2022-10-17,27.44282
2022-10-18,27.23492
2022-10-19,20.58212
2022-10-20,25.98752
2022-10-21,20.16632
2022-10-22,10.60291
2022-10-23,15.17671
2022-10-24,24.94802
2022-10-25,22.45322
2022-10-26,23.90852
2022-10-27,25.98752
2022-10-28,23.49272
2022-10-29,7.2765
2022-10-30,9.1476
2022-10-31,29.52182
2022-11-01,17.87941
2022-11-02,22.45322
2022-11-03,29.31392
2022-11-04,26.19542
2022-11-05,8.1081
2022-11-06,17.87941
2022-11-07,24.53222
2022-11-08,19.54261
2022-11-09,22.45322
2022-11-10,33.88773
2022-11-11,24.74012
2022-11-12,11.85031
2022-11-13,11.43451
2022-11-14,25.98752
2022-11-15,27.65072
2022-11-16,30.35343
2022-11-17,21.41372
2022-11-18,19.95841
2022-11-19,5.8212
2022-11-20,14.34511
2022-11-21,23.49272
2022-11-22,23.70062
2022-11-23,19.95841
2022-11-24,27.02702
2022-11-25,17.87941
2022-11-26,11.22661
2022-11-27,13.09771
2022-11-28,19.33471
2022-11-29,22.03742
2022-11-30,17.87941
2022-12-01,22.66112
2022-12-02,15.59251
2022-12-03,7.4844
2022-12-04,8.1081
2022-12-05,18.50311
2022-12-06,16.21621
2022-12-07,19.95841
2022-12-08,14.96881
2022-12-09,18.08731
2022-12-10,9.9792
2022-12-11,8.1081
2022-12-12,20.16632
2022-12-13,19.12681
2022-12-14,21.82952
2022-12-15,20.99792
2022-12-16,28.69022
2022-12-17,12.05821
2022-12-18,14.13721
2022-12-19,20.37422
2022-12-20,19.75051
2022-12-21,23.90852
2022-12-22,23.07692
2022-12-23,16.42411
2022-12-24,9.5634
2022-12-25,13.30561
2022-12-26,21.41372
2022-12-27,24.11642
2022-12-28,22.03742
2022-12-29,22.24532
2022-12-30,18.29521
2022-12-31,11.22661
2023-01-01,12.05821
2023-01-02,32.22453
2023-01-03,28.69022
2023-01-04,29.10602
2023-01-05,28.89812
2023-01-06,25.15592
2023-01-07,18.50311
2023-01-08,21.41372
2023-01-09,44.90644
2023-01-10,32.01663
2023-01-11,38.25363
2023-01-12,35.34303
2023-01-13,34.51143
2023-01-14,20.58212
2023-01-15,25.36382
2023-01-16,42.41164
2023-01-17,35.34303
2023-01-18,53.84615
2023-01-19,53.22245
2023-01-20,25.57172
2023-01-21,14.34511
2023-01-22,12.88981
2023-01-23,13.92931
2023-01-24,22.66112
2023-01-25,45.53014
2023-01-26,47.81704
2023-01-27,33.47193
2023-01-28,19.54261
2023-01-29,28.69022
2023-01-30,53.01455
2023-01-31,50.10395
2023-02-01,45.32224
2023-02-02,49.06444
2023-02-03,29.52182
2023-02-04,23.70062
2023-02-05,21.41372
2023-02-06,48.44074
2023-02-07,58.00415
2023-02-08,57.17255
2023-02-09,42.41164
2023-02-10,40.33264
2023-02-11,23.07692
2023-02-12,26.81912
2023-02-13,50.10395
2023-02-14,45.94594
2023-02-15,43.65904
2023-02-16,45.11434
2023-02-17,35.75883
2023-02-18,20.16632
2023-02-19,24.32432
2023-02-20,54.67775
2023-02-21,63.40956
2023-02-22,49.89604
2023-02-23,49.27234
2023-02-24,35.34303
2023-02-25,18.71101
2023-02-26,19.33471
2023-02-27,40.33264
2023-02-28,39.91683
2023-03-01,27.85862
2023-03-02,48.85654
2023-03-03,38.04573
2023-03-04,19.33471
2023-03-05,22.03742
2023-03-06,39.50103
2023-03-07,38.87733
2023-03-08,32.64033
2023-03-09,44.49064
2023-03-10,40.12474
2023-03-11,17.46361
2023-03-12,22.45322
2023-03-13,39.08523
2023-03-14,36.17463
2023-03-15,40.74844
2023-03-16,41.16424
2023-03-17,30.14553
2023-03-18,19.12681
2023-03-19,27.44282
2023-03-20,40.74844
2023-03-21,36.79833
2023-03-22,38.66943
2023-03-23,37.62993
2023-03-24,39.08523
2023-03-25,20.79002
2023-03-26,18.50311
2023-03-27,49.48024
2023-03-28,47.19334
2023-03-29,38.25363
2023-03-30,44.90644
2023-03-31,48.64864
2023-04-01,30.35343
2023-04-02,38.87733
2023-04-03,71.30977
2023-04-04,58.00415
2023-04-05,47.19334
2023-04-06,41.99584
2023-04-07,42.41164
2023-04-08,21.20582
2023-04-09,25.77962
2023-04-10,46.36174
2023-04-11,61.12266
2023-04-12,59.25155
2023-04-13,45.53014
2023-04-14,34.30353
2023-04-15,25.77962
2023-04-16,41.37214
2023-04-17,61.53846
2023-04-18,47.60914
2023-04-19,37.83783
2023-04-20,38.87733
2023-04-21,35.55093
2023-04-22,22.03742
2023-04-23,22.45322
2023-04-24,56.34095
2023-04-25,43.03534
2023-04-26,44.49064
2023-04-27,34.30353
2023-04-28,31.80873
2023-04-29,17.67151
2023-04-30,19.33471
2023-05-01,25.77962
2023-05-02,45.94594
2023-05-03,42.41164
2023-05-04,33.05613
2023-05-05,17.67151
2023-05-06,16.63201
2023-05-07,24.74012
2023-05-08,40.74844
2023-05-09,37.62993
2023-05-10,42.61954
2023-05-11,37.21413
2023-05-12,35.75883
2023-05-13,16.00831
2023-05-14,30.76923
2023-05-15,56.96465
2023-05-16,58.00415
2023-05-17,47.60914
2023-05-18,41.37214
2023-05-19,38.66943
2023-05-20,16.83991
2023-05-21,22.45322
2023-05-22,45.53014
2023-05-23,38.25363
2023-05-24,43.03534
2023-05-25,47.60914
2023-05-26,39.29313
2023-05-27,16.42411
2023-05-28,16.42411
2023-05-29,22.86902
