date,예금이자높은은행
2023-05-29,10.43279
2023-05-30,17.23258
2023-05-31,17.39092
2023-06-01,16.98627
2023-06-02,13.77551
2023-06-03,7.91695
2023-06-04,8.91977
2023-06-05,14.50562
2023-06-06,11.4444
2023-06-07,15.30612
2023-06-08,15.02463
2023-06-09,14.19774
2023-06-10,8.48874
2023-06-11,9.27163
2023-06-12,15.71076
2023-06-13,14.08339
2023-06-14,14.63757
2023-06-15,15.67558
2023-06-16,13.37086
2023-06-17,8.49753
2023-06-18,8.71745
2023-06-19,13.59078
2023-06-20,14.576
2023-06-21,15.0862
2023-06-22,13.35327
2023-06-23,14.5672
2023-06-24,9.13969
2023-06-25,9.33321
2023-06-26,15.64919
2023-06-27,15.3589
2023-06-28,15.27973
2023-06-29,13.84588
2023-06-30,15.27093
2023-07-01,10.71428
2023-07-02,11.82266
2023-07-03,18.68402
2023-07-04,19.23821
2023-07-05,22.83603
2023-07-06,22.21147
2023-07-07,17.84834
2023-07-08,10.23926
2023-07-09,11.4532
2023-07-10,21.30541
2023-07-11,17.81315
2023-07-12,17.37332
2023-07-13,15.07741
2023-07-14,14.74313
2023-07-15,9.26284
2023-07-16,9.03413
2023-07-17,16.99507
2023-07-18,16.00105
2023-07-19,14.65517
2023-07-20,14.5672
2023-07-21,13.55559
2023-07-22,8.78782
2023-07-23,9.22765
2023-07-24,15.25334
2023-07-25,16.98627
2023-07-26,15.56122
2023-07-27,15.51724
2023-07-28,14.95425
2023-07-29,9.39479
2023-07-30,9.79943
2023-07-31,19.5109
2023-08-01,19.32617
2023-08-02,19.22061
2023-08-03,15.48205
2023-08-04,14.32969
2023-08-05,9.1133
2023-08-06,11.09254
2023-08-07,19.5197
2023-08-08,16.97748
2023-08-09,16.27375
2023-08-10,17.22378
2023-08-11,15.05981
2023-08-12,10.26565
2023-08-13,10.72308
2023-08-14,17.15341
2023-08-15,13.69634
2023-08-16,18.69282
2023-08-17,17.61083
2023-08-18,16.73997
2023-08-19,9.86101
2023-08-20,9.82582
2023-08-21,16.95988
2023-08-22,16.68719
2023-08-23,15.26213
2023-08-24,15.23574
2023-08-25,15.72836
2023-08-26,10.71428
2023-08-27,11.04855
2023-08-28,17.69
2023-08-29,18.36734
2023-08-30,16.82793
2023-08-31,17.80436
2023-09-01,17.75158
2023-09-02,10.38881
2023-09-03,12.08655
2023-09-04,18.728
2023-09-05,20.28501
2023-09-06,17.98909
2023-09-07,17.76917
2023-09-08,17.73399
2023-09-09,11.40042
2023-09-10,11.11013
2023-09-11,17.88353
2023-09-12,16.15939
2023-09-13,15.45566
2023-09-14,15.27093
2023-09-15,15.36769
2023-09-16,11.09254
2023-09-17,10.45038
2023-09-18,16.69598
2023-09-19,16.35292
2023-09-20,16.75756
2023-09-21,16.59042
2023-09-22,15.19176
2023-09-23,10.59992
2023-09-24,12.26249
2023-09-25,22.67769
2023-09-26,22.20267
2023-09-27,18.70161
2023-09-28,11.1893
2023-09-29,9.94897
2023-09-30,11.37403
2023-10-01,13.7843
2023-10-02,16.78395
2023-10-03,20.71604
2023-10-04,34.24524
2023-10-05,28.6242
2023-10-06,23.64532
2023-10-07,13.41484
2023-10-08,13.33567
2023-10-09,16.07142
2023-10-10,29.49507
2023-10-11,26.66256
2023-10-12,25.00879
2023-10-13,22.68648
2023-10-14,13.81069
2023-10-15,15.31491
2023-10-16,28.70337
2023-10-17,29.02885
2023-10-18,31.51829
2023-10-19,33.3304
2023-10-20,36.9722
2023-10-21,18.4641
2023-10-22,17.50527
2023-10-23,32.97853
2023-10-24,36.61154
2023-10-25,37.64074
2023-10-26,34.83462
2023-10-27,31.2368
2023-10-28,18.58726
2023-10-29,25.87086
2023-10-30,47.49296
2023-10-31,38.70513
2023-11-01,40.39408
2023-11-02,33.92857
2023-11-03,28.18437
2023-11-04,19.87156
2023-11-05,20.86558
2023-11-06,34.58831
2023-11-07,32.5387
2023-11-08,30.36593
2023-11-09,26.99683
2023-11-10,26.51301
2023-11-11,15.02463
2023-11-12,17.4437
2023-11-13,30.74419
2023-11-14,30.22519
2023-11-15,30.12843
2023-11-16,26.79451
2023-11-17,22.99437
2023-11-18,15.3413
2023-11-19,16.17698
2023-11-20,29.97009
2023-11-21,28.51864
2023-11-22,25.66854
2023-11-23,25.2375
2023-11-24,25.54539
2023-11-25,15.92188
2023-11-26,17.32934
2023-11-27,29.39831
2023-11-28,28.47466
2023-11-29,28.87051
2023-11-30,29.31914
2023-12-01,25.73011
2023-12-02,15.18296
2023-12-03,15.22695
2023-12-04,26.84729
2023-12-05,27.46305
2023-12-06,26.79451
2023-12-07,25.40464
2023-12-08,22.07072
2023-12-09,14.65517
2023-12-10,16.59042
2023-12-11,27.19035
2023-12-12,25.80049
2023-12-13,23.44299
2023-12-14,22.55453
2023-12-15,21.28782
2023-12-16,12.68472
2023-12-17,14.07459
2023-12-18,22.61611
2023-12-19,23.90921
2023-12-20,22.46657
2023-12-21,21.66608
2023-12-22,21.72765
2023-12-23,15.42927
2023-12-24,12.05137
2023-12-25,15.46446
2023-12-26,30.70021
2023-12-27,28.1228
2023-12-28,27.13757
2023-12-29,27.04081
2023-12-30,17.46129
2023-12-31,16.29134
2024-01-01,22.23786
2024-01-02,36.9634
2024-01-03,31.36875
2024-01-04,31.00809
2024-01-05,28.25475
2024-01-06,18.43771
2024-01-07,19.79239
2024-01-08,29.59183
2024-01-09,30.30436
2024-01-10,33.19845
2024-01-11,31.21041
2024-01-12,25.02638
2024-01-13,16.81034
2024-01-14,20.10028
2024-01-15,29.71498
2024-01-16,28.06122
2024-01-17,26.82969
2024-01-18,25.99401
2024-01-19,25.32547
2024-01-20,18.9919
2024-01-21,19.40534
2024-01-22,28.25475
2024-01-23,25.80049
2024-01-24,28.03483
2024-01-25,34.38599
2024-01-26,31.34236
2024-01-27,21.10309
2024-01-28,21.87719
2024-01-29,33.61189
2024-01-30,32.47712
2024-01-31,34.81703
2024-02-01,36.26847
2024-02-02,31.79099
2024-02-03,19.03589
2024-02-04,20.50492
2024-02-05,31.17522
2024-02-06,27.23434
2024-02-07,25.67733
2024-02-08,24.93842
2024-02-09,16.54644
2024-02-10,17.02146
2024-02-11,18.51688
2024-02-12,23.48698
2024-02-13,40.72836
2024-02-14,33.99894
2024-02-15,31.5095
2024-02-16,28.40429
2024-02-17,17.05665
2024-02-18,19.53729
2024-02-19,32.82019
2024-02-20,37.87825
2024-02-21,53.20197
2024-02-22,55.94651
2024-02-23,60.16009
2024-02-24,37.13933
2024-02-25,39.15376
2024-02-26,67.28536
2024-02-27,49.12913
2024-02-28,51.21393
2024-02-29,41.86312
2024-03-01,27.22554
2024-03-02,22.15869
2024-03-03,26.52181
2024-03-04,50.16713
2024-03-05,40.8779
2024-03-06,35.37121
2024-03-07,30.01407
2024-03-08,29.02885
2024-03-09,17.77797
2024-03-10,19.66924
2024-03-11,30.86734
2024-03-12,28.02603
2024-03-13,25.67733
2024-03-14,25.71252
2024-03-15,25.17593
2024-03-16,15.50844
2024-03-17,17.41731
2024-03-18,28.14919
2024-03-19,26.44264
2024-03-20,26.61857
