date,실업급여이직확인서
2021-01-29,26.21664
2021-01-30,9.81161
2021-01-31,11.71507
2021-02-01,42.81789
2021-02-02,40.09026
2021-02-03,34.98822
2021-02-04,31.61302
2021-02-05,27.53139
2021-02-06,10.53767
2021-02-07,10.67503
2021-02-08,33.37912
2021-02-09,29.45447
2021-02-10,23.52825
2021-02-11,6.69152
2021-02-12,5.41601
2021-02-13,6.29905
2021-02-14,9.635
2021-02-15,42.93563
2021-02-16,36.71507
2021-02-17,32.82967
2021-02-18,31.63265
2021-02-19,28.51255
2021-02-20,10.28257
2021-02-21,10.93014
2021-02-22,37.02904
2021-02-23,37.7551
2021-02-24,36.30298
2021-02-25,40.73783
2021-02-26,39.81554
2021-02-27,14.38383
2021-02-28,11.75431
2021-03-01,23.99921
2021-03-02,79.00313
2021-03-03,68.5047
2021-03-04,58.71271
2021-03-05,46.66405
2021-03-06,13.20643
2021-03-07,13.81475
2021-03-08,58.5361
2021-03-09,44.91758
2021-03-10,42.1507
2021-03-11,33.69309
2021-03-12,29.21899
2021-03-13,9.43877
2021-03-14,9.77237
2021-03-15,36.34222
2021-03-16,33.75196
2021-03-17,28.23783
2021-03-18,25.39246
2021-03-19,19.21114
2021-03-20,6.98587
2021-03-21,8.51648
2021-03-22,29.84693
2021-03-23,26.13814
2021-03-24,24.48979
2021-03-25,21.97802
2021-03-26,18.77943
2021-03-27,6.65227
2021-03-28,8.43799
2021-03-29,28.13971
2021-03-30,26.68759
2021-03-31,27.31554
2021-04-01,32.63343
2021-04-02,28.96389
2021-04-03,8.26138
2021-04-04,9.39952
2021-04-05,35.38069
2021-04-06,33.98744
2021-04-07,30.04317
2021-04-08,27.27629
2021-04-09,24.17582
2021-04-10,7.29984
2021-04-11,8.06514
2021-04-12,32.37833
2021-04-13,27.80612
2021-04-14,26.31475
2021-04-15,28.49293
2021-04-16,22.54709
2021-04-17,6.0832
2021-04-18,6.55416
2021-04-19,24.6664
2021-04-20,23.58712
2021-04-21,19.50549
2021-04-22,19.60361
2021-04-23,16.79748
2021-04-24,5.18053
2021-04-25,6.10282
2021-04-26,26.56985
2021-04-27,20.76138
2021-04-28,21.76216
2021-04-29,21.54631
2021-04-30,19.83908
2021-05-01,8.35949
2021-05-02,9.02668
2021-05-03,34.39952
2021-05-04,27.00156
2021-05-05,10.28257
2021-05-06,31.06357
2021-05-07,24.29356
2021-05-08,7.33908
2021-05-09,8.37912
2021-05-10,33.81083
2021-05-11,30.00392
2021-05-12,23.97959
2021-05-13,22.52747
2021-05-14,22.17425
2021-05-15,5.31789
2021-05-16,7.37833
2021-05-17,29.53296
2021-05-18,22.09576
2021-05-19,8.00627
2021-05-20,23.78335
2021-05-21,18.62244
2021-05-22,6.8485
2021-05-23,6.14207
2021-05-24,24.76452
2021-05-25,22.11538
2021-05-26,21.13422
2021-05-27,21.84065
2021-05-28,17.05259
2021-05-29,6.35792
2021-05-30,6.86813
2021-05-31,28.2967
2021-06-01,28.45368
2021-06-02,29.94505
2021-06-03,24.4113
2021-06-04,20.07456
2021-06-05,6.29905
2021-06-06,5.90659
2021-06-07,27.41365
2021-06-08,27.84536
2021-06-09,25.21585
2021-06-10,20.89874
2021-06-11,19.50549
2021-06-12,5.96546
2021-06-13,6.04395
2021-06-14,25.21585
2021-06-15,23.07692
2021-06-16,20.76138
2021-06-17,20.82025
2021-06-18,17.42543
2021-06-19,4.9058
2021-06-20,5.25902
2021-06-21,20.76138
2021-06-22,20.32967
2021-06-23,20.85949
2021-06-24,18.77943
2021-06-25,17.7394
2021-06-26,6.35792
2021-06-27,5.55337
2021-06-28,22.80219
2021-06-29,23.64599
2021-06-30,28.96389
2021-07-01,30.45525
2021-07-02,27.57064
2021-07-03,8.22213
2021-07-04,8.06514
2021-07-05,36.00863
2021-07-06,28.8069
2021-07-07,25.58869
2021-07-08,26.80533
2021-07-09,22.35086
2021-07-10,5.37676
2021-07-11,7.86891
2021-07-12,29.61145
2021-07-13,27.82574
2021-07-14,22.84144
2021-07-15,21.33045
2021-07-16,20.11381
2021-07-17,5.59262
2021-07-18,5.92621
2021-07-19,26.80533
2021-07-20,20.13343
2021-07-21,20.58477
2021-07-22,18.48508
2021-07-23,17.22919
2021-07-24,6.63265
2021-07-25,6.04395
2021-07-26,22.40973
2021-07-27,20.95761
2021-07-28,19.76059
2021-07-29,17.64128
2021-07-30,17.70015
2021-07-31,6.80926
2021-08-01,6.53453
2021-08-02,27.09968
2021-08-03,25.07849
2021-08-04,22.48822
2021-08-05,21.6248
2021-08-06,18.42621
2021-08-07,4.59183
2021-08-08,6.25981
2021-08-09,24.96075
2021-08-10,23.80298
2021-08-11,20.48665
2021-08-12,19.0934
2021-08-13,17.46467
2021-08-14,4.80769
2021-08-15,4.37598
2021-08-16,8.0259
2021-08-17,26.43249
2021-08-18,21.09497
2021-08-19,20.1923
2021-08-20,16.0518
2021-08-21,4.74882
2021-08-22,6.02433
2021-08-23,22.05651
2021-08-24,19.50549
2021-08-25,18.5832
2021-08-26,16.73861
2021-08-27,15.75745
2021-08-28,6.10282
2021-08-29,5.18053
2021-08-30,22.37048
2021-08-31,23.41051
2021-09-01,27.88461
2021-09-02,26.19701
2021-09-03,22.135
2021-09-04,6.5934
2021-09-05,5.90659
2021-09-06,28.35557
2021-09-07,24.25431
2021-09-08,20.80062
2021-09-09,20.4474
2021-09-10,18.44583
2021-09-11,5.63186
2021-09-12,5.43563
2021-09-13,24.47017
2021-09-14,20.66326
2021-09-15,19.07378
2021-09-16,18.62244
2021-09-17,12.91208
2021-09-18,3.12009
2021-09-19,2.09968
2021-09-20,2.62951
2021-09-21,2.51177
2021-09-22,5.12166
2021-09-23,21.01648
2021-09-24,18.34772
2021-09-25,5.10204
2021-09-26,6.35792
2021-09-27,21.46781
2021-09-28,20.70251
2021-09-29,18.2496
2021-09-30,21.2912
2021-10-01,20.85949
2021-10-02,5.45525
2021-10-03,4.53296
2021-10-04,8.94819
2021-10-05,34.1248
2021-10-06,29.19937
2021-10-07,24.88226
2021-10-08,19.6821
2021-10-09,5.4945
2021-10-10,4.63108
2021-10-11,8.37912
2021-10-12,28.86577
2021-10-13,24.96075
2021-10-14,23.21428
2021-10-15,16.62087
2021-10-16,4.76844
2021-10-17,4.96467
2021-10-18,22.42935
2021-10-19,19.13265
2021-10-20,17.13108
2021-10-21,17.83751
2021-10-22,15.05102
2021-10-23,4.43485
2021-10-24,5.72998
2021-10-25,21.44819
2021-10-26,19.44662
2021-10-27,18.60282
2021-10-28,17.44505
2021-10-29,17.24882
2021-10-30,5.14128
2021-10-31,6.78963
2021-11-01,27.23704
2021-11-02,25.64756
2021-11-03,22.135
2021-11-04,21.82103
2021-11-05,17.9945
2021-11-06,5.25902
2021-11-07,5.92621
2021-11-08,24.21507
2021-11-09,23.70486
2021-11-10,24.33281
2021-11-11,20.85949
2021-11-12,17.81789
2021-11-13,5.65149
2021-11-14,6.55416
2021-11-15,25.2551
2021-11-16,23.15541
2021-11-17,21.01648
2021-11-18,19.38775
2021-11-19,14.83516
2021-11-20,5.39638
2021-11-21,6.63265
2021-11-22,23.11616
2021-11-23,20.36891
2021-11-24,19.36813
2021-11-25,18.77943
2021-11-26,15.56122
2021-11-27,5.96546
2021-11-28,6.71114
2021-11-29,25.39246
2021-11-30,27.72762
2021-12-01,29.29748
2021-12-02,27.09968
2021-12-03,23.27315
2021-12-04,6.77001
2021-12-05,8.00627
2021-12-06,33.49686
2021-12-07,30.76923
2021-12-08,24.1562
2021-12-09,24.1562
2021-12-10,20.82025
2021-12-11,6.98587
2021-12-12,7.55494
2021-12-13,29.74882
2021-12-14,26.8642
2021-12-15,24.9215
2021-12-16,23.09654
2021-12-17,20.23155
2021-12-18,6.63265
2021-12-19,7.20172
2021-12-20,29.9843
2021-12-21,28.41444
2021-12-22,26.72684
2021-12-23,24.80376
2021-12-24,16.95447
2021-12-25,5.96546
2021-12-26,7.04474
2021-12-27,30.10204
2021-12-28,32.1821
2021-12-29,31.71114
2021-12-30,30.65149
2021-12-31,27.64913
2022-01-01,9.32103
2022-01-02,14.16797
2022-01-03,67.01334
2022-01-04,59.41915
2022-01-05,52.72762
2022-01-06,48.68524
2022-01-07,40.69858
2022-01-08,11.16562
2022-01-09,12.06828
2022-01-10,59.75274
2022-01-11,47.05651
2022-01-12,41.71899
2022-01-13,35.06671
2022-01-14,31.49529
2022-01-15,8.96781
2022-01-16,9.81161
2022-01-17,39.73704
2022-01-18,32.9474
2022-01-19,28.37519
2022-01-20,25.03924
2022-01-21,21.76216
2022-01-22,8.04552
2022-01-23,7.35871
2022-01-24,30.41601
2022-01-25,26.25588
2022-01-26,25.96153
2022-01-27,21.19309
2022-01-28,20.4474
2022-01-29,6.18131
2022-01-30,4.59183
2022-01-31,3.63029
2022-02-01,4.35635
2022-02-02,8.51648
2022-02-03,35.24332
2022-02-04,29.10125
2022-02-05,7.92778
2022-02-06,8.47723
2022-02-07,39.01098
2022-02-08,31.02433
2022-02-09,28.5518
2022-02-10,27.68838
2022-02-11,25.09811
2022-02-12,8.00627
2022-02-13,8.35949
2022-02-14,32.6923
2022-02-15,28.41444
2022-02-16,26.74646
2022-02-17,26.8642
2022-02-18,22.80219
2022-02-19,8.00627
2022-02-20,8.16326
2022-02-21,30.33751
2022-02-22,32.33908
2022-02-23,31.55416
2022-02-24,29.12087
2022-02-25,28.8854
2022-02-26,10.41993
2022-02-27,10.34144
2022-02-28,40.65934
2022-03-01,18.3281
2022-03-02,61.49921
2022-03-03,55.96546
2022-03-04,43.42621
2022-03-05,11.14599
2022-03-06,12.46075
2022-03-07,55.67111
2022-03-08,44.0934
2022-03-09,11.9113
2022-03-10,42.70015
2022-03-11,36.85243
2022-03-12,8.69309
2022-03-13,10.36106
2022-03-14,41.6405
2022-03-15,37.51962
2022-03-16,32.51569
2022-03-17,29.00313
2022-03-18,23.13579
2022-03-19,6.35792
2022-03-20,7.84929
2022-03-21,29.16012
2022-03-22,25.37284
2022-03-23,23.29277
2022-03-24,21.3697
2022-03-25,18.48508
2022-03-26,5.84772
2022-03-27,5.92621
2022-03-28,23.70486
2022-03-29,23.68524
2022-03-30,23.52825
2022-03-31,24.90188
2022-04-01,24.82339
2022-04-02,7.37833
2022-04-03,7.45682
2022-04-04,32.53532
2022-04-05,30.8281
2022-04-06,27.27629
2022-04-07,24.01883
2022-04-08,22.95918
2022-04-09,6.8485
2022-04-10,7.45682
2022-04-11,31.51491
2022-04-12,28.19858
2022-04-13,24.09733
2022-04-14,22.66483
2022-04-15,20.29042
2022-04-16,5.8281
2022-04-17,5.96546
2022-04-18,26.00078
2022-04-19,22.64521
2022-04-20,21.64442
2022-04-21,19.32888
2022-04-22,17.13108
2022-04-23,5.20015
2022-04-24,6.61302
2022-04-25,23.21428
2022-04-26,20.82025
2022-04-27,20.97723
2022-04-28,20.76138
2022-04-29,18.8383
2022-04-30,5.69073
2022-05-01,7.53532
2022-05-02,32.00549
2022-05-03,26.21664
2022-05-04,22.64521
2022-05-05,8.20251
2022-05-06,21.31083
2022-05-07,6.02433
2022-05-08,7.08398
2022-05-09,31.20094
2022-05-10,26.45211
2022-05-11,23.44976
2022-05-12,22.70408
2022-05-13,18.99529
2022-05-14,5.84772
2022-05-15,6.31868
2022-05-16,25.31397
2022-05-17,22.76295
2022-05-18,20.01569
2022-05-19,18.68131
2022-05-20,16.8956
2022-05-21,5.41601
2022-05-22,5.14128
2022-05-23,23.27315
2022-05-24,20.83987
2022-05-25,19.60361
2022-05-26,18.38697
2022-05-27,16.34615
2022-05-28,5.39638
2022-05-29,5.57299
2022-05-30,24.21507
2022-05-31,22.19387
2022-06-01,9.08555
2022-06-02,28.98351
2022-06-03,21.86028
2022-06-04,6.31868
2022-06-05,4.67032
2022-06-06,6.96624
2022-06-07,31.98587
2022-06-08,31.75039
2022-06-09,25.29434
2022-06-10,23.54788
2022-06-11,6.16169
2022-06-12,6.98587
2022-06-13,30.27864
2022-06-14,24.82339
2022-06-15,24.98037
2022-06-16,22.88069
2022-06-17,16.54238
2022-06-18,5.53375
2022-06-19,5.92621
2022-06-20,25.82417
2022-06-21,22.82182
2022-06-22,20.4474
2022-06-23,18.03375
2022-06-24,15.32574
2022-06-25,4.6507
2022-06-26,5.31789
2022-06-27,22.05651
2022-06-28,25.01962
2022-06-29,24.21507
2022-06-30,25.90266
2022-07-01,25.92229
2022-07-02,6.77001
2022-07-03,6.67189
2022-07-04,32.82967
2022-07-05,29.9843
2022-07-06,25.88304
2022-07-07,21.82103
2022-07-08,21.38932
2022-07-09,6.12244
2022-07-10,6.80926
2022-07-11,27.33516
2022-07-12,23.76373
2022-07-13,20.99686
2022-07-14,21.40894
2022-07-15,17.77864
2022-07-16,4.96467
2022-07-17,5.27864
2022-07-18,23.54788
2022-07-19,21.42857
2022-07-20,19.44662
2022-07-21,17.1507
2022-07-22,15.01177
2022-07-23,4.37598
2022-07-24,4.9843
2022-07-25,21.52668
2022-07-26,19.36813
2022-07-27,16.32653
2022-07-28,15.12951
2022-07-29,14.52119
2022-07-30,5.02354
2022-07-31,5.65149
2022-08-01,24.52904
2022-08-02,21.68367
2022-08-03,19.85871
2022-08-04,21.09497
2022-08-05,17.4843
2022-08-06,5.35714
2022-08-07,5.39638
2022-08-08,25.62794
2022-08-09,19.44662
2022-08-10,20.4474
2022-08-11,18.62244
2022-08-12,17.50392
2022-08-13,5.00392
2022-08-14,3.98351
2022-08-15,6.49529
2022-08-16,24.68602
2022-08-17,21.15384
2022-08-18,19.44662
2022-08-19,16.42464
2022-08-20,4.49372
2022-08-21,4.88618
2022-08-22,21.58555
2022-08-23,21.0361
2022-08-24,18.91679
2022-08-25,17.4058
2022-08-26,14.58006
2022-08-27,4.47409
2022-08-28,5.55337
2022-08-29,20.62401
2022-08-30,20.82025
2022-08-31,20.781
2022-09-01,22.93956
2022-09-02,19.32888
2022-09-03,5.55337
2022-09-04,6.0047
2022-09-05,24.56828
2022-09-06,20.07456
2022-09-07,20.13343
2022-09-08,13.28492
2022-09-09,3.00235
2022-09-10,2.49215
2022-09-11,2.78649
2022-09-12,5.2394
2022-09-13,26.49136
2022-09-14,24.90188
2022-09-15,22.19387
2022-09-16,17.95525
2022-09-17,4.6507
2022-09-18,5.06279
2022-09-19,23.15541
2022-09-20,19.27001
2022-09-21,16.95447
2022-09-22,17.09183
2022-09-23,14.32496
2022-09-24,4.27786
2022-09-25,4.29748
2022-09-26,19.9372
2022-09-27,18.5832
2022-09-28,15.95368
2022-09-29,16.83673
2022-09-30,12.85321
2022-10-01,2.37441
2022-10-02,1.96232
2022-10-03,3.51255
2022-10-04,10.77315
2022-10-05,9.41915
2022-10-06,8.59497
2022-10-07,6.90737
2022-10-08,1.76609
2022-10-09,1.6091
2022-10-10,3.10047
2022-10-11,9.51726
2022-10-12,8.47723
2022-10-13,8.26138
2022-10-14,6.51491
2022-10-15,2.00156
2022-10-16,1.96232
2022-10-17,9.20329
2022-10-18,7.10361
2022-10-19,6.73076
2022-10-20,5.71036
2022-10-21,5.21978
2022-10-22,1.64835
2022-10-23,1.58948
2022-10-24,7.00549
2022-10-25,5.98508
2022-10-26,6.22056
2022-10-27,5.41601
2022-10-28,5.37676
2022-10-29,1.58948
2022-10-30,1.68759
2022-10-31,7.39795
2022-11-01,8.8697
2022-11-02,7.82967
2022-11-03,6.55416
2022-11-04,5.7496
2022-11-05,1.45211
2022-11-06,2.17817
2022-11-07,8.45761
2022-11-08,7.47645
2022-11-09,6.0047
2022-11-10,6.55416
2022-11-11,4.96467
2022-11-12,2.17817
2022-11-13,2.13893
2022-11-14,8.81083
2022-11-15,7.20172
2022-11-16,6.94662
2022-11-17,5.98508
2022-11-18,5.06279
2022-11-19,1.6091
2022-11-20,1.9427
2022-11-21,6.45604
2022-11-22,6.45604
2022-11-23,5.08241
2022-11-24,5.84772
2022-11-25,5.47488
2022-11-26,1.66797
2022-11-27,1.92307
2022-11-28,7.61381
2022-11-29,7.81004
2022-11-30,8.37912
2022-12-01,9.85086
2022-12-02,6.927
2022-12-03,1.55023
2022-12-04,2.57064
2022-12-05,10.04709
2022-12-06,9.24254
2022-12-07,8.00627
2022-12-08,7.57456
2022-12-09,6.37755
2022-12-10,2.15855
2022-12-11,2.39403
2022-12-12,8.32025
2022-12-13,8.61459
2022-12-14,7.35871
2022-12-15,7.14285
2022-12-16,6.63265
2022-12-17,1.84458
2022-12-18,2.09968
2022-12-19,9.16405
2022-12-20,8.88932
2022-12-21,8.5361
2022-12-22,7.14285
2022-12-23,5.72998
2022-12-24,2.33516
2022-12-25,2.4529
2022-12-26,9.75274
2022-12-27,8.5361
2022-12-28,9.10518
2022-12-29,10.16483
2022-12-30,7.86891
2022-12-31,2.74725
2023-01-01,4.02276
2023-01-02,19.01491
2023-01-03,15.71821
2023-01-04,14.89403
2023-01-05,13.28492
2023-01-06,11.67582
2023-01-07,2.88461
2023-01-08,4.25824
2023-01-09,14.75667
2023-01-10,14.26609
2023-01-11,11.49921
2023-01-12,10.49843
2023-01-13,8.69309
2023-01-14,2.00156
2023-01-15,3.08084
2023-01-16,12.87284
2023-01-17,10.38069
2023-01-18,8.69309
2023-01-19,6.86813
2023-01-20,5.21978
2023-01-21,1.78571
2023-01-22,1.45211
2023-01-23,1.55023
2023-01-24,2.1978
2023-01-25,9.10518
2023-01-26,9.00706
2023-01-27,6.86813
2023-01-28,2.31554
2023-01-29,2.84536
2023-01-30,10.98901
2023-01-31,11.36185
2023-02-01,10.57692
2023-02-02,9.08555
2023-02-03,7.75117
2023-02-04,2.708
2023-02-05,2.64913
2023-02-06,11.38147
2023-02-07,10.57692
2023-02-08,9.90973
2023-02-09,9.34065
2023-02-10,7.92778
2023-02-11,2.37441
2023-02-12,2.13893
2023-02-13,10.24332
2023-02-14,9.14442
2023-02-15,8.81083
2023-02-16,7.47645
2023-02-17,6.27943
2023-02-18,2.1978
2023-02-19,2.57064
2023-02-20,9.16405
2023-02-21,8.04552
2023-02-22,8.83045
2023-02-23,8.30062
2023-02-24,7.53532
2023-02-25,2.49215
2023-02-26,2.9631
2023-02-27,10.85164
2023-02-28,11.45996
2023-03-01,5.51412
2023-03-02,16.95447
2023-03-03,12.1664
2023-03-04,4.04238
2023-03-05,4.08163
2023-03-06,15.81632
2023-03-07,13.54003
2023-03-08,12.53924
2023-03-09,9.8901
2023-03-10,9.30141
2023-03-11,2.62951
2023-03-12,3.33594
2023-03-13,12.51962
2023-03-14,10.71428
2023-03-15,9.67425
2023-03-16,8.77158
2023-03-17,6.65227
2023-03-18,2.13893
2023-03-19,2.15855
2023-03-20,9.04631
2023-03-21,7.51569
2023-03-22,6.94662
2023-03-23,7.02511
2023-03-24,6.14207
2023-03-25,2.08006
2023-03-26,2.21742
2023-03-27,7.49607
2023-03-28,6.55416
2023-03-29,6.5934
2023-03-30,6.29905
2023-03-31,6.63265
2023-04-01,2.21742
2023-04-02,2.57064
2023-04-03,9.81161
2023-04-04,10.2237
2023-04-05,8.92857
2023-04-06,9.08555
2023-04-07,6.71114
2023-04-08,1.92307
2023-04-09,1.8642
2023-04-10,10.04709
2023-04-11,7.86891
2023-04-12,7.41758
2023-04-13,6.37755
2023-04-14,5.4945
2023-04-15,1.78571
2023-04-16,2.35478
2023-04-17,8.0259
2023-04-18,6.78963
2023-04-19,5.94583
2023-04-20,5.47488
2023-04-21,4.9843
2023-04-22,1.05965
2023-04-23,1.53061
2023-04-24,6.29905
2023-04-25,6.45604
2023-04-26,5.92621
2023-04-27,6.22056
2023-04-28,5.55337
2023-04-29,1.51098
2023-04-30,1.53061
2023-05-01,3.78728
2023-05-02,8.7912
2023-05-03,7.65306
2023-05-04,7.08398
2023-05-05,1.72684
2023-05-06,1.41287
2023-05-07,1.8642
2023-05-08,8.33987
2023-05-09,6.98587
2023-05-10,7.67268
2023-05-11,6.12244
2023-05-12,6.14207
2023-05-13,1.88383
2023-05-14,1.92307
2023-05-15,7.75117
2023-05-16,6.57378
2023-05-17,5.61224
2023-05-18,5.08241
2023-05-19,4.53296
2023-05-20,1.41287
2023-05-21,1.39324
2023-05-22,6.20094
2023-05-23,5.98508
2023-05-24,5.41601
2023-05-25,5.02354
2023-05-26,4.17974
2023-05-27,1.66797
2023-05-28,1.33437
