date,위즈패널
2020-03-20,15.24822
2020-03-21,11.08156
2020-03-22,8.42198
2020-03-23,15.42553
2020-03-24,14.27304
2020-03-25,12.05673
2020-03-26,14.89361
2020-03-27,12.6773
2020-03-28,9.66312
2020-03-29,9.30851
2020-03-30,14.27304
2020-03-31,13.38652
2020-04-01,13.12056
2020-04-02,13.03191
2020-04-03,11.96808
2020-04-04,10.19503
2020-04-05,13.20921
2020-04-06,16.66666
2020-04-07,15.95744
2020-04-08,13.47517
2020-04-09,12.05673
2020-04-10,12.94326
2020-04-11,9.1312
2020-04-12,10.37234
2020-04-13,11.43617
2020-04-14,11.79078
2020-04-15,9.30851
2020-04-16,13.65248
2020-04-17,9.75177
2020-04-18,10.37234
2020-04-19,10.37234
2020-04-20,15.95744
2020-04-21,11.43617
2020-04-22,14.89361
2020-04-23,18.88297
2020-04-24,11.34751
2020-04-25,7.89007
2020-04-26,7.09219
2020-04-27,11.25886
2020-04-28,12.05673
2020-04-29,14.18439
2020-04-30,12.76595
2020-05-01,11.08156
2020-05-02,9.57446
2020-05-03,11.43617
2020-05-04,15.42553
2020-05-05,15.15957
2020-05-06,19.59219
2020-05-07,17.81914
2020-05-08,17.37588
2020-05-09,13.38652
2020-05-10,13.56382
2020-05-11,16.4007
2020-05-12,15.60283
2020-05-13,12.5
2020-05-14,12.76595
2020-05-15,12.58865
2020-05-16,10.46099
2020-05-17,9.92907
2020-05-18,12.5
2020-05-19,16.4007
2020-05-20,15.33687
2020-05-21,16.04609
2020-05-22,12.23404
2020-05-23,9.48581
2020-05-24,8.15602
2020-05-25,14.09574
2020-05-26,12.41134
2020-05-27,12.41134
2020-05-28,12.41134
2020-05-29,11.52482
2020-05-30,10.46099
2020-05-31,8.9539
2020-06-01,12.5
2020-06-02,11.08156
2020-06-03,12.14539
2020-06-04,12.94326
2020-06-05,11.79078
2020-06-06,9.75177
2020-06-07,10.63829
2020-06-08,14.89361
2020-06-09,16.4007
2020-06-10,14.539
2020-06-11,17.64184
2020-06-12,14.89361
2020-06-13,14.00709
2020-06-14,11.25886
2020-06-15,19.9468
2020-06-16,18.43971
2020-06-17,14.00709
2020-06-18,16.31205
2020-06-19,20.12411
2020-06-20,13.65248
2020-06-21,10.72695
2020-06-22,15.07092
2020-06-23,19.41489
2020-06-24,27.30496
2020-06-25,18.70567
2020-06-26,15.78014
2020-06-27,12.6773
2020-06-28,9.84042
2020-06-29,15.78014
2020-06-30,16.31205
2020-07-01,17.37588
2020-07-02,14.09574
2020-07-03,18.35106
2020-07-04,11.52482
2020-07-05,12.94326
2020-07-06,16.04609
2020-07-07,15.42553
2020-07-08,15.78014
2020-07-09,15.69148
2020-07-10,15.07092
2020-07-11,13.03191
2020-07-12,11.17021
2020-07-13,16.84397
2020-07-14,16.93262
2020-07-15,17.81914
2020-07-16,12.94326
2020-07-17,19.14893
2020-07-18,12.76595
2020-07-19,15.15957
2020-07-20,18.0851
2020-07-21,17.55319
2020-07-22,18.0851
2020-07-23,19.59219
2020-07-24,21.71985
2020-07-25,13.65248
2020-07-26,12.05673
2020-07-27,20.92198
2020-07-28,25.53191
2020-07-29,21.6312
2020-07-30,19.9468
2020-07-31,19.32624
2020-08-01,14.89361
2020-08-02,14.27304
2020-08-03,20.74468
2020-08-04,14.45035
2020-08-05,18.97163
2020-08-06,20.92198
2020-08-07,20.47872
2020-08-08,14.45035
2020-08-09,11.61347
2020-08-10,18.79432
2020-08-11,20.83333
2020-08-12,20.65602
2020-08-13,23.58156
2020-08-14,18.52836
2020-08-15,15.42553
2020-08-16,17.02127
2020-08-17,18.79432
2020-08-18,21.27659
2020-08-19,18.17375
2020-08-20,21.36524
2020-08-21,19.23758
2020-08-22,17.02127
2020-08-23,15.95744
2020-08-24,19.7695
2020-08-25,28.54609
2020-08-26,26.06382
2020-08-27,20.30141
2020-08-28,17.28723
2020-08-29,16.13475
2020-08-30,14.27304
2020-08-31,26.32978
2020-09-01,28.45744
2020-09-02,25.1773
2020-09-03,27.48226
2020-09-04,28.7234
2020-09-05,20.56737
2020-09-06,15.95744
2020-09-07,30.67375
2020-09-08,32.4468
2020-09-09,26.8617
2020-09-10,25.79787
2020-09-11,23.75886
2020-09-12,17.19858
2020-09-13,16.93262
2020-09-14,23.3156
2020-09-15,29.25531
2020-09-16,31.82624
2020-09-17,27.65957
2020-09-18,30.31914
2020-09-19,21.09929
2020-09-20,16.93262
2020-09-21,28.10283
2020-09-22,29.52127
2020-09-23,26.95035
2020-09-24,29.34397
2020-09-25,23.84751
2020-09-26,18.79432
2020-09-27,17.10992
2020-09-28,26.24113
2020-09-29,24.64539
2020-09-30,16.84397
2020-10-01,17.64184
2020-10-02,20.47872
2020-10-03,20.65602
2020-10-04,18.17375
2020-10-05,22.16312
2020-10-06,24.91134
2020-10-07,28.98936
2020-10-08,25.62056
2020-10-09,20.21276
2020-10-10,16.84397
2020-10-11,13.91843
2020-10-12,26.06382
2020-10-13,25.88652
2020-10-14,23.22695
2020-10-15,23.93617
2020-10-16,20.74468
2020-10-17,15.15957
2020-10-18,13.12056
2020-10-19,27.48226
2020-10-20,27.65957
2020-10-21,27.12765
2020-10-22,24.02482
2020-10-23,24.46808
2020-10-24,17.46453
2020-10-25,18.17375
2020-10-26,24.73404
2020-10-27,23.40425
2020-10-28,24.11347
2020-10-29,22.42907
2020-10-30,22.34042
2020-10-31,15.78014
2020-11-01,12.76595
2020-11-02,22.25177
2020-11-03,32.62411
2020-11-04,23.58156
2020-11-05,21.80851
2020-11-06,25.62056
2020-11-07,17.64184
2020-11-08,18.35106
2020-11-09,22.60638
2020-11-10,23.93617
2020-11-11,22.69503
2020-11-12,22.87234
2020-11-13,20.21276
2020-11-14,15.15957
2020-11-15,14.89361
2020-11-16,25.26595
2020-11-17,23.3156
2020-11-18,23.58156
2020-11-19,20.03546
2020-11-20,24.46808
2020-11-21,18.17375
2020-11-22,16.66666
2020-11-23,22.78368
2020-11-24,25.3546
2020-11-25,22.07446
2020-11-26,26.24113
2020-11-27,25.44326
2020-11-28,18.35106
2020-11-29,16.84397
2020-11-30,23.22695
2020-12-01,29.16666
2020-12-02,31.73758
2020-12-03,30.31914
2020-12-04,32.4468
2020-12-05,25.3546
2020-12-06,24.64539
2020-12-07,31.47163
2020-12-08,33.86524
2020-12-09,33.77659
2020-12-10,37.41134
2020-12-11,37.32269
2020-12-12,28.54609
2020-12-13,29.43262
2020-12-14,33.33333
2020-12-15,32.2695
2020-12-16,32.71276
2020-12-17,32.97872
2020-12-18,34.84042
2020-12-19,29.78723
2020-12-20,30.31914
2020-12-21,35.19503
2020-12-22,34.66312
2020-12-23,33.68794
2020-12-24,37.5
2020-12-25,33.51063
2020-12-26,29.52127
2020-12-27,33.42198
2020-12-28,40.24822
2020-12-29,40.78014
2020-12-30,35.72695
2020-12-31,34.84042
2021-01-01,30.31914
2021-01-02,24.73404
2021-01-03,24.20212
2021-01-04,38.74113
2021-01-05,34.92907
2021-01-06,32.89007
2021-01-07,31.47163
2021-01-08,30.76241
2021-01-09,25.53191
2021-01-10,27.039
2021-01-11,31.47163
2021-01-12,34.57446
2021-01-13,35.9929
2021-01-14,34.75177
2021-01-15,34.21985
2021-01-16,28.19148
2021-01-17,25.79787
2021-01-18,29.43262
2021-01-19,31.47163
2021-01-20,34.04255
2021-01-21,30.85106
2021-01-22,35.9929
2021-01-23,29.25531
