date,저평가우량주
2020-03-20,41.91149
2020-03-21,29.75083
2020-03-22,27.81703
2020-03-23,35.51506
2020-03-24,39.71736
2020-03-25,57.64224
2020-03-26,56.26626
2020-03-27,51.65489
2020-03-28,34.84566
2020-03-29,27.63108
2020-03-30,38.86203
2020-03-31,50.46485
2020-04-01,45.81628
2020-04-02,42.58088
2020-04-03,41.65117
2020-04-04,28.74674
2020-04-05,25.32539
2020-04-06,43.28746
2020-04-07,64.2618
2020-04-08,51.84083
2020-04-09,62.55113
2020-04-10,59.79918
2020-04-11,45.74191
2020-04-12,37.22573
2020-04-13,35.14317
2020-04-14,38.89921
2020-04-15,29.78802
2020-04-16,32.68873
2020-04-17,50.9483
2020-04-18,33.32093
2020-04-19,26.21792
2020-04-20,33.50687
2020-04-21,26.18073
2020-04-22,35.06879
2020-04-23,40.68426
2020-04-24,28.33767
2020-04-25,19.74711
2020-04-26,17.44142
2020-04-27,31.61026
2020-04-28,33.0978
2020-04-29,33.61844
2020-04-30,24.24693
2020-05-01,15.43324
2020-05-02,14.42915
2020-05-03,13.83413
2020-05-04,16.73484
2020-05-05,15.8795
2020-05-06,21.79248
2020-05-07,23.65191
2020-05-08,24.20974
2020-05-09,20.15619
2020-05-10,16.77203
2020-05-11,25.58571
2020-05-12,21.30903
2020-05-13,19.67274
2020-05-14,17.88769
2020-05-15,19.56117
2020-05-16,14.72666
2020-05-17,13.611
2020-05-18,21.19747
2020-05-19,31.64745
2020-05-20,31.27556
2020-05-21,34.0647
2020-05-22,24.13536
2020-05-23,17.36705
2020-05-24,15.91669
2020-05-25,25.39977
2020-05-26,34.10189
2020-05-27,33.17218
2020-05-28,24.58162
2020-05-29,21.49497
2020-05-30,15.09854
2020-05-31,14.65228
2020-06-01,24.9907
2020-06-02,36.63071
2020-06-03,45.70472
2020-06-04,37.3373
2020-06-05,37.85793
2020-06-06,26.44105
2020-06-07,22.16437
2020-06-08,33.17218
2020-06-09,31.08962
2020-06-10,31.7962
2020-06-11,27.5939
2020-06-12,18.40833
2020-06-13,13.72257
2020-06-14,11.6772
2020-06-15,14.50353
2020-06-16,20.30494
2020-06-17,19.89587
2020-06-18,22.3875
2020-06-19,17.1811
2020-06-20,11.90033
2020-06-21,10.56154
2020-06-22,16.47452
2020-06-23,18.07363
2020-06-24,20.93715
2020-06-25,14.02008
2020-06-26,13.79695
2020-06-27,8.25585
2020-06-28,7.40052
2020-06-29,8.85087
2020-06-30,12.60691
2020-07-01,13.64819
2020-07-02,14.24321
2020-07-03,13.98289
2020-07-04,8.62774
2020-07-05,18.22238
2020-07-06,20.26775
2020-07-07,20.23056
2020-07-08,20.08181
2020-07-09,21.16028
2020-07-10,13.64819
2020-07-11,10.07809
2020-07-12,11.15656
2020-07-13,19.22647
2020-07-14,16.92078
2020-07-15,19.07772
2020-07-16,17.70174
2020-07-17,18.63146
2020-07-18,13.16474
2020-07-19,11.41688
2020-07-20,17.5158
2020-07-21,24.28412
2020-07-22,26.70137
2020-07-23,22.75939
2020-07-24,17.70174
2020-07-25,15.582
2020-07-26,34.77129
2020-07-27,31.53588
2020-07-28,33.28374
2020-07-29,35.10598
2020-07-30,32.16809
2020-07-31,22.75939
2020-08-01,15.43324
2020-08-02,18.33395
2020-08-03,22.3875
2020-08-04,31.75901
2020-08-05,30.30866
2020-08-06,35.92413
2020-08-07,35.701
2020-08-08,25.69728
2020-08-09,27.81703
2020-08-10,43.51059
2020-08-11,50.65079
2020-08-12,43.28746
2020-08-13,44.66344
2020-08-14,33.84157
2020-08-15,20.19338
2020-08-16,17.77612
2020-08-17,18.44551
2020-08-18,19.89587
2020-08-19,22.27593
2020-08-20,19.11491
2020-08-21,16.92078
2020-08-22,13.05317
2020-08-23,12.71848
2020-08-24,17.59018
2020-08-25,28.00297
2020-08-26,25.80885
2020-08-27,24.656
2020-08-28,26.25511
2020-08-29,18.63146
2020-08-30,24.73038
2020-08-31,28.78393
2020-09-01,32.16809
2020-09-02,35.81256
2020-09-03,37.3373
2020-09-04,26.06917
2020-09-05,21.23465
2020-09-06,22.79657
2020-09-07,35.84975
2020-09-08,35.25474
2020-09-09,34.28783
2020-09-10,34.88285
2020-09-11,32.4656
2020-09-12,22.42469
2020-09-13,23.76348
2020-09-14,47.3782
2020-09-15,46.11379
2020-09-16,41.31647
2020-09-17,31.05243
2020-09-18,27.44514
2020-09-19,19.48679
2020-09-20,16.51171
2020-09-21,23.3544
2020-09-22,20.56526
2020-09-23,20.34213
2020-09-24,15.84232
2020-09-25,14.05727
2020-09-26,11.86314
2020-09-27,12.08627
2020-09-28,16.02826
2020-09-29,16.13982
2020-09-30,10.85905
2020-10-01,10.22685
2020-10-02,11.04499
2020-10-03,10.26403
2020-10-04,10.85905
2020-10-05,18.55708
2020-10-06,22.49907
2020-10-07,22.53625
2020-10-08,24.656
2020-10-09,15.06136
2020-10-10,12.04908
2020-10-11,14.9126
2020-10-12,21.04871
2020-10-13,26.03198
2020-10-14,21.82967
2020-10-15,20.56526
2020-10-16,16.28858
2020-10-17,10.59873
2020-10-18,11.45407
2020-10-19,16.10264
2020-10-20,16.43733
2020-10-21,21.56935
2020-10-22,17.47861
2020-10-23,17.06954
2020-10-24,10.85905
2020-10-25,9.4087
2020-10-26,12.19784
2020-10-27,16.10264
2020-10-28,14.98698
2020-10-29,11.93752
2020-10-30,10.33841
2020-10-31,7.21457
2020-11-01,6.73112
2020-11-02,8.1071
2020-11-03,11.15656
2020-11-04,11.71439
2020-11-05,16.5489
2020-11-06,16.02826
2020-11-07,12.68129
2020-11-08,10.26403
2020-11-09,17.32986
2020-11-10,24.84194
2020-11-11,28.8955
2020-11-12,30.08553
2020-11-13,27.48233
2020-11-14,19.56117
2020-11-15,17.32986
2020-11-16,33.65563
2020-11-17,35.14317
2020-11-18,33.61844
2020-11-19,29.41613
2020-11-20,33.17218
2020-11-21,21.45779
2020-11-22,21.75529
2020-11-23,34.47378
2020-11-24,41.65117
2020-11-25,40.60989
2020-11-26,37.44886
2020-11-27,37.41167
2020-11-28,29.71364
2020-11-29,28.41204
2020-11-30,28.37486
2020-12-01,33.46969
2020-12-02,41.24209
2020-12-03,50.3161
2020-12-04,50.61361
2020-12-05,36.55634
2020-12-06,35.84975
2020-12-07,42.28337
2020-12-08,33.13499
2020-12-09,46.78319
2020-12-10,50.50204
2020-12-11,53.06805
2020-12-12,32.87467
2020-12-13,29.89959
2020-12-14,35.81256
2020-12-15,36.40758
2020-12-16,44.51468
2020-12-17,42.09743
2020-12-18,41.09334
2020-12-19,33.69282
2020-12-20,31.90777
2020-12-21,34.51097
2020-12-22,31.75901
2020-12-23,33.61844
2020-12-24,37.3373
2020-12-25,29.8624
2020-12-26,28.63518
2020-12-27,27.18482
2020-12-28,32.87467
2020-12-29,38.04388
2020-12-30,45.66753
2020-12-31,34.21346
2021-01-01,32.68873
2021-01-02,29.37895
2021-01-03,33.20937
2021-01-04,55.26217
2021-01-05,70.28635
2021-01-06,70.80699
2021-01-07,84.12049
2021-01-08,100.0
2021-01-09,80.32725
2021-01-10,62.47675
2021-01-11,80.62476
2021-01-12,65.63778
2021-01-13,68.61286
2021-01-14,78.02156
2021-01-15,55.33655
2021-01-16,35.73819
2021-01-17,32.98624
2021-01-18,38.08107
2021-01-19,51.13425
2021-01-20,57.41911
2021-01-21,77.2406
2021-01-22,66.97657
2021-01-23,44.55187
2021-01-24,39.30829
2021-01-25,60.17106
2021-01-26,58.27445
2021-01-27,48.23354
2021-01-28,35.06879
2021-01-29,25.28821
2021-01-30,20.00743
2021-01-31,20.7512
2021-02-01,35.3663
2021-02-02,40.08925
2021-02-03,46.22536
2021-02-04,38.97359
2021-02-05,36.51915
2021-02-06,60.09669
2021-02-07,58.94384
2021-02-08,48.3451
2021-02-09,41.42804
2021-02-10,38.15544
2021-02-11,28.70955
2021-02-12,26.81294
2021-02-13,23.80066
2021-02-14,36.3332
2021-02-15,57.64224
2021-02-16,52.47303
2021-02-17,48.53105
2021-02-18,43.69654
2021-02-19,30.19709
2021-02-20,23.87504
2021-02-21,25.73447
2021-02-22,28.85831
2021-02-23,33.95314
2021-02-24,28.96987
2021-02-25,34.10189
2021-02-26,23.87504
2021-02-27,19.1521
2021-02-28,19.93306
2021-03-01,21.27184
2021-03-02,23.09408
2021-03-03,31.01524
2021-03-04,28.26329
2021-03-05,22.01561
2021-03-06,19.93306
2021-03-07,21.01152
2021-03-08,18.92896
2021-03-09,22.42469
2021-03-10,19.22647
2021-03-11,24.47006
2021-03-12,26.44105
2021-03-13,17.21829
2021-03-14,21.4206
2021-03-15,25.25102
2021-03-16,27.63108
2021-03-17,26.25511
2021-03-18,31.08962
2021-03-19,22.90814
2021-03-20,16.84641
2021-03-21,18.51989
2021-03-22,23.76348
2021-03-23,22.94533
2021-03-24,23.87504
2021-03-25,25.54853
2021-03-26,30.45741
2021-03-27,23.20565
2021-03-28,22.35031
2021-03-29,23.6891
2021-03-30,26.18073
2021-03-31,24.69319
2021-04-01,26.73856
2021-04-02,23.94942
2021-04-03,20.23056
2021-04-04,18.22238
2021-04-05,25.51134
2021-04-06,29.78802
2021-04-07,26.32949
2021-04-08,29.49051
2021-04-09,26.85013
2021-04-10,23.57753
2021-04-11,17.92487
2021-04-12,31.23837
2021-04-13,34.21346
2021-04-14,39.49423
2021-04-15,40.20081
2021-04-16,33.28374
2021-04-17,28.26329
2021-04-18,24.84194
2021-04-19,30.4946
2021-04-20,35.58943
