date,주가상승종목
2020-03-20,0.87897
2020-03-21,0.24791
2020-03-22,0.13522
2020-03-23,0.49583
2020-03-24,0.42821
2020-03-25,0.33806
2020-03-26,0.49583
2020-03-27,0.42821
2020-03-28,0.20283
2020-03-29,0.3606
2020-03-30,0.47329
2020-03-31,0.58598
2020-04-01,0.51836
2020-04-02,0.81135
2020-04-03,0.42821
2020-04-04,0.11268
2020-04-06,0.47329
2020-04-07,0.3606
2020-04-08,0.29299
2020-04-09,0.45075
2020-04-10,0.51836
2020-04-12,0.13522
2020-04-13,0.3606
2020-04-14,0.3606
2020-04-15,0.11268
2020-04-16,0.3606
2020-04-17,0.5409
2020-04-18,0.1803
2020-04-20,0.38314
2020-04-21,0.27045
2020-04-22,0.31552
2020-04-23,0.1803
2020-04-24,0.27045
2020-04-27,0.33806
2020-04-28,0.31552
2020-04-29,0.24791
2020-04-30,0.11268
2020-05-04,0.3606
2020-05-06,0.24791
2020-05-07,0.1803
2020-05-11,0.15776
2020-05-12,0.22537
2020-05-13,0.1803
2020-05-14,0.15776
2020-05-15,0.27045
2020-05-19,0.29299
2020-05-20,0.22537
2020-05-21,0.22537
2020-05-22,0.1803
2020-05-25,0.1803
2020-05-26,0.31552
2020-05-27,0.1803
2020-05-28,0.15776
2020-05-29,0.15776
2020-06-01,0.15776
2020-06-02,0.1803
2020-06-03,0.15776
2020-06-04,0.15776
2020-06-05,0.22537
2020-06-08,0.13522
2020-06-09,0.24791
2020-06-10,0.13522
2020-06-12,0.13522
2020-06-13,0.15776
2020-06-15,0.22537
2020-06-21,0.20283
2020-06-23,0.1803
2020-06-24,0.13522
2020-06-25,0.20283
2020-06-26,0.15776
2020-06-30,0.1803
2020-07-01,0.22537
2020-07-03,0.1803
2020-07-07,0.15776
2020-07-08,0.11268
2020-07-09,0.13522
2020-07-13,0.13522
2020-07-20,0.22537
2020-07-23,0.11268
2020-07-24,0.13522
2020-07-27,0.13522
2020-07-29,0.20283
2020-07-30,0.1803
2020-07-31,0.15776
2020-08-02,0.13522
2020-08-03,0.1803
2020-08-05,0.13522
2020-08-06,0.15776
2020-08-07,0.15776
2020-08-08,0.15776
2020-08-10,0.31552
2020-08-11,0.45075
2020-08-12,0.13522
2020-08-13,0.13522
2020-08-14,0.13522
2020-08-15,0.15776
2020-08-19,0.11268
2020-08-20,0.24791
2020-08-21,0.11268
2020-08-24,0.13522
2020-08-25,0.15776
2020-08-26,0.3606
2020-08-28,0.11268
2020-08-30,0.13522
2020-08-31,0.13522
2020-09-01,0.22537
2020-09-03,0.11268
2020-09-04,0.1803
2020-09-05,0.13522
2020-09-07,0.11268
2020-09-09,0.24791
2020-09-11,0.15776
2020-09-14,0.20283
2020-09-15,0.24791
2020-09-16,0.15776
2020-09-17,0.1803
2020-09-21,0.38314
2020-09-22,0.27045
2020-09-24,0.33806
2020-10-05,0.11268
2020-10-12,0.15776
2020-10-13,0.22537
2020-10-14,0.38314
2020-10-16,0.1803
2020-10-17,0.11268
2020-10-21,0.11268
2020-10-22,0.13522
2020-10-23,0.11268
2020-10-30,0.15776
2020-11-10,0.1803
2020-11-11,0.22537
2020-11-13,0.22537
2020-11-15,0.13522
2020-11-16,0.13522
2020-11-18,0.13522
2020-11-24,0.20283
2020-11-25,0.13522
2020-11-27,0.15776
2020-12-01,0.11268
2020-12-02,0.15776
2020-12-03,0.20283
2020-12-04,0.24791
2020-12-07,0.1803
2020-12-08,0.11268
2020-12-09,0.1803
2020-12-10,0.13522
2020-12-11,0.13522
2020-12-12,0.11268
2020-12-14,0.22537
2020-12-15,0.20283
2020-12-18,0.22537
2020-12-20,0.11268
2020-12-21,0.11268
2020-12-23,0.27045
2020-12-24,0.22537
2020-12-28,0.24791
2020-12-29,0.13522
2020-12-30,0.13522
2021-01-04,0.27045
2021-01-05,0.3606
2021-01-06,0.27045
2021-01-07,0.24791
2021-01-08,0.58598
2021-01-09,0.20283
2021-01-10,0.11268
2021-01-11,0.38314
2021-01-13,0.45075
2021-01-14,0.31552
2021-01-15,0.1803
2021-01-16,0.11268
2021-01-18,0.11268
2021-01-19,0.24791
2021-01-21,0.1803
2021-01-23,0.13522
2021-01-25,0.27045
2021-01-26,0.22537
2021-01-27,0.11268
2021-01-28,0.22537
2021-01-29,0.29299
2021-01-30,0.11268
2021-01-31,0.11268
2021-02-02,0.13522
2021-02-03,0.27045
2021-02-04,0.1803
2021-02-06,0.13522
2021-02-08,0.24791
2021-02-16,0.24791
2021-02-17,0.15776
2021-02-18,0.15776
2021-02-19,0.13522
2021-02-21,0.11268
2021-02-22,0.13522
2021-02-23,0.24791
2021-02-24,0.20283
2021-02-25,0.13522
2021-02-26,0.13522
2021-02-28,0.1803
2021-03-02,0.13522
2021-03-04,0.1803
2021-03-05,0.15776
2021-03-08,0.33806
2021-03-09,0.11268
2021-03-10,0.27045
2021-03-12,0.11268
2021-03-16,0.15776
2021-03-17,0.1803
2021-03-19,0.1803
2021-03-22,0.13522
2021-03-23,0.3606
2021-03-24,0.33806
2021-03-25,0.20283
2021-03-26,0.11268
2021-03-27,0.11268
2021-03-29,0.24791
2021-03-30,0.24791
2021-03-31,0.20283
2021-04-01,0.13522
2021-04-02,0.20283
2021-04-05,0.11268
2021-04-07,0.1803
2021-04-08,0.11268
2021-04-09,0.1803
2021-04-12,0.11268
2021-04-14,0.11268
2021-04-15,0.22537
2021-04-18,0.11268
2021-04-19,0.13522
2021-04-20,0.1803
2021-04-21,0.1803
2021-04-22,0.11268
2021-04-26,0.29299
2021-04-27,0.11268
2021-04-28,0.15776
2021-04-30,0.15776
2021-05-03,0.13522
2021-05-04,0.27045
2021-05-08,0.13522
2021-05-10,0.20283
2021-05-11,0.1803
2021-05-12,0.22537
2021-05-13,0.22537
2021-05-14,0.11268
2021-05-20,0.11268
2021-05-23,0.11268
2021-05-24,0.11268
2021-05-28,0.11268
2021-05-31,0.1803
2021-06-01,0.11268
2021-06-02,0.13522
2021-06-03,0.20283
2021-06-04,0.33806
2021-06-05,0.1803
2021-06-07,0.15776
2021-06-08,0.24791
2021-06-09,0.15776
2021-06-10,0.1803
2021-06-15,0.11268
2021-06-17,0.11268
2021-06-18,0.22537
2021-06-20,0.11268
2021-06-22,0.1803
2021-06-24,0.20283
2021-06-25,0.3606
2021-06-29,0.13522
2021-06-30,0.13522
2021-07-01,0.13522
2021-07-05,0.1803
2021-07-06,0.11268
2021-07-07,0.20283
2021-07-09,0.22537
2021-07-12,0.11268
2021-07-13,0.13522
2021-07-14,9.69123
2021-07-15,34.032
2021-07-16,34.93351
2021-07-17,10.36736
2021-07-18,9.78138
2021-07-19,35.4068
2021-07-20,38.71985
2021-07-21,34.77574
2021-07-22,36.421
2021-07-23,34.05454
2021-07-24,13.52265
2021-07-25,14.53684
2021-07-26,40.68064
2021-07-27,40.43272
2021-07-28,43.31755
2021-07-29,43.29501
2021-07-30,36.28577
2021-07-31,14.49177
2021-08-01,11.69709
2021-08-02,32.49943
2021-08-03,37.54789
2021-08-04,37.27743
2021-08-05,37.34505
2021-08-06,71.19675
2021-08-07,23.37164
2021-08-08,21.88415
2021-08-09,75.7043
2021-08-10,77.98061
2021-08-11,66.30606
2021-08-12,61.28014
2021-08-13,55.44286
2021-08-14,17.48929
2021-08-15,13.00428
2021-08-16,24.22808
2021-08-17,56.23168
2021-08-18,52.87356
2021-08-19,61.61821
2021-08-20,53.86522
2021-08-21,16.70047
2021-08-22,14.46923
2021-08-23,45.21072
2021-08-24,50.48456
2021-08-25,49.38021
2021-08-26,47.50957
2021-08-27,44.6022
2021-08-28,11.74216
2021-08-29,13.11697
2021-08-30,42.82172
2021-08-31,47.4645
