date,연금저축펀드추천
2021-03-27,4.40687
2021-03-28,6.76274
2021-03-29,6.12527
2021-03-30,6.70731
2021-03-31,6.65188
2021-04-01,5.51552
2021-04-02,4.21286
2021-04-03,3.57538
2021-04-04,4.26829
2021-04-05,4.68403
2021-04-06,4.07427
2021-04-07,4.10199
2021-04-08,3.10421
2021-04-09,2.5776
2021-04-10,2.82705
2021-04-11,2.21729
2021-04-12,3.21507
2021-04-13,3.40909
2021-04-14,2.96563
2021-04-15,3.13192
2021-04-16,3.18736
2021-04-17,1.94013
2021-04-18,1.96784
2021-04-19,3.68625
2021-04-20,3.46452
2021-04-21,3.79711
2021-04-22,4.10199
2021-04-23,2.52217
2021-04-24,1.74611
2021-04-25,2.63303
2021-04-26,2.93791
2021-04-27,3.65853
2021-04-28,3.38137
2021-04-29,2.68847
2021-04-30,1.57982
2021-05-01,1.69068
2021-05-02,1.08093
2021-05-03,2.35587
2021-05-04,1.91241
2021-05-05,1.41352
2021-05-06,2.66075
2021-05-07,2.77161
2021-05-08,2.38359
2021-05-09,4.07427
2021-05-10,4.68403
2021-05-11,4.18514
2021-05-12,4.51773
2021-05-13,3.4368
2021-05-14,3.68625
2021-05-15,2.99334
2021-05-16,5.90354
2021-05-17,5.26607
2021-05-18,5.59866
2021-05-19,5.23835
2021-05-20,8.03769
2021-05-21,5.73725
2021-05-22,4.6286
2021-05-23,5.43237
2021-05-24,5.26607
2021-05-25,6.23614
2021-05-26,5.98669
2021-05-27,6.45787
2021-05-28,4.87804
2021-05-29,4.4623
2021-05-30,4.21286
2021-05-31,5.15521
2021-06-01,4.73946
2021-06-02,4.73946
2021-06-03,5.54323
2021-06-04,4.15742
2021-06-05,3.2705
2021-06-06,4.71175
2021-06-07,6.40243
2021-06-08,6.347
2021-06-09,8.48115
2021-06-10,6.81818
2021-06-11,7.03991
2021-06-12,5.07206
2021-06-13,6.54101
2021-06-14,7.12305
2021-06-15,6.6796
2021-06-16,6.73503
2021-06-17,6.23614
2021-06-18,5.95898
2021-06-19,3.99113
2021-06-20,4.40687
2021-06-21,5.34922
2021-06-22,5.84811
2021-06-23,5.98669
2021-06-24,5.54323
2021-06-25,4.7949
2021-06-26,4.04656
2021-06-27,3.99113
2021-06-28,5.84811
2021-06-29,5.07206
2021-06-30,4.65631
2021-07-01,4.96119
2021-07-02,4.54545
2021-07-03,3.38137
2021-07-04,4.65631
2021-07-05,4.85033
2021-07-06,5.21064
2021-07-07,4.57317
2021-07-08,3.46452
2021-07-09,3.10421
2021-07-10,2.38359
2021-07-11,2.60532
2021-07-12,3.65853
2021-07-13,3.65853
2021-07-14,4.35144
2021-07-15,3.32594
2021-07-16,2.93791
2021-07-17,2.07871
2021-07-18,2.4113
2021-07-19,2.88248
2021-07-20,3.32594
2021-07-21,3.24279
2021-07-22,3.40909
2021-07-23,3.15964
2021-07-24,1.7184
2021-07-25,2.63303
2021-07-26,2.88248
2021-07-27,7.28935
2021-07-28,7.76053
2021-07-29,5.68181
2021-07-30,5.54323
2021-07-31,2.82705
2021-08-01,3.6031
2021-08-02,4.60088
2021-08-03,5.46008
2021-08-04,5.4878
2021-08-05,6.31929
2021-08-06,5.76496
2021-08-07,4.35144
2021-08-08,4.6286
2021-08-09,6.04212
2021-08-10,6.31929
2021-08-11,6.01441
2021-08-12,6.20842
2021-08-13,6.40243
2021-08-14,11.33592
2021-08-15,10.69844
2021-08-16,11.58536
2021-08-17,8.5643
2021-08-18,15.29933
2021-08-19,11.86252
2021-08-20,7.70509
2021-08-21,10.72616
2021-08-22,8.00997
2021-08-23,7.78824
2021-08-24,8.17627
2021-08-25,8.48115
2021-08-26,8.03769
2021-08-27,5.90354
2021-08-28,4.71175
2021-08-29,4.85033
2021-08-30,6.87361
2021-08-31,7.89911
2021-09-01,6.87361
2021-09-02,5.98669
2021-09-03,6.92904
2021-09-04,6.26385
2021-09-05,6.92904
2021-09-06,6.29157
2021-09-07,6.40243
2021-09-08,5.6541
2021-09-09,5.93126
2021-09-10,7.34478
2021-09-11,6.06984
2021-09-12,5.73725
2021-09-13,5.76496
2021-09-14,6.347
2021-09-15,6.5133
2021-09-16,6.347
2021-09-17,5.04434
2021-09-18,6.45787
2021-09-19,4.15742
2021-09-20,28.88026
2021-09-21,15.27161
2021-09-22,9.28492
2021-09-23,10.2827
2021-09-24,8.64745
2021-09-25,7.89911
2021-09-26,7.70509
2021-09-27,8.14855
2021-09-28,7.40022
2021-09-29,7.51108
2021-09-30,6.31929
2021-10-01,6.29157
2021-10-02,4.54545
2021-10-03,3.79711
2021-10-04,4.73946
2021-10-05,7.59423
2021-10-06,6.6796
2021-10-07,7.89911
2021-10-08,4.43458
2021-10-09,3.7694
2021-10-10,3.63082
2021-10-11,5.29379
2021-10-12,5.37694
2021-10-13,5.46008
2021-10-14,5.70953
2021-10-15,5.18292
2021-10-16,3.65853
2021-10-17,4.15742
2021-10-18,5.09977
2021-10-19,5.37694
2021-10-20,4.296
2021-10-21,4.54545
2021-10-22,4.65631
2021-10-23,3.04878
2021-10-24,4.15742
2021-10-25,5.37694
2021-10-26,5.79268
2021-10-27,5.76496
2021-10-28,5.43237
2021-10-29,5.09977
2021-10-30,3.54767
2021-10-31,4.51773
2021-11-01,6.26385
2021-11-02,5.90354
2021-11-03,5.93126
2021-11-04,5.23835
2021-11-05,6.37472
2021-11-06,3.88026
2021-11-07,5.12749
2021-11-08,7.01219
2021-11-09,6.12527
2021-11-10,7.45565
2021-11-11,6.20842
2021-11-12,5.26607
2021-11-13,4.51773
2021-11-14,5.54323
2021-11-15,6.90133
2021-11-16,7.95454
2021-11-17,6.45787
2021-11-18,6.347
2021-11-19,5.46008
2021-11-20,4.296
2021-11-21,5.79268
2021-11-22,7.26164
2021-11-23,6.73503
2021-11-24,6.26385
2021-11-25,6.6796
2021-11-26,6.87361
2021-11-27,4.54545
2021-11-28,6.40243
2021-11-29,8.89689
2021-11-30,7.31707
2021-12-01,7.06762
2021-12-02,6.65188
2021-12-03,5.37694
2021-12-04,5.12749
2021-12-05,6.40243
2021-12-06,8.34257
2021-12-07,7.26164
2021-12-08,7.67738
2021-12-09,8.12084
2021-12-10,9.17405
2021-12-11,6.20842
2021-12-12,8.67516
2021-12-13,11.83481
2021-12-14,10.42128
2021-12-15,10.58758
2021-12-16,10.03325
2021-12-17,9.81152
2021-12-18,6.76274
2021-12-19,8.81374
2021-12-20,11.94567
2021-12-21,12.61086
2021-12-22,12.83259
2021-12-23,12.77716
2021-12-24,11.77937
2021-12-25,8.37028
2021-12-26,12.41685
2021-12-27,16.85144
2021-12-28,15.63192
2021-12-29,16.15853
2021-12-30,16.57427
2021-12-31,13.99667
2022-01-01,6.04212
2022-01-02,7.28935
2022-01-03,9.36807
2022-01-04,7.81596
2022-01-05,9.70066
2022-01-06,8.25942
2022-01-07,6.95676
2022-01-08,4.73946
2022-01-09,7.06762
2022-01-10,9.28492
2022-01-11,7.67738
2022-01-12,6.76274
2022-01-13,7.62195
2022-01-14,7.31707
2022-01-15,5.95898
2022-01-16,7.42793
2022-01-17,9.14634
2022-01-18,8.98004
2022-01-19,9.72838
2022-01-20,10.50443
2022-01-21,10.80931
2022-01-22,7.34478
2022-01-23,9.50665
2022-01-24,12.11197
2022-01-25,14.93902
2022-01-26,14.24611
2022-01-27,12.13968
2022-01-28,12.02882
2022-01-29,9.31263
2022-01-30,8.09312
2022-01-31,7.70509
2022-02-01,9.95011
2022-02-02,11.19733
2022-02-03,15.74279
2022-02-04,13.16518
2022-02-05,10.75388
2022-02-06,13.77494
2022-02-07,16.49113
2022-02-08,16.29711
2022-02-09,15.57649
2022-02-10,14.52328
2022-02-11,14.35698
2022-02-12,12.63858
2022-02-13,14.19068
2022-02-14,16.76829
2022-02-15,13.99667
2022-02-16,12.66629
2022-02-17,11.91796
2022-02-18,12.13968
2022-02-19,9.64523
2022-02-20,12.25055
2022-02-21,15.32705
2022-02-22,11.94567
2022-02-23,11.77937
2022-02-24,11.94567
2022-02-25,11.86252
2022-02-26,12.58314
2022-02-27,10.00554
2022-02-28,11.03104
2022-03-01,11.03104
2022-03-02,10.03325
2022-03-03,9.00776
2022-03-04,8.67516
2022-03-05,7.31707
2022-03-06,8.17627
2022-03-07,7.51108
2022-03-08,5.84811
2022-03-09,5.59866
2022-03-10,6.62416
2022-03-11,6.59645
2022-03-12,5.29379
2022-03-13,6.84589
2022-03-14,7.73281
2022-03-15,7.23392
2022-03-16,6.81818
2022-03-17,8.03769
2022-03-18,6.09756
2022-03-19,5.46008
2022-03-20,4.85033
2022-03-21,6.95676
2022-03-22,6.76274
2022-03-23,7.17849
2022-03-24,5.73725
2022-03-25,6.23614
2022-03-26,4.24057
2022-03-27,5.09977
2022-03-28,6.81818
2022-03-29,7.2062
2022-03-30,7.34478
2022-03-31,6.23614
2022-04-01,5.68181
2022-04-02,4.85033
2022-04-03,4.98891
2022-04-04,6.09756
2022-04-05,6.01441
2022-04-06,5.23835
2022-04-07,5.04434
2022-04-08,5.51552
2022-04-09,3.21507
2022-04-10,3.38137
2022-04-11,6.12527
2022-04-12,6.59645
2022-04-13,5.95898
2022-04-14,5.37694
2022-04-15,4.96119
2022-04-16,2.66075
2022-04-17,3.7694
2022-04-18,6.06984
2022-04-19,5.62638
2022-04-20,5.46008
2022-04-21,5.90354
2022-04-22,5.37694
2022-04-23,3.46452
2022-04-24,4.26829
2022-04-25,5.98669
2022-04-26,6.29157
2022-04-27,4.76718
2022-04-28,4.71175
2022-04-29,3.93569
2022-04-30,2.35587
2022-05-01,2.43902
2022-05-02,4.65631
2022-05-03,4.26829
2022-05-04,2.63303
2022-05-05,2.13414
2022-05-06,3.35365
2022-05-07,1.7184
2022-05-08,3.04878
2022-05-09,2.5776
2022-05-10,2.96563
2022-05-11,3.18736
2022-05-12,2.88248
2022-05-13,3.02106
2022-05-14,1.7184
2022-05-15,1.66297
2022-05-16,2.35587
2022-05-17,3.18736
2022-05-18,3.2705
2022-05-19,3.04878
2022-05-20,4.40687
2022-05-21,2.52217
2022-05-22,2.96563
2022-05-23,2.63303
2022-05-24,3.02106
2022-05-25,4.65631
2022-05-26,3.40909
2022-05-27,4.43458
2022-05-28,2.5776
2022-05-29,2.46674
2022-05-30,3.79711
2022-05-31,4.10199
2022-06-01,3.88026
2022-06-02,3.82483
2022-06-03,3.85254
2022-06-04,1.99556
2022-06-05,2.66075
2022-06-06,2.71618
2022-06-07,3.96341
2022-06-08,27.35587
2022-06-09,6.81818
2022-06-10,100.0
2022-06-11,7.87139
2022-06-12,4.60088
2022-06-13,5.93126
2022-06-14,4.85033
2022-06-15,4.7949
2022-06-16,3.99113
2022-06-17,4.4623
2022-06-18,2.07871
2022-06-19,2.71618
2022-06-20,2.99334
2022-06-21,3.54767
2022-06-22,4.04656
2022-06-23,2.68847
2022-06-24,2.79933
2022-06-25,1.69068
2022-06-26,2.35587
2022-06-27,3.46452
2022-06-28,2.7439
2022-06-29,3.13192
2022-06-30,2.68847
2022-07-01,1.91241
2022-07-02,1.35809
2022-07-03,1.49667
2022-07-04,3.18736
2022-07-05,2.66075
2022-07-06,2.30044
2022-07-07,2.07871
2022-07-08,2.13414
2022-07-09,1.57982
2022-07-10,1.57982
2022-07-11,2.18957
2022-07-12,2.07871
2022-07-13,2.35587
2022-07-14,1.94013
2022-07-15,2.5776
2022-07-16,1.08093
2022-07-17,1.60753
2022-07-18,3.10421
2022-07-19,2.27272
2022-07-20,2.60532
2022-07-21,2.46674
2022-07-22,2.52217
2022-07-23,1.80155
2022-07-24,1.99556
2022-07-25,3.32594
2022-07-26,3.13192
2022-07-27,2.96563
2022-07-28,2.54988
2022-07-29,2.46674
2022-07-30,1.33037
2022-07-31,1.63525
2022-08-01,2.79933
2022-08-02,2.49445
2022-08-03,2.5776
2022-08-04,3.04878
2022-08-05,2.27272
2022-08-06,1.21951
2022-08-07,2.02328
2022-08-08,3.02106
2022-08-09,3.13192
2022-08-10,3.71396
2022-08-11,1.85698
2022-08-12,2.24501
2022-08-13,1.44124
2022-08-14,2.5776
2022-08-15,2.27272
2022-08-16,3.63082
2022-08-17,3.21507
2022-08-18,3.85254
2022-08-19,3.38137
2022-08-20,1.33037
2022-08-21,1.85698
2022-08-22,2.96563
2022-08-23,3.71396
2022-08-24,3.21507
2022-08-25,3.7694
2022-08-26,2.7439
2022-08-27,2.13414
2022-08-28,2.52217
2022-08-29,3.40909
2022-08-30,3.38137
2022-08-31,3.63082
2022-09-01,2.96563
2022-09-02,2.21729
2022-09-03,1.46895
2022-09-04,2.54988
2022-09-05,2.38359
2022-09-06,2.18957
2022-09-07,2.93791
2022-09-08,2.7439
2022-09-09,1.10864
2022-09-10,1.19179
2022-09-11,1.82926
2022-09-12,2.60532
2022-09-13,2.93791
2022-09-14,2.88248
2022-09-15,2.66075
2022-09-16,2.16186
2022-09-17,1.35809
2022-09-18,2.02328
2022-09-19,1.85698
2022-09-20,2.27272
2022-09-21,2.7439
2022-09-22,2.43902
2022-09-23,2.18957
2022-09-24,0.83148
2022-09-25,1.24722
2022-09-26,2.10643
2022-09-27,2.27272
2022-09-28,1.8847
2022-09-29,1.96784
2022-09-30,1.82926
2022-10-01,1.30266
2022-10-02,0.77605
2022-10-03,1.30266
2022-10-04,2.38359
2022-10-05,2.07871
2022-10-06,2.07871
2022-10-07,1.5521
2022-10-08,1.02549
2022-10-09,1.33037
2022-10-10,1.19179
2022-10-11,2.24501
2022-10-12,1.99556
2022-10-13,1.52439
2022-10-14,1.66297
2022-10-15,0.6929
2022-10-16,1.10864
2022-10-17,1.7184
2022-10-18,1.82926
2022-10-19,1.49667
2022-10-20,1.57982
2022-10-21,1.5521
2022-10-22,1.10864
2022-10-23,0.74833
2022-10-24,1.63525
2022-10-25,2.52217
2022-10-26,2.24501
2022-10-27,1.69068
2022-10-28,1.5521
2022-10-29,0.44345
2022-10-30,1.02549
2022-10-31,2.18957
2022-11-01,1.77383
2022-11-02,2.85476
2022-11-03,1.85698
2022-11-04,2.16186
2022-11-05,1.10864
2022-11-06,1.91241
2022-11-07,1.77383
2022-11-08,2.05099
2022-11-09,1.7184
2022-11-10,1.99556
2022-11-11,2.02328
2022-11-12,1.24722
2022-11-13,1.46895
2022-11-14,2.05099
2022-11-15,2.10643
2022-11-16,1.94013
2022-11-17,2.27272
2022-11-18,1.99556
2022-11-19,0.99778
2022-11-20,1.49667
2022-11-21,2.35587
2022-11-22,1.35809
2022-11-23,2.21729
2022-11-24,2.10643
2022-11-25,1.99556
2022-11-26,1.21951
2022-11-27,1.63525
2022-11-28,2.49445
2022-11-29,2.07871
2022-11-30,2.79933
2022-12-01,2.71618
2022-12-02,2.24501
2022-12-03,1.24722
2022-12-04,1.16407
2022-12-05,2.46674
2022-12-06,2.88248
2022-12-07,3.18736
2022-12-08,2.54988
2022-12-09,2.54988
2022-12-10,1.49667
2022-12-11,2.43902
2022-12-12,3.54767
2022-12-13,3.99113
2022-12-14,4.51773
2022-12-15,3.2705
2022-12-16,2.54988
2022-12-17,1.3858
2022-12-18,3.04878
2022-12-19,3.90798
2022-12-20,4.15742
2022-12-21,4.6286
2022-12-22,3.02106
2022-12-23,3.40909
2022-12-24,2.27272
2022-12-25,2.49445
2022-12-26,5.43237
2022-12-27,4.93348
2022-12-28,5.01662
2022-12-29,5.73725
2022-12-30,5.34922
2022-12-31,2.02328
2023-01-01,1.44124
2023-01-02,1.7184
2023-01-03,1.8847
2023-01-04,1.66297
2023-01-05,2.32815
2023-01-06,1.66297
2023-01-07,1.33037
2023-01-08,1.49667
2023-01-09,2.16186
2023-01-10,2.4113
2023-01-11,2.46674
2023-01-12,2.93791
2023-01-13,2.30044
2023-01-14,2.16186
2023-01-15,2.54988
2023-01-16,3.04878
2023-01-17,3.93569
2023-01-18,4.35144
2023-01-19,3.35365
2023-01-20,4.01884
2023-01-21,2.43902
2023-01-22,2.07871
2023-01-23,2.63303
2023-01-24,3.02106
2023-01-25,6.95676
2023-01-26,5.04434
2023-01-27,6.06984
2023-01-28,3.35365
2023-01-29,3.99113
2023-01-30,4.96119
2023-01-31,5.46008
2023-02-01,4.37915
2023-02-02,3.7694
2023-02-03,3.38137
2023-02-04,2.77161
2023-02-05,3.18736
2023-02-06,3.57538
2023-02-07,4.49002
2023-02-08,3.24279
2023-02-09,4.01884
2023-02-10,3.2705
2023-02-11,2.38359
2023-02-12,2.91019
2023-02-13,3.24279
2023-02-14,3.13192
2023-02-15,3.82483
2023-02-16,3.82483
2023-02-17,3.2705
2023-02-18,2.27272
2023-02-19,2.91019
2023-02-20,3.4368
2023-02-21,4.51773
2023-02-22,3.10421
2023-02-23,2.82705
2023-02-24,2.99334
2023-02-25,2.46674
2023-02-26,2.18957
2023-02-27,3.04878
2023-02-28,3.4368
2023-03-01,3.15964
2023-03-02,3.02106
2023-03-03,2.05099
2023-03-04,2.13414
2023-03-05,2.32815
2023-03-06,3.49223
2023-03-07,2.60532
2023-03-08,2.5776
2023-03-09,3.29822
2023-03-10,2.27272
2023-03-11,0.99778
2023-03-12,1.94013
2023-03-13,1.91241
2023-03-14,2.32815
2023-03-15,2.52217
2023-03-16,2.30044
2023-03-17,1.60753
2023-03-18,1.60753
2023-03-19,1.5521
2023-03-20,2.79933
2023-03-21,2.07871
2023-03-22,3.04878
2023-03-23,2.18957
2023-03-24,2.49445
2023-03-25,1.3858
2023-03-26,1.80155
2023-03-27,2.32815
2023-03-28,2.16186
2023-03-29,2.18957
2023-03-30,1.96784
2023-03-31,1.49667
2023-04-01,1.60753
2023-04-02,1.41352
2023-04-03,1.74611
2023-04-04,2.60532
2023-04-05,3.10421
2023-04-06,2.43902
2023-04-07,2.02328
2023-04-08,1.19179
2023-04-09,1.10864
2023-04-10,2.07871
2023-04-11,2.77161
2023-04-12,1.94013
2023-04-13,2.07871
2023-04-14,1.74611
2023-04-15,1.19179
2023-04-16,1.66297
2023-04-17,1.8847
2023-04-18,2.93791
2023-04-19,1.52439
2023-04-20,2.13414
2023-04-21,1.69068
2023-04-22,1.16407
2023-04-23,1.46895
2023-04-24,1.82926
2023-04-25,1.96784
2023-04-26,1.99556
2023-04-27,1.77383
2023-04-28,1.52439
2023-04-29,1.52439
2023-04-30,1.49667
2023-05-01,1.52439
2023-05-02,2.21729
2023-05-03,2.05099
2023-05-04,1.52439
2023-05-05,1.35809
2023-05-06,1.24722
2023-05-07,1.10864
2023-05-08,1.30266
2023-05-09,1.69068
2023-05-10,1.94013
2023-05-11,1.13636
2023-05-12,1.74611
2023-05-13,0.72062
2023-05-14,0.99778
2023-05-15,1.85698
2023-05-16,1.60753
2023-05-17,2.10643
2023-05-18,2.38359
2023-05-19,1.8847
2023-05-20,1.27494
2023-05-21,1.27494
2023-05-22,2.52217
2023-05-23,2.16186
2023-05-24,2.16186
2023-05-25,2.07871
2023-05-26,2.10643
2023-05-27,1.74611
2023-05-28,1.57982
