date,TIGER미국S&P500
2023-07-30,6.93457
2023-07-31,34.15829
2023-08-01,35.5305
2023-08-02,39.59813
2023-08-03,36.51065
2023-08-04,33.93776
2023-08-05,7.44915
2023-08-06,6.66503
2023-08-07,36.04508
2023-08-08,36.97623
2023-08-09,35.18745
2023-08-10,33.39867
2023-08-11,29.55158
2023-08-12,7.57167
2023-08-13,6.37098
2023-08-14,32.02646
2023-08-15,9.728
2023-08-16,31.97745
2023-08-17,30.77677
2023-08-18,32.12447
2023-08-19,6.4935
2023-08-20,5.46434
2023-08-21,30.60524
2023-08-22,31.34035
2023-08-23,29.60058
2023-08-24,31.97745
2023-08-25,34.13379
2023-08-26,7.52266
2023-08-27,6.41999
2023-08-28,30.16417
2023-08-29,30.77677
2023-08-30,36.29012
2023-08-31,35.28546
2023-09-01,35.01592
2023-09-02,7.86571
2023-09-03,8.25777
2023-09-04,33.44768
2023-09-05,35.16295
2023-09-06,34.91791
2023-09-07,30.01715
2023-09-08,29.037
2023-09-09,6.39549
2023-09-10,6.98358
2023-09-11,31.09531
2023-09-12,30.87478
2023-09-13,26.85616
2023-09-14,28.35089
2023-09-15,32.61455
2023-09-16,5.39083
2023-09-17,5.73388
2023-09-18,30.31119
2023-09-19,28.54692
2023-09-20,27.66478
2023-09-21,29.25753
2023-09-22,32.73707
2023-09-23,7.1551
2023-09-24,5.68488
2023-09-25,32.51654
2023-09-26,32.17348
2023-09-27,28.10585
2023-09-28,6.00343
2023-09-29,5.8319
2023-09-30,5.8074
2023-10-01,6.00343
2023-10-02,7.47365
2023-10-03,8.08625
2023-10-04,37.58882
2023-10-05,31.04631
2023-10-06,27.27272
2023-10-07,7.1061
2023-10-08,6.00343
2023-10-09,6.71404
2023-10-10,34.42783
2023-10-11,32.49203
2023-10-12,30.75226
2023-10-13,28.05684
2023-10-14,5.34182
2023-10-15,5.8319
2023-10-16,26.78265
2023-10-17,28.4489
2023-10-18,26.68463
2023-10-19,26.68463
2023-10-20,27.90982
2023-10-21,6.29747
2023-10-22,5.8319
2023-10-23,28.59593
2023-10-24,34.52585
2023-10-25,30.28669
2023-10-26,33.30066
2023-10-27,32.12447
2023-10-28,6.91007
2023-10-29,6.44449
2023-10-30,36.06959
2023-10-31,32.34501
2023-11-01,31.0218
2023-11-02,36.97623
2023-11-03,39.10806
2023-11-04,8.18426
2023-11-05,7.27762
2023-11-06,44.98897
2023-11-07,35.80004
2023-11-08,29.40455
2023-11-09,28.35089
2023-11-10,26.90517
2023-11-11,6.71404
2023-11-12,5.97892
2023-11-13,34.06027
2023-11-14,31.68341
2023-11-15,43.73927
2023-11-16,34.57485
2023-11-17,28.4244
2023-11-18,6.73854
2023-11-19,7.37564
2023-11-20,35.23646
2023-11-21,33.91325
2023-11-22,30.9728
2023-11-23,33.91325
2023-11-24,31.53638
2023-11-25,7.7922
2023-11-26,8.38029
2023-11-27,33.17814
2023-11-28,32.49203
2023-11-29,30.92379
2023-11-30,31.16883
2023-12-01,32.85959
2023-12-02,8.4293
2023-12-03,8.28228
2023-12-04,34.81989
2023-12-05,38.25042
2023-12-06,40.45577
2023-12-07,38.1034
2023-12-08,38.29943
2023-12-09,9.33594
2023-12-10,9.7035
2023-12-11,78.02009
2023-12-12,91.20313
2023-12-13,54.49644
2023-12-14,59.69125
2023-12-15,51.26194
2023-12-16,12.81548
2023-12-17,11.6638
2023-12-18,46.09164
2023-12-19,51.50698
2023-12-20,53.07522
2023-12-21,45.08698
2023-12-22,45.69958
2023-12-23,12.12938
2023-12-24,10.04655
2023-12-25,12.938
2023-12-26,50.62484
2023-12-27,48.88507
2023-12-28,51.38446
2023-12-29,31.46287
2023-12-30,13.86914
2023-12-31,12.54594
2024-01-01,14.53075
2024-01-02,65.76819
2024-01-03,63.09728
2024-01-04,52.09507
2024-01-05,48.73805
2024-01-06,15.36388
2024-01-07,14.2367
2024-01-08,46.18965
2024-01-09,54.42293
2024-01-10,52.48713
2024-01-11,57.11835
2024-01-12,50.42881
2024-01-13,12.86449
2024-01-14,14.2122
2024-01-15,53.46728
2024-01-16,50.64935
2024-01-17,62.70521
2024-01-18,55.42759
2024-01-19,58.53957
2024-01-20,21.68586
2024-01-21,16.93212
2024-01-22,66.69933
2024-01-23,67.23842
2024-01-24,67.33643
2024-01-25,67.18941
2024-01-26,59.71575
2024-01-27,18.30433
2024-01-28,19.45601
2024-01-29,64.5675
2024-01-30,70.05635
2024-01-31,61.43102
2024-02-01,67.7775
2024-02-02,75.5207
2024-02-03,22.17593
2024-02-04,19.52952
2024-02-05,70.03185
2024-02-06,70.59544
2024-02-07,60.08331
2024-02-08,62.01911
2024-02-09,21.48983
2024-02-10,21.48983
2024-02-11,16.61357
2024-02-12,21.73486
2024-02-13,74.32001
2024-02-14,70.61994
2024-02-15,65.03308
2024-02-16,64.15094
2024-02-17,16.44204
2024-02-18,17.71624
2024-02-19,69.61529
2024-02-20,66.74834
2024-02-21,69.6888
2024-02-22,66.33178
2024-02-23,80.96054
2024-02-24,23.13158
2024-02-25,22.56799
2024-02-26,73.97696
2024-02-27,73.6094
2024-02-28,73.31536
2024-02-29,67.99803
2024-03-01,23.2296
2024-03-02,21.41631
2024-03-03,19.01494
2024-03-04,79.83337
2024-03-05,78.1181
2024-03-06,74.2465
2024-03-07,74.56505
2024-03-08,73.31536
2024-03-09,19.13746
2024-03-10,16.73609
2024-03-11,84.14604
2024-03-12,70.25238
2024-03-13,73.80543
2024-03-14,66.5033
2024-03-15,62.77873
2024-03-16,16.12349
2024-03-17,14.94731
2024-03-18,63.85689
2024-03-19,70.52193
2024-03-20,74.27101
