date,달러인덱스
2023-05-27,9.97185
2023-05-28,4.1651
2023-05-29,15.24859
2023-05-30,27.27954
2023-05-31,27.62195
2023-06-01,26.23827
2023-06-02,27.47654
2023-06-03,9.9015
2023-06-04,4.41838
2023-06-05,20.8818
2023-06-06,16.91838
2023-06-07,26.9559
2023-06-08,24.25422
2023-06-09,25.0
2023-06-10,9.20262
2023-06-11,4.18386
2023-06-12,21.10225
2023-06-13,28.93527
2023-06-14,26.17729
2023-06-15,28.31144
2023-06-16,24.82176
2023-06-17,8.55065
2023-06-18,3.56472
2023-06-19,18.50375
2023-06-20,21.53377
2023-06-21,22.83771
2023-06-22,23.51782
2023-06-23,25.18292
2023-06-24,8.40525
2023-06-25,3.89774
2023-06-26,18.46622
2023-06-27,20.06097
2023-06-28,21.74015
2023-06-29,25.31894
2023-06-30,23.55065
2023-07-01,8.12851
2023-07-02,3.25984
2023-07-03,17.93151
2023-07-04,19.08536
2023-07-05,19.86397
2023-07-06,20.70356
2023-07-07,20.26266
2023-07-08,8.1848
2023-07-09,3.00656
2023-07-10,17.5938
2023-07-11,22.80487
2023-07-12,25.88649
2023-07-13,34.79831
2023-07-14,40.90525
2023-07-15,13.01594
2023-07-16,5.79737
2023-07-17,30.33771
2023-07-18,34.92026
2023-07-19,32.8893
2023-07-20,33.21763
2023-07-21,29.95309
2023-07-22,11.36022
2023-07-23,4.5544
2023-07-24,25.96622
2023-07-25,27.66416
2023-07-26,26.88555
2023-07-27,35.01407
2023-07-28,31.85741
2023-07-29,9.67636
2023-07-30,4.0666
2023-07-31,20.99437
2023-08-01,28.82739
2023-08-02,35.40337
2023-08-03,35.42682
2023-08-04,33.96341
2023-08-05,12.25609
2023-08-06,4.62945
2023-08-07,25.41744
2023-08-08,33.01594
2023-08-09,30.60506
2023-08-10,30.66135
2023-08-11,31.99343
2023-08-12,11.66041
2023-08-13,4.83583
2023-08-14,28.98217
2023-08-15,26.40243
2023-08-16,34.92026
2023-08-17,35.15478
2023-08-18,32.71106
2023-08-19,10.70825
2023-08-20,4.61069
2023-08-21,25.99437
2023-08-22,29.20731
2023-08-23,31.10694
2023-08-24,34.1135
2023-08-25,37.46247
2023-08-26,13.0347
2023-08-27,4.74671
2023-08-28,26.36022
2023-08-29,27.72514
2023-08-30,28.71013
2023-08-31,25.00469
2023-09-01,24.09005
2023-09-02,9.91088
2023-09-03,4.09005
2023-09-04,17.80956
2023-09-05,26.04596
2023-09-06,28.44277
2023-09-07,29.52626
2023-09-08,25.75984
2023-09-09,9.89212
2023-09-10,4.12288
2023-09-11,20.80675
2023-09-12,24.65759
2023-09-13,25.37992
2023-09-14,23.27392
2023-09-15,24.2636
2023-09-16,8.09099
2023-09-17,3.51782
2023-09-18,18.94934
2023-09-19,22.15759
2023-09-20,20.58161
2023-09-21,28.49906
2023-09-22,24.32457
2023-09-23,7.95028
2023-09-24,3.40994
2023-09-25,21.13039
2023-09-26,32.57973
2023-09-27,30.17823
2023-09-28,21.30393
2023-09-29,19.75609
2023-09-30,11.20075
2023-10-01,5.49249
2023-10-02,17.95497
2023-10-03,30.6848
2023-10-04,41.78236
2023-10-05,35.08911
2023-10-06,30.8302
2023-10-07,12.65947
2023-10-08,4.78424
2023-10-09,24.23545
2023-10-10,33.58348
2023-10-11,28.36303
2023-10-12,27.93621
2023-10-13,28.93058
2023-10-14,11.4681
2023-10-15,4.53095
2023-10-16,22.28893
2023-10-17,24.86397
2023-10-18,24.62007
2023-10-19,28.7242
2023-10-20,26.37429
2023-10-21,9.33395
2023-10-22,3.43808
2023-10-23,20.13133
2023-10-24,26.17729
2023-10-25,23.33958
2023-10-26,27.42495
2023-10-27,24.14165
2023-10-28,8.25515
2023-10-29,3.1332
2023-10-30,18.49906
2023-10-31,23.24108
2023-11-01,25.57223
2023-11-02,25.44559
2023-11-03,26.35084
2023-11-04,10.67073
2023-11-05,4.09005
2023-11-06,25.60975
2023-11-07,27.67354
2023-11-08,26.46341
2023-11-09,21.27579
2023-11-10,20.57692
2023-11-11,7.99249
2023-11-12,2.87992
2023-11-13,15.7833
2023-11-14,20.62382
2023-11-15,25.01876
2023-11-16,23.83208
2023-11-17,21.79643
2023-11-18,8.14258
2023-11-19,3.39118
2023-11-20,16.97467
2023-11-21,20.50187
2023-11-22,21.04596
2023-11-23,18.16604
2023-11-24,15.7833
2023-11-25,6.24296
2023-11-26,2.67823
2023-11-27,13.20825
2023-11-28,16.66041
2023-11-29,19.27767
2023-11-30,20.02814
2023-12-01,19.09474
2023-12-02,8.15196
2023-12-03,3.05347
2023-12-04,15.30487
2023-12-05,20.46904
2023-12-06,19.79362
2023-12-07,21.58067
2023-12-08,18.46153
2023-12-09,8.46622
2023-12-10,2.96904
2023-12-11,14.68574
2023-12-12,18.63977
2023-12-13,17.01219
2023-12-14,23.86022
2023-12-15,19.84521
2023-12-16,8.64446
2023-12-17,3.04409
2023-12-18,13.04409
2023-12-19,16.80581
2023-12-20,16.3227
2023-12-21,16.84803
2023-12-22,15.52532
2023-12-23,6.57129
2023-12-24,2.40619
2023-12-25,2.84709
2023-12-26,12.21857
2023-12-27,14.80769
2023-12-28,17.37804
2023-12-29,14.27767
2023-12-30,6.44934
2023-12-31,2.50469
2024-01-01,3.19418
2024-01-02,16.14915
2024-01-03,21.0741
2024-01-04,19.77485
2024-01-05,18.76641
2024-01-06,8.26454
2024-01-07,3.00656
2024-01-08,13.30675
2024-01-09,16.86679
2024-01-10,16.53846
2024-01-11,16.23358
2024-01-12,15.95215
2024-01-13,6.94652
2024-01-14,2.40619
2024-01-15,12.02626
2024-01-16,20.10787
2024-01-17,25.94277
2024-01-18,21.1257
2024-01-19,17.41557
2024-01-20,7.33114
2024-01-21,2.78142
2024-01-22,13.22701
2024-01-23,16.47748
2024-01-24,16.72138
2024-01-25,16.97467
2024-01-26,14.90619
2024-01-27,5.76454
2024-01-28,2.47654
2024-01-29,11.0272
2024-01-30,14.46998
2024-01-31,14.68574
2024-02-01,17.24671
2024-02-02,15.29549
2024-02-03,8.75703
2024-02-04,3.07692
2024-02-05,15.14071
2024-02-06,18.65384
2024-02-07,16.3696
2024-02-08,13.97748
2024-02-09,9.45121
2024-02-10,5.33302
2024-02-11,2.53752
2024-02-12,6.82926
2024-02-13,15.0
2024-02-14,17.24202
2024-02-15,14.37617
2024-02-16,13.46153
2024-02-17,5.80206
2024-02-18,2.31238
2024-02-19,10.40806
2024-02-20,12.34521
2024-02-21,13.31613
2024-02-22,14.53095
2024-02-23,12.5
2024-02-24,5.25797
2024-02-25,2.07786
2024-02-26,9.45121
2024-02-27,11.40712
2024-02-28,12.70637
2024-02-29,11.55253
2024-03-01,8.83677
2024-03-02,5.29549
2024-03-03,2.02157
2024-03-04,9.76547
2024-03-05,12.28893
2024-03-06,11.90431
2024-03-07,12.28893
2024-03-08,13.47091
2024-03-09,6.26641
2024-03-10,2.57504
2024-03-11,11.93245
2024-03-12,15.52532
2024-03-13,13.84615
2024-03-14,13.06754
2024-03-15,13.51782
2024-03-16,5.10318
2024-03-17,2.12007
2024-03-18,9.36679
2024-03-19,14.5075
2024-03-20,14.03846
