date,석상
2020-03-20,45.83333
2020-03-21,48.33333
2020-03-22,39.16666
2020-03-23,48.33333
2020-03-24,51.66666
2020-03-25,60.83333
2020-03-26,43.33333
2020-03-27,41.66666
2020-03-28,43.33333
2020-03-29,54.16666
2020-03-30,54.16666
2020-03-31,56.66666
2020-04-01,58.33333
2020-04-02,58.33333
2020-04-03,56.66666
2020-04-04,55.0
2020-04-05,37.5
2020-04-06,43.33333
2020-04-07,60.83333
2020-04-08,50.0
2020-04-09,60.83333
2020-04-10,48.33333
2020-04-11,66.66666
2020-04-12,50.83333
2020-04-13,68.33333
2020-04-14,52.5
2020-04-15,52.5
2020-04-16,50.83333
2020-04-17,59.16666
2020-04-18,53.33333
2020-04-19,52.5
2020-04-20,56.66666
2020-04-21,53.33333
2020-04-22,57.5
2020-04-23,65.0
2020-04-24,43.33333
2020-04-25,49.16666
2020-04-26,45.0
2020-04-27,75.0
2020-04-28,54.16666
2020-04-29,58.33333
2020-04-30,48.33333
2020-05-01,52.5
2020-05-02,50.83333
2020-05-03,56.66666
2020-05-04,45.83333
2020-05-05,42.5
2020-05-06,40.83333
2020-05-07,59.16666
2020-05-08,50.0
2020-05-09,47.5
2020-05-10,56.66666
2020-05-11,55.83333
2020-05-12,63.33333
2020-05-13,49.16666
2020-05-14,50.0
2020-05-15,47.5
2020-05-16,46.66666
2020-05-17,51.66666
2020-05-18,52.5
2020-05-19,50.0
2020-05-20,60.0
2020-05-21,55.0
2020-05-22,51.66666
2020-05-23,43.33333
2020-05-24,48.33333
2020-05-25,51.66666
2020-05-26,70.0
2020-05-27,60.83333
2020-05-28,61.66666
2020-05-29,100.0
2020-05-30,75.83333
2020-05-31,66.66666
2020-06-01,60.83333
2020-06-02,44.16666
2020-06-03,60.0
2020-06-04,62.5
2020-06-05,39.16666
2020-06-06,44.16666
2020-06-07,50.0
2020-06-08,59.16666
2020-06-09,61.66666
2020-06-10,45.83333
2020-06-11,76.66666
2020-06-12,60.0
2020-06-13,43.33333
2020-06-14,50.0
2020-06-15,45.0
2020-06-16,40.0
2020-06-17,49.16666
2020-06-18,55.0
2020-06-19,51.66666
2020-06-20,43.33333
2020-06-21,43.33333
2020-06-22,55.83333
2020-06-23,61.66666
2020-06-24,52.5
2020-06-25,48.33333
2020-06-26,39.16666
2020-06-27,37.5
2020-06-28,57.5
2020-06-29,56.66666
2020-06-30,46.66666
2020-07-01,66.66666
2020-07-02,41.66666
2020-07-03,42.5
2020-07-04,39.16666
2020-07-05,45.83333
2020-07-06,54.16666
2020-07-07,47.5
2020-07-08,45.0
2020-07-09,50.83333
2020-07-10,50.83333
2020-07-11,52.5
2020-07-12,50.0
2020-07-13,59.16666
2020-07-14,45.0
2020-07-15,51.66666
2020-07-16,44.16666
2020-07-17,55.0
2020-07-18,56.66666
2020-07-19,58.33333
2020-07-20,45.0
2020-07-21,55.0
2020-07-22,36.66666
2020-07-23,48.33333
2020-07-24,44.16666
2020-07-25,34.16666
2020-07-26,46.66666
2020-07-27,46.66666
2020-07-28,44.16666
2020-07-29,53.33333
2020-07-30,50.83333
2020-07-31,45.0
2020-08-01,34.16666
2020-08-02,47.5
2020-08-03,45.0
2020-08-04,42.5
2020-08-05,57.5
2020-08-06,53.33333
2020-08-07,45.0
2020-08-08,39.16666
2020-08-09,52.5
2020-08-10,43.33333
2020-08-11,46.66666
2020-08-12,49.16666
2020-08-13,53.33333
2020-08-14,59.16666
2020-08-15,48.33333
2020-08-16,33.33333
2020-08-17,41.66666
2020-08-18,59.16666
2020-08-19,50.83333
2020-08-20,40.83333
2020-08-21,44.16666
2020-08-22,52.5
2020-08-23,39.16666
2020-08-24,45.0
2020-08-25,50.83333
2020-08-26,43.33333
2020-08-27,58.33333
2020-08-28,46.66666
2020-08-29,47.5
2020-08-30,48.33333
2020-08-31,55.83333
2020-09-01,51.66666
2020-09-02,55.0
2020-09-03,60.0
2020-09-04,47.5
2020-09-05,40.83333
2020-09-06,50.0
2020-09-07,60.83333
2020-09-08,59.16666
2020-09-09,66.66666
2020-09-10,45.83333
2020-09-11,50.83333
2020-09-12,37.5
2020-09-13,41.66666
2020-09-14,55.0
2020-09-15,66.66666
2020-09-16,57.5
2020-09-17,44.16666
2020-09-18,57.5
2020-09-19,45.0
2020-09-20,46.66666
2020-09-21,53.33333
2020-09-22,62.5
2020-09-23,71.66666
2020-09-24,56.66666
2020-09-25,63.33333
2020-09-26,44.16666
2020-09-27,50.83333
2020-09-28,59.16666
2020-09-29,57.5
2020-09-30,59.16666
2020-10-01,64.16666
2020-10-02,52.5
2020-10-03,57.5
2020-10-04,64.16666
2020-10-05,60.83333
2020-10-06,48.33333
2020-10-07,56.66666
2020-10-08,41.66666
2020-10-09,55.0
2020-10-10,62.5
2020-10-11,48.33333
2020-10-12,54.16666
2020-10-13,59.16666
2020-10-14,49.16666
2020-10-15,39.16666
2020-10-16,40.0
2020-10-17,29.16666
2020-10-18,47.5
2020-10-19,52.5
2020-10-20,47.5
2020-10-21,51.66666
2020-10-22,42.5
2020-10-23,30.83333
2020-10-24,50.83333
2020-10-25,46.66666
2020-10-26,59.16666
2020-10-27,50.0
2020-10-28,65.0
2020-10-29,42.5
2020-10-30,50.0
2020-10-31,41.66666
2020-11-01,26.66666
2020-11-02,51.66666
2020-11-03,48.33333
2020-11-04,43.33333
2020-11-05,50.83333
2020-11-06,39.16666
2020-11-07,39.16666
2020-11-08,55.83333
2020-11-09,56.66666
2020-11-10,55.83333
2020-11-11,60.83333
2020-11-12,61.66666
2020-11-13,47.5
2020-11-14,46.66666
2020-11-15,70.83333
2020-11-16,58.33333
2020-11-17,52.5
2020-11-18,51.66666
2020-11-19,47.5
2020-11-20,33.33333
2020-11-21,33.33333
2020-11-22,45.83333
2020-11-23,36.66666
2020-11-24,51.66666
2020-11-25,42.5
2020-11-26,38.33333
2020-11-27,50.0
2020-11-28,44.16666
2020-11-29,52.5
2020-11-30,45.0
2020-12-01,45.83333
2020-12-02,33.33333
2020-12-03,43.33333
2020-12-04,49.16666
2020-12-05,46.66666
2020-12-06,52.5
2020-12-07,48.33333
2020-12-08,53.33333
2020-12-09,50.83333
2020-12-10,42.5
2020-12-11,42.5
2020-12-12,35.83333
2020-12-13,44.16666
2020-12-14,49.16666
2020-12-15,41.66666
2020-12-16,49.16666
2020-12-17,60.0
2020-12-18,35.0
2020-12-19,37.5
2020-12-20,34.16666
2020-12-21,50.0
2020-12-22,45.0
2020-12-23,41.66666
2020-12-24,43.33333
2020-12-25,40.83333
2020-12-26,33.33333
2020-12-27,43.33333
2020-12-28,58.33333
2020-12-29,57.5
2020-12-30,51.66666
2020-12-31,44.16666
2021-01-01,39.16666
2021-01-02,40.0
2021-01-03,42.5
2021-01-04,43.33333
2021-01-05,69.16666
2021-01-06,55.0
2021-01-07,54.16666
2021-01-08,65.83333
2021-01-09,38.33333
2021-01-10,60.0
2021-01-11,43.33333
2021-01-12,47.5
2021-01-13,73.33333
2021-01-14,45.0
2021-01-15,57.5
2021-01-16,40.83333
2021-01-17,45.0
2021-01-18,44.16666
2021-01-19,49.16666
2021-01-20,46.66666
2021-01-21,49.16666
2021-01-22,43.33333
2021-01-23,49.16666
2021-01-24,56.66666
2021-01-25,53.33333
2021-01-26,53.33333
2021-01-27,60.83333
2021-01-28,50.83333
2021-01-29,38.33333
2021-01-30,39.16666
2021-01-31,47.5
2021-02-01,64.16666
2021-02-02,91.66666
2021-02-03,58.33333
2021-02-04,59.16666
2021-02-05,60.0
2021-02-06,36.66666
2021-02-07,43.33333
2021-02-08,50.0
2021-02-09,46.66666
2021-02-10,44.16666
2021-02-11,40.0
2021-02-12,43.33333
2021-02-13,48.33333
2021-02-14,55.83333
2021-02-15,35.83333
2021-02-16,49.16666
2021-02-17,44.16666
2021-02-18,65.0
2021-02-19,44.16666
2021-02-20,53.33333
2021-02-21,45.0
2021-02-22,43.33333
2021-02-23,49.16666
2021-02-24,30.0
2021-02-25,43.33333
2021-02-26,45.0
2021-02-27,42.5
2021-02-28,47.5
2021-03-01,48.33333
2021-03-02,56.66666
2021-03-03,44.16666
2021-03-04,55.83333
2021-03-05,61.66666
2021-03-06,50.83333
2021-03-07,45.83333
2021-03-08,60.0
2021-03-09,56.66666
2021-03-10,61.66666
2021-03-11,60.83333
2021-03-12,35.0
2021-03-13,38.33333
2021-03-14,47.5
2021-03-15,61.66666
2021-03-16,63.33333
2021-03-17,60.83333
2021-03-18,47.5
2021-03-19,45.0
2021-03-20,45.83333
2021-03-21,50.0
2021-03-22,60.83333
2021-03-23,55.83333
2021-03-24,45.83333
2021-03-25,59.16666
2021-03-26,40.0
2021-03-27,49.16666
2021-03-28,49.16666
2021-03-29,52.5
2021-03-30,44.16666
2021-03-31,46.66666
2021-04-01,63.33333
2021-04-02,50.0
2021-04-03,50.0
2021-04-04,59.16666
2021-04-05,63.33333
2021-04-06,49.16666
2021-04-07,40.0
2021-04-08,65.83333
2021-04-09,36.66666
2021-04-10,53.33333
2021-04-11,44.16666
2021-04-12,61.66666
2021-04-13,49.16666
2021-04-14,65.0
2021-04-15,54.16666
2021-04-16,45.83333
2021-04-17,40.0
2021-04-18,50.83333
2021-04-19,58.33333
2021-04-20,54.16666
2021-04-21,66.66666
2021-04-22,50.83333
2021-04-23,39.16666
2021-04-24,40.0
