date,패시브인컴
2021-04-25,2.14917
2021-04-26,2.94985
2021-04-27,2.61272
2021-04-28,2.697
2021-04-29,2.99199
2021-04-30,2.44416
2021-05-01,2.19131
2021-05-02,2.65486
2021-05-03,2.40202
2021-05-04,4.38263
2021-05-05,2.73914
2021-05-06,2.02275
2021-05-07,3.66624
2021-05-08,2.23345
2021-05-09,3.70838
2021-05-10,3.96123
2021-05-11,4.04551
2021-05-12,3.8348
2021-05-13,3.03413
2021-05-14,2.61272
2021-05-15,1.51706
2021-05-16,3.28697
2021-05-17,1.93847
2021-05-18,2.86557
2021-05-19,2.2756
2021-05-20,3.37126
2021-05-21,3.07627
2021-05-22,2.65486
2021-05-23,2.90771
2021-05-24,4.67762
2021-05-25,4.63548
2021-05-26,2.52844
2021-05-27,2.06489
2021-05-28,2.35988
2021-05-29,2.4863
2021-05-30,2.44416
2021-05-31,2.78128
2021-06-01,3.4134
2021-06-02,2.06489
2021-06-03,2.90771
2021-06-04,2.82343
2021-06-05,1.64348
2021-06-06,2.52844
2021-06-07,2.65486
2021-06-08,4.25621
2021-06-09,2.697
2021-06-10,2.57058
2021-06-11,2.10703
2021-06-12,1.89633
2021-06-13,2.2756
2021-06-14,3.45554
2021-06-15,2.78128
2021-06-16,3.16055
2021-06-17,2.23345
2021-06-18,2.44416
2021-06-19,1.93847
2021-06-20,1.51706
2021-06-21,1.89633
2021-06-22,2.14917
2021-06-23,2.57058
2021-06-24,1.93847
2021-06-25,1.93847
2021-06-26,1.64348
2021-06-27,2.23345
2021-06-28,2.06489
2021-06-29,1.5592
2021-06-30,2.14917
2021-07-01,1.51706
2021-07-02,1.76991
2021-07-03,1.05351
2021-07-04,2.4863
2021-07-05,2.06489
2021-07-06,2.10703
2021-07-07,3.11841
2021-07-08,2.78128
2021-07-09,1.85419
2021-07-10,1.85419
2021-07-11,1.72777
2021-07-12,1.85419
2021-07-13,2.82343
2021-07-14,1.93847
2021-07-15,1.68563
2021-07-16,1.60134
2021-07-17,1.1378
2021-07-18,1.51706
2021-07-19,2.61272
2021-07-20,2.14917
2021-07-21,2.52844
2021-07-22,1.43278
2021-07-23,1.72777
2021-07-24,1.47492
2021-07-25,2.2756
2021-07-26,2.19131
2021-07-27,1.98061
2021-07-28,2.52844
2021-07-29,2.90771
2021-07-30,2.02275
2021-07-31,2.10703
2021-08-01,2.86557
2021-08-02,2.19131
2021-08-03,4.7619
2021-08-04,3.20269
2021-08-05,2.94985
2021-08-06,1.72777
2021-08-07,2.2756
2021-08-08,1.43278
2021-08-09,2.23345
2021-08-10,3.91908
2021-08-11,2.99199
2021-08-12,2.19131
2021-08-13,2.23345
2021-08-14,2.4863
2021-08-15,2.2756
2021-08-16,2.99199
2021-08-17,2.2756
2021-08-18,2.2756
2021-08-19,1.93847
2021-08-20,2.61272
2021-08-21,1.60134
2021-08-22,2.44416
2021-08-23,3.32911
2021-08-24,2.78128
2021-08-25,2.06489
2021-08-26,2.23345
2021-08-27,2.40202
2021-08-28,1.85419
2021-08-29,2.06489
2021-08-30,2.57058
2021-08-31,2.23345
2021-09-01,2.65486
2021-09-02,2.57058
2021-09-03,2.73914
2021-09-04,1.47492
2021-09-05,1.64348
2021-09-06,2.10703
2021-09-07,2.90771
2021-09-08,2.14917
2021-09-09,2.2756
2021-09-10,1.22208
2021-09-11,1.64348
2021-09-12,2.44416
2021-09-13,2.61272
2021-09-14,1.93847
2021-09-15,2.44416
2021-09-16,2.14917
2021-09-17,1.89633
2021-09-18,1.3485
2021-09-19,1.5592
2021-09-20,1.98061
2021-09-21,1.72777
2021-09-22,2.57058
2021-09-23,2.99199
2021-09-24,3.07627
2021-09-25,1.85419
2021-09-26,3.07627
2021-09-27,2.40202
2021-09-28,2.10703
2021-09-29,2.4863
2021-09-30,2.52844
2021-10-01,3.87694
2021-10-02,2.65486
2021-10-03,2.82343
2021-10-04,2.73914
2021-10-05,2.78128
2021-10-06,3.49768
2021-10-07,3.03413
2021-10-08,2.73914
2021-10-09,1.72777
2021-10-10,2.19131
2021-10-11,2.52844
2021-10-12,2.35988
2021-10-13,1.89633
2021-10-14,2.10703
2021-10-15,1.5592
2021-10-16,2.06489
2021-10-17,1.26422
2021-10-18,1.76991
2021-10-19,2.2756
2021-10-20,1.68563
2021-10-21,2.10703
2021-10-22,1.93847
2021-10-23,1.5592
2021-10-24,1.60134
2021-10-25,1.81205
2021-10-26,2.82343
2021-10-27,1.93847
2021-10-28,1.17994
2021-10-29,1.26422
2021-10-30,1.72777
2021-10-31,2.02275
2021-11-01,2.78128
2021-11-02,2.65486
2021-11-03,2.44416
2021-11-04,2.35988
2021-11-05,1.89633
2021-11-06,1.76991
2021-11-07,2.19131
2021-11-08,2.52844
2021-11-09,2.2756
2021-11-10,2.31774
2021-11-11,1.98061
2021-11-12,1.76991
2021-11-13,1.43278
2021-11-14,1.76991
2021-11-15,2.35988
2021-11-16,1.76991
2021-11-17,2.35988
2021-11-18,2.86557
2021-11-19,2.40202
2021-11-20,1.17994
2021-11-21,2.44416
2021-11-22,2.61272
2021-11-23,2.78128
2021-11-24,2.35988
2021-11-25,2.57058
2021-11-26,2.57058
2021-11-27,1.68563
2021-11-28,1.93847
2021-11-29,3.11841
2021-11-30,2.61272
2021-12-01,2.06489
2021-12-02,2.40202
2021-12-03,2.23345
2021-12-04,2.697
2021-12-05,2.02275
2021-12-06,2.14917
2021-12-07,2.57058
2021-12-08,1.76991
2021-12-09,1.98061
2021-12-10,2.99199
2021-12-11,2.23345
2021-12-12,2.06489
2021-12-13,2.73914
2021-12-14,2.31774
2021-12-15,3.4134
2021-12-16,2.40202
2021-12-17,1.93847
2021-12-18,1.72777
2021-12-19,1.93847
2021-12-20,2.52844
2021-12-21,1.93847
2021-12-22,1.81205
2021-12-23,2.4863
2021-12-24,3.03413
2021-12-25,1.85419
2021-12-26,1.3485
2021-12-27,2.86557
2021-12-28,1.76991
2021-12-29,2.4863
2021-12-30,2.23345
2021-12-31,1.81205
2022-01-01,2.2756
2022-01-02,2.35988
2022-01-03,3.79266
2022-01-04,2.86557
2022-01-05,2.52844
2022-01-06,2.14917
2022-01-07,6.19469
2022-01-08,3.28697
2022-01-09,3.20269
2022-01-10,2.44416
2022-01-11,4.00337
2022-01-12,3.4134
2022-01-13,2.44416
2022-01-14,1.93847
2022-01-15,2.78128
2022-01-16,1.51706
2022-01-17,2.44416
2022-01-18,6.06826
2022-01-19,3.6241
2022-01-20,3.03413
2022-01-21,1.98061
2022-01-22,2.19131
2022-01-23,2.4863
2022-01-24,2.14917
2022-01-25,2.19131
2022-01-26,1.85419
2022-01-27,2.73914
2022-01-28,1.72777
2022-01-29,1.47492
2022-01-30,2.06489
2022-01-31,2.65486
2022-02-01,1.30636
2022-02-02,2.2756
2022-02-03,3.4134
2022-02-04,2.57058
2022-02-05,2.10703
2022-02-06,3.28697
2022-02-07,2.697
2022-02-08,2.31774
2022-02-09,2.94985
2022-02-10,1.89633
2022-02-11,2.06489
2022-02-12,2.2756
2022-02-13,2.99199
2022-02-14,5.30973
2022-02-15,2.94985
2022-02-16,2.35988
2022-02-17,2.82343
2022-02-18,2.19131
2022-02-19,2.23345
2022-02-20,2.65486
2022-02-21,2.90771
2022-02-22,2.61272
2022-02-23,2.52844
2022-02-24,1.72777
2022-02-25,2.19131
2022-02-26,2.02275
2022-02-27,1.89633
2022-02-28,1.3485
2022-03-01,2.4863
2022-03-02,2.65486
2022-03-03,2.23345
2022-03-04,2.02275
2022-03-05,2.44416
2022-03-06,1.98061
2022-03-07,2.40202
2022-03-08,2.57058
2022-03-09,1.5592
2022-03-10,1.68563
2022-03-11,1.47492
2022-03-12,2.14917
2022-03-13,2.23345
2022-03-14,2.02275
2022-03-15,2.61272
2022-03-16,2.52844
2022-03-17,2.10703
2022-03-18,2.06489
2022-03-19,1.85419
2022-03-20,2.31774
2022-03-21,2.99199
2022-03-22,3.20269
2022-03-23,2.35988
2022-03-24,2.10703
2022-03-25,2.94985
2022-03-26,2.31774
2022-03-27,1.64348
2022-03-28,1.72777
2022-03-29,3.28697
2022-03-30,2.52844
2022-03-31,2.44416
2022-04-01,1.98061
2022-04-02,2.10703
2022-04-03,1.39064
2022-04-04,2.14917
2022-04-05,1.93847
2022-04-06,2.19131
2022-04-07,2.10703
2022-04-08,1.81205
2022-04-09,1.43278
2022-04-10,2.02275
2022-04-11,2.4863
2022-04-12,2.2756
2022-04-13,2.52844
2022-04-14,1.68563
2022-04-15,1.76991
2022-04-16,1.01137
2022-04-17,1.60134
2022-04-18,2.52844
2022-04-19,2.2756
2022-04-20,1.89633
2022-04-21,1.76991
2022-04-22,2.10703
2022-04-23,1.68563
2022-04-24,2.82343
2022-04-25,1.93847
2022-04-26,2.86557
2022-04-27,3.03413
2022-04-28,1.89633
2022-04-29,1.43278
2022-04-30,1.64348
2022-05-01,1.39064
2022-05-02,3.91908
2022-05-03,1.81205
2022-05-04,1.89633
2022-05-05,1.64348
2022-05-06,1.3485
2022-05-07,1.3485
2022-05-08,1.64348
2022-05-09,2.52844
2022-05-10,2.06489
2022-05-11,2.4863
2022-05-12,3.11841
2022-05-13,2.697
2022-05-14,2.14917
2022-05-15,1.43278
2022-05-16,2.4863
2022-05-17,2.78128
2022-05-18,2.14917
2022-05-19,2.23345
2022-05-20,2.52844
2022-05-21,1.47492
2022-05-22,2.19131
2022-05-23,2.44416
2022-05-24,2.35988
2022-05-25,3.4134
2022-05-26,1.72777
2022-05-27,2.2756
2022-05-28,2.10703
2022-05-29,1.93847
2022-05-30,2.78128
2022-05-31,2.2756
2022-06-01,1.93847
2022-06-02,2.82343
2022-06-03,1.72777
2022-06-04,1.39064
2022-06-05,1.64348
2022-06-06,1.68563
2022-06-07,2.44416
2022-06-08,1.93847
2022-06-09,1.85419
2022-06-10,2.2756
2022-06-11,1.43278
2022-06-12,0.96923
2022-06-13,2.697
2022-06-14,2.35988
2022-06-15,2.2756
2022-06-16,2.86557
2022-06-17,1.72777
2022-06-18,1.98061
2022-06-19,1.51706
2022-06-20,2.4863
2022-06-21,1.93847
2022-06-22,2.10703
2022-06-23,2.19131
2022-06-24,1.85419
2022-06-25,1.64348
2022-06-26,1.68563
2022-06-27,2.35988
2022-06-28,1.68563
2022-06-29,2.31774
2022-06-30,1.47492
2022-07-01,1.47492
2022-07-02,0.80067
2022-07-03,0.96923
2022-07-04,1.17994
2022-07-05,2.82343
2022-07-06,2.23345
2022-07-07,1.5592
2022-07-08,1.68563
2022-07-09,1.43278
2022-07-10,1.72777
2022-07-11,2.23345
2022-07-12,1.51706
2022-07-13,1.43278
2022-07-14,1.30636
2022-07-15,1.1378
2022-07-16,1.30636
2022-07-17,1.76991
2022-07-18,2.35988
2022-07-19,1.51706
2022-07-20,2.44416
2022-07-21,1.81205
2022-07-22,1.81205
2022-07-23,1.39064
2022-07-24,1.93847
2022-07-25,2.35988
2022-07-26,2.31774
2022-07-27,1.98061
2022-07-28,2.2756
2022-07-29,2.73914
2022-07-30,2.44416
2022-07-31,2.23345
2022-08-01,2.19131
2022-08-02,2.78128
2022-08-03,1.81205
2022-08-04,2.82343
2022-08-05,2.2756
2022-08-06,1.47492
2022-08-07,1.76991
2022-08-08,1.98061
2022-08-09,1.85419
2022-08-10,2.23345
2022-08-11,1.5592
2022-08-12,1.98061
2022-08-13,1.93847
2022-08-14,1.72777
2022-08-15,2.52844
2022-08-16,3.37126
2022-08-17,2.4863
2022-08-18,2.44416
2022-08-19,1.85419
2022-08-20,1.30636
2022-08-21,1.3485
2022-08-22,2.2756
2022-08-23,1.76991
2022-08-24,2.2756
2022-08-25,3.24483
2022-08-26,1.81205
2022-08-27,1.22208
2022-08-28,2.44416
2022-08-29,1.89633
2022-08-30,2.19131
2022-08-31,2.4863
2022-09-01,1.72777
2022-09-02,1.85419
2022-09-03,1.43278
2022-09-04,1.39064
2022-09-05,1.30636
2022-09-06,1.93847
2022-09-07,1.81205
2022-09-08,1.22208
2022-09-09,0.63211
2022-09-10,0.75853
2022-09-11,0.80067
2022-09-12,1.60134
2022-09-13,2.06489
2022-09-14,1.93847
2022-09-15,2.14917
2022-09-16,1.72777
2022-09-17,1.01137
2022-09-18,1.30636
2022-09-19,4.08765
2022-09-20,2.40202
2022-09-21,2.23345
2022-09-22,2.06489
2022-09-23,1.51706
2022-09-24,1.85419
2022-09-25,1.1378
2022-09-26,2.02275
2022-09-27,1.81205
2022-09-28,1.68563
2022-09-29,1.47492
2022-09-30,1.1378
2022-10-01,1.5592
2022-10-02,1.43278
2022-10-03,1.5592
2022-10-04,2.06489
2022-10-05,1.51706
2022-10-06,1.85419
2022-10-07,1.64348
2022-10-08,1.47492
2022-10-09,1.3485
2022-10-10,1.51706
2022-10-11,1.39064
2022-10-12,1.39064
2022-10-13,1.76991
2022-10-14,1.1378
2022-10-15,0.84281
2022-10-16,1.3485
2022-10-17,1.93847
2022-10-18,2.02275
2022-10-19,1.98061
2022-10-20,2.19131
2022-10-21,1.5592
2022-10-22,1.09565
2022-10-23,1.05351
2022-10-24,1.89633
2022-10-25,1.39064
2022-10-26,2.19131
2022-10-27,1.64348
2022-10-28,1.98061
2022-10-29,1.81205
2022-10-30,0.92709
2022-10-31,1.3485
2022-11-01,1.93847
2022-11-02,1.43278
2022-11-03,1.22208
2022-11-04,1.26422
2022-11-05,1.47492
2022-11-06,3.16055
2022-11-07,9.35524
2022-11-08,5.77328
2022-11-09,4.42477
2022-11-10,4.42477
2022-11-11,3.11841
2022-11-12,2.2756
2022-11-13,2.86557
2022-11-14,2.697
2022-11-15,1.81205
2022-11-16,3.49768
2022-11-17,1.93847
2022-11-18,1.39064
2022-11-19,1.64348
2022-11-20,1.51706
2022-11-21,2.40202
2022-11-22,6.86894
2022-11-23,2.99199
2022-11-24,1.81205
2022-11-25,1.3485
2022-11-26,1.30636
2022-11-27,1.47492
2022-11-28,2.2756
2022-11-29,1.68563
2022-11-30,1.60134
2022-12-01,2.2756
2022-12-02,4.50906
2022-12-03,6.36325
2022-12-04,7.33249
2022-12-05,4.88832
2022-12-06,3.8348
2022-12-07,3.28697
2022-12-08,3.03413
2022-12-09,2.697
2022-12-10,1.93847
2022-12-11,2.19131
2022-12-12,2.40202
2022-12-13,1.68563
2022-12-14,1.89633
2022-12-15,2.90771
2022-12-16,1.68563
2022-12-17,1.39064
2022-12-18,1.3485
2022-12-19,1.43278
2022-12-20,1.81205
2022-12-21,1.64348
2022-12-22,2.697
2022-12-23,1.93847
2022-12-24,0.88495
2022-12-25,1.30636
2022-12-26,4.71976
2022-12-27,2.52844
2022-12-28,1.60134
2022-12-29,2.10703
2022-12-30,1.43278
2022-12-31,1.30636
2023-01-01,2.57058
2023-01-02,2.61272
2023-01-03,3.03413
2023-01-04,3.07627
2023-01-05,2.31774
2023-01-06,2.02275
2023-01-07,2.10703
2023-01-08,2.02275
2023-01-09,2.14917
2023-01-10,2.90771
2023-01-11,2.35988
2023-01-12,3.32911
2023-01-13,3.70838
2023-01-14,2.31774
2023-01-15,5.35187
2023-01-16,6.53181
2023-01-17,3.45554
2023-01-18,3.66624
2023-01-19,5.94184
2023-01-20,5.09903
2023-01-21,3.70838
2023-01-22,2.90771
2023-01-23,2.90771
2023-01-24,3.66624
2023-01-25,4.5512
2023-01-26,6.06826
2023-01-27,8.09102
2023-01-28,4.46691
2023-01-29,3.79266
2023-01-30,5.22545
2023-01-31,5.43615
2023-02-01,5.14117
2023-02-02,3.45554
2023-02-03,4.04551
2023-02-04,2.73914
2023-02-05,3.8348
2023-02-06,3.66624
2023-02-07,3.75052
2023-02-08,2.57058
2023-02-09,3.53982
2023-02-10,2.90771
2023-02-11,2.31774
2023-02-12,2.697
2023-02-13,3.87694
2023-02-14,2.99199
2023-02-15,4.08765
2023-02-16,3.58196
2023-02-17,3.75052
2023-02-18,3.24483
2023-02-19,4.04551
2023-02-20,4.46691
2023-02-21,4.63548
2023-02-22,4.08765
2023-02-23,5.18331
2023-02-24,5.94184
2023-02-25,4.7619
2023-02-26,4.5512
2023-02-27,3.49768
2023-02-28,3.79266
2023-03-01,5.47829
2023-03-02,4.50906
2023-03-03,4.38263
2023-03-04,3.45554
2023-03-05,4.88832
2023-03-06,5.52043
2023-03-07,5.14117
2023-03-08,4.12979
2023-03-09,3.66624
2023-03-10,3.87694
2023-03-11,2.14917
2023-03-12,2.697
2023-03-13,2.82343
2023-03-14,4.00337
2023-03-15,2.94985
2023-03-16,3.03413
2023-03-17,2.94985
2023-03-18,2.44416
2023-03-19,1.98061
2023-03-20,2.40202
2023-03-21,3.53982
2023-03-22,3.20269
2023-03-23,3.20269
2023-03-24,3.24483
2023-03-25,2.697
2023-03-26,2.4863
2023-03-27,2.82343
2023-03-28,3.49768
2023-03-29,2.86557
2023-03-30,3.96123
2023-03-31,2.99199
2023-04-01,1.93847
2023-04-02,2.57058
2023-04-03,4.42477
2023-04-04,2.94985
2023-04-05,3.11841
2023-04-06,3.37126
2023-04-07,2.35988
2023-04-08,1.89633
2023-04-09,1.89633
2023-04-10,2.73914
2023-04-11,2.65486
2023-04-12,2.57058
2023-04-13,2.19131
2023-04-14,3.07627
2023-04-15,1.60134
2023-04-16,2.44416
2023-04-17,2.65486
2023-04-18,2.65486
2023-04-19,2.57058
2023-04-20,2.94985
2023-04-21,3.24483
2023-04-22,2.44416
2023-04-23,2.61272
2023-04-24,2.44416
2023-04-25,2.31774
2023-04-26,2.57058
2023-04-27,2.10703
2023-04-28,2.65486
2023-04-29,2.35988
2023-04-30,2.52844
2023-05-01,2.65486
2023-05-02,2.44416
2023-05-03,3.11841
2023-05-04,2.02275
2023-05-05,2.57058
2023-05-06,2.2756
2023-05-07,2.99199
2023-05-08,3.24483
2023-05-09,2.697
2023-05-10,2.73914
2023-05-11,2.23345
2023-05-12,2.10703
2023-05-13,1.72777
2023-05-14,1.81205
2023-05-15,2.44416
2023-05-16,2.697
2023-05-17,3.11841
2023-05-18,2.86557
2023-05-19,5.14117
2023-05-20,6.48967
2023-05-21,3.75052
2023-05-22,6.15254
2023-05-23,6.53181
2023-05-24,6.48967
2023-05-25,4.84618
2023-05-26,4.42477
2023-05-27,4.59334
2023-05-28,6.40539
2023-05-29,8.21744
2023-05-30,7.2482
