date,새마을금고예금
2020-10-29,4.88589
2020-10-30,3.94967
2020-10-31,1.78466
2020-11-01,3.54008
2020-11-02,5.26623
2020-11-03,4.33001
2020-11-04,4.85664
2020-11-05,4.4763
2020-11-06,4.71035
2020-11-07,2.13575
2020-11-08,2.83791
2020-11-09,5.03218
2020-11-10,4.97366
2020-11-11,5.50029
2020-11-12,4.59332
2020-11-13,4.09596
2020-11-14,2.3698
2020-11-15,3.45231
2020-11-16,5.11995
2020-11-17,4.50555
2020-11-18,4.85664
2020-11-19,3.62785
2020-11-20,4.30076
2020-11-21,2.10649
2020-11-22,2.89643
2020-11-23,4.50555
2020-11-24,4.0667
2020-11-25,5.26623
2020-11-26,4.65184
2020-11-27,5.32475
2020-11-28,2.66237
2020-11-29,2.92568
2020-11-30,6.55354
2020-12-01,6.08543
2020-12-02,5.41252
2020-12-03,4.56407
2020-12-04,5.11995
2020-12-05,2.86717
2020-12-06,4.2715
2020-12-07,5.5588
2020-12-08,4.21299
2020-12-09,5.06143
2020-12-10,5.5588
2020-12-11,4.33001
2020-12-12,2.86717
2020-12-13,3.33528
2020-12-14,5.354
2020-12-15,4.82738
2020-12-16,4.62258
2020-12-17,4.24224
2020-12-18,4.53481
2020-12-19,2.165
2020-12-20,2.22352
2020-12-21,4.73961
2020-12-22,3.97893
2020-12-23,4.50555
2020-12-24,4.38853
2020-12-25,2.54534
2020-12-26,2.92568
2020-12-27,3.89116
2020-12-28,8.45523
2020-12-29,5.7636
2020-12-30,6.67056
2020-12-31,5.03218
2021-01-01,3.71562
2021-01-02,3.42305
2021-01-03,3.80339
2021-01-04,6.58279
2021-01-05,6.05617
2021-01-06,5.20772
2021-01-07,4.6811
2021-01-08,4.33001
2021-01-09,2.45757
2021-01-10,3.54008
2021-01-11,4.97366
2021-01-12,4.62258
2021-01-13,5.06143
2021-01-14,5.09069
2021-01-15,5.03218
2021-01-16,2.39906
2021-01-17,3.45231
2021-01-18,4.62258
2021-01-19,5.41252
2021-01-20,5.58806
2021-01-21,5.23698
2021-01-22,5.354
2021-01-23,2.25277
2021-01-24,3.54008
2021-01-25,5.9684
2021-01-26,6.02691
2021-01-27,5.44177
2021-01-28,5.06143
2021-01-29,5.44177
2021-01-30,3.13048
2021-01-31,3.42305
2021-02-01,6.96313
2021-02-02,6.05617
2021-02-03,6.26097
2021-02-04,5.61732
2021-02-05,5.61732
2021-02-06,3.27677
2021-02-07,3.39379
2021-02-08,6.72908
2021-02-09,5.70509
2021-02-10,6.96313
2021-02-11,2.5746
2021-02-12,3.01345
2021-02-13,3.24751
2021-02-14,4.18373
2021-02-15,7.19719
2021-02-16,6.08543
2021-02-17,5.354
2021-02-18,5.38326
2021-02-19,5.26623
2021-02-20,2.10649
2021-02-21,2.60386
2021-02-22,5.5588
2021-02-23,4.03744
2021-02-24,4.94441
2021-02-25,5.47103
2021-02-26,4.2715
2021-02-27,2.42832
2021-02-28,2.54534
2021-03-01,3.56933
2021-03-02,5.09069
2021-03-03,5.82211
2021-03-04,4.24224
2021-03-05,4.24224
2021-03-06,2.39906
2021-03-07,2.9842
2021-03-08,4.4763
2021-03-09,5.44177
2021-03-10,5.85137
2021-03-11,5.06143
2021-03-12,3.6571
2021-03-13,1.75541
2021-03-14,2.42832
2021-03-15,4.4763
2021-03-16,4.79812
2021-03-17,4.41778
2021-03-18,4.79812
2021-03-19,3.51082
2021-03-20,1.78466
2021-03-21,2.3698
2021-03-22,5.14921
2021-03-23,4.33001
2021-03-24,3.74488
2021-03-25,5.09069
2021-03-26,4.62258
2021-03-27,1.93095
2021-03-28,2.13575
2021-03-29,5.5588
2021-03-30,4.71035
2021-03-31,4.65184
2021-04-01,4.09596
2021-04-02,4.21299
2021-04-03,2.28203
2021-04-04,2.07723
2021-04-05,4.30076
2021-04-06,4.65184
2021-04-07,3.27677
2021-04-08,3.30602
2021-04-09,3.62785
2021-04-10,2.10649
2021-04-11,1.57987
2021-04-12,4.03744
2021-04-13,3.54008
2021-04-14,3.54008
2021-04-15,3.45231
2021-04-16,3.10122
2021-04-17,1.66764
2021-04-18,1.96021
2021-04-19,4.44704
2021-04-20,3.92042
2021-04-21,3.51082
2021-04-22,3.39379
2021-04-23,4.03744
2021-04-24,2.31129
2021-04-25,2.5746
2021-04-26,4.15447
2021-04-27,4.38853
2021-04-28,3.83265
2021-04-29,4.21299
2021-04-30,3.94967
2021-05-01,2.165
2021-05-02,2.19426
2021-05-03,6.05617
2021-05-04,4.53481
2021-05-05,2.69163
2021-05-06,4.53481
2021-05-07,3.77413
2021-05-08,2.3698
2021-05-09,1.81392
2021-05-10,4.50555
2021-05-11,4.38853
2021-05-12,3.33528
2021-05-13,3.94967
2021-05-14,3.83265
2021-05-15,2.34055
2021-05-16,2.89643
2021-05-17,4.82738
2021-05-18,4.2715
2021-05-19,2.39906
2021-05-20,4.53481
2021-05-21,4.94441
2021-05-22,2.10649
2021-05-23,2.45757
2021-05-24,5.09069
2021-05-25,5.73434
2021-05-26,5.17846
2021-05-27,4.71035
2021-05-28,3.42305
2021-05-29,1.2873
2021-05-30,1.63838
2021-05-31,4.21299
2021-06-01,4.00819
2021-06-02,3.39379
2021-06-03,2.66237
2021-06-04,2.89643
2021-06-05,1.55061
2021-06-06,1.96021
2021-06-07,4.03744
2021-06-08,3.54008
2021-06-09,3.21825
2021-06-10,3.71562
2021-06-11,3.97893
2021-06-12,1.40433
2021-06-13,1.93095
2021-06-14,3.71562
2021-06-15,3.18899
2021-06-16,3.13048
2021-06-17,3.33528
2021-06-18,3.01345
2021-06-19,1.78466
2021-06-20,1.52135
2021-06-21,4.00819
2021-06-22,3.24751
2021-06-23,3.39379
2021-06-24,6.49502
2021-06-25,4.2715
2021-06-26,1.98946
2021-06-27,1.75541
2021-06-28,5.20772
2021-06-29,3.6571
2021-06-30,4.0667
2021-07-01,3.71562
2021-07-02,3.30602
2021-07-03,1.90169
2021-07-04,1.66764
2021-07-05,3.74488
2021-07-06,2.86717
2021-07-07,3.01345
2021-07-08,3.10122
2021-07-09,2.7794
2021-07-10,1.43358
2021-07-11,1.81392
2021-07-12,3.77413
2021-07-13,3.15974
2021-07-14,2.63311
2021-07-15,3.45231
2021-07-16,2.48683
2021-07-17,1.2873
2021-07-18,2.19426
2021-07-19,3.6571
2021-07-20,3.56933
2021-07-21,2.86717
2021-07-22,3.80339
2021-07-23,3.15974
2021-07-24,2.19426
2021-07-25,1.98946
2021-07-26,3.6571
2021-07-27,4.38853
2021-07-28,4.35927
2021-07-29,5.47103
2021-07-30,5.82211
2021-07-31,2.25277
2021-08-01,3.45231
2021-08-02,6.61205
2021-08-03,6.26097
2021-08-04,7.02165
2021-08-05,6.37799
2021-08-06,5.47103
2021-08-07,1.84318
2021-08-08,3.21825
2021-08-09,6.52428
2021-08-10,6.87536
2021-08-11,6.20245
2021-08-12,6.34874
2021-08-13,5.29549
2021-08-14,2.95494
2021-08-15,2.51609
2021-08-16,4.53481
2021-08-17,8.60152
2021-08-18,7.51901
2021-08-19,6.43651
2021-08-20,7.02165
2021-08-21,3.27677
2021-08-22,5.06143
2021-08-23,7.81158
2021-08-24,8.07489
2021-08-25,8.80631
2021-08-26,12.58045
2021-08-27,11.23464
2021-08-28,4.6811
2021-08-29,4.73961
2021-08-30,9.77179
2021-08-31,9.39145
2021-09-01,11.08835
2021-09-02,10.35693
2021-09-03,7.43124
2021-09-04,4.79812
2021-09-05,4.71035
2021-09-06,8.83557
2021-09-07,8.7478
2021-09-08,6.31948
2021-09-09,6.61205
2021-09-10,7.78232
2021-09-11,3.71562
2021-09-12,4.56407
2021-09-13,6.58279
2021-09-14,6.81685
2021-09-15,7.02165
2021-09-16,6.81685
2021-09-17,6.58279
2021-09-18,2.72088
2021-09-19,2.63311
2021-09-20,2.3698
2021-09-21,2.86717
2021-09-22,4.6811
2021-09-23,9.42071
2021-09-24,9.47922
2021-09-25,4.2715
2021-09-26,3.83265
2021-09-27,8.27969
2021-09-28,6.93387
2021-09-29,6.81685
2021-09-30,8.07489
2021-10-01,5.67583
2021-10-02,3.10122
2021-10-03,3.27677
2021-10-04,4.53481
2021-10-05,8.71854
2021-10-06,7.72381
2021-10-07,7.40198
2021-10-08,7.13867
2021-10-09,2.48683
2021-10-10,2.95494
2021-10-11,3.89116
2021-10-12,7.51901
2021-10-13,6.96313
2021-10-14,6.75833
2021-10-15,6.93387
2021-10-16,2.75014
2021-10-17,4.4763
2021-10-18,6.43651
2021-10-19,6.40725
2021-10-20,6.34874
2021-10-21,7.13867
2021-10-22,5.61732
2021-10-23,2.9842
2021-10-24,2.92568
2021-10-25,8.01638
2021-10-26,7.13867
2021-10-27,6.61205
2021-10-28,5.70509
2021-10-29,5.67583
2021-10-30,3.71562
2021-10-31,4.03744
2021-11-01,8.48449
2021-11-02,8.45523
2021-11-03,9.3622
2021-11-04,7.54827
2021-11-05,6.81685
2021-11-06,3.36454
2021-11-07,3.56933
2021-11-08,6.46576
2021-11-09,6.20245
2021-11-10,7.0509
2021-11-11,6.05617
2021-11-12,6.61205
2021-11-13,3.33528
2021-11-14,4.35927
2021-11-15,7.89935
2021-11-16,7.69455
2021-11-17,7.34347
2021-11-18,7.40198
2021-11-19,6.49502
2021-11-20,3.48156
2021-11-21,3.74488
2021-11-22,8.30895
2021-11-23,7.13867
2021-11-24,6.26097
2021-11-25,7.92861
2021-11-26,9.3622
2021-11-27,3.77413
2021-11-28,4.94441
2021-11-29,9.33294
2021-11-30,9.1574
2021-12-01,8.80631
2021-12-02,7.31421
2021-12-03,6.34874
2021-12-04,5.11995
2021-12-05,4.6811
2021-12-06,8.77706
2021-12-07,8.3382
2021-12-08,7.69455
2021-12-09,7.6653
2021-12-10,6.61205
2021-12-11,4.76887
2021-12-12,4.56407
2021-12-13,7.43124
2021-12-14,6.78759
2021-12-15,6.90462
2021-12-16,5.88063
2021-12-17,5.64657
2021-12-18,3.04271
2021-12-19,3.48156
2021-12-20,6.96313
2021-12-21,6.55354
2021-12-22,6.29022
2021-12-23,6.02691
2021-12-24,5.41252
2021-12-25,3.01345
2021-12-26,3.80339
2021-12-27,7.34347
2021-12-28,8.07489
2021-12-29,6.99239
2021-12-30,9.09888
2021-12-31,8.13341
2022-01-01,4.97366
2022-01-02,5.41252
2022-01-03,9.77179
2022-01-04,10.76653
2022-01-05,8.10415
2022-01-06,7.63604
2022-01-07,6.46576
2022-01-08,3.18899
2022-01-09,4.59332
2022-01-10,9.97659
2022-01-11,9.42071
2022-01-12,8.66003
2022-01-13,7.51901
2022-01-14,10.21064
2022-01-15,6.61205
2022-01-16,6.55354
2022-01-17,12.87302
2022-01-18,12.66822
2022-01-19,11.81977
2022-01-20,11.32241
2022-01-21,11.61497
2022-01-22,6.43651
2022-01-23,7.81158
2022-01-24,12.75599
2022-01-25,13.69221
2022-01-26,13.8385
2022-01-27,11.17612
2022-01-28,12.58045
2022-01-29,6.78759
2022-01-30,6.20245
2022-01-31,5.44177
2022-02-01,8.57226
2022-02-02,10.79578
2022-02-03,19.48507
2022-02-04,15.71094
2022-02-05,8.13341
2022-02-06,9.62551
2022-02-07,16.91047
2022-02-08,13.31187
2022-02-09,12.58045
2022-02-10,11.70275
2022-02-11,10.21064
2022-02-12,5.5588
2022-02-13,6.69982
2022-02-14,12.05383
2022-02-15,11.32241
2022-02-16,11.23464
2022-02-17,9.21591
2022-02-18,11.35166
2022-02-19,5.99765
2022-02-20,8.16266
2022-02-21,17.43709
2022-02-22,14.80397
2022-02-23,13.25336
2022-02-24,12.93153
2022-02-25,13.16559
2022-02-26,7.16793
2022-02-27,6.55354
2022-02-28,14.86249
2022-03-01,8.98186
2022-03-02,10.53247
2022-03-03,10.79578
2022-03-04,11.35166
2022-03-05,5.06143
2022-03-06,6.37799
2022-03-07,10.88355
2022-03-08,9.24517
2022-03-09,5.23698
2022-03-10,10.06436
2022-03-11,9.85956
2022-03-12,5.32475
2022-03-13,5.9684
2022-03-14,9.85956
2022-03-15,11.35166
2022-03-16,12.3464
2022-03-17,9.74253
2022-03-18,10.06436
2022-03-19,5.00292
2022-03-20,5.79286
2022-03-21,10.15213
2022-03-22,10.47396
2022-03-23,10.21064
2022-03-24,9.27442
2022-03-25,9.94733
2022-03-26,4.30076
2022-03-27,4.97366
2022-03-28,10.32767
2022-03-29,9.59625
2022-03-30,9.94733
2022-03-31,11.35166
2022-04-01,10.2399
2022-04-02,5.03218
2022-04-03,5.11995
2022-04-04,10.15213
2022-04-05,10.59098
2022-04-06,9.77179
2022-04-07,9.80105
2022-04-08,8.25043
2022-04-09,4.79812
2022-04-10,6.02691
2022-04-11,8.71854
2022-04-12,8.9526
2022-04-13,10.35693
2022-04-14,11.38092
2022-04-15,10.06436
2022-04-16,5.82211
2022-04-17,6.93387
2022-04-18,12.43417
2022-04-19,14.18958
2022-04-20,11.79052
2022-04-21,10.76653
2022-04-22,10.47396
2022-04-23,5.50029
2022-04-24,5.64657
2022-04-25,11.58572
2022-04-26,11.38092
2022-04-27,11.14686
2022-04-28,9.80105
2022-04-29,8.57226
2022-04-30,5.06143
2022-05-01,5.85137
2022-05-02,10.21064
2022-05-03,10.4447
2022-05-04,9.94733
2022-05-05,7.13867
2022-05-06,9.80105
2022-05-07,5.29549
2022-05-08,6.43651
2022-05-09,13.75073
2022-05-10,12.11234
2022-05-11,11.35166
2022-05-12,10.4447
2022-05-13,9.71328
2022-05-14,4.30076
2022-05-15,5.41252
2022-05-16,12.93153
2022-05-17,10.35693
2022-05-18,10.50321
2022-05-19,8.71854
2022-05-20,7.63604
2022-05-21,3.42305
2022-05-22,6.20245
2022-05-23,11.58572
2022-05-24,10.53247
2022-05-25,12.37565
2022-05-26,12.17086
2022-05-27,11.70275
2022-05-28,5.20772
2022-05-29,6.46576
2022-05-30,13.16559
2022-05-31,11.55646
2022-06-01,9.3622
2022-06-02,13.19485
2022-06-03,10.21064
2022-06-04,5.23698
2022-06-05,5.00292
2022-06-06,7.75307
2022-06-07,14.16032
2022-06-08,15.68168
2022-06-09,10.8543
2022-06-10,10.94207
2022-06-11,5.26623
2022-06-12,6.20245
2022-06-13,9.88882
2022-06-14,10.32767
2022-06-15,11.14686
2022-06-16,11.58572
2022-06-17,10.4447
2022-06-18,4.85664
2022-06-19,6.58279
2022-06-20,12.93153
2022-06-21,10.32767
2022-06-22,11.00058
2022-06-23,9.83031
2022-06-24,9.65476
2022-06-25,5.32475
2022-06-26,5.90988
2022-06-27,11.9368
2022-06-28,11.46869
2022-06-29,10.29842
2022-06-30,10.67875
2022-07-01,10.70801
2022-07-02,4.2715
2022-07-03,6.43651
2022-07-04,13.2241
2022-07-05,11.11761
2022-07-06,10.73727
2022-07-07,9.01111
2022-07-08,8.51375
2022-07-09,4.41778
2022-07-10,6.08543
2022-07-11,11.32241
2022-07-12,9.3622
2022-07-13,13.57519
2022-07-14,15.71094
2022-07-15,14.39438
2022-07-16,8.3382
2022-07-17,7.51901
2022-07-18,15.97425
2022-07-19,16.32533
2022-07-20,16.58864
2022-07-21,15.71094
2022-07-22,12.75599
2022-07-23,5.85137
2022-07-24,5.99765
2022-07-25,16.50087
2022-07-26,13.95552
2022-07-27,14.16032
2022-07-28,14.10181
2022-07-29,11.76126
2022-07-30,5.79286
2022-07-31,6.64131
2022-08-01,17.49561
2022-08-02,16.4131
2022-08-03,14.33586
2022-08-04,13.72147
2022-08-05,13.19485
2022-08-06,6.64131
2022-08-07,8.07489
2022-08-08,15.47688
2022-08-09,13.19485
2022-08-10,16.91047
2022-08-11,15.21357
2022-08-12,14.62843
2022-08-13,5.90988
2022-08-14,6.58279
2022-08-15,8.27969
2022-08-16,17.43709
2022-08-17,14.80397
2022-08-18,13.69221
2022-08-19,12.02457
2022-08-20,6.58279
2022-08-21,7.84084
2022-08-22,20.62609
2022-08-23,16.93973
2022-08-24,16.32533
2022-08-25,17.40784
2022-08-26,16.4131
2022-08-27,7.87009
2022-08-28,9.42071
2022-08-29,17.67115
2022-08-30,15.5354
2022-08-31,16.29607
2022-09-01,15.94499
2022-09-02,13.39964
2022-09-03,7.2557
2022-09-04,8.01638
2022-09-05,17.29081
2022-09-06,15.15506
2022-09-07,15.71094
2022-09-08,13.98478
2022-09-09,6.61205
2022-09-10,6.02691
2022-09-11,7.43124
2022-09-12,10.09362
2022-09-13,24.0784
2022-09-14,17.99297
2022-09-15,16.53013
2022-09-16,13.69221
2022-09-17,6.93387
2022-09-18,9.12814
2022-09-19,18.11
2022-09-20,16.12053
2022-09-21,16.23756
2022-09-22,21.73785
2022-09-23,21.62083
2022-09-24,10.82504
2022-09-25,11.64423
2022-09-26,22.14745
2022-09-27,19.57284
2022-09-28,18.92919
2022-09-29,18.22703
2022-09-30,20.80163
2022-10-01,8.13341
2022-10-02,8.77706
2022-10-03,10.82504
2022-10-04,17.7004
2022-10-05,19.6021
2022-10-06,21.59157
2022-10-07,21.15272
2022-10-08,9.71328
2022-10-09,9.09888
2022-10-10,11.20538
2022-10-11,21.76711
2022-10-12,30.10532
2022-10-13,39.87712
2022-10-14,35.31304
2022-10-15,21.299
2022-10-16,20.65535
2022-10-17,40.31597
2022-10-18,40.75482
2022-10-19,41.13516
2022-10-20,33.70392
2022-10-21,30.77823
2022-10-22,15.30134
2022-10-23,18.34406
2022-10-24,36.4248
2022-10-25,46.1966
2022-10-26,41.13516
2022-10-27,39.26272
2022-10-28,35.19602
2022-10-29,17.0275
2022-10-30,17.17378
2022-10-31,38.67758
2022-11-01,44.76301
2022-11-02,40.433
2022-11-03,34.37682
2022-11-04,32.44587
2022-11-05,15.94499
2022-11-06,17.08601
2022-11-07,36.10298
2022-11-08,36.04447
2022-11-09,36.22001
2022-11-10,45.55295
2022-11-11,38.5313
2022-11-12,17.87595
2022-11-13,21.47454
2022-11-14,56.87536
2022-11-15,51.02399
2022-11-16,40.69631
2022-11-17,37.97542
2022-11-18,37.77062
2022-11-19,16.8227
2022-11-20,20.8894
2022-11-21,45.52369
2022-11-22,42.86132
2022-11-23,41.98361
2022-11-24,41.77881
2022-11-25,38.58981
2022-11-26,20.47981
2022-11-27,21.47454
2022-11-28,45.08484
2022-11-29,43.65125
2022-11-30,40.93036
2022-12-01,39.05792
2022-12-02,32.70918
2022-12-03,14.01404
2022-12-04,16.79344
2022-12-05,37.15623
2022-12-06,36.30778
2022-12-07,40.55002
2022-12-08,38.5313
2022-12-09,36.80514
2022-12-10,16.88121
2022-12-11,18.84142
2022-12-12,34.78642
2022-12-13,35.28379
2022-12-14,31.86073
2022-12-15,29.5787
2022-12-16,28.32065
2022-12-17,12.69748
2022-12-18,16.00351
2022-12-19,31.91925
2022-12-20,35.5471
2022-12-21,30.80748
2022-12-22,30.04681
2022-12-23,26.97483
2022-12-24,14.30661
2022-12-25,16.58864
2022-12-26,35.10825
2022-12-27,31.83148
2022-12-28,31.59742
2022-12-29,33.52837
2022-12-30,36.13224
2022-12-31,15.68168
2023-01-01,20.53832
2023-01-02,41.07665
2023-01-03,38.23873
2023-01-04,31.65593
2023-01-05,33.17729
2023-01-06,29.22761
2023-01-07,17.20304
2023-01-08,19.48507
2023-01-09,32.3581
2023-01-10,38.5313
2023-01-11,34.75716
2023-01-12,31.0708
2023-01-13,31.86073
2023-01-14,16.26682
2023-01-15,17.87595
2023-01-16,36.48332
2023-01-17,32.85547
2023-01-18,32.65067
2023-01-19,32.03627
2023-01-20,33.76243
2023-01-21,16.47162
2023-01-22,18.81217
2023-01-23,19.01696
2023-01-24,26.47747
2023-01-25,54.94441
2023-01-26,45.96255
2023-01-27,44.4997
2023-01-28,20.91866
2023-01-29,19.8069
2023-01-30,43.12463
2023-01-31,45.61146
2023-02-01,39.29198
2023-02-02,33.35283
2023-02-03,34.34757
2023-02-04,17.81743
2023-02-05,19.33879
2023-02-06,35.43007
2023-02-07,35.07899
2023-02-08,30.74897
2023-02-09,29.5787
2023-02-10,29.19836
2023-02-11,14.95026
2023-02-12,17.9052
2023-02-13,33.70392
2023-02-14,29.63721
2023-02-15,29.95904
2023-02-16,26.91632
2023-02-17,26.27267
2023-02-18,14.7162
2023-02-19,14.95026
2023-02-20,35.10825
2023-02-21,34.78642
2023-02-22,29.40315
2023-02-23,32.41661
2023-02-24,29.69572
2023-02-25,17.08601
2023-02-26,20.45055
2023-02-27,41.77881
2023-02-28,35.81041
2023-03-01,22.14745
2023-03-02,29.19836
2023-03-03,24.66354
2023-03-04,14.86249
2023-03-05,16.2083
2023-03-06,27.12112
2023-03-07,23.25921
2023-03-08,21.85488
2023-03-09,20.53832
2023-03-10,20.07021
2023-03-11,11.35166
2023-03-12,13.72147
2023-03-13,25.89233
2023-03-14,21.56231
2023-03-15,21.76711
2023-03-16,18.49034
2023-03-17,19.8069
2023-03-18,10.41544
2023-03-19,10.82504
2023-03-20,23.52252
2023-03-21,25.68753
2023-03-22,22.64482
2023-03-23,24.98537
2023-03-24,24.54651
2023-03-25,14.18958
2023-03-26,15.71094
2023-03-27,30.28086
2023-03-28,27.15038
2023-03-29,28.78876
2023-03-30,33.17729
2023-03-31,26.03861
2023-04-01,14.59918
2023-04-02,15.38911
2023-04-03,28.11585
2023-04-04,24.66354
2023-04-05,23.99063
2023-04-06,22.32299
2023-04-07,19.63136
2023-04-08,10.2399
2023-04-09,12.37565
2023-04-10,24.98537
2023-04-11,21.94265
2023-04-12,20.91866
2023-04-13,22.29373
2023-04-14,20.12873
2023-04-15,9.80105
2023-04-16,14.16032
2023-04-17,22.05968
2023-04-18,18.22703
2023-04-19,20.12873
2023-04-20,16.35459
2023-04-21,16.26682
2023-04-22,7.72381
2023-04-23,8.9526
2023-04-24,17.61263
2023-04-25,20.15798
2023-04-26,18.02223
2023-04-27,17.26155
2023-04-28,15.18431
2023-04-29,8.71854
2023-04-30,9.06963
2023-05-01,13.28262
2023-05-02,21.12346
2023-05-03,17.40784
2023-05-04,16.85196
2023-05-05,10.21064
2023-05-06,8.80631
2023-05-07,10.4447
2023-05-08,19.54359
2023-05-09,17.05675
2023-05-10,17.52486
2023-05-11,17.61263
2023-05-12,16.17905
2023-05-13,8.01638
2023-05-14,9.3622
2023-05-15,21.65008
2023-05-16,17.72966
2023-05-17,18.66588
2023-05-18,17.43709
2023-05-19,14.62843
2023-05-20,8.19192
2023-05-21,10.32767
2023-05-22,21.12346
2023-05-23,18.63662
2023-05-24,17.32007
2023-05-25,19.01696
2023-05-26,16.12053
2023-05-27,8.66003
2023-05-28,8.07489
