date,오늘의주식
2020-07-10,35.07214
2020-07-11,5.16093
2020-07-12,2.99667
2020-07-13,32.13096
2020-07-14,41.28745
2020-07-15,38.62375
2020-07-16,39.0122
2020-07-17,37.01442
2020-07-18,4.99445
2020-07-19,3.32963
2020-07-20,35.96004
2020-07-21,36.84794
2020-07-22,37.29189
2020-07-23,39.78912
2020-07-24,39.56714
2020-07-25,6.93673
2020-07-26,2.6637
2020-07-27,39.34517
2020-07-28,38.29078
2020-07-29,37.06992
2020-07-30,37.62486
2020-07-31,35.29411
2020-08-01,5.21642
2020-08-02,2.94117
2020-08-03,31.96448
2020-08-04,32.96337
2020-08-05,39.62264
2020-08-06,34.62819
2020-08-07,38.1243
2020-08-08,4.495
2020-08-09,2.60821
2020-08-10,33.90677
2020-08-11,37.62486
2020-08-12,41.95338
2020-08-13,32.85238
2020-08-14,41.06548
2020-08-15,4.16204
2020-08-16,1.7758
2020-08-17,21.08768
2020-08-18,49.0011
2020-08-19,36.40399
2020-08-20,55.77136
2020-08-21,34.57269
2020-08-22,4.32852
2020-08-23,2.88568
2020-08-24,35.29411
2020-08-25,32.46392
2020-08-26,37.68035
2020-08-27,37.45837
2020-08-28,35.84905
2020-08-29,3.66259
2020-08-30,2.49722
2020-08-31,41.17647
2020-09-01,33.96226
2020-09-02,35.68257
2020-09-03,34.79467
2020-09-04,53.82907
2020-09-05,5.10543
2020-09-06,3.44062
2020-09-07,43.84017
2020-09-08,39.90011
2020-09-09,45.17203
2020-09-10,40.34406
2020-09-11,42.45283
2020-09-12,4.88346
2020-09-13,3.94006
2020-09-14,39.67813
2020-09-15,39.84461
2020-09-16,40.8435
2020-09-17,48.39067
2020-09-18,34.23973
2020-09-19,5.04994
2020-09-20,2.33074
2020-09-21,40.67702
2020-09-22,53.16315
2020-09-23,42.78579
2020-09-24,55.99334
2020-09-25,41.56492
2020-09-26,4.99445
2020-09-27,2.88568
2020-09-28,31.63152
2020-09-29,27.192
2020-09-30,5.27192
2020-10-01,2.99667
2020-10-02,3.71809
2020-10-03,3.27413
2020-10-04,2.21975
2020-10-05,33.01886
2020-10-06,31.57602
2020-10-07,35.90455
2020-10-08,33.07436
2020-10-09,6.15982
2020-10-10,3.66259
2020-10-11,2.94117
2020-10-12,33.40732
2020-10-13,36.68146
2020-10-14,36.62597
2020-10-15,47.89123
2020-10-16,41.06548
2020-10-17,3.66259
2020-10-18,2.77469
2020-10-19,32.29744
2020-10-20,39.23418
2020-10-21,31.02108
2020-10-22,33.46281
2020-10-23,26.08213
2020-10-24,3.94006
2020-10-25,1.88679
2020-10-26,37.56936
2020-10-27,30.35516
2020-10-28,30.74361
2020-10-29,40.06659
2020-10-30,39.34517
2020-10-31,5.27192
2020-11-01,3.10765
2020-11-02,28.30188
2020-11-03,31.40954
2020-11-04,34.40621
2020-11-05,32.18645
2020-11-06,34.01775
2020-11-07,5.77136
2020-11-08,2.05327
2020-11-09,32.57491
2020-11-10,38.79023
2020-11-11,40.23307
2020-11-12,37.01442
2020-11-13,35.46059
2020-11-14,5.32741
2020-11-15,2.49722
2020-11-16,38.73473
2020-11-17,39.67813
2020-11-18,43.45172
2020-11-19,42.11986
2020-11-20,38.73473
2020-11-21,4.66148
2020-11-22,3.82907
2020-11-23,42.61931
2020-11-24,41.00998
2020-11-25,48.72364
2020-11-26,42.28634
2020-11-27,38.84572
2020-11-28,5.16093
2020-11-29,2.6637
2020-11-30,42.73029
2020-12-01,38.56825
2020-12-02,39.84461
2020-12-03,80.91009
2020-12-04,40.62153
2020-12-05,5.60488
2020-12-06,2.99667
2020-12-07,47.61376
2020-12-08,61.82019
2020-12-09,49.83351
2020-12-10,54.82796
2020-12-11,46.3374
2020-12-12,5.54938
2020-12-13,3.77358
2020-12-14,48.00221
2020-12-15,52.77469
2020-12-16,47.94672
2020-12-17,48.00221
2020-12-18,46.39289
2020-12-19,6.54827
2020-12-20,2.83018
2020-12-21,47.50277
2020-12-22,72.91897
2020-12-23,58.93451
2020-12-24,46.3374
2020-12-25,8.1021
2020-12-26,2.7192
2020-12-27,3.66259
2020-12-28,45.78246
2020-12-29,44.5061
2020-12-30,46.50388
2020-12-31,45.06104
2021-01-01,3.44062
2021-01-02,2.99667
2021-01-03,3.21864
2021-01-04,93.11875
2021-01-05,60.71032
2021-01-06,66.20421
2021-01-07,58.37957
2021-01-08,61.54273
2021-01-09,8.37957
2021-01-10,4.99445
2021-01-11,90.67702
2021-01-12,88.23529
2021-01-13,72.08657
2021-01-14,62.15316
2021-01-15,67.2586
2021-01-16,8.21309
2021-01-17,4.495
2021-01-18,71.7536
2021-01-19,70.08879
2021-01-20,61.04328
2021-01-21,58.1021
2021-01-22,60.15538
2021-01-23,8.43507
2021-01-24,4.99445
2021-01-25,52.60821
2021-01-26,64.09544
2021-01-27,62.20865
2021-01-28,72.08657
2021-01-29,76.69256
2021-01-30,9.87791
2021-01-31,3.82907
2021-02-01,59.87791
2021-02-02,54.99445
2021-02-03,51.16537
2021-02-04,58.82352
2021-02-05,51.44284
2021-02-06,9.21198
2021-02-07,5.10543
2021-02-08,56.77025
2021-02-09,49.50055
2021-02-10,49.44506
2021-02-11,8.37957
2021-02-12,5.27192
2021-02-13,5.99334
2021-02-14,4.82796
2021-02-15,52.77469
2021-02-16,56.21531
2021-02-17,64.15094
2021-02-18,67.2586
2021-02-19,64.42841
2021-02-20,8.54605
2021-02-21,5.4384
2021-02-22,59.54495
2021-02-23,67.86903
2021-02-24,77.41398
2021-02-25,61.65371
2021-02-26,66.59267
2021-02-27,9.48945
2021-02-28,6.49278
2021-03-01,12.09766
2021-03-02,52.44173
2021-03-03,51.05438
2021-03-04,55.66037
2021-03-05,54.99445
2021-03-06,8.99001
2021-03-07,5.82685
2021-03-08,66.81465
2021-03-09,63.81798
2021-03-10,51.38734
2021-03-11,46.55937
2021-03-12,45.28301
2021-03-13,9.71143
2021-03-14,5.60488
2021-03-15,49.83351
2021-03-16,45.06104
2021-03-17,47.61376
2021-03-18,47.89123
2021-03-19,48.27968
2021-03-20,8.87902
2021-03-21,4.66148
2021-03-22,46.83684
2021-03-23,47.44728
2021-03-24,47.78024
2021-03-25,50.8879
2021-03-26,43.06326
2021-03-27,7.88013
2021-03-28,4.60599
2021-03-29,42.00887
2021-03-30,41.62042
2021-03-31,44.45061
2021-04-01,44.00665
2021-04-02,44.89456
2021-04-03,7.43618
2021-04-04,6.04883
2021-04-05,44.56159
2021-04-06,46.61487
2021-04-07,42.23085
2021-04-08,45.89345
2021-04-09,38.40177
2021-04-10,6.38179
2021-04-11,3.94006
2021-04-12,37.2364
2021-04-13,45.50499
2021-04-14,43.00776
2021-04-15,43.06326
2021-04-16,43.78468
2021-04-17,8.99001
2021-04-18,3.88457
2021-04-19,40.51054
2021-04-20,38.40177
2021-04-21,50.44395
2021-04-22,40.73251
2021-04-23,39.0122
2021-04-24,7.04772
2021-04-25,3.94006
2021-04-26,32.63041
2021-04-27,36.90344
2021-04-28,42.06437
2021-04-29,40.12208
2021-04-30,35.51609
2021-05-01,5.27192
2021-05-02,3.6071
2021-05-03,34.35072
2021-05-04,33.24084
2021-05-05,10.93229
2021-05-06,35.57158
2021-05-07,32.24195
2021-05-08,5.54938
2021-05-09,3.6071
2021-05-10,35.12763
2021-05-11,40.73251
2021-05-12,42.34184
2021-05-13,40.899
2021-05-14,31.24306
2021-05-15,5.27192
2021-05-16,3.49611
2021-05-17,30.68812
2021-05-18,27.91342
2021-05-19,9.71143
2021-05-20,29.74472
2021-05-21,29.0788
2021-05-22,4.495
2021-05-23,3.38512
2021-05-24,30.96559
2021-05-25,28.74583
2021-05-26,34.90566
2021-05-27,34.4617
2021-05-28,28.46836
2021-05-29,5.82685
2021-05-30,3.71809
2021-05-31,29.68923
2021-06-01,29.13429
2021-06-02,32.57491
2021-06-03,38.67924
2021-06-04,33.68479
2021-06-05,7.2697
2021-06-06,3.49611
2021-06-07,36.45948
2021-06-08,37.40288
2021-06-09,32.74139
2021-06-10,34.62819
2021-06-11,31.24306
2021-06-12,3.88457
2021-06-13,2.7192
2021-06-14,31.13207
2021-06-15,31.18756
2021-06-16,30.68812
2021-06-17,32.13096
2021-06-18,30.52164
2021-06-19,3.66259
2021-06-20,3.32963
2021-06-21,39.67813
2021-06-22,31.52053
2021-06-23,38.01331
2021-06-24,35.84905
2021-06-25,35.79356
2021-06-26,5.99334
2021-06-27,3.44062
2021-06-28,34.85016
2021-06-29,33.85127
2021-06-30,38.1243
2021-07-01,34.5172
2021-07-02,32.18645
2021-07-03,4.71698
2021-07-04,2.77469
2021-07-05,29.9112
2021-07-06,32.79689
2021-07-07,36.73695
2021-07-08,48.00221
2021-07-09,45.89345
2021-07-10,5.71587
2021-07-11,2.55271
2021-07-12,32.63041
2021-07-13,32.79689
2021-07-14,35.12763
2021-07-15,36.18201
2021-07-16,33.96226
2021-07-17,4.66148
2021-07-18,2.7192
2021-07-19,39.34517
2021-07-20,42.50832
2021-07-21,41.67591
2021-07-22,40.62153
2021-07-23,35.4051
2021-07-24,4.16204
2021-07-25,3.10765
2021-07-26,35.07214
2021-07-27,34.85016
2021-07-28,37.29189
2021-07-29,33.74028
2021-07-30,37.73584
2021-07-31,4.93895
2021-08-01,1.99778
2021-08-02,32.07547
2021-08-03,29.24528
2021-08-04,33.68479
2021-08-05,31.02108
2021-08-06,30.63263
2021-08-07,4.27302
2021-08-08,2.38623
2021-08-09,36.293
2021-08-10,38.34628
2021-08-11,38.06881
2021-08-12,34.23973
2021-08-13,44.39511
2021-08-14,4.60599
2021-08-15,2.77469
2021-08-16,15.03884
2021-08-17,39.84461
2021-08-18,31.798
2021-08-19,41.00998
2021-08-20,43.67369
2021-08-21,6.15982
2021-08-22,1.99778
2021-08-23,33.96226
2021-08-24,31.57602
2021-08-25,34.01775
2021-08-26,35.84905
2021-08-27,28.57935
2021-08-28,3.6071
2021-08-29,1.72031
2021-08-30,28.69034
2021-08-31,34.29522
2021-09-01,32.63041
2021-09-02,32.63041
2021-09-03,29.0788
2021-09-04,4.55049
2021-09-05,3.5516
2021-09-06,29.24528
2021-09-07,31.07658
2021-09-08,34.35072
2021-09-09,36.23751
2021-09-10,33.35183
2021-09-11,4.71698
2021-09-12,1.55382
2021-09-13,36.90344
2021-09-14,33.07436
2021-09-15,32.35294
2021-09-16,32.13096
2021-09-17,29.57824
2021-09-18,4.16204
2021-09-19,1.7758
2021-09-20,2.44173
2021-09-21,4.77247
2021-09-22,6.54827
2021-09-23,38.90122
2021-09-24,31.35405
2021-09-25,4.60599
2021-09-26,2.44173
2021-09-27,31.52053
2021-09-28,42.84128
2021-09-29,51.7758
2021-09-30,36.51498
2021-10-01,43.00776
2021-10-02,6.04883
2021-10-03,3.16315
2021-10-04,12.98557
2021-10-05,52.77469
2021-10-06,56.49278
2021-10-07,45.11653
2021-10-08,39.34517
2021-10-09,4.38401
2021-10-10,3.5516
2021-10-11,10.54384
2021-10-12,44.83906
2021-10-13,38.34628
2021-10-14,35.57158
2021-10-15,33.68479
2021-10-16,5.04994
2021-10-17,3.82907
2021-10-18,34.01775
2021-10-19,33.5738
2021-10-20,36.18201
2021-10-21,40.01109
2021-10-22,37.56936
2021-10-23,5.99334
2021-10-24,3.44062
2021-10-25,32.18645
2021-10-26,32.24195
2021-10-27,36.62597
2021-10-28,35.90455
2021-10-29,38.51276
2021-10-30,5.21642
2021-10-31,4.77247
2021-11-01,32.96337
2021-11-02,37.2364
2021-11-03,41.12097
2021-11-04,39.84461
2021-11-05,34.96115
2021-11-06,4.99445
2021-11-07,2.83018
2021-11-08,38.34628
2021-11-09,33.29633
2021-11-10,42.39733
2021-11-11,41.28745
2021-11-12,38.51276
2021-11-13,6.54827
2021-11-14,2.88568
2021-11-15,35.18312
2021-11-16,37.12541
2021-11-17,40.56603
2021-11-18,86.73695
2021-11-19,34.01775
2021-11-20,6.27081
2021-11-21,2.83018
2021-11-22,38.90122
2021-11-23,39.40066
2021-11-24,37.56936
2021-11-25,36.95893
2021-11-26,40.01109
2021-11-27,7.32519
2021-11-28,4.32852
2021-11-29,43.06326
2021-11-30,56.77025
2021-12-01,46.2819
2021-12-02,43.22974
2021-12-03,41.06548
2021-12-04,6.38179
2021-12-05,2.77469
2021-12-06,38.79023
2021-12-07,39.0677
2021-12-08,39.51165
2021-12-09,37.18091
2021-12-10,38.67924
2021-12-11,6.43729
2021-12-12,3.16315
2021-12-13,38.62375
2021-12-14,37.51387
2021-12-15,34.73917
2021-12-16,37.73584
2021-12-17,36.51498
2021-12-18,6.71476
2021-12-19,2.99667
2021-12-20,44.17314
2021-12-21,43.11875
2021-12-22,38.95671
2021-12-23,35.51609
2021-12-24,35.01664
2021-12-25,4.43951
2021-12-26,3.16315
2021-12-27,34.29522
2021-12-28,37.84683
2021-12-29,38.67924
2021-12-30,36.73695
2021-12-31,55.88235
2022-01-01,3.21864
2022-01-02,2.27524
2022-01-03,94.67258
2022-01-04,31.46503
2022-01-05,47.94672
2022-01-06,44.28412
2022-01-07,38.67924
2022-01-08,6.99223
2022-01-09,5.66037
2022-01-10,44.89456
2022-01-11,44.72807
2022-01-12,42.61931
2022-01-13,37.34739
2022-01-14,37.84683
2022-01-15,6.38179
2022-01-16,3.44062
2022-01-17,35.73806
2022-01-18,35.68257
2022-01-19,39.34517
2022-01-20,36.23751
2022-01-21,41.00998
2022-01-22,8.93451
2022-01-23,3.05216
2022-01-24,46.55937
2022-01-25,60.76581
2022-01-26,52.77469
2022-01-27,70.75471
2022-01-28,55.99334
2022-01-29,10.09988
2022-01-30,3.16315
2022-01-31,4.55049
2022-02-01,6.3263
2022-02-02,8.54605
2022-02-03,51.16537
2022-02-04,42.50832
2022-02-05,7.15871
2022-02-06,3.21864
2022-02-07,39.84461
2022-02-08,38.40177
2022-02-09,34.73917
2022-02-10,39.34517
2022-02-11,35.84905
2022-02-12,6.77025
2022-02-13,3.82907
2022-02-14,42.84128
2022-02-15,40.8435
2022-02-16,40.56603
2022-02-17,39.73362
2022-02-18,38.84572
2022-02-19,7.38068
2022-02-20,3.05216
2022-02-21,36.01553
2022-02-22,41.45394
2022-02-23,38.95671
2022-02-24,46.11542
2022-02-25,40.899
2022-02-26,8.04661
2022-02-27,3.77358
2022-02-28,35.07214
2022-03-01,13.20754
2022-03-02,37.56936
2022-03-03,39.34517
2022-03-04,39.34517
2022-03-05,6.65926
2022-03-06,3.32963
2022-03-07,45.22752
2022-03-08,38.73473
2022-03-09,14.5394
2022-03-10,40.06659
2022-03-11,37.45837
2022-03-12,7.71365
2022-03-13,3.71809
2022-03-14,38.84572
2022-03-15,38.95671
2022-03-16,37.62486
2022-03-17,39.9556
2022-03-18,42.78579
2022-03-19,8.32408
2022-03-20,3.49611
2022-03-21,33.96226
2022-03-22,36.01553
2022-03-23,34.73917
2022-03-24,35.4051
2022-03-25,35.62708
2022-03-26,5.4384
2022-03-27,2.83018
2022-03-28,35.73806
2022-03-29,33.07436
2022-03-30,34.85016
2022-03-31,34.5172
2022-04-01,31.63152
2022-04-02,6.15982
2022-04-03,3.16315
2022-04-04,32.13096
2022-04-05,31.96448
2022-04-06,34.85016
2022-04-07,41.28745
2022-04-08,30.52164
2022-04-09,5.54938
2022-04-10,3.32963
2022-04-11,29.68923
2022-04-12,31.13207
2022-04-13,31.7425
2022-04-14,34.29522
2022-04-15,29.74472
2022-04-16,4.32852
2022-04-17,2.10876
2022-04-18,29.46725
2022-04-19,32.57491
2022-04-20,34.96115
2022-04-21,36.73695
2022-04-22,34.79467
2022-04-23,7.38068
2022-04-24,3.66259
2022-04-25,37.95782
2022-04-26,35.4051
2022-04-27,38.1798
2022-04-28,36.45948
2022-04-29,32.51942
2022-04-30,5.71587
2022-05-01,2.94117
2022-05-02,32.13096
2022-05-03,30.13318
2022-05-04,27.35849
2022-05-05,7.93562
2022-05-06,32.35294
2022-05-07,5.82685
2022-05-08,2.6637
2022-05-09,32.63041
2022-05-10,40.73251
2022-05-11,35.34961
2022-05-12,43.6182
2022-05-13,34.18423
2022-05-14,7.2697
2022-05-15,2.99667
2022-05-16,33.40732
2022-05-17,34.35072
2022-05-18,34.35072
2022-05-19,37.84683
2022-05-20,33.85127
2022-05-21,6.10432
2022-05-22,2.77469
2022-05-23,32.51942
2022-05-24,39.0677
2022-05-25,33.74028
2022-05-26,32.6859
2022-05-27,34.35072
2022-05-28,5.16093
2022-05-29,2.94117
2022-05-30,31.57602
2022-05-31,31.52053
2022-06-01,15.64927
2022-06-02,31.29855
2022-06-03,30.41065
2022-06-04,5.66037
2022-06-05,2.99667
2022-06-06,6.99223
2022-06-07,40.67702
2022-06-08,36.51498
2022-06-09,31.63152
2022-06-10,36.3485
2022-06-11,6.15982
2022-06-12,2.55271
2022-06-13,60.48834
2022-06-14,52.7192
2022-06-15,49.22308
2022-06-16,50.8879
2022-06-17,49.50055
2022-06-18,8.26859
2022-06-19,3.32963
2022-06-20,47.50277
2022-06-21,43.89567
2022-06-22,54.05105
2022-06-23,59.9334
2022-06-24,54.27302
2022-06-25,9.15649
2022-06-26,2.94117
2022-06-27,49.83351
2022-06-28,45.72697
2022-06-29,47.94672
2022-06-30,45.72697
2022-07-01,50.38845
2022-07-02,8.21309
2022-07-03,2.99667
2022-07-04,44.17314
2022-07-05,44.78357
2022-07-06,47.89123
2022-07-07,40.95449
2022-07-08,37.45837
2022-07-09,7.15871
2022-07-10,3.10765
2022-07-11,40.17758
2022-07-12,42.34184
2022-07-13,40.34406
2022-07-14,38.56825
2022-07-15,39.17869
2022-07-16,6.21531
2022-07-17,3.16315
2022-07-18,37.18091
2022-07-19,40.06659
2022-07-20,39.62264
2022-07-21,39.40066
2022-07-22,38.1243
2022-07-23,6.71476
2022-07-24,2.99667
2022-07-25,34.29522
2022-07-26,35.34961
2022-07-27,36.01553
2022-07-28,41.28745
2022-07-29,35.62708
2022-07-30,6.60377
2022-07-31,2.99667
2022-08-01,36.62597
2022-08-02,38.01331
2022-08-03,39.90011
2022-08-04,38.73473
2022-08-05,38.29078
2022-08-06,7.2142
2022-08-07,2.55271
2022-08-08,33.51831
2022-08-09,39.62264
2022-08-10,39.9556
2022-08-11,39.84461
2022-08-12,38.45726
2022-08-13,7.2697
2022-08-14,3.71809
2022-08-15,10.15538
2022-08-16,40.23307
2022-08-17,41.95338
2022-08-18,39.12319
2022-08-19,36.01553
2022-08-20,5.49389
2022-08-21,2.44173
2022-08-22,37.51387
2022-08-23,37.84683
2022-08-24,38.1243
2022-08-25,38.40177
2022-08-26,39.67813
2022-08-27,8.99001
2022-08-28,3.10765
2022-08-29,46.3374
2022-08-30,41.23196
2022-08-31,40.45504
2022-09-01,45.22752
2022-09-02,39.56714
2022-09-03,7.38068
2022-09-04,2.21975
2022-09-05,34.4617
2022-09-06,35.01664
2022-09-07,39.40066
2022-09-08,35.90455
2022-09-09,9.9889
2022-09-10,6.10432
2022-09-11,3.6071
2022-09-12,8.93451
2022-09-13,49.9445
2022-09-14,57.82463
2022-09-15,45.17203
2022-09-16,38.51276
2022-09-17,7.10321
2022-09-18,2.33074
2022-09-19,41.7314
2022-09-20,43.5627
2022-09-21,37.73584
2022-09-22,41.34295
2022-09-23,39.28967
2022-09-24,7.88013
2022-09-25,2.7192
2022-09-26,51.22086
2022-09-27,47.16981
2022-09-28,54.495
2022-09-29,46.83684
2022-09-30,43.6182
2022-10-01,8.21309
2022-10-02,2.60821
2022-10-03,10.48834
2022-10-04,40.39955
2022-10-05,40.67702
2022-10-06,39.0122
2022-10-07,36.293
2022-10-08,7.04772
2022-10-09,2.38623
2022-10-10,9.82241
2022-10-11,38.62375
2022-10-12,36.3485
2022-10-13,38.29078
2022-10-14,41.45394
2022-10-15,8.26859
2022-10-16,3.6071
2022-10-17,37.01442
2022-10-18,40.17758
2022-10-19,38.29078
2022-10-20,38.56825
2022-10-21,31.68701
2022-10-22,7.15871
2022-10-23,2.6637
2022-10-24,31.29855
2022-10-25,38.40177
2022-10-26,34.12874
2022-10-27,34.07325
2022-10-28,36.18201
2022-10-29,6.49278
2022-10-30,2.55271
2022-10-31,27.02552
2022-11-01,34.85016
2022-11-02,36.68146
2022-11-03,41.12097
2022-11-04,34.57269
2022-11-05,5.93784
2022-11-06,2.6637
2022-11-07,31.85349
2022-11-08,35.12763
2022-11-09,39.62264
2022-11-10,38.67924
2022-11-11,49.38956
2022-11-12,8.93451
2022-11-13,3.5516
2022-11-14,33.68479
2022-11-15,40.67702
2022-11-16,37.79134
2022-11-17,68.70144
2022-11-18,32.6859
2022-11-19,6.71476
2022-11-20,1.99778
2022-11-21,32.79689
2022-11-22,31.96448
2022-11-23,29.85571
2022-11-24,28.46836
2022-11-25,29.24528
2022-11-26,5.82685
2022-11-27,1.49833
2022-11-28,29.46725
2022-11-29,30.63263
2022-11-30,29.30077
2022-12-01,31.68701
2022-12-02,29.41176
2022-12-03,7.15871
2022-12-04,2.21975
2022-12-05,24.75027
2022-12-06,29.85571
2022-12-07,26.91453
2022-12-08,25.97114
2022-12-09,28.85682
2022-12-10,5.3829
2022-12-11,2.16426
2022-12-12,24.86126
2022-12-13,28.19089
2022-12-14,25.02774
2022-12-15,31.18756
2022-12-16,28.02441
2022-12-17,6.49278
2022-12-18,2.88568
2022-12-19,23.91786
2022-12-20,26.63706
2022-12-21,25.63817
2022-12-22,26.47058
2022-12-23,30.41065
2022-12-24,4.71698
2022-12-25,1.38734
2022-12-26,22.91897
2022-12-27,23.5849
2022-12-28,28.91231
2022-12-29,26.63706
2022-12-30,61.09877
2022-12-31,4.38401
2023-01-01,1.94228
2023-01-02,46.11542
2023-01-03,25.74916
2023-01-04,29.35627
2023-01-05,29.13429
2023-01-06,30.68812
2023-01-07,6.27081
2023-01-08,2.77469
2023-01-09,28.91231
2023-01-10,29.80022
2023-01-11,27.08102
2023-01-12,28.35738
2023-01-13,27.46947
2023-01-14,6.93673
2023-01-15,2.83018
2023-01-16,22.53052
2023-01-17,26.41509
2023-01-18,24.4728
2023-01-19,25.47169
2023-01-20,23.5849
2023-01-21,3.99556
2023-01-22,2.10876
2023-01-23,4.66148
2023-01-24,8.82352
2023-01-25,27.58046
2023-01-26,33.79578
2023-01-27,34.68368
2023-01-28,8.99001
2023-01-29,3.05216
2023-01-30,33.07436
2023-01-31,31.52053
2023-02-01,31.52053
2023-02-02,36.23751
2023-02-03,34.4617
2023-02-04,6.27081
2023-02-05,1.60932
2023-02-06,30.02219
2023-02-07,32.85238
2023-02-08,33.24084
2023-02-09,33.79578
2023-02-10,32.74139
2023-02-11,5.66037
2023-02-12,1.83129
2023-02-13,28.46836
2023-02-14,28.69034
2023-02-15,32.29744
2023-02-16,31.7425
2023-02-17,32.29744
2023-02-18,7.10321
2023-02-19,1.99778
2023-02-20,28.74583
2023-02-21,28.24639
2023-02-22,30.74361
2023-02-23,32.18645
2023-02-24,29.0233
2023-02-25,6.04883
2023-02-26,1.55382
2023-02-27,26.63706
2023-02-28,27.80244
2023-03-01,11.15427
2023-03-02,31.02108
2023-03-03,28.41287
2023-03-04,4.82796
2023-03-05,1.94228
2023-03-06,26.13762
2023-03-07,27.2475
2023-03-08,32.24195
2023-03-09,32.01997
2023-03-10,31.7425
2023-03-11,5.66037
2023-03-12,2.21975
2023-03-13,36.23751
2023-03-14,47.89123
2023-03-15,35.01664
2023-03-16,38.29078
2023-03-17,30.68812
2023-03-18,7.2142
2023-03-19,3.05216
2023-03-20,28.24639
2023-03-21,28.91231
2023-03-22,33.40732
2023-03-23,39.0677
2023-03-24,34.73917
2023-03-25,7.43618
2023-03-26,2.10876
2023-03-27,28.74583
2023-03-28,28.35738
2023-03-29,28.07991
2023-03-30,31.90899
2023-03-31,27.96892
2023-04-01,6.88124
2023-04-02,2.33074
2023-04-03,31.13207
2023-04-04,34.96115
2023-04-05,33.01886
2023-04-06,39.0677
2023-04-07,31.96448
2023-04-08,5.88235
2023-04-09,2.10876
2023-04-10,36.51498
2023-04-11,39.9556
2023-04-12,43.50721
2023-04-13,37.34739
2023-04-14,35.62708
2023-04-15,6.21531
2023-04-16,1.94228
2023-04-17,32.90788
2023-04-18,40.39955
2023-04-19,38.79023
2023-04-20,41.12097
2023-04-21,40.51054
2023-04-22,7.93562
2023-04-23,2.27524
2023-04-24,33.85127
2023-04-25,43.84017
2023-04-26,42.34184
2023-04-27,38.84572
2023-04-28,36.293
2023-04-29,6.82574
2023-04-30,2.21975
2023-05-01,26.80355
2023-05-02,34.5172
2023-05-03,35.46059
2023-05-04,34.73917
2023-05-05,10.26637
2023-05-06,5.32741
2023-05-07,2.49722
2023-05-08,29.9667
2023-05-09,36.18201
2023-05-10,31.07658
2023-05-11,33.46281
2023-05-12,31.24306
2023-05-13,5.66037
2023-05-14,2.38623
2023-05-15,29.18978
2023-05-16,34.07325
2023-05-17,32.96337
2023-05-18,32.74139
2023-05-19,34.07325
2023-05-20,6.43729
2023-05-21,2.49722
2023-05-22,31.40954
2023-05-23,31.52053
2023-05-24,31.02108
2023-05-25,34.62819
2023-05-26,33.35183
2023-05-27,6.43729
2023-05-28,1.99778
2023-05-29,11.87569
