date,삼성디스플레이주가
2021-07-12,4.03861
2021-07-13,5.12214
2021-07-14,4.45232
2021-07-15,6.56028
2021-07-16,8.45153
2021-07-17,3.54609
2021-07-18,3.38849
2021-07-19,3.8416
2021-07-20,4.19621
2021-07-21,5.29944
2021-07-22,5.91016
2021-07-23,4.25531
2021-07-24,8.45153
2021-07-25,5.00394
2021-07-26,5.27974
2021-07-27,4.35382
2021-07-28,4.03861
2021-07-29,4.49172
2021-07-30,5.83136
2021-07-31,7.2695
2021-08-01,5.27974
2021-08-02,5.14184
2021-08-03,4.01891
2021-08-04,4.41292
2021-08-05,5.39795
2021-08-06,8.72734
2021-08-07,6.61938
2021-08-08,6.38297
2021-08-09,7.60441
2021-08-10,7.89992
2021-08-11,9.37746
2021-08-12,10.9535
2021-08-13,8.60914
2021-08-14,5.37825
2021-08-15,8.25453
2021-08-16,19.72025
2021-08-17,15.40583
2021-08-18,13.37667
2021-08-19,7.07249
2021-08-20,5.73286
2021-08-21,3.6643
2021-08-22,4.80693
2021-08-23,8.80614
2021-08-24,12.74625
2021-08-25,12.33254
2021-08-26,10.22458
2021-08-27,10.48069
2021-08-28,7.52561
2021-08-29,12.01733
2021-08-30,17.71079
2021-08-31,23.83766
2021-09-01,16.41055
2021-09-02,12.58865
2021-09-03,11.22931
2021-09-04,10.50039
2021-09-05,8.88494
2021-09-06,10.02758
2021-09-07,8.17572
2021-09-08,6.16627
2021-09-09,5.49645
2021-09-10,3.881
2021-09-11,2.65957
2021-09-12,2.87628
2021-09-13,3.6052
2021-09-14,4.55082
2021-09-15,9.79117
2021-09-16,14.14499
2021-09-17,6.56028
2021-09-18,4.21591
2021-09-19,3.25059
2021-09-20,2.87628
2021-09-21,2.89598
2021-09-22,3.44759
2021-09-23,4.96453
2021-09-24,4.53112
2021-09-25,4.21591
2021-09-26,3.09298
2021-09-27,3.99921
2021-09-28,6.00866
2021-09-29,3.7628
2021-09-30,3.7037
2021-10-01,2.65957
2021-10-02,1.81245
2021-10-03,2.48226
2021-10-04,2.89598
2021-10-05,3.01418
2021-10-06,6.65878
2021-10-07,4.60992
2021-10-08,6.06776
2021-10-09,2.44286
2021-10-10,1.97005
2021-10-11,2.71867
2021-10-12,3.9007
2021-10-13,4.47202
2021-10-14,4.27501
2021-10-15,4.66903
2021-10-16,1.73364
2021-10-17,11.28841
2021-10-18,5.73286
2021-10-19,14.24349
2021-10-20,5.43735
2021-10-21,3.05358
2021-10-22,2.20646
2021-10-23,1.41843
2021-10-24,3.5855
2021-10-25,3.44759
2021-10-26,3.36879
2021-10-27,2.69897
2021-10-28,5.00394
2021-10-29,2.65957
2021-10-30,2.34436
2021-10-31,2.12765
2021-11-01,4.88573
2021-11-02,2.89598
2021-11-03,4.35382
2021-11-04,5.43735
2021-11-05,2.95508
2021-11-06,1.43814
2021-11-07,1.53664
2021-11-08,1.91095
2021-11-09,2.85657
2021-11-10,2.16706
2021-11-11,2.36406
2021-11-12,1.97005
2021-11-13,1.55634
2021-11-14,1.65484
2021-11-15,2.52167
2021-11-16,2.42316
2021-11-17,3.8022
2021-11-18,4.41292
2021-11-19,3.23089
2021-11-20,2.95508
2021-11-21,5.57525
2021-11-22,5.37825
2021-11-23,8.19542
2021-11-24,7.2695
2021-11-25,5.87076
2021-11-26,2.14736
2021-11-27,3.8022
2021-11-28,3.94011
2021-11-29,3.42789
2021-11-30,5.63435
2021-12-01,7.3483
2021-12-02,5.14184
2021-12-03,3.50669
2021-12-04,4.03861
2021-12-05,3.54609
2021-12-06,4.88573
2021-12-07,5.61465
2021-12-08,5.00394
2021-12-09,6.48148
2021-12-10,4.80693
2021-12-11,3.05358
2021-12-12,2.28526
2021-12-13,6.48148
2021-12-14,7.368
2021-12-15,5.37825
2021-12-16,7.3286
2021-12-17,4.25531
2021-12-18,5.43735
2021-12-19,5.89046
2021-12-20,6.71788
2021-12-21,6.46178
2021-12-22,5.85106
2021-12-23,6.44208
2021-12-24,5.20094
2021-12-25,2.91568
2021-12-26,3.15208
2021-12-27,3.32939
2021-12-28,5.73286
2021-12-29,3.7628
2021-12-30,4.86603
2021-12-31,3.19148
2022-01-01,2.46256
2022-01-02,3.13238
2022-01-03,3.7628
2022-01-04,4.64933
2022-01-05,17.51379
2022-01-06,8.86524
2022-01-07,5.85106
2022-01-08,3.27029
2022-01-09,4.17651
2022-01-10,5.10244
2022-01-11,4.74783
2022-01-12,4.76753
2022-01-13,6.71788
2022-01-14,2.93538
2022-01-15,2.50197
2022-01-16,2.56107
2022-01-17,2.93538
2022-01-18,3.6249
2022-01-19,3.01418
2022-01-20,4.23561
2022-01-21,3.07328
2022-01-22,2.52167
2022-01-23,2.20646
2022-01-24,2.62017
2022-01-25,4.25531
2022-01-26,3.6249
2022-01-27,6.32387
2022-01-28,3.54609
2022-01-29,1.93065
2022-01-30,1.79275
2022-01-31,1.81245
2022-02-01,1.95035
2022-02-02,2.71867
2022-02-03,4.25531
2022-02-04,3.03388
2022-02-05,1.69424
2022-02-06,3.50669
2022-02-07,3.40819
2022-02-08,2.12765
2022-02-09,2.14736
2022-02-10,2.40346
2022-02-11,2.14736
2022-02-12,1.16233
2022-02-13,0.90622
2022-02-14,1.45784
2022-02-15,1.06382
2022-02-16,2.40346
2022-02-17,2.22616
2022-02-18,1.75334
2022-02-19,0.92592
2022-02-20,1.18203
2022-02-21,1.26083
2022-02-22,1.75334
2022-02-23,4.80693
2022-02-24,2.44286
2022-02-25,2.69897
2022-02-26,1.51694
2022-02-27,1.08353
2022-02-28,2.16706
2022-03-01,1.69424
2022-03-02,2.34436
2022-03-03,1.47754
2022-03-04,2.04885
2022-03-05,1.18203
2022-03-06,1.12293
2022-03-07,1.49724
2022-03-08,1.39873
2022-03-09,0.90622
2022-03-10,1.12293
2022-03-11,1.31993
2022-03-12,1.08353
2022-03-13,0.70921
2022-03-14,1.89125
2022-03-15,1.47754
2022-03-16,1.28053
2022-03-17,1.26083
2022-03-18,1.89125
2022-03-19,0.98502
2022-03-20,0.90622
2022-03-21,2.16706
2022-03-22,2.24586
2022-03-23,2.99448
2022-03-24,1.95035
2022-03-25,1.98975
2022-03-26,1.45784
2022-03-27,1.33963
2022-03-28,2.00945
2022-03-29,1.26083
2022-03-30,1.77304
2022-03-31,2.20646
2022-04-01,0.96532
2022-04-02,0.65011
2022-04-03,0.92592
2022-04-04,1.91095
2022-04-05,1.22143
2022-04-06,1.69424
2022-04-07,1.75334
2022-04-08,1.39873
2022-04-09,0.51221
2022-04-10,0.78802
2022-04-11,0.94562
2022-04-12,1.06382
2022-04-13,1.97005
2022-04-14,1.53664
2022-04-15,1.35933
2022-04-16,2.06855
2022-04-17,1.51694
2022-04-18,2.34436
2022-04-19,2.14736
2022-04-20,8.15602
2022-04-21,7.368
2022-04-22,4.15681
2022-04-23,1.95035
2022-04-24,2.06855
2022-04-25,1.98975
2022-04-26,1.98975
2022-04-27,3.25059
2022-04-28,3.09298
2022-04-29,2.26556
2022-04-30,1.35933
2022-05-01,1.10323
2022-05-02,1.30023
2022-05-03,1.69424
2022-05-04,1.51694
2022-05-05,1.33963
2022-05-06,1.20173
2022-05-07,0.88652
2022-05-08,1.20173
2022-05-09,1.51694
2022-05-10,1.95035
2022-05-11,1.28053
2022-05-12,1.43814
2022-05-13,1.06382
2022-05-14,1.24113
2022-05-15,0.88652
2022-05-16,0.90622
2022-05-17,0.94562
2022-05-18,1.31993
2022-05-19,1.71394
2022-05-20,1.63514
2022-05-21,1.37903
2022-05-22,1.65484
2022-05-23,2.30496
2022-05-24,1.71394
2022-05-25,1.31993
2022-05-26,1.31993
2022-05-27,1.30023
2022-05-28,0.70921
2022-05-29,0.53191
2022-05-30,3.21118
2022-05-31,1.35933
2022-06-01,1.79275
2022-06-02,1.71394
2022-06-03,0.94562
2022-06-04,2.06855
2022-06-05,0.92592
2022-06-06,1.00472
2022-06-07,1.89125
2022-06-08,1.47754
2022-06-09,1.22143
2022-06-10,0.92592
2022-06-11,0.57131
2022-06-12,0.59101
2022-06-13,1.12293
2022-06-14,1.47754
2022-06-15,1.30023
2022-06-16,1.24113
2022-06-17,1.24113
2022-06-18,1.00472
2022-06-19,1.59574
2022-06-20,4.60992
2022-06-21,2.38376
2022-06-22,1.79275
2022-06-23,2.56107
2022-06-24,2.08825
2022-06-25,0.94562
2022-06-26,0.70921
2022-06-27,1.10323
2022-06-28,1.18203
2022-06-29,2.63987
2022-06-30,2.02915
2022-07-01,1.20173
2022-07-02,0.70921
2022-07-03,0.72892
2022-07-04,1.12293
2022-07-05,0.92592
2022-07-06,0.82742
2022-07-07,0.92592
2022-07-08,0.61071
2022-07-09,0.45311
2022-07-10,0.37431
2022-07-11,0.90622
2022-07-12,1.06382
2022-07-13,1.24113
2022-07-14,0.70921
2022-07-15,0.88652
2022-07-16,0.3546
2022-07-17,0.2561
2022-07-18,1.04412
2022-07-19,0.84712
2022-07-20,0.49251
2022-07-21,1.26083
2022-07-22,0.90622
2022-07-23,0.47281
2022-07-24,0.43341
2022-07-25,0.66981
2022-07-26,0.51221
2022-07-27,1.04412
2022-07-28,0.47281
2022-07-29,0.68951
2022-07-30,0.37431
2022-07-31,0.70921
2022-08-01,1.10323
2022-08-02,1.16233
2022-08-03,1.63514
2022-08-04,1.20173
2022-08-05,0.76832
2022-08-06,0.61071
2022-08-07,0.3349
2022-08-08,0.51221
2022-08-09,0.92592
2022-08-10,1.20173
2022-08-11,1.39873
2022-08-12,0.94562
2022-08-13,1.02442
2022-08-14,0.72892
2022-08-15,1.04412
2022-08-16,1.53664
2022-08-17,1.37903
2022-08-18,1.08353
2022-08-19,1.37903
2022-08-20,1.00472
2022-08-21,0.66981
2022-08-22,0.84712
2022-08-23,1.14263
2022-08-24,1.75334
2022-08-25,1.41843
2022-08-26,1.73364
2022-08-27,0.53191
2022-08-28,0.88652
2022-08-29,1.10323
2022-08-30,2.62017
2022-08-31,2.93538
2022-09-01,3.19148
2022-09-02,2.83687
2022-09-03,1.31993
2022-09-04,1.47754
2022-09-05,1.37903
2022-09-06,2.16706
2022-09-07,1.67454
2022-09-08,1.81245
2022-09-09,0.82742
2022-09-10,1.55634
2022-09-11,1.75334
2022-09-12,2.02915
2022-09-13,5.73286
2022-09-14,4.33412
2022-09-15,2.22616
2022-09-16,1.77304
2022-09-17,1.33963
2022-09-18,1.75334
2022-09-19,2.38376
2022-09-20,2.14736
2022-09-21,3.46729
2022-09-22,1.67454
2022-09-23,1.20173
2022-09-24,0.59101
2022-09-25,0.65011
2022-09-26,1.24113
2022-09-27,1.98975
2022-09-28,3.6446
2022-09-29,1.79275
2022-09-30,1.71394
2022-10-01,1.30023
2022-10-02,1.28053
2022-10-03,1.12293
2022-10-04,1.28053
2022-10-05,1.45784
2022-10-06,1.59574
2022-10-07,1.65484
2022-10-08,0.65011
2022-10-09,0.65011
2022-10-10,0.88652
2022-10-11,1.22143
2022-10-12,1.16233
2022-10-13,1.39873
2022-10-14,1.35933
2022-10-15,1.26083
2022-10-16,0.51221
2022-10-17,1.10323
2022-10-18,1.16233
2022-10-19,1.49724
2022-10-20,2.20646
2022-10-21,2.65957
2022-10-22,1.10323
2022-10-23,2.67927
2022-10-24,1.49724
2022-10-25,2.04885
2022-10-26,1.89125
2022-10-27,2.75807
2022-10-28,2.24586
2022-10-29,1.04412
2022-10-30,1.18203
2022-10-31,2.26556
2022-11-01,2.69897
2022-11-02,1.73364
2022-11-03,1.26083
2022-11-04,1.57604
2022-11-05,0.92592
2022-11-06,0.70921
2022-11-07,1.65484
2022-11-08,2.28526
2022-11-09,1.87155
2022-11-10,1.16233
2022-11-11,1.95035
2022-11-12,0.74862
2022-11-13,0.82742
2022-11-14,1.57604
2022-11-15,1.57604
2022-11-16,1.35933
2022-11-17,1.04412
2022-11-18,0.96532
2022-11-19,0.55161
2022-11-20,0.3349
2022-11-21,0.61071
2022-11-22,0.76832
2022-11-23,1.26083
2022-11-24,1.16233
2022-11-25,1.02442
2022-11-26,0.72892
2022-11-27,0.76832
2022-11-28,0.90622
2022-11-29,0.43341
2022-11-30,1.24113
2022-12-01,3.9007
2022-12-02,0.66981
2022-12-03,0.2364
2022-12-04,0.2758
2022-12-05,0.78802
2022-12-06,0.98502
2022-12-07,0.72892
2022-12-08,0.65011
2022-12-09,0.65011
2022-12-10,0.43341
2022-12-11,0.37431
2022-12-12,0.53191
2022-12-13,0.70921
2022-12-14,0.59101
2022-12-15,0.47281
2022-12-16,0.2364
2022-12-17,0.2758
2022-12-18,0.2364
2022-12-19,0.51221
2022-12-20,0.3546
2022-12-21,0.88652
2022-12-22,0.53191
2022-12-23,0.61071
2022-12-24,0.47281
2022-12-25,0.53191
2022-12-26,0.63041
2022-12-27,0.86682
2022-12-28,1.22143
2022-12-29,0.82742
2022-12-30,0.61071
2022-12-31,0.66981
2023-01-01,0.92592
2023-01-02,2.48226
2023-01-03,4.07801
2023-01-04,1.73364
2023-01-05,1.06382
2023-01-06,1.75334
2023-01-07,0.59101
2023-01-08,0.98502
2023-01-09,1.28053
2023-01-10,1.00472
2023-01-11,3.8613
2023-01-12,7.54531
2023-01-13,4.96453
2023-01-14,1.41843
2023-01-15,1.08353
2023-01-16,1.45784
2023-01-17,1.26083
2023-01-18,1.37903
2023-01-19,1.97005
2023-01-20,1.85185
2023-01-21,0.96532
2023-01-22,0.76832
2023-01-23,1.30023
2023-01-24,1.53664
2023-01-25,1.63514
2023-01-26,1.57604
2023-01-27,2.60047
2023-01-28,1.06382
2023-01-29,0.98502
2023-01-30,1.10323
2023-01-31,5.18124
2023-02-01,3.38849
2023-02-02,1.28053
2023-02-03,1.75334
2023-02-04,1.33963
2023-02-05,0.90622
2023-02-06,2.04885
2023-02-07,4.29472
2023-02-08,5.47675
2023-02-09,2.73837
2023-02-10,2.04885
2023-02-11,1.00472
2023-02-12,1.16233
2023-02-13,0.92592
2023-02-14,5.41765
2023-02-15,11.64302
2023-02-16,4.70843
2023-02-17,4.25531
2023-02-18,2.14736
2023-02-19,1.89125
2023-02-20,3.54609
2023-02-21,6.30417
2023-02-22,3.8416
2023-02-23,3.05358
2023-02-24,2.75807
2023-02-25,2.00945
2023-02-26,1.55634
2023-02-27,2.56107
2023-02-28,2.08825
2023-03-01,1.45784
2023-03-02,2.22616
2023-03-03,2.46256
2023-03-04,1.33963
2023-03-05,3.9007
2023-03-06,6.40267
2023-03-07,8.76674
2023-03-08,11.56422
2023-03-09,6.75728
2023-03-10,3.07328
2023-03-11,2.58077
2023-03-12,1.45784
2023-03-13,2.10795
2023-03-14,2.18676
2023-03-15,3.11268
2023-03-16,2.24586
2023-03-17,1.97005
2023-03-18,0.96532
2023-03-19,2.75807
2023-03-20,3.6052
2023-03-21,3.56579
2023-03-22,12.74625
2023-03-23,9.94877
2023-03-24,8.96375
2023-03-25,6.87549
2023-03-26,10.00788
2023-03-27,9.33806
2023-03-28,25.63041
2023-03-29,19.95665
2023-03-30,11.07171
2023-03-31,7.58471
2023-04-01,6.61938
2023-04-02,5.33884
2023-04-03,8.76674
2023-04-04,51.16233
2023-04-05,63.33727
2023-04-06,23.22695
2023-04-07,13.04176
2023-04-08,5.29944
2023-04-09,5.20094
2023-04-10,69.32624
2023-04-11,30.08274
2023-04-12,17.84869
2023-04-13,9.61386
2023-04-14,6.91489
2023-04-15,3.99921
2023-04-16,3.7037
2023-04-17,7.368
2023-04-18,7.3877
2023-04-19,6.97399
2023-04-20,5.91016
2023-04-21,5.18124
2023-04-22,2.40346
2023-04-23,3.05358
2023-04-24,7.88022
2023-04-25,6.18597
2023-04-26,7.4074
2023-04-27,21.90701
2023-04-28,6.08747
2023-04-29,16.50906
2023-04-30,6.04806
2023-05-01,3.7628
2023-05-02,19.81875
2023-05-03,16.05594
2023-05-04,4.13711
2023-05-05,2.16706
2023-05-06,5.37825
2023-05-07,2.32466
2023-05-08,5.33884
2023-05-09,3.9007
2023-05-10,5.69345
2023-05-11,6.20567
2023-05-12,2.93538
2023-05-13,1.43814
2023-05-14,3.07328
2023-05-15,3.42789
2023-05-16,5.18124
2023-05-17,5.55555
2023-05-18,28.05358
2023-05-19,16.27265
2023-05-20,9.85027
2023-05-21,4.82663
2023-05-22,10.46099
2023-05-23,6.50118
2023-05-24,3.9204
2023-05-25,7.54531
2023-05-26,4.27501
2023-05-27,1.87155
2023-05-28,2.22616
