date,오늘의상한가
2020-11-16,63.91261
2020-11-17,68.26216
2020-11-18,68.42105
2020-11-19,66.81231
2020-11-20,62.5422
2020-11-21,8.42105
2020-11-22,5.10427
2020-11-23,68.26216
2020-11-24,68.57994
2020-11-25,66.09731
2020-11-26,65.97815
2020-11-27,54.33962
2020-11-28,7.20953
2020-11-29,5.06454
2020-11-30,59.60278
2020-12-01,61.19165
2020-12-02,63.4558
2020-12-03,58.21251
2020-12-04,58.55014
2020-12-05,7.90466
2020-12-06,5.12413
2020-12-07,60.89374
2020-12-08,76.7428
2020-12-09,62.14498
2020-12-10,55.27308
2020-12-11,53.10824
2020-12-12,6.9712
2020-12-13,4.92552
2020-12-14,64.64746
2020-12-15,57.61668
2020-12-16,59.22542
2020-12-17,54.61767
2020-12-18,60.99304
2020-12-19,11.36047
2020-12-20,7.0705
2020-12-21,70.00993
2020-12-22,77.23932
2020-12-23,78.84806
2020-12-24,68.26216
2020-12-25,9.47368
2020-12-26,5.28301
2020-12-27,4.94538
2020-12-28,58.49056
2020-12-29,60.97318
2020-12-30,62.62164
2020-12-31,11.142
2021-01-01,4.54816
2021-01-02,3.33664
2021-01-03,4.46871
2021-01-04,72.43296
2021-01-05,75.05461
2021-01-06,78.31181
2021-01-07,88.22244
2021-01-08,75.80933
2021-01-09,10.46673
2021-01-10,7.60675
2021-01-11,66.89175
2021-01-12,70.38728
2021-01-13,76.80238
2021-01-14,77.47765
2021-01-15,73.84309
2021-01-16,10.42701
2021-01-17,6.53426
2021-01-18,80.39721
2021-01-19,84.38927
2021-01-20,80.03972
2021-01-21,83.79344
2021-01-22,74.0417
2021-01-23,12.23435
2021-01-24,7.0705
2021-01-25,81.33068
2021-01-26,84.60774
2021-01-27,80.25819
2021-01-28,80.77457
2021-01-29,73.74379
2021-01-30,10.04965
2021-01-31,6.21648
2021-02-01,69.63257
2021-02-02,78.74875
2021-02-03,74.10129
2021-02-04,68.81827
2021-02-05,54.02184
2021-02-06,9.23535
2021-02-07,7.03078
2021-02-08,60.69513
2021-02-09,62.5422
2021-02-10,53.9424
2021-02-11,7.92452
2021-02-12,4.28997
2021-02-13,3.3565
2021-02-14,4.58788
2021-02-15,73.20754
2021-02-16,77.08043
2021-02-17,85.42204
2021-02-18,84.01191
2021-02-19,63.69414
2021-02-20,8.85799
2021-02-21,5.71996
2021-02-22,71.73783
2021-02-23,70.2284
2021-02-24,74.02184
2021-02-25,70.50645
2021-02-26,59.82125
2021-02-27,9.4141
2021-02-28,5.4419
2021-03-01,5.64051
2021-03-02,62.74081
2021-03-03,62.24428
2021-03-04,60.01986
2021-03-05,52.39324
2021-03-06,7.64647
2021-03-07,5.32274
2021-03-08,57.67626
2021-03-09,62.66137
2021-03-10,60.41708
2021-03-11,58.25223
2021-03-12,60.85402
2021-03-13,9.71201
2021-03-14,5.93843
2021-03-15,57.91459
2021-03-16,61.17179
2021-03-17,59.70208
2021-03-18,64.54816
2021-03-19,57.99404
2021-03-20,7.22939
2021-03-21,4.82621
2021-03-22,53.42601
2021-03-23,55.15392
2021-03-24,54.12115
2021-03-25,50.74478
2021-03-26,46.85203
2021-03-27,7.56703
2021-03-28,5.56107
2021-03-29,54.20059
2021-03-30,53.16782
2021-03-31,50.62562
2021-04-01,53.18768
2021-04-02,48.99702
2021-04-03,7.92452
2021-04-04,5.32274
2021-04-05,50.92353
2021-04-06,54.2999
2021-04-07,55.31281
2021-04-08,60.71499
2021-04-09,49.53326
2021-04-10,8.16285
2021-04-11,6.05759
2021-04-12,60.49652
2021-04-13,60.43694
2021-04-14,67.01092
2021-04-15,64.6276
2021-04-16,58.27209
2021-04-17,8.81827
2021-04-18,5.58093
2021-04-19,60.35749
2021-04-20,65.85898
2021-04-21,70.28798
2021-04-22,65.00496
2021-04-23,57.95431
2021-04-24,9.27507
2021-04-25,6.45481
2021-04-26,61.88679
2021-04-27,60.29791
2021-04-28,57.59682
2021-04-29,56.76266
2021-04-30,51.91658
2021-05-01,7.72591
2021-05-02,4.72691
2021-05-03,56.42502
2021-05-04,53.56504
2021-05-05,8.2423
2021-05-06,56.04766
2021-05-07,56.78252
2021-05-08,7.92452
2021-05-09,5.36246
2021-05-10,64.94538
2021-05-11,65.93843
2021-05-12,59.24528
2021-05-13,59.30486
2021-05-14,50.44687
2021-05-15,6.57398
2021-05-16,4.42899
2021-05-17,55.31281
2021-05-18,49.77159
2021-05-19,7.22939
2021-05-20,51.87686
2021-05-21,50.54617
2021-05-22,6.43495
2021-05-23,4.03177
2021-05-24,52.81032
2021-05-25,53.40615
2021-05-26,49.43396
2021-05-27,56.82224
2021-05-28,53.30685
2021-05-29,7.24925
2021-05-30,4.1708
2021-05-31,53.34657
2021-06-01,62.93942
2021-06-02,54.79642
2021-06-03,59.20556
2021-06-04,52.94935
2021-06-05,8.06355
2021-06-06,4.32969
2021-06-07,60.93346
2021-06-08,59.3843
2021-06-09,58.09334
2021-06-10,61.09235
2021-06-11,55.03475
2021-06-12,7.30883
2021-06-13,5.18371
2021-06-14,54.45878
2021-06-15,59.98013
2021-06-16,61.98609
2021-06-17,65.83912
2021-06-18,55.13406
2021-06-19,5.97815
2021-06-20,4.60774
2021-06-21,52.7706
2021-06-22,54.16087
2021-06-23,61.35054
2021-06-24,57.51737
2021-06-25,53.5849
2021-06-26,7.50744
2021-06-27,4.56802
2021-06-28,58.43098
2021-06-29,57.47765
2021-06-30,52.49255
2021-07-01,49.89076
2021-07-02,47.92452
2021-07-03,7.0705
2021-07-04,4.78649
2021-07-05,50.02979
2021-07-06,50.58589
2021-07-07,48.79841
2021-07-08,48.40119
2021-07-09,42.84011
2021-07-10,5.18371
2021-07-11,3.31678
2021-07-12,42.82025
2021-07-13,44.36941
2021-07-14,49.61271
2021-07-15,61.11221
2021-07-16,43.25719
2021-07-17,5.52135
2021-07-18,3.33664
2021-07-19,43.49553
2021-07-20,31.30089
2021-07-21,30.50645
2021-07-22,27.5273
2021-07-23,22.66137
2021-07-24,3.59483
2021-07-25,2.34359
2021-07-26,23.05858
2021-07-27,22.82025
2021-07-28,21.39026
2021-07-29,18.80834
2021-07-30,15.76961
2021-07-31,2.66137
2021-08-01,2.48262
2021-08-02,17.15988
2021-08-03,17.39821
2021-08-04,16.60377
2021-08-05,18.78848
2021-08-06,17.79543
2021-08-07,2.999
2021-08-08,2.30387
2021-08-09,16.14697
2021-08-10,17.49751
2021-08-11,15.31281
2021-08-12,15.6703
2021-08-13,12.69116
2021-08-14,2.52234
2021-08-15,1.46971
2021-08-16,1.94637
2021-08-17,16.44488
2021-08-18,13.44587
2021-08-19,14.93545
2021-08-20,12.98907
2021-08-21,1.92651
2021-08-22,1.90665
2021-08-23,14.08142
2021-08-24,14.00198
2021-08-25,14.14101
2021-08-26,12.43296
2021-08-27,9.69215
2021-08-28,1.8272
2021-08-29,1.92651
2021-08-30,13.00893
2021-08-31,12.47269
2021-09-01,13.04865
2021-09-02,13.60476
2021-09-03,11.89672
2021-09-04,2.14498
2021-09-05,1.64846
2021-09-06,12.07547
2021-09-07,13.08838
2021-09-08,11.89672
2021-09-09,12.73088
2021-09-10,9.47368
2021-09-11,2.00595
2021-09-12,1.17179
2021-09-13,11.83714
2021-09-14,10.64548
2021-09-15,10.52631
2021-09-16,9.5134
2021-09-17,9.9702
2021-09-18,1.46971
2021-09-19,1.03277
2021-09-20,0.81429
2021-09-21,0.83416
2021-09-22,1.48957
2021-09-23,12.3138
2021-09-24,9.19563
2021-09-25,1.96623
2021-09-26,1.33068
2021-09-27,11.02284
2021-09-28,13.36643
2021-09-29,14.77656
2021-09-30,13.44587
2021-10-01,13.2274
2021-10-02,2.66137
2021-10-03,1.41012
2021-10-04,2.26415
2021-10-05,16.94141
2021-10-06,16.8421
2021-10-07,15.96822
2021-10-08,11.65839
2021-10-09,2.62164
2021-10-10,1.66832
2021-10-11,1.90665
2021-10-12,13.76365
2021-10-13,13.28699
2021-10-14,13.74379
2021-10-15,13.00893
2021-10-16,2.56206
2021-10-17,1.80734
2021-10-18,12.27408
2021-10-19,12.59185
2021-10-20,13.40615
2021-10-21,14.02184
2021-10-22,12.57199
2021-10-23,2.14498
2021-10-24,1.66832
2021-10-25,10.44687
2021-10-26,13.16782
2021-10-27,11.93644
2021-10-28,11.9563
2021-10-29,10.88381
2021-10-30,2.0854
2021-10-31,1.58887
2021-11-01,11.9563
2021-11-02,14.47864
2021-11-03,13.26713
2021-11-04,13.42601
2021-11-05,12.71102
2021-11-06,2.6415
2021-11-07,1.15193
2021-11-08,14.02184
2021-11-09,13.64448
2021-11-10,12.98907
2021-11-11,18.13306
2021-11-12,16.52432
2021-11-13,3.05858
2021-11-14,2.36345
2021-11-15,15.2135
2021-11-16,15.47169
2021-11-17,15.82919
2021-11-18,14.45878
2021-11-19,11.97616
2021-11-20,2.52234
2021-11-21,2.00595
2021-11-22,12.35352
2021-11-23,12.71102
2021-11-24,11.06256
2021-11-25,11.97616
2021-11-26,10.54617
2021-11-27,2.30387
2021-11-28,1.35054
2021-11-29,13.78351
2021-11-30,15.29294
2021-12-01,12.69116
2021-12-02,12.11519
2021-12-03,11.20158
2021-12-04,2.1847
2021-12-05,1.54915
2021-12-06,10.94339
2021-12-07,13.30685
2021-12-08,12.27408
2021-12-09,12.63157
2021-12-10,11.53922
2021-12-11,2.50248
2021-12-12,2.40317
2021-12-13,13.02879
2021-12-14,12.88977
2021-12-15,12.05561
2021-12-16,12.19463
2021-12-17,11.38033
2021-12-18,2.36345
2021-12-19,1.48957
2021-12-20,14.87586
2021-12-21,15.45183
2021-12-22,14.61767
2021-12-23,16.34558
2021-12-24,12.69116
2021-12-25,2.14498
2021-12-26,1.94637
2021-12-27,14.24031
2021-12-28,14.28003
2021-12-29,13.54518
2021-12-30,12.11519
2021-12-31,2.95928
2022-01-01,1.7279
2022-01-02,1.8272
2022-01-03,13.14796
2022-01-04,15.45183
2022-01-05,16.46474
2022-01-06,16.00794
2022-01-07,12.35352
2022-01-08,2.72095
2022-01-09,2.28401
2022-01-10,17.99404
2022-01-11,16.44488
2022-01-12,19.66236
2022-01-13,14.51837
2022-01-14,13.44587
2022-01-15,2.85998
2022-01-16,2.38331
2022-01-17,14.35948
2022-01-18,13.98212
2022-01-19,14.65739
2022-01-20,14.53823
2022-01-21,12.61171
2022-01-22,3.43594
2022-01-23,1.70804
2022-01-24,16.76266
2022-01-25,18.07348
2022-01-26,14.31976
2022-01-27,19.76166
2022-01-28,14.02184
2022-01-29,1.96623
2022-01-30,1.46971
2022-01-31,1.05263
2022-02-01,1.17179
2022-02-02,0.81429
2022-02-03,18.25223
2022-02-04,12.73088
2022-02-05,2.20456
2022-02-06,1.33068
2022-02-07,12.96921
2022-02-08,12.51241
2022-02-09,13.50546
2022-02-10,11.32075
2022-02-11,11.28103
2022-02-12,2.0854
2022-02-13,1.70804
2022-02-14,13.24726
2022-02-15,14.22045
2022-02-16,14.47864
2022-02-17,13.74379
2022-02-18,10.56603
2022-02-19,2.10526
2022-02-20,1.41012
2022-02-21,12.90963
2022-02-22,13.88282
2022-02-23,12.65143
2022-02-24,19.94041
2022-02-25,14.77656
2022-02-26,2.28401
2022-02-27,1.17179
2022-02-28,13.18768
2022-03-01,3.3565
2022-03-02,13.68421
2022-03-03,14.31976
2022-03-04,10.50645
2022-03-05,1.7279
2022-03-06,1.17179
2022-03-07,13.74379
2022-03-08,11.12214
2022-03-09,1.96623
2022-03-10,15.53128
2022-03-11,13.24726
2022-03-12,2.8997
2022-03-13,1.68818
2022-03-14,12.33366
2022-03-15,12.57199
2022-03-16,13.70407
2022-03-17,14.53823
2022-03-18,11.43992
2022-03-19,2.46276
2022-03-20,1.50943
2022-03-21,11.99602
2022-03-22,12.92949
2022-03-23,15.71002
2022-03-24,15.6703
2022-03-25,14.67725
2022-03-26,2.93942
2022-03-27,1.86693
2022-03-28,15.23336
2022-03-29,16.28599
2022-03-30,15.55114
2022-03-31,17.45779
2022-04-01,14.24031
2022-04-02,3.05858
2022-04-03,2.00595
2022-04-04,16.66335
2022-04-05,15.35253
2022-04-06,15.571
2022-04-07,13.10824
2022-04-08,13.02879
2022-04-09,2.14498
2022-04-10,1.68818
2022-04-11,12.63157
2022-04-12,14.0417
2022-04-13,15.2135
2022-04-14,14.02184
2022-04-15,11.71797
2022-04-16,2.06554
2022-04-17,1.68818
2022-04-18,14.89572
2022-04-19,14.7567
2022-04-20,17.31876
2022-04-21,14.26017
2022-04-22,12.83018
2022-04-23,2.72095
2022-04-24,1.98609
2022-04-25,15.65044
2022-04-26,19.46375
2022-04-27,18.0139
2022-04-28,16.40516
2022-04-29,14.06156
2022-04-30,2.24428
2022-05-01,1.62859
2022-05-02,15.31281
2022-05-03,16.66335
2022-05-04,15.9285
2022-05-05,2.82025
2022-05-06,15.61072
2022-05-07,1.8272
2022-05-08,1.48957
2022-05-09,14.33962
2022-05-10,16.28599
2022-05-11,14.97517
2022-05-12,16.98113
2022-05-13,15.25322
2022-05-14,2.93942
2022-05-15,2.34359
2022-05-16,14.22045
2022-05-17,15.17378
2022-05-18,15.39225
2022-05-19,16.76266
2022-05-20,14.53823
2022-05-21,2.78053
2022-05-22,1.76762
2022-05-23,14.71698
2022-05-24,16.18669
2022-05-25,14.31976
2022-05-26,14.77656
2022-05-27,13.38629
2022-05-28,2.30387
2022-05-29,1.90665
2022-05-30,15.59086
2022-05-31,12.6713
2022-06-01,2.6415
2022-06-02,12.85004
2022-06-03,14.24031
2022-06-04,2.20456
2022-06-05,1.44985
2022-06-06,1.60873
2022-06-07,13.80337
2022-06-08,15.80933
2022-06-09,16.82224
2022-06-10,14.49851
2022-06-11,3.17775
2022-06-12,1.74776
2022-06-13,24.07149
2022-06-14,21.50943
2022-06-15,17.81529
2022-06-16,15.37239
2022-06-17,15.51142
2022-06-18,2.5422
2022-06-19,1.80734
2022-06-20,15.84905
2022-06-21,15.31281
2022-06-22,17.21946
2022-06-23,14.67725
2022-06-24,13.26713
2022-06-25,2.1847
2022-06-26,1.48957
2022-06-27,12.85004
2022-06-28,12.23435
2022-06-29,12.39324
2022-06-30,12.51241
2022-07-01,10.82423
2022-07-02,2.06554
2022-07-03,1.42999
2022-07-04,12.23435
2022-07-05,13.24726
2022-07-06,13.18768
2022-07-07,12.94935
2022-07-08,10.86395
2022-07-09,2.30387
2022-07-10,1.80734
2022-07-11,10.82423
2022-07-12,11.81727
2022-07-13,12.11519
2022-07-14,10.40714
2022-07-15,9.65243
2022-07-16,1.7279
2022-07-17,0.97318
2022-07-18,11.02284
2022-07-19,10.80436
2022-07-20,11.73783
2022-07-21,11.0427
2022-07-22,10.30784
2022-07-23,1.70804
2022-07-24,1.29096
2022-07-25,11.38033
2022-07-26,9.8709
2022-07-27,12.37338
2022-07-28,11.10228
2022-07-29,9.39424
2022-07-30,1.90665
2022-07-31,1.41012
2022-08-01,9.77159
2022-08-02,11.34061
2022-08-03,11.45978
2022-08-04,11.69811
2022-08-05,8.99702
2022-08-06,1.8272
2022-08-07,1.35054
2022-08-08,9.01688
2022-08-09,10.12909
2022-08-10,9.03674
2022-08-11,10.24826
2022-08-12,10.00993
2022-08-13,1.86693
2022-08-14,1.48957
2022-08-15,0.95332
2022-08-16,10.24826
2022-08-17,10.20854
2022-08-18,10.42701
2022-08-19,8.5998
2022-08-20,1.7279
2022-08-21,1.48957
2022-08-22,9.73187
2022-08-23,9.67229
2022-08-24,9.37437
2022-08-25,11.34061
2022-08-26,9.67229
2022-08-27,1.66832
2022-08-28,1.13207
2022-08-29,10.98311
2022-08-30,9.71201
2022-08-31,9.35451
2022-09-01,9.29493
2022-09-02,8.20258
2022-09-03,1.41012
2022-09-04,1.15193
2022-09-05,9.4141
2022-09-06,9.45382
2022-09-07,10.56603
2022-09-08,7.5273
2022-09-09,1.3704
2022-09-10,0.99304
2022-09-11,0.77457
2022-09-12,1.09235
2022-09-13,11.83714
2022-09-14,12.55213
2022-09-15,11.08242
2022-09-16,9.21549
2022-09-17,1.84707
2022-09-18,1.25124
2022-09-19,9.89076
2022-09-20,9.53326
2022-09-21,10.46673
2022-09-22,10.48659
2022-09-23,9.95034
2022-09-24,1.80734
2022-09-25,1.39026
2022-09-26,14.45878
2022-09-27,11.75769
2022-09-28,13.90268
2022-09-29,13.74379
2022-09-30,9.75173
2022-10-01,1.03277
2022-10-02,0.65541
2022-10-03,0.75471
2022-10-04,10.06951
2022-10-05,10.30784
2022-10-06,10.16881
2022-10-07,7.62661
2022-10-08,0.9136
2022-10-09,0.67527
2022-10-10,1.15193
2022-10-11,10.10923
2022-10-12,8.75868
2022-10-13,8.22244
2022-10-14,9.23535
2022-10-15,1.70804
2022-10-16,0.85402
2022-10-17,8.46077
2022-10-18,9.9702
2022-10-19,8.38133
2022-10-20,7.76564
2022-10-21,8.06355
2022-10-22,0.89374
2022-10-23,0.67527
2022-10-24,7.64647
2022-10-25,7.96425
2022-10-26,8.10327
2022-10-27,7.44786
2022-10-28,7.48758
2022-10-29,1.23138
2022-10-30,0.31777
2022-10-31,7.34856
2022-11-01,6.99106
2022-11-02,6.63356
2022-11-03,6.31578
2022-11-04,6.49453
2022-11-05,0.93346
2022-11-06,0.59582
2022-11-07,6.87189
2022-11-08,6.6137
2022-11-09,7.09036
2022-11-10,7.48758
2022-11-11,8.73882
2022-11-12,1.23138
2022-11-13,0.81429
2022-11-14,8.04369
2022-11-15,7.94438
2022-11-16,7.7855
2022-11-17,8.97715
2022-11-18,6.73286
2022-11-19,0.47666
2022-11-20,0.75471
2022-11-21,6.91161
2022-11-22,6.99106
2022-11-23,6.81231
2022-11-24,6.69314
2022-11-25,6.11717
2022-11-26,0.77457
2022-11-27,0.75471
2022-11-28,7.60675
2022-11-29,7.01092
2022-11-30,7.90466
2022-12-01,7.24925
2022-12-02,5.71996
2022-12-03,0.65541
2022-12-04,0.43694
2022-12-05,6.51439
2022-12-06,6.87189
2022-12-07,7.50744
2022-12-08,6.47467
2022-12-09,5.85898
2022-12-10,1.0129
2022-12-11,0.59582
2022-12-12,6.59384
2022-12-13,8.00397
2022-12-14,7.76564
2022-12-15,6.17676
2022-12-16,5.83912
2022-12-17,0.85402
2022-12-18,0.53624
2022-12-19,7.16981
2022-12-20,6.2562
2022-12-21,6.39523
2022-12-22,6.53426
2022-12-23,5.40218
2022-12-24,0.65541
2022-12-25,0.57596
2022-12-26,7.11022
2022-12-27,6.19662
2022-12-28,6.59384
2022-12-29,6.49453
2022-12-30,1.90665
2022-12-31,0.51638
2023-01-01,0.49652
2023-01-02,7.03078
2023-01-03,7.01092
2023-01-04,7.16981
2023-01-05,7.36842
2023-01-06,5.0844
2023-01-07,0.69513
2023-01-08,0.53624
2023-01-09,7.92452
2023-01-10,7.05064
2023-01-11,6.99106
2023-01-12,6.57398
2023-01-13,6.51439
2023-01-14,0.99304
2023-01-15,0.57596
2023-01-16,7.30883
2023-01-17,7.5273
2023-01-18,6.09731
2023-01-19,5.95829
2023-01-20,5.20357
2023-01-21,0.5561
2023-01-22,0.63555
2023-01-23,0.4568
2023-01-24,0.5561
2023-01-25,7.28897
2023-01-26,6.85203
2023-01-27,6.57398
2023-01-28,1.19165
2023-01-29,0.5561
2023-01-30,7.36842
2023-01-31,6.29592
2023-02-01,6.77259
2023-02-02,6.47467
2023-02-03,5.73982
2023-02-04,0.89374
2023-02-05,0.73485
2023-02-06,7.64647
2023-02-07,6.87189
2023-02-08,7.50744
2023-02-09,7.05064
2023-02-10,6.47467
2023-02-11,0.93346
2023-02-12,0.4568
2023-02-13,5.95829
2023-02-14,6.713
2023-02-15,6.39523
2023-02-16,6.67328
2023-02-17,5.4419
2023-02-18,0.79443
2023-02-19,0.41708
2023-02-20,6.49453
2023-02-21,7.24925
2023-02-22,6.51439
2023-02-23,5.58093
2023-02-24,5.48162
2023-02-25,0.79443
2023-02-26,0.41708
2023-02-27,5.66037
2023-02-28,5.75968
2023-03-01,0.89374
2023-03-02,6.95134
2023-03-03,6.49453
2023-03-04,0.75471
2023-03-05,0.63555
2023-03-06,7.32869
2023-03-07,7.36842
2023-03-08,7.28897
2023-03-09,6.17676
2023-03-10,5.93843
2023-03-11,0.93346
2023-03-12,0.4568
2023-03-13,6.2562
2023-03-14,7.7855
2023-03-15,5.85898
2023-03-16,5.4419
2023-03-17,5.8987
2023-03-18,1.09235
2023-03-19,0.51638
2023-03-20,5.91857
2023-03-21,5.85898
2023-03-22,6.29592
2023-03-23,5.40218
2023-03-24,5.12413
2023-03-25,0.59582
2023-03-26,0.67527
2023-03-27,6.713
2023-03-28,7.26911
2023-03-29,5.70009
2023-03-30,6.93147
2023-03-31,4.96524
2023-04-01,0.77457
2023-04-02,0.41708
2023-04-03,6.77259
2023-04-04,6.85203
2023-04-05,7.428
2023-04-06,7.0705
2023-04-07,5.60079
2023-04-08,0.51638
2023-04-09,0.41708
2023-04-10,6.23634
2023-04-11,7.22939
2023-04-12,7.54716
2023-04-13,6.23634
2023-04-14,6.59384
2023-04-15,0.85402
2023-04-16,0.59582
2023-04-17,5.99801
2023-04-18,7.32869
2023-04-19,7.44786
2023-04-20,7.54716
2023-04-21,6.39523
2023-04-22,0.81429
2023-04-23,0.39721
2023-04-24,7.66633
2023-04-25,8.97715
2023-04-26,7.50744
2023-04-27,6.93147
2023-04-28,6.91161
2023-04-29,1.09235
2023-04-30,0.57596
2023-05-01,1.11221
2023-05-02,5.75968
2023-05-03,6.03773
2023-05-04,6.29592
2023-05-05,0.85402
2023-05-06,0.4568
2023-05-07,0.43694
2023-05-08,5.60079
2023-05-09,6.39523
2023-05-10,6.33565
2023-05-11,6.1569
2023-05-12,6.03773
2023-05-13,0.67527
2023-05-14,0.37735
2023-05-15,7.09036
2023-05-16,5.85898
2023-05-17,6.31578
2023-05-18,6.45481
2023-05-19,5.73982
2023-05-20,0.71499
2023-05-21,0.85402
2023-05-22,6.01787
2023-05-23,6.23634
2023-05-24,7.28897
2023-05-25,6.93147
2023-05-26,5.91857
2023-05-27,0.71499
2023-05-28,0.43694
