date,건강
2020-03-20,35.73593
2020-03-21,23.94745
2020-03-22,28.52812
2020-03-23,37.92522
2020-03-24,36.30852
2020-03-25,38.09363
2020-03-26,37.82418
2020-03-27,34.79285
2020-03-28,23.54328
2020-03-29,23.40855
2020-03-30,35.16335
2020-03-31,37.89154
2020-04-01,35.53384
2020-04-02,32.97406
2020-04-03,47.76018
2020-04-04,23.77905
2020-04-05,24.31795
2020-04-06,35.46648
2020-04-07,35.60121
2020-04-08,34.22027
2020-04-09,40.92286
2020-04-10,37.11687
2020-04-11,22.26338
2020-04-12,23.1391
2020-04-13,39.84506
2020-04-14,36.74637
2020-04-15,21.65712
2020-04-16,57.15729
2020-04-17,59.4813
2020-04-18,18.92893
2020-04-19,21.3203
2020-04-20,67.83428
2020-04-21,57.8646
2020-04-22,55.60794
2020-04-23,40.75446
2020-04-24,37.08319
2020-04-25,18.62579
2020-04-26,24.62108
2020-04-27,39.84506
2020-04-28,38.46412
2020-04-29,33.24351
2020-04-30,19.29942
2020-05-01,24.28427
2020-05-02,17.91849
2020-05-03,19.7036
2020-05-04,32.13203
2020-05-05,22.39811
2020-05-06,33.61401
2020-05-07,32.40148
2020-05-08,34.79285
2020-05-09,22.36443
2020-05-10,21.72448
2020-05-11,33.9845
2020-05-12,38.46412
2020-05-13,32.30043
2020-05-14,30.24587
2020-05-15,32.30043
2020-05-16,17.64904
2020-05-17,21.65712
2020-05-18,30.07746
2020-05-19,30.61636
2020-05-20,31.72785
2020-05-21,33.20983
2020-05-22,29.06702
2020-05-23,19.23206
2020-05-24,20.14146
2020-05-25,32.09834
2020-05-26,33.58033
2020-05-27,29.87537
2020-05-28,30.65005
2020-05-29,27.14718
2020-05-30,19.29942
2020-05-31,22.02761
2020-06-01,31.76153
2020-06-02,35.19703
2020-06-03,31.69417
2020-06-04,33.14247
2020-06-05,26.54092
2020-06-06,18.52475
2020-06-07,23.07174
2020-06-08,32.83933
2020-06-09,32.23307
2020-06-10,30.71741
2020-06-11,30.549
2020-06-12,28.49444
2020-06-13,18.22162
2020-06-14,20.10778
2020-06-15,33.00774
2020-06-16,31.62681
2020-06-17,32.73829
2020-06-18,29.26911
2020-06-19,27.31559
2020-06-20,17.98585
2020-06-21,21.92657
2020-06-22,33.17615
2020-06-23,32.40148
2020-06-24,29.74065
2020-06-25,30.34691
2020-06-26,29.43752
2020-06-27,17.11013
2020-06-28,19.73728
2020-06-29,30.41428
2020-06-30,32.13203
2020-07-01,31.15527
2020-07-02,29.26911
2020-07-03,24.92421
2020-07-04,18.01953
2020-07-05,16.73964
2020-07-06,25.96833
2020-07-07,27.21455
2020-07-08,28.09026
2020-07-09,27.14718
2020-07-10,23.44223
2020-07-11,15.7292
2020-07-12,19.09733
2020-07-13,28.62916
2020-07-14,27.04614
2020-07-15,25.63152
2020-07-16,24.62108
2020-07-17,21.38767
2020-07-18,15.19029
2020-07-19,17.7164
2020-07-20,25.29471
2020-07-21,24.89053
2020-07-22,23.94745
2020-07-23,24.48635
2020-07-24,21.11822
2020-07-25,14.04513
2020-07-26,14.71876
2020-07-27,22.56652
2020-07-28,22.6002
2020-07-29,22.6002
2020-07-30,21.35399
2020-07-31,20.04041
2020-08-01,14.51667
2020-08-02,13.53991
2020-08-03,21.1519
2020-08-04,20.17514
2020-08-05,22.16234
2020-08-06,23.20646
2020-08-07,19.87201
2020-08-08,13.64095
2020-08-09,16.2681
2020-08-10,24.08218
2020-08-11,21.45503
2020-08-12,20.88245
2020-08-13,20.98349
2020-08-14,20.81508
2020-08-15,14.85348
2020-08-16,15.39238
2020-08-17,17.27854
2020-08-18,24.01481
2020-08-19,24.11586
2020-08-20,24.08218
2020-08-21,23.03805
2020-08-22,17.51431
2020-08-23,19.73728
2020-08-24,28.5618
2020-08-25,25.86729
2020-08-26,27.68608
2020-08-27,24.72212
2020-08-28,25.93465
2020-08-29,18.52475
2020-08-30,18.15426
2020-08-31,30.27955
2020-09-01,34.15291
2020-09-02,33.24351
2020-09-03,33.91714
2020-09-04,33.00774
2020-09-05,18.45739
2020-09-06,21.11822
2020-09-07,33.58033
2020-09-08,32.97406
2020-09-09,28.29235
2020-09-10,31.86257
2020-09-11,30.71741
2020-09-12,18.32266
2020-09-13,19.13102
2020-09-14,30.38059
2020-09-15,30.95318
2020-09-16,30.51532
2020-09-17,28.42707
2020-09-18,28.49444
2020-09-19,19.50151
2020-09-20,21.38767
2020-09-21,32.26675
2020-09-22,29.80801
2020-09-23,28.5618
2020-09-24,28.9323
2020-09-25,28.0229
2020-09-26,16.67228
2020-09-27,21.38767
2020-09-28,27.1135
2020-09-29,25.59784
2020-09-30,19.90569
2020-10-01,17.00909
2020-10-02,15.8976
2020-10-03,17.61535
2020-10-04,20.71404
2020-10-05,29.90906
2020-10-06,28.96598
2020-10-07,27.75345
2020-10-08,27.34927
2020-10-09,17.78376
2020-10-10,18.69316
2020-10-11,19.02997
2020-10-12,30.14482
2020-10-13,29.4712
2020-10-14,30.44796
2020-10-15,29.33647
2020-10-16,29.57224
2020-10-17,18.28898
2020-10-18,20.81508
2020-10-19,29.77433
2020-10-20,29.87537
2020-10-21,29.20175
2020-10-22,29.16807
2020-10-23,23.77905
2020-10-24,19.77096
2020-10-25,21.21926
2020-10-26,34.38868
2020-10-27,31.82889
2020-10-28,33.54664
2020-10-29,34.62445
2020-10-30,28.83125
2020-10-31,18.69316
2020-11-01,20.10778
2020-11-02,29.57224
2020-11-03,27.68608
2020-11-04,27.98922
2020-11-05,27.07982
2020-11-06,24.99157
2020-11-07,16.53755
2020-11-08,18.7942
2020-11-09,28.69653
2020-11-10,28.12394
2020-11-11,26.94509
2020-11-12,27.1135
2020-11-13,22.39811
2020-11-14,16.97541
2020-11-15,17.1775
2020-11-16,29.4712
2020-11-17,27.82081
2020-11-18,27.21455
2020-11-19,27.58504
2020-11-20,25.73256
2020-11-21,15.69552
2020-11-22,21.08454
2020-11-23,25.69888
2020-11-24,27.82081
2020-11-25,25.90097
2020-11-26,27.24823
2020-11-27,24.62108
2020-11-28,19.09733
2020-11-29,20.71404
2020-11-30,27.71977
2020-12-01,26.17042
2020-12-02,26.0357
2020-12-03,26.77669
2020-12-04,24.35163
2020-12-05,20.10778
2020-12-06,17.44695
2020-12-07,27.04614
2020-12-08,28.22499
2020-12-09,28.76389
2020-12-10,27.95554
2020-12-11,28.46076
2020-12-12,19.40047
2020-12-13,19.09733
2020-12-14,30.95318
2020-12-15,29.37015
2020-12-16,27.45031
2020-12-17,28.19131
2020-12-18,26.54092
2020-12-19,18.76052
2020-12-20,20.07409
2020-12-21,29.74065
2020-12-22,28.05658
2020-12-23,26.50724
2020-12-24,25.83361
2020-12-25,18.01953
2020-12-26,18.7942
2020-12-27,19.09733
2020-12-28,30.61636
2020-12-29,29.40383
2020-12-30,32.06466
2020-12-31,62.07477
2021-01-01,63.65779
2021-01-02,28.49444
2021-01-03,23.91377
2021-01-04,35.8033
2021-01-05,29.50488
2021-01-06,30.31323
2021-01-07,26.27147
2021-01-08,24.85685
2021-01-09,15.83024
2021-01-10,20.04041
2021-01-11,26.33883
2021-01-12,27.85449
2021-01-13,26.23779
2021-01-14,24.14954
2021-01-15,23.30751
2021-01-16,17.98585
2021-01-17,19.13102
2021-01-18,26.2041
2021-01-19,25.69888
2021-01-20,23.1391
2021-01-21,24.0485
2021-01-22,23.10542
2021-01-23,19.29942
2021-01-24,17.44695
2021-01-25,25.76625
2021-01-26,24.99157
2021-01-27,24.55372
2021-01-28,24.5874
2021-01-29,21.65712
2021-01-30,16.16705
2021-01-31,16.36914
2021-02-01,24.55372
2021-02-02,26.33883
2021-02-03,27.95554
2021-02-04,25.22734
2021-02-05,21.62344
2021-02-06,17.1775
2021-02-07,14.8198
2021-02-08,27.98922
2021-02-09,24.48635
2021-02-10,26.17042
2021-02-11,32.43516
2021-02-12,32.77197
2021-02-13,18.69316
2021-02-14,19.26574
2021-02-15,22.66756
2021-02-16,25.59784
2021-02-17,23.50959
2021-02-18,23.77905
2021-02-19,21.08454
2021-02-20,15.22398
2021-02-21,16.03233
2021-02-22,23.17278
2021-02-23,23.20646
2021-02-24,23.64432
2021-02-25,22.70124
2021-02-26,21.89289
2021-02-27,15.45975
2021-02-28,16.60491
2021-03-01,18.08689
2021-03-02,30.95318
2021-03-03,36.24115
2021-03-04,34.355
2021-03-05,30.9195
2021-03-06,18.72684
2021-03-07,20.94981
2021-03-08,42.97743
2021-03-09,43.07847
2021-03-10,37.38632
2021-03-11,39.67665
2021-03-12,32.67093
2021-03-13,17.85112
2021-03-14,21.58976
2021-03-15,37.65577
2021-03-16,32.60357
2021-03-17,34.355
2021-03-18,31.0879
2021-03-19,28.96598
2021-03-20,17.91849
2021-03-21,21.21926
2021-03-22,29.87537
2021-03-23,28.96598
2021-03-24,29.77433
2021-03-25,28.66284
2021-03-26,26.40619
2021-03-27,17.78376
2021-03-28,19.60255
2021-03-29,31.18895
2021-03-30,28.49444
2021-03-31,29.37015
2021-04-01,24.48635
2021-04-02,24.35163
2021-04-03,17.07645
2021-04-04,20.54563
2021-04-05,25.83361
2021-04-06,29.84169
2021-04-07,27.31559
2021-04-08,27.61872
2021-04-09,25.93465
2021-04-10,16.20074
2021-04-11,17.51431
2021-04-12,32.30043
2021-04-13,29.13438
2021-04-14,27.45031
2021-04-15,26.81037
2021-04-16,25.09262
2021-04-17,16.53755
2021-04-18,18.86156
2021-04-19,29.16807
2021-04-20,28.5618
2021-04-21,27.18086
2021-04-22,27.95554
2021-04-23,26.97878
2021-04-24,16.03233
2021-04-25,18.65948
2021-04-26,28.12394
2021-04-27,29.13438
2021-04-28,27.07982
2021-04-29,25.6652
2021-04-30,24.92421
2021-05-01,17.54799
2021-05-02,18.59211
2021-05-03,25.15998
2021-05-04,25.90097
2021-05-05,17.1775
2021-05-06,26.50724
2021-05-07,27.78713
2021-05-08,19.29942
2021-05-09,19.13102
2021-05-10,30.44796
2021-05-11,27.14718
2021-05-12,27.18086
2021-05-13,29.20175
2021-05-14,25.6652
2021-05-15,17.24486
2021-05-16,21.65712
2021-05-17,30.51532
2021-05-18,27.28191
2021-05-19,20.88245
2021-05-20,29.67329
2021-05-21,25.39575
2021-05-22,17.51431
2021-05-23,19.73728
2021-05-24,30.88582
2021-05-25,56.71943
2021-05-26,33.4456
2021-05-27,31.79521
2021-05-28,31.05422
2021-05-29,19.1647
2021-05-30,21.21926
2021-05-31,30.68373
2021-06-01,30.24587
2021-06-02,29.40383
2021-06-03,28.12394
2021-06-04,26.81037
2021-06-05,18.89525
2021-06-06,21.6908
2021-06-07,30.0101
2021-06-08,47.86123
2021-06-09,43.55001
2021-06-10,30.38059
2021-06-11,27.88817
2021-06-12,18.28898
2021-06-13,21.45503
2021-06-14,31.42472
2021-06-15,28.09026
2021-06-16,31.49208
2021-06-17,28.25867
2021-06-18,24.92421
2021-06-19,16.40282
2021-06-20,17.7164
2021-06-21,25.96833
2021-06-22,24.55372
2021-06-23,23.74536
2021-06-24,23.44223
2021-06-25,22.39811
2021-06-26,15.22398
2021-06-27,15.12293
2021-06-28,26.00202
2021-06-29,24.52004
2021-06-30,22.70124
2021-07-01,23.678
2021-07-02,21.6908
2021-07-03,15.02189
2021-07-04,15.59447
2021-07-05,25.42943
2021-07-06,24.35163
2021-07-07,25.46311
2021-07-08,24.68844
2021-07-09,25.73256
2021-07-10,16.90804
2021-07-11,17.44695
2021-07-12,26.06938
2021-07-13,26.17042
2021-07-14,26.37251
2021-07-15,24.0485
2021-07-16,22.6002
2021-07-17,14.51667
2021-07-18,15.56079
2021-07-19,24.55372
2021-07-20,23.678
2021-07-21,22.46547
2021-07-22,23.20646
2021-07-23,19.93937
2021-07-24,15.49343
2021-07-25,14.92084
2021-07-26,22.53283
2021-07-27,22.90333
2021-07-28,21.55607
2021-07-29,19.63624
2021-07-30,18.82788
2021-07-31,14.85348
2021-08-01,16.47019
2021-08-02,20.37723
2021-08-03,20.7814
2021-08-04,21.01717
2021-08-05,20.64668
2021-08-06,21.11822
2021-08-07,16.23442
2021-08-08,16.33546
2021-08-09,22.19602
2021-08-10,23.81273
2021-08-11,23.37487
2021-08-12,23.678
2021-08-13,20.98349
2021-08-14,14.85348
2021-08-15,14.88716
2021-08-16,15.66183
2021-08-17,24.5874
2021-08-18,27.45031
2021-08-19,24.99157
2021-08-20,23.71168
2021-08-21,17.24486
