date,부가세과세표준증명원발급
2020-07-17,25.07177
2020-07-18,3.34928
2020-07-19,8.03827
2020-07-20,31.57894
2020-07-21,23.73205
2020-07-22,26.98564
2020-07-23,27.27272
2020-07-24,22.67942
2020-07-25,4.11483
2020-07-26,3.73205
2020-07-27,29.28229
2020-07-28,29.56937
2020-07-29,31.77033
2020-07-30,30.81339
2020-07-31,23.73205
2020-08-01,1.5311
2020-08-02,2.9665
2020-08-03,26.1244
2020-08-04,27.6555
2020-08-05,24.97607
2020-08-06,33.97129
2020-08-07,23.0622
2020-08-08,2.58373
2020-08-09,2.67942
2020-08-10,30.52631
2020-08-11,28.22966
2020-08-12,28.99521
2020-08-13,26.79425
2020-08-14,19.61722
2020-08-15,2.10526
2020-08-16,1.91387
2020-08-17,6.31578
2020-08-18,30.23923
2020-08-19,28.80382
2020-08-20,27.08133
2020-08-21,23.54066
2020-08-22,3.0622
2020-08-23,3.44497
2020-08-24,31.67464
2020-08-25,31.00478
2020-08-26,29.85645
2020-08-27,33.20574
2020-08-28,24.97607
2020-08-29,2.29665
2020-08-30,2.77511
2020-08-31,30.14354
2020-09-01,30.04784
2020-09-02,26.22009
2020-09-03,28.03827
2020-09-04,20.76555
2020-09-05,2.29665
2020-09-06,1.81818
2020-09-07,29.47368
2020-09-08,33.20574
2020-09-09,32.15311
2020-09-10,27.6555
2020-09-11,31.19617
2020-09-12,4.21052
2020-09-13,4.21052
2020-09-14,34.83253
2020-09-15,36.26794
2020-09-16,33.87559
2020-09-17,39.61722
2020-09-18,29.28229
2020-09-19,5.55023
2020-09-20,7.6555
2020-09-21,36.65071
2020-09-22,43.92344
2020-09-23,58.94736
2020-09-24,56.07655
2020-09-25,33.7799
2020-09-26,6.22009
2020-09-27,6.22009
2020-09-28,42.9665
2020-09-29,26.1244
2020-09-30,2.20095
2020-10-01,2.10526
2020-10-02,1.4354
2020-10-03,2.20095
2020-10-04,4.40191
2020-10-05,43.15789
2020-10-06,39.71291
2020-10-07,35.50239
2020-10-08,33.01435
2020-10-09,4.68899
2020-10-10,2.48803
2020-10-11,5.16746
2020-10-12,39.9043
2020-10-13,39.13875
2020-10-14,35.11961
2020-10-15,31.10047
2020-10-16,26.22009
2020-10-17,3.34928
2020-10-18,4.21052
2020-10-19,38.85167
2020-10-20,32.53588
2020-10-21,32.82296
2020-10-22,28.89952
2020-10-23,23.54066
2020-10-24,2.48803
2020-10-25,3.34928
2020-10-26,35.11961
2020-10-27,29.37799
2020-10-28,33.58851
2020-10-29,25.35885
2020-10-30,19.52153
2020-10-31,2.77511
2020-11-01,2.87081
2020-11-02,26.60287
2020-11-03,28.13397
2020-11-04,31.48325
2020-11-05,31.86602
2020-11-06,24.11483
2020-11-07,2.48803
2020-11-08,4.4976
2020-11-09,32.72727
2020-11-10,29.47368
2020-11-11,28.32535
2020-11-12,32.15311
2020-11-13,24.68899
2020-11-14,1.72248
2020-11-15,2.48803
2020-11-16,31.48325
2020-11-17,29.95215
2020-11-18,27.5598
2020-11-19,25.74162
2020-11-20,19.42583
2020-11-21,2.48803
2020-11-22,3.44497
2020-11-23,29.1866
2020-11-24,21.24401
2020-11-25,21.62679
2020-11-26,20.86124
2020-11-27,14.73684
2020-11-28,2.29665
2020-11-29,4.11483
2020-11-30,21.24401
2020-12-01,25.26315
2020-12-02,25.55023
2020-12-03,24.4976
2020-12-04,20.76555
2020-12-05,2.67942
2020-12-06,3.0622
2020-12-07,28.89952
2020-12-08,30.04784
2020-12-09,32.2488
2020-12-10,26.98564
2020-12-11,24.01913
2020-12-12,2.48803
2020-12-13,3.25358
2020-12-14,33.01435
2020-12-15,31.57894
2020-12-16,24.4976
2020-12-17,25.74162
2020-12-18,20.76555
2020-12-19,2.29665
2020-12-20,4.4976
2020-12-21,27.27272
2020-12-22,22.77511
2020-12-23,22.9665
2020-12-24,18.94736
2020-12-25,2.77511
2020-12-26,3.63636
2020-12-27,5.64593
2020-12-28,32.34449
2020-12-29,31.10047
2020-12-30,27.46411
2020-12-31,15.02392
2021-01-01,3.34928
2021-01-02,2.29665
2021-01-03,5.16746
2021-01-04,30.81339
2021-01-05,31.10047
2021-01-06,30.622
2021-01-07,29.76076
2021-01-08,27.5598
2021-01-09,5.64593
2021-01-10,6.88995
2021-01-11,35.02392
2021-01-12,35.78947
2021-01-13,33.01435
2021-01-14,41.33971
2021-01-15,40.0
2021-01-16,18.3732
2021-01-17,29.56937
2021-01-18,81.91387
2021-01-19,44.30622
2021-01-20,42.10526
2021-01-21,43.0622
2021-01-22,31.48325
2021-01-23,4.78468
2021-01-24,7.75119
2021-01-25,45.45454
2021-01-26,44.88038
2021-01-27,39.80861
2021-01-28,38.46889
2021-01-29,29.85645
2021-01-30,3.44497
2021-01-31,5.26315
2021-02-01,47.94258
2021-02-02,40.38277
2021-02-03,40.95693
2021-02-04,37.60765
2021-02-05,27.94258
2021-02-06,3.92344
2021-02-07,4.68899
2021-02-08,36.74641
2021-02-09,34.73684
2021-02-10,23.82775
2021-02-11,2.39234
2021-02-12,2.00956
2021-02-13,2.9665
2021-02-14,5.55023
2021-02-15,43.34928
2021-02-16,44.97607
2021-02-17,43.63636
2021-02-18,42.77511
2021-02-19,28.70813
2021-02-20,5.64593
2021-02-21,5.45454
2021-02-22,42.20095
2021-02-23,40.0
2021-02-24,36.45933
2021-02-25,42.67942
2021-02-26,29.95215
2021-02-27,4.97607
2021-02-28,3.34928
2021-03-01,8.99521
2021-03-02,47.6555
2021-03-03,40.66985
2021-03-04,43.92344
2021-03-05,40.86124
2021-03-06,6.1244
2021-03-07,7.46411
2021-03-08,42.87081
2021-03-09,43.63636
2021-03-10,35.69377
2021-03-11,39.52153
2021-03-12,29.56937
2021-03-13,7.17703
2021-03-14,6.88995
2021-03-15,47.6555
2021-03-16,39.13875
2021-03-17,42.39234
2021-03-18,41.14832
2021-03-19,26.69856
2021-03-20,4.5933
2021-03-21,4.21052
2021-03-22,42.10526
2021-03-23,37.22488
2021-03-24,40.57416
2021-03-25,33.7799
2021-03-26,31.96172
2021-03-27,5.55023
2021-03-28,4.4976
2021-03-29,50.81339
2021-03-30,49.0909
2021-03-31,34.35406
2021-04-01,30.04784
2021-04-02,26.41148
2021-04-03,3.25358
2021-04-04,4.30622
2021-04-05,35.11961
2021-04-06,31.86602
2021-04-07,28.89952
2021-04-08,31.57894
2021-04-09,24.01913
2021-04-10,3.44497
2021-04-11,4.21052
2021-04-12,35.59808
2021-04-13,30.622
2021-04-14,33.20574
2021-04-15,30.7177
2021-04-16,25.55023
2021-04-17,3.44497
2021-04-18,5.26315
2021-04-19,34.73684
2021-04-20,34.64114
2021-04-21,32.05741
2021-04-22,33.20574
2021-04-23,26.31578
2021-04-24,3.44497
2021-04-25,4.01913
2021-04-26,33.87559
2021-04-27,32.63157
2021-04-28,34.35406
2021-04-29,29.37799
2021-04-30,24.21052
2021-05-01,2.29665
2021-05-02,4.68899
2021-05-03,32.72727
2021-05-04,25.45454
2021-05-05,5.16746
2021-05-06,30.52631
2021-05-07,27.84688
2021-05-08,3.0622
2021-05-09,4.11483
2021-05-10,38.46889
2021-05-11,34.73684
2021-05-12,32.63157
2021-05-13,32.72727
2021-05-14,27.08133
2021-05-15,2.20095
2021-05-16,3.25358
2021-05-17,31.67464
2021-05-18,27.36842
2021-05-19,5.93301
2021-05-20,32.2488
2021-05-21,26.50717
2021-05-22,3.25358
2021-05-23,4.30622
2021-05-24,36.93779
2021-05-25,31.57894
2021-05-26,33.7799
2021-05-27,30.43062
2021-05-28,25.93301
2021-05-29,2.29665
2021-05-30,3.44497
2021-05-31,31.38755
2021-06-01,30.43062
2021-06-02,26.98564
2021-06-03,28.99521
2021-06-04,26.41148
2021-06-05,3.25358
2021-06-06,2.29665
2021-06-07,37.70334
2021-06-08,40.76555
2021-06-09,36.8421
2021-06-10,38.3732
2021-06-11,29.76076
2021-06-12,4.40191
2021-06-13,5.45454
2021-06-14,38.85167
2021-06-15,33.11004
2021-06-16,34.73684
2021-06-17,36.26794
2021-06-18,28.89952
2021-06-19,4.40191
2021-06-20,6.41148
2021-06-21,40.57416
2021-06-22,37.60765
2021-06-23,33.49282
2021-06-24,34.44976
2021-06-25,28.80382
2021-06-26,3.34928
2021-06-27,3.44497
2021-06-28,26.41148
2021-06-29,28.22966
2021-06-30,28.61244
2021-07-01,30.14354
2021-07-02,24.30622
2021-07-03,3.15789
2021-07-04,3.82775
2021-07-05,31.29186
2021-07-06,24.4976
2021-07-07,26.22009
2021-07-08,29.47368
2021-07-09,23.92344
2021-07-10,3.44497
2021-07-11,4.01913
2021-07-12,31.86602
2021-07-13,33.11004
2021-07-14,30.04784
2021-07-15,26.22009
2021-07-16,21.62679
2021-07-17,2.9665
2021-07-18,4.21052
2021-07-19,33.87559
2021-07-20,26.69856
2021-07-21,30.14354
2021-07-22,31.29186
2021-07-23,25.74162
2021-07-24,4.5933
2021-07-25,5.07177
2021-07-26,37.60765
2021-07-27,30.23923
2021-07-28,30.90909
2021-07-29,25.16746
2021-07-30,21.24401
2021-07-31,2.67942
2021-08-01,3.0622
2021-08-02,25.93301
2021-08-03,24.88038
2021-08-04,23.25358
2021-08-05,26.79425
2021-08-06,23.25358
2021-08-07,2.58373
2021-08-08,4.01913
2021-08-09,31.86602
2021-08-10,26.98564
2021-08-11,29.76076
2021-08-12,29.56937
2021-08-13,25.45454
2021-08-14,1.91387
2021-08-15,2.58373
2021-08-16,7.6555
2021-08-17,29.76076
2021-08-18,33.11004
2021-08-19,29.37799
2021-08-20,23.82775
2021-08-21,2.58373
2021-08-22,3.63636
2021-08-23,31.96172
2021-08-24,30.04784
2021-08-25,29.85645
2021-08-26,25.93301
2021-08-27,20.09569
2021-08-28,2.77511
2021-08-29,4.30622
2021-08-30,28.70813
2021-08-31,26.31578
2021-09-01,26.22009
2021-09-02,27.17703
2021-09-03,19.80861
2021-09-04,2.20095
2021-09-05,3.63636
2021-09-06,27.75119
2021-09-07,25.35885
2021-09-08,22.9665
2021-09-09,21.5311
2021-09-10,23.92344
2021-09-11,1.5311
2021-09-12,3.15789
2021-09-13,27.84688
2021-09-14,27.27272
2021-09-15,21.5311
2021-09-16,24.40191
2021-09-17,18.66028
2021-09-18,1.24401
2021-09-19,0.57416
2021-09-20,0.57416
2021-09-22,3.34928
2021-09-23,29.85645
2021-09-24,23.82775
2021-09-25,4.11483
2021-09-26,4.11483
2021-09-27,33.39712
2021-09-28,29.28229
2021-09-29,27.36842
2021-09-30,29.85645
2021-10-01,22.00956
2021-10-02,2.10526
2021-10-03,2.87081
2021-10-04,6.1244
2021-10-05,30.622
2021-10-06,28.13397
2021-10-07,27.94258
2021-10-08,21.81818
2021-10-09,2.10526
2021-10-10,2.00956
2021-10-11,6.22009
2021-10-12,31.38755
2021-10-13,27.17703
2021-10-14,26.60287
2021-10-15,18.85167
2021-10-16,2.29665
2021-10-17,3.25358
2021-10-18,21.24401
2021-10-19,29.56937
2021-10-20,24.5933
2021-10-21,22.9665
2021-10-22,16.26794
2021-10-23,2.48803
2021-10-24,2.48803
2021-10-25,24.5933
2021-10-26,23.82775
2021-10-27,21.33971
2021-10-28,22.58373
2021-10-29,19.04306
2021-10-30,1.91387
2021-10-31,3.54066
2021-11-01,26.98564
2021-11-02,26.41148
2021-11-03,29.0909
2021-11-04,24.97607
2021-11-05,17.03349
2021-11-06,2.00956
2021-11-07,2.20095
2021-11-08,25.35885
2021-11-09,27.6555
2021-11-10,25.35885
2021-11-11,22.20095
2021-11-12,18.3732
2021-11-13,0.66985
2021-11-14,2.87081
2021-11-15,29.85645
2021-11-16,25.55023
2021-11-17,27.75119
2021-11-18,21.4354
2021-11-19,20.0
2021-11-20,1.91387
2021-11-21,3.44497
2021-11-22,25.16746
2021-11-23,22.77511
2021-11-24,22.20095
2021-11-25,24.01913
2021-11-26,18.08612
2021-11-27,2.20095
2021-11-28,1.81818
2021-11-29,23.63636
2021-11-30,22.58373
2021-12-01,22.58373
2021-12-02,24.01913
2021-12-03,19.04306
2021-12-04,2.20095
2021-12-05,2.9665
2021-12-06,26.88995
2021-12-07,24.4976
2021-12-08,22.77511
2021-12-09,23.34928
2021-12-10,18.75598
2021-12-11,1.4354
2021-12-12,2.48803
2021-12-13,25.93301
2021-12-14,24.40191
2021-12-15,20.95693
2021-12-16,22.29665
2021-12-17,13.20574
2021-12-18,0.47846
2021-12-19,2.77511
2021-12-20,22.48803
2021-12-21,20.76555
2021-12-22,19.61722
2021-12-23,17.32057
2021-12-24,13.49282
2021-12-25,1.14832
2021-12-26,1.62679
2021-12-27,18.85167
2021-12-28,20.57416
2021-12-29,19.80861
2021-12-30,14.35406
2021-12-31,8.42105
2022-01-01,1.24401
2022-01-02,3.25358
2022-01-03,24.21052
2022-01-04,23.54066
2022-01-05,25.83732
2022-01-06,25.45454
2022-01-07,21.72248
2022-01-08,2.58373
2022-01-09,3.92344
2022-01-10,26.69856
2022-01-11,26.60287
2022-01-12,29.66507
2022-01-13,27.5598
2022-01-14,22.77511
2022-01-15,4.5933
2022-01-16,3.82775
2022-01-17,32.91866
2022-01-18,32.63157
2022-01-19,26.60287
2022-01-20,30.7177
2022-01-21,26.60287
2022-01-22,4.5933
2022-01-23,5.55023
2022-01-24,37.89473
2022-01-25,45.83732
2022-01-26,40.95693
2022-01-27,37.12918
2022-01-28,24.11483
2022-01-29,2.29665
2022-01-30,1.62679
2022-01-31,1.91387
2022-02-01,1.91387
2022-02-02,5.64593
2022-02-03,44.78468
2022-02-04,38.85167
2022-02-05,6.0287
2022-02-06,6.79425
2022-02-07,48.03827
2022-02-08,49.56937
2022-02-09,45.83732
2022-02-10,81.05263
2022-02-11,50.7177
2022-02-12,10.90909
2022-02-13,12.82296
2022-02-14,54.16267
2022-02-15,45.55023
2022-02-16,45.83732
2022-02-17,39.23444
2022-02-18,30.14354
2022-02-19,4.88038
2022-02-20,7.5598
2022-02-21,38.46889
2022-02-22,35.311
2022-02-23,77.03349
2022-02-24,75.311
2022-02-25,62.20095
2022-02-26,10.04784
2022-02-27,8.32535
2022-02-28,83.92344
2022-03-01,26.79425
2022-03-02,61.4354
2022-03-03,56.36363
2022-03-04,44.78468
2022-03-05,6.50717
2022-03-06,6.88995
2022-03-07,47.6555
2022-03-08,38.75598
2022-03-09,11.10047
2022-03-10,43.73205
2022-03-11,31.29186
2022-03-12,6.0287
2022-03-13,6.22009
2022-03-14,38.3732
2022-03-15,37.99043
2022-03-16,35.311
2022-03-17,27.84688
2022-03-18,30.622
2022-03-19,4.97607
2022-03-20,4.01913
2022-03-21,34.16267
2022-03-22,33.39712
2022-03-23,30.622
2022-03-24,26.88995
2022-03-25,28.99521
2022-03-26,2.58373
2022-03-27,5.16746
2022-03-28,31.38755
2022-03-29,26.1244
2022-03-30,27.94258
2022-03-31,24.40191
2022-04-01,23.0622
2022-04-02,1.5311
2022-04-03,4.68899
2022-04-04,35.50239
2022-04-05,33.7799
2022-04-06,32.05741
2022-04-07,30.43062
2022-04-08,24.40191
2022-04-09,2.67942
2022-04-10,4.4976
2022-04-11,32.05741
2022-04-12,31.86602
2022-04-13,32.72727
2022-04-14,27.36842
2022-04-15,22.87081
2022-04-16,2.67942
2022-04-17,5.45454
2022-04-18,32.72727
2022-04-19,31.96172
2022-04-20,28.32535
2022-04-21,28.22966
2022-04-22,21.5311
2022-04-23,4.21052
2022-04-24,3.82775
2022-04-25,30.33492
2022-04-26,33.68421
2022-04-27,28.22966
2022-04-28,25.83732
2022-04-29,20.38277
2022-04-30,2.9665
2022-05-01,4.21052
2022-05-02,30.622
2022-05-03,28.70813
2022-05-04,25.55023
2022-05-05,5.93301
2022-05-06,20.95693
2022-05-07,2.29665
2022-05-08,3.82775
2022-05-09,36.26794
2022-05-10,31.48325
2022-05-11,34.25837
2022-05-12,29.66507
2022-05-13,24.40191
2022-05-14,2.87081
2022-05-15,4.5933
2022-05-16,33.87559
2022-05-17,36.65071
2022-05-18,33.7799
2022-05-19,28.42105
2022-05-20,23.44497
2022-05-21,4.30622
2022-05-22,2.77511
2022-05-23,34.54545
2022-05-24,35.69377
2022-05-25,30.52631
2022-05-26,32.82296
2022-05-27,27.5598
2022-05-28,3.44497
2022-05-29,4.78468
2022-05-30,40.47846
2022-05-31,35.50239
2022-06-01,9.95215
2022-06-02,33.7799
2022-06-03,27.6555
2022-06-04,3.63636
2022-06-05,2.10526
2022-06-06,6.79425
2022-06-07,35.59808
2022-06-08,32.63157
2022-06-09,31.77033
2022-06-10,27.27272
2022-06-11,3.63636
2022-06-12,4.78468
2022-06-13,100.0
2022-06-14,73.01435
2022-06-15,41.91387
2022-06-16,37.12918
2022-06-17,27.08133
2022-06-18,4.5933
2022-06-19,5.16746
2022-06-20,33.58851
2022-06-21,30.7177
2022-06-22,31.00478
2022-06-23,23.44497
2022-06-24,22.29665
2022-06-25,3.73205
2022-06-26,3.15789
2022-06-27,23.25358
2022-06-28,24.88038
2022-06-29,23.25358
2022-06-30,22.10526
2022-07-01,22.00956
2022-07-02,3.0622
2022-07-03,3.0622
2022-07-04,30.7177
2022-07-05,28.51674
2022-07-06,23.73205
2022-07-07,25.83732
2022-07-08,20.47846
2022-07-09,2.9665
2022-07-10,4.01913
2022-07-11,30.7177
2022-07-12,27.6555
2022-07-13,26.69856
2022-07-14,26.31578
2022-07-15,21.33971
2022-07-16,3.44497
2022-07-17,4.21052
2022-07-18,30.7177
2022-07-19,29.95215
2022-07-20,28.80382
2022-07-21,28.42105
2022-07-22,22.58373
2022-07-23,4.11483
2022-07-24,3.73205
2022-07-25,32.82296
2022-07-26,30.81339
2022-07-27,32.15311
2022-07-28,30.81339
2022-07-29,37.99043
2022-07-30,3.15789
2022-07-31,3.92344
2022-08-01,23.82775
2022-08-02,26.79425
2022-08-03,23.44497
2022-08-04,24.78468
2022-08-05,20.95693
2022-08-06,2.9665
2022-08-07,3.82775
2022-08-08,30.04784
2022-08-09,28.51674
2022-08-10,26.22009
2022-08-11,27.08133
2022-08-12,22.10526
2022-08-13,2.20095
2022-08-14,1.81818
2022-08-15,5.55023
2022-08-16,32.2488
2022-08-17,33.87559
2022-08-18,34.06698
2022-08-19,22.9665
2022-08-20,3.63636
2022-08-21,5.55023
2022-08-22,32.34449
2022-08-23,28.13397
2022-08-24,25.83732
2022-08-25,26.50717
2022-08-26,22.39234
2022-08-27,2.39234
2022-08-28,2.77511
2022-08-29,28.42105
2022-08-30,26.41148
2022-08-31,24.01913
2022-09-01,23.63636
2022-09-02,21.33971
2022-09-03,3.0622
2022-09-04,3.34928
2022-09-05,27.6555
2022-09-06,27.75119
2022-09-07,24.40191
2022-09-08,16.26794
2022-09-09,0.66985
2022-09-11,1.33971
2022-09-12,3.34928
2022-09-13,30.81339
2022-09-14,32.05741
2022-09-15,30.622
2022-09-16,22.58373
2022-09-17,2.20095
2022-09-18,2.87081
2022-09-19,32.44019
2022-09-20,36.07655
2022-09-21,28.70813
2022-09-22,28.32535
2022-09-23,17.12918
2022-09-24,1.91387
2022-09-25,4.30622
2022-09-26,27.17703
2022-09-27,28.42105
2022-09-28,27.17703
2022-09-29,24.5933
2022-09-30,21.72248
2022-10-01,3.44497
2022-10-02,2.00956
2022-10-03,5.26315
2022-10-04,31.19617
2022-10-05,27.17703
2022-10-06,30.33492
2022-10-07,19.33014
2022-10-08,3.15789
2022-10-09,2.67942
2022-10-10,4.5933
2022-10-11,29.47368
2022-10-12,30.04784
2022-10-13,28.89952
2022-10-14,20.38277
2022-10-15,2.29665
2022-10-16,4.11483
2022-10-17,25.64593
2022-10-18,23.0622
2022-10-19,22.87081
2022-10-20,20.09569
2022-10-21,16.55502
2022-10-22,2.29665
2022-10-23,2.39234
2022-10-24,20.66985
2022-10-25,20.57416
2022-10-26,22.9665
2022-10-27,19.61722
2022-10-28,16.26794
2022-10-29,2.10526
2022-10-30,2.29665
2022-10-31,22.39234
2022-11-01,21.81818
2022-11-02,24.40191
2022-11-03,24.21052
2022-11-04,14.83253
2022-11-05,1.5311
2022-11-06,2.48803
2022-11-07,25.07177
2022-11-08,22.58373
2022-11-09,21.81818
2022-11-10,24.30622
2022-11-11,18.3732
2022-11-12,1.4354
2022-11-13,2.00956
2022-11-14,23.82775
2022-11-15,23.15789
2022-11-16,19.61722
2022-11-17,18.08612
2022-11-18,16.36363
2022-11-19,1.72248
2022-11-20,2.67942
2022-11-21,20.19138
2022-11-22,19.71291
2022-11-23,17.79904
2022-11-24,18.46889
2022-11-25,16.74641
2022-11-26,1.91387
2022-11-27,3.0622
2022-11-28,19.52153
2022-11-29,19.71291
2022-11-30,17.60765
2022-12-01,17.03349
2022-12-02,17.12918
2022-12-03,0.95693
2022-12-04,1.5311
2022-12-05,18.94736
2022-12-06,18.66028
2022-12-07,20.47846
2022-12-08,20.28708
2022-12-09,15.69377
2022-12-10,2.67942
2022-12-11,1.81818
2022-12-12,22.10526
2022-12-13,22.58373
2022-12-14,25.16746
2022-12-15,19.71291
2022-12-16,15.311
2022-12-17,1.62679
2022-12-18,1.81818
2022-12-19,17.03349
2022-12-20,16.8421
2022-12-21,16.26794
2022-12-22,17.60765
2022-12-23,11.38755
2022-12-24,1.14832
2022-12-25,1.14832
2022-12-26,16.74641
2022-12-27,16.74641
2022-12-28,15.50239
2022-12-29,14.06698
2022-12-30,11.29186
2022-12-31,0.86124
2023-01-01,1.72248
2023-01-02,20.38277
2023-01-03,23.54066
2023-01-04,21.14832
2023-01-05,23.34928
2023-01-06,18.75598
2023-01-07,2.00956
2023-01-08,3.0622
2023-01-09,26.50717
2023-01-10,28.03827
2023-01-11,25.45454
2023-01-12,25.07177
2023-01-13,17.12918
2023-01-14,3.54066
2023-01-15,4.21052
2023-01-16,26.69856
2023-01-17,27.94258
2023-01-18,24.21052
2023-01-19,23.73205
2023-01-20,16.65071
2023-01-21,1.5311
2023-01-23,1.4354
2023-01-24,4.40191
2023-01-25,30.23923
2023-01-26,31.10047
2023-01-27,30.81339
2023-01-28,2.87081
2023-01-29,4.30622
2023-01-30,31.67464
2023-01-31,28.42105
2023-02-01,30.622
2023-02-02,31.38755
2023-02-03,27.17703
2023-02-04,1.62679
2023-02-05,5.64593
2023-02-06,37.32057
2023-02-07,35.59808
2023-02-08,33.11004
2023-02-09,32.53588
2023-02-10,26.1244
2023-02-11,2.00956
2023-02-12,3.54066
2023-02-13,30.7177
2023-02-14,31.96172
2023-02-15,29.56937
2023-02-16,27.08133
2023-02-17,21.72248
2023-02-18,3.15789
2023-02-19,5.35885
2023-02-20,31.38755
2023-02-21,30.14354
2023-02-22,30.14354
2023-02-23,29.28229
2023-02-24,26.22009
2023-02-25,4.21052
2023-02-26,4.78468
2023-02-27,30.7177
2023-02-28,26.22009
2023-03-01,5.64593
2023-03-02,32.63157
2023-03-03,25.64593
2023-03-04,4.40191
2023-03-05,4.4976
2023-03-06,31.77033
2023-03-07,32.91866
2023-03-08,30.04784
2023-03-09,30.622
2023-03-10,21.91387
2023-03-11,2.67942
2023-03-12,4.11483
2023-03-13,35.69377
2023-03-14,33.20574
2023-03-15,40.19138
2023-03-16,30.33492
2023-03-17,25.07177
2023-03-18,3.73205
2023-03-19,4.01913
2023-03-20,35.21531
2023-03-21,30.43062
2023-03-22,31.86602
2023-03-23,34.06698
2023-03-24,21.05263
2023-03-25,3.54066
2023-03-26,3.92344
2023-03-27,31.77033
2023-03-28,28.42105
2023-03-29,26.31578
2023-03-30,25.93301
2023-03-31,20.09569
2023-04-01,2.00956
2023-04-02,4.40191
2023-04-03,28.61244
2023-04-04,28.22966
2023-04-05,30.04784
2023-04-06,28.13397
2023-04-07,22.9665
2023-04-08,2.20095
2023-04-09,3.63636
2023-04-10,25.74162
2023-04-11,26.31578
2023-04-12,30.23923
2023-04-13,28.22966
2023-04-14,23.34928
2023-04-15,3.54066
2023-04-16,3.92344
2023-04-17,30.43062
2023-04-18,28.99521
2023-04-19,26.60287
2023-04-20,23.92344
2023-04-21,20.28708
2023-04-22,2.58373
2023-04-23,5.16746
2023-04-24,30.33492
2023-04-25,27.08133
2023-04-26,25.26315
2023-04-27,26.50717
2023-04-28,21.33971
2023-04-29,2.10526
2023-04-30,2.00956
2023-05-01,6.50717
2023-05-02,26.69856
2023-05-03,31.00478
2023-05-04,21.91387
2023-05-05,2.58373
2023-05-06,2.48803
2023-05-07,3.25358
2023-05-08,32.05741
2023-05-09,29.0909
2023-05-10,26.60287
2023-05-11,30.23923
2023-05-12,23.34928
2023-05-13,2.9665
2023-05-14,3.73205
2023-05-15,28.03827
2023-05-16,29.0909
2023-05-17,28.80382
2023-05-18,27.6555
2023-05-19,21.81818
2023-05-20,2.58373
2023-05-21,2.67942
2023-05-22,32.91866
2023-05-23,26.50717
2023-05-24,27.5598
2023-05-25,25.83732
2023-05-26,20.95693
2023-05-27,1.72248
2023-05-28,2.20095
2023-05-29,5.55023
2023-05-30,27.75119
2023-05-31,26.41148
2023-06-01,27.6555
