date,증권
2020-06-13,17.11895
2020-06-14,12.08685
2020-06-15,70.0459
2020-06-16,57.20914
2020-06-17,50.85039
2020-06-18,45.07654
2020-06-19,41.83671
2020-06-20,14.6029
2020-06-21,11.69964
2020-06-22,40.48066
2020-06-23,42.27947
2020-06-24,40.87604
2020-06-25,45.21541
2020-06-26,38.87627
2020-06-27,14.69603
2020-06-28,10.8811
2020-06-29,40.83846
2020-06-30,39.88922
2020-07-01,38.94815
2020-07-02,39.28472
2020-07-03,36.05143
2020-07-04,13.73045
2020-07-05,10.76837
2020-07-06,37.99892
2020-07-07,43.41496
2020-07-08,39.14421
2020-07-09,38.7472
2020-07-10,37.00393
2020-07-11,13.13902
2020-07-12,11.38595
2020-07-13,36.32917
2020-07-14,40.07548
2020-07-15,40.53294
2020-07-16,39.6899
2020-07-17,35.86681
2020-07-18,13.25828
2020-07-19,11.40065
2020-07-20,37.93847
2020-07-21,40.83846
2020-07-22,41.425
2020-07-23,41.83345
2020-07-24,42.40854
2020-07-25,15.34301
2020-07-26,14.50651
2020-07-27,39.85818
2020-07-28,41.4544
2020-07-29,41.60145
2020-07-30,40.40877
2020-07-31,38.45475
2020-08-01,15.18617
2020-08-02,12.33192
2020-08-03,39.79773
2020-08-04,41.40539
2020-08-05,43.23851
2020-08-06,44.26617
2020-08-07,45.41637
2020-08-08,18.20053
2020-08-09,15.17636
2020-08-10,45.69411
2020-08-11,47.76414
2020-08-12,48.72808
2020-08-13,46.26758
2020-08-14,45.57158
2020-08-15,15.48842
2020-08-16,12.58026
2020-08-17,25.18339
2020-08-18,53.9399
2020-08-19,43.50809
2020-08-20,56.23703
2020-08-21,44.48184
2020-08-22,14.68949
2020-08-23,12.4855
2020-08-24,42.16674
2020-08-25,40.73717
2020-08-26,44.38544
2020-08-27,45.02916
2020-08-28,40.6277
2020-08-29,15.21884
2020-08-30,13.87913
2020-08-31,43.69271
2020-09-01,42.52128
2020-09-02,42.7255
2020-09-03,43.21074
2020-09-04,53.89252
2020-09-05,19.9634
2020-09-06,14.81693
2020-09-07,45.90651
2020-09-08,49.24109
2020-09-09,51.68036
2020-09-10,47.07958
2020-09-11,44.6975
2020-09-12,17.88684
2020-09-13,14.00493
2020-09-14,41.45114
2020-09-15,43.60612
2020-09-16,43.83485
2020-09-17,45.23828
2020-09-18,39.9415
2020-09-19,15.50803
2020-09-20,11.74048
2020-09-21,41.95925
2020-09-22,49.87828
2020-09-23,45.40657
2020-09-24,53.17692
2020-09-25,41.36781
2020-09-26,14.79896
2020-09-27,10.77
2020-09-28,36.31447
2020-09-29,32.43419
2020-09-30,13.63569
2020-10-01,12.78121
2020-10-02,16.07495
2020-10-03,14.18138
2020-10-04,11.43006
2020-10-05,36.26545
2020-10-06,36.36185
2020-10-07,36.3112
2020-10-08,34.27875
2020-10-09,15.15839
2020-10-10,11.42026
2020-10-11,9.99068
2020-10-12,33.99284
2020-10-13,35.98117
2020-10-14,34.83915
2020-10-15,40.22579
2020-10-16,36.62979
2020-10-17,12.52307
2020-10-18,9.24077
2020-10-19,34.3392
2020-10-20,38.02996
2020-10-21,34.36535
2020-10-22,35.62174
2020-10-23,32.44563
2020-10-24,11.68983
2020-10-25,9.96454
2020-10-26,37.32906
2020-10-27,35.90112
2020-10-28,34.98129
2020-10-29,39.55103
2020-10-30,37.87475
2020-10-31,12.94623
2020-11-01,9.38291
2020-11-02,32.48648
2020-11-03,33.29357
2020-11-04,36.20174
2020-11-05,36.86343
2020-11-06,35.03847
2020-11-07,12.22572
2020-11-08,9.75705
2020-11-09,36.67881
2020-11-10,42.52944
2020-11-11,39.98235
2020-11-12,39.55593
2020-11-13,36.13312
2020-11-14,14.10132
2020-11-15,10.98567
2020-11-16,39.93987
2020-11-17,41.7877
2020-11-18,38.64263
2020-11-19,39.47097
2020-11-20,35.30641
2020-11-21,13.81541
2020-11-22,11.7993
2020-11-23,38.80111
2020-11-24,40.65221
2020-11-25,43.16009
2020-11-26,38.77497
2020-11-27,37.53982
2020-11-28,14.19445
2020-11-29,12.56555
2020-11-30,38.31751
2020-12-01,39.94314
2020-12-02,41.57204
2020-12-03,57.38722
2020-12-04,42.00009
2020-12-05,16.8167
2020-12-06,15.09467
2020-12-07,44.79716
2020-12-08,45.7464
2020-12-09,43.34634
2020-12-10,45.11248
2020-12-11,41.96252
2020-12-12,16.90166
2020-12-13,13.89383
2020-12-14,61.10085
2020-12-15,42.06381
2020-12-16,41.30736
2020-12-17,41.33024
2020-12-18,39.21937
2020-12-19,16.49157
2020-12-20,14.36763
2020-12-21,43.57017
2020-12-22,49.53681
2020-12-23,47.17761
2020-12-24,43.17643
2020-12-25,16.62391
2020-12-26,13.34651
2020-12-27,14.64865
2020-12-28,45.85423
2020-12-29,46.61721
2020-12-30,48.59084
2020-12-31,32.06169
2021-01-01,14.35456
2021-01-02,13.86932
2021-01-03,15.80048
2021-01-04,70.81542
2021-01-05,59.49646
2021-01-06,63.74924
2021-01-07,60.61888
2021-01-08,67.67689
2021-01-09,28.41995
2021-01-10,23.70807
2021-01-11,81.92363
2021-01-12,73.85103
2021-01-13,65.43695
2021-01-14,61.95696
2021-01-15,62.64642
2021-01-16,23.36007
2021-01-17,18.49298
2021-01-18,65.1445
2021-01-19,64.97132
2021-01-20,58.4639
2021-01-21,58.38384
2021-01-22,56.70593
2021-01-23,23.45646
2021-01-24,19.55168
2021-01-25,56.54418
2021-01-26,63.29994
2021-01-27,59.62389
2021-01-28,67.72591
2021-01-29,74.08302
2021-01-30,26.48716
2021-01-31,18.19399
2021-02-01,60.40648
2021-02-02,55.87106
2021-02-03,55.02638
2021-02-04,55.83348
2021-02-05,51.87805
2021-02-06,21.55635
2021-02-07,17.61399
2021-02-08,52.88284
2021-02-09,49.65445
2021-02-10,46.30679
2021-02-11,19.36869
2021-02-12,17.23332
2021-02-13,17.24802
2021-02-14,17.05523
2021-02-15,51.7114
2021-02-16,55.1048
2021-02-17,54.29117
2021-02-18,55.69297
2021-02-19,53.63765
2021-02-20,19.86047
2021-02-21,17.16143
2021-02-22,50.94351
2021-02-23,55.559
2021-02-24,63.93059
2021-02-25,55.38908
2021-02-26,60.67116
2021-02-27,21.20835
2021-02-28,15.8887
2021-03-01,21.63314
2021-03-02,50.83242
2021-03-03,48.75095
2021-03-04,50.21811
2021-03-05,50.48768
2021-03-06,19.59416
2021-03-07,15.09467
2021-03-08,49.24273
2021-03-09,55.60311
2021-03-10,52.84689
2021-03-11,50.14785
2021-03-12,46.87045
2021-03-13,18.41129
2021-03-14,14.35129
2021-03-15,42.99181
2021-03-16,45.75783
2021-03-17,45.56178
2021-03-18,48.87676
2021-03-19,48.95681
2021-03-20,18.10903
2021-03-21,13.61445
2021-03-22,41.83835
2021-03-23,49.44859
2021-03-24,45.86566
2021-03-25,44.43936
2021-03-26,42.43305
2021-03-27,17.13039
2021-03-28,13.07203
2021-03-29,42.72877
2021-03-30,43.07513
2021-03-31,40.63424
2021-04-01,40.94793
2021-04-02,39.7912
2021-04-03,16.04718
2021-04-04,12.8629
2021-04-05,39.88922
2021-04-06,42.51474
2021-04-07,44.28251
2021-04-08,41.4348
2021-04-09,38.63283
2021-04-10,14.14053
2021-04-11,12.49366
2021-04-12,40.06567
2021-04-13,42.34973
2021-04-14,42.31052
2021-04-15,43.11108
2021-04-16,41.05739
2021-04-17,16.25304
2021-04-18,13.11287
2021-04-19,39.15075
2021-04-20,41.35964
2021-04-21,45.36572
2021-04-22,41.60635
2021-04-23,42.34973
2021-04-24,18.06329
2021-04-25,15.33321
2021-04-26,44.8135
2021-04-27,56.64058
2021-04-28,63.03854
2021-04-29,56.58829
2021-04-30,50.77033
2021-05-01,24.18024
2021-05-02,21.05314
2021-05-03,56.11776
2021-05-04,49.17248
2021-05-05,20.95185
2021-05-06,47.24296
2021-05-07,43.42967
2021-05-08,19.18244
2021-05-09,16.51771
2021-05-10,49.20188
2021-05-11,57.24998
2021-05-12,57.68131
2021-05-13,58.82823
2021-05-14,48.84735
2021-05-15,20.10227
2021-05-16,17.06177
2021-05-17,48.96825
2021-05-18,43.59141
2021-05-19,21.43382
2021-05-20,45.52583
2021-05-21,43.27772
2021-05-22,18.30836
2021-05-23,16.0047
2021-05-24,43.84955
2021-05-25,42.7353
2021-05-26,43.0637
2021-05-27,44.31846
2021-05-28,41.9135
2021-05-29,17.05197
2021-05-30,13.79907
2021-05-31,41.71581
2021-06-01,43.04899
2021-06-02,44.2482
2021-06-03,44.73017
2021-06-04,43.04409
2021-06-05,17.52087
2021-06-06,15.17473
2021-06-07,45.9882
2021-06-08,44.5913
2021-06-09,44.64195
2021-06-10,43.73029
2021-06-11,41.55407
2021-06-12,16.38374
2021-06-13,13.69614
2021-06-14,41.61615
2021-06-15,43.29733
2021-06-16,44.60764
2021-06-17,43.7842
2021-06-18,42.3677
2021-06-19,18.31816
2021-06-20,14.31698
2021-06-21,44.77592
2021-06-22,43.99986
2021-06-23,45.31017
2021-06-24,45.61079
2021-06-25,41.50178
2021-06-26,16.20076
2021-06-27,13.39716
2021-06-28,40.149
2021-06-29,39.801
2021-06-30,42.24843
2021-07-01,39.32229
2021-07-02,37.31926
2021-07-03,14.55715
2021-07-04,12.38093
2021-07-05,38.45475
2021-07-06,39.29942
2021-07-07,40.6179
2021-07-08,45.82482
2021-07-09,47.71513
2021-07-10,16.67292
2021-07-11,13.00014
2021-07-12,38.7521
2021-07-13,40.10652
2021-07-14,39.79773
2021-07-15,39.53959
2021-07-16,40.42348
2021-07-17,14.64374
2021-07-18,12.11626
2021-07-19,40.42674
2021-07-20,44.05378
2021-07-21,41.77626
2021-07-22,40.06894
2021-07-23,36.57424
2021-07-24,14.09479
2021-07-25,11.20623
2021-07-26,37.68196
2021-07-27,38.50376
2021-07-28,38.81418
2021-07-29,37.4712
2021-07-30,37.73424
2021-07-31,12.87597
2021-08-01,10.1753
2021-08-02,35.58579
2021-08-03,37.47937
2021-08-04,39.20466
2021-08-05,38.5299
2021-08-06,43.70415
2021-08-07,13.92814
2021-08-08,11.6735
2021-08-09,41.6864
2021-08-10,43.45908
2021-08-11,42.94933
2021-08-12,44.29722
2021-08-13,50.20014
2021-08-14,15.15839
2021-08-15,11.29936
2021-08-16,19.96503
2021-08-17,49.64301
2021-08-18,44.20409
2021-08-19,53.42526
2021-08-20,51.95974
2021-08-21,16.88695
2021-08-22,12.52634
2021-08-23,44.01293
2021-08-24,45.74476
2021-08-25,43.98026
2021-08-26,43.31367
2021-08-27,40.44472
2021-08-28,15.30053
2021-08-29,11.81074
2021-08-30,39.12134
2021-08-31,42.52781
2021-09-01,43.26956
2021-09-02,42.27621
2021-09-03,39.40562
2021-09-04,14.36763
2021-09-05,11.6735
2021-09-06,39.30922
2021-09-07,39.21446
2021-09-08,41.58347
2021-09-09,43.45254
2021-09-10,41.59981
2021-09-11,14.04251
2021-09-12,10.88437
2021-09-13,38.32404
2021-09-14,38.1574
2021-09-15,37.75221
2021-09-16,37.07582
2021-09-17,37.79469
2021-09-18,12.25186
2021-09-19,8.30297
2021-09-20,10.7357
2021-09-21,16.79709
2021-09-22,18.65309
2021-09-23,44.70403
2021-09-24,37.42055
2021-09-25,13.50499
2021-09-26,10.45795
2021-09-27,35.76551
2021-09-28,41.18319
2021-09-29,49.65935
2021-09-30,41.45277
2021-10-01,43.62899
2021-10-02,14.3611
2021-10-03,9.62144
2021-10-04,18.87202
2021-10-05,54.92999
2021-10-06,56.52784
2021-10-07,46.39338
2021-10-08,40.94956
2021-10-09,12.99851
2021-10-10,9.05451
2021-10-11,15.01462
2021-10-12,46.16628
2021-10-13,41.56714
2021-10-14,40.06567
2021-10-15,38.67531
2021-10-16,13.77456
2021-10-17,10.10995
2021-10-18,35.65278
2021-10-19,35.90275
2021-10-20,35.91419
2021-10-21,36.55464
2021-10-22,32.96845
2021-10-23,11.8042
2021-10-24,8.88787
2021-10-25,37.42382
2021-10-26,35.33256
2021-10-27,35.65278
2021-10-28,36.19193
2021-10-29,36.02529
2021-10-30,11.91367
2021-10-31,9.37474
2021-11-01,32.84101
2021-11-02,36.66083
2021-11-03,38.82562
2021-11-04,37.68523
2021-11-05,35.33746
2021-11-06,11.96431
2021-11-07,9.14437
2021-11-08,33.99284
2021-11-09,33.98467
2021-11-10,36.17396
2021-11-11,36.66083
2021-11-12,33.15633
2021-11-13,12.77795
2021-11-14,9.8126
2021-11-15,32.9325
2021-11-16,34.69211
2021-11-17,34.50422
2021-11-18,44.2384
2021-11-19,31.21538
2021-11-20,11.97085
2021-11-21,9.43029
2021-11-22,33.95526
2021-11-23,34.13008
2021-11-24,33.78208
2021-11-25,31.89014
2021-11-26,33.66935
2021-11-27,14.91986
2021-11-28,10.6442
2021-11-29,37.75385
2021-11-30,45.85259
2021-12-01,40.33688
2021-12-02,38.51356
2021-12-03,34.35064
2021-12-04,14.12256
2021-12-05,9.27508
2021-12-06,34.11864
2021-12-07,34.95025
2021-12-08,34.69864
2021-12-09,34.23791
2021-12-10,33.02073
2021-12-11,12.45772
2021-12-12,8.92381
2021-12-13,31.32321
2021-12-14,33.3916
2021-12-15,33.20045
2021-12-16,33.58276
2021-12-17,31.26929
2021-12-18,12.16854
2021-12-19,8.69835
2021-12-20,31.69408
2021-12-21,33.77554
2021-12-22,32.47014
2021-12-23,32.23324
2021-12-24,29.58158
2021-12-25,9.80443
2021-12-26,8.68037
2021-12-27,29.56851
2021-12-28,31.7676
2021-12-29,31.93915
2021-12-30,31.35752
2021-12-31,20.04509
2022-01-01,7.65108
2022-01-02,8.67057
2022-01-03,39.10173
2022-01-04,31.60422
2022-01-05,36.39616
2022-01-06,37.99075
2022-01-07,34.01735
2022-01-08,12.83186
2022-01-09,9.46623
2022-01-10,34.07943
2022-01-11,36.08574
2022-01-12,33.91605
2022-01-13,34.02061
2022-01-14,34.55813
2022-01-15,12.56228
2022-01-16,9.59367
2022-01-17,32.60411
2022-01-18,36.82585
2022-01-19,38.01852
2022-01-20,35.92236
2022-01-21,36.20827
2022-01-22,14.91005
2022-01-23,9.30285
2022-01-24,39.25858
2022-01-25,51.52188
2022-01-26,44.9442
2022-01-27,66.02349
2022-01-28,48.4536
2022-01-29,15.03096
2022-01-30,8.42877
2022-01-31,8.94505
2022-02-01,12.47733
2022-02-02,14.81529
2022-02-03,41.92984
2022-02-04,39.09356
2022-02-05,14.23693
2022-02-06,10.28803
2022-02-07,35.15447
2022-02-08,37.17385
2022-02-09,35.8423
2022-02-10,35.54822
2022-02-11,34.60388
2022-02-12,13.79907
2022-02-13,8.8797
2022-02-14,36.00568
2022-02-15,39.30596
2022-02-16,36.55137
2022-02-17,41.07209
2022-02-18,36.26219
2022-02-19,13.35794
2022-02-20,8.26376
2022-02-21,33.3818
2022-02-22,39.83367
2022-02-23,37.77999
2022-02-24,49.39467
2022-02-25,43.51463
2022-02-26,14.42808
2022-02-27,8.8748
2022-02-28,33.53701
2022-03-01,16.46053
2022-03-02,35.84884
2022-03-03,34.49768
2022-03-04,34.59408
2022-03-05,12.79428
2022-03-06,8.23271
2022-03-07,36.59385
2022-03-08,39.86635
2022-03-09,16.31839
2022-03-10,37.68523
2022-03-11,35.97791
2022-03-12,13.51806
2022-03-13,9.54465
2022-03-14,35.11853
2022-03-15,37.37644
2022-03-16,38.21294
2022-03-17,39.31739
2022-03-18,36.39779
2022-03-19,13.58341
2022-03-20,8.83232
2022-03-21,32.26591
2022-03-22,34.51239
2022-03-23,34.11047
2022-03-24,35.61847
2022-03-25,35.21982
2022-03-26,12.49693
2022-03-27,9.29142
2022-03-28,32.54529
2022-03-29,34.90123
2022-03-30,35.60703
2022-03-31,34.58427
2022-04-01,33.50923
2022-04-02,11.582
2022-04-03,8.55784
2022-04-04,31.66631
2022-04-05,33.36546
2022-04-06,34.13335
2022-04-07,36.12331
2022-04-08,32.43256
2022-04-09,11.41536
2022-04-10,7.87981
2022-04-11,30.95887
2022-04-12,33.4063
2022-04-13,33.69222
2022-04-14,33.70856
2022-04-15,30.7138
2022-04-16,9.51688
2022-04-17,7.21322
2022-04-18,29.49989
2022-04-19,31.34118
2022-04-20,32.73155
2022-04-21,31.94732
2022-04-22,30.99808
2022-04-23,12.70442
2022-04-24,8.11508
2022-04-25,33.47002
2022-04-26,35.04827
2022-04-27,39.38275
2022-04-28,35.85047
2022-04-29,33.52067
2022-04-30,13.47231
2022-05-01,8.0628
2022-05-02,30.77589
2022-05-03,32.6809
2022-05-04,31.13369
2022-05-05,15.30543
2022-05-06,37.1379
2022-05-07,11.57383
2022-05-08,7.4779
2022-05-09,32.3427
2022-05-10,39.48567
2022-05-11,35.64298
2022-05-12,40.70612
2022-05-13,35.83086
2022-05-14,11.98392
2022-05-15,7.68212
2022-05-16,31.05037
2022-05-17,32.2267
2022-05-18,32.60411
2022-05-19,37.95317
2022-05-20,33.46349
2022-05-21,12.33519
2022-05-22,7.39294
2022-05-23,29.16496
2022-05-24,33.49126
2022-05-25,32.10253
2022-05-26,31.39836
2022-05-27,28.70913
2022-05-28,10.24882
2022-05-29,6.77863
2022-05-30,28.12913
2022-05-31,29.08
2022-06-01,13.50008
2022-06-02,28.91499
2022-06-03,27.48051
2022-06-04,9.38618
2022-06-05,6.2166
2022-06-06,9.54302
2022-06-07,29.25318
2022-06-08,29.29566
2022-06-09,29.7858
2022-06-10,30.75301
2022-06-11,11.38431
2022-06-12,7.21486
2022-06-13,41.24038
2022-06-14,44.45243
2022-06-15,42.29744
2022-06-16,41.37598
2022-06-17,39.76342
2022-06-18,12.626
2022-06-19,7.29001
2022-06-20,38.5103
2022-06-21,35.4747
2022-06-22,41.83345
2022-06-23,41.95925
2022-06-24,37.27841
2022-06-25,11.76336
2022-06-26,6.90443
2022-06-27,32.12704
2022-06-28,33.56805
2022-06-29,33.69222
2022-06-30,33.98467
2022-07-01,34.98292
2022-07-02,10.59682
2022-07-03,6.29503
2022-07-04,30.89025
2022-07-05,32.22507
2022-07-06,35.67075
2022-07-07,32.39498
2022-07-08,31.38203
2022-07-09,9.47604
2022-07-10,6.08427
2022-07-11,28.05724
2022-07-12,31.11082
2022-07-13,32.21853
2022-07-14,31.4049
2022-07-15,30.79386
2022-07-16,9.32246
2022-07-17,5.70522
2022-07-18,28.66502
2022-07-19,30.13544
2022-07-20,31.71369
2022-07-21,30.35273
2022-07-22,28.69279
2022-07-23,9.15418
2022-07-24,5.77058
2022-07-25,26.42508
2022-07-26,26.99854
2022-07-27,28.15037
2022-07-28,31.02749
2022-07-29,28.78919
2022-07-30,9.05778
2022-07-31,5.58269
2022-08-01,26.70936
2022-08-02,28.23696
2022-08-03,29.04242
2022-08-04,28.17978
2022-08-05,27.3106
2022-08-06,9.18359
2022-08-07,5.89475
2022-08-08,26.30091
2022-08-09,29.2973
2022-08-10,29.67634
2022-08-11,30.62558
2022-08-12,28.74344
2022-08-13,9.57733
2022-08-14,5.63824
2022-08-15,9.21463
2022-08-16,29.39206
2022-08-17,28.94766
2022-08-18,28.12586
2022-08-19,27.01488
2022-08-20,8.97773
2022-08-21,5.83266
2022-08-22,26.83843
2022-08-23,29.77927
2022-08-24,28.57352
2022-08-25,28.57679
2022-08-26,27.4266
2022-08-27,11.15395
2022-08-28,5.91272
2022-08-29,29.96716
2022-08-30,29.97532
2022-08-31,29.7858
2022-09-01,30.52101
2022-09-02,27.9053
2022-09-03,9.43192
2022-09-04,5.43238
2022-09-05,24.92852
2022-09-06,25.84181
2022-09-07,28.81859
2022-09-08,25.57713
2022-09-09,8.94178
2022-09-10,7.06455
2022-09-11,5.1628
2022-09-12,8.44347
2022-09-13,30.84124
2022-09-14,36.07757
2022-09-15,30.33476
2022-09-16,29.0555
2022-09-17,9.61327
2022-09-18,5.75424
2022-09-19,27.22074
2022-09-20,28.42158
2022-09-21,29.05223
2022-09-22,32.88349
2022-09-23,31.09611
2022-09-24,10.25699
2022-09-25,5.70359
2022-09-26,35.97137
2022-09-27,36.74906
2022-09-28,41.07373
2022-09-29,36.51543
2022-09-30,34.5614
2022-10-01,11.75519
2022-10-02,6.18556
2022-10-03,11.51012
2022-10-04,35.45509
2022-10-05,35.65441
2022-10-06,32.18749
2022-10-07,31.39673
2022-10-08,11.44313
2022-10-09,6.13982
2022-10-10,12.03947
2022-10-11,37.9401
2022-10-12,35.34072
2022-10-13,36.669
2022-10-14,34.4356
2022-10-15,15.05219
2022-10-16,8.47288
2022-10-17,41.92984
2022-10-18,40.43328
2022-10-19,36.62652
2022-10-20,33.65954
2022-10-21,31.12879
2022-10-22,11.49868
2022-10-23,6.46984
2022-10-24,30.6991
2022-10-25,32.83284
2022-10-26,32.69233
2022-10-27,33.0534
2022-10-28,31.59932
2022-10-29,11.46764
2022-10-30,6.27542
2022-10-31,28.48203
2022-11-01,32.6907
2022-11-02,33.17267
2022-11-03,35.11199
2022-11-04,30.68439
2022-11-05,11.44967
2022-11-06,7.22139
2022-11-07,29.43454
2022-11-08,33.44878
2022-11-09,33.90298
2022-11-10,35.34726
2022-11-11,44.90662
2022-11-12,15.85929
2022-11-13,8.97119
2022-11-14,34.9192
2022-11-15,36.20827
2022-11-16,36.39779
2022-11-17,43.72375
2022-11-18,31.93262
2022-11-19,10.68668
2022-11-20,6.83908
2022-11-21,27.9004
2022-11-22,30.74321
2022-11-23,29.74986
2022-11-24,29.80051
2022-11-25,26.25843
2022-11-26,9.02184
2022-11-27,6.0859
2022-11-28,25.65882
2022-11-29,28.05561
2022-11-30,28.36767
2022-12-01,30.69746
2022-12-02,27.63572
2022-12-03,9.37637
2022-12-04,6.12348
2022-12-05,24.6377
2022-12-06,27.0737
2022-12-07,27.92
2022-12-08,27.7991
2022-12-09,26.73387
2022-12-10,10.39423
2022-12-11,6.39959
2022-12-12,24.84683
2022-12-13,29.18293
2022-12-14,28.99178
2022-12-15,30.03741
2022-12-16,28.47059
2022-12-17,10.42527
2022-12-18,5.94539
2022-12-19,23.70807
2022-12-20,29.00158
2022-12-21,28.91009
2022-12-22,27.65533
2022-12-23,31.21211
2022-12-24,10.55271
2022-12-25,6.21987
2022-12-26,25.24547
2022-12-27,26.59009
2022-12-28,32.36231
2022-12-29,31.41634
2022-12-30,23.32412
2022-12-31,7.83897
2023-01-01,7.02697
2023-01-02,38.68185
2023-01-03,30.93927
2023-01-04,32.38845
2023-01-05,31.32321
2023-01-06,30.92293
2023-01-07,12.26983
2023-01-08,7.04004
2023-01-09,29.39533
2023-01-10,32.86062
2023-01-11,31.66631
2023-01-12,31.28727
2023-01-13,30.84777
2023-01-14,12.2535
2023-01-15,7.0041
2023-01-16,27.67167
2023-01-17,28.9444
2023-01-18,29.27279
2023-01-19,29.60282
2023-01-20,27.33184
2023-01-21,10.61316
2023-01-22,5.7428
2023-01-23,7.25243
2023-01-24,12.85147
2023-01-25,33.61216
2023-01-26,34.15622
2023-01-27,33.45368
2023-01-28,13.36775
2023-01-29,8.37812
2023-01-30,31.20067
2023-01-31,33.43408
2023-02-01,33.88991
2023-02-02,36.13312
2023-02-03,34.38658
2023-02-04,12.60803
2023-02-05,7.83733
2023-02-06,30.62068
2023-02-07,33.30828
2023-02-08,34.16766
2023-02-09,34.27058
2023-02-10,33.19881
2023-02-11,12.42341
2023-02-12,7.69846
2023-02-13,30.13217
2023-02-14,33.01093
2023-02-15,36.46805
2023-02-16,36.12822
2023-02-17,33.91115
2023-02-18,12.76651
2023-02-19,7.90922
2023-02-20,30.20242
2023-02-21,32.71684
2023-02-22,36.089
2023-02-23,35.42568
2023-02-24,32.88185
2023-02-25,12.34989
2023-02-26,7.2655
2023-02-27,30.09623
2023-02-28,31.0422
2023-03-01,15.01298
2023-03-02,32.76095
2023-03-03,32.07803
2023-03-04,11.70127
2023-03-05,7.74257
2023-03-06,31.31177
2023-03-07,34.39149
2023-03-08,35.60213
2023-03-09,35.9681
2023-03-10,34.02061
2023-03-11,13.82684
2023-03-12,9.07902
2023-03-13,38.46618
2023-03-14,44.20572
2023-03-15,40.57705
2023-03-16,39.36967
2023-03-17,36.12168
2023-03-18,14.00003
2023-03-19,8.69018
2023-03-20,33.39977
2023-03-21,35.34072
2023-03-22,34.68884
2023-03-23,41.95761
2023-03-24,35.79492
2023-03-25,13.15535
2023-03-26,8.49576
2023-03-27,33.00276
2023-03-28,36.4125
2023-03-29,36.91897
2023-03-30,37.31926
2023-03-31,35.32439
2023-04-01,13.14555
2023-04-02,8.70325
2023-04-03,34.67577
2023-04-04,38.20641
2023-04-05,40.54928
2023-04-06,38.9939
2023-04-07,36.74743
2023-04-08,11.63429
2023-04-09,9.76032
2023-04-10,36.94838
2023-04-11,39.96928
2023-04-12,41.25181
2023-04-13,40.79925
2023-04-14,38.69165
2023-04-15,13.5442
2023-04-16,9.5904
2023-04-17,35.973
2023-04-18,37.96134
2023-04-19,39.13277
2023-04-20,39.12787
2023-04-21,36.73926
2023-04-22,12.10482
2023-04-23,8.79147
2023-04-24,35.52371
2023-04-25,44.20246
2023-04-26,43.98843
2023-04-27,42.03767
2023-04-28,38.73739
2023-04-29,12.40871
2023-04-30,7.88798
2023-05-01,20.11207
2023-05-02,34.41599
2023-05-03,35.37503
2023-05-04,33.8507
2023-05-05,13.26155
2023-05-06,10.74713
2023-05-07,7.45012
2023-05-08,31.1582
2023-05-09,33.75594
2023-05-10,33.2854
2023-05-11,33.79025
2023-05-12,30.97848
2023-05-13,10.52167
2023-05-14,6.99593
2023-05-15,29.83645
2023-05-16,32.24631
2023-05-17,32.00941
2023-05-18,32.70377
2023-05-19,32.86878
2023-05-20,10.80105
2023-05-21,7.74584
2023-05-22,31.19414
2023-05-23,32.86388
2023-05-24,32.86715
2023-05-25,33.55171
2023-05-26,31.30197
2023-05-27,10.7357
2023-05-28,6.93057
2023-05-29,12.2731
2023-05-30,33.32788
