date,전고체배터리관련주
2020-08-22,1.59551
2020-08-23,1.80118
2020-08-24,2.49298
2020-08-25,4.71798
2020-08-26,4.80523
2020-08-27,6.24493
2020-08-28,3.04767
2020-08-29,4.55593
2020-08-30,8.41383
2020-08-31,6.68744
2020-09-01,4.54347
2020-09-02,3.78934
2020-09-03,3.90775
2020-09-04,3.15363
2020-09-05,4.43128
2020-09-06,4.68058
2020-09-07,3.5525
2020-09-08,7.39794
2020-09-09,5.96447
2020-09-10,4.13836
2020-09-11,2.97912
2020-09-12,2.1128
2020-09-13,4.96104
2020-09-14,4.83016
2020-09-15,4.66188
2020-09-16,5.65285
2020-09-17,4.44998
2020-09-18,4.17575
2020-09-19,4.87379
2020-09-20,8.56341
2020-09-21,10.12153
2020-09-22,8.48239
2020-09-23,10.65129
2020-09-24,4.3191
2020-09-25,2.10034
2020-09-26,4.56216
2020-09-27,4.47491
2020-09-28,3.87036
2020-09-29,2.61763
2020-09-30,1.35867
2020-10-01,1.15923
2020-10-02,0.98473
2020-10-03,1.29012
2020-10-04,1.46463
2020-10-05,1.60174
2020-10-06,6.36335
2020-10-07,2.63633
2020-10-08,3.82673
2020-10-09,2.53661
2020-10-10,1.91336
2020-10-11,2.20006
2020-10-12,1.92583
2020-10-13,1.75755
2020-10-14,1.52695
2020-10-15,1.421
2020-10-16,2.22499
2020-10-17,1.33374
2020-10-18,1.79495
2020-10-19,1.3836
2020-10-20,1.35867
2020-10-21,0.73543
2020-10-22,0.83515
2020-10-23,0.6544
2020-10-24,0.51729
2020-10-25,0.48613
2020-10-26,0.72919
2020-10-27,1.11561
2020-10-28,0.77282
2020-10-29,0.79775
2020-10-30,1.67653
2020-10-31,0.59208
2020-11-01,0.88501
2020-11-02,0.77282
2020-11-03,1.06575
2020-11-04,0.81022
2020-11-05,1.05328
2020-11-06,1.10314
2020-11-07,0.88501
2020-11-08,1.01589
2020-11-09,0.76659
2020-11-10,0.86008
2020-11-11,0.87877
2020-11-12,1.14677
2020-11-13,0.79152
2020-11-14,2.68619
2020-11-15,2.23745
2020-11-16,2.23745
2020-11-17,2.21875
2020-11-18,2.62387
2020-11-19,1.81988
2020-11-20,1.14054
2020-11-21,0.87877
2020-11-22,1.00342
2020-11-23,1.85727
2020-11-24,1.74509
2020-11-25,1.35867
2020-11-26,1.27765
2020-11-27,1.45839
2020-11-28,1.33374
2020-11-29,4.32533
2020-11-30,2.10034
2020-12-01,1.65783
2020-12-02,1.78248
2020-12-03,2.43066
2020-12-04,1.50825
2020-12-05,1.37737
2020-12-06,1.36491
2020-12-07,1.46463
2020-12-08,1.46463
2020-12-09,6.63134
2020-12-10,13.44967
2020-12-11,11.14365
2020-12-12,12.17824
2020-12-13,13.74259
2020-12-14,27.33561
2020-12-15,15.71205
2020-12-16,21.47709
2020-12-17,18.80959
2020-12-18,14.68993
2020-12-19,7.74696
2020-12-20,10.96291
2020-12-21,36.11717
2020-12-22,19.90651
2020-12-23,16.30414
2020-12-24,11.8043
2020-12-25,9.44842
2020-12-26,6.66874
2020-12-27,8.39513
2020-12-28,8.89996
2020-12-29,7.52259
2020-12-30,7.77189
2020-12-31,6.02679
2021-01-01,4.88625
2021-01-02,11.64225
2021-01-03,35.31318
2021-01-04,34.21626
2021-01-05,18.97787
2021-01-06,13.96696
2021-01-07,15.08258
2021-01-08,22.76098
2021-01-09,34.6463
2021-01-10,25.67154
2021-01-11,17.3325
2021-01-12,16.1234
2021-01-13,100.0
2021-01-14,67.75319
2021-01-15,32.43377
2021-01-16,24.50607
2021-01-17,20.33032
2021-01-18,47.95886
2021-01-19,63.88282
2021-01-20,33.96696
2021-01-21,29.01215
2021-01-22,18.42941
2021-01-23,13.96696
2021-01-24,13.89841
2021-01-25,13.68027
2021-01-26,9.57307
2021-01-27,11.21844
2021-01-28,10.64506
2021-01-29,5.90838
2021-01-30,4.20068
2021-01-31,5.21657
2021-02-01,8.96852
2021-02-02,10.72608
2021-02-03,8.95606
2021-02-04,9.598
2021-02-05,10.12153
2021-02-06,36.23558
2021-02-07,18.2923
2021-02-08,9.61047
2021-02-09,11.94764
2021-02-10,7.08008
2021-02-11,11.86662
2021-02-12,8.08351
2021-02-13,12.4587
2021-02-14,13.03832
2021-02-15,12.78903
2021-02-16,13.30009
2021-02-17,10.7884
2021-02-18,13.53069
2021-02-19,10.17139
2021-02-20,11.82299
2021-02-21,11.00654
2021-02-22,12.15331
2021-02-23,24.23184
2021-02-24,21.88843
2021-02-25,18.7722
2021-02-26,10.62013
2021-02-27,6.51293
2021-02-28,10.02181
2021-03-01,14.1851
2021-03-02,11.29323
2021-03-03,7.97756
2021-03-04,6.99283
2021-03-05,5.08569
2021-03-06,4.5497
2021-03-07,5.99563
2021-03-08,6.33842
2021-03-09,11.23091
2021-03-10,7.59114
2021-03-11,6.17637
2021-03-12,5.49703
2021-03-13,3.54627
2021-03-14,3.98878
2021-03-15,8.41383
2021-03-16,23.12246
2021-03-17,14.13524
2021-03-18,7.79058
2021-03-19,10.52664
2021-03-20,21.31505
2021-03-21,17.72514
2021-03-22,11.67341
2021-03-23,9.26145
2021-03-24,5.92084
2021-03-25,7.77812
2021-03-26,7.57245
2021-03-27,5.67154
2021-03-28,5.2789
2021-03-29,4.73667
2021-03-30,7.32315
2021-03-31,5.77126
2021-04-01,5.18541
2021-04-02,8.95606
2021-04-03,6.9866
2021-04-04,3.61483
2021-04-05,4.799
2021-04-06,5.49703
2021-04-07,3.30944
2021-04-08,3.39669
2021-04-09,2.50545
2021-04-10,2.1315
2021-04-11,3.44655
2021-04-12,4.86132
2021-04-13,6.35088
2021-04-14,8.54471
2021-04-15,3.59613
2021-04-16,4.35649
2021-04-17,11.10003
2021-04-18,9.62293
2021-04-19,8.85634
2021-04-20,11.24961
2021-04-21,8.3702
2021-04-22,9.5793
2021-04-23,27.57868
2021-04-24,6.38828
2021-04-25,10.80087
2021-04-26,8.99968
2021-04-27,6.67497
2021-04-28,4.33779
2021-04-29,3.95138
2021-04-30,2.98535
2021-05-01,3.80803
2021-05-02,2.30601
2021-05-03,2.58647
2021-05-04,4.46244
2021-05-05,3.40292
2021-05-06,2.60517
2021-05-07,2.90433
2021-05-08,2.87316
2021-05-09,3.27204
2021-05-10,2.70489
2021-05-11,5.57806
2021-05-12,3.3593
2021-05-13,2.3808
2021-05-14,1.97569
2021-05-15,1.67653
2021-05-16,2.5927
2021-05-17,2.48675
2021-05-18,1.81988
2021-05-19,1.68899
2021-05-20,1.60797
2021-05-21,1.72016
2021-05-22,1.09068
2021-05-23,0.96603
2021-05-24,1.27142
2021-05-25,1.93829
2021-05-26,3.3219
2021-05-27,3.05391
2021-05-28,2.54284
2021-05-29,1.38984
2021-05-30,1.04705
2021-05-31,1.67653
2021-06-01,4.24431
2021-06-02,2.07541
2021-06-03,2.00062
2021-06-04,1.48332
2021-06-05,1.29012
2021-06-06,1.09068
2021-06-07,2.05048
2021-06-08,1.84481
2021-06-09,3.15986
2021-06-10,3.25958
2021-06-11,2.32471
2021-06-12,1.35244
2021-06-13,1.68276
2021-06-14,1.70769
2021-06-15,1.62044
2021-06-16,2.21252
2021-06-17,4.08226
2021-06-18,2.35587
2021-06-19,4.13212
2021-06-20,2.46805
2021-06-21,1.88843
2021-06-22,2.16889
2021-06-23,2.22499
2021-06-24,2.10657
2021-06-25,1.80741
2021-06-26,1.65783
2021-06-27,2.97288
2021-06-28,2.13773
2021-06-29,1.83857
2021-06-30,1.25272
2021-07-01,2.10657
2021-07-02,2.22499
2021-07-03,1.83234
2021-07-04,2.81084
2021-07-05,4.77407
2021-07-06,2.81707
2021-07-07,1.97569
2021-07-08,4.41882
2021-07-09,7.20473
2021-07-10,3.98254
2021-07-11,6.01433
2021-07-12,2.94795
2021-07-13,4.73667
2021-07-14,4.19445
2021-07-15,3.84543
2021-07-16,3.14739
2021-07-17,2.15643
2021-07-18,1.92583
2021-07-19,2.44936
2021-07-20,3.3406
2021-07-21,3.31567
2021-07-22,3.27204
2021-07-23,3.17856
2021-07-24,2.3621
2021-07-25,3.02898
2021-07-26,1.81364
2021-07-27,2.09411
2021-07-28,1.68276
2021-07-29,1.78871
2021-07-30,1.31505
2021-07-31,1.29635
2021-08-01,1.52695
2021-08-02,1.54565
2021-08-03,1.92583
2021-08-04,1.55188
2021-08-05,1.93829
2021-08-06,2.17513
2021-08-07,2.1315
2021-08-08,1.55811
2021-08-09,2.49298
2021-08-10,2.66749
2021-08-11,2.18136
2021-08-12,3.14739
2021-08-13,2.57401
2021-08-14,2.06294
2021-08-15,4.33156
2021-08-16,2.41819
2021-08-17,6.50669
2021-08-18,4.91741
2021-08-19,2.73605
2021-08-20,2.50545
2021-08-21,2.44312
2021-08-22,3.1287
2021-08-23,4.58709
2021-08-24,4.79277
2021-08-25,5.60922
2021-08-26,5.31629
2021-08-27,5.92708
2021-08-28,3.90152
2021-08-29,4.41258
2021-08-30,3.17856
2021-08-31,2.81707
2021-09-01,2.97912
2021-09-02,3.32813
2021-09-03,3.47771
2021-09-04,2.40573
2021-09-05,3.3032
2021-09-06,2.69242
2021-09-07,10.62636
2021-09-08,29.58554
2021-09-09,10.83826
2021-09-10,12.13462
2021-09-11,6.56902
2021-09-12,6.07665
2021-09-13,18.78466
2021-09-14,17.63166
2021-09-15,15.88033
2021-09-16,11.0564
2021-09-17,14.17887
2021-09-18,9.08071
2021-09-19,6.89934
2021-09-20,4.5684
2021-09-21,4.10719
2021-09-22,5.7775
2021-09-23,7.22966
2021-09-24,13.23153
2021-09-25,11.72951
2021-09-26,8.33281
2021-09-27,8.70052
2021-09-28,6.488
2021-09-29,11.46774
2021-09-30,27.12371
2021-10-01,11.0377
2021-10-02,10.85073
2021-10-03,8.95606
2021-10-04,6.41321
2021-10-05,12.77656
2021-10-06,7.62854
2021-10-07,6.76846
2021-10-08,8.70676
2021-10-09,3.72701
2021-10-10,3.36553
2021-10-11,4.52477
2021-10-12,4.41882
2021-10-13,7.68463
2021-10-14,6.89934
2021-10-15,6.00186
2021-10-16,6.55032
2021-10-17,5.64661
2021-10-18,5.06699
2021-10-19,5.70271
2021-10-20,6.07042
2021-10-21,5.7401
2021-10-22,4.08226
2021-10-23,4.35026
2021-10-24,3.15363
2021-10-25,3.74571
2021-10-26,4.53723
2021-10-27,4.91118
2021-10-28,11.75444
2021-10-29,16.1234
2021-10-30,11.70458
2021-10-31,7.57245
2021-11-01,6.13275
2021-11-02,4.13212
2021-11-03,3.71455
2021-11-04,4.71174
2021-11-05,3.62729
2021-11-06,2.53038
2021-11-07,2.49298
2021-11-08,3.01651
2021-11-09,4.23808
2021-11-10,2.50545
2021-11-11,2.44936
2021-11-12,2.66749
2021-11-13,4.98597
2021-11-14,2.69866
2021-11-15,4.97351
2021-11-16,3.98878
2021-11-17,2.40573
2021-11-18,2.59894
2021-11-19,4.66812
2021-11-20,3.36553
2021-11-21,2.66749
2021-11-22,2.29978
2021-11-23,1.85727
2021-11-24,2.48052
2021-11-25,5.17295
2021-11-26,4.13836
2021-11-27,1.28388
2021-11-28,1.41477
2021-11-29,2.81707
2021-11-30,2.99158
2021-12-01,2.8794
2021-12-02,4.90495
2021-12-03,2.70489
2021-12-04,2.3621
2021-12-05,2.70489
2021-12-06,3.81427
2021-12-07,2.13773
2021-12-08,9.46089
2021-12-09,10.57027
2021-12-10,7.55375
2021-12-11,2.49922
2021-12-12,3.60236
2021-12-13,4.66188
2021-12-14,6.75599
2021-12-15,3.03521
2021-12-16,2.12527
2021-12-17,1.87597
2021-12-18,1.90713
2021-12-19,2.05671
2021-12-20,1.70769
2021-12-21,2.43066
2021-12-22,3.5899
2021-12-23,2.29978
2021-12-24,2.72358
2021-12-25,1.46463
2021-12-26,1.79495
2021-12-27,1.68899
2021-12-28,3.46525
2021-12-29,5.48457
2021-12-30,3.42785
2021-12-31,2.26238
2022-01-01,2.15643
2022-01-02,6.99906
2022-01-03,4.80523
2022-01-04,4.05733
2022-01-05,3.42785
2022-01-06,2.24368
2022-01-07,2.77344
2022-01-08,3.40292
2022-01-09,4.03864
2022-01-10,3.02898
2022-01-11,2.79837
2022-01-12,2.70489
2022-01-13,7.47273
2022-01-14,5.7214
2022-01-15,2.65503
2022-01-16,7.92147
2022-01-17,6.33842
2022-01-18,4.20068
2022-01-19,3.1287
2022-01-20,3.37176
2022-01-21,4.07603
2022-01-22,1.91336
2022-01-23,4.92988
2022-01-24,2.02555
2022-01-25,1.36491
2022-01-26,2.18759
2022-01-27,1.80741
2022-01-28,1.10937
2022-01-29,1.07198
2022-01-30,0.82891
2022-01-31,1.07821
2022-02-01,2.29978
2022-02-02,1.51449
2022-02-03,1.82611
2022-02-04,1.61421
2022-02-05,1.64537
2022-02-06,1.75132
2022-02-07,2.20629
2022-02-08,1.80741
2022-02-09,0.78529
2022-02-10,1.56435
2022-02-11,0.57961
2022-02-12,0.35525
2022-02-13,0.54222
2022-02-14,0.51729
2022-02-15,0.62947
2022-02-16,0.64817
2022-02-17,1.35244
2022-02-18,0.80398
2022-02-19,0.52976
2022-02-20,0.54845
2022-02-21,0.72919
2022-02-22,0.4425
2022-02-23,0.67933
2022-02-24,0.66064
2022-02-25,0.89747
2022-02-26,0.79775
2022-02-27,0.56715
2022-02-28,0.54845
2022-03-01,0.61701
2022-03-02,0.86631
2022-03-03,1.03459
2022-03-04,0.31785
2022-03-05,0.10595
2022-03-06,0.13711
2022-03-07,0.12464
2022-03-08,0.43004
2022-03-09,0.11841
2022-03-10,0.2119
2022-03-11,0.14957
2022-03-12,0.18697
2022-03-13,0.16827
2022-03-14,2.21875
2022-03-15,2.72982
2022-03-16,0.6544
2022-03-17,2.83577
2022-03-18,3.76441
2022-03-19,6.26363
2022-03-20,4.31287
2022-03-21,3.26581
2022-03-22,3.95138
2022-03-23,2.94172
2022-03-24,3.06014
2022-03-25,2.38703
2022-03-26,2.43066
2022-03-27,2.17513
2022-03-28,2.35587
2022-03-29,2.60517
2022-03-30,2.8794
2022-03-31,3.93268
2022-04-01,2.72982
2022-04-02,1.06575
2022-04-03,2.19382
2022-04-04,2.85447
2022-04-05,1.91336
2022-04-06,1.1904
2022-04-07,1.16547
2022-04-08,2.64256
2022-04-09,2.96665
2022-04-10,2.66126
2022-04-11,2.3434
2022-04-12,1.21533
2022-04-13,1.60797
2022-04-14,2.10657
2022-04-15,2.3434
2022-04-16,1.62044
2022-04-17,2.52415
2022-04-18,1.421
2022-04-19,2.1315
2022-04-20,1.44593
2022-04-21,1.3836
2022-04-22,1.21533
2022-04-23,0.63571
2022-04-24,0.99096
2022-04-25,1.1904
2022-04-26,0.79152
2022-04-27,0.96603
2022-04-28,1.31505
2022-04-29,1.14054
2022-04-30,0.43004
2022-05-01,0.52976
2022-05-02,0.75412
2022-05-03,0.76659
2022-05-04,0.86008
2022-05-05,1.27142
2022-05-06,1.33998
2022-05-07,0.39264
2022-05-08,0.69803
2022-05-09,0.47366
2022-05-10,0.48613
2022-05-11,0.55468
2022-05-12,0.74166
2022-05-13,0.71673
2022-05-14,1.10314
2022-05-15,0.9411
2022-05-16,1.1343
2022-05-17,1.05328
2022-05-18,0.79152
2022-05-19,1.02212
2022-05-20,0.77905
2022-05-21,0.66064
2022-05-22,0.96603
2022-05-23,0.71673
2022-05-24,0.6918
2022-05-25,0.62324
2022-05-26,0.25553
2022-05-27,0.49859
2022-05-28,0.25553
2022-05-29,0.4238
2022-05-30,0.57338
2022-05-31,0.48613
2022-06-01,0.49236
2022-06-02,0.34278
2022-06-03,0.28046
2022-06-04,0.09971
2022-06-05,0.47366
2022-06-06,0.95356
2022-06-07,0.79152
2022-06-08,0.76659
2022-06-09,1.22779
2022-06-10,0.91617
2022-06-11,0.39264
2022-06-12,0.47366
2022-06-13,0.51729
2022-06-14,4.90495
2022-06-15,1.421
2022-06-16,1.58928
2022-06-17,1.29635
2022-06-18,1.04705
2022-06-19,1.15923
2022-06-20,1.22779
2022-06-21,1.95076
2022-06-22,1.64537
2022-06-23,0.78529
2022-06-24,1.48956
2022-06-25,1.32751
2022-06-26,1.6329
2022-06-27,1.90713
2022-06-28,1.25895
2022-06-29,0.99096
2022-06-30,0.69803
2022-07-01,0.55468
2022-07-02,0.41757
2022-07-03,0.49236
2022-07-04,0.85384
2022-07-05,0.72919
2022-07-06,1.09068
2022-07-07,2.13773
2022-07-08,1.51449
2022-07-09,0.54845
2022-07-10,0.87254
2022-07-11,0.74166
2022-07-12,0.84138
2022-07-13,0.78529
2022-07-14,0.41134
2022-07-15,0.38018
2022-07-16,0.22436
2022-07-17,0.1932
2022-07-18,0.46743
2022-07-19,0.30539
2022-07-20,0.22436
2022-07-21,0.26799
2022-07-22,0.34278
2022-07-23,0.18074
2022-07-24,0.11218
2022-07-25,0.57338
2022-07-26,0.59208
2022-07-27,0.61701
2022-07-28,0.77282
2022-07-29,1.05328
2022-07-30,0.49859
2022-07-31,0.95356
2022-08-01,1.57058
2022-08-02,0.97226
2022-08-03,0.87877
2022-08-04,1.00966
2022-08-05,0.72919
2022-08-06,0.7105
2022-08-07,0.56092
2022-08-08,0.83515
2022-08-09,1.08444
2022-08-10,0.66687
2022-08-11,0.4238
2022-08-12,0.21813
2022-08-13,0.2306
2022-08-14,0.54222
2022-08-15,0.33655
2022-08-16,0.39887
2022-08-17,0.33032
2022-08-18,0.9411
2022-08-19,2.48675
2022-08-20,1.71392
2022-08-21,1.84481
2022-08-22,0.98473
2022-08-23,1.12807
2022-08-24,1.59551
2022-08-25,2.46182
2022-08-26,1.73262
2022-08-27,1.12807
2022-08-28,1.33998
2022-08-29,2.20006
2022-08-30,2.08164
2022-08-31,2.34964
2022-09-01,1.6703
2022-09-02,0.86008
2022-09-03,0.77282
2022-09-04,0.84761
2022-09-05,0.70426
2022-09-06,0.33655
2022-09-07,0.52976
2022-09-08,0.63571
2022-09-09,0.36771
2022-09-10,0.35525
2022-09-11,0.44873
2022-09-12,1.99439
2022-09-13,1.78871
2022-09-14,1.31505
2022-09-15,2.96665
2022-09-16,1.76378
2022-09-17,1.52695
2022-09-18,1.68276
2022-09-19,1.59551
2022-09-20,1.50825
2022-09-21,1.29012
2022-09-22,1.08444
2022-09-23,0.94733
2022-09-24,0.55468
2022-09-25,0.6731
2022-09-26,0.9224
2022-09-27,1.30881
2022-09-28,0.89747
2022-09-29,0.81022
2022-09-30,0.98473
2022-10-01,0.57961
2022-10-02,0.7105
2022-10-03,0.6731
2022-10-04,0.66687
2022-10-05,1.28388
2022-10-06,1.60174
2022-10-07,0.85384
2022-10-08,0.55468
2022-10-09,0.54845
2022-10-10,0.59831
2022-10-11,0.77282
2022-10-12,0.88501
2022-10-13,0.77282
2022-10-14,0.6918
2022-10-15,0.54222
2022-10-16,1.73885
2022-10-17,1.48332
2022-10-18,1.67653
2022-10-19,3.15986
2022-10-20,1.58304
2022-10-21,2.19382
2022-10-22,1.46463
2022-10-23,1.31505
2022-10-24,2.51791
2022-10-25,1.41477
2022-10-26,1.97569
2022-10-27,1.57681
2022-10-28,1.92583
2022-10-29,1.9009
2022-10-30,1.9196
2022-10-31,4.18198
2022-11-01,2.5927
2022-11-02,2.63633
2022-11-03,2.81084
2022-11-04,2.842
2022-11-05,1.38984
2022-11-06,1.77002
2022-11-07,1.6703
2022-11-08,1.33374
2022-11-09,1.95699
2022-11-10,1.64537
2022-11-11,1.47086
2022-11-12,1.42723
2022-11-13,1.42723
2022-11-14,1.57681
2022-11-15,1.20286
2022-11-16,4.55593
2022-11-17,17.42598
2022-11-18,4.74914
2022-11-19,1.89467
2022-11-20,2.1128
2022-11-21,1.50202
2022-11-22,2.47429
2022-11-23,1.38984
2022-11-24,1.59551
2022-11-25,1.1717
2022-11-26,1.14677
2022-11-27,0.80398
2022-11-28,0.73543
2022-11-29,0.86631
2022-11-30,1.16547
2022-12-01,0.97849
2022-12-02,0.78529
2022-12-03,0.54845
2022-12-04,0.38018
2022-12-05,0.56715
2022-12-06,0.51106
2022-12-07,1.27765
2022-12-08,1.04082
2022-12-09,0.92863
2022-12-10,0.56092
2022-12-11,0.4799
2022-12-12,0.56092
2022-12-13,0.61701
2022-12-14,0.58585
2022-12-15,0.48613
2022-12-16,0.57338
2022-12-17,0.60454
2022-12-18,2.3808
2022-12-19,0.77282
2022-12-20,0.68557
2022-12-21,1.07198
2022-12-22,0.87254
2022-12-23,0.82268
2022-12-24,0.59208
2022-12-25,1.72016
2022-12-26,1.38984
2022-12-27,1.11561
2022-12-28,1.21533
2022-12-29,1.02212
2022-12-30,0.79152
2022-12-31,0.56715
2023-01-01,0.49859
2023-01-02,6.02679
2023-01-03,6.05172
2023-01-04,4.40012
2023-01-05,1.50825
2023-01-06,4.89248
2023-01-07,9.62916
2023-01-08,10.40199
2023-01-09,2.3808
2023-01-10,1.97569
2023-01-11,4.35026
2023-01-12,3.33437
2023-01-13,1.47086
2023-01-14,7.21096
2023-01-15,2.03178
2023-01-16,1.19663
2023-01-17,0.9411
2023-01-18,0.9037
2023-01-19,0.99719
2023-01-20,0.63571
2023-01-21,0.54222
2023-01-22,0.52976
2023-01-23,4.13836
2023-01-24,2.20629
2023-01-25,1.28388
2023-01-26,1.08444
2023-01-27,0.99719
2023-01-28,0.97226
2023-01-29,1.9009
2023-01-30,2.61763
2023-01-31,4.0885
2023-02-01,4.62449
2023-02-02,1.50202
2023-02-03,1.50825
2023-02-04,0.91617
2023-02-05,1.29012
2023-02-06,1.63913
2023-02-07,1.33998
2023-02-08,8.42006
2023-02-09,2.04425
2023-02-10,1.00342
2023-02-11,2.01932
2023-02-12,2.1315
2023-02-13,1.67653
2023-02-14,1.6516
2023-02-15,2.05048
2023-02-16,2.07541
2023-02-17,1.23402
2023-02-18,1.75132
2023-02-19,1.79495
2023-02-20,1.57058
2023-02-21,1.25895
2023-02-22,1.48332
2023-02-23,0.90994
2023-02-24,1.28388
2023-02-25,0.91617
2023-02-26,0.62324
2023-02-27,4.13836
2023-02-28,16.63446
2023-03-01,10.69492
2023-03-02,10.33343
2023-03-03,11.64848
2023-03-04,11.01277
2023-03-05,12.92614
2023-03-06,21.8635
2023-03-07,15.09504
2023-03-08,11.35556
2023-03-09,8.98722
2023-03-10,6.16391
2023-03-11,6.55032
2023-03-12,5.99563
2023-03-13,8.96229
2023-03-14,6.80585
2023-03-15,9.33624
2023-03-16,10.46431
2023-03-17,7.47896
2023-03-18,6.38828
2023-03-19,12.68307
2023-03-20,12.05359
2023-03-21,17.66282
2023-03-22,11.35556
2023-03-23,20.57961
2023-03-24,17.69398
2023-03-25,10.76971
2023-03-26,10.05297
2023-03-27,9.72888
2023-03-28,8.45123
2023-03-29,11.5363
2023-03-30,9.87223
2023-03-31,7.59114
2023-04-01,7.25459
2023-04-02,8.08351
2023-04-03,9.1368
2023-04-04,7.44157
2023-04-05,7.73449
2023-04-06,5.89591
2023-04-07,6.59395
2023-04-08,7.99002
2023-04-09,6.26363
2023-04-10,15.10751
2023-04-11,15.28825
2023-04-12,8.33904
2023-04-13,8.25179
2023-04-14,8.42006
2023-04-15,7.63477
2023-04-16,6.07665
2023-04-17,6.18884
2023-04-18,9.61047
2023-04-19,10.00934
2023-04-20,35.68712
2023-04-21,63.70832
2023-04-22,14.30975
2023-04-23,11.21844
2023-04-24,18.99657
2023-04-25,13.31879
2023-04-26,7.76565
2023-04-27,6.45684
2023-04-28,4.57463
2023-04-29,5.15425
2023-04-30,4.43128
2023-05-01,3.82673
2023-05-02,4.10096
2023-05-03,3.73325
2023-05-04,2.71112
2023-05-05,2.54284
2023-05-06,2.50545
2023-05-07,2.31847
2023-05-08,6.18884
2023-05-09,6.24493
2023-05-10,4.91741
2023-05-11,4.00747
2023-05-12,4.11343
2023-05-13,4.15082
2023-05-14,3.3219
2023-05-15,3.36553
2023-05-16,4.72421
2023-05-17,17.12059
2023-05-18,16.19819
2023-05-19,4.81146
2023-05-20,3.8018
2023-05-21,6.13898
2023-05-22,7.01153
2023-05-23,5.41601
2023-05-24,4.23184
2023-05-25,4.18198
2023-05-26,2.78591
2023-05-27,2.06294
2023-05-28,1.72639
