date,SOXL주가
2020-03-26,0.06264
2020-03-27,0.0522
2020-09-03,0.13572
2020-09-04,0.21925
2020-09-05,0.09396
2020-09-08,0.08352
2020-09-09,0.1044
2020-09-11,0.0522
2020-09-15,0.06264
2020-09-16,0.06264
2020-09-17,0.09396
2020-09-18,0.07308
2020-09-22,0.19837
2020-09-23,0.12528
2020-09-25,0.09396
2020-09-29,0.09396
2020-09-30,0.12528
2020-10-01,0.12528
2020-10-02,0.09396
2020-10-03,0.07308
2020-10-06,0.08352
2020-10-07,0.06264
2020-10-08,0.0522
2020-10-09,0.07308
2020-10-10,0.06264
2020-10-12,0.0522
2020-10-13,0.0522
2020-10-14,0.07308
2020-11-10,0.0522
2020-11-14,0.0522
2020-11-26,0.08352
2020-12-05,0.08352
2020-12-08,0.06264
2020-12-11,0.06264
2020-12-12,0.12528
2020-12-25,0.0522
2020-12-30,0.0522
2021-01-11,0.0522
2021-01-12,0.09396
2021-01-13,0.06264
2021-01-15,0.13572
2021-01-19,0.12528
2021-01-20,0.25057
2021-01-21,0.44894
2021-01-22,0.35498
2021-01-23,0.22969
2021-01-24,0.08352
2021-01-25,0.21925
2021-01-26,0.28189
2021-01-27,0.18793
2021-01-28,1.32595
2021-01-29,0.75172
2021-01-30,0.36542
2021-01-31,0.26101
2021-02-01,0.30277
2021-02-02,0.8248
2021-02-03,1.28419
2021-02-04,1.92106
2021-02-05,1.00229
2021-02-06,0.73084
2021-02-07,0.61599
2021-02-08,0.46982
2021-02-09,1.17978
2021-02-10,0.96053
2021-02-11,0.91877
2021-02-12,1.70181
2021-02-13,2.20296
2021-02-14,1.28419
2021-02-15,2.02547
2021-02-16,2.96512
2021-02-17,2.39089
2021-02-18,2.77719
2021-02-19,2.10899
2021-02-20,1.92106
2021-02-21,1.2111
2021-02-22,0.84568
2021-02-23,2.09855
2021-02-24,2.35957
2021-02-25,1.99415
2021-02-26,3.11129
2021-02-27,1.94195
2021-02-28,0.86656
2021-03-01,1.48256
2021-03-02,3.67508
2021-03-03,6.96387
2021-03-04,5.26205
2021-03-05,6.12862
2021-03-06,4.30152
2021-03-07,2.85028
2021-03-08,2.81896
2021-03-09,5.10544
2021-03-10,4.0405
2021-03-11,3.62288
2021-03-12,3.75861
2021-03-13,3.01733
2021-03-14,1.86886
2021-03-15,2.1612
2021-03-16,6.25391
2021-03-17,4.88619
2021-03-18,5.18897
2021-03-19,4.86531
2021-03-20,2.96512
2021-03-21,1.09626
2021-03-22,2.76675
2021-03-23,4.63562
2021-03-24,4.67738
2021-03-25,3.56024
2021-03-26,3.69596
2021-03-27,4.55209
2021-03-28,1.48256
2021-03-29,2.45353
2021-03-30,4.01962
2021-03-31,3.94654
2021-04-01,5.59615
2021-04-02,5.56483
2021-04-03,2.34913
2021-04-04,1.76446
2021-04-05,3.78993
2021-04-06,6.3792
2021-04-07,4.45813
2021-04-08,4.08227
2021-04-09,4.13447
2021-04-10,2.8294
2021-04-11,1.39903
2021-04-12,2.86072
2021-04-13,4.61474
2021-04-14,4.9906
2021-04-15,3.66464
2021-04-16,3.41407
2021-04-17,2.31781
2021-04-18,0.69951
2021-04-19,2.07767
2021-04-20,4.51033
2021-04-21,5.22029
2021-04-22,4.09271
2021-04-23,4.69826
2021-04-24,2.86072
2021-04-25,0.88745
2021-04-26,1.36771
2021-04-27,3.43495
2021-04-28,3.40363
2021-04-29,3.94654
2021-04-30,3.36187
2021-05-01,3.602
2021-05-02,1.02317
2021-05-03,2.29693
2021-05-04,5.36646
2021-05-05,5.54395
2021-05-06,3.56024
2021-05-07,3.37231
2021-05-08,2.39089
2021-05-09,0.51158
2021-05-10,2.34913
2021-05-11,6.88035
2021-05-12,5.16809
2021-05-13,7.22489
2021-05-14,5.07412
2021-05-15,3.42451
2021-05-16,1.28419
2021-05-17,1.92106
2021-05-18,5.80496
2021-05-19,4.08227
2021-05-20,4.38504
2021-05-21,4.48945
2021-05-22,2.77719
2021-05-23,1.14846
2021-05-24,2.68323
2021-05-25,5.15765
2021-05-26,3.36187
2021-05-27,3.59156
2021-05-28,3.17394
2021-05-29,3.03821
2021-05-30,0.96053
2021-05-31,1.34683
2021-06-01,2.53706
2021-06-02,2.80851
2021-06-03,2.76675
2021-06-04,2.5997
2021-06-05,1.90018
2021-06-06,0.7204
2021-06-07,1.83754
2021-06-08,2.91292
2021-06-09,1.95239
2021-06-10,2.00459
2021-06-11,2.07767
2021-06-12,1.35727
2021-06-13,0.40718
2021-06-14,1.52432
2021-06-15,2.72499
2021-06-16,1.99415
2021-06-17,2.28648
2021-06-18,2.02547
2021-06-19,2.18208
2021-06-20,0.73084
2021-06-21,1.28419
2021-06-22,2.03591
2021-06-23,2.2656
2021-06-24,2.05679
2021-06-25,2.5997
2021-06-26,1.26331
2021-06-27,0.55335
2021-06-28,1.14846
2021-06-29,2.69367
2021-06-30,2.4953
2021-07-01,1.84798
2021-07-02,1.52432
2021-07-03,1.23198
2021-07-04,0.36542
2021-07-05,0.63687
2021-07-06,1.00229
2021-07-07,1.4408
2021-07-08,2.08811
2021-07-09,1.67049
2021-07-10,1.20066
2021-07-11,0.36542
2021-07-12,0.79348
2021-07-13,1.72269
2021-07-14,1.60785
2021-07-15,1.68093
2021-07-16,2.15076
2021-07-17,2.17164
2021-07-18,0.55335
2021-07-19,0.877
2021-07-20,1.7749
2021-07-21,1.5452
2021-07-22,1.78534
2021-07-23,1.24243
2021-07-24,0.70996
2021-07-25,0.09396
2021-07-26,0.30277
2021-07-27,0.88745
2021-07-28,1.4408
2021-07-29,1.34683
2021-07-30,1.40948
2021-07-31,1.12758
2021-08-01,0.28189
2021-08-02,0.67863
2021-08-03,1.45124
2021-08-04,1.27375
2021-08-05,1.40948
2021-08-06,1.01273
2021-08-07,0.73084
2021-08-08,0.12528
2021-08-09,0.4385
2021-08-10,1.02317
2021-08-11,0.85612
2021-08-12,1.07538
2021-08-13,0.75172
2021-08-14,0.54291
2021-08-15,0.12528
2021-08-16,0.27145
2021-08-17,0.84568
2021-08-18,0.76216
2021-08-19,0.80392
2021-08-20,0.90833
2021-08-21,0.4385
2021-08-22,0.16704
2021-08-23,0.35498
2021-08-24,0.8248
2021-08-25,0.58467
2021-08-26,0.89789
2021-08-27,0.67863
2021-08-28,0.55335
2021-08-29,0.1566
2021-08-30,0.48026
2021-08-31,0.75172
2021-09-01,0.48026
2021-09-02,0.44894
2021-09-03,0.4385
2021-09-04,0.4385
2021-09-05,0.09396
2021-09-06,0.16704
2021-09-07,0.35498
2021-09-08,0.55335
2021-09-09,0.59511
2021-09-10,0.68907
2021-09-11,0.4385
2021-09-12,0.08352
2021-09-13,0.17749
2021-09-14,0.59511
2021-09-15,0.53247
2021-09-16,0.35498
2021-09-17,0.44894
2021-09-18,0.40718
2021-09-19,0.06264
2021-09-20,0.16704
2021-09-21,0.51158
2021-09-22,0.29233
2021-09-23,0.56379
2021-09-24,0.41762
2021-09-25,0.17749
2021-09-26,0.1044
2021-09-27,0.17749
2021-09-28,0.48026
2021-09-29,0.65775
2021-09-30,0.68907
2021-10-01,0.64731
2021-10-02,0.37586
2021-10-03,0.0522
2021-10-04,0.24013
2021-10-05,0.88745
2021-10-06,0.67863
2021-10-07,0.57423
2021-10-08,0.52202
2021-10-09,0.39674
2021-10-10,0.22969
2021-10-11,0.35498
2021-10-12,0.69951
2021-10-13,0.99185
2021-10-14,0.60555
2021-10-15,1.08582
2021-10-16,1.01273
2021-10-17,0.18793
2021-10-18,0.45938
2021-10-19,0.88745
2021-10-20,0.85612
2021-10-21,0.7726
2021-10-22,0.78304
2021-10-23,0.44894
2021-10-24,0.09396
2021-10-25,0.26101
2021-10-26,0.67863
2021-10-27,0.56379
2021-10-28,0.63687
2021-10-29,0.93965
2021-10-30,0.4907
2021-10-31,0.16704
2021-11-01,0.20881
2021-11-02,0.91877
2021-11-03,0.79348
2021-11-04,0.89789
2021-11-05,1.61829
2021-11-06,0.86656
2021-11-07,0.41762
2021-11-08,1.00229
2021-11-09,1.8271
2021-11-10,1.36771
2021-11-11,2.14032
2021-11-12,1.64961
2021-11-13,0.98141
2021-11-14,0.51158
2021-11-15,0.89789
2021-11-16,1.7749
2021-11-17,1.70181
2021-11-18,1.56608
2021-11-19,1.69137
2021-11-20,2.17164
2021-11-21,1.06494
2021-11-22,1.86886
2021-11-23,2.61014
2021-11-24,1.88974
2021-11-25,2.27604
2021-11-26,1.26331
2021-11-27,1.51388
2021-11-28,0.64731
2021-11-29,0.8248
2021-11-30,2.30737
2021-12-01,2.80851
2021-12-02,2.99645
2021-12-03,2.44309
2021-12-04,2.05679
2021-12-05,0.60555
2021-12-06,1.19022
2021-12-07,2.37001
2021-12-08,3.29922
2021-12-09,2.18208
2021-12-10,2.14032
2021-12-11,1.86886
2021-12-12,0.51158
2021-12-13,0.99185
2021-12-14,2.4953
2021-12-15,2.31781
2021-12-16,2.56838
2021-12-17,2.86072
2021-12-18,2.31781
2021-12-19,0.54291
2021-12-20,1.43036
2021-12-21,2.73543
2021-12-22,2.8816
2021-12-23,2.55794
2021-12-24,2.52662
2021-12-25,1.01273
2021-12-26,0.62643
2021-12-27,1.27375
2021-12-28,3.76905
2021-12-29,2.86072
2021-12-30,2.24472
2021-12-31,2.29693
2022-01-01,1.4408
2022-01-02,0.74128
2022-01-03,1.06494
2022-01-04,2.94424
2022-01-05,2.64147
2022-01-06,2.85028
2022-01-07,2.50574
2022-01-08,2.33869
2022-01-09,0.84568
2022-01-10,1.37815
2022-01-11,3.82125
2022-01-12,3.14261
2022-01-13,2.34913
2022-01-14,2.92336
2022-01-15,2.37001
2022-01-16,1.04405
2022-01-17,0.96053
2022-01-18,1.5452
2022-01-19,3.6542
2022-01-20,4.07183
2022-01-21,4.13447
2022-01-22,3.13217
2022-01-23,0.877
2022-01-24,1.80622
2022-01-25,4.42681
2022-01-26,4.3224
2022-01-27,3.53936
2022-01-28,5.12633
2022-01-29,3.91522
2022-01-30,0.95009
2022-01-31,1.01273
2022-02-01,3.78993
2022-02-02,4.19711
2022-02-03,4.12403
2022-02-04,3.67508
2022-02-05,3.03821
2022-02-06,0.8248
2022-02-07,1.30507
2022-02-08,2.75631
2022-02-09,2.71455
2022-02-10,3.47671
2022-02-11,3.43495
2022-02-12,3.51847
2022-02-13,1.11714
2022-02-14,2.02547
2022-02-15,4.07183
2022-02-16,3.87346
2022-02-17,3.36187
2022-02-18,3.2157
2022-02-19,2.92336
2022-02-20,0.60555
2022-02-21,0.93965
2022-02-22,1.55564
2022-02-23,2.99645
2022-02-24,3.38275
2022-02-25,3.66464
2022-02-26,2.44309
2022-02-27,0.69951
2022-02-28,1.03361
2022-03-01,3.44539
2022-03-02,4.08227
2022-03-03,3.40363
2022-03-04,3.69596
2022-03-05,3.40363
2022-03-06,0.86656
2022-03-07,1.95239
2022-03-08,4.9906
2022-03-09,3.40363
2022-03-10,3.64376
2022-03-11,3.84213
2022-03-12,3.81081
2022-03-13,1.19022
2022-03-14,1.95239
2022-03-15,6.34788
2022-03-16,6.02422
2022-03-17,5.9929
2022-03-18,4.92795
2022-03-19,4.28064
2022-03-20,1.02317
2022-03-21,2.2656
2022-03-22,5.02192
2022-03-23,4.6565
2022-03-24,4.34328
2022-03-25,5.89893
2022-03-26,3.19482
2022-03-27,0.98141
2022-03-28,2.04635
2022-03-29,5.14721
2022-03-30,4.59386
2022-03-31,5.51263
2022-04-01,4.52077
2022-04-02,5.14721
2022-04-03,1.56608
2022-04-04,2.52662
2022-04-05,5.98245
2022-04-06,9.72019
2022-04-07,8.31071
2022-04-08,8.08101
2022-04-09,6.96387
2022-04-10,2.25516
2022-04-11,5.46043
2022-04-12,9.45917
2022-04-13,9.55314
2022-04-14,8.8223
2022-04-15,7.19356
2022-04-16,2.77719
2022-04-17,2.07767
2022-04-18,4.61474
2022-04-19,7.79912
2022-04-20,8.06013
2022-04-21,7.69471
2022-04-22,7.69471
2022-04-23,6.19127
2022-04-24,4.61474
2022-04-25,5.6588
2022-04-26,8.5404
2022-04-27,11.20275
2022-04-28,8.8223
2022-04-29,9.08331
2022-04-30,6.21215
2022-05-01,1.94195
2022-05-02,4.18667
2022-05-03,7.93485
2022-05-04,7.66339
2022-05-05,10.35706
2022-05-06,9.81415
2022-05-07,6.46272
2022-05-08,1.52432
2022-05-09,5.27249
2022-05-10,10.44059
2022-05-11,9.39653
2022-05-12,9.97076
2022-05-13,8.36291
2022-05-14,6.07642
2022-05-15,1.4408
2022-05-16,3.50803
2022-05-17,6.83858
2022-05-18,8.5404
2022-05-19,8.04969
2022-05-20,7.86176
2022-05-21,6.45228
2022-05-22,1.60785
2022-05-23,4.31196
2022-05-24,7.68427
2022-05-25,8.97891
2022-05-26,8.79097
2022-05-27,9.17728
2022-05-28,6.18083
2022-05-29,1.37815
2022-05-30,2.66235
2022-05-31,4.62518
2022-06-01,8.33159
2022-06-02,7.66339
2022-06-03,8.42555
2022-06-04,4.52077
2022-06-05,1.09626
2022-06-06,4.15535
2022-06-07,6.92211
2022-06-08,6.53581
2022-06-09,7.61119
2022-06-10,7.82
2022-06-11,6.25391
2022-06-12,1.55564
2022-06-13,5.66924
2022-06-14,10.38839
2022-06-15,8.78053
2022-06-16,10.62852
2022-06-17,12.21549
2022-06-18,5.62747
2022-06-19,1.45124
2022-06-20,2.57882
2022-06-21,5.9929
2022-06-22,8.24806
2022-06-23,8.19586
2022-06-24,9.13551
2022-06-25,5.9929
2022-06-26,1.35727
2022-06-27,5.62747
2022-06-28,8.06013
2022-06-29,9.2608
2022-06-30,9.66798
2022-07-01,9.66798
2022-07-02,8.90582
2022-07-03,2.66235
2022-07-04,3.76905
2022-07-05,7.91396
2022-07-06,10.09605
2022-07-07,12.76884
2022-07-08,12.84192
2022-07-09,7.18312
2022-07-10,2.27604
2022-07-11,6.67153
2022-07-12,10.77469
2022-07-13,11.20275
2022-07-14,10.09605
2022-07-15,10.97306
2022-07-16,6.89079
2022-07-17,2.28648
2022-07-18,8.93714
2022-07-19,12.02756
2022-07-20,16.77803
2022-07-21,16.48569
2022-07-22,15.54604
2022-07-23,7.60075
2022-07-24,1.47212
2022-07-25,8.32115
2022-07-26,10.89997
2022-07-27,11.68302
2022-07-28,13.7607
2022-07-29,16.24556
2022-07-30,8.65525
2022-07-31,1.9315
2022-08-01,7.40238
2022-08-02,11.7039
2022-08-03,12.58091
2022-08-04,15.5356
2022-08-05,12.8106
2022-08-06,6.52537
2022-08-07,1.59741
2022-08-08,9.40697
2022-08-09,15.78617
2022-08-10,17.65504
2022-08-11,16.52745
2022-08-12,15.09709
2022-08-13,9.61578
2022-08-14,2.05679
2022-08-15,7.12048
2022-08-16,14.06347
2022-08-17,13.38484
2022-08-18,16.13071
2022-08-19,13.44748
2022-08-20,6.8177
2022-08-21,1.72269
2022-08-22,8.14366
2022-08-23,22.06097
2022-08-24,28.60722
2022-08-25,35.69638
2022-08-26,34.37043
2022-08-27,31.0712
2022-08-28,5.51263
2022-08-29,26.28941
2022-08-30,44.06974
2022-08-31,46.56504
2022-09-01,65.08665
2022-09-02,61.93359
2022-09-03,28.81603
2022-09-04,6.73418
2022-09-05,11.81875
2022-09-06,27.79285
2022-09-07,42.70202
2022-09-08,38.64063
2022-09-09,41.68928
2022-09-10,23.6375
2022-09-11,5.26205
2022-09-12,23.54353
2022-09-13,50.91877
2022-09-14,57.68427
2022-09-15,42.80643
2022-09-16,47.43161
2022-09-17,29.86009
2022-09-18,6.03466
2022-09-19,25.87178
2022-09-20,41.3343
2022-09-21,39.80998
2022-09-22,53.9361
2022-09-23,63.88598
2022-09-24,33.43077
2022-09-25,6.47316
2022-09-26,33.28461
2022-09-27,51.8793
2022-09-28,55.08456
2022-09-29,52.34913
2022-09-30,54.05095
2022-10-01,28.39841
2022-10-02,6.91167
2022-10-03,28.98308
2022-10-04,59.70975
2022-10-05,50.54291
2022-10-06,50.25057
2022-10-07,48.30862
2022-10-08,33.67091
2022-10-09,6.95343
2022-10-10,36.60471
2022-10-11,75.49592
2022-10-12,69.09584
