date,SOXL주가
2022-10-13,75.92399
2022-10-14,77.4692
2022-10-15,39.16266
2022-10-16,8.41511
2022-10-17,37.64877
2022-10-18,64.30361
2022-10-19,57.32929
2022-10-20,51.59741
2022-10-21,50.66819
2022-10-22,31.19649
2022-10-23,6.77594
2022-10-24,36.19753
2022-10-25,53.30966
2022-10-26,64.18876
2022-10-27,56.91167
2022-10-28,48.25642
2022-10-29,31.80204
2022-10-30,5.95113
2022-10-31,27.11422
2022-11-01,45.28085
2022-11-02,40.46773
2022-11-03,50.55335
2022-11-04,45.10336
2022-11-05,27.36479
2022-11-06,5.24117
2022-11-07,26.34161
2022-11-08,53.16349
2022-11-09,54.64606
2022-11-10,53.76905
2022-11-11,100.0
2022-11-12,49.80162
2022-11-13,8.64481
2022-11-14,33.85884
2022-11-15,74.62935
2022-11-16,70.69325
2022-11-17,60.40927
2022-11-18,53.04865
2022-11-19,28.17916
2022-11-20,5.69012
2022-11-21,23.57485
2022-11-22,40.46773
2022-11-23,47.08707
2022-11-24,39.99791
2022-11-25,25.12006
2022-11-26,17.05992
2022-11-27,4.39548
2022-11-28,18.79306
2022-11-29,37.95155
2022-11-30,32.96095
2022-12-01,59.16684
2022-12-02,46.04301
2022-12-03,23.33472
2022-12-04,4.6043
2022-12-05,17.11213
2022-12-06,38.34829
2022-12-07,36.13489
2022-12-08,34.52704
2022-12-09,42.14867
2022-12-10,21.64334
2022-12-11,3.92566
2022-12-12,16.94508
2022-12-13,53.87346
2022-12-14,54.28064
2022-12-15,44.30987
2022-12-16,41.38651
2022-12-17,24.18041
2022-12-18,4.66694
2022-12-19,17.3105
2022-12-20,38.63019
2022-12-21,38.37961
2022-12-22,40.1754
2022-12-23,52.11944
2022-12-24,23.77323
2022-12-25,4.56253
2022-12-26,9.61578
2022-12-27,24.14909
2022-12-28,38.92253
2022-12-29,40.57214
2022-12-30,38.1186
2022-12-31,20.04593
2023-01-01,4.23888
2023-01-02,8.23762
2023-01-03,23.36604
2023-01-04,36.56295
2023-01-05,39.26707
2023-01-06,35.05951
2023-01-07,36.47943
2023-01-08,5.9929
2023-01-09,28.26268
2023-01-10,52.53706
2023-01-11,47.64042
2023-01-12,55.14721
2023-01-13,48.54875
2023-01-14,31.70808
2023-01-15,5.62747
2023-01-16,10.41971
2023-01-17,24.37878
2023-01-18,44.28899
2023-01-19,40.81227
2023-01-20,37.74274
2023-01-21,32.7939
2023-01-22,5.50219
2023-01-23,18.8035
2023-01-24,63.21779
2023-01-25,54.10315
2023-01-26,60.12737
2023-01-27,66.256
2023-01-28,36.41678
2023-01-29,6.18083
2023-01-30,25.5168
2023-01-31,45.60451
2023-02-01,51.81666
2023-02-02,84.17206
2023-02-03,81.49926
2023-02-04,37.80538
2023-02-05,7.03695
2023-02-06,29.6826
2023-02-07,47.87011
2023-02-08,60.50323
2023-02-09,53.80037
2023-02-10,52.2656
2023-02-11,26.73835
2023-02-12,5.48131
2023-02-13,24.00292
2023-02-14,51.63917
2023-02-15,56.73418
2023-02-16,52.57882
2023-02-17,42.42012
2023-02-18,25.21403
2023-02-19,5.01148
2023-02-20,10.6494
2023-02-21,25.87178
2023-02-22,45.46878
2023-02-23,55.29338
2023-02-24,45.24953
2023-02-25,23.10503
2023-02-26,4.46857
2023-02-27,20.12946
2023-02-28,35.42493
2023-03-01,36.81353
2023-03-02,37.46084
2023-03-03,39.02693
2023-03-04,25.89267
2023-03-05,4.91751
2023-03-06,20.02505
2023-03-07,34.97598
2023-03-08,33.24284
2023-03-09,40.73919
2023-03-10,37.70098
2023-03-11,24.38922
2023-03-12,4.38504
2023-03-13,25.24535
2023-03-14,42.30528
2023-03-15,42.87951
2023-03-16,41.15681
2023-03-17,53.07997
2023-03-18,20.20254
2023-03-19,4.68782
2023-03-20,22.02965
2023-03-21,43.41198
2023-03-22,41.15681
2023-03-23,52.34913
2023-03-24,47.3272
2023-03-25,22.14449
2023-03-26,4.7087
2023-03-27,22.32198
2023-03-28,36.58383
2023-03-29,38.91209
2023-03-30,51.46168
2023-03-31,47.17059
2023-04-01,25.34975
2023-04-02,5.89893
2023-04-03,23.3556
2023-04-04,39.02693
2023-04-05,39.06869
2023-04-06,39.43411
2023-04-07,26.52954
2023-04-08,7.05784
2023-04-09,3.47671
2023-04-10,22.90666
2023-04-11,40.79139
2023-04-12,36.64648
2023-04-13,36.53163
2023-04-14,36.35414
2023-04-15,17.72812
2023-04-16,3.5498
2023-04-17,20.51576
2023-04-18,37.48172
2023-04-19,31.89601
2023-04-20,33.4621
2023-04-21,29.7348
2023-04-22,15.17018
2023-04-23,3.47671
2023-04-24,16.84067
2023-04-25,27.4692
2023-04-26,42.95259
2023-04-27,41.68928
2023-04-28,39.5072
2023-04-29,20.04593
2023-04-30,3.85257
2023-05-01,18.64689
2023-05-02,34.92378
2023-05-03,32.10482
2023-05-04,34.97598
2023-05-05,38.60931
2023-05-06,22.20714
2023-05-07,4.25976
2023-05-08,18.50073
2023-05-09,30.27771
2023-05-10,35.47713
2023-05-11,36.09313
2023-05-12,33.24284
2023-05-13,15.54604
2023-05-14,3.3201
2023-05-15,17.95782
2023-05-16,40.87492
2023-05-17,37.69054
2023-05-18,52.31781
2023-05-19,57.26665
2023-05-20,21.02735
2023-05-21,4.89663
2023-05-22,25.75694
2023-05-23,41.53267
2023-05-24,36.51075
2023-05-25,76.60263
2023-05-26,87.6801
2023-05-27,63.20735
2023-05-28,13.1447
2023-05-29,19.50302
2023-05-30,74.96345
2023-05-31,71.37189
2023-06-01,58.99979
2023-06-02,61.58905
2023-06-03,25.52724
2023-06-04,5.91981
2023-06-05,27.43787
2023-06-06,43.99665
2023-06-07,50.89789
2023-06-08,43.03612
2023-06-09,47.73439
2023-06-10,23.20943
2023-06-11,4.96972
2023-06-12,30.34036
2023-06-13,74.87993
2023-06-14,63.69805
2023-06-15,64.56462
2023-06-16,69.7536
2023-06-17,26.49822
2023-06-18,5.70056
2023-06-19,12.06932
2023-06-20,30.39256
2023-06-21,41.15681
2023-06-22,41.9503
2023-06-23,41.15681
2023-06-24,20.98559
2023-06-25,4.29108
2023-06-26,24.91125
2023-06-27,39.97703
2023-06-28,51.85842
2023-06-29,44.27855
2023-06-30,39.04781
2023-07-01,24.31614
2023-07-02,4.24932
2023-07-03,25.48548
2023-07-04,26.40425
2023-07-05,22.44727
2023-07-06,37.64877
2023-07-07,32.78346
2023-07-08,18.92879
2023-07-09,3.34098
2023-07-10,20.44268
2023-07-11,38.42138
2023-07-12,39.27751
2023-07-13,45.12424
2023-07-14,47.9432
2023-07-15,26.70703
2023-07-16,4.42681
2023-07-17,22.59344
2023-07-18,46.9931
2023-07-19,43.78784
2023-07-20,40.18584
2023-07-21,41.67884
2023-07-22,19.42994
2023-07-23,3.81081
2023-07-24,19.55523
2023-07-25,33.78575
2023-07-26,35.66506
2023-07-27,45.08248
2023-07-28,47.71351
2023-07-29,27.11422
2023-07-30,5.14721
2023-07-31,34.84025
2023-08-01,39.04781
2023-08-02,40.42597
2023-08-03,42.71246
2023-08-04,38.26477
2023-08-05,18.09354
2023-08-06,3.59156
2023-08-07,19.82668
2023-08-08,34.37043
2023-08-09,34.5688
2023-08-10,36.28106
2023-08-11,37.08498
2023-08-12,24.4101
2023-08-13,4.76091
2023-08-14,25.17226
2023-08-15,43.79828
2023-08-16,34.15117
2023-08-17,39.25662
2023-08-18,38.1186
2023-08-19,17.80121
2023-08-20,4.23888
2023-08-21,21.94612
2023-08-22,40.63478
2023-08-23,34.98642
2023-08-24,57.54854
2023-08-25,45.12424
2023-08-26,22.15493
2023-08-27,3.87346
2023-08-28,22.16537
2023-08-29,37.27291
2023-08-30,42.57673
2023-08-31,37.71142
2023-09-01,35.82167
2023-09-02,16.57966
2023-09-03,3.49759
2023-09-04,8.77009
2023-09-05,17.98914
2023-09-06,28.44017
2023-09-07,31.47838
2023-09-08,31.06076
2023-09-09,15.12841
2023-09-10,3.44539
2023-09-11,19.04364
2023-09-12,31.67675
2023-09-13,30.53873
2023-09-14,32.09438
2023-09-15,30.3508
2023-09-16,22.09229
2023-09-17,4.52077
2023-09-18,20.78722
2023-09-19,32.90874
2023-09-20,30.04802
2023-09-21,38.0664
2023-09-22,35.19523
2023-09-23,21.85216
2023-09-24,3.6542
2023-09-25,18.38588
2023-09-26,28.93088
2023-09-27,29.78701
2023-09-28,26.10148
2023-09-29,33.26372
2023-09-30,17.89517
2023-10-01,4.52077
2023-10-02,19.23157
2023-10-03,32.14658
2023-10-04,35.6233
2023-10-05,30.76842
2023-10-06,28.38797
2023-10-07,20.15034
2023-10-08,3.78993
2023-10-09,17.76988
2023-10-10,32.78346
2023-10-11,36.47943
2023-10-12,36.97013
2023-10-13,31.91689
2023-10-14,18.99143
2023-10-15,3.5498
2023-10-16,19.01231
2023-10-17,33.29505
2023-10-18,32.23011
2023-10-19,35.06995
2023-10-20,34.44351
2023-10-21,20.09814
2023-10-22,4.23888
2023-10-23,21.17352
2023-10-24,34.82981
2023-10-25,35.90519
2023-10-26,56.47316
2023-10-27,42.71246
2023-10-28,19.82668
2023-10-29,4.16579
2023-10-30,25.08874
2023-10-31,41.91898
2023-11-01,37.21027
2023-11-02,49.73898
2023-11-03,45.04071
2023-11-04,35.20567
2023-11-05,5.10544
2023-11-06,26.84276
2023-11-07,33.47254
2023-11-08,35.08039
2023-11-09,31.90645
2023-11-10,32.23011
2023-11-11,27.94946
2023-11-12,5.34558
2023-11-13,19.01231
2023-11-14,38.03508
2023-11-15,53.41407
2023-11-16,41.47003
2023-11-17,33.52474
2023-11-18,20.5784
2023-11-19,4.06139
2023-11-20,18.97055
2023-11-21,43.3389
2023-11-22,41.87721
2023-11-23,25.91355
2023-11-24,15.36855
2023-11-25,11.16099
2023-11-26,3.17394
2023-11-27,13.93819
2023-11-28,25.73606
2023-11-29,29.94362
2023-11-30,34.29734
2023-12-01,24.29525
2023-12-02,17.10169
2023-12-03,3.85257
2023-12-04,14.16788
2023-12-05,26.14324
2023-12-06,27.99122
2023-12-07,26.14324
2023-12-08,32.38671
2023-12-09,18.60513
2023-12-10,3.83169
2023-12-11,19.68051
2023-12-12,57.75736
2023-12-13,43.07788
2023-12-14,60.05429
2023-12-15,63.97995
2023-12-16,30.76842
2023-12-17,6.00334
2023-12-18,26.15368
2023-12-19,42.42012
2023-12-20,39.455
2023-12-21,44.62309
2023-12-22,42.51409
2023-12-23,21.72687
2023-12-24,4.43725
2023-12-25,4.44769
2023-12-26,21.77907
2023-12-27,45.13468
2023-12-28,38.59887
2023-12-29,31.54103
2023-12-30,17.01816
2023-12-31,3.82125
2024-01-01,4.30152
2024-01-02,24.34746
2024-01-03,49.21695
2024-01-04,50.53247
2024-01-05,43.69388
2024-01-06,22.02965
2024-01-07,4.85487
2024-01-08,20.35915
2024-01-09,47.83879
2024-01-10,41.27166
2024-01-11,41.39695
2024-01-12,36.56295
2024-01-13,18.7513
2024-01-14,3.5498
2024-01-15,8.67613
2024-01-16,18.71998
2024-01-17,36.81353
2024-01-18,41.41783
2024-01-19,55.17853
2024-01-20,45.35393
2024-01-21,8.5926
2024-01-22,39.52808
2024-01-23,50.07308
2024-01-24,51.62873
2024-01-25,68.57381
2024-01-26,66.66318
2024-01-27,31.16517
2024-01-28,6.99519
2024-01-29,25.62121
2024-01-30,47.40029
2024-01-31,48.24598
2024-02-01,45.37481
2024-02-02,50.81436
2024-02-03,27.98078
2024-02-04,5.14721
2024-02-05,25.08874
2024-02-06,45.86552
2024-02-07,40.25892
2024-02-08,41.6162
2024-02-09,49.18563
2024-02-10,35.44581
2024-02-11,8.72833
2024-02-12,27.22906
2024-02-13,58.01837
2024-02-14,49.24827
2024-02-15,49.30048
2024-02-16,49.34224
