date,RSI지표
2020-10-12,26.34971
2020-10-13,29.6535
2020-10-14,27.47784
2020-10-15,20.22562
2020-10-16,18.45286
2020-10-17,14.58501
2020-10-18,16.19661
2020-10-19,19.5004
2020-10-20,16.59951
2020-10-21,18.85576
2020-10-22,19.01692
2020-10-23,14.26269
2020-10-24,11.60354
2020-10-25,10.1531
2020-10-26,19.0975
2020-10-27,23.85173
2020-10-28,22.48186
2020-10-29,25.22159
2020-10-30,20.14504
2020-10-31,10.1531
2020-11-01,13.13456
2020-11-02,13.13456
2020-11-03,16.59951
2020-11-04,14.66559
2020-11-05,17.64705
2020-11-06,26.10797
2020-11-07,17.40531
2020-11-08,15.31023
2020-11-09,17.88879
2020-11-10,18.6946
2020-11-11,27.07493
2020-11-12,25.22159
2020-11-13,22.3207
2020-11-14,15.39081
2020-11-15,15.06849
2020-11-16,21.59548
2020-11-17,24.49637
2020-11-18,22.48186
2020-11-19,21.83722
2020-11-20,26.26913
2020-11-21,17.72763
2020-11-22,19.25866
2020-11-23,23.77115
2020-11-24,33.44077
2020-11-25,35.53585
2020-11-26,25.94681
2020-11-27,25.46333
2020-11-28,18.6946
2020-11-29,15.06849
2020-11-30,26.02739
2020-12-01,25.06043
2020-12-02,25.06043
2020-12-03,23.60999
2020-12-04,24.01289
2020-12-05,34.64947
2020-12-06,40.12892
2020-12-07,34.81063
2020-12-08,28.52538
2020-12-09,27.23609
2020-12-10,27.31668
2020-12-11,25.70507
2020-12-12,21.59548
2020-12-13,17.72763
2020-12-14,23.93231
2020-12-15,21.43432
2020-12-16,26.34971
2020-12-17,34.48831
2020-12-18,34.56889
2020-12-19,26.43029
2020-12-20,24.33521
2020-12-21,25.46333
2020-12-22,26.26913
2020-12-23,26.34971
2020-12-24,25.62449
2020-12-25,19.5004
2020-12-26,19.17808
2020-12-27,22.24012
2020-12-28,20.95084
2020-12-29,27.80016
2020-12-30,25.86623
2020-12-31,21.03142
2021-01-01,20.7091
2021-01-02,18.61402
2021-01-03,25.54391
2021-01-04,32.47381
2021-01-05,30.13698
2021-01-06,32.31265
2021-01-07,44.15793
2021-01-08,58.5012
2021-01-09,40.29008
2021-01-10,72.52215
2021-01-11,69.54069
2021-01-12,69.21837
2021-01-13,61.48267
2021-01-14,51.81305
2021-01-15,50.20145
2021-01-16,51.65189
2021-01-17,62.12731
2021-01-18,57.45366
2021-01-19,55.43916
2021-01-20,51.89363
2021-01-21,52.37711
2021-01-22,63.09427
2021-01-23,45.9307
2021-01-24,43.27155
2021-01-25,46.65592
2021-01-26,47.70346
2021-01-27,56.56728
2021-01-28,52.21595
2021-01-29,60.59629
2021-01-30,47.05882
2021-01-31,46.7365
2021-02-01,73.00564
2021-02-02,59.38759
2021-02-03,59.38759
2021-02-04,57.13134
2021-02-05,58.0983
2021-02-06,48.02578
2021-02-07,45.85012
2021-02-08,48.67042
2021-02-09,62.12731
2021-02-10,65.0282
2021-02-11,43.35213
2021-02-12,51.97421
2021-02-13,70.42707
2021-02-14,70.42707
2021-02-15,73.73086
2021-02-16,77.92103
2021-02-17,83.80338
2021-02-18,78.24335
2021-02-19,81.46655
2021-02-20,63.01369
2021-02-21,68.97663
2021-02-22,71.63577
2021-02-23,70.34649
2021-02-24,70.82997
2021-02-25,81.46655
2021-02-26,64.70588
2021-02-27,47.78404
2021-02-28,41.90169
2021-03-01,49.07332
2021-03-02,48.99274
2021-03-03,53.18291
2021-03-04,53.02175
2021-03-05,48.751
2021-03-06,43.59387
2021-03-07,54.14987
2021-03-08,49.39564
2021-03-09,55.6809
2021-03-10,66.88154
2021-03-11,63.57775
2021-03-12,71.47461
2021-03-13,55.11684
2021-03-14,62.77195
2021-03-15,78.48509
2021-03-16,64.2224
2021-03-17,74.05318
2021-03-18,69.94359
2021-03-19,64.46414
2021-03-20,64.78646
2021-03-21,49.23448
2021-03-22,58.58178
2021-03-23,48.42868
2021-03-24,53.98871
2021-03-25,61.72441
2021-03-26,62.69137
2021-03-27,65.834
2021-03-28,56.32554
2021-03-29,61.88557
2021-03-30,57.93714
2021-03-31,61.24093
2021-04-01,61.72441
2021-04-02,76.7929
2021-04-03,80.58017
2021-04-04,78.56567
2021-04-05,77.92103
2021-04-06,91.0556
2021-04-07,88.96051
2021-04-08,86.1402
2021-04-09,85.89846
2021-04-10,67.76792
2021-04-11,68.73489
2021-04-12,71.87751
2021-04-13,72.68331
2021-04-14,93.39242
2021-04-15,94.43996
2021-04-16,100.0
2021-04-17,76.7929
2021-04-18,73.65028
2021-04-19,73.24738
2021-04-20,77.92103
2021-04-21,89.28283
2021-04-22,75.26188
2021-04-23,78.00161
2021-04-24,68.09024
2021-04-25,53.98871
2021-04-26,79.45205
2021-04-27,98.22723
2021-04-28,83.80338
2021-04-29,74.53666
2021-04-30,62.28847
2021-05-01,55.76148
2021-05-02,51.00725
2021-05-03,67.4456
2021-05-04,74.13376
2021-05-05,64.46414
2021-05-06,78.16277
2021-05-07,82.1112
2021-05-08,71.87751
2021-05-09,84.28686
2021-05-10,84.85092
2021-05-11,67.28444
2021-05-12,82.83642
2021-05-13,80.66075
2021-05-14,69.29895
2021-05-15,66.15632
2021-05-16,76.14826
2021-05-17,68.25141
2021-05-18,57.6954
2021-05-19,58.42062
2021-05-20,52.13537
2021-05-21,56.16438
2021-05-22,50.20145
2021-05-23,52.37711
2021-05-24,61.07977
2021-05-25,73.40854
2021-05-26,84.04512
2021-05-27,63.01369
2021-05-28,55.11684
2021-05-29,40.93473
2021-05-30,41.65995
2021-05-31,46.97824
2021-06-01,49.31506
2021-06-02,52.05479
2021-06-03,56.16438
2021-06-04,50.12087
2021-06-05,39.4037
2021-06-06,37.87268
2021-06-07,51.81305
2021-06-08,47.78404
2021-06-09,48.10636
2021-06-10,50.04029
2021-06-11,39.64544
2021-06-12,30.70104
2021-06-13,31.02336
2021-06-14,39.0008
2021-06-15,44.15793
2021-06-16,38.195
2021-06-17,35.53585
2021-06-18,32.31265
2021-06-19,23.85173
2021-06-20,30.8622
2021-06-21,34.89121
2021-06-22,36.01933
2021-06-23,46.49476
2021-06-24,46.49476
2021-06-25,54.71394
2021-06-26,28.12248
2021-06-27,21.83722
2021-06-28,36.01933
2021-06-29,38.67848
2021-06-30,40.85414
2021-07-01,38.5979
2021-07-02,36.01933
2021-07-03,24.73811
2021-07-04,30.70104
2021-07-05,36.26107
2021-07-06,37.46978
2021-07-07,40.29008
2021-07-08,39.8066
2021-07-09,36.74456
2021-07-10,30.4593
2021-07-11,23.77115
2021-07-12,28.12248
2021-07-13,35.93875
2021-07-14,35.45527
2021-07-15,36.50282
2021-07-16,31.34568
2021-07-17,22.88477
2021-07-18,24.01289
2021-07-19,31.10394
2021-07-20,31.18452
2021-07-21,30.0564
2021-07-22,31.2651
2021-07-23,31.34568
2021-07-24,31.90975
2021-07-25,31.02336
2021-07-26,28.12248
2021-07-27,31.74858
2021-07-28,28.68654
2021-07-29,31.82917
2021-07-30,30.94278
2021-07-31,23.44883
2021-08-01,24.89927
2021-08-02,24.41579
2021-08-03,31.02336
2021-08-04,30.8622
2021-08-05,32.47381
2021-08-06,28.0419
2021-08-07,23.85173
2021-08-08,23.60999
2021-08-09,25.94681
2021-08-10,29.33118
2021-08-11,35.21353
2021-08-12,37.95326
2021-08-13,42.86865
2021-08-14,40.6124
2021-08-15,41.33763
2021-08-16,44.80257
2021-08-17,65.18936
2021-08-18,64.86704
2021-08-19,66.31748
2021-08-20,66.96212
2021-08-21,60.35455
2021-08-22,57.21192
2021-08-23,60.35455
2021-08-24,62.61079
2021-08-25,50.28203
2021-08-26,43.67445
2021-08-27,38.43674
2021-08-28,33.03787
2021-08-29,37.55036
2021-08-30,37.14746
2021-08-31,46.41418
2021-09-01,42.22401
2021-09-02,46.09186
2021-09-03,47.78404
2021-09-04,58.58178
2021-09-05,61.64383
2021-09-06,61.16035
2021-09-07,66.96212
2021-09-08,60.43513
2021-09-09,61.07977
2021-09-10,46.25302
2021-09-11,30.0564
2021-09-12,35.13295
2021-09-13,40.6124
2021-09-14,47.62288
2021-09-15,47.30056
2021-09-16,44.31909
2021-09-17,36.90572
2021-09-18,31.99033
2021-09-19,30.94278
2021-09-20,28.92828
2021-09-21,33.44077
2021-09-22,35.29411
2021-09-23,39.64544
2021-09-24,36.18049
2021-09-25,28.60596
2021-09-26,25.94681
2021-09-27,28.8477
2021-09-28,36.9863
2021-09-29,39.24254
2021-09-30,31.90975
2021-10-01,37.46978
2021-10-02,26.51087
2021-10-03,27.639
2021-10-04,33.19903
2021-10-05,46.25302
2021-10-06,51.41015
2021-10-07,46.49476
2021-10-08,41.74053
2021-10-09,32.15149
2021-10-10,29.17002
2021-10-11,29.73408
2021-10-12,37.87268
2021-10-13,38.67848
2021-10-14,40.69298
2021-10-15,41.74053
2021-10-16,35.21353
2021-10-17,32.95729
2021-10-18,40.29008
2021-10-19,46.7365
2021-10-20,45.12489
2021-10-21,37.3892
2021-10-22,37.63094
2021-10-23,27.39726
2021-10-24,29.2506
2021-10-25,31.10394
2021-10-26,46.97824
2021-10-27,40.93473
2021-10-28,41.25705
2021-10-29,43.59387
2021-10-30,42.94923
2021-10-31,46.3336
2021-11-01,45.60838
2021-11-02,57.37308
2021-11-03,49.63738
2021-11-04,52.05479
2021-11-05,45.68896
2021-11-06,32.63497
2021-11-07,33.36019
2021-11-08,54.47219
2021-11-09,52.53827
2021-11-10,49.07332
2021-11-11,43.75503
2021-11-12,39.48428
2021-11-13,27.639
2021-11-14,32.79613
2021-11-15,40.6124
2021-11-16,45.36663
2021-11-17,51.08783
2021-11-18,44.80257
2021-11-19,42.70749
2021-11-20,34.73005
2021-11-21,31.668
2021-11-22,39.4037
2021-11-23,47.9452
2021-11-24,50.92667
2021-11-25,51.16841
2021-11-26,40.77356
2021-11-27,34.24657
2021-11-28,32.15149
2021-11-29,41.01531
2021-11-30,41.25705
2021-12-01,42.06285
2021-12-02,42.78807
2021-12-03,37.55036
2021-12-04,40.93473
2021-12-05,30.70104
2021-12-06,39.88718
2021-12-07,41.65995
2021-12-08,51.73247
2021-12-09,48.10636
2021-12-10,36.26107
2021-12-11,31.10394
2021-12-12,27.07493
2021-12-13,37.71152
2021-12-14,38.27558
2021-12-15,34.08541
2021-12-16,39.4037
2021-12-17,32.71555
2021-12-18,29.81466
2021-12-19,32.63497
2021-12-20,35.13295
2021-12-21,38.195
2021-12-22,37.55036
2021-12-23,34.48831
2021-12-24,33.52135
2021-12-25,27.31668
2021-12-26,28.92828
2021-12-27,34.97179
2021-12-28,40.53182
2021-12-29,35.29411
2021-12-30,34.32715
2021-12-31,24.09347
2022-01-01,20.06446
2022-01-02,28.92828
2022-01-03,53.02175
2022-01-04,51.89363
2022-01-05,48.50926
2022-01-06,70.02417
2022-01-07,45.68896
2022-01-08,55.35858
2022-01-09,39.72602
2022-01-10,53.82755
2022-01-11,49.31506
2022-01-12,37.06688
2022-01-13,41.90169
2022-01-14,34.81063
2022-01-15,32.55439
2022-01-16,29.2506
2022-01-17,31.82917
2022-01-18,35.85817
2022-01-19,37.22804
2022-01-20,36.50282
2022-01-21,43.19097
2022-01-22,41.57937
2022-01-23,46.7365
2022-01-24,55.03626
2022-01-25,51.41015
2022-01-26,56.72844
2022-01-27,79.37147
2022-01-28,53.34407
2022-01-29,46.57534
2022-01-30,34.89121
2022-01-31,34.00483
2022-02-01,36.09991
2022-02-02,43.19097
2022-02-03,43.02981
2022-02-04,46.3336
2022-02-05,38.5979
2022-02-06,40.93473
2022-02-07,51.97421
2022-02-08,41.25705
2022-02-09,36.26107
2022-02-10,44.56083
2022-02-11,33.27961
2022-02-12,32.15149
2022-02-13,29.73408
2022-02-14,40.6124
2022-02-15,32.23207
2022-02-16,34.81063
2022-02-17,33.52135
2022-02-18,34.56889
2022-02-19,24.57695
2022-02-20,37.87268
2022-02-21,47.1394
2022-02-22,40.37066
2022-02-23,30.4593
2022-02-24,38.51732
2022-02-25,33.84367
2022-02-26,43.83561
2022-02-27,24.17405
2022-02-28,28.12248
2022-03-01,28.92828
2022-03-02,28.92828
2022-03-03,33.44077
2022-03-04,33.03787
2022-03-05,28.68654
2022-03-06,21.27316
2022-03-07,27.96132
2022-03-08,31.18452
2022-03-09,24.49637
2022-03-10,27.96132
2022-03-11,27.23609
2022-03-12,22.15954
2022-03-13,22.48186
2022-03-14,33.84367
2022-03-15,27.31668
2022-03-16,29.41176
2022-03-17,29.49234
2022-03-18,29.81466
2022-03-19,37.95326
2022-03-20,27.96132
2022-03-21,32.55439
2022-03-22,43.43271
2022-03-23,41.09589
2022-03-24,41.65995
2022-03-25,37.14746
2022-03-26,34.32715
2022-03-27,32.23207
2022-03-28,46.97824
2022-03-29,52.45769
2022-03-30,55.51974
2022-03-31,51.08783
2022-04-01,45.04431
2022-04-02,35.69701
2022-04-03,40.37066
2022-04-04,45.28605
2022-04-05,39.88718
2022-04-06,37.46978
2022-04-07,40.29008
2022-04-08,37.30862
2022-04-09,43.19097
2022-04-10,28.68654
2022-04-11,33.76309
2022-04-12,37.55036
2022-04-13,35.21353
2022-04-14,33.92425
2022-04-15,32.87671
2022-04-16,22.15954
2022-04-17,34.64947
2022-04-18,39.16196
2022-04-19,34.16599
2022-04-20,31.74858
2022-04-21,32.55439
2022-04-22,29.08944
2022-04-23,22.88477
2022-04-24,23.60999
2022-04-25,31.18452
2022-04-26,32.87671
2022-04-27,35.37469
2022-04-28,39.88718
2022-04-29,31.99033
2022-04-30,26.02739
2022-05-01,19.66156
2022-05-02,26.99435
2022-05-03,28.8477
2022-05-04,25.06043
2022-05-05,26.02739
2022-05-06,21.59548
2022-05-07,19.5004
2022-05-08,18.2917
2022-05-09,29.33118
2022-05-10,31.02336
2022-05-11,27.15551
2022-05-12,36.26107
2022-05-13,29.49234
2022-05-14,23.20709
2022-05-15,23.85173
2022-05-16,25.62449
2022-05-17,28.36422
2022-05-18,26.83319
2022-05-19,25.22159
2022-05-20,22.15954
2022-05-21,20.22562
2022-05-22,20.78968
2022-05-23,24.49637
2022-05-24,23.52941
2022-05-25,25.30217
2022-05-26,24.41579
2022-05-27,24.49637
2022-05-28,17.08299
2022-05-29,24.49637
2022-05-30,26.51087
2022-05-31,24.57695
2022-06-01,23.93231
2022-06-02,24.49637
2022-06-03,25.62449
2022-06-04,22.96535
2022-06-05,19.5004
2022-06-06,21.99838
2022-06-07,23.04593
2022-06-08,26.91377
2022-06-09,22.80419
2022-06-10,26.18855
2022-06-11,19.41982
2022-06-12,18.6946
2022-06-13,26.43029
2022-06-14,32.79613
2022-06-15,32.39323
2022-06-16,24.57695
2022-06-17,28.20306
2022-06-18,24.89927
2022-06-19,24.17405
2022-06-20,33.27961
2022-06-21,24.97985
2022-06-22,27.71958
2022-06-23,30.70104
2022-06-24,24.33521
2022-06-25,23.04593
2022-06-26,23.36825
2022-06-27,23.44883
2022-06-28,23.36825
2022-06-29,28.20306
2022-06-30,20.3062
2022-07-01,20.06446
2022-07-02,15.31023
2022-07-03,15.95487
2022-07-04,19.17808
2022-07-05,19.25866
2022-07-06,21.43432
2022-07-07,20.95084
2022-07-08,18.77518
2022-07-09,13.45688
2022-07-10,17.16357
2022-07-11,23.04593
2022-07-12,22.24012
2022-07-13,19.5004
2022-07-14,20.22562
2022-07-15,20.38678
2022-07-16,17.08299
2022-07-17,17.64705
2022-07-18,25.30217
2022-07-19,20.14504
2022-07-20,23.60999
2022-07-21,30.0564
2022-07-22,25.78565
2022-07-23,20.87026
2022-07-24,20.78968
2022-07-25,23.36825
2022-07-26,26.43029
2022-07-27,21.43432
2022-07-28,26.99435
2022-07-29,25.70507
2022-07-30,24.81869
2022-07-31,26.43029
2022-08-01,28.92828
2022-08-02,29.08944
2022-08-03,28.20306
2022-08-04,34.00483
2022-08-05,34.00483
2022-08-06,27.23609
2022-08-07,26.75261
2022-08-08,26.75261
2022-08-09,34.40773
2022-08-10,29.57292
2022-08-11,30.78162
2022-08-12,26.02739
2022-08-13,28.92828
2022-08-14,25.38275
2022-08-15,40.69298
2022-08-16,39.24254
2022-08-17,33.36019
2022-08-18,37.14746
2022-08-19,30.4593
2022-08-20,25.86623
2022-08-21,26.67203
2022-08-22,29.33118
2022-08-23,34.08541
2022-08-24,30.8622
2022-08-25,27.23609
2022-08-26,24.41579
2022-08-27,17.64705
2022-08-28,18.37228
2022-08-29,26.10797
2022-08-30,25.54391
2022-08-31,28.0419
2022-09-01,26.18855
2022-09-02,24.73811
2022-09-03,19.33924
2022-09-04,20.87026
2022-09-05,19.41982
2022-09-06,23.12651
2022-09-07,22.88477
2022-09-08,20.7091
2022-09-09,14.34327
2022-09-10,11.92586
2022-09-11,17.24415
2022-09-12,19.01692
2022-09-13,23.69057
2022-09-14,21.5149
2022-09-15,24.33521
2022-09-16,19.01692
2022-09-17,14.18211
2022-09-18,16.03545
2022-09-19,21.03142
2022-09-20,20.87026
2022-09-21,23.04593
2022-09-22,23.60999
2022-09-23,23.93231
2022-09-24,18.6946
2022-09-25,20.3062
2022-09-26,31.58742
2022-09-27,31.42626
2022-09-28,30.62046
2022-09-29,26.59145
2022-09-30,26.34971
2022-10-01,21.112
2022-10-02,19.66156
2022-10-03,20.54794
2022-10-04,27.39726
2022-10-05,23.28767
2022-10-06,23.04593
2022-10-07,20.06446
2022-10-08,14.26269
2022-10-09,14.18211
2022-10-10,22.40128
2022-10-11,22.64302
2022-10-12,20.95084
2022-10-13,24.01289
2022-10-14,16.35777
2022-10-15,15.87429
2022-10-16,18.04995
2022-10-17,21.43432
2022-10-18,21.67606
2022-10-19,15.47139
2022-10-20,15.06849
2022-10-21,16.59951
2022-10-22,13.94037
2022-10-23,14.34327
2022-10-24,14.82675
2022-10-25,17.16357
2022-10-26,17.16357
2022-10-27,20.54794
2022-10-28,17.64705
2022-10-29,16.92183
2022-10-30,16.03545
2022-10-31,20.06446
2022-11-01,22.7236
2022-11-02,22.96535
2022-11-03,20.3062
2022-11-04,19.33924
2022-11-05,16.84125
2022-11-06,16.11603
2022-11-07,20.22562
2022-11-08,22.15954
2022-11-09,22.40128
2022-11-10,19.74214
2022-11-11,19.17808
2022-11-12,17.40531
2022-11-13,19.17808
2022-11-14,25.94681
2022-11-15,30.4593
2022-11-16,25.78565
2022-11-17,26.10797
2022-11-18,23.28767
2022-11-19,17.72763
2022-11-20,21.19258
2022-11-21,25.06043
2022-11-22,28.92828
2022-11-23,26.83319
2022-11-24,24.57695
2022-11-25,21.67606
2022-11-26,13.21514
2022-11-27,19.82272
2022-11-28,19.66156
2022-11-29,21.112
2022-11-30,22.15954
2022-12-01,18.13053
2022-12-02,21.5149
2022-12-03,11.28122
2022-12-04,15.14907
2022-12-05,16.11603
2022-12-06,19.33924
2022-12-07,19.9033
2022-12-08,19.25866
2022-12-09,21.112
2022-12-10,13.94037
2022-12-11,13.3763
2022-12-12,16.51893
2022-12-13,16.59951
2022-12-14,16.84125
2022-12-15,20.06446
2022-12-16,17.48589
2022-12-17,14.26269
2022-12-18,14.66559
2022-12-19,15.79371
2022-12-20,18.53344
2022-12-21,18.61402
2022-12-22,18.45286
2022-12-23,16.59951
2022-12-24,12.48992
2022-12-25,13.05398
2022-12-26,15.31023
2022-12-27,19.33924
2022-12-28,27.39726
2022-12-29,19.9033
2022-12-30,14.66559
2022-12-31,10.71716
2023-01-01,10.1531
2023-01-02,16.11603
2023-01-03,18.93634
2023-01-04,18.04995
2023-01-05,19.9033
2023-01-06,18.77518
2023-01-07,19.66156
2023-01-08,17.64705
2023-01-09,24.49637
2023-01-10,23.77115
2023-01-11,22.80419
2023-01-12,25.14101
2023-01-13,23.36825
2023-01-14,24.57695
2023-01-15,19.58098
2023-01-16,27.07493
2023-01-17,20.54794
2023-01-18,23.36825
2023-01-19,24.89927
2023-01-20,17.08299
2023-01-21,13.94037
2023-01-22,19.0975
2023-01-23,16.19661
2023-01-24,21.83722
2023-01-25,28.68654
2023-01-26,33.03787
2023-01-27,32.79613
2023-01-28,27.55842
2023-01-29,27.88074
2023-01-30,34.73005
2023-01-31,32.31265
2023-02-01,27.47784
2023-02-02,31.668
2023-02-03,33.52135
2023-02-04,30.29814
2023-02-05,25.46333
2023-02-06,28.92828
2023-02-07,26.91377
2023-02-08,31.18452
2023-02-09,31.02336
2023-02-10,28.28364
2023-02-11,24.81869
2023-02-12,22.07896
2023-02-13,24.09347
2023-02-14,26.75261
2023-02-15,29.2506
2023-02-16,29.2506
2023-02-17,26.75261
2023-02-18,20.46736
2023-02-19,20.06446
2023-02-20,24.89927
2023-02-21,25.14101
2023-02-22,25.30217
2023-02-23,28.12248
2023-02-24,30.78162
2023-02-25,20.62852
2023-02-26,20.54794
2023-02-27,22.88477
2023-02-28,20.54794
2023-03-01,18.53344
2023-03-02,21.03142
2023-03-03,22.64302
2023-03-04,16.68009
2023-03-05,16.84125
2023-03-06,24.17405
2023-03-07,22.48186
2023-03-08,22.15954
2023-03-09,23.60999
2023-03-10,22.3207
2023-03-11,19.01692
2023-03-12,14.42385
2023-03-13,17.16357
2023-03-14,19.98388
2023-03-15,22.64302
2023-03-16,21.43432
2023-03-17,22.64302
2023-03-18,15.22965
2023-03-19,17.56647
2023-03-20,21.83722
2023-03-21,23.77115
2023-03-22,27.71958
2023-03-23,24.73811
2023-03-24,21.83722
2023-03-25,18.53344
2023-03-26,19.5004
2023-03-27,21.59548
2023-03-28,24.49637
2023-03-29,28.20306
2023-03-30,25.62449
2023-03-31,22.48186
2023-04-01,16.27719
2023-04-02,16.92183
2023-04-03,23.12651
2023-04-04,25.54391
2023-04-05,28.20306
2023-04-06,28.68654
2023-04-07,20.95084
2023-04-08,15.71313
2023-04-09,17.32473
2023-04-10,19.9033
2023-04-11,25.54391
2023-04-12,24.09347
2023-04-13,30.0564
2023-04-14,31.42626
2023-04-15,20.7091
2023-04-16,20.62852
2023-04-17,25.22159
2023-04-18,29.81466
2023-04-19,28.68654
2023-04-20,29.41176
2023-04-21,22.80419
2023-04-22,15.79371
2023-04-23,18.77518
2023-04-24,25.22159
2023-04-25,27.55842
2023-04-26,23.60999
2023-04-27,22.64302
2023-04-28,21.27316
2023-04-29,16.59951
2023-04-30,15.79371
2023-05-01,16.76067
2023-05-02,19.9033
2023-05-03,20.95084
2023-05-04,20.46736
2023-05-05,13.94037
2023-05-06,16.51893
2023-05-07,17.24415
2023-05-08,18.45286
2023-05-09,21.43432
2023-05-10,20.14504
2023-05-11,21.75664
2023-05-12,22.56244
2023-05-13,15.71313
2023-05-14,15.39081
2023-05-15,19.5004
2023-05-16,21.83722
2023-05-17,24.73811
2023-05-18,27.80016
2023-05-19,25.70507
2023-05-20,13.85979
2023-05-21,15.47139
2023-05-22,27.96132
2023-05-23,27.31668
2023-05-24,25.14101
2023-05-25,22.48186
2023-05-26,23.85173
2023-05-27,17.40531
2023-05-28,18.04995
2023-05-29,18.53344
