date,파운드환율
2021-03-27,10.0676
2021-03-28,9.70283
2021-03-29,16.22002
2021-03-30,16.25893
2021-03-31,16.15193
2021-04-01,15.57803
2021-04-02,13.32133
2021-04-03,8.77875
2021-04-04,8.47235
2021-04-05,12.99547
2021-04-06,14.46427
2021-04-07,15.84553
2021-04-08,15.23272
2021-04-09,13.90982
2021-04-10,8.58421
2021-04-11,8.66689
2021-04-12,14.24541
2021-04-13,14.32809
2021-04-14,13.24838
2021-04-15,12.88361
2021-04-16,13.4186
2021-04-17,8.12217
2021-04-18,8.69607
2021-04-19,15.1549
2021-04-20,14.39618
2021-04-21,13.86119
2021-04-22,13.30674
2021-04-23,12.81552
2021-04-24,8.04435
2021-04-25,8.19026
2021-04-26,13.60828
2021-04-27,13.58883
2021-04-28,12.80579
2021-04-29,12.76202
2021-04-30,11.59963
2021-05-01,8.92952
2021-05-02,8.90034
2021-05-03,11.76499
2021-05-04,12.49452
2021-05-05,10.71932
2021-05-06,12.93225
2021-05-07,11.98871
2021-05-08,8.7593
2021-05-09,8.02003
2021-05-10,13.75905
2021-05-11,15.87957
2021-05-12,16.06925
2021-05-13,14.41564
2021-05-14,13.22406
2021-05-15,9.18243
2021-05-16,8.97329
2021-05-17,16.31243
2021-05-18,17.1976
2021-05-19,13.08302
2021-05-20,15.96225
2021-05-21,15.66071
2021-05-22,9.53261
2021-05-23,8.97329
2021-05-24,15.75798
2021-05-25,16.19571
2021-05-26,15.90389
2021-05-27,15.18894
2021-05-28,15.67044
2021-05-29,9.24079
2021-05-30,9.38183
2021-05-31,14.70745
2021-06-01,17.02251
2021-06-02,17.01765
2021-06-03,14.14328
2021-06-04,12.39239
2021-06-05,8.30698
2021-06-06,7.2905
2021-06-07,16.34648
2021-06-08,14.54209
2021-06-09,13.51587
2021-06-10,15.08195
2021-06-11,12.48966
2021-06-12,8.3848
2021-06-13,8.00058
2021-06-14,12.49939
2021-06-15,12.83497
2021-06-16,12.90793
2021-06-17,13.17542
2021-06-18,13.42833
2021-06-19,8.73984
2021-06-20,8.25835
2021-06-21,14.12382
2021-06-22,13.48183
2021-06-23,14.28432
2021-06-24,13.46238
2021-06-25,13.60342
2021-06-26,8.74471
2021-06-27,8.72525
2021-06-28,15.08681
2021-06-29,16.49725
2021-06-30,15.4759
2021-07-01,13.88551
2021-07-02,13.30674
2021-07-03,8.16108
2021-07-04,7.4899
2021-07-05,13.27756
2021-07-06,13.04411
2021-07-07,12.16866
2021-07-08,13.34565
2021-07-09,12.41671
2021-07-10,8.66689
2021-07-11,7.79144
2021-07-12,13.67637
2021-07-13,13.74933
2021-07-14,14.50804
2021-07-15,15.22785
2021-07-16,13.98764
2021-07-17,8.79821
2021-07-18,8.27294
2021-07-19,13.76878
2021-07-20,16.36593
2021-07-21,15.00413
2021-07-22,14.26973
2021-07-23,14.48373
2021-07-24,9.57638
2021-07-25,8.55016
2021-07-26,13.30188
2021-07-27,15.06736
2021-07-28,15.65585
2021-07-29,14.59073
2021-07-30,17.2511
2021-07-31,12.81066
2021-08-01,8.8517
2021-08-02,15.08681
2021-08-03,15.93794
2021-08-04,15.51967
2021-08-05,15.77744
2021-08-06,15.73367
2021-08-07,11.44399
2021-08-08,10.47128
2021-08-09,15.48562
2021-08-10,15.07222
2021-08-11,15.91848
2021-08-12,17.29001
2021-08-13,20.66047
2021-08-14,12.69393
2021-08-15,10.58314
2021-08-16,14.00223
2021-08-17,22.07091
2021-08-18,21.09333
2021-08-19,18.57399
2021-08-20,17.96118
2021-08-21,11.22999
2021-08-22,10.87982
2021-08-23,19.07494
2021-08-24,18.18977
2021-08-25,22.52808
2021-08-26,24.30329
2021-08-27,19.51753
2021-08-28,12.73284
2021-08-29,11.84767
2021-08-30,18.41836
2021-08-31,18.95822
2021-09-01,19.99902
2021-09-02,18.29191
2021-09-03,15.87471
2021-09-04,10.481
2021-09-05,10.72905
2021-09-06,16.92524
2021-09-07,16.65775
2021-09-08,15.85039
2021-09-09,17.63046
2021-09-10,16.44375
2021-09-11,9.98978
2021-09-12,9.3867
2021-09-13,18.36486
2021-09-14,18.16545
2021-09-15,16.86688
2021-09-16,15.7823
2021-09-17,14.98954
2021-09-18,9.23106
2021-09-19,8.63284
2021-09-20,10.77282
2021-09-21,12.36321
2021-09-22,12.27566
2021-09-23,22.30436
2021-09-24,18.69558
2021-09-25,10.72905
2021-09-26,9.28456
2021-09-27,18.79772
2021-09-28,18.93876
2021-09-29,21.73046
2021-09-30,20.86474
2021-10-01,18.72477
2021-10-02,10.64636
2021-10-03,9.97033
2021-10-04,12.29025
2021-10-05,17.51373
2021-10-06,16.69179
2021-10-07,17.31433
2021-10-08,17.0906
2021-10-09,11.13759
2021-10-10,11.35158
2021-10-11,13.60342
2021-10-12,19.10899
2021-10-13,16.99333
2021-10-14,16.46807
2021-10-15,15.45158
2021-10-16,9.88278
2021-10-17,9.53261
2021-10-18,15.63153
2021-10-19,15.92821
2021-10-20,16.69665
2021-10-21,14.84849
2021-10-22,13.59856
2021-10-23,8.84684
2021-10-24,8.51612
2021-10-25,15.4224
2021-10-26,16.70152
2021-10-27,15.77744
2021-10-28,15.01386
2021-10-29,13.06843
2021-10-30,8.87116
2021-10-31,8.49666
2021-11-01,14.05573
2021-11-02,16.13248
2021-11-03,14.76095
2021-11-04,14.17246
2021-11-05,18.13627
2021-11-06,10.2281
2021-11-07,9.46452
2021-11-08,18.7734
2021-11-09,23.48134
2021-11-10,15.49535
2021-11-11,17.81528
2021-11-12,17.9855
2021-11-13,10.59773
2021-11-14,9.26997
2021-11-15,14.72691
2021-11-16,14.50804
2021-11-17,14.61018
2021-11-18,15.2619
2021-11-19,13.48183
2021-11-20,10.56855
2021-11-21,9.13379
2021-11-22,14.60532
2021-11-23,14.86795
2021-11-24,16.22489
2021-11-25,16.86202
2021-11-26,18.96794
2021-11-27,15.42726
2021-11-28,12.13462
2021-11-29,17.48942
2021-11-30,18.31136
2021-12-01,17.1441
2021-12-02,16.65775
2021-12-03,13.91955
2021-12-04,9.15811
2021-12-05,8.35562
2021-12-06,13.28242
2021-12-07,13.54019
2021-12-08,14.62963
2021-12-09,15.24244
2021-12-10,14.23082
2021-12-11,8.73012
2021-12-12,7.95681
2021-12-13,13.39915
2021-12-14,13.83201
2021-12-15,13.38456
2021-12-16,13.37483
2021-12-17,12.03248
2021-12-18,8.46262
2021-12-19,7.75254
2021-12-20,12.56748
2021-12-21,11.9498
2021-12-22,12.36321
2021-12-23,13.19488
2021-12-24,10.73877
2021-12-25,8.91493
2021-12-26,9.29915
2021-12-27,12.86902
2021-12-28,12.06653
2021-12-29,12.80579
2021-12-30,12.94197
2021-12-31,10.08705
2022-01-01,7.88872
2022-01-02,9.78065
2022-01-03,13.38456
2022-01-04,13.67637
2022-01-05,15.07708
2022-01-06,16.66261
2022-01-07,16.48752
2022-01-08,10.08219
2022-01-09,10.11623
2022-01-10,15.14517
2022-01-11,16.04007
2022-01-12,14.7804
2022-01-13,15.53426
2022-01-14,14.60532
2022-01-15,9.70283
2022-01-16,9.42561
2022-01-17,14.61504
2022-01-18,15.84553
2022-01-19,14.45454
2022-01-20,14.11409
2022-01-21,13.94387
2022-01-22,10.05301
2022-01-23,9.39156
2022-01-24,15.22299
2022-01-25,16.00116
2022-01-26,13.89523
2022-01-27,14.25027
2022-01-28,13.62774
2022-01-29,10.51018
2022-01-30,11.1084
2022-01-31,11.45858
2022-02-01,11.84767
2022-02-02,11.54613
2022-02-03,16.57506
2022-02-04,16.34648
2022-02-05,10.88954
2022-02-06,10.50532
2022-02-07,15.62667
2022-02-08,13.89523
2022-02-09,13.06356
2022-02-10,13.16083
2022-02-11,13.50128
2022-02-12,9.55206
2022-02-13,8.67662
2022-02-14,13.72987
2022-02-15,13.46724
2022-02-16,13.1657
2022-02-17,13.40888
2022-02-18,13.78823
2022-02-19,9.30888
2022-02-20,9.08029
2022-02-21,14.2065
2022-02-22,14.795
2022-02-23,14.23568
2022-02-24,17.34837
2022-02-25,16.69665
2022-02-26,10.65609
2022-02-27,10.02383
2022-02-28,16.00603
2022-03-01,11.64826
2022-03-02,16.83283
2022-03-03,15.77744
2022-03-04,14.67341
2022-03-05,9.93628
2022-03-06,9.02193
2022-03-07,16.62856
2022-03-08,16.91551
2022-03-09,10.67555
2022-03-10,14.55668
2022-03-11,15.89416
2022-03-12,11.00141
2022-03-13,11.0549
2022-03-14,16.67234
2022-03-15,16.15193
2022-03-16,16.7842
2022-03-17,20.84042
2022-03-18,21.15655
2022-03-19,11.59963
2022-03-20,10.60746
2022-03-21,17.63532
2022-03-22,17.32406
2022-03-23,17.08574
2022-03-24,16.45834
2022-03-25,15.71421
2022-03-26,10.27187
2022-03-27,9.64447
2022-03-28,14.86309
2022-03-29,19.03117
2022-03-30,20.41729
2022-03-31,17.33865
2022-04-01,15.82121
2022-04-02,9.7466
2022-04-03,10.66582
2022-04-04,16.53616
2022-04-05,16.71611
2022-04-06,16.04007
2022-04-07,15.96712
2022-04-08,14.66368
2022-04-09,10.38859
2022-04-10,10.16001
2022-04-11,14.73177
2022-04-12,15.87957
2022-04-13,16.42429
2022-04-14,15.43212
2022-04-15,14.12382
2022-04-16,9.35265
2022-04-17,8.88575
2022-04-18,13.72987
2022-04-19,14.08491
2022-04-20,14.58586
2022-04-21,14.97008
2022-04-22,14.93118
2022-04-23,10.55882
2022-04-24,9.70769
2022-04-25,18.10709
2022-04-26,18.20923
2022-04-27,18.75881
2022-04-28,20.77233
2022-04-29,21.22951
2022-04-30,11.14731
2022-05-01,11.11813
2022-05-02,17.69369
2022-05-03,16.92038
2022-05-04,18.37945
2022-05-05,11.8039
2022-05-06,21.62346
2022-05-07,11.54126
2022-05-08,11.0549
2022-05-09,20.43674
2022-05-10,19.75098
2022-05-11,18.00982
2022-05-12,20.47565
2022-05-13,19.35217
2022-05-14,10.909
2022-05-15,11.40022
2022-05-16,19.12358
2022-05-17,16.99333
2022-05-18,18.59831
2022-05-19,17.68882
2022-05-20,16.9982
2022-05-21,10.49559
2022-05-22,10.66096
2022-05-23,18.73936
2022-05-24,20.75288
2022-05-25,20.28111
2022-05-26,18.00009
2022-05-27,16.03034
2022-05-28,10.71445
2022-05-29,10.44209
2022-05-30,21.17601
2022-05-31,22.26059
2022-06-01,15.11599
2022-06-02,18.74422
2022-06-03,16.86202
2022-06-04,10.29619
2022-06-05,10.30591
2022-06-06,13.42833
2022-06-07,17.34837
2022-06-08,17.32406
2022-06-09,17.90282
2022-06-10,15.79689
2022-06-11,10.95277
2022-06-12,10.32537
2022-06-13,19.20626
2022-06-14,22.08063
2022-06-15,22.97067
2022-06-16,19.46403
2022-06-17,20.28597
2022-06-18,11.50722
2022-06-19,11.11813
2022-06-20,19.31812
2022-06-21,18.46213
2022-06-22,19.25976
2022-06-23,22.21681
2022-06-24,18.52049
2022-06-25,12.58693
2022-06-26,12.52857
2022-06-27,20.96201
2022-06-28,19.25976
2022-06-29,18.08277
2022-06-30,19.12844
2022-07-01,18.25786
2022-07-02,12.79607
2022-07-03,11.52181
2022-07-04,19.36676
2022-07-05,19.66344
2022-07-06,24.62915
2022-07-07,23.75857
2022-07-08,20.06225
2022-07-09,11.3224
2022-07-10,11.15218
2022-07-11,19.13817
2022-07-12,22.57672
2022-07-13,22.29463
2022-07-14,21.28301
2022-07-15,22.00282
2022-07-16,12.14921
2022-07-17,11.92062
2022-07-18,19.49807
2022-07-19,20.57292
2022-07-20,18.71017
2022-07-21,18.97767
2022-07-22,17.11978
2022-07-23,10.93818
2022-07-24,9.97033
2022-07-25,18.039
2022-07-26,17.81041
2022-07-27,17.66451
2022-07-28,18.48645
2022-07-29,16.57993
2022-07-30,10.7485
2022-07-31,10.43237
2022-08-01,19.07981
2022-08-02,21.74991
2022-08-03,19.55157
2022-08-04,18.38918
2022-08-05,20.67992
2022-08-06,11.22513
2022-08-07,10.23296
2022-08-08,17.91255
2022-08-09,16.77933
2022-08-10,16.54102
2022-08-11,18.00982
2022-08-12,15.95739
2022-08-13,10.79227
2022-08-14,10.57827
2022-08-15,12.56748
2022-08-16,18.42809
2022-08-17,17.45051
2022-08-18,18.33082
2022-08-19,20.58265
2022-08-20,16.1568
2022-08-21,11.76985
2022-08-22,22.6059
2022-08-23,26.19036
2022-08-24,20.61183
2022-08-25,19.8823
2022-08-26,20.52915
2022-08-27,12.77175
2022-08-28,11.62881
2022-08-29,22.07091
2022-08-30,20.53888
2022-08-31,23.74884
2022-09-01,24.84314
2022-09-02,25.16414
2022-09-03,14.01196
2022-09-04,13.26783
2022-09-05,26.52594
2022-09-06,26.19036
2022-09-07,27.73697
2022-09-08,25.71372
2022-09-09,20.36379
2022-09-10,16.70152
2022-09-11,15.46131
2022-09-12,20.80151
2022-09-13,33.22309
2022-09-14,33.73376
2022-09-15,32.59569
2022-09-16,29.78454
2022-09-17,18.33082
2022-09-18,16.6237
2022-09-19,27.12903
2022-09-20,25.92286
2022-09-21,24.77992
2022-09-22,33.02854
2022-09-23,29.23009
2022-09-24,31.8321
2022-09-25,23.79261
2022-09-26,100.0
2022-09-27,99.88327
2022-09-28,97.06726
2022-09-29,81.50381
2022-09-30,67.47239
2022-10-01,35.6646
2022-10-02,37.51763
2022-10-03,50.48392
2022-10-04,63.75176
2022-10-05,47.87704
2022-10-06,45.32367
2022-10-07,42.41038
2022-10-08,23.46189
2022-10-09,20.09629
2022-10-10,26.26331
2022-10-11,37.9213
2022-10-12,44.64763
2022-10-13,38.33471
2022-10-14,37.88239
2022-10-15,26.91989
2022-10-16,20.94256
2022-10-17,36.20932
2022-10-18,40.52332
2022-10-19,34.87184
2022-10-20,37.2404
2022-10-21,53.42638
2022-10-22,25.80613
2022-10-23,24.9161
2022-10-24,40.12937
2022-10-25,35.59651
2022-10-26,35.79106
2022-10-27,34.98857
2022-10-28,31.27279
2022-10-29,17.54292
2022-10-30,13.28242
2022-10-31,27.54729
2022-11-01,29.30791
2022-11-02,27.20684
2022-11-03,34.28335
2022-11-04,39.11774
2022-11-05,18.62263
2022-11-06,15.32513
2022-11-07,31.78833
2022-11-08,35.33874
2022-11-09,40.6595
2022-11-10,41.82189
2022-11-11,51.28155
2022-11-12,23.40839
2022-11-13,18.32595
2022-11-14,33.81158
2022-11-15,33.10636
2022-11-16,27.04148
2022-11-17,24.77019
2022-11-18,33.82131
2022-11-19,24.41029
2022-11-20,19.19653
2022-11-21,26.03472
2022-11-22,25.64077
2022-11-23,24.46379
2022-11-24,26.77398
2022-11-25,26.51135
2022-11-26,17.42133
2022-11-27,15.35431
2022-11-28,25.45596
2022-11-29,28.01906
2022-11-30,29.76508
2022-12-01,32.35251
2022-12-02,23.69534
2022-12-03,13.65692
2022-12-04,12.99547
2022-12-05,24.04065
2022-12-06,23.55916
2022-12-07,26.3849
2022-12-08,23.40839
2022-12-09,22.50863
2022-12-10,15.07222
2022-12-11,19.25003
2022-12-12,23.58348
2022-12-13,22.97553
2022-12-14,24.25952
2022-12-15,22.3919
2022-12-16,24.11361
2022-12-17,14.79986
2022-12-18,13.49156
2022-12-19,27.41111
2022-12-20,34.7697
2022-12-21,31.6327
2022-12-22,37.90185
2022-12-23,32.06556
2022-12-24,15.32513
2022-12-25,14.68313
2022-12-26,28.80696
2022-12-27,31.72511
2022-12-28,30.60648
2022-12-29,27.53757
2022-12-30,27.5862
2022-12-31,17.91741
2023-01-01,14.87281
2023-01-02,25.31005
2023-01-03,25.918
2023-01-04,25.19819
2023-01-05,26.09308
2023-01-06,31.66188
2023-01-07,17.06142
2023-01-08,16.93497
2023-01-09,30.76212
2023-01-10,28.84587
2023-01-11,25.52891
2023-01-12,24.55619
2023-01-13,25.10578
2023-01-14,16.82311
2023-01-15,16.4632
2023-01-16,25.78181
2023-01-17,25.38787
2023-01-18,25.52891
2023-01-19,24.93555
2023-01-20,23.56889
2023-01-21,15.42726
2023-01-22,14.65395
2023-01-23,16.56534
2023-01-24,18.76854
2023-01-25,25.704
2023-01-26,24.74101
2023-01-27,24.65347
2023-01-28,16.05953
2023-01-29,14.87281
2023-01-30,24.30329
2023-01-31,26.16604
2023-02-01,26.55026
2023-02-02,26.99771
2023-02-03,31.83697
2023-02-04,18.20923
2023-02-05,15.92821
2023-02-06,27.40625
2023-02-07,24.30815
2023-02-08,20.77233
2023-02-09,19.87257
2023-02-10,21.52132
2023-02-11,14.26
2023-02-12,13.51101
2023-02-13,22.8199
2023-02-14,24.3957
2023-02-15,23.20898
2023-02-16,22.37731
2023-02-17,21.80827
2023-02-18,16.47779
2023-02-19,14.28432
2023-02-20,23.84125
2023-02-21,22.39677
2023-02-22,24.63887
2023-02-23,24.61456
2023-02-24,22.04172
2023-02-25,14.54209
2023-02-26,13.56451
2023-02-27,24.19629
2023-02-28,27.29439
2023-03-01,21.4046
2023-03-02,24.99392
2023-03-03,24.08929
2023-03-04,14.25514
2023-03-05,13.14624
2023-03-06,21.46782
2023-03-07,19.2549
2023-03-08,20.66533
2023-03-09,19.53698
2023-03-10,17.82014
2023-03-11,11.8428
2023-03-12,12.25134
2023-03-13,23.59807
2023-03-14,22.05632
2023-03-15,19.19653
2023-03-16,21.39001
2023-03-17,19.44457
2023-03-18,12.47021
2023-03-19,11.92062
2023-03-20,21.99309
2023-03-21,23.22357
2023-03-22,21.55537
2023-03-23,26.51135
2023-03-24,24.36651
2023-03-25,14.10437
2023-03-26,12.18812
2023-03-27,21.47269
2023-03-28,21.36569
2023-03-29,21.42405
2023-03-30,21.01551
2023-03-31,20.2957
2023-04-01,12.26107
2023-04-02,11.15704
2023-04-03,24.73128
2023-04-04,26.46272
2023-04-05,27.99474
2023-04-06,25.45109
2023-04-07,22.32381
2023-04-08,12.88847
2023-04-09,12.65502
2023-04-10,23.13603
2023-04-11,23.62725
2023-04-12,23.84611
2023-04-13,25.61645
2023-04-14,26.37517
2023-04-15,14.4205
2023-04-16,12.20757
2023-04-17,22.68858
2023-04-18,21.711
2023-04-19,22.86367
2023-04-20,24.19629
2023-04-21,21.29273
2023-04-22,14.86309
2023-04-23,13.89523
2023-04-24,26.24872
2023-04-25,27.21657
2023-04-26,26.73021
2023-04-27,26.9053
2023-04-28,24.8091
2023-04-29,16.95929
2023-04-30,14.86795
2023-05-01,20.37352
2023-05-02,28.96259
2023-05-03,26.91016
2023-05-04,26.94421
2023-05-05,21.03496
2023-05-06,19.96984
2023-05-07,15.63153
2023-05-08,23.83152
2023-05-09,23.89475
2023-05-10,23.03389
2023-05-11,23.28194
2023-05-12,20.38811
2023-05-13,14.46914
2023-05-14,13.30188
2023-05-15,22.77126
2023-05-16,24.24979
2023-05-17,25.45109
2023-05-18,25.597
2023-05-19,26.77398
2023-05-20,14.581
2023-05-21,14.36214
2023-05-22,26.70589
2023-05-23,28.04824
2023-05-24,25.48514
2023-05-25,23.02903
2023-05-26,20.9231
2023-05-27,13.66665
2023-05-28,13.80769
2023-05-29,15.95739
