date,넷플릭스주가
2020-07-17,4.61776
2020-07-18,2.43733
2020-07-19,1.33559
2020-07-20,2.03221
2020-07-21,2.12608
2020-07-22,1.78683
2020-07-23,1.72095
2020-07-24,1.38994
2020-07-25,0.87118
2020-07-26,0.80036
2020-07-27,1.03586
2020-07-28,1.26148
2020-07-29,1.1215
2020-07-30,1.21702
2020-07-31,1.14291
2020-08-01,0.87447
2020-08-02,0.65544
2020-08-03,1.17585
2020-08-04,1.52662
2020-08-05,1.29771
2020-08-06,1.32077
2020-08-07,1.62214
2020-08-08,1.2516
2020-08-09,0.84154
2020-08-10,1.49698
2020-08-11,1.73907
2020-08-12,1.75718
2020-08-13,1.76048
2020-08-14,1.52662
2020-08-15,0.94199
2020-08-16,0.70814
2020-08-17,0.94693
2020-08-18,1.60073
2020-08-19,1.7506
2020-08-20,1.62708
2020-08-21,1.75389
2020-08-22,1.55133
2020-08-23,1.23184
2020-08-24,1.58262
2020-08-25,1.88564
2020-08-26,2.19525
2020-08-27,5.81008
2020-08-28,2.9248
2020-08-29,1.96139
2020-08-30,1.60567
2020-08-31,1.99927
2020-09-01,2.60202
2020-09-02,3.16195
2020-09-03,2.94456
2020-09-04,2.58226
2020-09-05,1.61885
2020-09-06,0.93541
2020-09-07,1.36853
2020-09-08,1.7506
2020-09-09,2.61355
2020-09-10,2.37311
2020-09-11,2.30394
2020-09-12,1.46734
2020-09-13,0.91894
2020-09-14,1.42452
2020-09-15,2.54108
2020-09-16,2.22324
2020-09-17,1.90211
2020-09-18,1.67649
2020-09-19,1.32571
2020-09-20,0.7839
2020-09-21,1.32242
2020-09-22,2.00092
2020-09-23,1.58426
2020-09-24,1.6419
2020-09-25,1.4064
2020-09-26,0.98152
2020-09-27,0.55828
2020-09-28,0.87283
2020-09-29,1.17749
2020-09-30,1.19067
2020-10-01,1.32736
2020-10-02,1.82306
2020-10-03,1.37347
2020-10-04,0.6505
2020-10-05,0.93211
2020-10-06,1.35865
2020-10-07,1.35041
2020-10-08,1.43934
2020-10-09,1.13797
2020-10-10,0.96999
2020-10-11,0.62415
2020-10-12,0.92717
2020-10-13,1.59085
2020-10-14,1.53157
2020-10-15,1.57603
2020-10-16,1.37347
2020-10-17,0.90576
2020-10-18,0.58957
2020-10-19,1.03586
2020-10-20,1.44922
2020-10-21,2.9248
2020-10-22,2.6119
2020-10-23,1.59909
2020-10-24,1.04574
2020-10-25,0.57804
2020-10-26,0.95517
2020-10-27,1.31253
2020-10-28,1.24007
2020-10-29,1.40476
2020-10-30,1.61226
2020-10-31,1.03092
2020-11-01,0.60933
2020-11-02,0.96999
2020-11-03,1.33394
2020-11-04,1.26642
2020-11-05,1.54145
2020-11-06,1.45416
2020-11-07,0.86294
2020-11-08,0.47758
2020-11-09,1.55133
2020-11-10,3.40074
2020-11-11,2.15901
2020-11-12,1.70448
2020-11-13,1.5925
2020-11-14,1.01116
2020-11-15,0.62744
2020-11-16,1.05069
2020-11-17,1.73907
2020-11-18,1.56615
2020-11-19,1.57768
2020-11-20,1.36853
2020-11-21,1.14291
2020-11-22,0.67026
2020-11-23,1.14126
2020-11-24,1.96963
2020-11-25,2.03879
2020-11-26,1.96633
2020-11-27,1.6699
2020-11-28,1.42617
2020-11-29,1.2516
2020-11-30,1.35535
2020-12-01,1.93669
2020-12-02,1.9301
2020-12-03,1.97621
2020-12-04,2.28418
2020-12-05,1.58756
2020-12-06,1.11821
2020-12-07,1.6946
2020-12-08,2.22324
2020-12-09,2.27265
2020-12-10,2.07008
2020-12-11,2.18042
2020-12-12,1.83623
2020-12-13,1.42617
2020-12-14,1.46569
2020-12-15,2.02891
2020-12-16,1.98774
2020-12-17,2.00256
2020-12-18,1.85929
2020-12-19,1.77365
2020-12-20,1.47063
2020-12-21,1.90046
2020-12-22,2.01245
2020-12-23,2.18207
2020-12-24,2.58884
2020-12-25,1.92352
2020-12-26,1.60732
2020-12-27,1.49204
2020-12-28,2.15901
2020-12-29,2.77329
2020-12-30,2.81117
2020-12-31,2.44886
2021-01-01,2.38463
2021-01-02,2.14913
2021-01-03,2.46204
2021-01-04,3.18171
2021-01-05,3.98702
2021-01-06,3.76799
2021-01-07,4.42179
2021-01-08,5.12499
2021-01-09,4.47613
2021-01-10,3.41062
2021-01-11,5.4346
2021-01-12,6.39471
2021-01-13,5.27156
2021-01-14,5.38355
2021-01-15,4.52883
2021-01-16,3.26405
2021-01-17,2.50485
2021-01-18,2.63495
2021-01-19,4.52883
2021-01-20,13.81048
2021-01-21,100.0
2021-01-22,13.77919
2021-01-23,9.98484
2021-01-24,5.75573
2021-01-25,8.2293
2021-01-26,8.35446
2021-01-27,7.60185
2021-01-28,6.67962
2021-01-29,5.39507
2021-01-30,3.80092
2021-01-31,2.28582
2021-02-01,2.80623
2021-02-02,3.86515
2021-02-03,3.95243
2021-02-04,3.79763
2021-02-05,4.81703
2021-02-06,3.77293
2021-02-07,2.39781
2021-02-08,4.75445
2021-02-09,4.32627
2021-02-10,4.34274
2021-02-11,3.95902
2021-02-12,4.2851
2021-02-13,3.67412
2021-02-14,2.86387
2021-02-15,3.40239
2021-02-16,3.85033
2021-02-17,3.92773
2021-02-18,3.51108
2021-02-19,3.09772
2021-02-20,2.57237
2021-02-21,2.01245
2021-02-22,2.33358
2021-02-23,2.97585
2021-02-24,2.93633
2021-02-25,5.1991
2021-02-26,3.89809
2021-02-27,2.64978
2021-02-28,2.60202
2021-03-01,2.34182
2021-03-02,2.70577
2021-03-03,2.65472
2021-03-04,2.89845
2021-03-05,2.56414
2021-03-06,3.11419
2021-03-07,2.36981
2021-03-08,1.94657
2021-03-09,2.77494
2021-03-10,3.0269
2021-03-11,2.85069
2021-03-12,2.94621
2021-03-13,2.38628
2021-03-14,1.63038
2021-03-15,2.25289
2021-03-16,2.63495
2021-03-17,2.50156
2021-03-18,2.47027
2021-03-19,2.25783
2021-03-20,1.66002
2021-03-21,0.90741
2021-03-22,1.36029
2021-03-23,1.89717
2021-03-24,1.98774
2021-03-25,1.89552
2021-03-26,1.75883
2021-03-27,1.48875
2021-03-28,1.09186
2021-03-29,1.29607
2021-03-30,1.82635
2021-03-31,1.97786
2021-04-01,1.60567
2021-04-02,1.75389
2021-04-03,1.27466
2021-04-04,0.87283
2021-04-05,1.06221
2021-04-06,1.67978
2021-04-07,1.71107
2021-04-08,1.66002
2021-04-09,1.75389
2021-04-10,1.76048
2021-04-11,1.04904
2021-04-12,1.66167
2021-04-13,2.20348
2021-04-14,2.1129
2021-04-15,2.09479
2021-04-16,1.97621
2021-04-17,1.28454
2021-04-18,0.94529
2021-04-19,2.92151
2021-04-20,2.9775
2021-04-21,7.01887
2021-04-22,7.58538
2021-04-23,3.61812
2021-04-24,2.4044
2021-04-25,1.38335
2021-04-26,2.12937
2021-04-27,2.50321
2021-04-28,2.18207
2021-04-29,1.9861
2021-04-30,1.45087
2021-05-01,1.23184
2021-05-02,0.80036
2021-05-03,0.98152
2021-05-04,1.01116
2021-05-05,1.30101
2021-05-06,1.69954
2021-05-07,1.58097
2021-05-08,0.93211
2021-05-09,0.55498
2021-05-10,1.00128
2021-05-11,1.53651
2021-05-12,1.47228
2021-05-13,1.49039
2021-05-14,1.15938
2021-05-15,0.99469
2021-05-16,0.5698
2021-05-17,0.73284
2021-05-18,1.24666
2021-05-19,0.86953
2021-05-20,1.04574
2021-05-21,1.08198
2021-05-22,0.65215
2021-05-23,0.39359
2021-05-24,0.56486
2021-05-25,1.10997
2021-05-26,1.06386
2021-05-27,1.11491
2021-05-28,1.04245
2021-05-29,0.73449
2021-05-30,0.47758
2021-05-31,0.67685
2021-06-01,0.84812
2021-06-02,0.91729
2021-06-03,1.09515
2021-06-04,0.88765
2021-06-05,0.72461
2021-06-06,0.43312
2021-06-07,0.68508
2021-06-08,0.90906
2021-06-09,0.83165
2021-06-10,0.92223
2021-06-11,1.05727
2021-06-12,0.63568
2021-06-13,0.42982
2021-06-14,0.66862
2021-06-15,1.14785
2021-06-16,1.03916
2021-06-17,1.07868
2021-06-18,1.08033
2021-06-19,0.69661
2021-06-20,0.32772
2021-06-21,0.64391
2021-06-22,1.18079
2021-06-23,1.62379
2021-06-24,1.42946
2021-06-25,1.44593
2021-06-26,0.96999
2021-06-27,0.44958
2021-06-28,0.7559
2021-06-29,0.94199
2021-06-30,1.01939
2021-07-01,1.00787
2021-07-02,0.92717
2021-07-03,0.60933
2021-07-04,0.35901
2021-07-05,0.57475
2021-07-06,0.72626
2021-07-07,0.97164
2021-07-08,0.97822
2021-07-09,0.86459
2021-07-10,0.59286
2021-07-11,0.37218
2021-07-12,0.55334
2021-07-13,0.94858
2021-07-14,0.93541
2021-07-15,1.07703
2021-07-16,1.01445
2021-07-17,0.61921
2021-07-18,0.44629
2021-07-19,0.62909
2021-07-20,1.05563
2021-07-21,1.42946
2021-07-22,1.35371
2021-07-23,1.04245
2021-07-24,0.74272
2021-07-25,0.43312
2021-07-26,0.71967
2021-07-27,0.83659
2021-07-28,0.79872
2021-07-29,1.04904
2021-07-30,1.1742
2021-07-31,0.65215
2021-08-01,0.40018
2021-08-02,0.51546
2021-08-03,0.77731
2021-08-04,0.82507
2021-08-05,0.71802
2021-08-06,0.72626
2021-08-07,0.51052
2021-08-08,0.38206
2021-08-09,0.4924
2021-08-10,0.74602
2021-08-11,0.65873
2021-08-12,0.67026
2021-08-13,0.87447
2021-08-14,0.6011
2021-08-15,0.31125
2021-08-16,0.45782
2021-08-17,0.79378
2021-08-18,0.71308
2021-08-19,0.89753
2021-08-20,1.21702
2021-08-21,0.57639
2021-08-22,0.30466
2021-08-23,0.62086
2021-08-24,0.96176
2021-08-25,0.82836
2021-08-26,0.74766
2021-08-27,0.71802
2021-08-28,0.5978
2021-08-29,0.42159
2021-08-30,0.65709
2021-08-31,1.00787
2021-09-01,0.91564
2021-09-02,1.23513
2021-09-03,1.02104
2021-09-04,0.74108
2021-09-05,0.53687
2021-09-06,0.68508
2021-09-07,0.8613
2021-09-08,1.34547
2021-09-09,1.02598
2021-09-10,0.886
2021-09-11,0.59615
2021-09-12,0.4924
2021-09-13,0.65709
2021-09-14,0.7312
2021-09-15,0.66038
2021-09-16,0.78884
2021-09-17,0.65215
2021-09-18,0.63239
2021-09-19,0.63897
2021-09-20,0.73614
2021-09-21,1.06386
2021-09-22,1.68802
2021-09-23,2.97915
2021-09-24,2.78976
2021-09-25,3.07796
2021-09-26,2.28582
2021-09-27,3.35957
2021-09-28,3.67247
2021-09-29,3.01373
2021-09-30,3.0302
2021-10-01,11.08659
2021-10-02,4.80221
2021-10-03,4.55353
2021-10-04,3.55884
2021-10-05,4.57659
2021-10-06,4.64082
2021-10-07,4.29992
2021-10-08,3.34969
2021-10-09,2.46204
2021-10-10,4.47943
2021-10-11,3.0055
2021-10-12,3.61977
2021-10-13,3.27064
2021-10-14,2.56908
2021-10-15,3.47814
2021-10-16,2.26277
2021-10-17,1.80165
2021-10-18,2.55096
2021-10-19,3.04502
2021-10-20,4.7034
2021-10-21,3.19159
2021-10-22,3.24429
2021-10-23,1.9581
2021-10-24,2.22489
2021-10-25,1.95645
2021-10-26,2.37146
2021-10-27,2.271
2021-10-28,1.98445
2021-10-29,1.91363
2021-10-30,1.8247
2021-10-31,1.26148
2021-11-01,1.5892
2021-11-02,3.33322
2021-11-03,3.94585
2021-11-04,4.72645
2021-11-05,3.64612
2021-11-06,2.48509
2021-11-07,1.85435
2021-11-08,2.90339
2021-11-09,4.00184
2021-11-10,4.00843
2021-11-11,3.15207
2021-11-12,4.04795
2021-11-13,2.90174
2021-11-14,2.31876
2021-11-15,3.53743
2021-11-16,3.58683
2021-11-17,4.68364
2021-11-18,4.78739
2021-11-19,3.96726
2021-11-20,3.32663
2021-11-21,3.21959
2021-11-22,4.34932
2021-11-23,4.92078
2021-11-24,3.98043
2021-11-25,4.23734
2021-11-26,3.24099
2021-11-27,3.41885
2021-11-28,2.86222
2021-11-29,3.34804
2021-11-30,3.4732
2021-12-01,3.44356
2021-12-02,3.53249
2021-12-03,3.22453
2021-12-04,2.66789
2021-12-05,1.68802
2021-12-06,2.52956
2021-12-07,3.88656
2021-12-08,3.7087
2021-12-09,3.24429
2021-12-10,2.57402
2021-12-11,2.21995
2021-12-12,1.57932
2021-12-13,2.26606
2021-12-14,2.59378
2021-12-15,2.78317
2021-12-16,3.24264
2021-12-17,2.52791
2021-12-18,2.07173
2021-12-19,1.51016
2021-12-20,1.99927
2021-12-21,3.16853
2021-12-22,2.96762
2021-12-23,3.18665
2021-12-24,2.75682
2021-12-25,1.51016
2021-12-26,1.45416
2021-12-27,1.9301
2021-12-28,2.72388
2021-12-29,2.25947
2021-12-30,2.26112
2021-12-31,2.1129
2022-01-01,1.37182
2022-01-02,1.35041
2022-01-03,2.00256
2022-01-04,3.18336
2022-01-05,3.24264
2022-01-06,4.21428
2022-01-07,4.01666
2022-01-08,2.36652
2022-01-09,1.86917
2022-01-10,3.83221
2022-01-11,4.36744
2022-01-12,3.64283
2022-01-13,3.13066
2022-01-14,3.16195
2022-01-15,2.84575
2022-01-16,3.42874
2022-01-17,3.63789
2022-01-18,3.66588
2022-01-19,4.98666
2022-01-20,5.10688
2022-01-21,26.88317
2022-01-22,34.7057
2022-01-23,11.16893
2022-01-24,15.78834
2022-01-25,14.31112
2022-01-26,11.14093
2022-01-27,11.45219
2022-01-28,12.89647
2022-01-29,6.86242
2022-01-30,4.81703
2022-01-31,5.33249
2022-02-01,12.18998
2022-02-02,14.08385
2022-02-03,15.59566
2022-02-04,12.03188
2022-02-05,7.47505
2022-02-06,5.41319
2022-02-07,7.18355
2022-02-08,7.74348
2022-02-09,7.27084
2022-02-10,7.04192
2022-02-11,6.2465
2022-02-12,4.81374
2022-02-13,2.88692
2022-02-14,4.01337
2022-02-15,6.10816
2022-02-16,6.02746
2022-02-17,5.4066
2022-02-18,4.46296
2022-02-19,3.55719
2022-02-20,3.29699
2022-02-21,3.68235
2022-02-22,4.19781
2022-02-23,4.17641
2022-02-24,4.89279
2022-02-25,5.10029
2022-02-26,2.79635
2022-02-27,1.58262
2022-02-28,2.3484
2022-03-01,3.17841
2022-03-02,3.46661
2022-03-03,3.54896
2022-03-04,3.213
2022-03-05,2.25124
2022-03-06,1.33559
2022-03-07,1.94657
2022-03-08,2.81775
2022-03-09,2.19854
2022-03-10,3.58025
2022-03-11,2.69753
2022-03-12,2.35664
2022-03-13,1.55297
2022-03-14,2.52956
2022-03-15,3.94914
2022-03-16,4.17146
2022-03-17,4.08418
2022-03-18,4.0743
2022-03-19,3.10266
2022-03-20,2.0602
2022-03-21,2.83916
2022-03-22,2.89351
2022-03-23,3.47485
2022-03-24,2.95115
2022-03-25,2.88857
2022-03-26,1.56944
2022-03-27,0.93211
2022-03-28,1.6946
2022-03-29,2.85069
2022-03-30,3.52919
2022-03-31,2.34182
2022-04-01,1.94822
2022-04-02,1.35535
2022-04-03,1.01445
2022-04-04,1.56944
2022-04-05,2.94621
2022-04-06,2.18701
2022-04-07,2.13431
2022-04-08,2.00586
2022-04-09,1.38335
2022-04-10,0.84318
2022-04-11,1.4064
2022-04-12,2.05197
2022-04-13,2.01245
2022-04-14,2.32041
2022-04-15,1.92022
2022-04-16,0.98646
2022-04-17,0.8333
2022-04-18,1.45746
2022-04-19,2.1409
2022-04-20,53.73505
2022-04-21,91.2437
2022-04-22,36.84002
2022-04-23,18.18121
2022-04-24,8.30835
2022-04-25,13.24396
2022-04-26,17.30344
2022-04-27,19.68808
2022-04-28,15.36181
2022-04-29,11.62017
2022-04-30,8.03662
2022-05-01,4.626
2022-05-02,8.52903
2022-05-03,11.57899
2022-05-04,8.04321
2022-05-05,7.63644
2022-05-06,12.34643
2022-05-07,6.71914
2022-05-08,4.49919
2022-05-09,7.33177
2022-05-10,13.31642
2022-05-11,9.34587
2022-05-12,14.11679
2022-05-13,9.86298
2022-05-14,6.12298
2022-05-15,3.47649
2022-05-16,6.10157
2022-05-17,6.51823
2022-05-18,6.24155
2022-05-19,7.93287
2022-05-20,5.85949
2022-05-21,4.09242
2022-05-22,2.20842
2022-05-23,3.65435
2022-05-24,5.76562
2022-05-25,6.09334
2022-05-26,5.02453
2022-05-27,4.14182
2022-05-28,3.05325
2022-05-29,1.65343
2022-05-30,2.67448
2022-05-31,3.21135
2022-06-01,3.40239
2022-06-02,3.44026
2022-06-03,4.44649
2022-06-04,2.38463
2022-06-05,1.56286
2022-06-06,1.89223
2022-06-07,3.14877
2022-06-08,3.33816
2022-06-09,3.45179
2022-06-10,3.61154
2022-06-11,2.62013
2022-06-12,1.96469
2022-06-13,3.96396
2022-06-14,5.34238
2022-06-15,4.53542
2022-06-16,4.55189
2022-06-17,3.87174
2022-06-18,2.51473
2022-06-19,1.5118
2022-06-20,2.94786
2022-06-21,2.60366
2022-06-22,3.79598
2022-06-23,3.57695
2022-06-24,3.11583
2022-06-25,2.24136
2022-06-26,1.44922
2022-06-27,2.51309
2022-06-28,2.54932
2022-06-29,2.84081
2022-06-30,2.50815
2022-07-01,2.56908
2022-07-02,1.9054
2022-07-03,1.14785
2022-07-04,1.91528
2022-07-05,2.17219
2022-07-06,2.76506
2022-07-07,2.98903
2022-07-08,2.60037
2022-07-09,1.74895
2022-07-10,1.42452
2022-07-11,1.8247
2022-07-12,2.69753
2022-07-13,2.44227
2022-07-14,2.65472
2022-07-15,2.27923
2022-07-16,2.38463
2022-07-17,1.2269
2022-07-18,2.84575
2022-07-19,3.44026
2022-07-20,9.28493
2022-07-21,6.1905
2022-07-22,4.38061
2022-07-23,2.21007
2022-07-24,1.04904
2022-07-25,1.98116
2022-07-26,2.61355
2022-07-27,2.52956
2022-07-28,3.25746
2022-07-29,2.59543
2022-07-30,1.71766
2022-07-31,0.89423
2022-08-01,1.72919
2022-08-02,2.44721
2022-08-03,2.47686
2022-08-04,3.08784
2022-08-05,2.55096
2022-08-06,1.40311
2022-08-07,0.72626
2022-08-08,1.9334
2022-08-09,2.82928
2022-08-10,2.33358
2022-08-11,3.84539
2022-08-12,2.20348
2022-08-13,1.75224
2022-08-14,0.84977
2022-08-15,1.24337
2022-08-16,2.29241
2022-08-17,2.09314
2022-08-18,1.9054
2022-08-19,2.17219
2022-08-20,1.16926
2022-08-21,0.69991
2022-08-22,1.50851
2022-08-23,2.08161
2022-08-24,1.68472
2022-08-25,1.82306
2022-08-26,1.73577
2022-08-27,1.27466
2022-08-28,0.6785
2022-08-29,1.56121
2022-08-30,1.86588
2022-08-31,1.66661
2022-09-01,1.81647
2022-09-02,1.7226
2022-09-03,0.98152
2022-09-04,0.59945
2022-09-05,0.90576
2022-09-06,1.18079
2022-09-07,1.77201
2022-09-08,1.57932
2022-09-09,1.13138
2022-09-10,1.06057
2022-09-11,0.74602
2022-09-12,1.32077
2022-09-13,2.50979
2022-09-14,2.74694
2022-09-15,2.57402
2022-09-16,2.98244
2022-09-17,1.61391
2022-09-18,1.19725
2022-09-19,2.98409
2022-09-20,2.85563
2022-09-21,2.39451
2022-09-22,2.77988
2022-09-23,2.44227
2022-09-24,1.39817
2022-09-25,1.02763
2022-09-26,2.51309
2022-09-27,2.59049
2022-09-28,3.4238
2022-09-29,5.29132
2022-09-30,3.04502
2022-10-01,1.66661
2022-10-02,0.886
2022-10-03,1.64849
2022-10-04,4.33286
2022-10-05,4.15006
2022-10-06,3.01538
2022-10-07,3.69388
2022-10-08,2.15407
2022-10-09,1.4624
2022-10-10,2.18042
2022-10-11,4.598
2022-10-12,3.75152
2022-10-13,3.8915
2022-10-14,3.55225
2022-10-15,5.069
2022-10-16,4.33121
2022-10-17,9.07249
2022-10-18,8.27706
2022-10-19,12.33819
2022-10-20,10.83627
2022-10-21,3.95408
2022-10-22,3.72682
2022-10-23,2.25947
2022-10-24,4.31968
2022-10-25,3.71693
2022-10-26,4.91913
2022-10-27,5.48071
2022-10-28,3.74493
2022-10-29,2.14749
2022-10-30,0.86953
2022-10-31,1.8807
2022-11-01,2.92315
2022-11-02,2.38628
2022-11-03,2.80952
2022-11-04,2.52626
2022-11-05,1.48545
2022-11-06,0.70979
2022-11-07,1.63861
2022-11-08,2.63166
2022-11-09,2.59872
2022-11-10,2.72882
2022-11-11,4.33121
2022-11-12,2.19689
2022-11-13,0.97164
2022-11-14,2.17054
2022-11-15,3.48473
2022-11-16,3.10431
2022-11-17,2.10961
2022-11-18,2.08326
2022-11-19,1.14126
2022-11-20,0.59615
2022-11-21,1.20384
2022-11-22,1.78189
2022-11-23,1.71766
2022-11-24,1.78683
2022-11-25,1.26148
2022-11-26,0.8333
2022-11-27,0.4924
2022-11-28,0.87941
2022-11-29,1.36029
2022-11-30,1.24501
2022-12-01,2.54932
2022-12-02,2.27759
2022-12-03,1.23349
2022-12-04,0.66697
2022-12-05,1.2269
2022-12-06,1.4871
2022-12-07,1.60897
2022-12-08,1.59909
2022-12-09,1.78189
2022-12-10,1.70942
2022-12-11,0.82177
2022-12-12,1.81482
2022-12-13,2.31876
2022-12-14,2.48344
2022-12-15,2.08985
2022-12-16,2.64154
2022-12-17,1.35865
2022-12-18,0.61921
2022-12-19,1.1495
2022-12-20,1.72589
2022-12-21,1.65014
2022-12-22,2.12114
2022-12-23,1.92352
2022-12-24,1.23513
2022-12-25,0.77566
2022-12-26,0.90412
2022-12-27,1.32571
2022-12-28,2.18042
2022-12-29,1.84447
2022-12-30,1.89881
2022-12-31,1.18079
2023-01-01,0.77566
2023-01-02,1.4064
2023-01-03,1.82141
2023-01-04,2.48838
2023-01-05,2.75188
2023-01-06,2.31547
2023-01-07,1.83294
2023-01-08,0.97328
2023-01-09,1.94822
2023-01-10,2.30558
2023-01-11,2.99067
2023-01-12,2.6086
2023-01-13,2.51473
2023-01-14,1.68802
2023-01-15,1.09021
2023-01-16,1.67319
2023-01-17,2.04209
2023-01-18,2.33029
2023-01-19,2.41757
2023-01-20,5.8776
2023-01-21,3.89315
2023-01-22,1.54309
2023-01-23,1.77695
2023-01-24,3.42544
2023-01-25,3.98537
2023-01-26,3.76305
2023-01-27,3.10925
2023-01-28,2.22983
2023-01-29,1.30759
2023-01-30,1.93504
2023-01-31,2.57896
2023-02-01,3.07466
2023-02-02,3.92279
2023-02-03,3.98208
2023-02-04,2.2957
2023-02-05,1.12315
2023-02-06,1.64026
2023-02-07,2.51638
2023-02-08,2.84575
2023-02-09,3.3711
2023-02-10,3.18006
2023-02-11,2.0355
2023-02-12,1.09186
2023-02-13,1.86258
2023-02-14,2.8968
2023-02-15,2.76835
2023-02-16,2.3517
2023-02-17,1.9334
2023-02-18,1.24337
2023-02-19,0.66203
2023-02-20,1.12809
2023-02-21,1.29607
2023-02-22,1.81482
2023-02-23,1.75883
2023-02-24,2.04868
2023-02-25,1.17091
2023-02-26,0.63733
2023-02-27,1.08527
2023-02-28,1.66825
2023-03-01,1.41464
2023-03-02,1.49533
2023-03-03,1.48216
2023-03-04,1.25325
2023-03-05,0.7559
2023-03-06,1.2516
2023-03-07,1.92846
2023-03-08,1.67978
2023-03-09,1.55297
2023-03-10,1.84447
2023-03-11,1.2796
2023-03-12,1.13961
2023-03-13,2.07008
2023-03-14,2.70083
2023-03-15,2.42086
2023-03-16,2.31547
2023-03-17,2.35334
2023-03-18,1.27136
2023-03-19,0.7279
2023-03-20,1.19561
2023-03-21,2.12114
2023-03-22,1.79671
2023-03-23,2.59872
2023-03-24,3.97878
2023-03-25,1.57603
2023-03-26,0.8613
2023-03-27,1.80988
2023-03-28,1.86917
2023-03-29,1.8
2023-03-30,2.39451
2023-03-31,2.46039
2023-04-01,1.6699
2023-04-02,0.85306
2023-04-03,1.54968
2023-04-04,2.20183
2023-04-05,1.80165
2023-04-06,1.72919
2023-04-07,1.64355
2023-04-08,0.77731
2023-04-09,0.57145
2023-04-10,1.30595
2023-04-11,1.96963
2023-04-12,1.82141
2023-04-13,1.89717
2023-04-14,2.50321
2023-04-15,1.23513
2023-04-16,0.77731
2023-04-17,1.75883
2023-04-18,2.4818
2023-04-19,4.94054
2023-04-20,2.51638
2023-04-21,1.98774
2023-04-22,1.15444
2023-04-23,0.75919
2023-04-24,1.18902
2023-04-25,6.02582
2023-04-26,3.77293
2023-04-27,2.50979
2023-04-28,2.271
2023-04-29,1.39982
2023-04-30,0.84154
2023-05-01,1.05069
2023-05-02,1.59579
2023-05-03,1.65673
2023-05-04,1.68966
2023-05-05,1.32571
2023-05-06,1.23513
2023-05-07,0.61098
2023-05-08,1.61061
2023-05-09,2.29735
2023-05-10,1.9581
2023-05-11,1.85435
2023-05-12,2.13761
2023-05-13,1.26807
2023-05-14,0.84812
2023-05-15,1.21866
2023-05-16,1.66002
2023-05-17,1.75718
2023-05-18,2.64484
2023-05-19,5.63387
2023-05-20,1.48216
2023-05-21,0.83824
2023-05-22,1.63202
2023-05-23,2.15407
2023-05-24,2.5839
2023-05-25,2.98573
2023-05-26,2.32535
2023-05-27,2.32535
2023-05-28,1.12315
