date,동환율
2020-07-05,0.96045
2020-07-06,2.23163
2020-07-07,2.79661
2020-07-08,1.9774
2020-07-09,2.11864
2020-07-10,2.23163
2020-07-11,1.27118
2020-07-12,0.8192
2020-07-13,2.51412
2020-07-14,2.11864
2020-07-15,2.25988
2020-07-16,2.57062
2020-07-17,2.28813
2020-07-18,1.10169
2020-07-19,1.24293
2020-07-20,2.59887
2020-07-21,1.8079
2020-07-22,2.03389
2020-07-23,1.94915
2020-07-24,1.66666
2020-07-25,1.01694
2020-07-26,0.70621
2020-07-27,1.83615
2020-07-28,2.40112
2020-07-29,2.51412
2020-07-30,2.82485
2020-07-31,2.57062
2020-08-01,1.01694
2020-08-02,0.73446
2020-08-03,2.20338
2020-08-04,2.17514
2020-08-05,2.62711
2020-08-06,2.48587
2020-08-07,2.06214
2020-08-08,1.21468
2020-08-09,1.27118
2020-08-10,2.82485
2020-08-11,2.25988
2020-08-12,1.75141
2020-08-13,2.34463
2020-08-14,1.72316
2020-08-15,1.27118
2020-08-16,0.64971
2020-08-17,1.44067
2020-08-18,1.21468
2020-08-19,1.69491
2020-08-20,1.63841
2020-08-21,1.61016
2020-08-22,1.18644
2020-08-23,0.84745
2020-08-24,2.14689
2020-08-25,2.25988
2020-08-26,2.09039
2020-08-27,1.9774
2020-08-28,1.49717
2020-08-29,0.8757
2020-08-30,0.90395
2020-08-31,2.23163
2020-09-01,2.34463
2020-09-02,1.55367
2020-09-03,1.8079
2020-09-04,1.24293
2020-09-05,0.73446
2020-09-06,0.53672
2020-09-07,1.9774
2020-09-08,2.34463
2020-09-09,2.06214
2020-09-10,2.23163
2020-09-11,1.9774
2020-09-12,0.8192
2020-09-13,0.53672
2020-09-14,1.8644
2020-09-15,2.09039
2020-09-16,2.23163
2020-09-17,1.77966
2020-09-18,2.48587
2020-09-19,1.32768
2020-09-20,0.9322
2020-09-21,2.48587
2020-09-22,2.42937
2020-09-23,2.28813
2020-09-24,2.11864
2020-09-25,2.20338
2020-09-26,1.24293
2020-09-27,1.18644
2020-09-28,2.79661
2020-09-29,2.31638
2020-09-30,1.9209
2020-10-01,1.58192
2020-10-02,1.07344
2020-10-03,1.27118
2020-10-04,0.90395
2020-10-05,2.28813
2020-10-06,1.8079
2020-10-07,2.11864
2020-10-08,2.68361
2020-10-09,2.14689
2020-10-10,1.15819
2020-10-11,0.70621
2020-10-12,2.99435
2020-10-13,2.28813
2020-10-14,2.82485
2020-10-15,2.45762
2020-10-16,2.06214
2020-10-17,0.9887
2020-10-18,1.24293
2020-10-19,2.54237
2020-10-20,2.76836
2020-10-21,3.22033
2020-10-22,3.19209
2020-10-23,2.88135
2020-10-24,1.66666
2020-10-25,1.12994
2020-10-26,2.82485
2020-10-27,2.76836
2020-10-28,2.40112
2020-10-29,2.65536
2020-10-30,2.45762
2020-10-31,1.41242
2020-11-01,0.8192
2020-11-02,2.57062
2020-11-03,2.31638
2020-11-04,2.68361
2020-11-05,3.72881
2020-11-06,3.41807
2020-11-07,1.52542
2020-11-08,0.90395
2020-11-09,3.75706
2020-11-10,3.24858
2020-11-11,3.36158
2020-11-12,3.19209
2020-11-13,2.14689
2020-11-14,1.8644
2020-11-15,1.07344
2020-11-16,3.67231
2020-11-17,3.47457
2020-11-18,3.27683
2020-11-19,2.82485
2020-11-20,2.25988
2020-11-21,1.35593
2020-11-22,1.44067
2020-11-23,3.05084
2020-11-24,3.05084
2020-11-25,2.9661
2020-11-26,3.13559
2020-11-27,2.28813
2020-11-28,1.15819
2020-11-29,0.9322
2020-11-30,3.38983
2020-12-01,3.10734
2020-12-02,3.19209
2020-12-03,3.10734
2020-12-04,3.92655
2020-12-05,1.94915
2020-12-06,1.18644
2020-12-07,3.53107
2020-12-08,2.68361
2020-12-09,2.59887
2020-12-10,2.9661
2020-12-11,2.37288
2020-12-12,1.46892
2020-12-13,1.18644
2020-12-14,3.44632
2020-12-15,2.37288
2020-12-16,2.9661
2020-12-17,2.31638
2020-12-18,3.19209
2020-12-19,1.21468
2020-12-20,1.32768
2020-12-21,3.16384
2020-12-22,3.10734
2020-12-23,2.65536
2020-12-24,2.62711
2020-12-25,1.55367
2020-12-26,1.77966
2020-12-27,1.10169
2020-12-28,3.36158
2020-12-29,3.92655
2020-12-30,3.75706
2020-12-31,2.31638
2021-01-01,1.44067
2021-01-02,1.77966
2021-01-03,0.9322
2021-01-04,3.55932
2021-01-05,3.41807
2021-01-06,2.42937
2021-01-07,2.71186
2021-01-08,2.8531
2021-01-09,1.29943
2021-01-10,1.38418
2021-01-11,2.76836
2021-01-12,2.65536
2021-01-13,2.40112
2021-01-14,2.88135
2021-01-15,2.74011
2021-01-16,1.01694
2021-01-17,1.01694
2021-01-18,2.42937
2021-01-19,2.59887
2021-01-20,2.23163
2021-01-21,2.76836
2021-01-22,2.25988
2021-01-23,1.44067
2021-01-24,1.24293
2021-01-25,3.05084
2021-01-26,3.24858
2021-01-27,2.00564
2021-01-28,2.65536
2021-01-29,3.07909
2021-01-30,1.24293
2021-01-31,1.44067
2021-02-01,2.51412
2021-02-02,2.20338
2021-02-03,2.09039
2021-02-04,1.89265
2021-02-05,2.23163
2021-02-06,1.8079
2021-02-07,1.12994
2021-02-08,2.17514
2021-02-09,2.37288
2021-02-10,1.58192
2021-02-11,0.79096
2021-02-12,0.8757
2021-02-13,0.9322
2021-02-14,1.15819
2021-02-15,1.9774
2021-02-16,1.72316
2021-02-17,2.11864
2021-02-18,2.71186
2021-02-19,1.69491
2021-02-20,1.12994
2021-02-21,0.8192
2021-02-22,2.65536
2021-02-23,2.62711
2021-02-24,1.44067
2021-02-25,1.8079
2021-02-26,2.76836
2021-02-27,1.32768
2021-02-28,1.41242
2021-03-01,1.83615
2021-03-02,2.62711
2021-03-03,2.57062
2021-03-04,2.09039
2021-03-05,1.61016
2021-03-06,1.32768
2021-03-07,0.84745
2021-03-08,2.40112
2021-03-09,2.45762
2021-03-10,3.27683
2021-03-11,2.20338
2021-03-12,1.9209
2021-03-13,0.90395
2021-03-14,0.56497
2021-03-15,2.42937
2021-03-16,1.9209
2021-03-17,1.38418
2021-03-18,2.17514
2021-03-19,1.8079
2021-03-20,0.9887
2021-03-21,1.15819
2021-03-22,2.76836
2021-03-23,1.9209
2021-03-24,1.75141
2021-03-25,2.17514
2021-03-26,2.03389
2021-03-27,1.01694
2021-03-28,0.53672
2021-03-29,2.25988
2021-03-30,2.20338
2021-03-31,2.14689
2021-04-01,1.94915
2021-04-02,1.75141
2021-04-03,1.18644
2021-04-04,0.90395
2021-04-05,2.45762
2021-04-06,2.79661
2021-04-07,2.51412
2021-04-08,2.65536
2021-04-09,2.59887
2021-04-10,1.75141
2021-04-11,1.38418
2021-04-12,2.71186
2021-04-13,2.00564
2021-04-14,1.9209
2021-04-15,2.00564
2021-04-16,2.28813
2021-04-17,1.04519
2021-04-18,1.12994
2021-04-19,2.37288
2021-04-20,1.94915
2021-04-21,1.63841
2021-04-22,2.11864
2021-04-23,1.49717
2021-04-24,1.38418
2021-04-25,0.84745
2021-04-26,2.06214
2021-04-27,1.77966
2021-04-28,1.52542
2021-04-29,1.46892
2021-04-30,1.44067
2021-05-01,0.8757
2021-05-02,0.76271
2021-05-03,1.32768
2021-05-04,1.89265
2021-05-05,2.03389
2021-05-06,1.69491
2021-05-07,1.61016
2021-05-08,1.35593
2021-05-09,0.76271
2021-05-10,2.48587
2021-05-11,2.34463
2021-05-12,1.9209
2021-05-13,1.8644
2021-05-14,2.03389
2021-05-15,1.41242
2021-05-16,0.62146
2021-05-17,2.40112
2021-05-18,1.72316
2021-05-19,1.38418
2021-05-20,2.11864
2021-05-21,1.58192
2021-05-22,0.42372
2021-05-23,0.8192
2021-05-24,2.00564
2021-05-25,2.25988
2021-05-26,1.69491
2021-05-27,1.8079
2021-05-28,1.01694
2021-05-29,1.21468
2021-05-30,1.01694
2021-05-31,2.09039
2021-06-01,1.89265
2021-06-02,1.94915
2021-06-03,1.55367
2021-06-04,1.58192
2021-06-05,0.8192
2021-06-06,0.25423
2021-06-07,1.58192
2021-06-08,2.06214
2021-06-09,2.20338
2021-06-10,2.31638
2021-06-11,1.77966
2021-06-12,0.84745
2021-06-13,0.90395
2021-06-14,1.49717
2021-06-15,1.52542
2021-06-16,2.09039
2021-06-17,3.02259
2021-06-18,1.58192
2021-06-19,0.9887
2021-06-20,0.64971
2021-06-21,2.74011
2021-06-22,1.29943
2021-06-23,1.12994
2021-06-24,1.63841
2021-06-25,1.41242
2021-06-26,0.9322
2021-06-27,1.07344
2021-06-28,1.29943
2021-06-29,1.32768
2021-06-30,1.63841
2021-07-01,1.89265
2021-07-02,1.29943
2021-07-03,0.70621
2021-07-04,0.76271
2021-07-05,1.77966
2021-07-06,1.9774
2021-07-07,1.46892
2021-07-08,1.8644
2021-07-09,1.63841
2021-07-10,1.12994
2021-07-11,0.50847
2021-07-12,1.8644
2021-07-13,1.94915
2021-07-14,2.20338
2021-07-15,2.79661
2021-07-16,1.55367
2021-07-17,1.01694
2021-07-18,0.53672
2021-07-19,2.09039
2021-07-20,2.17514
2021-07-21,2.11864
2021-07-22,1.83615
2021-07-23,1.38418
2021-07-24,0.8757
2021-07-25,0.50847
2021-07-26,1.9209
2021-07-27,1.8079
2021-07-28,2.28813
2021-07-29,2.20338
2021-07-30,2.68361
2021-07-31,1.77966
2021-08-01,1.38418
2021-08-02,2.82485
2021-08-03,2.82485
2021-08-04,1.69491
2021-08-05,2.17514
2021-08-06,2.17514
2021-08-07,1.01694
2021-08-08,1.32768
2021-08-09,2.37288
2021-08-10,2.74011
2021-08-11,3.47457
2021-08-12,3.02259
2021-08-13,3.13559
2021-08-14,1.8644
2021-08-15,1.27118
2021-08-16,2.57062
2021-08-17,3.8418
2021-08-18,2.82485
2021-08-19,2.93785
2021-08-20,3.50282
2021-08-21,1.29943
2021-08-22,1.55367
2021-08-23,2.54237
2021-08-24,2.40112
2021-08-25,2.62711
2021-08-26,2.34463
2021-08-27,2.40112
2021-08-28,1.27118
2021-08-29,1.32768
2021-08-30,2.25988
2021-08-31,2.9661
2021-09-01,3.38983
2021-09-02,2.17514
2021-09-03,1.83615
2021-09-04,1.66666
2021-09-05,1.27118
2021-09-06,2.88135
2021-09-07,2.09039
2021-09-08,2.14689
2021-09-09,2.45762
2021-09-10,2.68361
2021-09-11,1.29943
2021-09-12,1.32768
2021-09-13,2.09039
2021-09-14,1.75141
2021-09-15,2.65536
2021-09-16,2.17514
2021-09-17,2.03389
2021-09-18,1.61016
2021-09-19,1.04519
2021-09-20,2.31638
2021-09-21,1.77966
2021-09-22,2.00564
2021-09-23,2.93785
2021-09-24,2.62711
2021-09-25,1.69491
2021-09-26,1.52542
2021-09-27,2.59887
2021-09-28,2.34463
2021-09-29,2.20338
2021-09-30,2.88135
2021-10-01,2.54237
2021-10-02,1.94915
2021-10-03,1.72316
2021-10-04,2.25988
2021-10-05,3.67231
2021-10-06,4.15254
2021-10-07,2.9661
2021-10-08,2.37288
2021-10-09,1.83615
2021-10-10,1.72316
2021-10-11,2.79661
2021-10-12,3.8418
2021-10-13,3.33333
2021-10-14,3.44632
2021-10-15,3.44632
2021-10-16,1.89265
2021-10-17,1.69491
2021-10-18,3.36158
2021-10-19,3.07909
2021-10-20,4.49152
2021-10-21,4.15254
2021-10-22,3.10734
2021-10-23,2.23163
2021-10-24,1.24293
2021-10-25,3.75706
2021-10-26,3.02259
2021-10-27,3.22033
2021-10-28,4.06779
2021-10-29,3.72881
2021-10-30,1.77966
2021-10-31,1.89265
2021-11-01,4.23728
2021-11-02,2.25988
2021-11-03,2.76836
2021-11-04,2.88135
2021-11-05,3.10734
2021-11-06,1.9209
2021-11-07,1.49717
2021-11-08,2.68361
2021-11-09,3.07909
2021-11-10,2.88135
2021-11-11,3.13559
2021-11-12,2.14689
2021-11-13,1.8644
2021-11-14,1.61016
2021-11-15,2.9661
2021-11-16,2.59887
2021-11-17,2.40112
2021-11-18,2.25988
2021-11-19,2.74011
2021-11-20,2.06214
2021-11-21,1.72316
2021-11-22,2.76836
2021-11-23,2.59887
2021-11-24,2.28813
2021-11-25,2.54237
2021-11-26,2.25988
2021-11-27,2.06214
2021-11-28,1.29943
2021-11-29,2.9096
2021-11-30,3.02259
2021-12-01,3.07909
2021-12-02,2.9096
2021-12-03,2.34463
2021-12-04,1.94915
2021-12-05,2.03389
2021-12-06,3.10734
2021-12-07,3.58757
2021-12-08,2.93785
2021-12-09,2.20338
2021-12-10,3.19209
2021-12-11,1.69491
2021-12-12,1.49717
2021-12-13,2.79661
2021-12-14,2.45762
2021-12-15,2.71186
2021-12-16,2.25988
2021-12-17,2.34463
2021-12-18,1.49717
2021-12-19,0.9322
2021-12-20,2.74011
2021-12-21,2.8531
2021-12-22,2.76836
2021-12-23,2.48587
2021-12-24,1.9209
2021-12-25,1.69491
2021-12-26,1.21468
2021-12-27,2.31638
2021-12-28,1.9209
2021-12-29,2.48587
2021-12-30,1.9774
2021-12-31,2.17514
2022-01-01,1.69491
2022-01-02,1.35593
2022-01-03,2.14689
2022-01-04,3.05084
2022-01-05,3.13559
2022-01-06,3.07909
2022-01-07,2.9661
2022-01-08,2.25988
2022-01-09,2.06214
2022-01-10,3.50282
2022-01-11,3.36158
2022-01-12,3.33333
2022-01-13,3.41807
2022-01-14,2.9096
2022-01-15,1.66666
2022-01-16,1.58192
2022-01-17,2.9096
2022-01-18,1.94915
2022-01-19,2.76836
2022-01-20,2.25988
2022-01-21,2.68361
2022-01-22,1.63841
2022-01-23,1.9774
2022-01-24,2.74011
2022-01-25,3.10734
2022-01-26,2.93785
2022-01-27,3.33333
2022-01-28,3.67231
2022-01-29,2.14689
2022-01-30,2.00564
2022-01-31,2.03389
2022-02-01,2.9096
2022-02-02,2.00564
2022-02-03,2.28813
2022-02-04,1.9209
2022-02-05,2.31638
2022-02-06,1.9209
2022-02-07,2.8531
2022-02-08,3.53107
2022-02-09,2.76836
2022-02-10,2.88135
2022-02-11,2.68361
2022-02-12,1.94915
2022-02-13,1.46892
2022-02-14,2.62711
2022-02-15,2.8531
2022-02-16,2.62711
2022-02-17,2.62711
2022-02-18,2.82485
2022-02-19,2.23163
2022-02-20,2.51412
2022-02-21,3.05084
2022-02-22,2.59887
2022-02-23,2.71186
2022-02-24,3.30508
2022-02-25,2.74011
2022-02-26,1.46892
2022-02-27,1.8079
2022-02-28,4.15254
2022-03-01,2.74011
2022-03-02,3.30508
2022-03-03,3.05084
2022-03-04,2.48587
2022-03-05,1.8644
2022-03-06,1.69491
2022-03-07,3.44632
2022-03-08,3.81355
2022-03-09,2.99435
2022-03-10,3.41807
2022-03-11,3.24858
2022-03-12,2.48587
2022-03-13,1.8644
2022-03-14,3.81355
2022-03-15,4.32203
2022-03-16,3.87005
2022-03-17,4.80225
2022-03-18,4.35028
2022-03-19,2.62711
2022-03-20,2.54237
2022-03-21,3.8983
2022-03-22,3.92655
2022-03-23,3.27683
2022-03-24,4.06779
2022-03-25,3.50282
2022-03-26,2.23163
2022-03-27,2.14689
2022-03-28,3.61581
2022-03-29,4.49152
2022-03-30,4.54802
2022-03-31,4.29378
2022-04-01,3.70056
2022-04-02,3.02259
2022-04-03,2.62711
2022-04-04,3.78531
2022-04-05,4.06779
2022-04-06,3.9548
2022-04-07,3.8983
2022-04-08,3.55932
2022-04-09,3.16384
2022-04-10,2.45762
2022-04-11,3.8983
2022-04-12,4.8305
2022-04-13,3.98305
2022-04-14,4.03954
2022-04-15,3.58757
2022-04-16,3.10734
2022-04-17,2.65536
2022-04-18,4.97175
2022-04-19,5.08474
2022-04-20,4.66101
2022-04-21,4.9435
2022-04-22,3.72881
2022-04-23,3.07909
2022-04-24,3.10734
2022-04-25,5.62146
2022-04-26,5.33898
2022-04-27,6.27118
2022-04-28,7.14689
2022-04-29,6.9774
2022-04-30,3.8983
2022-05-01,3.72881
2022-05-02,5.14124
2022-05-03,5.05649
2022-05-04,5.84745
2022-05-05,4.97175
2022-05-06,6.58192
2022-05-07,4.20903
2022-05-08,4.15254
2022-05-09,6.24293
2022-05-10,7.54237
2022-05-11,7.62711
2022-05-12,7.99435
2022-05-13,7.62711
2022-05-14,4.63276
2022-05-15,5.14124
2022-05-16,7.99435
2022-05-17,7.99435
2022-05-18,7.54237
2022-05-19,7.82485
2022-05-20,6.77966
2022-05-21,5.45197
2022-05-22,5.16949
2022-05-23,7.31638
2022-05-24,6.8644
2022-05-25,6.83615
2022-05-26,6.61016
2022-05-27,6.77966
2022-05-28,4.57627
2022-05-29,4.54802
2022-05-30,9.15254
2022-05-31,8.36158
2022-06-01,7.68361
2022-06-02,8.81355
2022-06-03,7.88135
2022-06-04,5.9322
2022-06-05,5.79096
2022-06-06,7.37288
2022-06-07,7.93785
2022-06-08,9.29378
2022-06-09,7.57062
2022-06-10,10.25423
2022-06-11,6.83615
2022-06-12,7.9096
2022-06-13,12.42937
2022-06-14,11.18644
2022-06-15,11.55367
2022-06-16,10.59322
2022-06-17,9.9435
2022-06-18,7.76836
2022-06-19,9.09604
2022-06-20,12.65536
2022-06-21,10.8757
2022-06-22,13.10734
2022-06-23,13.22033
2022-06-24,13.05084
2022-06-25,9.12429
2022-06-26,8.75706
2022-06-27,13.33333
2022-06-28,11.83615
2022-06-29,11.38418
2022-06-30,12.79661
2022-07-01,12.76836
2022-07-02,9.9435
2022-07-03,12.17514
2022-07-04,15.14124
2022-07-05,14.887
2022-07-06,17.25988
2022-07-07,16.18644
2022-07-08,14.20903
2022-07-09,11.10169
2022-07-10,11.44067
2022-07-11,15.84745
2022-07-12,16.9774
2022-07-13,15.45197
2022-07-14,16.52542
2022-07-15,18.78531
2022-07-16,14.23728
2022-07-17,13.70056
2022-07-18,19.35028
2022-07-19,16.94915
2022-07-20,15.22598
2022-07-21,16.75141
2022-07-22,13.8983
2022-07-23,12.93785
2022-07-24,13.02259
2022-07-25,17.8531
2022-07-26,17.20338
2022-07-27,17.54237
2022-07-28,19.12429
2022-07-29,16.9209
2022-07-30,14.12429
2022-07-31,14.09604
2022-08-01,19.37853
2022-08-02,17.57062
2022-08-03,18.9548
2022-08-04,20.73446
2022-08-05,21.15819
2022-08-06,14.20903
2022-08-07,15.53672
2022-08-08,19.80225
2022-08-09,17.9661
2022-08-10,21.15819
2022-08-11,19.9435
2022-08-12,21.72316
2022-08-13,17.76836
2022-08-14,16.8079
2022-08-15,18.24858
2022-08-16,20.64971
2022-08-17,21.01694
2022-08-18,21.89265
2022-08-19,21.58192
2022-08-20,15.76271
2022-08-21,15.19774
2022-08-22,25.14124
2022-08-23,22.88135
2022-08-24,21.38418
2022-08-25,20.8192
2022-08-26,20.62146
2022-08-27,14.66101
2022-08-28,15.19774
2022-08-29,21.89265
2022-08-30,20.25423
2022-08-31,19.35028
2022-09-01,19.57627
2022-09-02,17.23163
2022-09-03,13.87005
2022-09-04,17.9661
2022-09-05,24.06779
2022-09-06,21.15819
2022-09-07,25.02824
2022-09-08,21.41242
2022-09-09,17.88135
2022-09-10,15.16949
2022-09-11,16.18644
2022-09-12,21.27118
2022-09-13,26.38418
2022-09-14,29.63276
2022-09-15,28.05084
2022-09-16,24.54802
2022-09-17,16.9774
2022-09-18,18.53107
2022-09-19,23.67231
2022-09-20,23.07909
2022-09-21,22.51412
2022-09-22,30.22598
2022-09-23,25.36723
2022-09-24,20.8757
2022-09-25,21.66666
2022-09-26,35.73446
2022-09-27,30.33898
2022-09-28,31.52542
2022-09-29,29.57627
2022-09-30,31.35593
2022-10-01,24.60451
2022-10-02,24.49152
2022-10-03,28.70056
2022-10-04,32.8531
2022-10-05,30.14124
2022-10-06,32.59887
2022-10-07,27.62711
2022-10-08,21.9209
2022-10-09,21.94915
2022-10-10,22.51412
2022-10-11,29.43502
2022-10-12,28.41807
2022-10-13,28.44632
2022-10-14,25.19774
2022-10-15,20.42372
2022-10-16,23.02259
2022-10-17,27.34463
2022-10-18,26.63841
2022-10-19,26.44067
2022-10-20,25.84745
2022-10-21,25.16949
2022-10-22,21.63841
2022-10-23,20.48022
2022-10-24,26.12994
2022-10-25,27.74011
2022-10-26,31.8079
2022-10-27,30.8192
2022-10-28,23.58757
2022-10-29,18.19209
2022-10-30,15.11299
2022-10-31,24.35028
2022-11-01,28.55932
2022-11-02,25.8757
2022-11-03,24.77401
2022-11-04,23.13559
2022-11-05,20.64971
2022-11-06,21.29943
2022-11-07,32.68361
2022-11-08,35.62146
2022-11-09,35.73446
2022-11-10,30.79096
2022-11-11,52.03389
2022-11-12,28.27683
2022-11-13,25.9887
2022-11-14,44.35028
2022-11-15,42.06214
2022-11-16,33.58757
2022-11-17,32.79661
2022-11-18,34.57627
2022-11-19,22.14689
2022-11-20,20.9887
2022-11-21,32.25988
2022-11-22,33.81355
2022-11-23,27.82485
2022-11-24,29.23728
2022-11-25,29.32203
2022-11-26,20.96045
2022-11-27,21.10169
2022-11-28,27.51412
2022-11-29,27.37288
2022-11-30,28.81355
2022-12-01,33.22033
2022-12-02,30.22598
2022-12-03,19.51977
2022-12-04,22.76836
2022-12-05,32.42937
2022-12-06,29.71751
2022-12-07,32.54237
2022-12-08,32.31638
2022-12-09,34.49152
2022-12-10,23.16384
2022-12-11,25.33898
2022-12-12,35.16949
2022-12-13,32.03389
2022-12-14,31.38418
2022-12-15,32.40112
2022-12-16,28.10734
2022-12-17,22.11864
2022-12-18,24.06779
2022-12-19,32.79661
2022-12-20,35.16949
2022-12-21,34.35028
2022-12-22,33.10734
2022-12-23,29.8305
2022-12-24,23.27683
2022-12-25,23.67231
2022-12-26,36.10169
2022-12-27,36.21468
2022-12-28,29.68926
2022-12-29,36.24293
2022-12-30,34.43502
2022-12-31,26.24293
2023-01-01,25.70621
2023-01-02,33.30508
2023-01-03,34.29378
2023-01-04,32.31638
2023-01-05,28.98305
2023-01-06,29.49152
2023-01-07,24.91525
2023-01-08,24.40677
2023-01-09,36.01694
2023-01-10,33.05084
2023-01-11,33.05084
2023-01-12,32.09039
2023-01-13,30.64971
2023-01-14,25.31073
2023-01-15,23.98305
2023-01-16,34.51977
2023-01-17,33.33333
2023-01-18,32.9096
2023-01-19,29.20903
2023-01-20,29.37853
2023-01-21,21.63841
2023-01-22,20.67796
2023-01-23,24.63276
2023-01-24,28.38983
2023-01-25,31.8644
2023-01-26,32.20338
2023-01-27,32.28813
2023-01-28,24.66101
2023-01-29,25.25423
2023-01-30,33.58757
2023-01-31,33.55932
2023-02-01,31.58192
2023-02-02,34.18079
2023-02-03,32.31638
2023-02-04,28.22033
2023-02-05,27.9096
2023-02-06,37.71186
2023-02-07,39.40677
2023-02-08,35.45197
2023-02-09,35.0
2023-02-10,33.07909
2023-02-11,29.06779
2023-02-12,26.04519
2023-02-13,39.887
2023-02-14,40.22598
2023-02-15,38.16384
2023-02-16,37.23163
2023-02-17,37.59887
2023-02-18,29.12429
2023-02-19,31.83615
2023-02-20,41.21468
2023-02-21,35.9887
2023-02-22,38.44632
2023-02-23,40.45197
2023-02-24,37.8531
2023-02-25,33.87005
2023-02-26,31.15819
2023-02-27,40.50847
2023-02-28,37.28813
2023-03-01,34.29378
2023-03-02,39.85875
2023-03-03,37.45762
2023-03-04,28.30508
2023-03-05,30.11299
2023-03-06,38.22033
2023-03-07,33.75706
2023-03-08,36.38418
2023-03-09,34.63276
2023-03-10,34.63276
2023-03-11,27.79661
2023-03-12,26.18644
2023-03-13,36.8644
2023-03-14,32.82485
2023-03-15,33.38983
2023-03-16,32.82485
2023-03-17,33.53107
2023-03-18,24.8305
2023-03-19,26.10169
2023-03-20,35.70621
2023-03-21,34.85875
2023-03-22,31.27118
2023-03-23,44.91525
2023-03-24,36.8079
2023-03-25,26.04519
2023-03-26,25.42372
2023-03-27,37.28813
2023-03-28,33.9548
2023-03-29,30.48022
2023-03-30,32.48587
2023-03-31,31.12994
2023-04-01,27.8531
2023-04-02,27.23163
2023-04-03,40.50847
2023-04-04,34.8305
2023-04-05,38.78531
2023-04-06,37.82485
2023-04-07,34.46327
2023-04-08,31.29943
2023-04-09,29.74576
2023-04-10,41.63841
2023-04-11,40.28248
2023-04-12,37.9096
2023-04-13,42.17514
2023-04-14,43.30508
2023-04-15,30.19774
2023-04-16,30.14124
2023-04-17,40.02824
2023-04-18,43.70056
2023-04-19,40.42372
2023-04-20,38.22033
2023-04-21,39.40677
2023-04-22,31.63841
2023-04-23,34.15254
2023-04-24,42.17514
2023-04-25,41.9774
2023-04-26,45.19774
2023-04-27,42.23163
2023-04-28,38.78531
2023-04-29,33.30508
2023-04-30,33.92655
2023-05-01,35.64971
2023-05-02,38.8418
2023-05-03,39.43502
2023-05-04,42.68361
2023-05-05,36.15819
2023-05-06,36.32768
2023-05-07,30.76271
2023-05-08,41.8644
2023-05-09,42.88135
2023-05-10,41.52542
2023-05-11,40.02824
2023-05-12,40.28248
2023-05-13,32.57062
2023-05-14,33.75706
2023-05-15,43.10734
2023-05-16,43.8418
2023-05-17,42.71186
2023-05-18,42.09039
2023-05-19,42.25988
2023-05-20,32.57062
2023-05-21,35.53672
2023-05-22,51.89265
2023-05-23,53.27683
2023-05-24,49.03954
2023-05-25,50.36723
2023-05-26,42.48587
2023-05-27,37.09039
2023-05-28,37.57062
