date,유니클로할인
2023-06-29,21.66666
2023-06-30,26.25
2023-07-01,37.91666
2023-07-02,35.83333
2023-07-03,28.33333
2023-07-04,26.25
2023-07-05,28.75
2023-07-06,29.16666
2023-07-07,20.41666
2023-07-08,21.25
2023-07-09,20.83333
2023-07-10,27.5
2023-07-11,14.16666
2023-07-12,20.83333
2023-07-13,14.16666
2023-07-14,17.5
2023-07-15,18.75
2023-07-16,17.91666
2023-07-17,17.5
2023-07-18,18.33333
2023-07-19,18.75
2023-07-20,17.08333
2023-07-21,15.0
2023-07-22,20.83333
2023-07-23,22.91666
2023-07-24,16.25
2023-07-25,19.58333
2023-07-26,20.83333
2023-07-27,22.08333
2023-07-28,14.16666
2023-07-29,20.0
2023-07-30,22.08333
2023-07-31,19.16666
2023-08-01,18.75
2023-08-02,27.08333
2023-08-03,25.41666
2023-08-04,23.75
2023-08-05,26.25
2023-08-06,30.41666
2023-08-07,24.16666
2023-08-08,24.58333
2023-08-09,16.66666
2023-08-10,14.16666
2023-08-11,19.58333
2023-08-12,26.25
2023-08-13,25.83333
2023-08-14,21.66666
2023-08-15,33.33333
2023-08-16,25.83333
2023-08-17,21.66666
2023-08-18,23.33333
2023-08-19,28.75
2023-08-20,33.75
2023-08-21,19.58333
2023-08-22,19.16666
2023-08-23,25.41666
2023-08-24,21.25
2023-08-25,22.08333
2023-08-26,20.83333
2023-08-27,44.16666
2023-08-28,29.58333
2023-08-29,27.08333
2023-08-30,28.75
2023-08-31,27.91666
2023-09-01,27.91666
2023-09-02,33.75
2023-09-03,49.16666
2023-09-04,35.0
2023-09-05,28.75
2023-09-06,32.91666
2023-09-07,26.66666
2023-09-08,37.5
2023-09-09,36.25
2023-09-10,41.66666
2023-09-11,36.25
2023-09-12,28.33333
2023-09-13,29.16666
2023-09-14,31.66666
2023-09-15,20.83333
2023-09-16,35.41666
2023-09-17,50.41666
2023-09-18,33.33333
2023-09-19,32.91666
2023-09-20,29.58333
2023-09-21,41.66666
2023-09-22,30.0
2023-09-23,32.08333
2023-09-24,39.58333
2023-09-25,30.41666
2023-09-26,26.66666
2023-09-27,24.16666
2023-09-28,25.0
2023-09-29,18.33333
2023-09-30,35.83333
2023-10-01,32.5
2023-10-02,44.16666
2023-10-03,53.75
2023-10-04,28.33333
2023-10-05,55.41666
2023-10-06,50.83333
2023-10-07,57.5
2023-10-08,52.91666
2023-10-09,60.0
2023-10-10,48.33333
2023-10-11,33.33333
2023-10-12,45.0
2023-10-13,38.33333
2023-10-14,52.91666
2023-10-15,60.83333
2023-10-16,47.5
2023-10-17,48.33333
2023-10-18,47.5
2023-10-19,44.16666
2023-10-20,45.41666
2023-10-21,64.16666
2023-10-22,75.41666
2023-10-23,60.41666
2023-10-24,54.16666
2023-10-25,41.25
2023-10-26,43.33333
2023-10-27,42.5
2023-10-28,48.75
2023-10-29,56.25
2023-10-30,47.91666
2023-10-31,46.25
2023-11-01,37.91666
2023-11-02,41.66666
2023-11-03,37.08333
2023-11-04,51.66666
2023-11-05,39.58333
2023-11-06,43.33333
2023-11-07,68.33333
2023-11-08,60.41666
2023-11-09,46.25
2023-11-10,75.83333
2023-11-11,73.33333
2023-11-12,100.0
2023-11-13,77.08333
2023-11-14,70.0
2023-11-15,62.5
2023-11-16,62.5
2023-11-17,80.83333
2023-11-18,75.83333
2023-11-19,79.16666
2023-11-20,58.33333
2023-11-21,74.58333
2023-11-22,55.41666
2023-11-23,74.16666
2023-11-24,64.16666
2023-11-25,64.58333
2023-11-26,63.75
2023-11-27,36.66666
2023-11-28,43.33333
2023-11-29,43.33333
2023-11-30,65.41666
2023-12-01,66.66666
2023-12-02,52.5
2023-12-03,71.66666
2023-12-04,55.0
2023-12-05,42.08333
2023-12-06,27.5
2023-12-07,28.75
2023-12-08,22.5
2023-12-09,29.16666
2023-12-10,38.75
2023-12-11,25.41666
2023-12-12,33.33333
2023-12-13,30.41666
2023-12-14,30.41666
2023-12-15,25.0
2023-12-16,27.08333
2023-12-17,41.25
2023-12-18,33.75
2023-12-19,29.58333
2023-12-20,38.75
2023-12-21,37.08333
2023-12-22,38.75
2023-12-23,36.25
2023-12-24,31.25
2023-12-25,37.08333
2023-12-26,24.16666
2023-12-27,20.0
2023-12-28,27.5
2023-12-29,21.25
2023-12-30,18.75
2023-12-31,24.58333
2024-01-01,25.83333
2024-01-02,27.08333
2024-01-03,22.08333
2024-01-04,20.83333
2024-01-05,26.66666
2024-01-06,30.41666
2024-01-07,35.41666
2024-01-08,26.66666
2024-01-09,23.33333
2024-01-10,19.58333
2024-01-11,27.91666
2024-01-12,28.33333
2024-01-13,22.5
2024-01-14,28.75
2024-01-15,30.83333
2024-01-16,24.58333
2024-01-17,20.83333
2024-01-18,23.33333
2024-01-19,19.16666
2024-01-20,25.83333
2024-01-21,27.08333
2024-01-22,31.25
2024-01-23,29.58333
2024-01-24,29.16666
2024-01-25,28.75
2024-01-26,28.33333
2024-01-27,27.5
2024-01-28,38.33333
2024-01-29,23.75
2024-01-30,26.66666
2024-01-31,22.91666
2024-02-01,30.0
2024-02-02,22.5
2024-02-03,25.83333
2024-02-04,42.5
2024-02-05,29.58333
2024-02-06,23.75
2024-02-07,21.25
2024-02-08,27.5
2024-02-09,23.33333
2024-02-10,21.25
2024-02-11,23.33333
2024-02-12,43.75
2024-02-13,27.08333
2024-02-14,27.5
2024-02-15,24.58333
2024-02-16,25.0
2024-02-17,34.58333
2024-02-18,44.16666
2024-02-19,27.5
2024-02-20,29.58333
2024-02-21,32.91666
2024-02-22,28.33333
2024-02-23,34.58333
2024-02-24,40.0
2024-02-25,41.25
2024-02-26,28.75
2024-02-27,34.58333
2024-02-28,31.66666
2024-02-29,25.83333
2024-03-01,36.25
2024-03-02,48.75
2024-03-03,58.75
2024-03-04,31.66666
2024-03-05,39.16666
2024-03-06,34.16666
2024-03-07,31.25
2024-03-08,33.75
2024-03-09,40.0
2024-03-10,49.58333
2024-03-11,26.66666
2024-03-12,25.41666
2024-03-13,27.91666
2024-03-14,27.5
2024-03-15,26.25
2024-03-16,45.41666
2024-03-17,53.75
2024-03-18,38.33333
2024-03-19,34.58333
2024-03-20,31.25
