date,상속세신고
2022-01-09,31.25
2022-01-10,48.33333
2022-01-11,43.75
2022-01-12,51.25
2022-01-13,47.08333
2022-01-14,38.33333
2022-01-15,22.91666
2022-01-16,36.25
2022-01-17,53.33333
2022-01-18,45.0
2022-01-19,49.16666
2022-01-20,40.41666
2022-01-21,44.58333
2022-01-22,28.75
2022-01-23,29.58333
2022-01-24,38.33333
2022-01-25,43.75
2022-01-26,44.16666
2022-01-27,39.16666
2022-01-28,36.25
2022-01-29,16.25
2022-01-30,17.08333
2022-01-31,17.91666
2022-02-01,22.91666
2022-02-02,27.5
2022-02-03,56.66666
2022-02-04,43.75
2022-02-05,20.41666
2022-02-06,18.75
2022-02-07,46.66666
2022-02-08,44.58333
2022-02-09,42.91666
2022-02-10,42.91666
2022-02-11,46.25
2022-02-12,25.41666
2022-02-13,26.66666
2022-02-14,52.08333
2022-02-15,52.5
2022-02-16,51.25
2022-02-17,45.83333
2022-02-18,40.0
2022-02-19,21.25
2022-02-20,26.66666
2022-02-21,56.66666
2022-02-22,51.25
2022-02-23,40.41666
2022-02-24,50.83333
2022-02-25,45.41666
2022-02-26,23.75
2022-02-27,17.08333
2022-02-28,38.75
2022-03-01,14.58333
2022-03-02,43.75
2022-03-03,45.41666
2022-03-04,35.41666
2022-03-05,22.91666
2022-03-06,22.91666
2022-03-07,40.41666
2022-03-08,43.75
2022-03-09,19.58333
2022-03-10,46.66666
2022-03-11,42.5
2022-03-12,22.5
2022-03-13,21.25
2022-03-14,50.41666
2022-03-15,53.33333
2022-03-16,60.41666
2022-03-17,45.83333
2022-03-18,49.58333
2022-03-19,31.66666
2022-03-20,33.75
2022-03-21,59.16666
2022-03-22,54.58333
2022-03-23,47.08333
2022-03-24,43.75
2022-03-25,36.25
2022-03-26,32.91666
2022-03-27,31.25
2022-03-28,62.08333
2022-03-29,44.16666
2022-03-30,47.08333
2022-03-31,55.0
2022-04-01,27.91666
2022-04-02,17.91666
2022-04-03,30.41666
2022-04-04,32.5
2022-04-05,56.25
2022-04-06,49.58333
2022-04-07,46.66666
2022-04-08,39.58333
2022-04-09,25.0
2022-04-10,30.83333
2022-04-11,60.0
2022-04-12,51.25
2022-04-13,48.75
2022-04-14,56.25
2022-04-15,47.91666
2022-04-16,23.33333
2022-04-17,27.08333
2022-04-18,40.83333
2022-04-19,53.75
2022-04-20,51.25
2022-04-21,42.91666
2022-04-22,44.58333
2022-04-23,24.58333
2022-04-24,30.0
2022-04-25,62.08333
2022-04-26,51.66666
2022-04-27,45.83333
2022-04-28,44.16666
2022-04-29,52.91666
2022-04-30,19.16666
2022-05-01,26.66666
2022-05-02,75.41666
2022-05-03,50.0
2022-05-04,58.33333
2022-05-05,26.66666
2022-05-06,55.41666
2022-05-07,39.16666
2022-05-08,23.75
2022-05-09,72.08333
2022-05-10,61.66666
2022-05-11,60.41666
2022-05-12,43.75
2022-05-13,50.0
2022-05-14,21.66666
2022-05-15,24.58333
2022-05-16,63.33333
2022-05-17,60.41666
2022-05-18,55.83333
2022-05-19,42.91666
2022-05-20,39.58333
2022-05-21,17.91666
2022-05-22,20.83333
2022-05-23,53.75
2022-05-24,49.58333
2022-05-25,50.83333
2022-05-26,46.66666
2022-05-27,33.75
2022-05-28,20.41666
2022-05-29,25.0
2022-05-30,51.66666
2022-05-31,46.25
2022-06-01,22.08333
2022-06-02,42.91666
2022-06-03,48.33333
2022-06-04,24.16666
2022-06-05,21.25
2022-06-06,27.5
2022-06-07,64.58333
2022-06-08,50.83333
2022-06-09,52.08333
2022-06-10,42.91666
2022-06-11,18.33333
2022-06-12,22.5
2022-06-13,44.58333
2022-06-14,51.25
2022-06-15,45.41666
2022-06-16,41.66666
2022-06-17,39.58333
2022-06-18,18.33333
2022-06-19,24.58333
2022-06-20,46.25
2022-06-21,52.91666
2022-06-22,43.33333
2022-06-23,39.16666
2022-06-24,45.41666
2022-06-25,24.58333
2022-06-26,21.25
2022-06-27,45.41666
2022-06-28,46.66666
2022-06-29,41.66666
2022-06-30,52.91666
2022-07-01,31.66666
2022-07-02,24.58333
2022-07-03,21.25
2022-07-04,45.0
2022-07-05,48.75
2022-07-06,37.08333
2022-07-07,39.58333
2022-07-08,37.91666
2022-07-09,25.83333
2022-07-10,25.41666
2022-07-11,52.91666
2022-07-12,44.16666
2022-07-13,46.66666
2022-07-14,55.0
2022-07-15,33.33333
2022-07-16,15.41666
2022-07-17,20.83333
2022-07-18,47.08333
2022-07-19,48.33333
2022-07-20,40.41666
2022-07-21,54.16666
2022-07-22,40.0
2022-07-23,22.08333
2022-07-24,26.66666
2022-07-25,57.5
2022-07-26,44.16666
2022-07-27,47.5
2022-07-28,38.75
2022-07-29,35.41666
2022-07-30,17.08333
2022-07-31,23.33333
2022-08-01,50.41666
2022-08-02,51.66666
2022-08-03,39.58333
2022-08-04,45.83333
2022-08-05,41.25
2022-08-06,23.33333
2022-08-07,20.0
2022-08-08,51.25
2022-08-09,40.83333
2022-08-10,45.41666
2022-08-11,39.58333
2022-08-12,42.08333
2022-08-13,17.08333
2022-08-14,24.58333
2022-08-15,27.08333
2022-08-16,55.41666
2022-08-17,56.66666
2022-08-18,52.5
2022-08-19,45.0
2022-08-20,32.5
2022-08-21,47.08333
2022-08-22,65.83333
2022-08-23,50.0
2022-08-24,57.08333
2022-08-25,55.0
2022-08-26,50.0
2022-08-27,25.41666
2022-08-28,32.08333
2022-08-29,47.91666
2022-08-30,58.75
2022-08-31,70.41666
2022-09-01,58.75
2022-09-02,39.58333
2022-09-03,15.0
2022-09-04,22.91666
2022-09-05,36.66666
2022-09-06,45.0
2022-09-07,40.83333
2022-09-08,35.0
2022-09-09,20.83333
2022-09-10,16.66666
2022-09-11,22.91666
2022-09-12,32.5
2022-09-13,71.66666
2022-09-14,60.0
2022-09-15,62.5
2022-09-16,51.25
2022-09-17,36.25
2022-09-18,24.16666
2022-09-19,64.16666
2022-09-20,68.33333
2022-09-21,62.08333
2022-09-22,60.83333
2022-09-23,40.0
2022-09-24,21.25
2022-09-25,18.75
2022-09-26,54.58333
2022-09-27,64.58333
2022-09-28,63.33333
2022-09-29,55.0
2022-09-30,34.58333
2022-10-01,19.58333
2022-10-02,20.41666
2022-10-03,25.83333
2022-10-04,52.08333
2022-10-05,42.5
2022-10-06,42.91666
2022-10-07,41.25
2022-10-08,19.16666
2022-10-09,19.58333
2022-10-10,24.16666
2022-10-11,47.5
2022-10-12,47.5
2022-10-13,53.33333
2022-10-14,38.33333
2022-10-15,20.83333
2022-10-16,27.08333
2022-10-17,53.75
2022-10-18,52.5
2022-10-19,43.33333
2022-10-20,50.83333
2022-10-21,43.75
2022-10-22,16.25
2022-10-23,22.08333
2022-10-24,54.16666
2022-10-25,53.75
2022-10-26,47.08333
2022-10-27,38.75
2022-10-28,35.0
2022-10-29,19.16666
2022-10-30,16.25
2022-10-31,49.16666
2022-11-01,40.0
2022-11-02,42.08333
2022-11-03,45.83333
2022-11-04,50.83333
2022-11-05,16.66666
2022-11-06,31.25
2022-11-07,50.41666
2022-11-08,46.25
2022-11-09,44.16666
2022-11-10,43.33333
2022-11-11,38.75
2022-11-12,17.91666
2022-11-13,22.91666
2022-11-14,43.33333
2022-11-15,46.25
2022-11-16,37.91666
2022-11-17,47.08333
2022-11-18,35.41666
2022-11-19,21.25
2022-11-20,21.66666
2022-11-21,48.75
2022-11-22,38.75
2022-11-23,48.33333
2022-11-24,38.75
2022-11-25,42.08333
2022-11-26,13.33333
2022-11-27,16.25
2022-11-28,50.41666
2022-11-29,40.41666
2022-11-30,41.66666
2022-12-01,40.41666
2022-12-02,36.66666
2022-12-03,21.25
2022-12-04,14.58333
2022-12-05,40.41666
2022-12-06,43.75
2022-12-07,50.0
2022-12-08,50.83333
2022-12-09,31.66666
2022-12-10,19.58333
2022-12-11,21.25
2022-12-12,54.16666
2022-12-13,48.33333
2022-12-14,45.0
2022-12-15,50.83333
2022-12-16,35.0
2022-12-17,19.16666
2022-12-18,17.08333
2022-12-19,44.16666
2022-12-20,52.91666
2022-12-21,44.58333
2022-12-22,37.08333
2022-12-23,29.16666
2022-12-24,22.08333
2022-12-25,18.33333
2022-12-26,46.66666
2022-12-27,42.5
2022-12-28,50.83333
2022-12-29,53.75
2022-12-30,29.16666
2022-12-31,19.58333
2023-01-01,24.16666
2023-01-02,54.16666
2023-01-03,67.5
2023-01-04,50.41666
2023-01-05,40.41666
2023-01-06,37.5
2023-01-07,25.0
2023-01-08,22.5
2023-01-09,55.41666
2023-01-10,45.0
2023-01-11,46.66666
2023-01-12,49.58333
2023-01-13,44.16666
2023-01-14,23.75
2023-01-15,19.16666
2023-01-16,50.83333
2023-01-17,45.83333
2023-01-18,53.75
2023-01-19,46.66666
2023-01-20,32.08333
2023-01-21,18.33333
2023-01-22,25.41666
2023-01-23,17.08333
2023-01-24,28.33333
2023-01-25,75.0
2023-01-26,55.0
2023-01-27,48.33333
2023-01-28,19.58333
2023-01-29,31.25
2023-01-30,63.75
2023-01-31,49.16666
2023-02-01,47.08333
2023-02-02,51.66666
2023-02-03,36.66666
2023-02-04,25.83333
2023-02-05,19.58333
2023-02-06,65.41666
2023-02-07,50.41666
2023-02-08,50.83333
2023-02-09,62.5
2023-02-10,57.91666
2023-02-11,25.0
2023-02-12,26.66666
2023-02-13,63.33333
2023-02-14,59.58333
2023-02-15,57.08333
2023-02-16,47.91666
2023-02-17,47.91666
2023-02-18,28.33333
2023-02-19,29.58333
2023-02-20,56.25
2023-02-21,55.83333
2023-02-22,54.58333
2023-02-23,44.58333
2023-02-24,57.5
2023-02-25,32.91666
2023-02-26,30.0
2023-02-27,59.16666
2023-02-28,50.0
2023-03-01,29.16666
2023-03-02,49.58333
2023-03-03,41.25
2023-03-04,27.91666
2023-03-05,19.58333
2023-03-06,55.83333
2023-03-07,51.25
2023-03-08,51.66666
2023-03-09,53.33333
2023-03-10,44.58333
2023-03-11,24.16666
2023-03-12,25.83333
2023-03-13,55.41666
2023-03-14,66.66666
2023-03-15,63.33333
2023-03-16,44.58333
2023-03-17,44.16666
2023-03-18,25.41666
2023-03-19,22.08333
2023-03-20,70.0
2023-03-21,57.91666
2023-03-22,52.91666
2023-03-23,39.16666
2023-03-24,35.83333
2023-03-25,26.66666
2023-03-26,26.66666
2023-03-27,63.33333
2023-03-28,59.16666
2023-03-29,42.5
2023-03-30,53.75
2023-03-31,46.66666
2023-04-01,23.75
2023-04-02,16.25
2023-04-03,48.33333
2023-04-04,49.16666
2023-04-05,53.75
2023-04-06,45.83333
2023-04-07,41.66666
2023-04-08,25.83333
2023-04-09,22.5
2023-04-10,52.08333
2023-04-11,54.58333
2023-04-12,47.5
2023-04-13,50.0
2023-04-14,50.41666
2023-04-15,18.75
2023-04-16,22.91666
2023-04-17,49.16666
2023-04-18,52.91666
2023-04-19,45.0
2023-04-20,53.33333
2023-04-21,40.83333
2023-04-22,26.25
2023-04-23,20.83333
2023-04-24,63.75
2023-04-25,45.83333
2023-04-26,55.83333
2023-04-27,45.0
2023-04-28,47.5
2023-04-29,21.66666
2023-04-30,25.83333
2023-05-01,36.66666
2023-05-02,40.83333
2023-05-03,42.91666
2023-05-04,38.75
2023-05-05,27.08333
2023-05-06,20.0
2023-05-07,23.33333
2023-05-08,61.25
2023-05-09,59.58333
2023-05-10,44.16666
2023-05-11,49.58333
2023-05-12,41.66666
2023-05-13,22.5
2023-05-14,25.83333
2023-05-15,51.66666
2023-05-16,44.16666
2023-05-17,40.83333
2023-05-18,47.5
2023-05-19,49.58333
2023-05-20,30.41666
2023-05-21,18.75
2023-05-22,55.83333
2023-05-23,52.5
2023-05-24,48.75
2023-05-25,47.5
2023-05-26,43.33333
2023-05-27,21.66666
2023-05-28,20.0
2023-05-29,27.91666
2023-05-30,53.75
2023-05-31,61.25
2023-06-01,45.41666
2023-06-02,44.16666
2023-06-03,17.5
2023-06-04,21.25
2023-06-05,49.16666
2023-06-06,26.66666
2023-06-07,56.66666
2023-06-08,51.25
2023-06-09,36.66666
2023-06-10,22.91666
2023-06-11,20.83333
2023-06-12,63.33333
2023-06-13,51.25
2023-06-14,48.75
2023-06-15,45.83333
2023-06-16,31.66666
2023-06-17,17.5
2023-06-18,20.0
2023-06-19,44.58333
2023-06-20,45.41666
2023-06-21,44.16666
2023-06-22,37.91666
2023-06-23,40.41666
2023-06-24,21.66666
2023-06-25,16.25
2023-06-26,47.5
2023-06-27,46.66666
2023-06-28,52.08333
