date,베어브릭
2020-07-03,16.54774
2020-07-04,17.56311
2020-07-05,17.31613
2020-07-06,16.41053
2020-07-07,19.07244
2020-07-08,16.73984
2020-07-09,16.10867
2020-07-10,12.78814
2020-07-11,13.22722
2020-07-12,19.31942
2020-07-13,17.20636
2020-07-14,19.12733
2020-07-15,21.24039
2020-07-16,16.57519
2020-07-17,16.60263
2020-07-18,18.82546
2020-07-19,25.85071
2020-07-20,20.93852
2020-07-21,18.08452
2020-07-22,18.88035
2020-07-23,17.4259
2020-07-24,14.95609
2020-07-25,21.48737
2020-07-26,19.29198
2020-07-27,19.31942
2020-07-28,19.42919
2020-07-29,18.02963
2020-07-30,14.51701
2020-07-31,17.64544
2020-08-01,18.19429
2020-08-02,17.70032
2020-08-03,17.67288
2020-08-04,15.88913
2020-08-05,17.15148
2020-08-06,16.63007
2020-08-07,15.12074
2020-08-08,22.53018
2020-08-09,22.20087
2020-08-10,19.64873
2020-08-11,17.618
2020-08-12,20.8562
2020-08-13,19.29198
2020-08-14,18.63336
2020-08-15,17.06915
2020-08-16,16.16355
2020-08-17,20.74643
2020-08-18,17.48079
2020-08-19,16.21844
2020-08-20,18.82546
2020-08-21,16.95938
2020-08-22,19.15477
2020-08-23,19.40175
2020-08-24,17.09659
2020-08-25,19.84083
2020-08-26,19.2371
2020-08-27,18.74313
2020-08-28,15.06586
2020-08-29,20.17014
2020-08-30,18.02963
2020-08-31,19.18221
2020-09-01,16.82217
2020-09-02,17.26125
2020-09-03,25.38419
2020-09-04,24.20417
2020-09-05,19.18221
2020-09-06,19.84083
2020-09-07,21.18551
2020-09-08,20.03293
2020-09-09,18.5236
2020-09-10,19.07244
2020-09-11,27.1405
2020-09-12,47.11855
2020-09-13,34.60482
2020-09-14,25.16465
2020-09-15,24.89023
2020-09-16,22.22832
2020-09-17,20.63666
2020-09-18,20.99341
2020-09-19,22.77716
2020-09-20,20.17014
2020-09-21,16.08122
2020-09-22,14.21514
2020-09-23,14.40724
2020-09-24,14.95609
2020-09-25,14.48957
2020-09-26,17.2338
2020-09-27,19.37431
2020-09-28,16.93194
2020-09-29,16.82217
2020-09-30,20.11525
2020-10-01,17.01427
2020-10-02,18.90779
2020-10-03,17.94731
2020-10-04,27.36004
2020-10-05,15.77936
2020-10-06,15.77936
2020-10-07,16.21844
2020-10-08,16.35565
2020-10-09,15.83424
2020-10-10,16.32821
2020-10-11,17.53567
2020-10-12,15.83424
2020-10-13,15.83424
2020-10-14,14.76399
2020-10-15,13.6663
2020-10-16,14.32491
2020-10-17,13.41931
2020-10-18,14.76399
2020-10-19,15.20307
2020-10-20,23.35345
2020-10-21,16.5203
2020-10-22,16.08122
2020-10-23,15.20307
2020-10-24,15.91657
2020-10-25,16.13611
2020-10-26,17.20636
2020-10-27,15.83424
2020-10-28,14.24259
2020-10-29,13.09001
2020-10-30,15.94401
2020-10-31,17.59055
2020-11-01,17.39846
2020-11-02,16.7124
2020-11-03,14.62678
2020-11-04,16.54774
2020-11-05,17.01427
2020-11-06,15.23051
2020-11-07,16.54774
2020-11-08,19.78594
2020-11-09,49.69813
2020-11-10,46.24039
2020-11-11,30.65312
2020-11-12,27.57958
2020-11-13,23.46322
2020-11-14,20.96597
2020-11-15,27.38748
2020-11-16,18.88035
2020-11-17,16.5203
2020-11-18,17.64544
2020-11-19,16.49286
2020-11-20,16.16355
2020-11-21,13.94072
2020-11-22,18.41383
2020-11-23,15.0933
2020-11-24,15.77936
2020-11-25,16.98682
2020-11-26,15.88913
2020-11-27,16.9045
2020-11-28,19.59385
2020-11-29,20.80131
2020-11-30,20.06037
2020-12-01,30.81778
2020-12-02,26.56421
2020-12-03,21.26783
2020-12-04,25.43907
2020-12-05,27.55214
2020-12-06,21.3776
2020-12-07,20.58177
2020-12-08,16.76728
2020-12-09,19.01756
2020-12-10,22.77716
2020-12-11,17.618
2020-12-12,18.49615
2020-12-13,20.52689
2020-12-14,18.82546
2020-12-15,21.48737
2020-12-16,19.56641
2020-12-17,21.54226
2020-12-18,20.03293
2020-12-19,21.24039
2020-12-20,24.23161
2020-12-21,19.7585
2020-12-22,21.59714
2020-12-23,20.69154
2020-12-24,18.71569
2020-12-25,24.34138
2020-12-26,27.11306
2020-12-27,26.45444
2020-12-28,20.36223
2020-12-29,23.13391
2020-12-30,20.19758
2020-12-31,22.85949
2021-01-01,29.39077
2021-01-02,27.6619
2021-01-03,26.64654
2021-01-04,21.73435
2021-01-05,21.40504
2021-01-06,23.1888
2021-01-07,30.1866
2021-01-08,29.82985
2021-01-09,29.08891
2021-01-10,28.67727
2021-01-11,24.17672
2021-01-12,22.63995
2021-01-13,22.91437
2021-01-14,25.10976
2021-01-15,32.32711
2021-01-16,34.79692
2021-01-17,38.74862
2021-01-18,29.19868
2021-01-19,25.41163
2021-01-20,28.01866
2021-01-21,27.25027
2021-01-22,24.47859
2021-01-23,23.98463
2021-01-24,25.5214
2021-01-25,22.55762
2021-01-26,23.21624
2021-01-27,23.27113
2021-01-28,24.97255
2021-01-29,27.90889
2021-01-30,26.81119
2021-01-31,24.97255
2021-02-01,25.02744
2021-02-02,22.53018
2021-02-03,25.46652
2021-02-04,25.27442
2021-02-05,22.80461
2021-02-06,25.68605
2021-02-07,26.45444
2021-02-08,24.97255
2021-02-09,21.89901
2021-02-10,21.89901
2021-02-11,21.18551
2021-02-12,23.13391
2021-02-13,22.14599
2021-02-14,25.02744
2021-02-15,21.48737
2021-02-16,28.18331
2021-02-17,24.06695
2021-02-18,25.90559
2021-02-19,24.14928
2021-02-20,23.79253
2021-02-21,21.67947
2021-02-22,17.97475
2021-02-23,23.02414
2021-02-24,22.69484
2021-02-25,20.41712
2021-02-26,32.1899
2021-02-27,21.54226
2021-02-28,22.42041
2021-03-01,24.67069
2021-03-02,19.78594
2021-03-03,24.83534
2021-03-04,21.43249
2021-03-05,19.15477
2021-03-06,23.51811
2021-03-07,22.77716
2021-03-08,20.74643
2021-03-09,18.44127
2021-03-10,24.72557
2021-03-11,28.62239
2021-03-12,30.1866
2021-03-13,31.17453
2021-03-14,36.1416
2021-03-15,25.76838
2021-03-16,23.05159
2021-03-17,25.43907
2021-03-18,22.33809
2021-03-19,19.15477
2021-03-20,24.69813
2021-03-21,23.16136
2021-03-22,34.90669
2021-03-23,100.0
2021-03-24,38.17233
2021-03-25,28.12843
2021-03-26,25.27442
2021-03-27,24.75301
2021-03-28,23.21624
2021-03-29,23.35345
2021-03-30,20.91108
2021-03-31,19.84083
2021-04-01,18.82546
2021-04-02,18.57848
2021-04-03,19.81339
2021-04-04,20.30735
2021-04-05,23.24368
2021-04-06,21.62458
2021-04-07,19.89571
2021-04-08,18.44127
2021-04-09,19.12733
2021-04-10,25.13721
2021-04-11,23.65532
2021-04-12,22.0911
2021-04-13,22.50274
2021-04-14,19.56641
2021-04-15,21.35016
2021-04-16,19.37431
2021-04-17,19.59385
2021-04-18,20.38968
2021-04-19,17.34357
2021-04-20,18.00219
2021-04-21,19.12733
2021-04-22,20.06037
2021-04-23,23.79253
2021-04-24,21.18551
2021-04-25,21.21295
2021-04-26,17.28869
2021-04-27,20.33479
2021-04-28,17.2338
2021-04-29,18.46871
2021-04-30,17.26125
2021-05-01,17.53567
2021-05-02,19.84083
2021-05-03,19.045
2021-05-04,18.66081
2021-05-05,19.86827
2021-05-06,18.79802
2021-05-07,20.25246
2021-05-08,21.59714
2021-05-09,20.06037
2021-05-10,19.37431
2021-05-11,18.57848
2021-05-12,20.80131
2021-05-13,19.26454
2021-05-14,19.48408
2021-05-15,20.80131
2021-05-16,26.09769
2021-05-17,24.78046
2021-05-18,17.20636
2021-05-19,20.8562
2021-05-20,17.01427
2021-05-21,18.46871
2021-05-22,19.48408
2021-05-23,18.5236
2021-05-24,17.72777
2021-05-25,16.27332
2021-05-26,17.50823
2021-05-27,17.50823
2021-05-28,18.00219
2021-05-29,18.24917
2021-05-30,17.67288
2021-05-31,16.68496
2021-06-01,15.88913
2021-06-02,16.54774
2021-06-03,16.27332
2021-06-04,16.38309
2021-06-05,16.02634
2021-06-06,19.34687
2021-06-07,16.63007
2021-06-08,16.73984
2021-06-09,14.68166
2021-06-10,15.58726
2021-06-11,14.57189
2021-06-12,21.15806
2021-06-13,19.045
2021-06-14,17.75521
2021-06-15,17.67288
2021-06-16,17.28869
2021-06-17,15.45005
2021-06-18,16.08122
2021-06-19,20.36223
2021-06-20,21.48737
2021-06-21,19.73106
2021-06-22,17.39846
2021-06-23,16.02634
2021-06-24,18.24917
2021-06-25,16.54774
2021-06-26,18.35894
2021-06-27,15.06586
2021-06-28,17.89242
2021-06-29,15.06586
2021-06-30,16.13611
2021-07-01,15.72447
2021-07-02,14.59934
2021-07-03,18.02963
2021-07-04,16.54774
2021-07-05,16.49286
2021-07-06,15.39517
2021-07-07,15.53238
2021-07-08,15.88913
2021-07-09,18.68825
2021-07-10,15.25795
2021-07-11,19.37431
2021-07-12,15.83424
2021-07-13,15.14818
2021-07-14,18.30406
2021-07-15,16.10867
2021-07-16,17.28869
2021-07-17,17.04171
2021-07-18,18.41383
2021-07-19,18.99012
2021-07-20,24.01207
2021-07-21,17.86498
2021-07-22,19.78594
2021-07-23,16.19099
2021-07-24,15.72447
2021-07-25,16.60263
2021-07-26,18.8529
2021-07-27,18.96267
2021-07-28,17.04171
2021-07-29,17.28869
2021-07-30,16.79473
2021-07-31,17.01427
2021-08-01,16.57519
2021-08-02,19.31942
2021-08-03,21.29527
2021-08-04,19.20965
2021-08-05,19.37431
2021-08-06,18.16684
2021-08-07,20.60922
2021-08-08,23.32601
2021-08-09,18.77058
2021-08-10,18.27661
2021-08-11,22.14599
2021-08-12,21.24039
2021-08-13,18.8529
2021-08-14,24.31394
2021-08-15,27.68935
2021-08-16,24.31394
2021-08-17,20.41712
2021-08-18,20.1427
2021-08-19,19.78594
2021-08-20,33.28759
2021-08-21,47.44785
2021-08-22,34.79692
2021-08-23,34.08342
2021-08-24,33.72667
2021-08-25,31.31174
2021-08-26,32.21734
2021-08-27,33.67178
2021-08-28,82.60153
2021-08-29,82.57409
2021-08-30,54.36333
2021-08-31,39.32491
2021-09-01,38.22722
2021-09-02,31.11964
2021-09-03,26.72886
2021-09-04,25.82327
2021-09-05,31.69593
2021-09-06,27.05817
2021-09-07,23.10647
2021-09-08,27.25027
2021-09-09,24.14928
2021-09-10,22.66739
2021-09-11,22.61251
2021-09-12,25.5214
2021-09-13,24.39626
2021-09-14,22.69484
2021-09-15,21.04829
2021-09-16,23.10647
2021-09-17,31.03732
2021-09-18,21.62458
2021-09-19,22.50274
2021-09-20,20.30735
2021-09-21,29.74753
2021-09-22,24.23161
2021-09-23,20.6641
2021-09-24,27.52469
2021-09-25,35.0439
2021-09-26,29.00658
2021-09-27,23.81997
2021-09-28,22.20087
2021-09-29,24.20417
2021-09-30,24.69813
2021-10-01,22.14599
2021-10-02,45.80131
2021-10-03,33.23271
2021-10-04,50.43907
2021-10-05,24.25905
2021-10-06,23.32601
2021-10-07,22.9967
2021-10-08,21.65203
2021-10-09,26.04281
2021-10-10,24.50603
2021-10-11,24.28649
2021-10-12,26.72886
2021-10-13,24.47859
2021-10-14,24.47859
2021-10-15,28.62239
2021-10-16,24.31394
2021-10-17,22.50274
2021-10-18,19.34687
2021-10-19,18.93523
2021-10-20,19.92316
2021-10-21,17.83754
2021-10-22,19.42919
2021-10-23,25.96048
2021-10-24,23.27113
2021-10-25,19.67618
2021-10-26,64.65422
2021-10-27,70.19758
2021-10-28,29.33589
2021-10-29,28.43029
2021-10-30,24.67069
2021-10-31,29.44566
2021-11-01,22.20087
2021-11-02,19.92316
2021-11-03,18.71569
2021-11-04,18.60592
2021-11-05,19.26454
2021-11-06,20.77387
2021-11-07,28.34796
2021-11-08,22.55762
2021-11-09,21.15806
2021-11-10,19.31942
2021-11-11,17.2338
2021-11-12,17.94731
2021-11-13,17.26125
2021-11-14,17.78265
2021-11-15,18.77058
2021-11-16,17.89242
2021-11-17,18.02963
2021-11-18,19.18221
2021-11-19,19.40175
2021-11-20,21.81668
2021-11-21,21.87156
2021-11-22,19.48408
2021-11-23,19.84083
2021-11-24,20.1427
2021-11-25,19.59385
2021-11-26,20.60922
2021-11-27,28.18331
2021-11-28,27.30515
2021-11-29,26.31723
2021-11-30,23.54555
2021-12-01,20.88364
2021-12-02,25.38419
2021-12-03,26.07025
2021-12-04,24.34138
2021-12-05,25.63117
2021-12-06,28.32052
2021-12-07,28.5675
2021-12-08,28.10098
2021-12-09,25.68605
2021-12-10,25.10976
2021-12-11,32.60153
2021-12-12,31.72338
2021-12-13,27.854
2021-12-14,28.23819
2021-12-15,28.23819
2021-12-16,27.03073
2021-12-17,25.0
2021-12-18,28.54006
2021-12-19,29.44566
2021-12-20,24.56092
2021-12-21,25.05488
2021-12-22,24.72557
2021-12-23,24.50603
2021-12-24,24.14928
2021-12-25,25.49396
2021-12-26,24.56092
2021-12-27,23.43578
2021-12-28,24.94511
2021-12-29,26.53677
2021-12-30,24.67069
2021-12-31,25.21953
2022-01-01,25.10976
2022-01-02,25.49396
2022-01-03,25.08232
2022-01-04,28.18331
2022-01-05,25.49396
2022-01-06,26.37211
2022-01-07,27.88144
2022-01-08,25.76838
2022-01-09,31.9978
2022-01-10,25.96048
2022-01-11,33.06805
2022-01-12,31.36663
2022-01-13,33.01317
2022-01-14,27.99121
2022-01-15,31.9978
2022-01-16,37.07464
2022-01-17,30.35126
2022-01-18,33.78155
2022-01-19,30.68057
2022-01-20,35.83973
2022-01-21,28.34796
2022-01-22,30.07683
2022-01-23,34.60482
2022-01-24,30.13172
2022-01-25,35.18111
2022-01-26,30.29637
2022-01-27,27.3326
2022-01-28,24.53347
2022-01-29,29.99451
2022-01-30,29.63776
2022-01-31,27.77167
2022-02-01,27.854
2022-02-02,31.03732
2022-02-03,28.10098
2022-02-04,29.06147
2022-02-05,34.60482
2022-02-06,40.83424
2022-02-07,37.45883
2022-02-08,44.64873
2022-02-09,38.91328
2022-02-10,34.00109
2022-02-11,31.94291
2022-02-12,30.95499
2022-02-13,35.26344
2022-02-14,40.01097
2022-02-15,36.30625
2022-02-16,28.45773
2022-02-17,30.13172
2022-02-18,29.30845
2022-02-19,32.10757
2022-02-20,29.82985
2022-02-21,26.53677
2022-02-22,24.20417
2022-02-23,27.88144
2022-02-24,26.09769
2022-02-25,24.06695
2022-02-26,28.45773
2022-02-27,30.9001
2022-02-28,49.69813
2022-03-01,39.68166
2022-03-02,49.50603
2022-03-03,28.81448
2022-03-04,26.9484
2022-03-05,30.98243
2022-03-06,34.63227
2022-03-07,25.87815
2022-03-08,24.03951
2022-03-09,25.43907
2022-03-10,23.51811
2022-03-11,23.73765
2022-03-12,26.50933
2022-03-13,27.74423
2022-03-14,23.95718
2022-03-15,20.60922
2022-03-16,24.97255
2022-03-17,24.50603
2022-03-18,23.54555
2022-03-19,28.12843
2022-03-20,28.81448
2022-03-21,23.07903
2022-03-22,22.17343
2022-03-23,21.45993
2022-03-24,22.53018
2022-03-25,20.96597
2022-03-26,23.3809
2022-03-27,26.26234
2022-03-28,24.28649
2022-03-29,23.7102
2022-03-30,21.45993
2022-03-31,22.22832
2022-04-01,19.09989
2022-04-02,20.71899
2022-04-03,23.9023
2022-04-04,29.00658
2022-04-05,24.56092
2022-04-06,20.22502
2022-04-07,57.95828
2022-04-08,61.25137
2022-04-09,38.2821
2022-04-10,31.17453
2022-04-11,26.31723
2022-04-12,23.79253
2022-04-13,27.00329
2022-04-14,25.30186
2022-04-15,22.31064
2022-04-16,23.46322
2022-04-17,24.34138
2022-04-18,26.83863
2022-04-19,21.51481
2022-04-20,20.11525
2022-04-21,23.87486
2022-04-22,36.77277
2022-04-23,37.12952
2022-04-24,29.22612
2022-04-25,23.60043
2022-04-26,25.87815
2022-04-27,23.43578
2022-04-28,20.96597
2022-04-29,24.67069
2022-04-30,26.01536
2022-05-01,27.41492
2022-05-02,24.45115
2022-05-03,20.36223
2022-05-04,32.13501
2022-05-05,39.1877
2022-05-06,25.65861
2022-05-07,24.14928
2022-05-08,25.76838
2022-05-09,20.93852
2022-05-10,21.04829
2022-05-11,22.77716
2022-05-12,22.31064
2022-05-13,19.26454
2022-05-14,19.09989
2022-05-15,22.42041
2022-05-16,18.82546
2022-05-17,19.89571
2022-05-18,19.7585
2022-05-19,19.92316
2022-05-20,18.46871
2022-05-21,19.81339
2022-05-22,18.96267
2022-05-23,18.88035
2022-05-24,20.08781
2022-05-25,18.63336
2022-05-26,19.48408
2022-05-27,18.05708
2022-05-28,21.26783
2022-05-29,19.31942
2022-05-30,20.17014
2022-05-31,19.73106
2022-06-01,22.33809
2022-06-02,18.35894
2022-06-03,24.23161
2022-06-04,23.51811
2022-06-05,23.24368
2022-06-06,20.99341
2022-06-07,19.92316
2022-06-08,20.52689
2022-06-09,20.8562
2022-06-10,19.97804
2022-06-11,20.77387
2022-06-12,22.96926
2022-06-13,19.78594
2022-06-14,22.83205
2022-06-15,20.19758
2022-06-16,17.97475
2022-06-17,18.46871
2022-06-18,20.08781
2022-06-19,20.6641
2022-06-20,17.78265
2022-06-21,18.68825
2022-06-22,17.39846
2022-06-23,20.11525
2022-06-24,19.67618
2022-06-25,16.87705
2022-06-26,22.25576
2022-06-27,18.55104
2022-06-28,19.07244
2022-06-29,19.09989
2022-06-30,18.74313
2022-07-01,17.2338
2022-07-02,18.08452
2022-07-03,17.78265
2022-07-04,18.30406
2022-07-05,19.37431
2022-07-06,20.25246
2022-07-07,32.21734
2022-07-08,21.15806
2022-07-09,19.2371
2022-07-10,25.68605
2022-07-11,19.01756
2022-07-12,20.22502
2022-07-13,17.89242
2022-07-14,18.00219
2022-07-15,20.03293
2022-07-16,21.04829
2022-07-17,17.83754
2022-07-18,20.00548
2022-07-19,21.65203
2022-07-20,22.03622
2022-07-21,22.36553
2022-07-22,20.63666
2022-07-23,18.60592
2022-07-24,20.80131
2022-07-25,20.55433
2022-07-26,19.7585
2022-07-27,19.9506
2022-07-28,19.84083
2022-07-29,18.02963
2022-07-30,18.68825
2022-07-31,19.29198
2022-08-01,19.9506
2022-08-02,20.88364
2022-08-03,22.33809
2022-08-04,23.21624
2022-08-05,20.88364
2022-08-06,20.36223
2022-08-07,19.01756
2022-08-08,19.84083
2022-08-09,21.54226
2022-08-10,25.13721
2022-08-11,23.35345
2022-08-12,22.63995
2022-08-13,25.30186
2022-08-14,19.97804
2022-08-15,21.45993
2022-08-16,22.74972
2022-08-17,22.20087
2022-08-18,23.27113
2022-08-19,22.4753
2022-08-20,21.92645
2022-08-21,24.23161
2022-08-22,23.51811
2022-08-23,20.91108
2022-08-24,22.9967
2022-08-25,25.10976
2022-08-26,31.14709
2022-08-27,28.92425
2022-08-28,31.66849
2022-08-29,32.98572
2022-08-30,31.00987
2022-08-31,26.48188
2022-09-01,26.56421
2022-09-02,23.68276
2022-09-03,23.21624
2022-09-04,21.92645
2022-09-05,22.69484
2022-09-06,21.54226
2022-09-07,22.20087
2022-09-08,19.81339
2022-09-09,17.91986
2022-09-10,16.35565
2022-09-11,18.74313
2022-09-12,22.36553
2022-09-13,25.05488
2022-09-14,25.0
2022-09-15,26.07025
2022-09-16,24.83534
2022-09-17,20.22502
2022-09-18,17.94731
2022-09-19,21.5697
2022-09-20,21.40504
2022-09-21,21.5697
2022-09-22,18.49615
2022-09-23,18.22173
2022-09-24,16.10867
2022-09-25,18.68825
2022-09-26,19.45664
2022-09-27,19.31942
2022-09-28,21.07574
2022-09-29,19.9506
2022-09-30,17.26125
2022-10-01,20.60922
2022-10-02,19.045
2022-10-03,22.72228
2022-10-04,22.17343
2022-10-05,22.58507
2022-10-06,21.07574
2022-10-07,21.15806
2022-10-08,18.90779
2022-10-09,23.27113
2022-10-10,23.73765
2022-10-11,20.25246
2022-10-12,20.30735
2022-10-13,20.60922
2022-10-14,20.74643
2022-10-15,21.73435
2022-10-16,22.17343
2022-10-17,22.80461
2022-10-18,20.49945
2022-10-19,22.61251
2022-10-20,21.65203
2022-10-21,20.1427
2022-10-22,18.96267
2022-10-23,19.12733
2022-10-24,20.91108
2022-10-25,20.58177
2022-10-26,21.10318
2022-10-27,18.5236
2022-10-28,18.16684
2022-10-29,16.63007
2022-10-30,15.83424
2022-10-31,15.72447
2022-11-01,21.02085
2022-11-02,18.08452
2022-11-03,19.31942
2022-11-04,18.46871
2022-11-05,18.90779
2022-11-06,22.83205
2022-11-07,19.84083
2022-11-08,19.40175
2022-11-09,19.70362
2022-11-10,19.07244
2022-11-11,18.74313
2022-11-12,18.19429
2022-11-13,20.93852
2022-11-14,18.79802
2022-11-15,19.7585
2022-11-16,17.50823
2022-11-17,18.46871
2022-11-18,20.22502
2022-11-19,18.79802
2022-11-20,20.00548
2022-11-21,20.52689
2022-11-22,21.70691
2022-11-23,20.80131
2022-11-24,18.24917
2022-11-25,18.55104
2022-11-26,18.77058
2022-11-27,19.37431
2022-11-28,20.11525
2022-11-29,18.49615
2022-11-30,20.25246
2022-12-01,18.8529
2022-12-02,18.49615
2022-12-03,16.08122
2022-12-04,22.63995
2022-12-05,22.17343
2022-12-06,19.62129
2022-12-07,19.2371
2022-12-08,19.64873
2022-12-09,21.40504
2022-12-10,19.81339
2022-12-11,21.48737
2022-12-12,25.49396
2022-12-13,22.20087
2022-12-14,21.65203
2022-12-15,20.55433
2022-12-16,23.73765
2022-12-17,21.32272
2022-12-18,20.91108
2022-12-19,22.83205
2022-12-20,22.39297
2022-12-21,21.02085
2022-12-22,20.96597
2022-12-23,18.49615
2022-12-24,19.67618
2022-12-25,21.21295
2022-12-26,21.18551
2022-12-27,20.8562
2022-12-28,19.73106
2022-12-29,21.04829
2022-12-30,19.15477
2022-12-31,16.5203
2023-01-01,17.2338
2023-01-02,21.07574
2023-01-03,20.1427
2023-01-04,20.52689
2023-01-05,19.15477
2023-01-06,21.98133
2023-01-07,20.38968
2023-01-08,23.51811
2023-01-09,21.13062
2023-01-10,21.15806
2023-01-11,21.29527
2023-01-12,20.93852
2023-01-13,22.53018
2023-01-14,20.472
2023-01-15,22.03622
2023-01-16,19.26454
2023-01-17,20.44456
2023-01-18,19.12733
2023-01-19,19.73106
2023-01-20,19.7585
2023-01-21,17.01427
2023-01-22,18.66081
2023-01-23,17.91986
2023-01-24,20.25246
2023-01-25,20.55433
2023-01-26,22.11855
2023-01-27,19.78594
2023-01-28,23.79253
2023-01-29,25.7135
2023-01-30,23.29857
2023-01-31,22.20087
2023-02-01,21.32272
2023-02-02,25.02744
2023-02-03,23.92974
2023-02-04,22.53018
2023-02-05,26.59165
2023-02-06,25.13721
2023-02-07,24.47859
2023-02-08,26.83863
2023-02-09,21.92645
2023-02-10,21.84412
2023-02-11,39.32491
2023-02-12,70.27991
2023-02-13,37.51372
2023-02-14,32.68386
2023-02-15,29.33589
2023-02-16,28.23819
2023-02-17,26.12513
2023-02-18,28.54006
2023-02-19,34.19319
2023-02-20,30.15916
2023-02-21,26.50933
2023-02-22,28.70472
2023-02-23,37.10208
2023-02-24,27.90889
2023-02-25,30.24149
2023-02-26,30.76289
2023-02-27,26.2349
2023-02-28,26.07025
2023-03-01,43.49615
2023-03-02,37.29418
2023-03-03,23.27113
2023-03-04,25.46652
2023-03-05,25.49396
2023-03-06,21.45993
2023-03-07,20.8562
2023-03-08,23.49066
2023-03-09,22.53018
2023-03-10,22.69484
2023-03-11,25.0
2023-03-12,25.7135
2023-03-13,25.74094
2023-03-14,25.35675
2023-03-15,27.1405
2023-03-16,26.50933
2023-03-17,22.4753
2023-03-18,22.22832
2023-03-19,28.97914
2023-03-20,26.81119
2023-03-21,28.01866
2023-03-22,29.52799
2023-03-23,31.22941
2023-03-24,22.66739
2023-03-25,23.13391
2023-03-26,22.17343
2023-03-27,22.31064
2023-03-28,21.43249
2023-03-29,21.84412
2023-03-30,21.45993
2023-03-31,20.77387
2023-04-01,24.91767
2023-04-02,22.77716
2023-04-03,24.0944
2023-04-04,25.98792
2023-04-05,24.28649
2023-04-06,22.53018
2023-04-07,38.74862
2023-04-08,47.9967
2023-04-09,40.2854
2023-04-10,32.29967
2023-04-11,29.85729
2023-04-12,28.81448
2023-04-13,27.55214
2023-04-14,28.9517
2023-04-15,27.22283
2023-04-16,27.52469
2023-04-17,30.04939
2023-04-18,34.05598
2023-04-19,25.7135
2023-04-20,26.78375
2023-04-21,25.02744
2023-04-22,22.39297
2023-04-23,35.01646
2023-04-24,29.63776
2023-04-25,29.4731
2023-04-26,27.96377
2023-04-27,27.71679
2023-04-28,22.91437
2023-04-29,25.27442
2023-04-30,25.90559
2023-05-01,25.08232
2023-05-02,25.02744
2023-05-03,25.57628
2023-05-04,22.66739
2023-05-05,30.43358
2023-05-06,27.11306
2023-05-07,31.8057
2023-05-08,26.67398
2023-05-09,27.46981
2023-05-10,26.15257
2023-05-11,28.26564
2023-05-12,26.20746
2023-05-13,24.67069
2023-05-14,24.58836
2023-05-15,26.78375
2023-05-16,24.23161
2023-05-17,23.68276
2023-05-18,27.3326
2023-05-19,26.39956
2023-05-20,26.70142
2023-05-21,24.94511
2023-05-22,48.21624
2023-05-23,38.85839
2023-05-24,30.79034
2023-05-25,27.41492
2023-05-26,26.09769
2023-05-27,32.02524
2023-05-28,39.81888
2023-05-29,36.38858
