date,코스피200선물
2020-12-14,27.43549
2020-12-15,30.54239
2020-12-16,25.27646
2020-12-17,25.48709
2020-12-18,23.90731
2020-12-19,3.00157
2020-12-20,2.47498
2020-12-21,24.32859
2020-12-22,25.38177
2020-12-23,25.2238
2020-12-24,27.75144
2020-12-25,3.47551
2020-12-26,2.42232
2020-12-27,2.79094
2020-12-28,32.43812
2020-12-29,52.23802
2020-12-30,38.44128
2020-12-31,5.4239
2021-01-01,2.21169
2021-01-02,2.26434
2021-01-03,1.84307
2021-01-04,31.06898
2021-01-05,31.91153
2021-01-06,35.1764
2021-01-07,32.75408
2021-01-08,36.28225
2021-01-09,6.63507
2021-01-10,3.94944
2021-01-11,52.1327
2021-01-12,50.86887
2021-01-13,42.18009
2021-01-14,39.65244
2021-01-15,39.02053
2021-01-16,6.89836
2021-01-17,5.52922
2021-01-18,40.49499
2021-01-19,41.23222
2021-01-20,40.86361
2021-01-21,34.07056
2021-01-22,31.75355
2021-01-23,5.10795
2021-01-24,3.42285
2021-01-25,29.17324
2021-01-26,39.59978
2021-01-27,41.44286
2021-01-28,40.75829
2021-01-29,52.92259
2021-01-30,6.58241
2021-01-31,6.42443
2021-02-01,36.07161
2021-02-02,35.07109
2021-02-03,39.54713
2021-02-04,38.44128
2021-02-05,31.75355
2021-02-06,4.0021
2021-02-07,3.52817
2021-02-08,25.17114
2021-02-09,23.802
2021-02-10,25.53975
2021-02-11,3.00157
2021-02-12,2.15903
2021-02-13,2.42232
2021-02-14,2.68562
2021-02-15,25.27646
2021-02-16,25.53975
2021-02-17,25.90837
2021-02-18,32.5961
2021-02-19,38.44128
2021-02-20,3.58083
2021-02-21,4.0021
2021-02-22,31.75355
2021-02-23,29.54186
2021-02-24,35.28172
2021-02-25,39.49447
2021-02-26,41.28488
2021-02-27,4.52869
2021-02-28,2.73828
2021-03-01,4.37072
2021-03-02,34.0179
2021-03-03,30.12111
2021-03-04,34.12322
2021-03-05,30.33175
2021-03-06,3.68615
2021-03-07,2.73828
2021-03-08,26.59294
2021-03-09,35.1764
2021-03-10,30.75302
2021-03-11,32.28014
2021-03-12,30.70036
2021-03-13,4.47604
2021-03-14,3.26487
2021-03-15,24.11795
2021-03-16,23.17008
2021-03-17,25.11848
2021-03-18,30.38441
2021-03-19,33.49131
2021-03-20,4.42338
2021-03-21,4.31806
2021-03-22,36.28225
2021-03-23,34.33385
2021-03-24,39.38915
2021-03-25,29.38388
2021-03-26,29.80516
2021-03-27,3.42285
2021-03-28,2.68562
2021-03-29,27.33017
2021-03-30,31.22696
2021-03-31,37.23012
2021-04-01,30.59505
2021-04-02,31.01632
2021-04-03,2.94892
2021-04-04,2.10637
2021-04-05,26.85624
2021-04-06,28.48867
2021-04-07,29.69984
2021-04-08,24.48657
2021-04-09,26.22432
2021-04-10,1.79041
2021-04-11,2.10637
2021-04-12,23.38072
2021-04-13,31.91153
2021-04-14,34.22854
2021-04-15,29.7525
2021-04-16,29.33122
2021-04-17,2.15903
2021-04-18,3.10689
2021-04-19,29.01527
2021-04-20,30.06845
2021-04-21,39.81042
2021-04-22,30.33175
2021-04-23,34.75513
2021-04-24,2.94892
2021-04-25,2.52764
2021-04-26,27.90942
2021-04-27,31.70089
2021-04-28,37.86203
2021-04-29,33.70194
2021-04-30,35.96629
2021-05-01,3.68615
2021-05-02,2.42232
2021-05-03,33.7546
2021-05-04,33.49131
2021-05-05,3.63349
2021-05-06,27.90942
2021-05-07,31.06898
2021-05-08,2.94892
2021-05-09,1.00052
2021-05-10,34.54449
2021-05-11,38.38862
2021-05-12,40.2317
2021-05-13,40.38967
2021-05-14,28.64665
2021-05-15,2.68562
2021-05-16,3.15955
2021-05-17,23.85466
2021-05-18,26.3823
2021-05-19,3.58083
2021-05-20,22.74881
2021-05-21,26.32964
2021-05-22,2.79094
2021-05-23,3.47551
2021-05-24,22.59083
2021-05-25,22.80147
2021-05-26,22.95945
2021-05-27,21.37967
2021-05-28,24.17061
2021-05-29,1.05318
2021-05-30,1.47446
2021-05-31,20.48446
2021-06-01,24.38125
2021-06-02,23.95997
2021-06-03,30.22643
2021-06-04,22.90679
2021-06-05,2.73828
2021-06-06,2.05371
2021-06-07,22.43285
2021-06-08,20.53712
2021-06-09,25.90837
2021-06-10,30.80568
2021-06-11,22.43285
2021-06-12,2.52764
2021-06-13,2.10637
2021-06-14,22.06424
2021-06-15,20.90573
2021-06-16,24.64454
2021-06-17,21.74828
2021-06-18,22.3802
2021-06-19,2.21169
2021-06-20,1.84307
2021-06-21,27.85676
2021-06-22,24.53923
2021-06-23,21.80094
2021-06-24,24.38125
2021-06-25,26.11901
2021-06-26,2.05371
2021-06-27,1.79041
2021-06-28,23.06477
2021-06-29,23.11743
2021-06-30,20.80042
2021-07-01,22.22222
2021-07-02,20.11585
2021-07-03,2.79094
2021-07-04,1.68509
2021-07-05,19.79989
2021-07-06,19.43127
2021-07-07,24.85518
2021-07-08,27.01421
2021-07-09,32.38546
2021-07-10,3.63349
2021-07-11,2.73828
2021-07-12,19.90521
2021-07-13,20.74776
2021-07-14,22.1169
2021-07-15,19.74723
2021-07-16,18.7467
2021-07-17,2.10637
2021-07-18,1.31648
2021-07-19,22.3802
2021-07-20,23.01211
2021-07-21,26.11901
2021-07-22,22.22222
2021-07-23,22.43285
2021-07-24,2.10637
2021-07-25,1.63243
2021-07-26,20.27382
2021-07-27,18.27277
2021-07-28,18.53607
2021-07-29,18.27277
2021-07-30,21.11637
2021-07-31,1.4218
2021-08-01,1.68509
2021-08-02,21.11637
2021-08-03,21.48499
2021-08-04,29.17324
2021-08-05,23.5387
2021-08-06,21.27435
2021-08-07,2.00105
2021-08-08,2.36966
2021-08-09,17.21958
2021-08-10,21.69562
2021-08-11,26.69826
2021-08-12,22.85413
2021-08-13,30.54239
2021-08-14,3.05423
2021-08-15,1.63243
2021-08-16,2.94892
2021-08-17,26.11901
2021-08-18,22.43285
2021-08-19,26.90889
2021-08-20,32.22748
2021-08-21,3.94944
2021-08-22,2.8436
2021-08-23,31.06898
2021-08-24,30.33175
2021-08-25,25.85571
2021-08-26,24.48657
2021-08-27,18.64139
2021-08-28,2.15903
2021-08-29,1.94839
2021-08-30,19.37862
2021-08-31,24.11795
2021-09-01,21.80094
2021-09-02,25.2238
2021-09-03,22.22222
2021-09-04,2.26434
2021-09-05,1.52711
2021-09-06,19.69457
2021-09-07,20.53712
2021-09-08,21.53765
2021-09-09,28.43601
2021-09-10,27.33017
2021-09-11,2.26434
2021-09-12,1.68509
2021-09-13,20.85308
2021-09-14,18.95734
2021-09-15,20.6951
2021-09-16,20.58978
2021-09-17,17.8515
2021-09-18,1.36914
2021-09-19,1.21116
2021-09-20,2.26434
2021-09-21,2.36966
2021-09-22,3.79146
2021-09-23,24.6972
2021-09-24,17.8515
2021-09-25,2.36966
2021-09-26,1.94839
2021-09-27,16.95629
2021-09-28,24.43391
2021-09-29,34.07056
2021-09-30,22.16956
2021-10-01,29.91047
2021-10-02,2.68562
2021-10-03,2.05371
2021-10-04,4.47604
2021-10-05,31.1743
2021-10-06,40.38967
2021-10-07,33.22801
2021-10-08,27.11953
2021-10-09,2.73828
2021-10-10,2.317
2021-10-11,3.10689
2021-10-12,27.69878
2021-10-13,24.11795
2021-10-14,26.69826
2021-10-15,21.74828
2021-10-16,4.0021
2021-10-17,1.26382
2021-10-18,21.95892
2021-10-19,17.53554
2021-10-20,19.53659
2021-10-21,15.21853
2021-10-22,13.69141
2021-10-23,2.42232
2021-10-24,2.317
2021-10-25,20.48446
2021-10-26,16.69299
2021-10-27,18.7467
2021-10-28,17.06161
2021-10-29,21.59031
2021-10-30,2.79094
2021-10-31,2.42232
2021-11-01,18.00947
2021-11-02,17.69352
2021-11-03,19.79989
2021-11-04,27.33017
2021-11-05,21.32701
2021-11-06,1.73775
2021-11-07,1.68509
2021-11-08,21.59031
2021-11-09,14.90258
2021-11-10,19.32596
2021-11-11,19.22064
2021-11-12,18.79936
2021-11-13,1.63243
2021-11-14,1.73775
2021-11-15,16.37704
2021-11-16,18.11479
2021-11-17,17.27224
2021-11-18,19.22064
2021-11-19,15.69246
2021-11-20,1.57977
2021-11-21,1.47446
2021-11-22,22.74881
2021-11-23,18.43075
2021-11-24,20.80042
2021-11-25,18.79936
2021-11-26,21.16903
2021-11-27,4.42338
2021-11-28,3.05423
2021-11-29,24.22327
2021-11-30,30.12111
2021-12-01,25.59241
2021-12-02,27.01421
2021-12-03,23.22274
2021-12-04,3.58083
2021-12-05,3.21221
2021-12-06,24.38125
2021-12-07,26.43496
2021-12-08,28.59399
2021-12-09,29.2259
2021-12-10,24.11795
2021-12-11,2.73828
2021-12-12,2.10637
2021-12-13,26.96155
2021-12-14,24.01263
2021-12-15,20.06319
2021-12-16,21.80094
2021-12-17,23.11743
2021-12-18,2.94892
2021-12-19,1.68509
2021-12-20,28.64665
2021-12-21,23.69668
2021-12-22,23.01211
2021-12-23,19.74723
2021-12-24,20.27382
2021-12-25,1.57977
2021-12-26,2.10637
2021-12-27,19.85255
2021-12-28,22.16956
2021-12-29,32.96471
2021-12-30,20.4318
2021-12-31,2.26434
2022-01-01,1.47446
2022-01-02,1.05318
2022-01-03,20.95839
2022-01-04,20.06319
2022-01-05,27.85676
2022-01-06,34.38651
2022-01-07,23.95997
2022-01-08,3.26487
2022-01-09,1.68509
2022-01-10,24.90784
2022-01-11,28.43601
2022-01-12,28.43601
2022-01-13,24.64454
2022-01-14,24.90784
2022-01-15,2.68562
2022-01-16,2.47498
2022-01-17,28.48867
2022-01-18,27.43549
2022-01-19,32.3328
2022-01-20,23.5387
2022-01-21,28.3307
2022-01-22,3.42285
2022-01-23,3.10689
2022-01-24,35.86097
2022-01-25,35.12374
2022-01-26,37.75671
2022-01-27,47.44602
2022-01-28,36.01895
2022-01-29,3.94944
2022-01-30,2.63296
2022-01-31,2.79094
2022-02-01,2.79094
2022-02-02,3.94944
2022-02-03,33.07003
2022-02-04,24.85518
2022-02-05,3.63349
2022-02-06,3.42285
2022-02-07,26.69826
2022-02-08,25.06582
2022-02-09,22.27488
2022-02-10,24.11795
2022-02-11,23.48604
2022-02-12,4.31806
2022-02-13,2.05371
2022-02-14,27.38283
2022-02-15,22.1169
2022-02-16,24.53923
2022-02-17,28.80463
2022-02-18,26.17166
2022-02-19,3.52817
2022-02-20,3.26487
2022-02-21,24.9605
2022-02-22,28.22538
2022-02-23,23.17008
2022-02-24,33.38599
2022-02-25,26.22432
2022-02-26,2.52764
2022-02-27,3.10689
2022-02-28,20.48446
2022-03-01,4.89731
2022-03-02,23.802
2022-03-03,22.59083
2022-03-04,21.27435
2022-03-05,2.89626
2022-03-06,1.79041
2022-03-07,25.11848
2022-03-08,25.85571
2022-03-09,3.94944
2022-03-10,26.48762
2022-03-11,23.06477
2022-03-12,3.89678
2022-03-13,2.21169
2022-03-14,23.17008
2022-03-15,22.59083
2022-03-16,20.22116
2022-03-17,20.80042
2022-03-18,22.69615
2022-03-19,3.26487
2022-03-20,3.47551
2022-03-21,25.43443
2022-03-22,22.80147
2022-03-23,23.2754
2022-03-24,21.22169
2022-03-25,18.69404
2022-03-26,3.47551
2022-03-27,2.21169
2022-03-28,22.3802
2022-03-29,20.22116
2022-03-30,19.64191
2022-03-31,19.06266
2022-04-01,19.53659
2022-04-02,3.00157
2022-04-03,3.52817
2022-04-04,20.01053
2022-04-05,20.1685
2022-04-06,21.8536
2022-04-07,21.53765
2022-04-08,22.32754
2022-04-09,2.8436
2022-04-10,2.10637
2022-04-11,21.8536
2022-04-12,21.16903
2022-04-13,20.6951
2022-04-14,20.58978
2022-04-15,21.74828
2022-04-16,2.42232
2022-04-17,2.21169
2022-04-18,23.2754
2022-04-19,19.43127
2022-04-20,17.53554
2022-04-21,19.06266
2022-04-22,19.74723
2022-04-23,4.21274
2022-04-24,2.52764
2022-04-25,26.01369
2022-04-26,17.06161
2022-04-27,26.17166
2022-04-28,23.22274
2022-04-29,22.32754
2022-04-30,4.2654
2022-05-01,3.00157
2022-05-02,20.1685
2022-05-03,17.79884
2022-05-04,16.58767
2022-05-05,3.79146
2022-05-06,21.43233
2022-05-07,3.10689
2022-05-08,3.00157
2022-05-09,28.85729
2022-05-10,27.33017
2022-05-11,24.6972
2022-05-12,29.12058
2022-05-13,22.1169
2022-05-14,2.73828
2022-05-15,2.47498
2022-05-16,23.43338
2022-05-17,25.96103
2022-05-18,26.69826
2022-05-19,29.01527
2022-05-20,22.74881
2022-05-21,3.63349
2022-05-22,2.68562
2022-05-23,22.69615
2022-05-24,27.75144
2022-05-25,24.74986
2022-05-26,26.48762
2022-05-27,24.9605
2022-05-28,2.52764
2022-05-29,2.21169
2022-05-30,22.90679
2022-05-31,22.74881
2022-06-01,3.21221
2022-06-02,21.43233
2022-06-03,19.11532
2022-06-04,2.8436
2022-06-05,1.47446
2022-06-06,3.42285
2022-06-07,22.59083
2022-06-08,22.06424
2022-06-09,26.22432
2022-06-10,26.17166
2022-06-11,3.94944
2022-06-12,2.42232
2022-06-13,34.96577
2022-06-14,31.91153
2022-06-15,35.22906
2022-06-16,31.80621
2022-06-17,29.54186
2022-06-18,3.21221
2022-06-19,2.21169
2022-06-20,32.80674
2022-06-21,28.64665
2022-06-22,32.54344
2022-06-23,33.17535
2022-06-24,25.96103
2022-06-25,4.2654
2022-06-26,3.21221
2022-06-27,24.64454
2022-06-28,26.75092
2022-06-29,28.48867
2022-06-30,28.75197
2022-07-01,26.01369
2022-07-02,4.0021
2022-07-03,2.68562
2022-07-04,27.8041
2022-07-05,25.2238
2022-07-06,28.27804
2022-07-07,22.90679
2022-07-08,22.43285
2022-07-09,2.10637
2022-07-10,1.94839
2022-07-11,20.90573
2022-07-12,27.59347
2022-07-13,20.85308
2022-07-14,22.43285
2022-07-15,21.69562
2022-07-16,2.52764
2022-07-17,2.73828
2022-07-18,22.90679
2022-07-19,22.06424
2022-07-20,20.90573
2022-07-21,22.3802
2022-07-22,18.58873
2022-07-23,2.15903
2022-07-24,2.10637
2022-07-25,19.90521
2022-07-26,19.06266
2022-07-27,17.8515
2022-07-28,21.27435
2022-07-29,19.53659
2022-07-30,2.26434
2022-07-31,2.317
2022-08-01,20.80042
2022-08-02,18.27277
2022-08-03,18.69404
2022-08-04,24.59189
2022-08-05,18.90468
2022-08-06,2.42232
2022-08-07,1.79041
2022-08-08,17.8515
2022-08-09,20.58978
2022-08-10,21.01105
2022-08-11,24.06529
2022-08-12,20.58978
2022-08-13,2.26434
2022-08-14,1.36914
2022-08-15,2.00105
2022-08-16,21.64296
2022-08-17,21.53765
2022-08-18,19.58925
2022-08-19,18.32543
2022-08-20,2.00105
2022-08-21,2.05371
2022-08-22,23.38072
2022-08-23,20.90573
2022-08-24,18.64139
2022-08-25,19.22064
2022-08-26,17.11427
2022-08-27,3.63349
2022-08-28,2.00105
2022-08-29,26.90889
2022-08-30,20.32648
2022-08-31,25.01316
2022-09-01,23.59136
2022-09-02,26.3823
2022-09-03,2.47498
2022-09-04,2.42232
2022-09-05,19.53659
2022-09-06,23.22274
2022-09-07,24.6972
2022-09-08,19.53659
2022-09-09,1.84307
2022-09-10,1.10584
2022-09-11,0.8952
2022-09-12,3.26487
2022-09-13,21.06371
2022-09-14,27.06687
2022-09-15,22.06424
2022-09-16,24.11795
2022-09-17,3.00157
2022-09-18,2.8436
2022-09-19,22.48551
2022-09-20,25.17114
2022-09-21,22.69615
2022-09-22,29.27856
2022-09-23,30.6477
2022-09-24,3.89678
2022-09-25,3.31753
2022-09-26,42.18009
2022-09-27,39.86308
2022-09-28,38.44128
2022-09-29,35.22906
2022-09-30,33.96524
2022-10-01,3.31753
2022-10-02,1.94839
2022-10-03,5.37124
2022-10-04,25.64507
2022-10-05,34.49183
2022-10-06,27.96208
2022-10-07,26.01369
2022-10-08,2.89626
2022-10-09,1.94839
2022-10-10,4.21274
2022-10-11,26.43496
2022-10-12,29.91047
2022-10-13,34.59715
2022-10-14,26.96155
2022-10-15,3.84412
2022-10-16,3.63349
2022-10-17,30.27909
2022-10-18,27.85676
2022-10-19,30.54239
2022-10-20,29.96313
2022-10-21,31.38493
2022-10-22,4.05476
2022-10-23,2.21169
2022-10-24,27.8041
2022-10-25,23.74934
2022-10-26,27.8041
2022-10-27,25.2238
2022-10-28,28.0674
2022-10-29,3.47551
2022-10-30,2.21169
2022-10-31,25.32912
2022-11-01,26.48762
2022-11-02,26.54028
2022-11-03,30.33175
2022-11-04,26.06635
2022-11-05,3.47551
2022-11-06,2.42232
2022-11-07,21.59031
2022-11-08,24.01263
2022-11-09,26.85624
2022-11-10,28.0674
2022-11-11,33.38599
2022-11-12,4.68667
2022-11-13,2.52764
2022-11-14,28.0674
2022-11-15,23.95997
2022-11-16,23.64402
2022-11-17,24.38125
2022-11-18,27.43549
2022-11-19,3.7388
2022-11-20,1.79041
2022-11-21,25.80305
2022-11-22,26.69826
2022-11-23,23.32806
2022-11-24,22.16956
2022-11-25,23.22274
2022-11-26,2.5803
2022-11-27,2.05371
2022-11-28,26.96155
2022-11-29,22.90679
2022-11-30,24.32859
2022-12-01,30.70036
2022-12-02,26.6456
2022-12-03,2.94892
2022-12-04,2.317
2022-12-05,26.3823
2022-12-06,29.85781
2022-12-07,33.17535
2022-12-08,30.06845
2022-12-09,25.90837
2022-12-10,2.63296
2022-12-11,2.89626
2022-12-12,21.22169
2022-12-13,23.59136
2022-12-14,20.64244
2022-12-15,24.22327
2022-12-16,30.22643
2022-12-17,3.26487
2022-12-18,1.47446
2022-12-19,26.54028
2022-12-20,28.69931
2022-12-21,24.64454
2022-12-22,23.01211
2022-12-23,29.7525
2022-12-24,2.21169
2022-12-25,1.47446
2022-12-26,23.5387
2022-12-27,20.48446
2022-12-28,42.65402
2022-12-29,36.96682
2022-12-30,6.52975
2022-12-31,1.89573
2023-01-01,2.36966
2023-01-02,28.48867
2023-01-03,32.12216
2023-01-04,28.27804
2023-01-05,26.27698
2023-01-06,27.8041
2023-01-07,5.63454
2023-01-08,2.10637
2023-01-09,26.69826
2023-01-10,27.06687
2023-01-11,23.38072
2023-01-12,23.74934
2023-01-13,20.48446
2023-01-14,3.37019
2023-01-15,2.47498
2023-01-16,22.1169
2023-01-17,22.59083
2023-01-18,22.48551
2023-01-19,24.22327
2023-01-20,26.01369
2023-01-21,4.52869
2023-01-22,1.94839
2023-01-23,3.10689
2023-01-24,2.8436
2023-01-25,21.37967
2023-01-26,16.32438
2023-01-27,14.69194
2023-01-28,2.68562
2023-01-29,1.4218
2023-01-30,14.218
2023-01-31,13.53343
2023-02-01,10.74249
2023-02-02,14.218
2023-02-03,11.47972
2023-02-04,1.05318
2023-02-05,1.63243
2023-02-06,12.58557
2023-02-07,10.26856
2023-02-08,11.47972
2023-02-09,11.58504
2023-02-10,9.11005
2023-02-11,1.79041
2023-02-12,1.52711
2023-02-13,8.74144
2023-02-14,8.32016
2023-02-15,12.11163
2023-02-16,12.48025
2023-02-17,14.90258
2023-02-18,1.73775
2023-02-19,1.4218
2023-02-20,14.79726
2023-02-21,15.16587
2023-02-22,15.00789
2023-02-23,14.4813
2023-02-24,16.69299
2023-02-25,1.94839
2023-02-26,1.36914
2023-02-27,14.37598
2023-02-28,18.22011
2023-03-01,2.94892
2023-03-02,16.32438
2023-03-03,14.58662
2023-03-04,2.05371
2023-03-05,1.52711
2023-03-06,15.95576
2023-03-07,15.63981
2023-03-08,19.58925
2023-03-09,20.06319
2023-03-10,18.37809
2023-03-11,3.42285
2023-03-12,2.52764
2023-03-13,20.06319
2023-03-14,25.85571
2023-03-15,22.43285
2023-03-16,21.74828
2023-03-17,16.32438
2023-03-18,1.94839
2023-03-19,2.21169
2023-03-20,16.58767
2023-03-21,16.53501
2023-03-22,15.63981
2023-03-23,18.95734
2023-03-24,17.5882
2023-03-25,1.31648
2023-03-26,1.31648
2023-03-27,14.53396
2023-03-28,13.74407
2023-03-29,17.48288
2023-03-30,19.53659
2023-03-31,15.16587
2023-04-01,1.47446
2023-04-02,1.26382
2023-04-03,16.79831
2023-04-04,16.21906
2023-04-05,17.11427
2023-04-06,17.3249
2023-04-07,19.11532
2023-04-08,1.79041
2023-04-09,2.15903
2023-04-10,20.53712
2023-04-11,17.69352
2023-04-12,22.32754
2023-04-13,19.37862
2023-04-14,18.06213
2023-04-15,1.79041
2023-04-16,1.84307
2023-04-17,15.42917
2023-04-18,13.90205
2023-04-19,17.48288
2023-04-20,18.43075
2023-04-21,15.11321
2023-04-22,1.57977
2023-04-23,1.21116
2023-04-24,17.11427
2023-04-25,20.11585
2023-04-26,18.11479
2023-04-27,17.27224
2023-04-28,16.11374
2023-04-29,1.63243
2023-04-30,0.73723
2023-05-01,2.00105
2023-05-02,12.58557
2023-05-03,13.90205
2023-05-04,14.00737
2023-05-05,2.15903
2023-05-06,1.68509
2023-05-07,1.52711
2023-05-08,17.64086
2023-05-09,16.1664
2023-05-10,17.74618
2023-05-11,17.21958
2023-05-12,16.42969
2023-05-13,1.52711
2023-05-14,1.52711
2023-05-15,17.8515
2023-05-16,19.16798
2023-05-17,18.06213
2023-05-18,15.42917
2023-05-19,16.64033
2023-05-20,1.4218
2023-05-21,1.1585
2023-05-22,15.06055
2023-05-23,15.58715
2023-05-24,16.64033
2023-05-25,16.11374
2023-05-26,16.64033
2023-05-27,1.31648
2023-05-28,0.8952
2023-05-29,1.94839
