date,S&P500지수
2021-03-07,4.12684
2021-03-08,8.97733
2021-03-09,17.84543
2021-03-10,15.61305
2021-03-11,14.72897
2021-03-12,13.16903
2021-03-13,9.31185
2021-03-14,3.81963
2021-03-15,7.87479
2021-03-16,13.62984
2021-03-17,13.00177
2021-03-18,13.4933
2021-03-19,13.54451
2021-03-20,7.93282
2021-03-21,2.88435
2021-03-22,6.51624
2021-03-23,11.40087
2021-03-24,12.08697
2021-03-25,11.97433
2021-03-26,10.2915
2021-03-27,7.07946
2021-03-28,3.18132
2021-03-29,6.46163
2021-03-30,10.83765
2021-03-31,10.35294
2021-04-01,10.9776
2021-04-02,12.69115
2021-04-03,6.20562
2021-04-04,3.24276
2021-04-05,7.63244
2021-04-06,11.75928
2021-04-07,11.33943
2021-04-08,11.87534
2021-04-09,11.39063
2021-04-10,7.70412
2021-04-11,3.49877
2021-04-12,7.96695
2021-04-13,10.98443
2021-04-14,12.25764
2021-04-15,11.85486
2021-04-16,11.15169
2021-04-17,7.72119
2021-04-18,3.55338
2021-04-19,6.97023
2021-04-20,10.66698
2021-04-21,12.27129
2021-04-22,10.65333
2021-04-23,9.6293
2021-04-24,5.67312
2021-04-25,2.24604
2021-04-26,4.11318
2021-04-27,6.87807
2021-04-28,6.56744
2021-04-29,7.10677
2021-04-30,6.33192
2021-05-01,3.49877
2021-05-02,1.20835
2021-05-03,3.38954
2021-05-04,6.34216
2021-05-05,5.58096
2021-05-06,6.37288
2021-05-07,6.19538
2021-05-08,3.66261
2021-05-09,1.20835
2021-05-10,3.54655
2021-05-11,6.51283
2021-05-12,6.64937
2021-05-13,7.82018
2021-05-14,6.51624
2021-05-15,3.85035
2021-05-16,1.17763
2021-05-17,3.07209
2021-05-18,5.30447
2021-05-19,5.1338
2021-05-20,5.72433
2021-05-21,5.34885
2021-05-22,3.4578
2021-05-23,1.00354
2021-05-24,2.86387
2021-05-25,4.95972
2021-05-26,4.99726
2021-05-27,4.77539
2021-05-28,4.78904
2021-05-29,2.81267
2021-05-30,0.93869
2021-05-31,2.48156
2021-06-01,4.00737
2021-06-02,4.91534
2021-06-03,5.13722
2021-06-04,4.76856
2021-06-05,3.00723
2021-06-06,1.14691
2021-06-07,2.6693
2021-06-08,5.01092
2021-06-09,4.54328
2021-06-10,4.83683
2021-06-11,5.09284
2021-06-12,3.0755
2021-06-13,0.90797
2021-06-14,2.61127
2021-06-15,5.07577
2021-06-16,4.43063
2021-06-17,5.15428
2021-06-18,4.8027
2021-06-19,3.37247
2021-06-20,1.00354
2021-06-21,3.11987
2021-06-22,5.13722
2021-06-23,4.9563
2021-06-24,5.22255
2021-06-25,4.64227
2021-06-26,3.03795
2021-06-27,0.9933
2021-06-28,2.71709
2021-06-29,4.66275
2021-06-30,4.5501
2021-07-01,4.73443
2021-07-02,4.32482
2021-07-03,2.77512
2021-07-04,0.97282
2021-07-05,2.19142
2021-07-06,3.39978
2021-07-07,4.83342
2021-07-08,5.17818
2021-07-09,4.93582
2021-07-10,2.87752
2021-07-11,0.85335
2021-07-12,2.57714
2021-07-13,4.37602
2021-07-14,4.39991
2021-07-15,4.38626
2021-07-16,4.26679
2021-07-17,2.82632
2021-07-18,1.0684
2021-07-19,3.13353
2021-07-20,5.92913
2021-07-21,5.74822
2021-07-22,5.62192
2021-07-23,5.35226
2021-07-24,3.44415
2021-07-25,1.04792
2021-07-26,2.83656
2021-07-27,5.22596
2021-07-28,5.44101
2021-07-29,5.2089
2021-07-30,5.07577
2021-07-31,3.20862
2021-08-01,0.92504
2021-08-02,2.60786
2021-08-03,5.15087
2021-08-04,5.28399
2021-08-05,4.92558
2021-08-06,4.16439
2021-08-07,2.69661
2021-08-08,0.89773
2021-08-09,2.58738
2021-08-10,4.68664
2021-08-11,4.98361
2021-08-12,5.15087
2021-08-13,4.88121
2021-08-14,2.98334
2021-08-15,1.04109
2021-08-16,2.16411
2021-08-17,5.07236
2021-08-18,5.19524
2021-08-19,5.65606
2021-08-20,5.47856
2021-08-21,3.10281
2021-08-22,1.15032
2021-08-23,2.68978
2021-08-24,4.69347
2021-08-25,4.59448
2021-08-26,4.96313
2021-08-27,4.47842
2021-08-28,3.10622
2021-08-29,1.10253
2021-08-30,2.70685
2021-08-31,4.84366
2021-09-01,5.08601
2021-09-02,4.91534
2021-09-03,4.49208
2021-09-04,3.19838
2021-09-05,1.10936
2021-09-06,2.56348
2021-09-07,3.92545
2021-09-08,4.20876
2021-09-09,4.24972
2021-09-10,4.08929
2021-09-11,2.63175
2021-09-12,1.02061
2021-09-13,2.42695
2021-09-14,4.53304
2021-09-15,4.48184
2021-09-16,4.45111
2021-09-17,3.86742
2021-09-18,2.75464
2021-09-19,0.91821
2021-09-20,1.77839
2021-09-21,4.61496
2021-09-22,5.00068
2021-09-23,5.35909
2021-09-24,4.65592
2021-09-25,2.89117
2021-09-26,1.02744
2021-09-27,2.64541
2021-09-28,4.4989
2021-09-29,5.91889
2021-09-30,5.31471
2021-10-01,5.61168
2021-10-02,3.3042
2021-10-03,1.02061
2021-10-04,2.84339
2021-10-05,6.21586
2021-10-06,6.00764
2021-10-07,5.58779
2021-10-08,4.96996
2021-10-09,2.91166
2021-10-10,0.96941
2021-10-11,2.2358
2021-10-12,4.92558
2021-10-13,4.86414
2021-10-14,4.574
2021-10-15,4.58765
2021-10-16,2.80243
2021-10-17,0.88407
2021-10-18,2.34844
2021-10-19,4.4477
2021-10-20,4.17804
2021-10-21,4.10294
2021-10-22,4.48525
2021-10-23,2.4645
2021-10-24,0.82946
2021-10-25,2.44743
2021-10-26,4.36578
2021-10-27,4.17463
2021-10-28,3.92545
2021-10-29,4.05516
2021-10-30,2.49863
2021-10-31,1.00696
2021-11-01,2.2358
2021-11-02,4.26338
2021-11-03,3.98689
2021-11-04,4.16097
2021-11-05,3.99713
2021-11-06,2.70002
2021-11-07,0.90456
2021-11-08,2.3143
2021-11-09,4.08588
2021-11-10,4.09953
2021-11-11,4.35554
2021-11-12,3.72405
2021-11-13,2.53618
2021-11-14,0.70658
2021-11-15,2.05488
2021-11-16,3.91862
2021-11-17,3.64554
2021-11-18,3.93569
2021-11-19,3.60117
2021-11-20,2.45767
2021-11-21,0.87383
2021-11-22,2.01734
2021-11-23,4.00737
2021-11-24,3.93227
2021-11-25,3.43732
2021-11-26,3.28713
2021-11-27,3.3042
2021-11-28,1.14008
2021-11-29,2.60445
2021-11-30,4.64909
2021-12-01,4.68664
2021-12-02,4.91193
2021-12-03,4.27362
2021-12-04,3.10622
2021-12-05,1.0172
2021-12-06,2.10267
2021-12-07,4.37261
2021-12-08,4.25314
2021-12-09,4.37943
2021-12-10,4.17121
2021-12-11,3.05502
2021-12-12,1.07523
2021-12-13,2.04464
2021-12-14,4.14732
2021-12-15,4.10977
2021-12-16,4.49549
2021-12-17,4.2702
2021-12-18,2.88776
2021-12-19,0.93528
2021-12-20,1.95248
2021-12-21,4.35212
2021-12-22,3.73771
2021-12-23,3.92545
2021-12-24,3.68651
2021-12-25,1.87738
2021-12-26,0.8909
2021-12-27,1.89104
2021-12-28,4.00395
2021-12-29,4.36237
2021-12-30,3.91862
2021-12-31,3.15401
2022-01-01,2.02758
2022-01-02,1.02744
2022-01-03,2.31089
2022-01-04,4.08588
2022-01-05,4.31799
2022-01-06,4.83342
2022-01-07,4.59448
2022-01-08,3.00723
2022-01-09,1.27321
2022-01-10,2.55324
2022-01-11,4.78563
2022-01-12,4.3453
2022-01-13,3.98689
2022-01-14,4.2429
2022-01-15,2.7956
2022-01-16,1.35513
2022-01-17,2.19825
2022-01-18,3.39978
2022-01-19,4.5501
2022-01-20,4.74808
2022-01-21,5.58779
2022-01-22,4.26338
2022-01-23,1.932
2022-01-24,4.17463
2022-01-25,7.62561
2022-01-26,6.59134
2022-01-27,7.32181
2022-01-28,6.23634
2022-01-29,4.20876
2022-01-30,1.57359
2022-01-31,1.87738
2022-02-01,4.23607
2022-02-02,4.93924
2022-02-03,6.03495
2022-02-04,6.00423
2022-02-05,4.03809
2022-02-06,1.52239
2022-02-07,2.96286
2022-02-08,4.94606
2022-02-09,4.929
2022-02-10,4.68664
2022-02-11,5.09625
2022-02-12,3.59093
2022-02-13,1.46436
2022-02-14,2.96627
2022-02-15,5.19866
2022-02-16,5.07919
2022-02-17,5.27375
2022-02-18,5.27717
2022-02-19,3.57728
2022-02-20,1.21518
2022-02-21,2.67954
2022-02-22,4.58424
2022-02-23,5.58779
2022-02-24,6.95316
2022-02-25,6.68691
2022-02-26,4.08929
2022-02-27,1.33806
2022-02-28,2.87069
2022-03-01,4.46818
2022-03-02,4.88462
2022-03-03,4.90851
2022-03-04,5.24645
2022-03-05,3.52949
2022-03-06,0.9933
2022-03-07,3.13353
2022-03-08,5.86086
2022-03-09,4.46818
2022-03-10,5.29765
2022-03-11,4.88462
2022-03-12,3.51925
2022-03-13,1.30734
2022-03-14,3.42367
2022-03-15,5.72091
2022-03-16,5.78918
2022-03-17,6.05884
2022-03-18,5.69702
2022-03-19,3.72747
2022-03-20,1.4746
2022-03-21,3.09939
2022-03-22,5.05529
2022-03-23,5.32495
2022-03-24,5.20207
2022-03-25,5.13722
2022-03-26,3.28372
2022-03-27,1.12643
2022-03-28,2.96286
2022-03-29,5.19524
2022-03-30,5.33861
2022-03-31,4.86073
2022-04-01,4.62179
2022-04-02,3.04478
2022-04-03,1.05133
2022-04-04,2.75805
2022-04-05,4.51597
2022-04-06,4.44087
2022-04-07,4.65251
2022-04-08,4.64227
2022-04-09,3.08574
2022-04-10,0.9421
2022-04-11,2.57373
2022-04-12,4.62179
2022-04-13,4.79246
2022-04-14,4.69006
2022-04-15,4.01078
2022-04-16,2.08219
2022-04-17,0.84994
2022-04-18,2.33137
2022-04-19,4.20193
2022-04-20,4.17121
2022-04-21,4.14049
2022-04-22,4.18828
2022-04-23,3.17449
2022-04-24,1.08205
2022-04-25,2.9731
2022-04-26,5.10991
2022-04-27,6.60158
2022-04-28,5.54341
2022-04-29,5.16452
2022-04-30,4.00737
2022-05-01,1.21176
2022-05-02,3.31785
2022-05-03,5.55707
2022-05-04,4.98702
2022-05-05,5.03823
2022-05-06,6.06567
2022-05-07,3.65237
2022-05-08,1.39609
2022-05-09,3.72064
2022-05-10,7.54369
2022-05-11,7.1648
2022-05-12,8.20248
2022-05-13,6.73812
2022-05-14,3.81622
2022-05-15,1.31075
2022-05-16,3.57728
2022-05-17,6.08956
2022-05-18,5.63216
2022-05-19,7.71095
2022-05-20,6.97364
2022-05-21,4.56376
2022-05-22,1.60772
2022-05-23,4.09953
2022-05-24,6.5572
2022-05-25,6.86783
2022-05-26,6.19538
2022-05-27,5.74481
2022-05-28,3.74453
2022-05-29,1.38244
2022-05-30,3.57728
2022-05-31,5.59462
2022-06-01,5.12356
2022-06-02,5.56048
2022-06-03,5.42394
2022-06-04,3.4817
2022-06-05,1.38926
2022-06-06,2.51228
2022-06-07,5.30106
2022-06-08,6.1749
2022-06-09,6.50259
2022-06-10,6.90879
2022-06-11,5.0075
2022-06-12,3.67626
2022-06-13,7.19552
2022-06-14,11.31895
2022-06-15,10.04574
2022-06-16,9.64636
2022-06-17,10.03208
2022-06-18,6.22269
2022-06-19,2.83997
2022-06-20,6.44456
2022-06-21,7.70412
2022-06-22,8.83055
2022-06-23,9.02853
2022-06-24,8.62233
2022-06-25,5.76529
2022-06-26,2.12998
2022-06-27,5.8199
2022-06-28,8.42435
2022-06-29,8.16835
2022-06-30,8.06936
2022-07-01,8.09666
2022-07-02,5.15428
2022-07-03,2.287
2022-07-04,4.57058
2022-07-05,6.82687
2022-07-06,8.42777
2022-07-07,8.0557
2022-07-08,8.41411
2022-07-09,5.05871
2022-07-10,2.82291
2022-07-11,4.87779
2022-07-12,7.8509
2022-07-13,8.01474
2022-07-14,7.68364
2022-07-15,7.41398
2022-07-16,4.61837
2022-07-17,1.54628
2022-07-18,4.94265
2022-07-19,7.65292
2022-07-20,8.42094
2022-07-21,8.41411
2022-07-22,8.19907
2022-07-23,4.41698
2022-07-24,1.57359
2022-07-25,4.39309
2022-07-26,7.29451
2022-07-27,7.09653
2022-07-28,7.92941
2022-07-29,7.91234
2022-07-30,4.79587
2022-07-31,1.78864
2022-08-01,4.98361
2022-08-02,7.29451
2022-08-03,7.86114
2022-08-04,7.82359
2022-08-05,7.6495
2022-08-06,4.46135
2022-08-07,1.55652
2022-08-08,4.24631
2022-08-09,6.99071
2022-08-10,6.99754
2022-08-11,8.19565
2022-08-12,7.23306
2022-08-13,4.83001
2022-08-14,1.53945
2022-08-15,3.38612
2022-08-16,7.23648
2022-08-17,7.57441
2022-08-18,7.21941
2022-08-19,6.63913
2022-08-20,4.14049
2022-08-21,1.50191
2022-08-22,4.17463
2022-08-23,7.31499
2022-08-24,7.1409
2022-08-25,6.93268
2022-08-26,6.88831
2022-08-27,5.42736
2022-08-28,1.72037
2022-08-29,5.28399
2022-08-30,8.20248
2022-08-31,7.96354
2022-09-01,8.34243
2022-09-02,8.33219
2022-09-03,5.34202
2022-09-04,1.68623
2022-09-05,3.89131
2022-09-06,6.28754
2022-09-07,8.82031
2022-09-08,7.38326
2022-09-09,6.01105
2022-09-10,4.30434
2022-09-11,1.73061
2022-09-12,3.46122
2022-09-13,8.76228
2022-09-14,10.6465
2022-09-15,8.64964
2022-09-16,8.76911
2022-09-17,5.36933
2022-09-18,1.93541
2022-09-19,5.01092
2022-09-20,8.0557
2022-09-21,7.81335
2022-09-22,9.69756
2022-09-23,8.82714
2022-09-24,6.83711
2022-09-25,2.45084
2022-09-26,7.56758
2022-09-27,11.56813
2022-09-28,11.44524
2022-09-29,11.17558
2022-09-30,10.07646
2022-10-01,6.60841
2022-10-02,2.22897
2022-10-03,5.03481
2022-10-04,11.50327
2022-10-05,11.2302
2022-10-06,10.77962
2022-10-07,9.17531
2022-10-08,5.86428
2022-10-09,1.95931
2022-10-10,4.61837
2022-10-11,10.42121
2022-10-12,10.69087
2022-10-13,10.89568
2022-10-14,12.41807
2022-10-15,7.73825
2022-10-16,2.4918
2022-10-17,7.32523
2022-10-18,12.40783
2022-10-19,11.57495
2022-10-20,10.00136
2022-10-21,9.53713
2022-10-22,6.42408
2022-10-23,1.90469
2022-10-24,6.06908
2022-10-25,10.39732
2022-10-26,10.32222
2022-10-27,10.54068
2022-10-28,9.69756
2022-10-29,6.23634
2022-10-30,1.95589
2022-10-31,5.92572
2022-11-01,10.56458
2022-11-02,9.96381
2022-11-03,10.38367
2022-11-04,9.20944
2022-11-05,6.31485
2022-11-06,2.49863
2022-11-07,9.16848
2022-11-08,10.79669
2022-11-09,10.27785
2022-11-10,9.94333
2022-11-11,12.93691
2022-11-12,7.9533
2022-11-13,2.06512
2022-11-14,5.83014
2022-11-15,10.71477
2022-11-16,10.16179
2022-11-17,8.44483
2022-11-18,8.39363
2022-11-19,5.62534
2022-11-20,1.69647
2022-11-21,4.42039
2022-11-22,7.74849
2022-11-23,8.43118
2022-11-24,8.00109
2022-11-25,6.55038
2022-11-26,4.44087
2022-11-27,1.53604
2022-11-28,3.87424
2022-11-29,7.27744
2022-11-30,7.63926
2022-12-01,9.19238
2022-12-02,7.74508
2022-12-03,4.84025
2022-12-04,1.73061
2022-12-05,4.14049
2022-12-06,7.55051
2022-12-07,7.55051
2022-12-08,7.70412
2022-12-09,7.44128
2022-12-10,5.16111
2022-12-11,1.76133
2022-12-12,4.05174
2022-12-13,8.47214
2022-12-14,9.10363
2022-12-15,8.13762
2022-12-16,7.51297
2022-12-17,5.22938
2022-12-18,1.8057
2022-12-19,3.94593
2022-12-20,7.91916
2022-12-21,7.84748
2022-12-22,7.59489
2022-12-23,8.39363
2022-12-24,5.19524
2022-12-25,1.64868
2022-12-26,3.67968
2022-12-27,5.71067
2022-12-28,7.73484
2022-12-29,7.43104
2022-12-30,6.82004
2022-12-31,4.19852
2023-01-01,1.64868
2023-01-02,3.8128
2023-01-03,6.50942
2023-01-04,8.84079
2023-01-05,8.68377
2023-01-06,8.33219
2023-01-07,6.58793
2023-01-08,2.0856
2023-01-09,5.33861
2023-01-10,9.66684
2023-01-11,9.30161
2023-01-12,9.51665
2023-01-13,9.91944
2023-01-14,6.73129
2023-01-15,2.07536
2023-01-16,4.29068
2023-01-17,6.72105
2023-01-18,8.66329
2023-01-19,8.62916
2023-01-20,7.827
2023-01-21,5.895
2023-01-22,1.73743
2023-01-23,3.05843
2023-01-24,7.77239
2023-01-25,8.77252
2023-01-26,9.00464
2023-01-27,8.89882
2023-01-28,6.10663
2023-01-29,2.03782
2023-01-30,4.46477
2023-01-31,7.59489
2023-02-01,7.73484
2023-02-02,9.05584
2023-02-03,8.70767
2023-02-04,5.29765
2023-02-05,1.932
2023-02-06,4.07905
2023-02-07,7.51638
2023-02-08,7.77239
2023-02-09,7.51297
2023-02-10,7.20234
2023-02-11,5.2601
2023-02-12,1.63162
2023-02-13,3.59093
2023-02-14,7.06239
2023-02-15,7.59148
2023-02-16,7.45152
2023-02-17,6.95999
2023-02-18,4.87097
2023-02-19,1.56335
2023-02-20,3.30761
2023-02-21,5.28058
2023-02-22,7.46176
2023-02-23,7.10677
2023-02-24,6.82687
2023-02-25,4.61155
2023-02-26,1.3722
2023-02-27,3.51925
2023-02-28,6.36264
2023-03-01,5.895
2023-03-02,6.49576
2023-03-03,6.29437
2023-03-04,4.32823
2023-03-05,1.7545
2023-03-06,3.608
2023-03-07,6.81663
2023-03-08,6.59475
2023-03-09,6.46163
2023-03-10,6.65961
2023-03-11,5.08943
2023-03-12,1.76133
2023-03-13,5.21914
2023-03-14,8.82031
2023-03-15,8.15469
2023-03-16,7.98743
2023-03-17,7.43446
2023-03-18,5.12015
2023-03-19,1.64186
2023-03-20,4.17463
2023-03-21,7.08287
2023-03-22,7.31499
2023-03-23,8.62575
2023-03-24,7.23306
2023-03-25,4.76174
2023-03-26,1.57359
2023-03-27,3.76501
2023-03-28,6.90196
2023-03-29,6.76201
2023-03-30,6.59475
2023-03-31,6.58793
2023-04-01,4.5228
2023-04-02,1.29027
2023-04-03,4.20535
2023-04-04,7.29792
2023-04-05,6.67667
2023-04-06,6.86441
2023-04-07,5.85404
2023-04-08,2.6181
2023-04-09,1.14691
2023-04-10,3.39636
2023-04-11,6.48894
2023-04-12,6.8098
2023-04-13,6.43091
2023-04-14,6.31485
2023-04-15,3.69333
2023-04-16,1.31417
2023-04-17,3.34516
2023-04-18,6.33192
2023-04-19,6.00764
2023-04-20,5.79601
2023-04-21,5.37274
2023-04-22,3.37247
2023-04-23,1.11619
2023-04-24,2.85021
2023-04-25,5.18842
2023-04-26,5.33519
2023-04-27,5.88476
2023-04-28,5.25327
2023-04-29,3.46805
2023-04-30,1.0172
2023-05-01,2.12998
2023-05-02,5.26351
2023-05-03,5.59803
2023-05-04,5.81649
2023-05-05,4.36578
2023-05-06,3.51925
2023-05-07,1.02061
2023-05-08,2.93214
2023-05-09,5.24303
2023-05-10,5.09967
2023-05-11,5.26351
2023-05-12,4.84707
2023-05-13,3.10622
2023-05-14,0.91138
2023-05-15,2.58055
2023-05-16,4.88803
2023-05-17,5.03823
2023-05-18,5.02457
2023-05-19,5.35567
2023-05-20,3.20521
2023-05-21,0.93528
2023-05-22,2.85363
2023-05-23,5.4376
2023-05-24,5.47856
2023-05-25,5.18842
2023-05-26,5.0075
2023-05-27,3.57386
2023-05-28,1.12984
2023-05-29,2.06171
