date,자동차보험다이렉트비교
2023-05-31,29.51612
2023-06-01,26.77419
2023-06-02,23.70967
2023-06-03,12.09677
2023-06-04,11.93548
2023-06-05,25.96774
2023-06-06,14.51612
2023-06-07,22.90322
2023-06-08,21.6129
2023-06-09,20.96774
2023-06-10,10.64516
2023-06-11,8.54838
2023-06-12,24.19354
2023-06-13,25.64516
2023-06-14,25.64516
2023-06-15,24.51612
2023-06-16,19.67741
2023-06-17,12.74193
2023-06-18,9.19354
2023-06-19,27.09677
2023-06-20,27.41935
2023-06-21,23.06451
2023-06-22,22.25806
2023-06-23,16.29032
2023-06-24,9.67741
2023-06-25,7.90322
2023-06-26,22.09677
2023-06-27,21.29032
2023-06-28,23.06451
2023-06-29,21.6129
2023-06-30,22.41935
2023-07-01,9.35483
2023-07-02,9.03225
2023-07-03,26.93548
2023-07-04,23.70967
2023-07-05,25.48387
2023-07-06,25.64516
2023-07-07,20.16129
2023-07-08,9.51612
2023-07-09,9.8387
2023-07-10,21.45161
2023-07-11,26.29032
2023-07-12,20.80645
2023-07-13,21.45161
2023-07-14,14.67741
2023-07-15,7.58064
2023-07-16,12.25806
2023-07-17,19.19354
2023-07-18,22.58064
2023-07-19,24.03225
2023-07-20,22.41935
2023-07-21,17.90322
2023-07-22,10.32258
2023-07-23,11.93548
2023-07-24,25.64516
2023-07-25,24.8387
2023-07-26,21.29032
2023-07-27,22.41935
2023-07-28,20.48387
2023-07-29,12.90322
2023-07-30,11.29032
2023-07-31,27.58064
2023-08-01,25.96774
2023-08-02,21.45161
2023-08-03,27.41935
2023-08-04,21.6129
2023-08-05,10.80645
2023-08-06,12.25806
2023-08-07,28.38709
2023-08-08,30.80645
2023-08-09,25.80645
2023-08-10,28.54838
2023-08-11,27.58064
2023-08-12,8.38709
2023-08-13,6.77419
2023-08-14,20.0
2023-08-15,14.8387
2023-08-16,25.32258
2023-08-17,22.58064
2023-08-18,24.51612
2023-08-19,14.8387
2023-08-20,16.93548
2023-08-21,25.80645
2023-08-22,26.77419
2023-08-23,18.38709
2023-08-24,23.06451
2023-08-25,20.0
2023-08-26,13.2258
2023-08-27,12.25806
2023-08-28,25.96774
2023-08-29,25.16129
2023-08-30,26.45161
2023-08-31,23.06451
2023-09-01,15.96774
2023-09-02,10.0
2023-09-03,12.09677
2023-09-04,27.74193
2023-09-05,23.38709
2023-09-06,19.51612
2023-09-07,21.45161
2023-09-08,16.29032
2023-09-09,7.58064
2023-09-10,8.38709
2023-09-11,26.29032
2023-09-12,21.93548
2023-09-13,22.74193
2023-09-14,20.48387
2023-09-15,20.48387
2023-09-16,8.70967
2023-09-17,12.25806
2023-09-18,24.35483
2023-09-19,20.48387
2023-09-20,26.93548
2023-09-21,21.93548
2023-09-22,16.12903
2023-09-23,7.09677
2023-09-24,7.25806
2023-09-25,25.0
2023-09-26,22.09677
2023-09-27,14.03225
2023-09-28,4.03225
2023-09-29,6.45161
2023-09-30,6.29032
2023-10-01,5.96774
2023-10-02,8.38709
2023-10-03,8.70967
2023-10-04,28.2258
2023-10-05,25.80645
2023-10-06,21.12903
2023-10-07,9.35483
2023-10-08,7.74193
2023-10-09,10.16129
2023-10-10,29.67741
2023-10-11,29.35483
2023-10-12,28.54838
2023-10-13,20.32258
2023-10-14,10.96774
2023-10-15,9.19354
2023-10-16,26.45161
2023-10-17,25.32258
2023-10-18,25.0
2023-10-19,25.32258
2023-10-20,21.6129
2023-10-21,7.74193
2023-10-22,11.29032
2023-10-23,28.70967
2023-10-24,26.77419
2023-10-25,23.70967
2023-10-26,26.6129
2023-10-27,18.87096
2023-10-28,10.0
2023-10-29,9.51612
2023-10-30,20.96774
2023-10-31,24.8387
2023-11-01,26.93548
2023-11-02,31.45161
2023-11-03,23.06451
2023-11-04,13.2258
2023-11-05,13.54838
2023-11-06,29.67741
2023-11-07,25.0
2023-11-08,23.70967
2023-11-09,23.2258
2023-11-10,24.8387
2023-11-11,11.77419
2023-11-12,10.64516
2023-11-13,23.70967
2023-11-14,24.35483
2023-11-15,29.35483
2023-11-16,26.29032
2023-11-17,21.45161
2023-11-18,9.8387
2023-11-19,10.80645
2023-11-20,33.06451
2023-11-21,24.35483
2023-11-22,21.29032
2023-11-23,24.67741
2023-11-24,16.6129
2023-11-25,8.2258
2023-11-26,9.51612
2023-11-27,21.93548
2023-11-28,24.67741
2023-11-29,21.29032
2023-11-30,24.19354
2023-12-01,17.25806
2023-12-02,8.2258
2023-12-03,9.67741
2023-12-04,28.06451
2023-12-05,21.93548
2023-12-06,24.19354
2023-12-07,19.35483
2023-12-08,19.35483
2023-12-09,6.6129
2023-12-10,9.19354
2023-12-11,20.80645
2023-12-12,23.54838
2023-12-13,21.12903
2023-12-14,15.64516
2023-12-15,14.8387
2023-12-16,7.25806
2023-12-17,7.58064
2023-12-18,20.64516
2023-12-19,15.0
2023-12-20,24.35483
2023-12-21,19.03225
2023-12-22,21.29032
2023-12-23,9.03225
2023-12-24,7.58064
2023-12-25,8.70967
2023-12-26,24.67741
2023-12-27,18.38709
2023-12-28,21.93548
2023-12-29,21.93548
2023-12-30,12.58064
2023-12-31,8.54838
2024-01-01,13.54838
2024-01-02,24.03225
2024-01-03,26.77419
2024-01-04,22.58064
2024-01-05,20.16129
2024-01-06,12.74193
2024-01-07,11.93548
2024-01-08,23.70967
2024-01-09,30.0
2024-01-10,30.32258
2024-01-11,23.54838
2024-01-12,20.96774
2024-01-13,10.32258
2024-01-14,9.03225
2024-01-15,31.12903
2024-01-16,23.54838
2024-01-17,24.8387
2024-01-18,23.87096
2024-01-19,76.12903
2024-01-20,73.70967
2024-01-21,69.19354
2024-01-22,76.77419
2024-01-23,75.16129
2024-01-24,84.19354
2024-01-25,85.0
2024-01-26,73.06451
2024-01-27,74.8387
2024-01-28,79.03225
2024-01-29,88.87096
2024-01-30,81.12903
2024-01-31,75.16129
2024-02-01,75.96774
2024-02-02,77.74193
2024-02-03,80.32258
2024-02-04,76.45161
2024-02-05,89.35483
2024-02-06,81.6129
2024-02-07,81.12903
2024-02-08,77.09677
2024-02-09,76.6129
2024-02-10,77.58064
2024-02-11,77.41935
2024-02-12,84.8387
2024-02-13,100.0
2024-02-14,88.2258
2024-02-15,83.2258
2024-02-16,84.67741
2024-02-17,85.16129
2024-02-18,83.87096
2024-02-19,93.06451
2024-02-20,91.12903
2024-02-21,91.29032
2024-02-22,76.93548
2024-02-23,76.45161
2024-02-24,76.45161
2024-02-25,74.8387
2024-02-26,81.6129
2024-02-27,81.29032
2024-02-28,82.25806
2024-02-29,77.41935
2024-03-01,70.0
2024-03-02,68.87096
2024-03-03,41.29032
2024-03-04,68.06451
2024-03-05,90.96774
2024-03-06,87.90322
2024-03-07,90.64516
2024-03-08,84.19354
2024-03-09,71.29032
2024-03-10,80.16129
2024-03-11,65.32258
2024-03-12,68.2258
2024-03-13,63.70967
2024-03-14,69.67741
2024-03-15,71.45161
2024-03-16,74.8387
2024-03-17,62.74193
2024-03-18,61.77419
2024-03-19,61.77419
2024-03-20,66.12903
