date,재건축
2023-05-31,4.45728
2023-06-01,3.59059
2023-06-02,3.68688
2023-06-03,2.57256
2023-06-04,2.51754
2023-06-05,3.74191
2023-06-06,3.12285
2023-06-07,4.20965
2023-06-08,3.94827
2023-06-09,3.57683
2023-06-10,2.97152
2023-06-11,2.95776
2023-06-12,4.22341
2023-06-13,4.22341
2023-06-14,3.70064
2023-06-15,4.53982
2023-06-16,4.1959
2023-06-17,2.90273
2023-06-18,2.66886
2023-06-19,4.95253
2023-06-20,5.22767
2023-06-21,4.81496
2023-06-22,4.45728
2023-06-23,4.45728
2023-06-24,2.90273
2023-06-25,2.82019
2023-06-26,4.30595
2023-06-27,4.56734
2023-06-28,4.16838
2023-06-29,4.70491
2023-06-30,3.76943
2023-07-01,3.08157
2023-07-02,3.26042
2023-07-03,4.48479
2023-07-04,5.54409
2023-07-05,5.22767
2023-07-06,4.36098
2023-07-07,3.7144
2023-07-08,3.01279
2023-07-09,3.28793
2023-07-10,4.60861
2023-07-11,3.64561
2023-07-12,4.16838
2023-07-13,3.43926
2023-07-14,3.38423
2023-07-15,2.82019
2023-07-16,2.64135
2023-07-17,4.25092
2023-07-18,4.08584
2023-07-19,4.26468
2023-07-20,3.75567
2023-07-21,3.78318
2023-07-22,2.46251
2023-07-23,2.87522
2023-07-24,4.40225
2023-07-25,4.14087
2023-07-26,4.71866
2023-07-27,3.97578
2023-07-28,3.67313
2023-07-29,2.39372
2023-07-30,2.42124
2023-07-31,4.18214
2023-08-01,3.48053
2023-08-02,4.07208
2023-08-03,3.98954
2023-08-04,3.30169
2023-08-05,2.39372
2023-08-06,2.57256
2023-08-07,3.49429
2023-08-08,4.44352
2023-08-09,3.93451
2023-08-10,4.0033
2023-08-11,3.20539
2023-08-12,2.79268
2023-08-13,2.37996
2023-08-14,3.87948
2023-08-15,3.98954
2023-08-16,3.93451
2023-08-17,4.15462
2023-08-18,3.50804
2023-08-19,2.73765
2023-08-20,3.26042
2023-08-21,4.52606
2023-08-22,4.0996
2023-08-23,3.72816
2023-08-24,3.5218
2023-08-25,3.63186
2023-08-26,2.65511
2023-08-27,3.12285
2023-08-28,4.20965
2023-08-29,4.51231
2023-08-30,3.87948
2023-08-31,4.08584
2023-09-01,3.92075
2023-09-02,2.68262
2023-09-03,3.10909
2023-09-04,4.59485
2023-09-05,3.57683
2023-09-06,3.82446
2023-09-07,4.44352
2023-09-08,4.62236
2023-09-09,2.8477
2023-09-10,3.27417
2023-09-11,4.27844
2023-09-12,3.87948
2023-09-13,3.49429
2023-09-14,4.38849
2023-09-15,3.30169
2023-09-16,3.17787
2023-09-17,2.69638
2023-09-18,4.56734
2023-09-19,4.14087
2023-09-20,4.29219
2023-09-21,3.50804
2023-09-22,3.46677
2023-09-23,2.68262
2023-09-24,2.82019
2023-09-25,3.6181
2023-09-26,3.92075
2023-09-27,3.31544
2023-09-28,1.87095
2023-09-29,2.36621
2023-09-30,2.35245
2023-10-01,2.24239
2023-10-02,2.58632
2023-10-03,2.62759
2023-10-04,4.1959
2023-10-05,3.86573
2023-10-06,3.68688
2023-10-07,2.50378
2023-10-08,2.49002
2023-10-09,3.19163
2023-10-10,4.70491
2023-10-11,4.30595
2023-10-12,3.75567
2023-10-13,3.57683
2023-10-14,2.35245
2023-10-15,2.60008
2023-10-16,4.15462
2023-10-17,4.38849
2023-10-18,4.49855
2023-10-19,4.52606
2023-10-20,3.20539
2023-10-21,2.24239
2023-10-22,2.75141
2023-10-23,4.45728
2023-10-24,4.12711
2023-10-25,4.03081
2023-10-26,3.87948
2023-10-27,3.34296
2023-10-28,2.37996
2023-10-29,2.72389
2023-10-30,3.64561
2023-10-31,3.7144
2023-11-01,4.15462
2023-11-02,3.74191
2023-11-03,3.59059
2023-11-04,2.58632
2023-11-05,2.39372
2023-11-06,4.23717
2023-11-07,4.11335
2023-11-08,4.05832
2023-11-09,3.39799
2023-11-10,3.37047
2023-11-11,2.40748
2023-11-12,2.24239
2023-11-13,3.93451
2023-11-14,5.35149
2023-11-15,7.15366
2023-11-16,5.04883
2023-11-17,3.76943
2023-11-18,2.31118
2023-11-19,2.64135
2023-11-20,4.22341
2023-11-21,4.15462
2023-11-22,3.98954
2023-11-23,4.12711
2023-11-24,3.78318
2023-11-25,2.72389
2023-11-26,2.75141
2023-11-27,5.29646
2023-11-28,4.82872
2023-11-29,10.70298
2023-11-30,3.97578
2023-12-01,2.17361
2023-12-02,3.34296
2023-12-03,3.15036
2023-12-04,4.34722
2023-12-05,4.84248
2023-12-06,5.00756
2023-12-07,4.8975
2023-12-08,6.27321
2023-12-09,5.02132
2023-12-10,4.22341
2023-12-11,5.68166
2023-12-12,5.2827
2023-12-13,4.47104
2023-12-14,4.71866
2023-12-15,3.97578
2023-12-16,2.79268
2023-12-17,3.21914
2023-12-18,4.0033
2023-12-19,3.65937
2023-12-20,3.60434
2023-12-21,23.30444
2023-12-22,34.25505
2023-12-23,13.19301
2023-12-24,7.3325
2023-12-25,6.69968
2023-12-26,10.46911
2023-12-27,8.70821
2023-12-28,6.21818
2023-12-29,5.65414
2023-12-30,4.41601
2023-12-31,3.79694
2024-01-01,7.36002
2024-01-02,7.44256
2024-01-03,6.09437
2024-01-04,6.06685
2024-01-05,5.35149
2024-01-06,3.79694
2024-01-07,3.74191
2024-01-08,5.00756
2024-01-09,9.23098
2024-01-10,100.0
2024-01-11,61.6591
2024-01-12,22.17636
2024-01-13,11.29453
2024-01-14,12.54643
2024-01-15,12.51891
2024-01-16,9.69872
2024-01-17,9.24473
2024-01-18,8.44682
2024-01-19,6.45205
2024-01-20,4.75993
2024-01-21,6.12188
2024-01-22,7.16742
2024-01-23,6.69968
2024-01-24,6.19067
2024-01-25,5.70917
2024-01-26,5.14513
2024-01-27,4.74618
2024-01-28,4.59485
2024-01-29,5.39276
2024-01-30,6.85101
2024-01-31,9.12092
2024-02-01,14.43114
2024-02-02,9.12092
2024-02-03,5.26895
2024-02-04,4.73242
2024-02-05,6.35575
2024-02-06,6.27321
2024-02-07,5.20016
2024-02-08,5.15889
2024-02-09,4.05832
2024-02-10,4.23717
2024-02-11,4.52606
2024-02-12,4.98005
2024-02-13,8.11665
2024-02-14,7.75897
2024-02-15,6.31448
2024-02-16,5.94304
2024-02-17,4.75993
2024-02-18,5.46154
2024-02-19,6.54835
2024-02-20,6.60338
2024-02-21,6.2457
2024-02-22,5.70917
2024-02-23,4.74618
2024-02-24,4.62236
2024-02-25,5.14513
2024-02-26,5.73669
2024-02-27,5.06259
2024-02-28,5.21392
2024-02-29,4.60861
2024-03-01,4.69115
2024-03-02,6.23194
2024-03-03,4.9938
2024-03-04,5.79171
2024-03-05,5.84674
2024-03-06,5.4753
2024-03-07,5.53033
2024-03-08,4.77369
2024-03-09,4.58109
2024-03-10,4.25092
2024-03-11,5.75044
2024-03-12,7.22245
2024-03-13,5.379
2024-03-14,6.75471
2024-03-15,7.6214
2024-03-16,4.51231
2024-03-17,4.66364
2024-03-18,5.7642
2024-03-19,5.91553
2024-03-20,5.20016
