date,갱신
2020-03-20,19.03409
2020-03-21,11.26893
2020-03-22,9.56439
2020-03-23,21.02272
2020-03-24,19.41287
2020-03-25,20.54924
2020-03-26,21.5909
2020-03-27,19.36553
2020-03-28,9.46969
2020-03-29,10.17992
2020-03-30,18.93939
2020-03-31,18.22916
2020-04-01,18.75
2020-04-02,21.11742
2020-04-03,19.17613
2020-04-04,9.23295
2020-04-05,10.70075
2020-04-06,17.56628
2020-04-07,17.99242
2020-04-08,38.39962
2020-04-09,26.94128
2020-04-10,20.07575
2020-04-11,11.22159
2020-04-12,11.36363
2020-04-13,26.04166
2020-04-14,18.70265
2020-04-15,11.41098
2020-04-16,22.53787
2020-04-17,21.11742
2020-04-18,9.2803
2020-04-19,10.8428
2020-04-20,21.02272
2020-04-21,20.83333
2020-04-22,19.60227
2020-04-23,18.5606
2020-04-24,18.27651
2020-04-25,9.65909
2020-04-26,11.45833
2020-04-27,19.22348
2020-04-28,20.73863
2020-04-29,18.41856
2020-04-30,10.32196
2020-05-01,11.17424
2020-05-02,8.47537
2020-05-03,8.90151
2020-05-04,17.94507
2020-05-05,13.25757
2020-05-06,20.3125
2020-05-07,19.98106
2020-05-08,21.92234
2020-05-09,11.45833
2020-05-10,9.23295
2020-05-11,23.91098
2020-05-12,21.54356
2020-05-13,21.40151
2020-05-14,19.93371
2020-05-15,18.70265
2020-05-16,9.99053
2020-05-17,9.75378
2020-05-18,17.80303
2020-05-19,20.07575
2020-05-20,20.92803
2020-05-21,19.12878
2020-05-22,18.84469
2020-05-23,9.84848
2020-05-24,8.47537
2020-05-25,20.07575
2020-05-26,19.12878
2020-05-27,19.83901
2020-05-28,20.45454
2020-05-29,18.22916
2020-05-30,8.00189
2020-05-31,10.32196
2020-06-01,18.5606
2020-06-02,19.36553
2020-06-03,18.18181
2020-06-04,18.27651
2020-06-05,17.80303
2020-06-06,8.19128
2020-06-07,10.55871
2020-06-08,18.98674
2020-06-09,20.26515
2020-06-10,19.93371
2020-06-11,18.84469
2020-06-12,19.55492
2020-06-13,9.61174
2020-06-14,10.13257
2020-06-15,18.41856
2020-06-16,18.79734
2020-06-17,18.08712
2020-06-18,20.1231
2020-06-19,17.23484
2020-06-20,9.94318
2020-06-21,8.47537
2020-06-22,18.22916
2020-06-23,18.03977
2020-06-24,18.79734
2020-06-25,19.46022
2020-06-26,18.93939
2020-06-27,10.32196
2020-06-28,9.70643
2020-06-29,19.79166
2020-06-30,23.62689
2020-07-01,22.20643
2020-07-02,18.75
2020-07-03,18.75
2020-07-04,8.94886
2020-07-05,9.23295
2020-07-06,18.93939
2020-07-07,18.03977
2020-07-08,18.6553
2020-07-09,17.32954
2020-07-10,16.80871
2020-07-11,9.56439
2020-07-12,11.17424
2020-07-13,17.75568
2020-07-14,18.51325
2020-07-15,18.41856
2020-07-16,17.56628
2020-07-17,16.95075
2020-07-18,9.80113
2020-07-19,9.1856
2020-07-20,16.24053
2020-07-21,17.75568
2020-07-22,18.5606
2020-07-23,18.93939
2020-07-24,16.9981
2020-07-25,9.94318
2020-07-26,12.07386
2020-07-27,21.44886
2020-07-28,19.64962
2020-07-29,21.96969
2020-07-30,30.30303
2020-07-31,23.48484
2020-08-01,13.02083
2020-08-02,10.6534
2020-08-03,20.0284
2020-08-04,18.4659
2020-08-05,19.08143
2020-08-06,18.32386
2020-08-07,17.85037
2020-08-08,9.51704
2020-08-09,10.70075
2020-08-10,19.46022
2020-08-11,19.60227
2020-08-12,18.6553
2020-08-13,19.69696
2020-08-14,20.45454
2020-08-15,10.46401
2020-08-16,8.85416
2020-08-17,11.50568
2020-08-18,18.41856
2020-08-19,18.32386
2020-08-20,18.5606
2020-08-21,15.90909
2020-08-22,10.41666
2020-08-23,12.59469
2020-08-24,18.6553
2020-08-25,22.11174
2020-08-26,21.35416
2020-08-27,21.35416
2020-08-28,19.22348
2020-08-29,11.97916
2020-08-30,9.23295
2020-08-31,19.55492
2020-09-01,18.75
2020-09-02,20.17045
2020-09-03,21.25946
2020-09-04,18.51325
2020-09-05,9.84848
2020-09-06,10.17992
2020-09-07,18.13446
2020-09-08,19.64962
2020-09-09,20.54924
2020-09-10,20.64393
2020-09-11,23.91098
2020-09-12,11.22159
2020-09-13,9.32765
2020-09-14,18.37121
2020-09-15,19.17613
2020-09-16,21.49621
2020-09-17,21.02272
2020-09-18,18.4659
2020-09-19,11.41098
2020-09-20,12.3106
2020-09-21,19.36553
2020-09-22,18.93939
2020-09-23,19.50757
2020-09-24,17.42424
2020-09-25,17.80303
2020-09-26,9.32765
2020-09-27,10.98484
2020-09-28,18.18181
2020-09-29,15.3409
2020-09-30,9.2803
2020-10-01,7.6231
2020-10-02,8.47537
2020-10-03,9.51704
2020-10-04,8.94886
2020-10-05,22.25378
2020-10-06,21.02272
2020-10-07,19.36553
2020-10-08,17.89772
2020-10-09,11.83712
2020-10-10,10.79545
2020-10-11,10.08522
2020-10-12,18.4659
2020-10-13,20.45454
2020-10-14,20.50189
2020-10-15,20.69128
2020-10-16,18.32386
2020-10-17,10.98484
2020-10-18,10.08522
2020-10-19,20.50189
2020-10-20,18.5606
2020-10-21,19.03409
2020-10-22,21.25946
2020-10-23,18.22916
2020-10-24,11.60037
2020-10-25,9.2803
2020-10-26,18.98674
2020-10-27,19.79166
2020-10-28,18.4659
2020-10-29,16.9034
2020-10-30,16.66666
2020-10-31,7.95454
2020-11-01,10.55871
2020-11-02,18.70265
2020-11-03,20.64393
2020-11-04,18.89204
2020-11-05,19.31818
2020-11-06,17.66098
2020-11-07,10.03787
2020-11-08,9.65909
2020-11-09,18.89204
2020-11-10,20.78598
2020-11-11,20.0284
2020-11-12,18.4659
2020-11-13,19.31818
2020-11-14,8.75946
2020-11-15,11.45833
2020-11-16,18.79734
2020-11-17,18.13446
2020-11-18,21.07007
2020-11-19,20.69128
2020-11-20,17.66098
2020-11-21,11.74242
2020-11-22,9.80113
2020-11-23,18.6553
2020-11-24,20.69128
2020-11-25,21.25946
2020-11-26,22.96401
2020-11-27,19.22348
2020-11-28,10.7481
2020-11-29,11.50568
2020-11-30,21.5909
2020-12-01,23.81628
2020-12-02,21.82765
2020-12-03,20.83333
2020-12-04,19.79166
2020-12-05,13.06818
2020-12-06,11.07954
2020-12-07,22.30113
2020-12-08,23.1534
2020-12-09,22.06439
2020-12-10,20.88068
2020-12-11,21.82765
2020-12-12,13.54166
2020-12-13,14.01515
2020-12-14,23.05871
2020-12-15,22.44318
2020-12-16,24.24242
2020-12-17,21.40151
2020-12-18,21.6856
2020-12-19,11.64772
2020-12-20,20.45454
2020-12-21,24.00568
2020-12-22,24.05303
2020-12-23,24.28977
2020-12-24,18.84469
2020-12-25,13.7784
2020-12-26,11.69507
2020-12-27,11.41098
2020-12-28,22.39583
2020-12-29,24.52651
2020-12-30,22.53787
2020-12-31,21.82765
2021-01-01,13.21022
2021-01-02,11.45833
2021-01-03,11.50568
2021-01-04,23.3428
2021-01-05,23.57954
2021-01-06,27.13068
2021-01-07,22.82196
2021-01-08,23.29545
2021-01-09,12.35795
2021-01-10,12.5
2021-01-11,26.32575
2021-01-12,26.89393
2021-01-13,23.95833
2021-01-14,22.82196
2021-01-15,25.37878
2021-01-16,14.34659
2021-01-17,13.9678
2021-01-18,23.29545
2021-01-19,24.85795
2021-01-20,23.72159
2021-01-21,23.10606
2021-01-22,21.82765
2021-01-23,11.60037
2021-01-24,11.31628
2021-01-25,24.10037
2021-01-26,23.1534
2021-01-27,25.37878
2021-01-28,22.44318
2021-01-29,19.41287
2021-01-30,11.12689
2021-01-31,10.60606
2021-02-01,22.25378
2021-02-02,21.49621
2021-02-03,23.91098
2021-02-04,22.53787
2021-02-05,20.50189
2021-02-06,10.13257
2021-02-07,10.98484
2021-02-08,21.21212
2021-02-09,21.44886
2021-02-10,18.79734
2021-02-11,8.61742
2021-02-12,9.375
2021-02-13,10.8428
2021-02-14,11.45833
2021-02-15,23.29545
2021-02-16,22.39583
2021-02-17,22.67992
2021-02-18,22.15909
2021-02-19,21.40151
2021-02-20,12.26325
2021-02-21,11.78977
2021-02-22,22.30113
2021-02-23,22.53787
2021-02-24,21.44886
2021-02-25,19.79166
2021-02-26,21.02272
2021-02-27,9.46969
2021-02-28,10.55871
2021-03-01,13.54166
2021-03-02,21.07007
2021-03-03,23.2481
2021-03-04,20.26515
2021-03-05,19.08143
2021-03-06,12.26325
2021-03-07,10.03787
2021-03-08,21.35416
2021-03-09,21.73295
2021-03-10,19.55492
2021-03-11,20.59659
2021-03-12,17.85037
2021-03-13,10.13257
2021-03-14,9.56439
2021-03-15,20.83333
2021-03-16,19.08143
2021-03-17,17.37689
2021-03-18,18.6553
2021-03-19,19.27083
2021-03-20,10.03787
2021-03-21,9.99053
2021-03-22,19.60227
2021-03-23,19.36553
2021-03-24,21.07007
2021-03-25,17.70833
2021-03-26,19.83901
2021-03-27,11.45833
2021-03-28,10.13257
2021-03-29,19.74431
2021-03-30,22.20643
2021-03-31,20.83333
2021-04-01,19.46022
2021-04-02,18.60795
2021-04-03,10.70075
2021-04-04,8.52272
2021-04-05,18.51325
2021-04-06,19.03409
2021-04-07,18.4659
2021-04-08,20.59659
2021-04-09,18.08712
2021-04-10,9.99053
2021-04-11,10.8428
2021-04-12,18.98674
2021-04-13,19.22348
2021-04-14,18.89204
2021-04-15,19.36553
2021-04-16,17.80303
2021-04-17,9.70643
2021-04-18,10.89015
2021-04-19,18.18181
2021-04-20,21.25946
2021-04-21,18.5606
2021-04-22,22.34848
2021-04-23,19.55492
2021-04-24,10.03787
2021-04-25,12.68939
2021-04-26,20.69128
2021-04-27,19.50757
2021-04-28,20.26515
2021-04-29,19.31818
2021-04-30,19.03409
2021-05-01,11.74242
2021-05-02,10.9375
2021-05-03,18.08712
2021-05-04,18.98674
2021-05-05,11.07954
2021-05-06,20.69128
2021-05-07,19.03409
2021-05-08,9.2803
2021-05-09,10.98484
2021-05-10,18.60795
2021-05-11,18.98674
2021-05-12,21.21212
2021-05-13,18.18181
2021-05-14,18.27651
2021-05-15,11.22159
2021-05-16,10.27462
2021-05-17,21.30681
2021-05-18,19.17613
2021-05-19,14.25189
2021-05-20,19.36553
2021-05-21,17.14015
2021-05-22,10.8428
2021-05-23,11.83712
2021-05-24,17.28219
2021-05-25,21.5909
2021-05-26,21.44886
2021-05-27,20.3125
2021-05-28,18.84469
2021-05-29,9.56439
2021-05-30,12.4053
2021-05-31,22.34848
2021-06-01,21.11742
2021-06-02,20.92803
2021-06-03,20.1231
2021-06-04,19.93371
2021-06-05,11.88446
2021-06-06,11.12689
2021-06-07,20.26515
2021-06-08,21.40151
2021-06-09,20.0284
2021-06-10,20.45454
2021-06-11,20.88068
2021-06-12,13.9678
2021-06-13,10.27462
2021-06-14,20.26515
2021-06-15,21.11742
2021-06-16,20.64393
2021-06-17,20.64393
2021-06-18,17.04545
2021-06-19,7.85984
2021-06-20,11.50568
2021-06-21,20.1231
2021-06-22,20.40719
2021-06-23,20.73863
2021-06-24,21.25946
2021-06-25,21.16477
2021-06-26,10.13257
2021-06-27,10.60606
2021-06-28,18.41856
2021-06-29,22.39583
2021-06-30,22.20643
2021-07-01,20.1231
2021-07-02,17.37689
2021-07-03,11.36363
2021-07-04,10.70075
2021-07-05,20.59659
2021-07-06,20.35984
2021-07-07,18.98674
2021-07-08,24.33712
2021-07-09,21.875
2021-07-10,17.1875
2021-07-11,12.4053
2021-07-12,21.7803
2021-07-13,24.24242
2021-07-14,30.20833
2021-07-15,25.99431
2021-07-16,17.66098
2021-07-17,11.78977
2021-07-18,9.56439
2021-07-19,20.50189
2021-07-20,22.49053
2021-07-21,29.5928
2021-07-22,28.17234
2021-07-23,21.54356
2021-07-24,13.58901
2021-07-25,16.47727
2021-07-26,20.92803
2021-07-27,21.92234
2021-07-28,32.76515
2021-07-29,24.47916
2021-07-30,19.31818
2021-07-31,10.41666
2021-08-01,14.39393
2021-08-02,20.59659
2021-08-03,21.63825
2021-08-04,18.89204
2021-08-05,19.74431
2021-08-06,18.08712
2021-08-07,10.79545
2021-08-08,10.9375
2021-08-09,21.07007
2021-08-10,22.67992
2021-08-11,21.6856
2021-08-12,19.55492
2021-08-13,20.0284
2021-08-14,10.55871
2021-08-15,10.9375
2021-08-16,12.5
2021-08-17,18.60795
2021-08-18,20.1231
2021-08-19,18.79734
2021-08-20,20.97537
2021-08-21,11.60037
2021-08-22,11.50568
2021-08-23,18.84469
2021-08-24,18.93939
2021-08-25,21.21212
2021-08-26,20.07575
2021-08-27,19.17613
2021-08-28,10.13257
2021-08-29,9.56439
2021-08-30,20.35984
2021-08-31,17.66098
2021-09-01,19.69696
2021-09-02,23.3428
2021-09-03,18.03977
2021-09-04,10.46401
2021-09-05,10.32196
2021-09-06,19.74431
2021-09-07,20.78598
2021-09-08,17.99242
2021-09-09,18.13446
2021-09-10,17.47159
2021-09-11,10.36931
2021-09-12,10.08522
2021-09-13,18.79734
2021-09-14,17.75568
2021-09-15,17.61363
2021-09-16,18.84469
2021-09-17,15.29356
2021-09-18,7.48106
2021-09-19,8.23863
2021-09-20,8.28598
2021-09-21,9.61174
2021-09-22,10.7481
2021-09-23,19.12878
2021-09-24,21.16477
2021-09-25,11.97916
2021-09-26,11.26893
2021-09-27,19.93371
2021-09-28,19.88636
2021-09-29,20.78598
2021-09-30,20.0284
2021-10-01,16.80871
2021-10-02,11.07954
2021-10-03,10.08522
2021-10-04,11.88446
2021-10-05,19.98106
2021-10-06,19.88636
2021-10-07,19.55492
2021-10-08,19.27083
2021-10-09,12.92613
2021-10-10,11.55303
2021-10-11,12.68939
2021-10-12,20.45454
2021-10-13,18.41856
2021-10-14,19.69696
2021-10-15,18.84469
2021-10-16,9.89583
2021-10-17,9.375
2021-10-18,18.75
2021-10-19,18.41856
2021-10-20,19.46022
2021-10-21,18.6553
