date,테슬라ETF
2023-07-14,8.79478
2023-07-15,4.72312
2023-07-16,5.37459
2023-07-17,11.88925
2023-07-18,16.28664
2023-07-19,14.65798
2023-07-20,20.52117
2023-07-21,16.28664
2023-07-22,6.84039
2023-07-23,6.02605
2023-07-24,13.35504
2023-07-25,11.07491
2023-07-26,9.60912
2023-07-27,10.42345
2023-07-28,12.54071
2023-07-29,6.35179
2023-07-30,4.88599
2023-07-31,9.60912
2023-08-01,9.12052
2023-08-02,8.14332
2023-08-03,7.49185
2023-08-04,5.86319
2023-08-05,2.76872
2023-08-06,4.23452
2023-08-07,6.18892
2023-08-08,5.70032
2023-08-09,3.58306
2023-08-10,6.51465
2023-08-11,3.90879
2023-08-12,3.90879
2023-08-13,3.74592
2023-08-14,5.37459
2023-08-15,5.21172
2023-08-16,9.93485
2023-08-17,10.58631
2023-08-18,15.30944
2023-08-19,5.37459
2023-08-20,4.23452
2023-08-21,11.40065
2023-08-22,16.61237
2023-08-23,9.12052
2023-08-24,9.93485
2023-08-25,5.53745
2023-08-26,3.25732
2023-08-27,3.90879
2023-08-28,7.65472
2023-08-29,10.91205
2023-08-30,14.33224
2023-08-31,9.77198
2023-09-01,8.46905
2023-09-02,5.37459
2023-09-03,2.60586
2023-09-04,6.67752
2023-09-05,54.56026
2023-09-06,18.8925
2023-09-07,7.00325
2023-09-08,7.98045
2023-09-09,4.07166
2023-09-10,2.76872
2023-09-11,9.28338
2023-09-12,25.89576
2023-09-13,10.58631
2023-09-14,12.86644
2023-09-15,10.42345
2023-09-16,6.51465
2023-09-17,6.02605
2023-09-18,7.16612
2023-09-19,8.46905
2023-09-20,6.02605
2023-09-21,10.42345
2023-09-22,6.84039
2023-09-23,3.74592
2023-09-24,3.25732
2023-09-25,8.63192
2023-09-26,7.81758
2023-09-27,5.86319
2023-09-28,3.58306
2023-09-29,1.95439
2023-09-30,3.74592
2023-10-01,2.44299
2023-10-02,5.04885
2023-10-03,6.67752
2023-10-04,5.37459
2023-10-05,8.79478
2023-10-06,7.32899
2023-10-07,2.76872
2023-10-08,2.28013
2023-10-09,1.95439
2023-10-10,6.02605
2023-10-11,9.12052
2023-10-12,6.51465
2023-10-13,4.56026
2023-10-14,3.25732
2023-10-15,2.76872
2023-10-16,7.00325
2023-10-17,7.49185
2023-10-18,10.26058
2023-10-19,15.30944
2023-10-20,17.58957
2023-10-21,8.30618
2023-10-22,6.02605
2023-10-23,11.07491
2023-10-24,9.44625
2023-10-25,5.86319
2023-10-26,7.98045
2023-10-27,7.65472
2023-10-28,4.07166
2023-10-29,5.04885
2023-10-30,6.02605
2023-10-31,12.21498
2023-11-01,7.98045
2023-11-02,8.14332
2023-11-03,10.74918
2023-11-04,3.90879
2023-11-05,5.37459
2023-11-06,7.32899
2023-11-07,5.21172
2023-11-08,5.53745
2023-11-09,5.53745
2023-11-10,7.81758
2023-11-11,2.93159
2023-11-12,1.46579
2023-11-13,4.88599
2023-11-14,7.49185
2023-11-15,8.46905
2023-11-16,9.77198
2023-11-17,5.04885
2023-11-18,5.70032
2023-11-19,3.42019
2023-11-20,5.86319
2023-11-21,4.56026
2023-11-22,4.07166
2023-11-23,6.35179
2023-11-24,4.39739
2023-11-25,2.93159
2023-11-26,4.56026
2023-11-27,3.74592
2023-11-28,6.51465
2023-11-29,5.86319
2023-11-30,9.12052
2023-12-01,3.74592
2023-12-02,1.79153
2023-12-03,3.42019
2023-12-04,7.00325
2023-12-05,5.04885
2023-12-06,7.81758
2023-12-07,7.65472
2023-12-08,6.18892
2023-12-09,5.86319
2023-12-10,4.88599
2023-12-11,8.79478
2023-12-12,7.49185
2023-12-13,9.28338
2023-12-14,15.79804
2023-12-15,14.98371
2023-12-16,7.32899
2023-12-17,8.46905
2023-12-18,10.91205
2023-12-19,9.12052
2023-12-20,15.79804
2023-12-21,12.05211
2023-12-22,13.02931
2023-12-23,5.53745
2023-12-24,4.56026
2023-12-25,6.02605
2023-12-26,9.77198
2023-12-27,13.19218
2023-12-28,13.02931
2023-12-29,11.56351
2023-12-30,8.46905
2023-12-31,8.14332
2024-01-01,5.53745
2024-01-02,12.86644
2024-01-03,12.54071
2024-01-04,11.56351
2024-01-05,9.28338
2024-01-06,5.70032
2024-01-07,5.86319
2024-01-08,7.49185
2024-01-09,9.44625
2024-01-10,12.54071
2024-01-11,14.65798
2024-01-12,18.4039
2024-01-13,14.33224
2024-01-14,11.23778
2024-01-15,11.23778
2024-01-16,20.3583
2024-01-17,15.79804
2024-01-18,14.82084
2024-01-19,20.8469
2024-01-20,13.35504
2024-01-21,15.30944
2024-01-22,100.0
2024-01-23,92.99674
2024-01-24,56.51465
2024-01-25,57.81758
2024-01-26,89.73941
2024-01-27,34.20195
2024-01-28,32.57328
2024-01-29,34.36482
2024-01-30,45.92833
2024-01-31,22.3127
2024-02-01,18.8925
2024-02-02,19.05537
2024-02-03,12.37785
2024-02-04,11.88925
2024-02-05,17.42671
2024-02-06,33.71335
2024-02-07,21.98697
2024-02-08,25.08143
2024-02-09,15.79804
2024-02-10,12.21498
2024-02-11,13.02931
2024-02-12,16.12377
2024-02-13,23.94136
2024-02-14,21.49837
2024-02-15,21.98697
2024-02-16,26.22149
2024-02-17,11.07491
2024-02-18,10.91205
2024-02-19,15.79804
2024-02-20,14.00651
2024-02-21,16.77524
2024-02-22,14.98371
2024-02-23,19.3811
2024-02-24,10.58631
2024-02-25,12.05211
2024-02-26,22.63843
2024-02-27,26.22149
2024-02-28,20.03257
2024-02-29,20.19543
2024-03-01,10.91205
2024-03-02,10.74918
2024-03-03,7.98045
2024-03-04,16.77524
2024-03-05,30.78175
2024-03-06,27.19869
2024-03-07,30.13029
2024-03-08,27.52442
2024-03-09,12.54071
2024-03-10,8.95765
2024-03-11,22.63843
2024-03-12,27.19869
2024-03-13,23.12703
2024-03-14,32.08469
2024-03-15,33.87622
2024-03-16,21.17263
2024-03-17,18.07817
2024-03-18,27.19869
2024-03-19,26.38436
2024-03-20,15.14657
