date,HTS
2021-02-03,51.90941
2021-02-04,50.48845
2021-02-05,44.93783
2021-02-06,28.77442
2021-02-07,32.37122
2021-02-08,45.73712
2021-02-09,49.91119
2021-02-10,42.85079
2021-02-11,34.05861
2021-02-12,24.95559
2021-02-13,25.35523
2021-02-14,31.52753
2021-02-15,56.08348
2021-02-16,67.14031
2021-02-17,60.65719
2021-02-18,61.85612
2021-02-19,45.47069
2021-02-20,27.13143
2021-02-21,25.22202
2021-02-22,40.2309
2021-02-23,42.22912
2021-02-24,41.25222
2021-02-25,40.14209
2021-02-26,37.69982
2021-02-27,26.73179
2021-02-28,24.95559
2021-03-01,29.21847
2021-03-02,36.36767
2021-03-03,39.83126
2021-03-04,34.50266
2021-03-05,29.66252
2021-03-06,20.82593
2021-03-07,25.39964
2021-03-08,35.87921
2021-03-09,45.38188
2021-03-10,48.35701
2021-03-11,35.87921
2021-03-12,33.9698
2021-03-13,19.04973
2021-03-14,20.5595
2021-03-15,37.25577
2021-03-16,34.68028
2021-03-17,39.74245
2021-03-18,61.27886
2021-03-19,63.36589
2021-03-20,22.15808
2021-03-21,33.92539
2021-03-22,32.54884
2021-03-23,32.32682
2021-03-24,30.77264
2021-03-25,28.55239
2021-03-26,29.57371
2021-03-27,15.1865
2021-03-28,18.51687
2021-03-29,28.5968
2021-03-30,30.15097
2021-03-31,26.15452
2021-04-01,29.17406
2021-04-02,25.48845
2021-04-03,17.85079
2021-04-04,20.51509
2021-04-05,26.02131
2021-04-06,27.79751
2021-04-07,25.26642
2021-04-08,25.9769
2021-04-09,25.39964
2021-04-10,16.42984
2021-04-11,17.27353
2021-04-12,26.64298
2021-04-13,28.5968
2021-04-14,30.90586
2021-04-15,28.86323
2021-04-16,29.61811
2021-04-17,18.91651
2021-04-18,16.82948
2021-04-19,27.61989
2021-04-20,32.90408
2021-04-21,28.99644
2021-04-22,29.57371
2021-04-23,27.08703
2021-04-24,16.38543
2021-04-25,15.00888
2021-04-26,31.2611
2021-04-27,36.94493
2021-04-28,39.92007
2021-04-29,30.68383
2021-04-30,25.88809
2021-05-01,14.52042
2021-05-02,14.03197
2021-05-03,28.99644
2021-05-04,26.90941
2021-05-05,19.89342
2021-05-06,24.20071
2021-05-07,20.87033
2021-05-08,13.76554
2021-05-09,15.40852
2021-05-10,36.72291
2021-05-11,41.69626
2021-05-12,23.00177
2021-05-13,24.1119
2021-05-14,20.69271
2021-05-15,13.80994
2021-05-16,14.16518
2021-05-17,21.00355
2021-05-18,20.82593
2021-05-19,14.25399
2021-05-20,22.06927
2021-05-21,18.65008
2021-05-22,13.4547
2021-05-23,12.07815
2021-05-24,19.58259
2021-05-25,21.31438
2021-05-26,20.87033
2021-05-27,20.78152
2021-05-28,20.51509
2021-05-29,13.05506
2021-05-30,12.69982
2021-05-31,21.80284
2021-06-01,20.91474
2021-06-02,21.04795
2021-06-03,24.86678
2021-06-04,19.93783
2021-06-05,12.61101
2021-06-06,12.21136
2021-06-07,21.18117
2021-06-08,22.64653
2021-06-09,21.98046
2021-06-10,18.65008
2021-06-11,20.73712
2021-06-12,12.5666
2021-06-13,14.07637
2021-06-14,20.95914
2021-06-15,19.80461
2021-06-16,20.64831
2021-06-17,20.33747
2021-06-18,20.33747
2021-06-19,10.16873
2021-06-20,12.21136
2021-06-21,17.98401
2021-06-22,19.58259
2021-06-23,22.11367
2021-06-24,20.73712
2021-06-25,18.16163
2021-06-26,10.96802
2021-06-27,11.76731
2021-06-28,21.31438
2021-06-29,20.29307
2021-06-30,19.18294
2021-07-01,19.76021
2021-07-02,16.78507
2021-07-03,11.41207
2021-07-04,10.83481
2021-07-05,20.15985
2021-07-06,20.69271
2021-07-07,21.40319
2021-07-08,18.42806
2021-07-09,18.20603
2021-07-10,11.10124
2021-07-11,12.47779
2021-07-12,20.42628
2021-07-13,20.24866
2021-07-14,20.24866
2021-07-15,19.98223
2021-07-16,19.27175
2021-07-17,10.30195
2021-07-18,9.54706
2021-07-19,19.22735
2021-07-20,20.95914
2021-07-21,18.91651
2021-07-22,20.38188
2021-07-23,18.87211
2021-07-24,10.34635
2021-07-25,13.89875
2021-07-26,23.53463
2021-07-27,19.58259
2021-07-28,19.44937
2021-07-29,19.7158
2021-07-30,16.47424
2021-07-31,10.07992
2021-08-01,8.34813
2021-08-02,14.87566
2021-08-03,16.25222
2021-08-04,16.96269
2021-08-05,19.09413
2021-08-06,59.63587
2021-08-07,11.19005
2021-08-08,11.98934
2021-08-09,22.3801
2021-08-10,24.55595
2021-08-11,24.28952
2021-08-12,22.64653
2021-08-13,21.93605
2021-08-14,11.94493
2021-08-15,10.92362
2021-08-16,16.56305
2021-08-17,22.69094
2021-08-18,20.78152
2021-08-19,20.87033
2021-08-20,21.18117
2021-08-21,10.25754
2021-08-22,11.45648
2021-08-23,20.87033
2021-08-24,23.17939
2021-08-25,19.7158
2021-08-26,17.0515
2021-08-27,15.80817
2021-08-28,12.03374
2021-08-29,11.6785
2021-08-30,20.51509
2021-08-31,19.84902
2021-09-01,22.82415
2021-09-02,19.13854
2021-09-03,18.02841
2021-09-04,10.34635
2021-09-05,10.70159
2021-09-06,19.49378
2021-09-07,23.00177
2021-09-08,21.89165
2021-09-09,18.02841
2021-09-10,18.07282
2021-09-11,10.92362
2021-09-12,10.65719
2021-09-13,16.25222
2021-09-14,18.07282
2021-09-15,20.07104
2021-09-16,18.60568
2021-09-17,17.14031
2021-09-18,8.25932
2021-09-19,7.41563
2021-09-20,7.54884
2021-09-21,9.23623
2021-09-22,10.21314
2021-09-23,21.84724
2021-09-24,16.03019
2021-09-25,10.34635
2021-09-26,10.12433
2021-09-27,18.16163
2021-09-28,17.9396
2021-09-29,17.58436
2021-09-30,19.7158
2021-10-01,15.45293
2021-10-02,9.10301
2021-10-03,8.61456
2021-10-04,8.48134
2021-10-05,16.60746
2021-10-06,17.09591
2021-10-07,18.65008
2021-10-08,14.16518
2021-10-09,8.70337
2021-10-10,7.94849
2021-10-11,10.30195
2021-10-12,16.82948
2021-10-13,15.80817
2021-10-14,18.91651
2021-10-15,17.0515
2021-10-16,21.53641
2021-10-17,15.76376
2021-10-18,17.0515
2021-10-19,15.71936
2021-10-20,14.60923
2021-10-21,15.89698
2021-10-22,14.60923
2021-10-23,6.88277
2021-10-24,9.10301
2021-10-25,36.41207
2021-10-26,18.33925
2021-10-27,16.69626
2021-10-28,17.85079
2021-10-29,13.01065
2021-10-30,7.01598
2021-10-31,7.37122
2021-11-01,16.25222
2021-11-02,19.00532
2021-11-03,24.55595
2021-11-04,17.71758
2021-11-05,14.2984
2021-11-06,8.21492
2021-11-07,7.99289
2021-11-08,14.2984
2021-11-09,16.20781
2021-11-10,15.71936
2021-11-11,17.8952
2021-11-12,14.25399
2021-11-13,8.88099
2021-11-14,8.61456
2021-11-15,16.60746
2021-11-16,16.56305
2021-11-17,16.56305
2021-11-18,17.31793
2021-11-19,16.82948
2021-11-20,8.25932
2021-11-21,8.88099
2021-11-22,17.18472
2021-11-23,17.22912
2021-11-24,19.13854
2021-11-25,15.94138
2021-11-26,15.54174
2021-11-27,8.65896
2021-11-28,8.57015
2021-11-29,14.43161
2021-11-30,16.69626
2021-12-01,16.78507
2021-12-02,16.16341
2021-12-03,12.34458
2021-12-04,9.23623
2021-12-05,8.43694
2021-12-06,13.09946
2021-12-07,15.31971
2021-12-08,15.00888
2021-12-09,17.76198
2021-12-10,14.78685
2021-12-11,8.70337
2021-12-12,10.16873
2021-12-13,15.76376
2021-12-14,13.32149
2021-12-15,14.83126
2021-12-16,14.12078
2021-12-17,12.12255
2021-12-18,9.41385
2021-12-19,10.56838
2021-12-20,13.58792
2021-12-21,14.16518
2021-12-22,14.69804
2021-12-23,13.89875
2021-12-24,11.32326
2021-12-25,7.1936
2021-12-26,7.77087
2021-12-27,14.60923
2021-12-28,14.43161
2021-12-29,19.89342
2021-12-30,14.56483
2021-12-31,10.65719
2022-01-01,8.39253
2022-01-02,9.32504
2022-01-03,17.76198
2022-01-04,18.73889
2022-01-05,16.65186
2022-01-06,17.0515
2022-01-07,16.03019
2022-01-08,10.16873
2022-01-09,10.25754
2022-01-10,18.91651
2022-01-11,18.8277
2022-01-12,20.5595
2022-01-13,21.04795
2022-01-14,17.0071
2022-01-15,11.32326
2022-01-16,14.07637
2022-01-17,26.42095
2022-01-18,30.86145
2022-01-19,24.82238
2022-01-20,22.42451
2022-01-21,21.66962
2022-01-22,10.47957
2022-01-23,12.38898
2022-01-24,19.62699
2022-01-25,21.04795
2022-01-26,22.20248
2022-01-27,40.98579
2022-01-28,16.16341
2022-01-29,11.23445
2022-01-30,9.94671
2022-01-31,8.30373
2022-02-01,9.72468
2022-02-02,19.18294
2022-02-03,21.75843
2022-02-04,21.4476
2022-02-05,13.72113
2022-02-06,13.4103
2022-02-07,18.42806
2022-02-08,16.91829
2022-02-09,20.07104
2022-02-10,20.78152
2022-02-11,18.60568
2022-02-12,10.43516
2022-02-13,12.03374
2022-02-14,17.49555
2022-02-15,19.89342
2022-02-16,16.74067
2022-02-17,16.91829
2022-02-18,15.80817
2022-02-19,10.21314
2022-02-20,9.72468
2022-02-21,17.18472
2022-02-22,19.36056
2022-02-23,17.18472
2022-02-24,22.95737
2022-02-25,17.0071
2022-02-26,9.76909
2022-02-27,8.88099
2022-02-28,15.36412
2022-03-01,13.09946
2022-03-02,15.40852
2022-03-03,15.98579
2022-03-04,13.67673
2022-03-05,7.77087
2022-03-06,9.59147
2022-03-07,15.1865
2022-03-08,14.3428
2022-03-09,8.65896
2022-03-10,13.94316
2022-03-11,13.49911
2022-03-12,6.88277
2022-03-13,8.43694
2022-03-14,16.29662
2022-03-15,16.51865
2022-03-16,15.85257
2022-03-17,15.58614
2022-03-18,12.65541
2022-03-19,10.30195
2022-03-20,9.99111
2022-03-21,16.0746
2022-03-22,16.87388
2022-03-23,16.60746
2022-03-24,14.20959
2022-03-25,13.18827
2022-03-26,8.65896
2022-03-27,9.14742
2022-03-28,15.94138
2022-03-29,15.80817
2022-03-30,16.20781
2022-03-31,14.65364
2022-04-01,14.69804
2022-04-02,6.34991
2022-04-03,7.54884
2022-04-04,14.03197
2022-04-05,15.05328
2022-04-06,15.76376
2022-04-07,15.36412
2022-04-08,12.47779
2022-04-09,6.92717
2022-04-10,5.90586
2022-04-11,13.58792
2022-04-12,13.14387
2022-04-13,14.69804
2022-04-14,15.71936
2022-04-15,12.5666
2022-04-16,6.61634
2022-04-17,7.10479
2022-04-18,12.65541
2022-04-19,15.14209
2022-04-20,14.92007
2022-04-21,12.69982
2022-04-22,12.78863
2022-04-23,6.39431
2022-04-24,7.50444
2022-04-25,13.23268
2022-04-26,14.12078
2022-04-27,16.03019
2022-04-28,15.2309
2022-04-29,14.47602
2022-04-30,6.79396
2022-05-01,8.39253
2022-05-02,12.65541
2022-05-03,12.30017
2022-05-04,12.83303
2022-05-05,9.23623
2022-05-06,11.6341
2022-05-07,5.32859
2022-05-08,6.66074
2022-05-09,12.07815
2022-05-10,14.25399
2022-05-11,12.74422
2022-05-12,13.14387
2022-05-13,11.45648
2022-05-14,6.70515
2022-05-15,6.88277
2022-05-16,12.92184
2022-05-17,13.32149
2022-05-18,14.38721
2022-05-19,13.67673
2022-05-20,13.67673
2022-05-21,5.95026
2022-05-22,6.2611
2022-05-23,11.23445
2022-05-24,12.30017
2022-05-25,12.07815
2022-05-26,11.32326
2022-05-27,11.36767
2022-05-28,6.57193
2022-05-29,9.68028
2022-05-30,12.07815
2022-05-31,12.03374
2022-06-01,6.70515
2022-06-02,11.85612
2022-06-03,10.47957
2022-06-04,7.59325
2022-06-05,7.94849
2022-06-06,9.72468
2022-06-07,12.69982
2022-06-08,12.30017
2022-06-09,11.76731
2022-06-10,12.12255
2022-06-11,5.68383
2022-06-12,5.81705
2022-06-13,13.4547
2022-06-14,13.94316
2022-06-15,19.13854
2022-06-16,14.74245
2022-06-17,13.67673
2022-06-18,7.85968
2022-06-19,6.88277
2022-06-20,12.74422
2022-06-21,15.00888
2022-06-22,13.4103
2022-06-23,13.49911
2022-06-24,12.69982
2022-06-25,7.06039
2022-06-26,4.88454
2022-06-27,12.12255
2022-06-28,13.14387
2022-06-29,12.43339
2022-06-30,10.96802
2022-07-01,9.50266
2022-07-02,5.72824
2022-07-03,5.19538
2022-07-04,10.03552
2022-07-05,12.5666
2022-07-06,11.10124
2022-07-07,11.50088
2022-07-08,9.36944
2022-07-09,6.08348
2022-07-10,5.4174
2022-07-11,9.63587
2022-07-12,10.56838
2022-07-13,11.54529
2022-07-14,11.01243
2022-07-15,9.41385
2022-07-16,4.75133
2022-07-17,4.08525
2022-07-18,11.05683
2022-07-19,9.99111
2022-07-20,11.6785
2022-07-21,9.81349
2022-07-22,9.41385
2022-07-23,4.44049
2022-07-24,5.4174
2022-07-25,10.56838
2022-07-26,10.92362
2022-07-27,11.32326
2022-07-28,10.56838
2022-07-29,8.92539
2022-07-30,4.26287
2022-07-31,4.84014
2022-08-01,9.50266
2022-08-02,9.19182
2022-08-03,10.43516
2022-08-04,12.47779
2022-08-05,9.54706
2022-08-06,5.50621
2022-08-07,6.17229
2022-08-08,15.00888
2022-08-09,15.49733
2022-08-10,10.96802
2022-08-11,12.5666
2022-08-12,9.45825
2022-08-13,7.06039
2022-08-14,6.57193
2022-08-15,7.10479
2022-08-16,11.01243
2022-08-17,12.16696
2022-08-18,10.87921
2022-08-19,10.92362
2022-08-20,6.39431
2022-08-21,7.54884
2022-08-22,11.58969
2022-08-23,11.10124
2022-08-24,10.83481
2022-08-25,9.41385
2022-08-26,9.54706
2022-08-27,5.373
2022-08-28,6.03907
2022-08-29,11.05683
2022-08-30,12.30017
2022-08-31,10.65719
2022-09-01,9.68028
2022-09-02,10.34635
2022-09-03,5.46181
2022-09-04,5.10657
2022-09-05,12.12255
2022-09-06,10.30195
2022-09-07,12.30017
2022-09-08,8.0373
2022-09-09,4.97335
2022-09-10,3.86323
2022-09-11,4.39609
2022-09-12,6.70515
2022-09-13,12.07815
2022-09-14,12.12255
2022-09-15,12.03374
2022-09-16,10.30195
2022-09-17,6.74955
2022-09-18,5.77264
2022-09-19,13.14387
2022-09-20,11.85612
2022-09-21,11.41207
2022-09-22,11.19005
2022-09-23,9.9023
2022-09-24,5.72824
2022-09-25,5.01776
2022-09-26,11.19005
2022-09-27,13.05506
2022-09-28,12.96625
2022-09-29,11.05683
2022-09-30,12.03374
2022-10-01,6.70515
2022-10-02,6.12788
2022-10-03,8.39253
2022-10-04,12.92184
2022-10-05,15.85257
2022-10-06,15.98579
2022-10-07,10.96802
2022-10-08,5.46181
2022-10-09,6.21669
2022-10-10,7.90408
2022-10-11,13.4547
2022-10-12,13.23268
2022-10-13,15.58614
2022-10-14,14.03197
2022-10-15,7.37122
2022-10-16,7.68206
2022-10-17,15.94138
2022-10-18,13.4103
2022-10-19,14.03197
2022-10-20,14.12078
2022-10-21,11.36767
2022-10-22,5.95026
2022-10-23,6.88277
2022-10-24,12.12255
2022-10-25,15.1865
2022-10-26,14.96447
2022-10-27,14.92007
2022-10-28,12.78863
2022-10-29,7.68206
2022-10-30,6.03907
2022-10-31,14.2984
2022-11-01,14.47602
2022-11-02,14.52042
2022-11-03,14.78685
2022-11-04,13.63232
2022-11-05,5.77264
2022-11-06,6.66074
2022-11-07,13.14387
2022-11-08,14.2984
2022-11-09,13.4103
2022-11-10,14.2984
2022-11-11,13.05506
2022-11-12,7.10479
2022-11-13,8.0817
2022-11-14,15.49733
2022-11-15,18.8277
2022-11-16,15.09769
2022-11-17,14.87566
2022-11-18,12.5666
2022-11-19,7.23801
2022-11-20,7.32682
2022-11-21,13.63232
2022-11-22,15.31971
2022-11-23,13.09946
2022-11-24,12.30017
2022-11-25,12.07815
2022-11-26,7.94849
2022-11-27,6.57193
2022-11-28,11.27886
2022-11-29,12.61101
2022-11-30,13.36589
2022-12-01,12.5666
2022-12-02,10.92362
2022-12-03,6.21669
2022-12-04,6.03907
2022-12-05,11.72291
2022-12-06,13.14387
2022-12-07,13.27708
2022-12-08,12.47779
2022-12-09,11.36767
2022-12-10,5.50621
2022-12-11,6.52753
2022-12-12,12.47779
2022-12-13,12.5222
2022-12-14,12.65541
2022-12-15,12.78863
2022-12-16,13.94316
2022-12-17,6.3055
2022-12-18,6.57193
2022-12-19,10.92362
2022-12-20,11.10124
2022-12-21,12.25577
2022-12-22,11.19005
2022-12-23,11.54529
2022-12-24,4.5293
2022-12-25,5.19538
2022-12-26,10.21314
2022-12-27,12.34458
2022-12-28,10.746
2022-12-29,10.96802
2022-12-30,9.76909
2022-12-31,5.46181
2023-01-01,5.81705
2023-01-02,11.01243
2023-01-03,13.89875
2023-01-04,15.27531
2023-01-05,13.32149
2023-01-06,13.32149
2023-01-07,9.54706
2023-01-08,7.99289
2023-01-09,15.58614
2023-01-10,13.67673
2023-01-11,15.85257
2023-01-12,18.07282
2023-01-13,11.94493
2023-01-14,9.14742
2023-01-15,8.17051
2023-01-16,13.4103
2023-01-17,14.43161
2023-01-18,13.63232
2023-01-19,13.67673
2023-01-20,10.56838
2023-01-21,7.28241
2023-01-22,5.373
2023-01-23,7.37122
2023-01-24,8.17051
2023-01-25,15.71936
2023-01-26,15.58614
2023-01-27,13.54351
2023-01-28,8.65896
2023-01-29,8.79218
2023-01-30,16.16341
2023-01-31,16.69626
2023-02-01,17.40674
2023-02-02,18.16163
2023-02-03,17.53996
2023-02-04,8.57015
2023-02-05,10.30195
2023-02-06,18.25044
2023-02-07,17.62877
2023-02-08,18.69449
2023-02-09,18.69449
2023-02-10,17.0515
2023-02-11,8.39253
2023-02-12,9.81349
2023-02-13,16.56305
2023-02-14,16.87388
2023-02-15,17.53996
2023-02-16,17.27353
2023-02-17,14.07637
2023-02-18,8.92539
2023-02-19,8.9698
2023-02-20,19.13854
2023-02-21,17.14031
2023-02-22,16.56305
2023-02-23,16.119
2023-02-24,13.80994
2023-02-25,8.92539
2023-02-26,8.25932
2023-02-27,13.23268
2023-02-28,12.65541
2023-03-01,10.56838
2023-03-02,20.6039
2023-03-03,19.58259
2023-03-04,11.14564
2023-03-05,10.43516
2023-03-06,18.60568
2023-03-07,19.53818
2023-03-08,17.67317
2023-03-09,15.89698
2023-03-10,14.83126
2023-03-11,7.94849
2023-03-12,8.74777
2023-03-13,16.74067
2023-03-14,17.98401
2023-03-15,17.31793
2023-03-16,15.58614
2023-03-17,16.03019
2023-03-18,8.65896
2023-03-19,9.10301
2023-03-20,16.34103
2023-03-21,17.53996
2023-03-22,16.82948
2023-03-23,19.31616
2023-03-24,18.29484
2023-03-25,9.72468
2023-03-26,10.39076
2023-03-27,17.31793
2023-03-28,18.56127
2023-03-29,17.98401
2023-03-30,19.53818
2023-03-31,17.58436
2023-04-01,8.9698
2023-04-02,10.12433
2023-04-03,17.0071
2023-04-04,18.73889
2023-04-05,19.04973
2023-04-06,16.47424
2023-04-07,17.49555
2023-04-08,11.94493
2023-04-09,11.41207
2023-04-10,17.14031
2023-04-11,20.95914
2023-04-12,18.8277
2023-04-13,18.20603
2023-04-14,19.27175
2023-04-15,10.746
2023-04-16,11.14564
2023-04-17,20.11545
2023-04-18,20.11545
2023-04-19,20.11545
2023-04-20,19.18294
2023-04-21,16.34103
2023-04-22,8.61456
2023-04-23,10.47957
2023-04-24,16.34103
2023-04-25,17.67317
2023-04-26,16.119
2023-04-27,16.29662
2023-04-28,15.36412
2023-04-29,9.63587
2023-04-30,8.61456
2023-05-01,10.92362
2023-05-02,16.47424
2023-05-03,28.19715
2023-05-04,23.75666
2023-05-05,11.81172
2023-05-06,9.68028
2023-05-07,9.59147
2023-05-08,17.27353
2023-05-09,16.87388
2023-05-10,17.0515
2023-05-11,17.22912
2023-05-12,14.03197
2023-05-13,7.77087
2023-05-14,8.0817
2023-05-15,14.87566
2023-05-16,15.98579
2023-05-17,14.60923
2023-05-18,16.20781
2023-05-19,15.49733
2023-05-20,10.03552
2023-05-21,8.12611
2023-05-22,15.36412
2023-05-23,17.0071
2023-05-24,13.54351
2023-05-25,15.1865
2023-05-26,14.87566
2023-05-27,7.63765
2023-05-28,7.68206
2023-05-29,10.92362
