date,실비보험보장
2020-07-04,33.33333
2020-07-05,14.49275
2020-07-06,34.7826
2020-07-07,65.21739
2020-07-08,34.7826
2020-07-09,47.82608
2020-07-10,34.7826
2020-07-11,23.1884
2020-07-12,30.43478
2020-07-13,52.17391
2020-07-14,50.72463
2020-07-15,34.7826
2020-07-16,33.33333
2020-07-17,46.37681
2020-07-18,24.63768
2020-07-19,10.14492
2020-07-20,47.82608
2020-07-21,63.76811
2020-07-22,36.23188
2020-07-23,44.92753
2020-07-24,28.9855
2020-07-25,31.88405
2020-07-26,26.08695
2020-07-27,52.17391
2020-07-28,59.42028
2020-07-29,65.21739
2020-07-30,27.53623
2020-07-31,30.43478
2020-08-01,18.84057
2020-08-02,15.94202
2020-08-03,50.72463
2020-08-04,46.37681
2020-08-05,40.57971
2020-08-06,52.17391
2020-08-07,53.62318
2020-08-08,27.53623
2020-08-09,21.73913
2020-08-10,44.92753
2020-08-11,55.07246
2020-08-12,71.01449
2020-08-13,43.47826
2020-08-14,39.13043
2020-08-15,11.5942
2020-08-16,14.49275
2020-08-17,27.53623
2020-08-18,47.82608
2020-08-19,42.02898
2020-08-20,73.91304
2020-08-21,56.52173
2020-08-22,37.68115
2020-08-23,28.9855
2020-08-24,55.07246
2020-08-25,59.42028
2020-08-26,46.37681
2020-08-27,50.72463
2020-08-28,42.02898
2020-08-29,14.49275
2020-08-30,15.94202
2020-08-31,44.92753
2020-09-01,53.62318
2020-09-02,39.13043
2020-09-03,40.57971
2020-09-04,33.33333
2020-09-05,26.08695
2020-09-06,26.08695
2020-09-07,18.84057
2020-09-08,57.97101
2020-09-09,71.01449
2020-09-10,40.57971
2020-09-11,40.57971
2020-09-12,23.1884
2020-09-13,14.49275
2020-09-14,53.62318
2020-09-15,57.97101
2020-09-16,40.57971
2020-09-17,42.02898
2020-09-18,30.43478
2020-09-19,14.49275
2020-09-20,21.73913
2020-09-21,43.47826
2020-09-22,52.17391
2020-09-23,26.08695
2020-09-24,40.57971
2020-09-25,40.57971
2020-09-26,30.43478
2020-09-27,26.08695
2020-09-28,44.92753
2020-09-29,40.57971
2020-09-30,10.14492
2020-10-01,15.94202
2020-10-02,11.5942
2020-10-03,15.94202
2020-10-04,23.1884
2020-10-05,60.86956
2020-10-06,40.57971
2020-10-07,53.62318
2020-10-08,47.82608
2020-10-09,26.08695
2020-10-10,27.53623
2020-10-11,20.28985
2020-10-12,53.62318
2020-10-13,81.15942
2020-10-14,39.13043
2020-10-15,39.13043
2020-10-16,57.97101
2020-10-17,26.08695
2020-10-18,14.49275
2020-10-19,53.62318
2020-10-20,59.42028
2020-10-21,44.92753
2020-10-22,43.47826
2020-10-23,42.02898
2020-10-24,39.13043
2020-10-25,21.73913
2020-10-26,39.13043
2020-10-27,57.97101
2020-10-28,79.71014
2020-10-29,42.02898
2020-10-30,43.47826
2020-10-31,21.73913
2020-11-01,14.49275
2020-11-02,55.07246
2020-11-03,52.17391
2020-11-04,52.17391
2020-11-05,55.07246
2020-11-06,24.63768
2020-11-07,26.08695
2020-11-08,11.5942
2020-11-09,72.46376
2020-11-10,65.21739
2020-11-11,46.37681
2020-11-12,49.27536
2020-11-13,53.62318
2020-11-14,24.63768
2020-11-15,15.94202
2020-11-16,46.37681
2020-11-17,49.27536
2020-11-18,34.7826
2020-11-19,43.47826
2020-11-20,28.9855
2020-11-21,17.3913
2020-11-22,18.84057
2020-11-23,46.37681
2020-11-24,47.82608
2020-11-25,42.02898
2020-11-26,40.57971
2020-11-27,24.63768
2020-11-28,13.04347
2020-11-29,18.84057
2020-11-30,36.23188
2020-12-01,42.02898
2020-12-02,57.97101
2020-12-03,62.31884
2020-12-04,42.02898
2020-12-05,18.84057
2020-12-06,30.43478
2020-12-07,37.68115
2020-12-08,47.82608
2020-12-09,56.52173
2020-12-10,66.66666
2020-12-11,39.13043
2020-12-12,36.23188
2020-12-13,30.43478
2020-12-14,34.7826
2020-12-15,73.91304
2020-12-16,65.21739
2020-12-17,52.17391
2020-12-18,53.62318
2020-12-19,15.94202
2020-12-20,26.08695
2020-12-21,49.27536
2020-12-22,57.97101
2020-12-23,59.42028
2020-12-24,53.62318
2020-12-25,11.5942
2020-12-26,28.9855
2020-12-27,27.53623
2020-12-28,76.81159
2020-12-29,60.86956
2020-12-30,57.97101
2020-12-31,33.33333
2021-01-01,10.14492
2021-01-02,28.9855
2021-01-03,20.28985
2021-01-04,65.21739
2021-01-05,36.23188
2021-01-06,24.63768
2021-01-07,56.52173
2021-01-08,43.47826
2021-01-09,37.68115
2021-01-10,23.1884
2021-01-11,42.02898
2021-01-12,65.21739
2021-01-13,44.92753
2021-01-14,44.92753
2021-01-15,23.1884
2021-01-16,21.73913
2021-01-17,23.1884
2021-01-18,62.31884
2021-01-19,37.68115
2021-01-20,62.31884
2021-01-21,42.02898
2021-01-22,56.52173
2021-01-23,30.43478
2021-01-24,37.68115
2021-01-25,56.52173
2021-01-26,60.86956
2021-01-27,39.13043
2021-01-28,66.66666
2021-01-29,34.7826
2021-01-30,23.1884
2021-01-31,39.13043
2021-02-01,59.42028
2021-02-02,52.17391
2021-02-03,59.42028
2021-02-04,44.92753
2021-02-05,37.68115
2021-02-06,24.63768
2021-02-07,7.24637
2021-02-08,43.47826
2021-02-09,31.88405
2021-02-10,36.23188
2021-02-11,7.24637
2021-02-12,15.94202
2021-02-14,24.63768
2021-02-15,47.82608
2021-02-16,46.37681
2021-02-17,50.72463
2021-02-18,39.13043
2021-02-19,47.82608
2021-02-20,36.23188
2021-02-21,27.53623
2021-02-22,49.27536
2021-02-23,50.72463
2021-02-24,50.72463
2021-02-25,47.82608
2021-02-26,50.72463
2021-02-27,31.88405
2021-02-28,30.43478
2021-03-01,11.5942
2021-03-02,52.17391
2021-03-03,42.02898
2021-03-04,36.23188
2021-03-05,47.82608
2021-03-06,20.28985
2021-03-07,13.04347
2021-03-08,43.47826
2021-03-09,40.57971
2021-03-10,47.82608
2021-03-11,53.62318
2021-03-12,31.88405
2021-03-13,15.94202
2021-03-14,14.49275
2021-03-15,53.62318
2021-03-16,47.82608
2021-03-17,69.56521
2021-03-18,28.9855
2021-03-19,52.17391
2021-03-20,24.63768
2021-03-21,17.3913
2021-03-22,60.86956
2021-03-23,36.23188
2021-03-24,52.17391
2021-03-25,52.17391
2021-03-26,36.23188
2021-03-27,39.13043
2021-03-28,28.9855
2021-03-29,47.82608
2021-03-30,39.13043
2021-03-31,33.33333
2021-04-01,39.13043
2021-04-02,52.17391
2021-04-03,28.9855
2021-04-04,7.24637
2021-04-05,34.7826
2021-04-06,23.1884
2021-04-07,27.53623
2021-04-08,33.33333
2021-04-09,33.33333
2021-04-10,14.49275
2021-04-11,13.04347
2021-04-12,37.68115
2021-04-13,36.23188
2021-04-14,47.82608
2021-04-15,28.9855
2021-04-16,30.43478
2021-04-17,33.33333
2021-04-18,17.3913
2021-04-19,55.07246
2021-04-20,28.9855
2021-04-21,37.68115
2021-04-22,44.92753
2021-04-23,27.53623
2021-04-24,13.04347
2021-04-25,18.84057
2021-04-26,57.97101
2021-04-27,59.42028
2021-04-28,53.62318
2021-04-29,42.02898
2021-04-30,27.53623
2021-05-01,39.13043
2021-05-02,18.84057
2021-05-03,39.13043
2021-05-04,24.63768
2021-05-05,18.84057
2021-05-06,37.68115
2021-05-07,33.33333
2021-05-08,10.14492
2021-05-09,21.73913
2021-05-10,59.42028
2021-05-11,55.07246
2021-05-12,43.47826
2021-05-13,50.72463
2021-05-14,23.1884
2021-05-15,23.1884
2021-05-16,20.28985
2021-05-17,47.82608
2021-05-18,49.27536
2021-05-19,20.28985
2021-05-20,31.88405
2021-05-21,46.37681
2021-05-22,34.7826
2021-05-23,26.08695
2021-05-24,49.27536
2021-05-25,59.42028
2021-05-26,33.33333
2021-05-27,59.42028
2021-05-28,27.53623
2021-05-29,20.28985
2021-05-30,8.69565
2021-05-31,42.02898
2021-06-01,46.37681
2021-06-02,40.57971
2021-06-03,52.17391
2021-06-04,39.13043
2021-06-05,24.63768
2021-06-06,24.63768
2021-06-07,42.02898
2021-06-08,39.13043
2021-06-09,28.9855
2021-06-10,36.23188
2021-06-11,53.62318
2021-06-12,20.28985
2021-06-13,23.1884
2021-06-14,50.72463
2021-06-15,52.17391
2021-06-16,57.97101
2021-06-17,53.62318
2021-06-18,44.92753
2021-06-19,26.08695
2021-06-20,24.63768
2021-06-21,49.27536
2021-06-22,68.11594
2021-06-23,44.92753
2021-06-24,56.52173
2021-06-25,71.01449
2021-06-26,37.68115
2021-06-27,24.63768
2021-06-28,68.11594
2021-06-29,88.40579
2021-06-30,100.0
2021-07-01,43.47826
2021-07-02,46.37681
2021-07-03,26.08695
2021-07-04,17.3913
2021-07-05,44.92753
2021-07-06,27.53623
2021-07-07,34.7826
2021-07-08,30.43478
2021-07-09,30.43478
2021-07-10,20.28985
2021-07-11,20.28985
2021-07-12,33.33333
2021-07-13,55.07246
2021-07-14,34.7826
2021-07-15,24.63768
2021-07-16,28.9855
2021-07-17,15.94202
2021-07-18,11.5942
2021-07-19,37.68115
2021-07-20,44.92753
2021-07-21,28.9855
2021-07-22,65.21739
2021-07-23,21.73913
2021-07-24,18.84057
2021-07-25,14.49275
2021-07-26,33.33333
2021-07-27,28.9855
2021-07-28,30.43478
2021-07-29,52.17391
2021-07-30,23.1884
2021-07-31,21.73913
2021-08-01,21.73913
2021-08-02,40.57971
2021-08-03,55.07246
2021-08-04,18.84057
2021-08-05,39.13043
2021-08-06,33.33333
2021-08-07,20.28985
2021-08-08,15.94202
2021-08-09,36.23188
2021-08-10,36.23188
2021-08-11,53.62318
2021-08-12,49.27536
2021-08-13,23.1884
2021-08-14,18.84057
2021-08-15,11.5942
2021-08-16,21.73913
2021-08-17,36.23188
2021-08-18,55.07246
2021-08-19,49.27536
2021-08-20,37.68115
2021-08-21,18.84057
2021-08-22,13.04347
2021-08-23,28.9855
2021-08-24,24.63768
2021-08-25,30.43478
2021-08-26,17.3913
2021-08-27,36.23188
2021-08-28,15.94202
2021-08-29,28.9855
2021-08-30,23.1884
2021-08-31,34.7826
2021-09-01,30.43478
2021-09-02,36.23188
2021-09-03,26.08695
2021-09-04,7.24637
2021-09-05,18.84057
2021-09-06,39.13043
2021-09-07,33.33333
2021-09-08,33.33333
2021-09-09,43.47826
2021-09-10,36.23188
2021-09-11,23.1884
2021-09-12,10.14492
2021-09-13,18.84057
2021-09-14,18.84057
2021-09-15,26.08695
2021-09-16,28.9855
2021-09-17,20.28985
2021-09-18,15.94202
2021-09-20,7.24637
2021-09-21,13.04347
2021-09-22,17.3913
2021-09-23,24.63768
2021-09-24,47.82608
2021-09-25,15.94202
2021-09-26,11.5942
2021-09-27,27.53623
2021-09-28,44.92753
2021-09-29,34.7826
2021-09-30,34.7826
2021-10-01,37.68115
2021-10-02,14.49275
2021-10-03,13.04347
2021-10-04,24.63768
2021-10-05,34.7826
2021-10-06,34.7826
2021-10-07,23.1884
2021-10-08,20.28985
2021-10-09,20.28985
2021-10-10,15.94202
2021-10-11,18.84057
2021-10-12,37.68115
2021-10-13,37.68115
2021-10-14,21.73913
2021-10-15,17.3913
2021-10-16,11.5942
2021-10-17,21.73913
2021-10-18,57.97101
2021-10-19,37.68115
2021-10-20,37.68115
2021-10-21,18.84057
2021-10-22,30.43478
2021-10-23,13.04347
2021-10-24,15.94202
2021-10-25,55.07246
2021-10-26,30.43478
2021-10-27,37.68115
2021-10-28,47.82608
2021-10-29,36.23188
2021-10-30,8.69565
2021-10-31,14.49275
2021-11-01,47.82608
2021-11-02,30.43478
2021-11-03,50.72463
2021-11-04,37.68115
2021-11-05,23.1884
2021-11-06,14.49275
2021-11-07,11.5942
2021-11-08,34.7826
2021-11-09,39.13043
2021-11-10,27.53623
2021-11-11,55.07246
2021-11-12,36.23188
2021-11-13,21.73913
2021-11-14,20.28985
2021-11-15,26.08695
2021-11-16,33.33333
2021-11-17,26.08695
2021-11-18,24.63768
2021-11-19,18.84057
2021-11-20,11.5942
2021-11-21,20.28985
2021-11-22,17.3913
2021-11-23,23.1884
2021-11-24,18.84057
2021-11-25,34.7826
2021-11-26,40.57971
2021-11-27,23.1884
2021-11-28,13.04347
2021-11-29,28.9855
2021-11-30,34.7826
2021-12-01,37.68115
2021-12-02,26.08695
2021-12-03,23.1884
2021-12-04,21.73913
2021-12-05,14.49275
2021-12-06,23.1884
2021-12-07,27.53623
2021-12-08,43.47826
2021-12-09,42.02898
2021-12-10,36.23188
2021-12-11,14.49275
2021-12-12,21.73913
2021-12-13,20.28985
2021-12-14,42.02898
2021-12-15,31.88405
2021-12-16,43.47826
2021-12-17,28.9855
2021-12-18,36.23188
2021-12-19,18.84057
2021-12-20,49.27536
2021-12-21,24.63768
2021-12-22,37.68115
2021-12-23,27.53623
2021-12-24,34.7826
2021-12-25,24.63768
2021-12-26,11.5942
2021-12-27,34.7826
2021-12-28,44.92753
2021-12-29,50.72463
2021-12-30,30.43478
2021-12-31,21.73913
2022-01-01,13.04347
2022-01-02,15.94202
2022-01-03,37.68115
2022-01-04,37.68115
2022-01-05,34.7826
2022-01-06,47.82608
2022-01-07,33.33333
2022-01-08,20.28985
2022-01-09,15.94202
2022-01-10,36.23188
2022-01-11,43.47826
2022-01-12,44.92753
2022-01-13,49.27536
2022-01-14,34.7826
2022-01-15,13.04347
2022-01-16,18.84057
2022-01-17,43.47826
2022-01-18,30.43478
2022-01-19,27.53623
2022-01-20,49.27536
2022-01-21,36.23188
2022-01-22,23.1884
2022-01-23,17.3913
2022-01-24,15.94202
2022-01-25,36.23188
2022-01-26,28.9855
2022-01-27,28.9855
2022-01-28,37.68115
2022-01-29,17.3913
2022-01-30,24.63768
2022-01-31,14.49275
2022-02-01,20.28985
2022-02-02,11.5942
2022-02-03,43.47826
2022-02-04,46.37681
2022-02-05,26.08695
2022-02-06,10.14492
2022-02-07,27.53623
2022-02-08,42.02898
2022-02-09,39.13043
2022-02-10,43.47826
2022-02-11,27.53623
2022-02-12,13.04347
2022-02-13,13.04347
2022-02-14,31.88405
2022-02-15,50.72463
2022-02-16,42.02898
2022-02-17,43.47826
2022-02-18,27.53623
2022-02-19,24.63768
2022-02-20,17.3913
2022-02-21,46.37681
2022-02-22,42.02898
2022-02-23,24.63768
2022-02-24,47.82608
2022-02-25,37.68115
2022-02-26,14.49275
2022-02-27,11.5942
2022-02-28,36.23188
2022-03-01,26.08695
2022-03-02,28.9855
2022-03-03,49.27536
2022-03-04,18.84057
2022-03-05,23.1884
2022-03-06,15.94202
2022-03-07,44.92753
2022-03-08,42.02898
2022-03-09,8.69565
2022-03-10,20.28985
2022-03-11,34.7826
2022-03-12,30.43478
2022-03-13,13.04347
2022-03-14,44.92753
2022-03-15,46.37681
2022-03-16,36.23188
2022-03-17,42.02898
2022-03-18,24.63768
2022-03-19,15.94202
2022-03-20,13.04347
2022-03-21,47.82608
2022-03-22,18.84057
2022-03-23,56.52173
2022-03-24,40.57971
2022-03-25,40.57971
2022-03-26,14.49275
2022-03-27,18.84057
2022-03-28,44.92753
2022-03-29,40.57971
2022-03-30,27.53623
2022-03-31,24.63768
2022-04-01,42.02898
2022-04-02,20.28985
2022-04-03,15.94202
2022-04-04,34.7826
2022-04-05,34.7826
2022-04-06,31.88405
2022-04-07,36.23188
2022-04-08,28.9855
2022-04-09,13.04347
2022-04-10,11.5942
2022-04-11,39.13043
2022-04-12,18.84057
2022-04-13,30.43478
2022-04-14,44.92753
2022-04-15,34.7826
2022-04-16,23.1884
2022-04-17,13.04347
2022-04-18,33.33333
2022-04-19,49.27536
2022-04-20,39.13043
2022-04-21,33.33333
2022-04-22,20.28985
2022-04-23,28.9855
2022-04-24,14.49275
2022-04-25,39.13043
2022-04-26,34.7826
2022-04-27,34.7826
2022-04-28,24.63768
2022-04-29,18.84057
2022-04-30,11.5942
2022-05-01,15.94202
2022-05-02,13.04347
2022-05-03,30.43478
2022-05-04,33.33333
2022-05-05,10.14492
2022-05-06,26.08695
2022-05-07,17.3913
2022-05-08,17.3913
2022-05-09,37.68115
2022-05-10,44.92753
2022-05-11,26.08695
2022-05-12,36.23188
2022-05-13,14.49275
2022-05-14,20.28985
2022-05-15,8.69565
2022-05-16,31.88405
2022-05-17,49.27536
2022-05-18,42.02898
2022-05-19,42.02898
2022-05-20,36.23188
2022-05-21,21.73913
2022-05-22,10.14492
2022-05-23,28.9855
2022-05-24,23.1884
2022-05-25,31.88405
2022-05-26,36.23188
2022-05-27,24.63768
2022-05-28,15.94202
2022-05-29,11.5942
2022-05-30,26.08695
2022-05-31,34.7826
2022-06-01,14.49275
2022-06-02,43.47826
2022-06-03,26.08695
2022-06-04,14.49275
2022-06-05,15.94202
2022-06-06,11.5942
2022-06-07,15.94202
2022-06-08,8.69565
2022-06-09,17.3913
2022-06-10,30.43478
2022-06-11,27.53623
2022-06-12,17.3913
2022-06-13,21.73913
2022-06-14,57.97101
2022-06-15,34.7826
2022-06-16,28.9855
2022-06-17,37.68115
2022-06-18,23.1884
2022-06-19,26.08695
2022-06-20,42.02898
2022-06-21,46.37681
2022-06-22,44.92753
2022-06-23,33.33333
2022-06-24,37.68115
2022-06-25,15.94202
2022-06-26,10.14492
2022-06-27,55.07246
2022-06-28,33.33333
2022-06-29,34.7826
2022-06-30,28.9855
2022-07-01,26.08695
2022-07-02,14.49275
2022-07-03,17.3913
2022-07-04,37.68115
2022-07-05,28.9855
2022-07-06,53.62318
2022-07-07,31.88405
2022-07-08,31.88405
2022-07-10,8.69565
2022-07-11,34.7826
2022-07-12,23.1884
2022-07-13,23.1884
2022-07-14,33.33333
2022-07-15,52.17391
2022-07-16,17.3913
2022-07-17,10.14492
2022-07-18,33.33333
2022-07-19,28.9855
2022-07-20,31.88405
2022-07-21,39.13043
2022-07-22,26.08695
2022-07-23,33.33333
2022-07-24,18.84057
2022-07-25,33.33333
2022-07-26,46.37681
2022-07-27,40.57971
2022-07-28,40.57971
2022-07-29,21.73913
2022-07-30,18.84057
2022-07-31,14.49275
2022-08-01,24.63768
2022-08-02,42.02898
2022-08-03,37.68115
2022-08-04,27.53623
2022-08-05,14.49275
2022-08-06,30.43478
2022-08-07,23.1884
2022-08-08,31.88405
2022-08-09,33.33333
2022-08-10,47.82608
2022-08-11,20.28985
2022-08-12,27.53623
2022-08-13,14.49275
2022-08-14,18.84057
2022-08-15,7.24637
2022-08-16,27.53623
2022-08-17,46.37681
2022-08-18,37.68115
2022-08-19,24.63768
2022-08-20,18.84057
2022-08-21,24.63768
2022-08-22,59.42028
2022-08-23,31.88405
2022-08-24,30.43478
2022-08-25,40.57971
2022-08-26,17.3913
2022-08-27,27.53623
2022-08-28,18.84057
2022-08-29,44.92753
2022-08-30,43.47826
2022-08-31,30.43478
2022-09-01,18.84057
2022-09-02,31.88405
2022-09-03,27.53623
2022-09-04,10.14492
2022-09-05,49.27536
2022-09-06,21.73913
2022-09-07,21.73913
2022-09-08,24.63768
2022-09-09,13.04347
2022-09-10,10.14492
2022-09-12,26.08695
2022-09-13,36.23188
2022-09-14,47.82608
2022-09-15,39.13043
2022-09-16,21.73913
2022-09-17,17.3913
2022-09-19,33.33333
2022-09-20,33.33333
2022-09-21,27.53623
2022-09-22,50.72463
2022-09-23,28.9855
2022-09-24,18.84057
2022-09-25,15.94202
2022-09-26,55.07246
2022-09-27,52.17391
2022-09-28,43.47826
2022-09-29,24.63768
2022-09-30,33.33333
2022-10-01,20.28985
2022-10-03,18.84057
2022-10-04,21.73913
2022-10-05,36.23188
2022-10-06,18.84057
2022-10-07,18.84057
2022-10-09,7.24637
2022-10-10,14.49275
2022-10-11,27.53623
2022-10-12,46.37681
2022-10-13,37.68115
2022-10-14,40.57971
2022-10-15,24.63768
2022-10-16,15.94202
2022-10-17,31.88405
2022-10-18,28.9855
2022-10-19,27.53623
2022-10-20,46.37681
2022-10-21,40.57971
2022-10-22,10.14492
2022-10-23,8.69565
2022-10-24,40.57971
2022-10-25,59.42028
2022-10-26,39.13043
2022-10-27,42.02898
2022-10-28,36.23188
2022-10-29,30.43478
2022-10-30,15.94202
2022-10-31,17.3913
2022-11-01,13.04347
2022-11-02,34.7826
2022-11-03,36.23188
2022-11-04,30.43478
2022-11-05,10.14492
2022-11-06,30.43478
2022-11-07,23.1884
2022-11-08,28.9855
2022-11-09,37.68115
2022-11-10,43.47826
2022-11-11,17.3913
2022-11-12,17.3913
2022-11-13,21.73913
2022-11-14,18.84057
2022-11-15,50.72463
2022-11-16,37.68115
2022-11-17,27.53623
2022-11-18,26.08695
2022-11-19,17.3913
2022-11-20,21.73913
2022-11-21,26.08695
2022-11-22,20.28985
2022-11-23,28.9855
2022-11-24,42.02898
2022-11-25,30.43478
2022-11-26,14.49275
2022-11-27,10.14492
2022-11-28,33.33333
2022-11-29,49.27536
2022-11-30,30.43478
2022-12-01,28.9855
2022-12-02,30.43478
2022-12-03,13.04347
2022-12-04,14.49275
2022-12-05,57.97101
2022-12-06,26.08695
2022-12-07,34.7826
2022-12-08,49.27536
2022-12-09,37.68115
2022-12-10,26.08695
2022-12-11,13.04347
2022-12-12,26.08695
2022-12-13,40.57971
2022-12-14,43.47826
2022-12-15,47.82608
2022-12-16,24.63768
2022-12-17,18.84057
2022-12-18,14.49275
2022-12-19,60.86956
2022-12-20,34.7826
2022-12-21,43.47826
2022-12-22,49.27536
2022-12-23,37.68115
2022-12-24,24.63768
2022-12-25,13.04347
2022-12-26,50.72463
2022-12-27,46.37681
2022-12-28,62.31884
2022-12-29,44.92753
2022-12-30,39.13043
2022-12-31,20.28985
2023-01-01,17.3913
2023-01-02,46.37681
2023-01-03,28.9855
2023-01-04,43.47826
2023-01-05,28.9855
2023-01-06,37.68115
2023-01-07,14.49275
2023-01-08,15.94202
2023-01-09,44.92753
2023-01-10,40.57971
2023-01-11,42.02898
2023-01-12,33.33333
2023-01-13,39.13043
2023-01-14,27.53623
2023-01-15,13.04347
2023-01-16,43.47826
2023-01-17,43.47826
2023-01-18,33.33333
2023-01-19,20.28985
2023-01-20,28.9855
2023-01-21,23.1884
2023-01-22,18.84057
2023-01-23,13.04347
2023-01-24,13.04347
2023-01-25,43.47826
2023-01-26,47.82608
2023-01-27,42.02898
2023-01-28,17.3913
2023-01-29,23.1884
2023-01-30,42.02898
2023-01-31,55.07246
2023-02-01,55.07246
2023-02-02,40.57971
2023-02-03,30.43478
2023-02-04,18.84057
2023-02-05,17.3913
2023-02-06,31.88405
2023-02-07,53.62318
2023-02-08,40.57971
2023-02-09,49.27536
2023-02-10,40.57971
2023-02-11,21.73913
2023-02-12,13.04347
2023-02-13,36.23188
2023-02-14,33.33333
2023-02-15,34.7826
2023-02-16,34.7826
2023-02-17,30.43478
2023-02-18,21.73913
2023-02-19,13.04347
2023-02-20,39.13043
2023-02-21,62.31884
2023-02-22,34.7826
2023-02-23,60.86956
2023-02-24,23.1884
2023-02-25,24.63768
2023-02-27,39.13043
2023-02-28,27.53623
2023-03-01,18.84057
2023-03-02,46.37681
2023-03-03,34.7826
2023-03-04,24.63768
2023-03-05,11.5942
2023-03-06,33.33333
2023-03-07,33.33333
2023-03-08,36.23188
2023-03-09,73.91304
2023-03-10,26.08695
2023-03-11,11.5942
2023-03-12,15.94202
2023-03-13,26.08695
2023-03-14,34.7826
2023-03-15,36.23188
2023-03-16,43.47826
2023-03-17,24.63768
2023-03-18,23.1884
2023-03-19,21.73913
2023-03-20,28.9855
2023-03-21,39.13043
2023-03-22,31.88405
2023-03-23,30.43478
2023-03-24,21.73913
2023-03-25,15.94202
2023-03-26,10.14492
2023-03-27,31.88405
2023-03-28,46.37681
2023-03-29,37.68115
2023-03-30,21.73913
2023-03-31,34.7826
2023-04-01,26.08695
2023-04-02,8.69565
2023-04-03,30.43478
2023-04-04,36.23188
2023-04-05,36.23188
2023-04-06,36.23188
2023-04-07,34.7826
2023-04-08,17.3913
2023-04-09,18.84057
2023-04-10,44.92753
2023-04-11,49.27536
2023-04-12,28.9855
2023-04-13,34.7826
2023-04-14,53.62318
2023-04-15,14.49275
2023-04-16,27.53623
2023-04-17,42.02898
2023-04-18,57.97101
2023-04-19,55.07246
2023-04-20,47.82608
2023-04-21,23.1884
2023-04-22,15.94202
2023-04-23,13.04347
2023-04-24,37.68115
2023-04-25,26.08695
2023-04-26,33.33333
2023-04-27,34.7826
2023-04-28,23.1884
2023-04-29,8.69565
2023-04-30,18.84057
2023-05-01,18.84057
2023-05-02,30.43478
2023-05-03,44.92753
2023-05-04,34.7826
2023-05-05,23.1884
2023-05-06,17.3913
2023-05-07,18.84057
2023-05-08,26.08695
2023-05-09,24.63768
2023-05-10,23.1884
2023-05-11,53.62318
2023-05-12,24.63768
2023-05-13,14.49275
2023-05-14,13.04347
2023-05-15,30.43478
2023-05-16,27.53623
2023-05-17,13.04347
2023-05-18,47.82608
2023-05-19,21.73913
2023-05-20,21.73913
2023-05-21,24.63768
2023-05-22,40.57971
2023-05-23,36.23188
2023-05-24,15.94202
2023-05-25,33.33333
2023-05-26,21.73913
2023-05-28,14.49275
2023-05-29,20.28985
2023-05-30,46.37681
2023-05-31,43.47826
2023-06-01,33.33333
2023-06-02,34.7826
2023-06-03,14.49275
2023-06-04,11.5942
2023-06-05,18.84057
2023-06-06,10.14492
