date,세무사
2023-05-30,36.32201
2023-05-31,31.7932
2023-06-01,22.09457
2023-06-02,19.63869
2023-06-03,12.72061
2023-06-04,13.24508
2023-06-05,20.07159
2023-06-06,15.63436
2023-06-07,22.89377
2023-06-08,21.75324
2023-06-09,20.42124
2023-06-10,14.14418
2023-06-11,17.13286
2023-06-12,24.75024
2023-06-13,22.11954
2023-06-14,20.15484
2023-06-15,21.32867
2023-06-16,18.47319
2023-06-17,12.13786
2023-06-18,11.97136
2023-06-19,23.47652
2023-06-20,22.53579
2023-06-21,39.92673
2023-06-22,22.83549
2023-06-23,20.89577
2023-06-24,12.99533
2023-06-25,14.08591
2023-06-26,21.40359
2023-06-27,21.14552
2023-06-28,20.05494
2023-06-29,19.81351
2023-06-30,19.58041
2023-07-01,23.99267
2023-07-02,21.56177
2023-07-03,24.52547
2023-07-04,22.09457
2023-07-05,22.21112
2023-07-06,20.83749
2023-07-07,19.03929
2023-07-08,11.82983
2023-07-09,13.31168
2023-07-10,23.19347
2023-07-11,19.48051
2023-07-12,24.29237
2023-07-13,21.11222
2023-07-14,18.86446
2023-07-15,11.42191
2023-07-16,13.12853
2023-07-17,23.95937
2023-07-18,22.36097
2023-07-19,22.66067
2023-07-20,21.19547
2023-07-21,20.11322
2023-07-22,12.98701
2023-07-23,13.71961
2023-07-24,23.32667
2023-07-25,22.07792
2023-07-26,18.91441
2023-07-27,18.43156
2023-07-28,17.36596
2023-07-29,11.40526
2023-07-30,12.12953
2023-07-31,21.17049
2023-08-01,19.22244
2023-08-02,17.99866
2023-08-03,17.79054
2023-08-04,15.84249
2023-08-05,11.71328
2023-08-06,11.77156
2023-08-07,21.26207
2023-08-08,20.82084
2023-08-09,19.01431
2023-08-10,18.31501
2023-08-11,21.01232
2023-08-12,25.6993
2023-08-13,16.77489
2023-08-14,21.76989
2023-08-15,14.90176
2023-08-16,22.05294
2023-08-17,20.76257
2023-08-18,19.13919
2023-08-19,11.45521
2023-08-20,13.27006
2023-08-21,21.93639
2023-08-22,20.24642
2023-08-23,20.21312
2023-08-24,20.16317
2023-08-25,17.90709
2023-08-26,13.51981
2023-08-27,15.55944
2023-08-28,24.20079
2023-08-29,23.11854
2023-08-30,22.32767
2023-08-31,21.36197
2023-09-01,17.69064
2023-09-02,11.77988
2023-09-03,13.61138
2023-09-04,23.23509
2023-09-05,21.04562
2023-09-06,19.78021
2023-09-07,21.03729
2023-09-08,19.46386
2023-09-09,12.04628
2023-09-10,13.43656
2023-09-11,22.44422
2023-09-12,20.46287
2023-09-13,18.75624
2023-09-14,17.81551
2023-09-15,17.04961
2023-09-16,11.18048
2023-09-17,12.32101
2023-09-18,18.96436
2023-09-19,18.70629
2023-09-20,18.41491
2023-09-21,15.71761
2023-09-22,14.81018
2023-09-23,10.68931
2023-09-24,10.94738
2023-09-25,16.76656
2023-09-26,15.48451
2023-09-27,13.12853
2023-09-28,9.53213
2023-09-29,10.10656
2023-09-30,9.81518
2023-10-01,11.79653
2023-10-02,11.94638
2023-10-03,13.12021
2023-10-04,20.49617
2023-10-05,19.07259
2023-10-06,16.27539
2023-10-07,8.93273
2023-10-08,11.03896
2023-10-09,13.57808
2023-10-10,20.77089
2023-10-11,20.09657
2023-10-12,19.64701
2023-10-13,16.55011
2023-10-14,10.67266
2023-10-15,11.93806
2023-10-16,19.71361
2023-10-17,19.02264
2023-10-18,18.13186
2023-10-19,18.03196
2023-10-20,15.33466
2023-10-21,10.61438
2023-10-22,11.82151
2023-10-23,20.92074
2023-10-24,18.28171
2023-10-25,20.27972
2023-10-26,18.97269
2023-10-27,16.50849
2023-10-28,11.46353
2023-10-29,14.09423
2023-10-30,23.73459
2023-10-31,22.42757
2023-11-01,21.07059
2023-11-02,21.35364
2023-11-03,18.32334
2023-11-04,11.89643
2023-11-05,14.01098
2023-11-06,21.17882
2023-11-07,21.64502
2023-11-08,20.95404
2023-11-09,20.07159
2023-11-10,19.17249
2023-11-11,12.46253
2023-11-12,17.84049
2023-11-13,24.64202
2023-11-14,26.48185
2023-11-15,88.27838
2023-11-16,34.41558
2023-11-17,27.81385
2023-11-18,16.94971
2023-11-19,16.67499
2023-11-20,25.47452
2023-11-21,24.35897
2023-11-22,29.3956
2023-11-23,58.25008
2023-11-24,30.84415
2023-11-25,23.43489
2023-11-26,26.3986
2023-11-27,32.50915
2023-11-28,28.37162
2023-11-29,29.58707
2023-11-30,26.45687
2023-12-01,70.00499
2023-12-02,29.07092
2023-12-03,21.02064
2023-12-04,29.17915
2023-12-05,27.41425
2023-12-06,25.57442
2023-12-07,24.09257
2023-12-08,23.67632
2023-12-09,17.98201
2023-12-10,20.14652
2023-12-11,28.98767
2023-12-12,27.75557
2023-12-13,26.01565
2023-12-14,27.2644
2023-12-15,22.51082
2023-12-16,15.72594
2023-12-17,17.09956
2023-12-18,22.76057
2023-12-19,22.63569
2023-12-20,20.89577
2023-12-21,21.50349
2023-12-22,19.03096
2023-12-23,13.51981
2023-12-24,13.35331
2023-12-25,14.45221
2023-12-26,24.71694
2023-12-27,23.75957
2023-12-28,23.01032
2023-12-29,22.09457
2023-12-30,15.32634
2023-12-31,16.94971
2024-01-01,19.13086
2024-01-02,29.2957
2024-01-03,27.58075
2024-01-04,27.10622
2024-01-05,25.20812
2024-01-06,16.84981
2024-01-07,17.16616
2024-01-08,25.9324
2024-01-09,26.88977
2024-01-10,27.31435
2024-01-11,25.68265
2024-01-12,23.36829
2024-01-13,15.59274
2024-01-14,17.24941
2024-01-15,29.81185
2024-01-16,28.5298
2024-01-17,28.28837
2024-01-18,27.8305
2024-01-19,25.64102
2024-01-20,15.76756
2024-01-21,16.31701
2024-01-22,30.05328
2024-01-23,30.01998
2024-01-24,28.05527
2024-01-25,25.64102
2024-01-26,22.75224
2024-01-27,15.28471
2024-01-28,16.20046
2024-01-29,25.59107
2024-01-30,24.56709
2024-01-31,23.60139
2024-02-01,21.47019
2024-02-02,19.79686
2024-02-03,12.32101
2024-02-04,14.26073
2024-02-05,22.69397
2024-02-06,22.41924
2024-02-07,18.22344
2024-02-08,16.65834
2024-02-09,12.29603
2024-02-10,12.98701
2024-02-11,13.44488
2024-02-12,15.39294
2024-02-13,24.81684
2024-02-14,22.98534
2024-02-15,22.66067
2024-02-16,20.62937
2024-02-17,14.27738
2024-02-18,14.15251
2024-02-19,22.96037
2024-02-20,22.78554
2024-02-21,22.32767
2024-02-22,21.22877
2024-02-23,20.22144
2024-02-24,14.09423
2024-02-25,16.45854
2024-02-26,26.75657
2024-02-27,23.60139
2024-02-28,22.76889
2024-02-29,20.05494
2024-03-01,14.02763
2024-03-02,14.44388
2024-03-03,16.47519
2024-03-04,26.0989
2024-03-05,25.1332
2024-03-06,23.23509
2024-03-07,23.14352
2024-03-08,20.30469
2024-03-09,14.66033
2024-03-10,16.22544
2024-03-11,24.20079
2024-03-12,23.01032
2024-03-13,22.74392
2024-03-14,22.57742
2024-03-15,20.92907
2024-03-16,14.38561
2024-03-17,13.40326
2024-03-18,23.97602
2024-03-19,22.10289
2024-03-20,20.66267
