date,그림전시회
2020-03-20,12.06896
2020-03-21,12.06896
2020-03-22,10.34482
2020-03-23,11.63793
2020-03-24,8.62068
2020-03-25,11.20689
2020-03-26,9.91379
2020-03-27,8.62068
2020-03-28,7.75862
2020-03-29,20.25862
2020-03-30,13.7931
2020-03-31,14.22413
2020-04-01,8.62068
2020-04-02,11.63793
2020-04-03,6.46551
2020-04-04,9.48275
2020-04-05,6.89655
2020-04-06,10.34482
2020-04-07,18.10344
2020-04-08,11.63793
2020-04-09,18.53448
2020-04-10,13.36206
2020-04-11,6.03448
2020-04-12,6.89655
2020-04-13,12.06896
2020-04-14,9.48275
2020-04-15,12.5
2020-04-16,20.25862
2020-04-17,14.65517
2020-04-18,19.82758
2020-04-19,8.62068
2020-04-20,15.51724
2020-04-21,11.20689
2020-04-22,19.39655
2020-04-23,18.53448
2020-04-24,11.20689
2020-04-25,12.93103
2020-04-26,14.22413
2020-04-27,19.82758
2020-04-28,18.96551
2020-04-29,19.82758
2020-04-30,8.62068
2020-05-01,20.25862
2020-05-02,18.96551
2020-05-03,18.96551
2020-05-04,17.67241
2020-05-05,15.94827
2020-05-06,19.39655
2020-05-07,23.27586
2020-05-08,10.34482
2020-05-09,9.05172
2020-05-10,13.36206
2020-05-11,15.94827
2020-05-12,13.7931
2020-05-13,17.24137
2020-05-14,15.94827
2020-05-15,18.10344
2020-05-16,12.93103
2020-05-17,14.22413
2020-05-18,15.0862
2020-05-19,22.41379
2020-05-20,19.82758
2020-05-21,16.37931
2020-05-22,13.36206
2020-05-23,12.93103
2020-05-24,21.98275
2020-05-25,12.06896
2020-05-26,11.20689
2020-05-27,21.98275
2020-05-28,17.67241
2020-05-29,14.22413
2020-05-30,12.93103
2020-05-31,10.34482
2020-06-01,9.91379
2020-06-02,14.65517
2020-06-03,18.10344
2020-06-04,15.0862
2020-06-05,12.5
2020-06-06,14.22413
2020-06-07,19.82758
2020-06-08,13.36206
2020-06-09,11.20689
2020-06-10,9.05172
2020-06-11,15.94827
2020-06-12,15.0862
2020-06-13,8.62068
2020-06-14,12.93103
2020-06-15,15.0862
2020-06-16,10.77586
2020-06-17,16.37931
2020-06-18,15.51724
2020-06-19,16.37931
2020-06-20,11.20689
2020-06-21,13.7931
2020-06-22,22.84482
2020-06-23,22.84482
2020-06-24,23.70689
2020-06-25,21.98275
2020-06-26,12.5
2020-06-27,13.36206
2020-06-28,16.81034
2020-06-29,20.68965
2020-06-30,23.27586
2020-07-01,15.0862
2020-07-02,26.2931
2020-07-03,15.51724
2020-07-04,14.65517
2020-07-05,16.37931
2020-07-06,18.10344
2020-07-07,13.7931
2020-07-08,21.98275
2020-07-09,25.43103
2020-07-10,15.0862
2020-07-11,15.51724
2020-07-12,21.55172
2020-07-13,28.44827
2020-07-14,27.15517
2020-07-15,27.15517
2020-07-16,26.2931
2020-07-17,21.98275
2020-07-18,21.12068
2020-07-19,17.24137
2020-07-20,25.43103
2020-07-21,31.03448
2020-07-22,29.31034
2020-07-23,8.18965
2020-07-24,18.10344
2020-07-25,19.39655
2020-07-26,32.32758
2020-07-27,27.15517
2020-07-28,22.84482
2020-07-29,23.70689
2020-07-30,21.55172
2020-07-31,31.89655
2020-08-01,19.82758
2020-08-02,21.12068
2020-08-03,28.01724
2020-08-04,33.62068
2020-08-05,24.56896
2020-08-06,28.44827
2020-08-07,32.75862
2020-08-08,18.96551
2020-08-09,24.56896
2020-08-10,27.15517
2020-08-11,20.68965
2020-08-12,31.03448
2020-08-13,25.43103
2020-08-14,28.44827
2020-08-15,26.2931
2020-08-16,15.0862
2020-08-17,12.93103
2020-08-18,16.81034
2020-08-19,11.63793
2020-08-20,8.62068
2020-08-21,7.75862
2020-08-22,9.05172
2020-08-23,11.20689
2020-08-24,13.7931
2020-08-25,10.34482
2020-08-26,14.22413
2020-08-27,7.32758
2020-08-28,6.46551
2020-08-29,9.91379
2020-08-30,8.62068
2020-08-31,11.20689
2020-09-01,14.22413
2020-09-02,9.48275
2020-09-03,15.94827
2020-09-04,14.65517
2020-09-05,11.63793
2020-09-06,8.62068
2020-09-07,11.63793
2020-09-08,18.53448
2020-09-09,18.53448
2020-09-10,11.63793
2020-09-11,12.93103
2020-09-12,9.05172
2020-09-13,13.36206
2020-09-14,14.65517
2020-09-15,12.5
2020-09-16,14.65517
2020-09-17,15.51724
2020-09-18,19.82758
2020-09-19,16.81034
2020-09-20,14.65517
2020-09-21,10.34482
2020-09-22,12.5
2020-09-23,15.0862
2020-09-24,14.22413
2020-09-25,15.51724
2020-09-26,9.05172
2020-09-27,10.34482
2020-09-28,9.48275
2020-09-29,10.34482
2020-09-30,8.62068
2020-10-01,15.94827
2020-10-02,12.93103
2020-10-03,18.96551
2020-10-04,19.39655
2020-10-05,15.0862
2020-10-06,27.15517
2020-10-07,14.22413
2020-10-08,16.37931
2020-10-09,20.25862
2020-10-10,18.53448
2020-10-11,21.55172
2020-10-12,25.43103
2020-10-13,18.10344
2020-10-14,16.37931
2020-10-15,21.55172
2020-10-16,18.10344
2020-10-17,30.60344
2020-10-18,18.96551
2020-10-19,37.5
2020-10-20,25.86206
2020-10-21,17.24137
2020-10-22,21.98275
2020-10-23,30.60344
2020-10-24,24.13793
2020-10-25,19.39655
2020-10-26,23.27586
2020-10-27,23.70689
2020-10-28,23.70689
2020-10-29,18.10344
2020-10-30,18.53448
2020-10-31,24.13793
2020-11-01,28.87931
2020-11-02,21.55172
2020-11-03,27.5862
2020-11-04,22.41379
2020-11-05,31.46551
2020-11-06,24.13793
2020-11-07,31.03448
2020-11-08,23.27586
2020-11-09,22.84482
2020-11-10,24.56896
2020-11-11,39.22413
2020-11-12,24.56896
2020-11-13,33.62068
2020-11-14,23.27586
2020-11-15,25.43103
2020-11-16,25.86206
2020-11-17,28.44827
2020-11-18,23.27586
2020-11-19,19.82758
2020-11-20,22.84482
2020-11-21,22.41379
2020-11-22,21.98275
2020-11-23,23.70689
2020-11-24,20.25862
2020-11-25,14.65517
2020-11-26,17.24137
2020-11-27,24.13793
2020-11-28,18.96551
2020-11-29,19.82758
2020-11-30,26.72413
2020-12-01,9.05172
2020-12-02,6.46551
2020-12-03,12.5
2020-12-04,17.67241
2020-12-05,6.89655
2020-12-06,15.94827
2020-12-07,21.12068
2020-12-08,10.34482
2020-12-09,7.75862
2020-12-10,12.06896
2020-12-11,16.81034
2020-12-12,9.48275
2020-12-13,12.93103
2020-12-14,10.34482
2020-12-15,11.63793
2020-12-16,10.34482
2020-12-17,18.53448
2020-12-18,12.06896
2020-12-19,13.36206
2020-12-20,12.06896
2020-12-21,9.05172
2020-12-22,14.65517
2020-12-23,15.51724
2020-12-24,11.20689
2020-12-25,12.93103
2020-12-26,9.48275
2020-12-27,7.32758
2020-12-28,11.63793
2020-12-29,11.63793
2020-12-30,15.51724
2020-12-31,10.77586
2021-01-01,12.06896
2021-01-02,18.96551
2021-01-03,17.24137
2021-01-04,10.34482
2021-01-05,12.5
2021-01-06,10.77586
2021-01-07,6.89655
2021-01-08,15.0862
2021-01-09,13.36206
2021-01-10,23.70689
2021-01-11,10.77586
2021-01-12,15.94827
2021-01-13,19.39655
2021-01-14,16.37931
2021-01-15,21.12068
2021-01-16,18.96551
2021-01-17,35.77586
2021-01-18,19.39655
2021-01-19,12.93103
2021-01-20,18.10344
2021-01-21,18.10344
2021-01-22,21.98275
2021-01-23,10.77586
2021-01-24,21.98275
2021-01-25,22.84482
2021-01-26,13.36206
2021-01-27,18.10344
2021-01-28,22.41379
2021-01-29,18.96551
2021-01-30,17.24137
2021-01-31,28.44827
2021-02-01,28.44827
2021-02-02,19.39655
2021-02-03,18.53448
2021-02-04,12.93103
2021-02-05,18.10344
2021-02-06,24.56896
2021-02-07,21.98275
2021-02-08,21.55172
2021-02-09,18.53448
2021-02-10,27.15517
2021-02-11,8.62068
2021-02-12,21.55172
2021-02-13,21.12068
2021-02-14,27.15517
2021-02-15,21.98275
2021-02-16,18.96551
2021-02-17,18.96551
2021-02-18,19.39655
2021-02-19,22.41379
2021-02-20,26.2931
2021-02-21,25.0
2021-02-22,21.55172
2021-02-23,18.96551
2021-02-24,26.2931
2021-02-25,20.25862
2021-02-26,21.12068
2021-02-27,24.13793
2021-02-28,27.5862
2021-03-01,25.43103
2021-03-02,22.41379
2021-03-03,22.84482
2021-03-04,15.51724
2021-03-05,21.55172
2021-03-06,17.67241
2021-03-07,27.15517
2021-03-08,15.51724
2021-03-09,22.41379
2021-03-10,24.13793
2021-03-11,25.43103
2021-03-12,23.27586
2021-03-13,21.12068
2021-03-14,30.60344
2021-03-15,20.25862
2021-03-16,29.74137
2021-03-17,31.89655
2021-03-18,31.03448
2021-03-19,35.77586
2021-03-20,28.44827
2021-03-21,16.81034
2021-03-22,31.89655
2021-03-23,20.25862
2021-03-24,20.68965
2021-03-25,29.31034
2021-03-26,31.46551
2021-03-27,28.87931
2021-03-28,33.18965
2021-03-29,18.53448
2021-03-30,28.87931
2021-03-31,28.01724
2021-04-01,22.84482
2021-04-02,27.5862
2021-04-03,36.20689
2021-04-04,31.03448
2021-04-05,20.25862
2021-04-06,29.74137
2021-04-07,28.01724
2021-04-08,34.48275
2021-04-09,31.46551
2021-04-10,18.96551
2021-04-11,27.15517
2021-04-12,25.86206
2021-04-13,37.93103
2021-04-14,31.46551
2021-04-15,25.0
2021-04-16,28.44827
2021-04-17,20.25862
2021-04-18,31.46551
2021-04-19,21.98275
2021-04-20,23.27586
2021-04-21,28.01724
2021-04-22,25.43103
2021-04-23,25.86206
2021-04-24,14.65517
2021-04-25,17.67241
2021-04-26,22.84482
2021-04-27,18.53448
2021-04-28,20.25862
2021-04-29,24.13793
2021-04-30,20.25862
2021-05-01,25.0
2021-05-02,33.62068
2021-05-03,24.56896
2021-05-04,23.70689
2021-05-05,25.86206
2021-05-06,18.53448
2021-05-07,22.84482
2021-05-08,28.87931
2021-05-09,17.67241
2021-05-10,21.98275
2021-05-11,25.86206
2021-05-12,24.13793
2021-05-13,29.74137
2021-05-14,18.10344
