date,대환대출
2020-03-20,2.5759
2020-03-21,1.26821
2020-03-22,1.1325
2020-03-23,2.93119
2020-03-24,2.65238
2020-03-25,2.63265
2020-03-26,2.31312
2020-03-27,2.08243
2020-03-28,0.80311
2020-03-29,0.93018
2020-03-30,2.30819
2020-03-31,2.20086
2020-04-01,2.22553
2020-04-02,2.15151
2020-04-03,1.69136
2020-04-04,0.74266
2020-04-05,0.81298
2020-04-06,2.26625
2020-04-07,2.16015
2020-04-08,2.15645
2020-04-09,2.13301
2020-04-10,1.88998
2020-04-11,0.79078
2020-04-12,0.91661
2020-04-13,2.43649
2020-04-14,2.37111
2020-04-15,1.04738
2020-04-16,2.30819
2020-04-17,1.85173
2020-04-18,0.82655
2020-04-19,1.03628
2020-04-20,2.39578
2020-04-21,2.40935
2020-04-22,2.33533
2020-04-23,2.07996
2020-04-24,2.04789
2020-04-25,0.79201
2020-04-26,0.81792
2020-04-27,2.39085
2020-04-28,2.03185
2020-04-29,1.70739
2020-04-30,0.74143
2020-05-01,0.71182
2020-05-02,0.54281
2020-05-03,0.68221
2020-05-04,1.88134
2020-05-05,1.00544
2020-05-06,2.28475
2020-05-07,2.04665
2020-05-08,1.68642
2020-05-09,0.73773
2020-05-10,0.82039
2020-05-11,2.21567
2020-05-12,2.26008
2020-05-13,1.91835
2020-05-14,1.91588
2020-05-15,1.63954
2020-05-16,0.64891
2020-05-17,0.71922
2020-05-18,2.18359
2020-05-19,1.94426
2020-05-20,1.94302
2020-05-21,1.87147
2020-05-22,1.6198
2020-05-23,0.56995
2020-05-24,0.64644
2020-05-25,2.01334
2020-05-26,1.964
2020-05-27,1.80732
2020-05-28,1.84063
2020-05-29,1.48533
2020-05-30,0.62547
2020-05-31,0.70442
2020-06-01,1.82583
2020-06-02,1.96646
2020-06-03,1.7296
2020-06-04,1.65064
2020-06-05,1.44092
2020-06-06,0.60943
2020-06-07,0.57859
2020-06-08,1.69999
2020-06-09,1.58649
2020-06-10,1.75797
2020-06-11,1.65558
2020-06-12,1.38787
2020-06-13,0.55021
2020-06-14,0.65507
2020-06-15,1.89614
2020-06-16,1.8616
2020-06-17,1.93439
2020-06-18,1.80239
2020-06-19,1.46436
2020-06-20,0.57982
2020-06-21,0.59586
2020-06-22,2.03061
2020-06-23,1.82089
2020-06-24,1.54085
2020-06-25,1.66051
2020-06-26,1.3669
2020-06-27,0.59462
2020-06-28,0.70319
2020-06-29,1.7407
2020-06-30,1.63831
2020-07-01,1.81102
2020-07-02,1.69136
2020-07-03,1.33606
2020-07-04,0.55145
2020-07-05,0.66371
2020-07-06,1.83076
2020-07-07,1.74564
2020-07-08,1.78018
2020-07-09,1.77401
2020-07-10,1.52358
2020-07-11,0.53417
2020-07-12,0.69208
2020-07-13,1.88504
2020-07-14,1.90231
2020-07-15,2.05529
2020-07-16,1.94179
2020-07-17,1.57539
2020-07-18,0.49593
2020-07-19,0.6415
2020-07-20,1.99484
2020-07-21,1.90231
2020-07-22,1.75921
2020-07-23,1.68149
2020-07-24,1.42242
2020-07-25,0.63163
2020-07-26,0.6415
2020-07-27,1.98497
2020-07-28,1.90848
2020-07-29,1.56552
2020-07-30,1.42735
2020-07-31,1.34099
2020-08-01,0.53047
2020-08-02,0.52554
2020-08-03,1.70739
2020-08-04,1.92699
2020-08-05,2.54876
2020-08-06,1.73577
2020-08-07,1.44709
2020-08-08,0.59709
2020-08-09,0.66371
2020-08-10,1.92822
2020-08-11,1.97387
2020-08-12,2.06269
2020-08-13,1.95289
2020-08-14,1.97016
2020-08-15,1.40021
2020-08-16,0.88207
2020-08-17,1.30645
2020-08-18,2.42909
2020-08-19,2.26501
2020-08-20,2.11327
2020-08-21,1.89985
2020-08-22,0.77474
2020-08-23,0.90304
2020-08-24,2.42045
2020-08-25,2.68939
2020-08-26,2.2354
2020-08-27,2.28598
2020-08-28,1.70863
2020-08-29,0.66371
2020-08-30,0.71676
2020-08-31,2.00347
2020-09-01,2.15892
2020-09-02,1.97016
2020-09-03,1.72713
2020-09-04,1.54332
2020-09-05,0.67975
2020-09-06,0.75623
2020-09-07,2.15275
2020-09-08,2.52655
2020-09-09,2.03678
2020-09-10,2.13178
2020-09-11,1.76167
2020-09-12,0.82285
2020-09-13,0.87713
2020-09-14,2.36247
2020-09-15,2.15645
2020-09-16,2.14041
2020-09-17,2.08243
2020-09-18,1.6198
2020-09-19,0.66741
2020-09-20,0.67481
2020-09-21,1.82583
2020-09-22,1.68395
2020-09-23,1.66545
2020-09-24,1.57539
2020-09-25,1.39651
2020-09-26,0.67975
2020-09-27,0.69702
2020-09-28,1.44709
2020-09-29,1.08439
2020-09-30,0.41574
2020-10-01,0.37503
2020-10-02,0.40464
2020-10-03,0.45152
2020-10-04,0.71676
2020-10-05,1.99237
2020-10-06,1.60253
2020-10-07,1.83569
2020-10-08,1.6013
2020-10-09,0.67234
2020-10-10,0.59216
2020-10-11,0.67975
2020-10-12,1.8505
2020-10-13,1.85543
2020-10-14,1.7185
2020-10-15,1.8468
2020-10-16,1.47053
2020-10-17,0.64274
2020-10-18,0.63287
2020-10-19,1.9899
2020-10-20,1.89368
2020-10-21,1.94919
2020-10-22,1.91958
2020-10-23,1.49397
2020-10-24,0.6193
2020-10-25,0.69949
2020-10-26,1.88628
2020-10-27,1.73453
2020-10-28,1.69629
2020-10-29,1.65435
2020-10-30,1.39281
2020-10-31,0.55391
2020-11-01,0.62053
2020-11-02,1.67162
2020-11-03,1.70863
2020-11-04,1.64324
2020-11-05,1.61363
2020-11-06,1.45449
2020-11-07,0.61806
2020-11-08,0.65631
2020-11-09,1.79005
2020-11-10,1.78265
2020-11-11,1.78141
2020-11-12,1.79375
2020-11-13,1.473
2020-11-14,0.66124
2020-11-15,0.68098
2020-11-16,2.096
2020-11-17,2.07379
2020-11-18,2.01951
2020-11-19,1.69136
2020-11-20,1.39034
2020-11-21,0.60819
2020-11-22,0.69949
2020-11-23,1.80239
2020-11-24,1.76414
2020-11-25,1.68889
2020-11-26,1.58033
2020-11-27,1.378
2020-11-28,0.53417
2020-11-29,0.70442
2020-11-30,1.78882
2020-12-01,1.70863
2020-12-02,1.56429
2020-12-03,1.52974
2020-12-04,1.29782
2020-12-05,0.53047
2020-12-06,0.56748
2020-12-07,1.76291
2020-12-08,1.65188
2020-12-09,1.57416
2020-12-10,1.67902
2020-12-11,1.44832
2020-12-12,0.59092
2020-12-13,0.69578
2020-12-14,1.87641
2020-12-15,1.69752
2020-12-16,1.65681
2020-12-17,1.50631
2020-12-18,1.20899
2020-12-19,0.50703
2020-12-20,0.59956
2020-12-21,1.71603
2020-12-22,1.70863
2020-12-23,1.44586
2020-12-24,1.18308
2020-12-25,0.5132
2020-12-26,0.42808
2020-12-27,0.63287
2020-12-28,1.73453
2020-12-29,1.63214
2020-12-30,1.33112
2020-12-31,1.17692
2021-01-01,0.58599
2021-01-02,0.53417
2021-01-03,0.70072
2021-01-04,1.88998
2021-01-05,2.04665
2021-01-06,1.88011
2021-01-07,1.71726
2021-01-08,1.43475
2021-01-09,0.73773
2021-01-10,0.755
2021-01-11,2.07133
2021-01-12,1.98867
2021-01-13,1.93439
2021-01-14,1.84927
2021-01-15,1.82953
2021-01-16,0.78338
2021-01-17,0.72293
2021-01-18,2.09477
2021-01-19,2.26008
2021-01-20,2.03802
