date,현대자동차주식
2020-03-20,68.05826
2020-03-21,16.80501
2020-03-22,12.19075
2020-03-23,60.70149
2020-03-24,58.56933
2020-03-25,63.34635
2020-03-26,62.1582
2020-03-27,54.8177
2020-03-28,12.67903
2020-03-29,8.87858
2020-03-30,41.29231
2020-03-31,36.93033
2020-04-01,38.06966
2020-04-02,34.83072
2020-04-03,29.29687
2020-04-04,6.58365
2020-04-05,5.28157
2020-04-06,28.97949
2020-04-07,32.15332
2020-04-08,31.21744
2020-04-09,36.96289
2020-04-10,36.27929
2020-04-11,6.56738
2020-04-12,5.5664
2020-04-13,29.67122
2020-04-14,27.77506
2020-04-15,6.59993
2020-04-16,25.39876
2020-04-17,28.37727
2020-04-18,5.30598
2020-04-19,4.40266
2020-04-20,27.17285
2020-04-21,30.25716
2020-04-22,32.05566
2020-04-23,27.92968
2020-04-24,25.34179
2020-04-25,4.79329
2020-04-26,4.08528
2020-04-27,25.11393
2020-04-28,25.46386
2020-04-29,22.5179
2020-04-30,5.36295
2020-05-01,6.41276
2020-05-02,3.04361
2020-05-03,3.52376
2020-05-04,19.93001
2020-05-05,4.60611
2020-05-06,20.3776
2020-05-07,17.6595
2020-05-08,17.1875
2020-05-09,3.99576
2020-05-10,3.5319
2020-05-11,19.58821
2020-05-12,19.19759
2020-05-13,18.35937
2020-05-14,18.22916
2020-05-15,15.57617
2020-05-16,3.31217
2020-05-17,2.69368
2020-05-18,15.64127
2020-05-19,25.16276
2020-05-20,19.95442
2020-05-21,17.50488
2020-05-22,17.09798
2020-05-23,3.80045
2020-05-24,3.58072
2020-05-25,17.27701
2020-05-26,20.15787
2020-05-27,19.31152
2020-05-28,18.84765
2020-05-29,17.87923
2020-05-30,3.95507
2020-05-31,3.29589
2020-06-01,21.08561
2020-06-02,21.13444
2020-06-03,28.49121
2020-06-04,24.51985
2020-06-05,22.81901
2020-06-06,3.54003
2020-06-07,3.45865
2020-06-08,23.12011
2020-06-09,21.28906
2020-06-10,18.60351
2020-06-11,19.5638
2020-06-12,19.222
2020-06-13,3.00292
2020-06-14,2.56347
2020-06-15,24.27571
2020-06-16,22.05403
2020-06-17,20.21484
2020-06-18,17.27701
2020-06-19,17.22819
2020-06-20,3.4261
2020-06-21,2.73437
2020-06-22,16.87825
2020-06-23,16.92708
2020-06-24,17.99316
2020-06-25,14.99837
2020-06-26,14.94954
2020-06-27,2.97851
2020-06-28,2.49837
2020-06-29,16.48763
2020-06-30,15.67382
2020-07-01,14.94954
2020-07-02,14.90885
2020-07-03,13.60677
2020-07-04,3.125
2020-07-05,3.39355
2020-07-06,18.59537
2020-07-07,17.17936
2020-07-08,15.20182
2020-07-09,13.53352
2020-07-10,12.5
2020-07-11,3.72721
2020-07-12,3.51562
2020-07-13,15.82845
2020-07-14,15.21809
2020-07-15,20.97981
2020-07-16,18.44075
2020-07-17,20.73567
2020-07-18,4.27246
2020-07-19,3.36914
2020-07-20,23.99902
2020-07-21,22.7539
2020-07-22,20.22298
2020-07-23,22.55045
2020-07-24,20.1416
2020-07-25,3.81673
2020-07-26,4.80957
2020-07-27,20.59733
2020-07-28,18.20475
2020-07-29,18.69303
2020-07-30,19.96256
2020-07-31,16.6097
2020-08-01,3.0843
2020-08-02,2.99479
2020-08-03,17.91992
2020-08-04,20.66243
2020-08-05,20.70312
2020-08-06,27.0996
2020-08-07,26.39973
2020-08-08,4.76074
2020-08-09,3.93066
2020-08-10,47.07845
2020-08-11,43.27799
2020-08-12,37.5
2020-08-13,32.74739
2020-08-14,28.94694
2020-08-15,5.40364
2020-08-16,4.29687
2020-08-17,8.66699
2020-08-18,29.02018
2020-08-19,27.92154
2020-08-20,28.75162
2020-08-21,26.22884
2020-08-22,4.27246
2020-08-23,3.58886
2020-08-24,25.76497
2020-08-25,25.51269
2020-08-26,24.5524
2020-08-27,24.56868
2020-08-28,27.08333
2020-08-29,4.91536
2020-08-30,5.11067
2020-08-31,29.09342
2020-09-01,26.97753
2020-09-02,25.03255
2020-09-03,22.82714
2020-09-04,23.5026
2020-09-05,4.5817
2020-09-06,4.04459
2020-09-07,21.68782
2020-09-08,20.47526
2020-09-09,20.93912
2020-09-10,20.17415
2020-09-11,18.78255
2020-09-12,4.06901
2020-09-13,3.36914
2020-09-14,25.3011
2020-09-15,24.57682
2020-09-16,27.73437
2020-09-17,28.82486
2020-09-18,23.18522
2020-09-19,4.50032
2020-09-20,3.75162
2020-09-21,24.80468
2020-09-22,27.70182
2020-09-23,26.94498
2020-09-24,25.0
2020-09-25,22.21679
2020-09-26,4.94791
2020-09-27,3.77604
2020-09-28,20.68684
2020-09-29,18.75
2020-09-30,3.94694
2020-10-01,5.13509
2020-10-02,4.72819
2020-10-03,4.18294
2020-10-04,5.27343
2020-10-05,26.30208
2020-10-06,25.28483
2020-10-07,21.89127
2020-10-08,20.80891
2020-10-09,5.7373
2020-10-10,3.89811
2020-10-11,3.67838
2020-10-12,20.57291
2020-10-13,21.22395
2020-10-14,23.16894
2020-10-15,20.25553
2020-10-16,20.30436
2020-10-17,4.32128
2020-10-18,3.54003
2020-10-19,20.67057
2020-10-20,24.38964
2020-10-21,21.06119
2020-10-22,20.18229
2020-10-23,19.25455
2020-10-24,3.47493
2020-10-25,4.65494
2020-10-26,20.97167
2020-10-27,20.42643
2020-10-28,18.986
2020-10-29,18.69303
2020-10-30,18.27799
2020-10-31,4.38639
2020-11-01,3.72721
2020-11-02,18.90462
2020-11-03,18.36751
2020-11-04,19.74283
2020-11-05,21.38671
2020-11-06,19.44173
2020-11-07,3.61328
2020-11-08,3.34472
2020-11-09,20.99609
2020-11-10,22.19238
2020-11-11,22.62369
2020-11-12,20.76009
2020-11-13,20.39388
2020-11-14,4.06901
2020-11-15,3.71907
2020-11-16,25.88704
2020-11-17,26.78222
2020-11-18,23.46191
2020-11-19,20.6136
2020-11-20,18.75813
2020-11-21,4.44335
2020-11-22,3.81673
2020-11-23,23.4375
2020-11-24,25.27669
2020-11-25,24.16992
2020-11-26,21.98079
2020-11-27,20.71126
2020-11-28,4.9235
2020-11-29,4.73632
2020-11-30,23.20149
2020-12-01,22.37955
2020-12-02,24.11295
2020-12-03,36.49088
2020-12-04,34.62727
2020-12-05,6.38834
2020-12-06,5.20019
2020-12-07,29.14225
2020-12-08,26.73339
2020-12-09,29.02018
2020-12-10,28.99576
2020-12-11,27.36816
2020-12-12,6.59179
2020-12-13,4.83398
2020-12-14,25.77311
2020-12-15,24.38151
2020-12-16,23.44563
2020-12-17,22.57486
2020-12-18,20.4427
2020-12-19,5.03743
2020-12-20,4.98046
2020-12-21,22.73763
2020-12-22,21.60644
2020-12-23,22.60742
2020-12-24,22.45279
2020-12-25,5.68033
2020-12-26,5.32226
2020-12-27,5.30598
2020-12-28,25.38248
2020-12-29,23.29101
2020-12-30,24.96744
2020-12-31,10.3597
2021-01-01,5.87565
2021-01-02,5.03743
2021-01-03,4.9235
2021-01-04,39.8763
2021-01-05,38.46028
2021-01-06,37.10123
2021-01-07,35.13997
2021-01-08,100.0
2021-01-09,18.09082
2021-01-10,12.71972
2021-01-11,92.61881
2021-01-12,70.6136
2021-01-13,59.77376
2021-01-14,50.82194
2021-01-15,48.8444
2021-01-16,9.35058
