date,바이오ETF
2023-05-29,2.8999
2023-05-30,3.27408
2023-05-31,4.02245
2023-06-01,7.48362
2023-06-02,11.59962
2023-06-03,4.9579
2023-06-04,4.11599
2023-06-05,7.67072
2023-06-06,4.9579
2023-06-07,5.89335
2023-06-08,4.77081
2023-06-09,4.9579
2023-06-10,2.99345
2023-06-11,3.64826
2023-06-12,3.46117
2023-06-13,5.05144
2023-06-14,5.05144
2023-06-15,3.55472
2023-06-16,5.42563
2023-06-17,1.12254
2023-06-18,1.02899
2023-06-19,2.99345
2023-06-20,3.18054
2023-06-21,2.52572
2023-06-22,2.99345
2023-06-23,2.43217
2023-06-24,0.56127
2023-06-25,2.24508
2023-06-26,2.71281
2023-06-27,2.43217
2023-06-28,2.05799
2023-06-29,1.68381
2023-06-30,2.24508
2023-07-01,0.8419
2023-07-02,2.15154
2023-07-03,2.43217
2023-07-04,3.27408
2023-07-05,4.58372
2023-07-06,2.15154
2023-07-07,2.52572
2023-07-08,2.80636
2023-07-09,1.68381
2023-07-10,2.99345
2023-07-11,2.99345
2023-07-12,4.67726
2023-07-13,11.50608
2023-07-14,9.63517
2023-07-15,6.17399
2023-07-16,8.51262
2023-07-17,6.92235
2023-07-18,8.98035
2023-07-19,9.35453
2023-07-20,10.19644
2023-07-21,13.0028
2023-07-22,8.98035
2023-07-23,14.12535
2023-07-24,14.59307
2023-07-25,9.9158
2023-07-26,13.18989
2023-07-27,17.02525
2023-07-28,17.21234
2023-07-29,12.34798
2023-07-30,9.54162
2023-07-31,17.30589
2023-08-01,26.56688
2023-08-02,23.19925
2023-08-03,88.8681
2023-08-04,69.41066
2023-08-05,19.73807
2023-08-06,32.46024
2023-08-07,40.59869
2023-08-08,31.80542
2023-08-09,77.64265
2023-08-10,76.98783
2023-08-11,68.10102
2023-08-12,25.44434
2023-08-13,29.93451
2023-08-14,42.2825
2023-08-15,21.98316
2023-08-16,29.74742
2023-08-17,44.62114
2023-08-18,24.69597
2023-08-19,17.02525
2023-08-20,9.9158
2023-08-21,14.68662
2023-08-22,16.27689
2023-08-23,14.59307
2023-08-24,12.44153
2023-08-25,8.13844
2023-08-26,5.89335
2023-08-27,4.02245
2023-08-28,8.98035
2023-08-29,12.34798
2023-08-30,20.20579
2023-08-31,14.68662
2023-09-01,7.95135
2023-09-02,7.48362
2023-09-03,6.92235
2023-09-04,11.69317
2023-09-05,11.22544
2023-09-06,14.59307
2023-09-07,12.81571
2023-09-08,9.54162
2023-09-09,5.79981
2023-09-10,8.0449
2023-09-11,16.18334
2023-09-12,15.90271
2023-09-13,9.72871
2023-09-14,8.23199
2023-09-15,6.45463
2023-09-16,3.9289
2023-09-17,7.57717
2023-09-18,7.10944
2023-09-19,5.33208
2023-09-20,3.55472
2023-09-21,3.27408
2023-09-22,3.36763
2023-09-23,1.59027
2023-09-24,5.14499
2023-09-25,6.82881
2023-09-26,6.64172
2023-09-27,6.17399
2023-09-28,2.52572
2023-09-29,3.27408
2023-09-30,2.24508
2023-10-01,2.43217
2023-10-02,3.18054
2023-10-03,3.55472
2023-10-04,5.42563
2023-10-05,5.61272
2023-10-06,5.05144
2023-10-07,2.71281
2023-10-08,1.40318
2023-10-09,2.8999
2023-10-10,4.9579
2023-10-11,3.74181
2023-10-12,4.58372
2023-10-13,2.52572
2023-10-14,1.77736
2023-10-15,1.49672
2023-10-16,3.27408
2023-10-17,3.74181
2023-10-18,6.92235
2023-10-19,5.9869
2023-10-20,3.9289
2023-10-21,4.02245
2023-10-22,1.68381
2023-10-23,2.61927
2023-10-24,3.9289
2023-10-25,3.83536
2023-10-26,3.74181
2023-10-27,2.05799
2023-10-28,2.24508
2023-10-29,1.77736
2023-10-30,2.24508
2023-10-31,2.24508
2023-11-01,1.8709
2023-11-02,2.15154
2023-11-03,2.61927
2023-11-04,2.24508
2023-11-05,3.74181
2023-11-06,8.60617
2023-11-07,7.20299
2023-11-08,6.64172
2023-11-09,4.11599
2023-11-10,3.74181
2023-11-11,1.21608
2023-11-12,2.24508
2023-11-13,2.52572
2023-11-14,2.71281
2023-11-15,5.14499
2023-11-16,4.39663
2023-11-17,5.61272
2023-11-18,2.15154
2023-11-19,3.36763
2023-11-20,4.11599
2023-11-21,4.39663
2023-11-22,3.27408
2023-11-23,3.64826
2023-11-24,5.33208
2023-11-25,3.55472
2023-11-26,1.49672
2023-11-27,4.02245
2023-11-28,3.55472
2023-11-29,3.74181
2023-11-30,3.64826
2023-12-01,4.20954
2023-12-02,2.33863
2023-12-03,2.15154
2023-12-04,4.30308
2023-12-05,6.08044
2023-12-06,8.98035
2023-12-07,6.36108
2023-12-08,4.39663
2023-12-09,1.96445
2023-12-10,2.05799
2023-12-11,4.30308
2023-12-12,5.05144
2023-12-13,4.30308
2023-12-14,17.77362
2023-12-15,12.72217
2023-12-16,5.51917
2023-12-17,5.51917
2023-12-18,6.08044
2023-12-19,18.24134
2023-12-20,12.53507
2023-12-21,12.53507
2023-12-22,12.16089
2023-12-23,10.75771
2023-12-24,10.66417
2023-12-25,13.18989
2023-12-26,25.63143
2023-12-27,28.43779
2023-12-28,34.51824
2023-12-29,14.31244
2023-12-30,11.59962
2023-12-31,21.79607
2024-01-01,21.42188
2024-01-02,45.46304
2024-01-03,32.83442
2024-01-04,19.08325
2024-01-05,16.18334
2024-01-06,17.58652
2024-01-07,14.31244
2024-01-08,13.47053
2024-01-09,15.99625
2024-01-10,16.65107
2024-01-11,23.1057
2024-01-12,18.33489
2024-01-13,10.10289
2024-01-14,8.60617
2024-01-15,10.38353
2024-01-16,10.75771
2024-01-17,9.63517
2024-01-18,7.10944
2024-01-19,6.82881
2024-01-20,4.20954
2024-01-21,5.89335
2024-01-22,12.62862
2024-01-23,10.47708
2024-01-24,9.44808
2024-01-25,6.64172
2024-01-26,6.45463
2024-01-27,4.77081
2024-01-28,4.39663
2024-01-29,10.38353
2024-01-30,10.75771
2024-01-31,4.11599
2024-02-01,4.9579
2024-02-02,6.08044
2024-02-03,2.80636
2024-02-04,3.74181
2024-02-05,4.9579
2024-02-06,4.39663
2024-02-07,5.51917
2024-02-08,4.9579
2024-02-09,3.46117
2024-02-10,2.15154
2024-02-11,2.80636
2024-02-12,3.36763
2024-02-13,5.79981
2024-02-14,6.64172
2024-02-15,6.54817
2024-02-16,5.89335
2024-02-17,4.58372
2024-02-18,3.83536
2024-02-19,7.76426
2024-02-20,6.73526
2024-02-21,5.23854
2024-02-22,8.98035
2024-02-23,10.10289
2024-02-24,5.51917
2024-02-25,6.36108
2024-02-26,14.0318
2024-02-27,12.16089
2024-02-28,10.66417
2024-02-29,10.28999
2024-03-01,5.33208
2024-03-02,5.05144
2024-03-03,4.9579
2024-03-04,6.82881
2024-03-05,8.88681
2024-03-06,15.99625
2024-03-07,16.74462
2024-03-08,16.55753
2024-03-09,12.34798
2024-03-10,12.81571
2024-03-11,17.30589
2024-03-12,14.31244
2024-03-13,12.62862
2024-03-14,10.75771
2024-03-15,5.33208
2024-03-16,5.14499
2024-03-17,4.02245
2024-03-18,10.28999
2024-03-19,12.16089
2024-03-20,13.18989
