date,천연가스선물
2020-07-07,7.807
2020-07-08,6.23041
2020-07-09,5.05271
2020-07-10,4.96723
2020-07-11,2.28891
2020-07-12,1.35815
2020-07-13,4.18843
2020-07-14,4.20742
2020-07-15,4.12194
2020-07-16,4.25491
2020-07-17,3.913
2020-07-18,1.78554
2020-07-19,0.97825
2020-07-20,3.44762
2020-07-21,5.25216
2020-07-22,4.08395
2020-07-23,3.894
2020-07-24,5.22366
2020-07-25,2.57384
2020-07-26,1.1682
2020-07-27,3.5141
2020-07-28,4.2834
2020-07-29,4.19792
2020-07-30,4.88175
2020-07-31,3.80852
2020-08-01,1.5671
2020-08-02,0.83578
2020-08-03,3.83702
2020-08-04,14.54079
2020-08-05,11.40659
2020-08-06,9.08918
2020-08-07,7.51258
2020-08-08,3.47611
2020-08-09,2.00398
2020-08-10,7.92098
2020-08-11,8.95621
2020-08-12,6.6483
2020-08-13,5.29964
2020-08-14,4.61582
2020-08-15,4.10295
2020-08-16,1.9375
2020-08-17,5.78402
2020-08-18,7.14217
2020-08-19,6.79076
2020-08-20,5.89799
2020-08-21,5.19517
2020-08-22,2.64982
2020-08-23,1.72855
2020-08-24,5.26165
2020-08-25,6.42036
2020-08-26,5.0812
2020-08-27,5.69854
2020-08-28,6.69579
2020-08-29,2.54535
2020-08-30,1.47212
2020-08-31,4.2929
2020-09-01,5.01472
2020-09-02,6.69579
2020-09-03,5.88849
2020-09-04,5.12869
2020-09-05,3.01073
2020-09-06,1.09222
2020-09-07,3.85601
2020-09-08,4.53984
2020-09-09,6.16392
2020-09-10,4.87225
2020-09-11,5.0717
2020-09-12,2.86826
2020-09-13,1.44363
2020-09-14,4.19792
2020-09-15,5.10969
2020-09-16,4.02697
2020-09-17,5.97397
2020-09-18,9.82999
2020-09-19,3.31465
2020-09-20,1.33915
2020-09-21,5.38512
2020-09-22,7.20866
2020-09-23,6.80026
2020-09-24,13.59103
2020-09-25,7.06619
2020-09-26,2.88726
2020-09-27,1.70956
2020-09-28,5.58457
2020-09-29,4.91974
2020-09-30,4.05546
2020-10-01,3.80852
2020-10-02,4.3024
2020-10-03,2.09896
2020-10-04,1.06372
2020-10-05,6.52483
2020-10-06,6.16392
2020-10-07,6.80026
2020-10-08,6.16392
2020-10-09,4.87225
2020-10-10,3.05822
2020-10-11,1.57659
2020-10-12,8.56681
2020-10-13,7.18966
2020-10-14,5.92648
2020-10-15,6.54383
2020-10-16,5.31864
2020-10-17,2.3269
2020-10-18,1.24418
2020-10-19,4.52084
2020-10-20,4.80577
2020-10-21,5.03371
2020-10-22,5.38512
2020-10-23,3.77053
2020-10-24,1.79504
2020-10-25,0.80729
2020-10-26,3.26716
2020-10-27,3.39063
2020-10-28,4.42587
2020-10-29,4.17893
2020-10-30,3.94149
2020-10-31,1.91851
2020-11-01,0.95925
2020-11-02,3.86551
2020-11-03,4.93874
2020-11-04,7.08519
2020-11-05,7.58856
2020-11-06,6.14493
2020-11-07,2.26992
2020-11-08,1.01624
2020-11-09,6.31588
2020-11-10,5.61306
2020-11-11,5.63206
2020-11-12,4.63481
2020-11-13,4.15044
2020-11-14,1.9565
2020-11-15,0.65533
2020-11-16,4.72029
2020-11-17,7.24665
2020-11-18,5.55608
2020-11-19,6.14493
2020-11-20,5.91699
2020-11-21,2.18444
2020-11-22,1.44363
2020-11-23,4.80577
2020-11-24,5.17618
2020-11-25,4.80577
2020-11-26,4.93874
2020-11-27,3.35264
2020-11-28,1.63358
2020-11-29,0.79779
2020-11-30,3.21967
2020-12-01,4.27391
2020-12-02,4.59682
2020-12-03,9.57355
2020-12-04,10.86522
2020-12-05,2.90625
2020-12-06,1.64308
2020-12-07,6.74328
2020-12-08,5.75553
2020-12-09,4.66331
2020-12-10,5.32814
2020-12-11,4.13144
2020-12-12,1.9565
2020-12-13,1.1397
2020-12-14,3.5141
2020-12-15,3.86551
2020-12-16,3.25766
2020-12-17,3.45711
2020-12-18,3.34314
2020-12-19,1.65257
2020-12-20,0.73131
2020-12-21,2.45987
2020-12-22,2.76379
2020-12-23,2.61183
2020-12-24,3.60907
2020-12-25,1.72855
2020-12-26,0.99724
2020-12-27,0.98774
2020-12-28,7.72153
2020-12-29,5.03371
2020-12-30,3.61857
2020-12-31,2.48836
2021-01-01,1.75705
2021-01-02,0.89277
2021-01-03,0.94975
2021-01-04,3.57108
2021-01-05,3.59958
2021-01-06,3.23867
2021-01-07,3.37164
2021-01-08,3.81802
2021-01-09,1.5386
2021-01-10,1.02573
2021-01-11,2.82078
2021-01-12,4.18843
2021-01-13,3.40963
2021-01-14,2.63082
2021-01-15,2.77329
2021-01-16,1.10171
2021-01-17,0.7788
2021-01-18,2.42188
2021-01-19,2.39338
2021-01-20,3.37164
2021-01-21,2.84927
2021-01-22,2.28891
2021-01-23,1.18719
2021-01-24,0.66483
2021-01-25,1.91851
2021-01-26,2.42188
2021-01-27,2.28891
2021-01-28,2.46937
2021-01-29,2.14645
2021-01-30,1.05423
2021-01-31,0.58884
2021-02-01,2.38389
2021-02-02,3.95099
2021-02-03,2.46937
2021-02-04,2.50736
2021-02-05,3.70405
2021-02-06,1.70956
2021-02-07,0.89277
2021-02-08,2.47886
2021-02-09,2.22243
2021-02-10,2.16544
2021-02-11,2.45987
2021-02-12,2.49786
2021-02-13,1.51961
2021-02-14,0.92126
2021-02-15,3.37164
2021-02-16,4.3119
2021-02-17,4.2834
2021-02-18,3.60907
2021-02-19,3.04872
2021-02-20,1.29167
2021-02-21,1.1587
2021-02-22,2.17494
2021-02-23,1.86152
2021-02-24,1.70006
2021-02-25,2.03248
2021-02-26,1.67157
2021-02-27,1.1397
2021-02-28,0.3894
2021-03-01,1.05423
2021-03-02,1.36765
2021-03-03,1.44363
2021-03-04,1.61458
2021-03-05,1.50061
2021-03-06,0.78829
2021-03-07,0.41789
2021-03-08,1.18719
2021-03-09,1.58609
2021-03-10,1.71906
2021-03-11,1.68107
2021-03-12,1.32966
2021-03-13,0.86427
2021-03-14,0.47487
2021-03-15,1.96599
2021-03-16,2.50736
2021-03-17,1.87102
2021-03-18,2.10846
2021-03-19,1.98499
2021-03-20,0.97825
2021-03-21,0.54136
2021-03-22,1.66207
2021-03-23,1.91851
2021-03-24,1.88052
2021-03-25,2.07047
2021-03-26,2.00398
2021-03-27,0.98774
2021-03-28,0.54136
2021-03-29,1.65257
2021-03-30,1.63358
2021-03-31,1.5671
2021-04-01,1.9565
2021-04-02,1.37714
2021-04-03,0.60784
2021-04-04,0.35141
2021-04-05,1.50061
2021-04-06,2.35539
2021-04-07,2.44087
2021-04-08,2.38389
2021-04-09,2.16544
2021-04-10,0.7788
2021-04-11,0.53186
2021-04-12,1.90901
2021-04-13,2.24142
2021-04-14,2.09896
2021-04-15,2.35539
2021-04-16,2.18444
2021-04-17,0.83578
2021-04-18,0.44638
2021-04-19,1.73805
2021-04-20,1.70956
2021-04-21,1.98499
2021-04-22,1.68107
2021-04-23,1.9375
2021-04-24,0.66483
2021-04-25,0.32291
2021-04-26,1.77604
2021-04-27,2.19394
2021-04-28,2.35539
2021-04-29,2.26992
2021-04-30,1.89001
2021-05-01,0.71231
2021-05-02,0.41789
2021-05-03,1.66207
2021-05-04,1.78554
2021-05-05,2.42188
2021-05-06,1.23468
2021-05-07,1.25368
2021-05-08,0.71231
2021-05-09,0.27542
2021-05-10,1.07322
2021-05-11,1.73805
2021-05-12,1.00674
2021-05-13,1.26317
2021-05-14,1.02573
2021-05-15,0.59834
2021-05-16,0.28492
2021-05-17,2.04197
2021-05-18,2.97274
2021-05-19,3.55209
2021-05-20,3.46661
2021-05-21,2.36489
2021-05-22,0.93076
2021-05-23,0.68382
2021-05-24,1.72855
2021-05-25,1.98499
2021-05-26,1.69056
2021-05-27,1.90901
2021-05-28,1.64308
2021-05-29,1.09222
2021-05-30,0.57935
2021-05-31,1.50061
2021-06-01,2.20343
2021-06-02,2.42188
2021-06-03,2.11795
2021-06-04,1.32966
2021-06-05,0.81679
2021-06-06,0.59834
2021-06-07,1.04473
2021-06-08,1.86152
2021-06-09,2.3364
2021-06-10,1.80453
2021-06-11,2.36489
2021-06-12,1.50061
2021-06-13,0.79779
2021-06-14,2.81128
2021-06-15,3.30515
2021-06-16,3.32415
2021-06-17,2.30791
2021-06-18,2.15595
2021-06-19,0.82628
2021-06-20,0.3704
2021-06-21,1.61458
2021-06-22,1.90901
2021-06-23,1.928
2021-06-24,1.98499
2021-06-25,2.35539
2021-06-26,1.27267
2021-06-27,0.80729
2021-06-28,2.78279
2021-06-29,3.40963
2021-06-30,4.76778
2021-07-01,3.34314
2021-07-02,2.91575
2021-07-03,1.29167
2021-07-04,0.53186
2021-07-05,1.97549
2021-07-06,2.81128
2021-07-07,2.93475
2021-07-08,2.83027
2021-07-09,2.22243
2021-07-10,0.98774
2021-07-11,0.49387
2021-07-12,1.81403
2021-07-13,2.17494
2021-07-14,2.13695
2021-07-15,2.02298
2021-07-16,2.06097
2021-07-17,0.73131
2021-07-18,0.53186
2021-07-19,1.88052
2021-07-20,2.48836
2021-07-21,3.79903
2021-07-22,3.27666
2021-07-23,3.79903
2021-07-24,1.43413
2021-07-25,0.82628
2021-07-26,2.66881
2021-07-27,3.14369
2021-07-28,3.28616
2021-07-29,2.24142
2021-07-30,2.54535
2021-07-31,0.99724
2021-08-01,0.3799
2021-08-02,1.80453
2021-08-03,1.96599
2021-08-04,2.91575
2021-08-05,3.70405
2021-08-06,3.07721
2021-08-07,0.94975
2021-08-08,0.60784
2021-08-09,2.35539
2021-08-10,2.92525
2021-08-11,2.41238
2021-08-12,2.7163
2021-08-13,2.96324
2021-08-14,0.95925
2021-08-15,0.3704
2021-08-16,2.19394
2021-08-17,2.82078
2021-08-18,2.37439
2021-08-19,2.3269
2021-08-20,2.28891
2021-08-21,1.05423
2021-08-22,0.47487
2021-08-23,1.85202
2021-08-24,2.51685
2021-08-25,2.49786
2021-08-26,2.40288
2021-08-27,7.26564
2021-08-28,2.81128
2021-08-29,1.24418
2021-08-30,5.58457
2021-08-31,4.65381
2021-09-01,3.82752
2021-09-02,5.41361
2021-09-03,5.17618
2021-09-04,1.947
2021-09-05,1.07322
2021-09-06,4.66331
2021-09-07,4.3119
2021-09-08,5.0812
2021-09-09,8.14892
2021-09-10,7.4271
2021-09-11,2.25092
2021-09-12,1.1492
2021-09-13,4.99572
2021-09-14,6.92373
2021-09-15,6.23041
2021-09-16,8.2059
2021-09-17,6.70529
2021-09-18,2.89676
2021-09-19,1.37714
2021-09-20,3.87501
2021-09-21,4.61582
2021-09-22,6.09744
2021-09-23,7.77851
2021-09-24,6.87624
2021-09-25,2.36489
2021-09-26,1.44363
2021-09-27,6.39187
2021-09-28,33.48846
2021-09-29,36.48019
2021-09-30,29.87938
2021-10-01,31.69341
2021-10-02,12.40383
2021-10-03,6.06895
2021-10-04,25.0736
2021-10-05,39.2155
2021-10-06,45.29395
2021-10-07,50.12821
2021-10-08,36.74612
2021-10-09,13.80947
2021-10-10,6.59131
2021-10-11,28.40725
2021-10-12,37.00256
2021-10-13,26.88764
2021-10-14,23.43052
2021-10-15,21.81593
2021-10-16,10.13391
2021-10-17,5.54658
2021-10-18,20.79969
2021-10-19,26.6312
2021-10-20,24.08585
2021-10-21,20.46728
2021-10-22,21.23658
2021-10-23,9.47858
2021-10-24,5.14768
2021-10-25,20.53376
2021-10-26,34.16278
2021-10-27,27.75192
2021-10-28,24.20932
2021-10-29,17.75097
2021-10-30,7.97796
2021-10-31,4.09345
2021-11-01,14.35084
2021-11-02,16.63025
2021-11-03,16.8297
2021-11-04,15.22461
2021-11-05,11.40659
2021-11-06,5.02421
2021-11-07,2.48836
2021-11-08,10.11492
2021-11-09,12.56529
2021-11-10,17.45654
2021-11-11,14.30335
2021-11-12,13.65751
2021-11-13,7.0282
2021-11-14,3.29565
2021-11-15,12.9167
2021-11-16,14.27485
2021-11-17,12.94519
2021-11-18,13.3156
2021-11-19,9.3931
2021-11-20,4.09345
2021-11-21,2.38389
2021-11-22,7.85449
2021-11-23,10.86522
2021-11-24,9.52607
2021-11-25,8.72827
2021-11-26,7.39861
2021-11-27,5.39462
2021-11-28,2.57384
2021-11-29,9.0037
2021-11-30,10.77025
2021-12-01,9.64953
2021-12-02,12.46082
2021-12-03,10.00094
2021-12-04,4.12194
2021-12-05,2.03248
2021-12-06,12.00493
2021-12-07,12.9262
2021-12-08,10.23838
2021-12-09,8.92772
2021-12-10,7.53157
2021-12-11,3.30515
2021-12-12,1.86152
2021-12-13,8.07294
2021-12-14,9.11767
2021-12-15,8.2154
2021-12-16,7.4271
2021-12-17,8.86124
2021-12-18,3.79903
2021-12-19,2.20343
2021-12-20,10.25738
2021-12-21,13.74299
2021-12-22,22.66122
2021-12-23,25.67195
2021-12-24,14.84471
2021-12-25,3.96049
2021-12-26,3.48561
2021-12-27,11.58704
2021-12-28,19.28008
2021-12-29,19.1851
2021-12-30,15.2911
2021-12-31,11.59654
2022-01-01,5.95498
2022-01-02,4.06496
2022-01-03,12.1284
2022-01-04,12.47032
2022-01-05,12.29936
2022-01-06,13.87596
2022-01-07,9.52607
2022-01-08,4.71079
2022-01-09,2.90625
2022-01-10,19.70747
2022-01-11,24.07636
2022-01-12,21.37904
2022-01-13,27.97036
2022-01-14,18.75771
2022-01-15,6.32538
2022-01-16,3.30515
2022-01-17,10.70377
2022-01-18,13.57203
2022-01-19,13.42957
2022-01-20,13.35359
2022-01-21,14.1134
2022-01-22,6.50584
2022-01-23,3.68506
2022-01-24,12.22338
2022-01-25,19.00465
2022-01-26,22.7087
2022-01-27,20.64773
2022-01-28,21.09412
2022-01-29,9.06068
2022-01-30,3.75154
2022-01-31,12.20438
2022-02-01,13.58153
2022-02-02,18.77671
2022-02-03,45.20847
2022-02-04,31.68392
2022-02-05,10.20989
2022-02-06,5.8505
2022-02-07,17.71298
2022-02-08,22.79418
2022-02-09,20.29632
2022-02-10,19.66948
2022-02-11,19.06163
2022-02-12,10.89372
2022-02-13,5.33763
2022-02-14,27.56197
2022-02-15,37.04055
2022-02-16,30.00284
2022-02-17,46.55712
2022-02-18,29.98385
2022-02-19,13.06866
2022-02-20,6.99021
2022-02-21,29.20505
2022-02-22,37.28749
2022-02-23,28.28378
2022-02-24,45.8638
2022-02-25,46.69009
2022-02-26,16.99116
2022-02-27,10.1814
2022-02-28,30.48722
2022-03-01,27.22005
2022-03-02,38.11378
2022-03-03,33.21303
2022-03-04,26.59321
2022-03-05,13.83797
2022-03-06,5.64156
2022-03-07,26.6502
2022-03-08,28.74916
2022-03-09,19.63149
2022-03-10,24.38978
2022-03-11,19.50802
2022-03-12,8.87073
2022-03-13,4.34989
2022-03-14,17.06714
2022-03-15,19.29907
2022-03-16,20.58125
2022-03-17,21.83493
2022-03-18,20.03988
2022-03-19,6.49634
2022-03-20,2.7448
2022-03-21,14.84471
2022-03-22,18.0169
2022-03-23,24.88365
2022-03-24,22.25282
2022-03-25,23.25956
2022-03-26,8.88973
2022-03-27,4.51134
2022-03-28,18.95716
2022-03-29,18.70073
2022-03-30,23.76294
2022-03-31,23.70595
2022-04-01,23.75344
2022-04-02,9.3741
2022-04-03,4.72029
2022-04-04,21.48352
2022-04-05,24.31379
2022-04-06,28.35976
2022-04-07,24.00037
2022-04-08,22.7087
2022-04-09,7.74052
2022-04-10,4.03647
2022-04-11,16.54478
2022-04-12,40.82059
2022-04-13,38.34172
2022-04-14,40.53566
2022-04-15,26.37477
2022-04-16,7.72153
2022-04-17,5.94548
2022-04-18,33.08956
2022-04-19,46.99401
2022-04-20,48.18121
2022-04-21,40.7541
2022-04-22,29.23354
2022-04-23,13.04017
2022-04-24,5.12869
2022-04-25,26.89714
2022-04-26,34.95108
2022-04-27,40.02279
2022-04-28,50.13771
2022-04-29,32.70965
2022-04-30,15.83246
2022-05-01,8.09193
2022-05-02,37.80036
2022-05-03,58.05869
2022-05-04,57.85924
2022-05-05,43.119
2022-05-06,53.79428
2022-05-07,20.79969
2022-05-08,9.45958
2022-05-09,40.24123
2022-05-10,46.2627
2022-05-11,48.998
2022-05-12,42.58714
2022-05-13,28.35976
2022-05-14,11.96694
2022-05-15,5.60357
2022-05-16,26.29879
2022-05-17,35.61591
2022-05-18,35.6634
2022-05-19,37.48694
2022-05-20,28.09383
2022-05-21,10.65628
2022-05-22,4.62532
2022-05-23,24.21882
2022-05-24,37.34447
2022-05-25,33.12755
2022-05-26,37.99981
2022-05-27,31.3705
2022-05-28,10.75125
2022-05-29,5.23316
2022-05-30,20.27732
2022-05-31,21.92041
2022-06-01,20.56225
2022-06-02,27.97986
2022-06-03,22.07237
2022-06-04,7.99696
2022-06-05,3.70405
2022-06-06,19.44154
2022-06-07,41.78934
2022-06-08,34.71364
2022-06-09,48.06724
2022-06-10,38.58865
2022-06-11,13.53404
2022-06-12,7.45559
2022-06-13,28.32177
2022-06-14,40.42169
2022-06-15,49.7768
2022-06-16,38.62665
2022-06-17,34.22927
2022-06-18,17.17162
2022-06-19,7.48409
2022-06-20,31.47497
2022-06-21,26.89714
2022-06-22,27.01111
2022-06-23,28.03685
2022-06-24,28.41675
2022-06-25,9.51657
2022-06-26,4.57783
2022-06-27,17.57051
2022-06-28,21.43603
2022-06-29,23.78193
2022-06-30,21.31256
2022-07-01,27.90388
2022-07-02,10.1814
2022-07-03,4.40687
2022-07-04,17.20961
2022-07-05,25.16858
2022-07-06,28.04634
2022-07-07,23.83892
2022-07-08,27.8279
2022-07-09,9.35511
2022-07-10,4.83426
2022-07-11,24.87415
2022-07-12,28.78715
2022-07-13,27.77091
2022-07-14,32.11131
2022-07-15,24.49425
2022-07-16,11.24513
2022-07-17,5.41361
2022-07-18,27.10608
2022-07-19,35.63491
2022-07-20,31.78839
2022-07-21,40.26973
2022-07-22,34.20077
2022-07-23,13.61002
2022-07-24,6.60081
2022-07-25,33.24152
2022-07-26,44.2872
2022-07-27,45.8448
2022-07-28,37.16402
2022-07-29,34.59017
2022-07-30,12.55579
2022-07-31,6.09744
2022-08-01,29.31902
2022-08-02,32.10181
2022-08-03,31.95935
2022-08-04,33.86836
2022-08-05,26.82116
2022-08-06,11.04568
2022-08-07,6.11644
2022-08-08,27.79941
2022-08-09,30.1928
2022-08-10,29.7844
2022-08-11,34.31474
2022-08-12,36.98356
2022-08-13,13.51505
2022-08-14,5.42311
2022-08-15,22.17684
2022-08-16,40.02279
2022-08-17,59.9867
2022-08-18,56.0547
2022-08-19,50.23269
2022-08-20,21.81593
2022-08-21,10.39035
2022-08-22,62.87396
2022-08-23,100.0
2022-08-24,94.73834
2022-08-25,67.20486
2022-08-26,65.39082
2022-08-27,30.87662
2022-08-28,14.65476
2022-08-29,70.93741
2022-08-30,75.01187
2022-08-31,76.73093
2022-09-01,48.12422
2022-09-02,38.83559
2022-09-03,22.15784
2022-09-04,10.72276
2022-09-05,46.71858
2022-09-06,51.32491
2022-09-07,62.38009
2022-09-08,45.8733
2022-09-09,29.61344
2022-09-10,17.25709
2022-09-11,8.82325
2022-09-12,32.9376
2022-09-13,49.66283
2022-09-14,47.40241
2022-09-15,62.23762
2022-09-16,48.65609
2022-09-17,19.84044
2022-09-18,8.95621
2022-09-19,42.31171
2022-09-20,40.97255
2022-09-21,49.04549
2022-09-22,45.54088
2022-09-23,39.31047
2022-09-24,16.14588
2022-09-25,6.93323
2022-09-26,34.4952
2022-09-27,35.71089
2022-09-28,42.69161
2022-09-29,39.64289
2022-09-30,29.24304
2022-10-01,11.76749
2022-10-02,5.58457
2022-10-03,24.45626
2022-10-04,33.81137
2022-10-05,35.88185
2022-10-06,34.18178
2022-10-07,27.07759
2022-10-08,11.49206
2022-10-09,4.97673
2022-10-10,21.26507
2022-10-11,29.52797
2022-10-12,25.94738
2022-10-13,27.93237
2022-10-14,23.20258
2022-10-15,9.14616
2022-10-16,4.17893
2022-10-17,20.43878
2022-10-18,27.10608
2022-10-19,25.99487
2022-10-20,25.83341
2022-10-21,24.91214
2022-10-22,11.27362
2022-10-23,4.90075
2022-10-24,25.20657
2022-10-25,25.79542
2022-10-26,28.52122
2022-10-27,23.62997
2022-10-28,20.41029
2022-10-29,8.87073
2022-10-30,3.42862
2022-10-31,27.17257
2022-11-01,31.42748
2022-11-02,28.16981
2022-11-03,30.24028
2022-11-04,23.46851
2022-11-05,10.71326
2022-11-06,4.81527
2022-11-07,40.45018
2022-11-08,36.30924
2022-11-09,31.19004
2022-11-10,27.38151
2022-11-11,25.17807
2022-11-12,11.15015
2022-11-13,4.50185
2022-11-14,19.9734
2022-11-15,23.69645
2022-11-16,21.56899
2022-11-17,23.94339
2022-11-18,22.84167
2022-11-19,8.07294
2022-11-20,3.5141
2022-11-21,16.63975
2022-11-22,24.74119
2022-11-23,36.54668
2022-11-24,31.81688
2022-11-25,23.497
2022-11-26,11.39709
2022-11-27,5.68904
2022-11-28,22.58524
2022-11-29,25.33004
2022-11-30,21.29357
2022-12-01,21.85392
2022-12-02,20.52426
2022-12-03,10.03894
2022-12-04,4.14094
2022-12-05,25.8524
2022-12-06,31.21853
2022-12-07,29.25254
2022-12-08,28.49273
2022-12-09,24.01937
2022-12-10,11.65352
2022-12-11,4.55883
2022-12-12,34.91309
2022-12-13,32.56719
2022-12-14,29.68942
2022-12-15,27.55247
2022-12-16,26.42226
2022-12-17,9.67803
2022-12-18,4.53034
2022-12-19,21.73995
2022-12-20,27.74242
2022-12-21,33.45996
2022-12-22,28.08433
2022-12-23,32.25377
2022-12-24,12.20438
2022-12-25,6.49634
2022-12-26,19.43204
2022-12-27,26.07085
2022-12-28,27.95137
2022-12-29,27.0301
2022-12-30,20.33431
2022-12-31,8.42435
2023-01-01,3.78953
2023-01-02,14.17988
2023-01-03,28.50223
2023-01-04,32.87111
2023-01-05,29.51847
2023-01-06,30.60119
2023-01-07,11.52056
2023-01-08,5.31864
2023-01-09,21.1416
2023-01-10,28.18881
2023-01-11,27.17257
2023-01-12,26.62171
2023-01-13,23.63947
2023-01-14,11.12166
2023-01-15,4.26441
2023-01-16,21.45502
2023-01-17,29.94586
2023-01-18,26.45075
2023-01-19,29.26203
2023-01-20,24.7032
2023-01-21,10.24788
2023-01-22,3.93199
2023-01-23,16.64925
2023-01-24,25.33004
2023-01-25,31.76939
2023-01-26,44.32519
2023-01-27,35.93883
2023-01-28,14.00892
2023-01-29,6.56282
2023-01-30,34.97008
2023-01-31,35.45445
2023-02-01,34.76113
2023-02-02,45.38892
2023-02-03,40.94405
2023-02-04,17.04815
2023-02-05,8.02545
2023-02-06,34.95108
2023-02-07,35.13154
2023-02-08,37.17352
2023-02-09,39.32947
2023-02-10,32.1398
2023-02-11,16.64925
2023-02-12,7.37961
2023-02-13,31.29451
2023-02-14,33.13705
2023-02-15,31.01909
2023-02-16,27.60945
2023-02-17,28.71117
2023-02-18,16.75372
2023-02-19,6.71478
2023-02-20,31.98784
2023-02-21,34.82761
2023-02-22,45.23696
2023-02-23,40.40269
2023-02-24,38.62665
2023-02-25,20.7617
2023-02-26,8.6238
2023-02-27,38.44619
2023-02-28,37.01206
2023-03-01,29.19555
2023-03-02,30.98109
2023-03-03,27.84689
2023-03-04,18.24484
2023-03-05,6.76227
2023-03-06,35.48295
2023-03-07,37.13553
2023-03-08,26.91613
2023-03-09,24.81717
2023-03-10,25.4535
2023-03-11,11.04568
2023-03-12,4.94823
2023-03-13,23.62047
2023-03-14,27.4195
2023-03-15,23.1361
2023-03-16,26.96362
2023-03-17,22.08186
2023-03-18,10.50432
2023-03-19,3.9035
2023-03-20,22.63272
2023-03-21,34.05831
2023-03-22,27.4385
2023-03-23,29.98385
2023-03-24,28.15082
2023-03-25,11.30211
2023-03-26,5.4801
2023-03-27,25.10209
2023-03-28,31.29451
2023-03-29,33.86836
2023-03-30,31.68392
2023-03-31,29.7939
2023-04-01,12.97369
2023-04-02,4.99572
2023-04-03,31.88336
2023-04-04,32.15879
2023-04-05,29.89837
2023-04-06,25.32054
2023-04-07,23.15509
2023-04-08,6.86674
2023-04-09,5.20467
2023-04-10,24.61772
2023-04-11,32.87111
2023-04-12,26.91613
2023-04-13,27.38151
2023-04-14,27.38151
2023-04-15,14.0944
2023-04-16,5.96447
2023-04-17,27.72343
2023-04-18,32.84262
2023-04-19,31.3515
2023-04-20,27.34352
2023-04-21,22.66122
2023-04-22,8.69978
2023-04-23,5.19517
2023-04-24,21.61648
2023-04-25,20.92316
2023-04-26,20.7712
2023-04-27,20.08737
2023-04-28,17.44705
2023-04-29,8.2344
2023-04-30,3.45711
2023-05-01,15.09165
2023-05-02,18.08338
2023-05-03,22.30031
2023-05-04,21.1701
2023-05-05,18.3968
2023-05-06,8.13942
2023-05-07,3.87501
2023-05-08,18.14987
2023-05-09,24.95963
2023-05-10,20.3818
2023-05-11,17.89343
2023-05-12,16.01291
2023-05-13,8.31987
2023-05-14,4.12194
2023-05-15,21.26507
2023-05-16,25.56748
2023-05-17,21.32206
2023-05-18,18.97616
2023-05-19,29.18605
2023-05-20,10.75125
2023-05-21,5.30914
2023-05-22,19.44154
2023-05-23,20.03988
2023-05-24,19.01415
2023-05-25,20.09687
2023-05-26,18.52977
2023-05-27,7.06619
2023-05-28,2.98223
