date,코인투자방법
2021-11-15,2.51937
2021-11-16,4.65116
2021-11-17,6.97674
2021-11-18,3.87596
2021-11-19,1.55038
2021-11-20,6.00775
2021-11-21,5.03875
2021-11-22,13.17829
2021-11-23,16.66666
2021-11-24,18.02325
2021-11-25,21.51162
2021-11-26,31.97674
2021-11-27,12.0155
2021-11-28,11.04651
2021-11-29,11.6279
2021-11-30,13.75968
2021-12-01,21.12403
2021-12-02,11.04651
2021-12-03,12.59689
2021-12-04,16.08527
2021-12-05,13.37209
2021-12-06,12.79069
2021-12-07,12.79069
2021-12-08,10.46511
2021-12-09,13.56589
2021-12-10,8.33333
2021-12-11,13.56589
2021-12-12,15.50387
2021-12-13,10.46511
2021-12-14,9.88372
2021-12-15,11.04651
2021-12-16,4.65116
2021-12-18,1.93798
2021-12-19,3.29457
2021-12-20,1.16279
2021-12-21,1.55038
2021-12-22,1.16279
2021-12-24,1.35658
2021-12-25,6.58914
2021-12-26,7.55813
2021-12-27,7.55813
2021-12-28,8.13953
2021-12-29,2.32558
2021-12-30,2.51937
2021-12-31,1.93798
2022-01-01,2.90697
2022-01-02,5.03875
2022-01-03,3.29457
2022-01-04,2.13178
2022-01-05,1.16279
2022-01-06,7.36434
2022-01-07,3.48837
2022-01-08,5.81395
2022-01-09,8.52713
2022-01-10,5.03875
2022-01-11,1.35658
2022-01-12,2.32558
2022-01-13,5.23255
2022-01-14,4.65116
2022-01-15,1.55038
2022-01-16,6.97674
2022-01-17,2.71317
2022-01-18,5.23255
2022-01-19,10.27131
2022-01-20,10.65891
2022-01-21,8.52713
2022-01-22,7.55813
2022-01-23,6.58914
2022-01-24,4.45736
2022-01-25,4.26356
2022-01-26,7.75193
2022-01-27,6.20155
2022-01-28,6.39534
2022-01-29,5.23255
2022-01-30,6.00775
2022-01-31,2.13178
2022-02-01,0.96899
2022-02-02,2.13178
2022-02-03,1.74418
2022-02-04,2.90697
2022-02-05,1.16279
2022-02-06,1.55038
2022-02-08,3.48837
2022-02-09,1.16279
2022-02-10,6.00775
2022-02-11,5.23255
2022-02-12,5.23255
2022-02-13,5.42635
2022-02-14,3.29457
2022-02-15,3.68217
2022-02-16,4.45736
2022-02-17,2.51937
2022-02-18,2.32558
2022-02-19,5.23255
2022-02-20,4.06976
2022-02-21,3.87596
2022-02-22,2.71317
2022-02-23,1.16279
2022-02-24,1.35658
2022-02-25,1.16279
2022-03-10,1.16279
2022-03-13,1.16279
2022-03-15,1.35658
2022-03-17,1.35658
2022-03-18,1.55038
2022-03-19,1.93798
2022-03-20,1.55038
2022-03-22,0.96899
2022-03-23,1.74418
2022-03-24,1.35658
2022-03-25,1.55038
2022-03-26,0.96899
2022-03-27,1.16279
2022-03-28,1.74418
2022-03-29,3.68217
2022-03-31,1.55038
2022-04-02,0.96899
2022-04-03,0.96899
2022-04-06,0.96899
2022-04-11,0.96899
2022-04-15,1.55038
2022-04-16,1.55038
2022-04-17,1.74418
2022-04-18,1.93798
2022-04-20,1.55038
2022-04-21,1.16279
2022-04-24,1.35658
2022-04-25,1.16279
2022-04-27,0.96899
2022-04-28,0.96899
2022-04-29,1.35658
2022-05-04,0.96899
2022-05-07,1.16279
2022-05-12,5.03875
2022-05-13,8.91472
2022-05-14,2.51937
2022-05-15,1.16279
2022-05-16,2.71317
2022-05-17,3.10077
2022-05-18,3.68217
2022-05-19,2.32558
2022-05-20,1.16279
2022-05-21,1.55038
2022-05-22,1.16279
2022-05-24,1.16279
2022-05-29,1.16279
2022-05-30,0.96899
2022-06-01,1.55038
2022-06-05,1.16279
2022-06-07,1.93798
2022-06-11,2.13178
2022-06-12,2.32558
2022-06-14,1.16279
2022-06-15,1.35658
2022-06-18,1.16279
2022-06-19,1.16279
2022-06-20,1.16279
2022-06-23,1.16279
2022-06-25,0.96899
2022-06-27,2.13178
2022-06-29,1.35658
2022-07-07,0.96899
2022-07-10,0.96899
2022-07-11,1.16279
2022-07-21,0.96899
2022-07-22,0.96899
2022-07-31,1.74418
2022-08-02,0.96899
2022-08-03,0.96899
2022-08-04,1.16279
2022-08-05,2.13178
2022-08-07,0.96899
2022-08-10,1.35658
2022-08-11,1.35658
2022-08-12,2.13178
2022-08-13,1.16279
2022-08-15,1.35658
2022-08-16,0.96899
2022-08-21,0.96899
2022-08-22,0.96899
2022-09-06,1.16279
2022-09-08,0.96899
2022-09-09,1.16279
2022-09-12,1.16279
2022-09-19,1.35658
2022-10-07,1.35658
2022-10-10,1.16279
2022-10-15,0.96899
2022-10-25,1.93798
2022-10-30,0.96899
2022-11-01,0.96899
2022-11-04,0.96899
2022-11-06,1.16279
2022-11-09,1.93798
2022-11-10,1.16279
2022-11-12,1.35658
2022-11-14,1.35658
2022-11-15,1.16279
2022-11-18,0.96899
2022-11-20,0.96899
2022-12-07,1.16279
2022-12-19,1.16279
2022-12-21,1.35658
2023-01-12,1.55038
2023-01-15,1.55038
2023-01-16,0.96899
2023-01-22,2.71317
2023-01-25,1.16279
2023-01-26,0.96899
2023-02-01,0.96899
2023-02-02,0.96899
2023-02-04,1.35658
2023-02-08,1.35658
2023-02-10,0.96899
2023-02-17,1.55038
2023-02-18,0.96899
2023-02-19,1.35658
2023-02-22,1.35658
2023-02-23,1.16279
2023-02-24,1.35658
2023-02-25,1.35658
2023-02-27,1.55038
2023-03-01,1.16279
2023-03-02,1.35658
2023-03-04,1.16279
2023-03-10,0.96899
2023-03-11,0.96899
2023-03-18,1.93798
2023-03-25,0.96899
2023-03-27,0.96899
2023-03-30,0.96899
2023-03-31,1.16279
2023-04-02,0.96899
2023-04-03,1.35658
2023-04-05,1.55038
2023-04-07,1.16279
2023-04-11,0.96899
2023-04-12,1.93798
2023-04-14,1.55038
2023-04-18,1.93798
2023-04-25,2.13178
2023-04-30,1.16279
2023-05-06,1.93798
2023-05-07,0.96899
2023-05-08,4.65116
2023-05-09,5.23255
2023-05-10,5.81395
2023-05-11,4.45736
2023-05-12,5.23255
2023-05-13,3.29457
2023-05-14,2.71317
2023-05-15,3.68217
2023-05-16,2.90697
2023-05-17,2.90697
2023-05-18,2.51937
2023-05-19,1.35658
2023-05-20,8.91472
2023-05-21,9.88372
2023-05-22,9.68992
2023-05-23,10.07751
2023-05-24,8.91472
2023-05-25,7.36434
2023-05-26,4.65116
2023-05-27,3.10077
2023-05-28,3.10077
2023-05-29,3.48837
2023-05-30,6.20155
2023-05-31,4.65116
2023-06-01,5.03875
2023-06-02,4.06976
2023-06-03,4.06976
2023-06-04,1.55038
2023-06-05,4.26356
2023-06-06,3.68217
2023-06-07,6.39534
2023-06-08,4.65116
2023-06-09,4.65116
2023-06-10,2.32558
2023-06-11,3.68217
2023-06-12,2.13178
2023-06-13,2.71317
2023-06-14,1.35658
2023-06-16,0.96899
2023-06-17,0.96899
2023-06-24,2.90697
2023-06-25,5.23255
2023-06-26,1.74418
2023-06-27,4.26356
2023-06-28,2.32558
2023-06-29,2.13178
2023-06-30,2.51937
2023-07-01,2.13178
2023-07-02,1.93798
2023-07-03,5.03875
2023-07-04,2.51937
2023-07-05,2.51937
2023-07-06,4.45736
2023-07-07,1.35658
2023-07-08,3.68217
2023-07-09,2.90697
2023-07-10,2.90697
2023-07-11,2.32558
2023-07-12,3.10077
2023-07-13,1.16279
2023-07-14,1.35658
2023-07-15,0.96899
2023-07-20,1.35658
2023-07-21,0.96899
2023-07-22,2.32558
2023-07-23,3.10077
2023-07-24,6.78294
2023-07-25,5.81395
2023-07-26,2.13178
2023-07-27,3.87596
2023-07-28,5.23255
2023-07-29,2.51937
2023-07-30,2.32558
2023-07-31,3.10077
2023-08-01,3.48837
2023-08-02,3.29457
2023-08-03,4.45736
2023-08-04,3.10077
2023-08-05,3.48837
2023-08-06,1.35658
2023-08-09,1.35658
2023-08-20,1.93798
2023-08-21,2.13178
2023-08-22,5.03875
2023-08-23,1.55038
2023-08-24,2.32558
2023-08-25,2.90697
2023-08-26,1.93798
2023-08-27,2.51937
2023-08-28,0.96899
2023-09-06,4.45736
2023-09-07,1.93798
2023-09-08,1.93798
2023-09-09,1.74418
2023-09-10,2.51937
2023-09-11,1.93798
2023-09-13,2.71317
2023-09-14,3.48837
2023-09-15,1.55038
2023-09-16,4.65116
2023-09-17,1.93798
2023-09-18,0.96899
2023-09-19,2.51937
2023-09-20,3.29457
2023-09-21,4.26356
2023-09-22,2.51937
2023-09-23,2.32558
2023-09-24,1.35658
2023-09-25,1.55038
2023-09-26,2.51937
2023-09-27,3.10077
2023-09-28,1.74418
2023-10-03,1.55038
2023-10-04,1.35658
2023-10-10,1.93798
2023-10-11,3.10077
2023-10-12,1.93798
2023-10-13,3.87596
2023-10-14,1.16279
2023-10-15,1.74418
2023-10-16,3.87596
2023-10-17,4.26356
2023-10-18,4.84496
2023-10-19,2.71317
2023-10-20,0.96899
2023-10-21,1.16279
2023-10-22,1.55038
2023-10-23,2.71317
2023-10-24,5.62015
2023-10-25,5.03875
2023-10-26,4.45736
2023-10-27,1.93798
2023-10-28,2.90697
2023-10-29,2.32558
2023-10-30,2.90697
2023-10-31,4.26356
2023-11-01,5.81395
2023-11-02,3.10077
2023-11-03,2.71317
2023-11-04,4.06976
2023-11-05,2.71317
2023-11-06,3.48837
2023-11-07,5.81395
2023-11-08,4.65116
2023-11-09,3.48837
2023-11-10,3.68217
2023-11-11,7.17054
2023-11-12,4.06976
2023-11-13,4.84496
2023-11-14,1.55038
2023-11-15,5.23255
2023-11-16,4.84496
2023-11-17,4.45736
2023-11-18,2.71317
2023-11-19,5.62015
2023-11-20,5.23255
2023-11-21,5.03875
2023-11-22,4.06976
2023-11-23,5.62015
2023-11-24,4.65116
2023-11-25,2.90697
2023-11-26,4.45736
2023-11-27,3.10077
2023-11-28,3.87596
2023-11-29,5.03875
2023-11-30,5.42635
2023-12-01,5.81395
2023-12-02,4.26356
2023-12-03,3.87596
2023-12-04,8.91472
2023-12-05,8.33333
2023-12-06,11.6279
2023-12-07,7.75193
2023-12-08,7.94573
2023-12-09,6.78294
2023-12-10,7.36434
2023-12-11,7.55813
2023-12-12,10.07751
2023-12-13,8.13953
2023-12-14,8.33333
2023-12-15,10.65891
2023-12-16,4.45736
2023-12-17,5.62015
2023-12-18,4.65116
2023-12-19,5.23255
2023-12-20,6.58914
2023-12-21,4.45736
2023-12-22,4.45736
2023-12-23,5.42635
2023-12-24,6.97674
2023-12-25,3.87596
2023-12-26,5.23255
2023-12-27,6.39534
2023-12-28,6.58914
2023-12-29,9.10852
2023-12-30,6.78294
2023-12-31,4.26356
2024-01-01,11.04651
2024-01-02,14.53488
2024-01-03,9.10852
2024-01-04,8.91472
2024-01-05,7.55813
2024-01-06,8.13953
2024-01-07,6.58914
2024-01-08,4.65116
2024-01-09,6.78294
2024-01-10,8.13953
2024-01-11,16.27906
2024-01-12,13.37209
2024-01-13,7.17054
2024-01-14,6.00775
2024-01-15,6.39534
2024-01-16,7.55813
2024-01-17,8.13953
2024-01-18,6.20155
2024-01-19,6.00775
2024-01-20,2.90697
2024-01-21,6.00775
2024-01-22,3.87596
2024-01-23,7.55813
2024-01-24,8.13953
2024-01-25,5.42635
2024-01-26,4.26356
2024-01-27,3.10077
2024-01-28,3.10077
2024-01-29,4.06976
2024-01-30,4.65116
2024-01-31,4.06976
2024-02-01,1.74418
2024-02-02,7.17054
2024-02-03,2.71317
2024-02-04,3.29457
2024-02-05,1.93798
2024-02-06,4.26356
2024-02-07,3.29457
2024-02-08,2.71317
2024-02-09,3.68217
2024-02-10,2.51937
2024-02-11,5.81395
2024-02-12,5.81395
2024-02-13,9.88372
2024-02-14,9.49612
2024-02-15,13.17829
2024-02-16,8.72093
2024-02-17,9.88372
2024-02-18,7.75193
2024-02-19,12.4031
2024-02-20,8.52713
2024-02-21,10.65891
2024-02-22,11.24031
2024-02-23,10.27131
2024-02-24,9.68992
2024-02-25,9.88372
2024-02-26,9.10852
2024-02-27,15.31007
2024-02-28,18.79844
2024-02-29,20.73643
2024-03-01,16.86046
2024-03-02,23.8372
2024-03-03,17.24806
2024-03-04,21.89922
2024-03-05,36.6279
2024-03-06,21.89922
2024-03-07,24.2248
2024-03-08,18.79844
2024-03-09,21.70542
2024-03-10,21.12403
2024-03-11,26.55038
2024-03-12,43.60465
2024-03-13,43.60465
2024-03-14,45.93023
2024-03-15,32.55813
2024-03-16,23.44961
2024-03-17,19.96124
2024-03-18,20.34883
2024-03-19,17.44186
2024-03-20,17.05426
