date,코스피코스닥
2020-03-20,7.69741
2020-03-21,1.00775
2020-03-22,0.61066
2020-03-23,100.0
2020-03-24,54.80109
2020-03-25,6.0782
2020-03-26,6.14464
2020-03-27,5.93739
2020-03-28,0.82187
2020-03-29,0.50862
2020-03-30,5.37972
2020-03-31,4.47163
2020-04-01,5.40425
2020-04-02,5.08626
2020-04-03,4.32292
2020-04-04,0.60987
2020-04-05,0.34725
2020-04-06,3.58965
2020-04-07,4.23591
2020-04-08,4.23195
2020-04-09,3.62524
2020-04-10,4.15522
2020-04-11,0.53156
2020-04-12,0.37968
2020-04-13,3.73757
2020-04-14,3.22419
2020-04-15,0.71429
2020-04-16,3.70118
2020-04-17,3.28194
2020-04-18,0.46511
2020-04-19,0.28793
2020-04-20,3.25109
2020-04-21,4.67493
2020-04-22,3.76842
2020-04-23,3.00983
2020-04-24,3.30646
2020-04-25,0.40421
2020-04-26,0.32352
2020-04-27,2.5186
2020-04-28,3.07865
2020-04-29,2.57714
2020-04-30,0.55766
2020-05-01,0.57111
2020-05-02,0.26736
2020-05-03,0.22544
2020-05-04,2.75749
2020-05-05,0.61304
2020-05-06,2.28604
2020-05-07,2.4134
2020-05-08,2.0171
2020-05-09,0.37019
2020-05-10,0.21594
2020-05-11,2.69896
2020-05-12,3.08102
2020-05-13,2.71003
2020-05-14,2.65703
2020-05-15,2.43634
2020-05-16,0.31324
2020-05-17,0.20882
2020-05-18,2.2022
2020-05-19,2.45374
2020-05-20,2.36277
2020-05-21,2.25994
2020-05-22,2.57002
2020-05-23,0.36228
2020-05-24,0.26103
2020-05-25,2.05586
2020-05-26,2.24807
2020-05-27,2.53284
2020-05-28,3.32386
2020-05-29,2.86032
2020-05-30,0.34013
2020-05-31,0.21594
2020-06-01,2.10727
2020-06-02,2.32559
2020-06-03,2.66573
2020-06-04,2.72506
2020-06-05,2.22434
2020-06-06,0.36466
2020-06-07,0.26182
2020-06-08,2.44029
2020-06-09,2.7567
2020-06-10,2.29712
2020-06-11,2.76936
2020-06-12,3.78898
2020-06-13,0.44455
2020-06-14,0.27369
2020-06-15,50.27408
2020-06-16,4.71685
2020-06-17,4.4566
2020-06-18,3.55009
2020-06-19,3.2234
2020-06-20,0.39709
2020-06-21,0.27052
2020-06-22,2.90304
2020-06-23,3.35946
2020-06-24,2.6246
2020-06-25,3.58174
2020-06-26,2.9149
2020-06-27,0.34409
2020-06-28,0.2547
2020-06-29,3.59676
2020-06-30,3.01062
2020-07-01,3.07548
2020-07-02,2.54866
2020-07-03,2.56132
2020-07-04,0.31957
2020-07-05,0.21594
2020-07-06,2.42685
2020-07-07,3.26612
2020-07-08,2.8975
2020-07-09,2.48143
2020-07-10,2.71873
2020-07-11,0.34567
2020-07-12,0.21436
2020-07-13,2.17135
2020-07-14,2.80733
2020-07-15,2.64042
2020-07-16,2.93784
2020-07-17,2.29712
2020-07-18,0.30612
2020-07-19,0.19538
2020-07-20,2.37622
2020-07-21,2.22197
2020-07-22,2.51228
2020-07-23,2.60245
2020-07-24,2.81919
2020-07-25,0.31878
2020-07-26,0.22702
2020-07-27,2.32718
2020-07-28,2.46323
2020-07-29,2.72269
2020-07-30,2.32797
2020-07-31,2.27655
2020-08-01,0.33776
2020-08-02,0.20487
2020-08-03,2.16976
2020-08-04,2.02817
2020-08-05,2.05032
2020-08-06,2.26943
2020-08-07,2.64517
2020-08-08,0.36386
2020-08-09,0.25312
2020-08-10,1.6113
2020-08-11,1.77979
2020-08-12,2.26943
2020-08-13,1.56701
2020-08-14,2.09699
2020-08-15,0.26815
2020-08-16,0.20803
2020-08-17,0.42715
2020-08-18,39.65543
2020-08-19,2.1927
2020-08-20,3.67903
2020-08-21,2.44346
2020-08-22,0.31324
2020-08-23,0.24838
2020-08-24,1.81776
2020-08-25,1.66905
2020-08-26,2.08354
2020-08-27,2.32401
2020-08-28,1.79561
2020-08-29,0.34883
2020-08-30,0.22385
2020-08-31,2.10253
2020-09-01,1.76555
2020-09-02,1.97359
2020-09-03,1.69515
2020-09-04,2.70687
2020-09-05,0.43822
2020-09-06,0.25233
2020-09-07,1.81697
2020-09-08,1.92929
2020-09-09,2.39441
2020-09-10,1.9641
2020-09-11,2.22118
2020-09-12,0.38997
2020-09-13,0.23018
2020-09-14,1.59865
2020-09-15,1.88816
2020-09-16,2.19666
2020-09-17,2.55183
2020-09-18,2.22672
2020-09-19,0.3251
2020-09-20,0.24284
2020-09-21,2.78439
2020-09-22,3.84198
2020-09-23,3.62445
2020-09-24,4.36168
2020-09-25,2.85083
2020-09-26,0.40974
2020-09-27,0.23809
2020-09-28,2.00049
2020-09-29,1.95619
2020-09-30,0.37889
2020-10-01,0.28318
2020-10-02,0.36703
2020-10-03,0.28951
2020-10-04,0.21832
2020-10-05,2.0432
2020-10-06,2.11044
2020-10-07,2.1927
2020-10-08,2.14682
2020-10-09,0.38839
2020-10-10,0.25708
2020-10-11,0.2199
2020-10-12,1.93325
2020-10-13,2.46719
2020-10-14,2.84371
2020-10-15,3.76604
2020-10-16,3.48128
2020-10-17,0.38443
2020-10-18,0.25075
2020-10-19,2.76698
2020-10-20,3.32307
2020-10-21,2.60562
2020-10-22,3.07706
2020-10-23,2.61353
2020-10-24,0.35121
2020-10-25,0.22939
2020-10-26,40.64104
2020-10-27,3.65451
2020-10-28,2.7654
2020-10-29,3.29459
2020-10-30,3.49868
2020-10-31,0.44059
2020-11-01,0.30216
2020-11-02,2.48143
2020-11-03,2.35012
2020-11-04,2.61353
2020-11-05,2.14762
2020-11-06,2.80654
2020-11-07,0.44692
2020-11-08,0.28714
2020-11-09,2.28683
2020-11-10,2.72981
2020-11-11,52.37662
2020-11-12,7.34225
2020-11-13,2.60482
2020-11-14,0.38443
2020-11-15,0.24047
2020-11-16,2.11756
2020-11-17,2.61985
2020-11-18,2.19666
2020-11-19,2.35249
2020-11-20,1.93958
2020-11-21,0.34251
2020-11-22,0.23809
2020-11-23,2.31136
2020-11-24,2.45295
2020-11-25,2.98451
2020-11-26,2.49487
2020-11-27,2.09383
2020-11-28,0.35358
2020-11-29,0.27052
2020-11-30,2.38097
2020-12-01,2.31531
2020-12-02,2.07959
2020-12-03,2.31057
2020-12-04,2.18321
2020-12-05,0.38443
2020-12-06,0.3077
2020-12-07,2.396
2020-12-08,2.9149
2020-12-09,2.40232
2020-12-10,2.6689
2020-12-11,2.22197
2020-12-12,0.41449
2020-12-13,0.26815
2020-12-14,2.36989
2020-12-15,2.52019
2020-12-16,2.10253
2020-12-17,2.13654
2020-12-18,2.05507
2020-12-19,0.41924
2020-12-20,0.31719
2020-12-21,2.40707
2020-12-22,3.25346
2020-12-23,3.02802
2020-12-24,2.41973
2020-12-25,0.43427
2020-12-26,0.2286
2020-12-27,0.25075
2020-12-28,2.23225
2020-12-29,2.23779
2020-12-30,2.35486
2020-12-31,0.70954
2021-01-01,0.38601
2021-01-02,0.28555
2021-01-03,0.30612
2021-01-04,2.48222
2021-01-05,3.13085
2021-01-06,3.92504
2021-01-07,3.10712
2021-01-08,3.57303
2021-01-09,0.68581
2021-01-10,0.43031
2021-01-11,4.41389
2021-01-12,4.10776
2021-01-13,2.88485
2021-01-14,2.6159
2021-01-15,3.37053
2021-01-16,0.48805
2021-01-17,0.3346
2021-01-18,3.43302
2021-01-19,2.72585
2021-01-20,2.86665
2021-01-21,2.69737
2021-01-22,2.68076
2021-01-23,0.46591
2021-01-24,0.33697
2021-01-25,2.38729
2021-01-26,37.31796
2021-01-27,3.59439
2021-01-28,4.17184
2021-01-29,5.85355
2021-01-30,0.72536
2021-01-31,0.43427
2021-02-01,3.2764
2021-02-02,3.26691
2021-02-03,3.1269
2021-02-04,3.48681
2021-02-05,3.04621
2021-02-06,0.41607
2021-02-07,0.29346
2021-02-08,2.89117
2021-02-09,2.63014
2021-02-10,2.52335
2021-02-11,0.42556
2021-02-12,0.3346
2021-02-13,0.30375
2021-02-14,0.28476
2021-02-15,2.23305
2021-02-16,2.63093
2021-02-17,2.94338
2021-02-18,3.30092
2021-02-19,3.5232
2021-02-20,0.43268
2021-02-21,0.28397
2021-02-22,3.11029
2021-02-23,3.55484
2021-02-24,5.01981
2021-02-25,3.24951
2021-02-26,4.24777
2021-02-27,0.54026
2021-02-28,0.33697
2021-03-01,0.49834
2021-03-02,3.06283
2021-03-03,2.81445
2021-03-04,3.37765
2021-03-05,3.48128
2021-03-06,0.46037
2021-03-07,0.31087
2021-03-08,3.37844
2021-03-09,4.41705
2021-03-10,3.83723
2021-03-11,3.06203
2021-03-12,2.61194
2021-03-13,0.42082
2021-03-14,0.29425
2021-03-15,2.57951
2021-03-16,2.28209
2021-03-17,2.71715
2021-03-18,2.45137
2021-03-19,2.71636
2021-03-20,0.41686
2021-03-21,0.29821
2021-03-22,2.32401
2021-03-23,2.90699
2021-03-24,2.82077
2021-03-25,2.67681
2021-03-26,2.20773
2021-03-27,0.3694
2021-03-28,0.20803
2021-03-29,2.3952
2021-03-30,2.04162
2021-03-31,2.17688
2021-04-01,1.99732
2021-04-02,1.89923
2021-04-03,0.31799
2021-04-04,0.25312
2021-04-05,2.12388
2021-04-06,2.26706
2021-04-07,2.0076
2021-04-08,1.93958
2021-04-09,1.96568
2021-04-10,0.33381
2021-04-11,0.21673
2021-04-12,1.99416
2021-04-13,1.98387
2021-04-14,1.98387
2021-04-15,2.0962
2021-04-16,1.92059
2021-04-17,0.32748
2021-04-18,0.2634
2021-04-19,1.74419
2021-04-20,1.86601
2021-04-21,2.81761
2021-04-22,1.8668
2021-04-23,1.90952
2021-04-24,0.31719
2021-04-25,0.18905
2021-04-26,1.5235
2021-04-27,2.0076
2021-04-28,2.78834
2021-04-29,2.52572
2021-04-30,2.53838
2021-05-01,0.36149
2021-05-02,0.25787
2021-05-03,2.72031
2021-05-04,2.89355
2021-05-05,0.51653
2021-05-06,2.1492
2021-05-07,1.78691
2021-05-08,0.31245
2021-05-09,0.19854
2021-05-10,1.84703
2021-05-11,2.72664
2021-05-12,3.38319
2021-05-13,3.57066
2021-05-14,2.25757
2021-05-15,0.37098
2021-05-16,0.24126
2021-05-17,2.6776
2021-05-18,2.10648
2021-05-19,0.51495
2021-05-20,2.65466
2021-05-21,2.49566
2021-05-22,0.34725
2021-05-23,0.18588
2021-05-24,2.67997
2021-05-25,2.0788
2021-05-26,2.32955
2021-05-27,2.41419
2021-05-28,2.04557
2021-05-29,0.30216
2021-05-30,0.2025
2021-05-31,1.81697
2021-06-01,1.92217
2021-06-02,2.10411
2021-06-03,1.96489
2021-06-04,2.06693
2021-06-05,0.28397
2021-06-06,0.17718
2021-06-07,2.0606
2021-06-08,1.90794
2021-06-09,2.17135
2021-06-10,1.88658
2021-06-11,1.70781
2021-06-12,0.27131
2021-06-13,0.18826
2021-06-14,1.6469
2021-06-15,1.71255
2021-06-16,1.66747
2021-06-17,1.95461
2021-06-18,1.69199
2021-06-19,0.31324
2021-06-20,0.18984
2021-06-21,2.28921
2021-06-22,1.83833
2021-06-23,1.90556
2021-06-24,1.92534
2021-06-25,1.76239
2021-06-26,0.3259
2021-06-27,0.1843
2021-06-28,1.71651
2021-06-29,1.8407
2021-06-30,1.59944
2021-07-01,1.56542
2021-07-02,1.55277
2021-07-03,0.24996
2021-07-04,0.16848
2021-07-05,1.2767
2021-07-06,1.43886
2021-07-07,1.6999
2021-07-08,2.39362
2021-07-09,2.84292
2021-07-10,0.33618
2021-07-11,0.15899
2021-07-12,1.49107
2021-07-13,1.50689
2021-07-14,1.80906
2021-07-15,1.5148
2021-07-16,1.73549
2021-07-17,0.28951
2021-07-18,0.14712
2021-07-19,1.8138
2021-07-20,2.34853
2021-07-21,2.21564
2021-07-22,1.55831
2021-07-23,1.51243
2021-07-24,0.2286
2021-07-25,0.13051
2021-07-26,1.89291
2021-07-27,1.74894
2021-07-28,2.2109
2021-07-29,1.8051
2021-07-30,2.57477
2021-07-31,0.30612
2021-08-01,0.20091
2021-08-02,1.94432
2021-08-03,2.19508
2021-08-04,1.86206
2021-08-05,1.95698
2021-08-06,1.96093
2021-08-07,0.34725
2021-08-08,0.26894
2021-08-09,1.92692
2021-08-10,2.4577
2021-08-11,2.39283
2021-08-12,2.39125
2021-08-13,3.60467
2021-08-14,0.41528
2021-08-15,0.23651
2021-08-16,0.47856
2021-08-17,3.96934
2021-08-18,2.77964
2021-08-19,4.50802
2021-08-20,4.58396
2021-08-21,0.55292
2021-08-22,0.33222
2021-08-23,2.76778
2021-08-24,2.81998
2021-08-25,3.13402
2021-08-26,3.1095
2021-08-27,2.89276
2021-08-28,0.37257
2021-08-29,0.20329
2021-08-30,2.21169
2021-08-31,2.65941
2021-09-01,2.43792
2021-09-02,2.748
2021-09-03,1.93088
2021-09-04,0.352
2021-09-05,0.22544
2021-09-06,2.237
2021-09-07,2.31768
2021-09-08,2.63647
2021-09-09,2.73376
2021-09-10,2.35012
2021-09-11,0.37098
2021-09-12,0.17718
2021-09-13,2.43476
2021-09-14,2.02738
2021-09-15,2.01077
2021-09-16,2.40232
2021-09-17,2.14603
2021-09-18,0.3259
2021-09-19,0.17244
2021-09-20,0.23809
2021-09-21,0.42161
2021-09-22,0.51099
2021-09-23,2.87773
2021-09-24,2.48063
2021-09-25,0.35437
2021-09-26,0.23255
2021-09-27,2.32401
2021-09-28,2.99796
2021-09-29,3.91396
2021-09-30,2.78676
2021-10-01,3.49947
2021-10-02,0.4137
2021-10-03,0.27527
2021-10-04,0.56953
2021-10-05,5.11236
2021-10-06,5.5229
2021-10-07,3.66321
2021-10-08,3.58253
2021-10-09,0.39076
2021-10-10,0.2547
2021-10-11,0.54975
2021-10-12,3.70039
2021-10-13,2.854
2021-10-14,2.5455
2021-10-15,2.66415
2021-10-16,0.39155
2021-10-17,0.23097
2021-10-18,2.60166
2021-10-19,2.31531
2021-10-20,2.61115
2021-10-21,2.55183
2021-10-22,2.36435
2021-10-23,0.34013
2021-10-24,0.21278
2021-10-25,2.21643
2021-10-26,2.02817
2021-10-27,2.47431
2021-10-28,2.38413
2021-10-29,2.69263
2021-10-30,0.39867
2021-10-31,0.25866
2021-11-01,2.15869
2021-11-02,2.27497
2021-11-03,2.86982
2021-11-04,2.82315
2021-11-05,2.60957
2021-11-06,0.43743
2021-11-07,0.26894
2021-11-08,2.8627
2021-11-09,2.48459
2021-11-10,3.26216
2021-11-11,3.12136
2021-11-12,2.25757
2021-11-13,0.46432
2021-11-14,0.3346
2021-11-15,2.07959
2021-11-16,2.46244
2021-11-17,2.68788
2021-11-18,2.93152
2021-11-19,2.30186
2021-11-20,0.42794
2021-11-21,0.29979
2021-11-22,2.57872
2021-11-23,2.67206
2021-11-24,2.83422
2021-11-25,2.68551
2021-11-26,3.06441
2021-11-27,0.60908
2021-11-28,0.35437
2021-11-29,3.59518
2021-11-30,5.27373
2021-12-01,3.90526
2021-12-02,3.73678
2021-12-03,2.88722
2021-12-04,0.49755
2021-12-05,0.28872
2021-12-06,3.20363
2021-12-07,2.78597
2021-12-08,2.90541
2021-12-09,2.40549
2021-12-10,2.78043
2021-12-11,0.45483
2021-12-12,0.30375
2021-12-13,2.48143
2021-12-14,2.76303
2021-12-15,2.7567
2021-12-16,2.62065
2021-12-17,2.80733
2021-12-18,0.4667
2021-12-19,0.25233
2021-12-20,3.25821
2021-12-21,2.95762
2021-12-22,2.60482
2021-12-23,2.35407
2021-12-24,1.96805
2021-12-25,0.36545
2021-12-26,0.27369
2021-12-27,2.29474
2021-12-28,2.18558
2021-12-29,2.30819
2021-12-30,2.39125
2021-12-31,0.7127
2022-01-01,0.28239
2022-01-02,0.29584
2022-01-03,2.23542
2022-01-04,2.56923
2022-01-05,3.56275
2022-01-06,4.12991
2022-01-07,2.74642
2022-01-08,0.50229
2022-01-09,0.32985
2022-01-10,3.60467
2022-01-11,3.54298
2022-01-12,2.53601
2022-01-13,2.98214
2022-01-14,3.12848
2022-01-15,0.49992
2022-01-16,0.37098
2022-01-17,3.40296
2022-01-18,4.00335
2022-01-19,4.25727
2022-01-20,3.52162
2022-01-21,4.09432
2022-01-22,0.77203
2022-01-23,0.45404
2022-01-24,5.43589
2022-01-25,7.67289
2022-01-26,5.83773
2022-01-27,8.25271
2022-01-28,5.82428
2022-01-29,0.78073
2022-01-30,0.48173
2022-01-31,0.46037
2022-02-01,0.6692
2022-02-02,0.82978
2022-02-03,3.77316
2022-02-04,3.71621
2022-02-05,0.67157
2022-02-06,0.38601
2022-02-07,3.60467
2022-02-08,3.58885
2022-02-09,3.00666
2022-02-10,3.92741
2022-02-11,3.72016
2022-02-12,0.66287
2022-02-13,0.38364
2022-02-14,4.72555
2022-02-15,4.8885
2022-02-16,3.57857
2022-02-17,4.96207
2022-02-18,4.21139
2022-02-19,0.59642
2022-02-20,0.30928
2022-02-21,4.03736
2022-02-22,4.76194
2022-02-23,3.83249
2022-02-24,6.34081
2022-02-25,4.334
2022-02-26,0.60275
2022-02-27,0.36703
2022-02-28,3.62841
2022-03-01,0.7839
2022-03-02,3.45754
2022-03-03,2.89908
2022-03-04,3.3468
2022-03-05,0.54738
2022-03-06,0.28634
2022-03-07,4.29286
2022-03-08,4.24777
2022-03-09,0.82028
2022-03-10,3.14667
2022-03-11,3.2938
2022-03-12,0.58693
2022-03-13,0.37652
2022-03-14,3.90052
2022-03-15,3.76051
2022-03-16,3.3294
2022-03-17,3.47969
2022-03-18,3.42274
2022-03-19,0.55846
2022-03-20,0.29584
2022-03-21,3.33889
2022-03-22,3.08023
2022-03-23,3.01062
2022-03-24,3.08339
2022-03-25,3.03672
2022-03-26,0.50704
2022-03-27,0.28476
2022-03-28,2.82631
2022-03-29,2.74246
2022-03-30,3.01616
2022-03-31,2.82156
2022-04-01,2.96949
2022-04-02,0.42635
2022-04-03,0.26657
2022-04-04,2.54233
2022-04-05,2.70212
2022-04-06,3.16329
2022-04-07,3.5232
2022-04-08,3.16961
2022-04-09,0.49913
2022-04-10,0.28081
2022-04-11,3.206
2022-04-12,3.62208
2022-04-13,3.04859
2022-04-14,3.02802
2022-04-15,2.87377
2022-04-16,0.3694
2022-04-17,0.2816
2022-04-18,2.83501
2022-04-19,2.60245
2022-04-20,2.98056
2022-04-21,2.62065
2022-04-22,2.8445
2022-04-23,0.52128
2022-04-24,0.25075
2022-04-25,3.43777
2022-04-26,2.89117
2022-04-27,3.99227
2022-04-28,3.31279
2022-04-29,2.7306
2022-04-30,0.58931
2022-05-01,0.28318
2022-05-02,3.0296
2022-05-03,2.77964
2022-05-04,2.89513
2022-05-05,0.74355
2022-05-06,3.71146
2022-05-07,0.54817
2022-05-08,0.3433
2022-05-09,4.05714
2022-05-10,4.95257
2022-05-11,3.78424
2022-05-12,5.13293
2022-05-13,3.30013
2022-05-14,0.59959
2022-05-15,0.34013
2022-05-16,3.39347
2022-05-17,2.4569
2022-05-18,3.16249
2022-05-19,4.00572
2022-05-20,2.81128
2022-05-21,0.5988
2022-05-22,0.29821
2022-05-23,2.85321
2022-05-24,3.69802
2022-05-25,3.31516
2022-05-26,3.14509
2022-05-27,2.95208
2022-05-28,0.49596
2022-05-29,0.2547
2022-05-30,2.39204
2022-05-31,2.89592
2022-06-01,0.71191
2022-06-02,2.80021
2022-06-03,2.70133
2022-06-04,0.46986
2022-06-05,0.29188
2022-06-06,0.46353
2022-06-07,3.23448
2022-06-08,3.12453
2022-06-09,2.97977
2022-06-10,3.21312
2022-06-11,0.58931
2022-06-12,0.3164
2022-06-13,5.71986
2022-06-14,5.77998
2022-06-15,5.06015
2022-06-16,4.05081
2022-06-17,4.46689
2022-06-18,0.56004
2022-06-19,0.33539
2022-06-20,5.60833
2022-06-21,3.98911
2022-06-22,5.77444
