date,코스피코스닥
2022-06-23,6.26488
2022-06-24,4.42971
2022-06-25,0.62807
2022-06-26,0.40579
2022-06-27,3.65926
2022-06-28,3.73361
2022-06-29,3.56196
2022-06-30,3.66717
2022-07-01,4.52621
2022-07-02,0.62569
2022-07-03,0.3251
2022-07-04,4.31659
2022-07-05,3.49156
2022-07-06,4.10381
2022-07-07,3.06836
2022-07-08,2.97186
2022-07-09,0.46274
2022-07-10,0.24996
2022-07-11,3.18227
2022-07-12,3.41008
2022-07-13,3.31674
2022-07-14,3.37607
2022-07-15,3.52004
2022-07-16,0.44692
2022-07-17,0.23888
2022-07-18,2.54313
2022-07-19,2.74484
2022-07-20,2.82947
2022-07-21,2.60641
2022-07-22,2.69658
2022-07-23,0.42161
2022-07-24,0.20408
2022-07-25,2.39995
2022-07-26,2.27497
2022-07-27,2.32085
2022-07-28,2.58109
2022-07-29,2.26469
2022-07-30,0.37257
2022-07-31,0.24838
2022-08-01,2.38809
2022-08-02,2.62539
2022-08-03,2.29079
2022-08-04,2.13971
2022-08-05,2.20931
2022-08-06,0.38839
2022-08-07,0.24047
2022-08-08,2.41973
2022-08-09,2.43871
2022-08-10,2.50674
2022-08-11,2.37306
2022-08-12,2.26548
2022-08-13,0.39076
2022-08-14,0.25154
2022-08-15,0.38759
2022-08-16,2.26231
2022-08-17,2.66732
2022-08-18,2.50516
2022-08-19,2.57239
2022-08-20,0.43585
2022-08-21,0.22385
2022-08-22,3.00666
2022-08-23,2.98531
2022-08-24,2.8445
2022-08-25,2.38729
2022-08-26,2.57872
2022-08-27,0.55055
2022-08-28,0.27448
2022-08-29,3.52004
2022-08-30,2.96553
2022-08-31,2.90146
2022-09-01,3.51687
2022-09-02,3.14905
2022-09-03,0.50071
2022-09-04,0.22702
2022-09-05,2.97502
2022-09-06,2.71003
2022-09-07,3.40059
2022-09-08,2.60245
2022-09-09,0.54263
2022-09-10,0.30849
2022-09-11,0.24047
2022-09-12,0.47382
2022-09-13,2.75433
2022-09-14,3.84198
2022-09-15,3.03356
2022-09-16,3.19572
2022-09-17,0.48331
2022-09-18,0.26182
2022-09-19,3.4172
2022-09-20,2.33667
2022-09-21,3.09605
2022-09-22,3.60388
2022-09-23,4.16472
2022-09-24,0.59168
2022-09-25,0.31878
2022-09-26,6.624
2022-09-27,5.65263
2022-09-28,7.52972
2022-09-29,5.18355
2022-09-30,5.16298
2022-10-01,0.62332
2022-10-02,0.31007
2022-10-03,0.60513
2022-10-04,3.37132
2022-10-05,4.42654
2022-10-06,3.42432
2022-10-07,3.48602
2022-10-08,0.50941
2022-10-09,0.2634
2022-10-10,0.60987
2022-10-11,4.90353
2022-10-12,4.23907
2022-10-13,4.83946
2022-10-14,3.30804
2022-10-15,0.68502
2022-10-16,0.31324
2022-10-17,3.9282
2022-10-18,3.47099
2022-10-19,3.9282
2022-10-20,3.82695
2022-10-21,3.50184
2022-10-22,0.49438
2022-10-23,0.26103
2022-10-24,3.07627
2022-10-25,3.34126
2022-10-26,3.56829
2022-10-27,3.29143
2022-10-28,3.15933
2022-10-29,0.54738
2022-10-30,0.22939
2022-10-31,2.73534
2022-11-01,2.69026
2022-11-02,3.32703
2022-11-03,3.77633
2022-11-04,3.47178
2022-11-05,0.46116
2022-11-06,0.26182
2022-11-07,2.75195
2022-11-08,2.93626
2022-11-09,3.07786
2022-11-10,3.42432
2022-11-11,3.86967
2022-11-12,0.68502
2022-11-13,0.32036
2022-11-14,3.4085
2022-11-15,3.50184
2022-11-16,3.88074
2022-11-17,3.53586
2022-11-18,3.206
2022-11-19,0.48726
2022-11-20,0.25312
2022-11-21,3.07786
2022-11-22,2.98372
2022-11-23,2.67681
2022-11-24,2.63172
2022-11-25,2.64596
2022-11-26,0.37573
2022-11-27,0.246
2022-11-28,2.86112
2022-11-29,2.83976
2022-11-30,2.79388
2022-12-01,2.84688
2022-12-02,2.98056
2022-12-03,0.48489
2022-12-04,0.21357
2022-12-05,2.71794
2022-12-06,3.05017
2022-12-07,3.0826
2022-12-08,3.12057
2022-12-09,2.68867
2022-12-10,0.52286
2022-12-11,0.32273
2022-12-12,2.59296
2022-12-13,3.04463
2022-12-14,2.7306
2022-12-15,3.07074
2022-12-16,3.17594
2022-12-17,0.51179
2022-12-18,0.2286
2022-12-19,2.67681
2022-12-20,3.20837
2022-12-21,2.90699
2022-12-22,2.60403
2022-12-23,3.42274
2022-12-24,0.56399
2022-12-25,0.22227
2022-12-26,2.69896
2022-12-27,2.4482
2022-12-28,3.21787
2022-12-29,3.60784
2022-12-30,1.13748
2022-12-31,0.34488
2023-01-01,0.23335
2023-01-02,3.31042
2023-01-03,4.01917
2023-01-04,3.33731
2023-01-05,3.23527
2023-01-06,3.16408
2023-01-07,0.51337
2023-01-08,0.76412
2023-01-09,3.0478
2023-01-10,3.47969
2023-01-11,2.94971
2023-01-12,3.14667
2023-01-13,2.92123
2023-01-14,0.54738
2023-01-15,0.24126
2023-01-16,2.55262
2023-01-17,2.91016
2023-01-18,2.80416
2023-01-19,2.90225
2023-01-20,2.64833
2023-01-21,0.405
2023-01-22,0.20012
2023-01-23,0.28318
2023-01-24,0.61857
2023-01-25,2.62618
2023-01-26,2.78834
2023-01-27,2.76778
2023-01-28,0.52049
2023-01-29,0.2286
2023-01-30,2.92123
2023-01-31,3.02407
2023-02-01,2.72585
2023-02-02,2.8453
2023-02-03,2.9861
2023-02-04,0.47698
2023-02-05,0.24363
2023-02-06,2.8184
2023-02-07,2.8714
2023-02-08,2.77885
2023-02-09,2.97344
2023-02-10,3.07627
2023-02-11,0.49834
2023-02-12,0.23651
2023-02-13,2.73139
2023-02-14,2.72031
2023-02-15,3.50659
2023-02-16,2.78518
2023-02-17,3.01932
2023-02-18,0.51258
2023-02-19,0.23493
2023-02-20,2.66811
2023-02-21,2.66336
2023-02-22,3.37132
2023-02-23,2.96632
2023-02-24,2.95208
2023-02-25,0.54105
2023-02-26,0.23493
2023-02-27,2.94101
2023-02-28,2.59691
2023-03-01,0.75146
2023-03-02,2.86744
2023-03-03,2.76778
2023-03-04,0.49755
2023-03-05,0.23967
2023-03-06,2.3335
2023-03-07,2.99717
2023-03-08,3.20837
2023-03-09,3.43461
2023-03-10,3.39426
2023-03-11,0.56557
2023-03-12,0.26261
2023-03-13,3.82774
2023-03-14,5.23892
2023-03-15,3.38873
2023-03-16,3.87046
2023-03-17,3.11741
2023-03-18,0.52049
2023-03-19,0.25945
2023-03-20,3.23685
2023-03-21,2.87614
2023-03-22,2.81207
2023-03-23,3.57145
2023-03-24,3.13244
2023-03-25,0.52444
2023-03-26,0.22069
2023-03-27,2.94259
2023-03-28,2.80812
2023-03-29,2.7211
2023-03-30,2.80812
2023-03-31,2.76224
2023-04-01,0.51574
2023-04-02,0.20329
2023-04-03,2.40865
2023-04-04,2.79942
2023-04-05,2.69896
2023-04-06,3.12215
2023-04-07,2.67681
2023-04-08,0.36782
2023-04-09,0.21594
2023-04-10,2.64596
2023-04-11,3.01141
2023-04-12,3.21075
2023-04-13,3.25663
2023-04-14,2.8271
2023-04-15,0.51416
2023-04-16,0.23493
2023-04-17,2.78992
2023-04-18,3.21233
2023-04-19,2.92677
2023-04-20,3.82932
2023-04-21,3.99623
2023-04-22,0.5458
2023-04-23,0.29505
2023-04-24,3.68773
2023-04-25,4.95574
2023-04-26,4.29919
2023-04-27,3.98357
2023-04-28,3.47495
2023-04-29,0.5015
2023-04-30,0.23414
2023-05-01,0.72694
2023-05-02,2.83106
2023-05-03,3.2764
2023-05-04,3.43461
2023-05-05,0.62332
2023-05-06,0.42715
2023-05-07,0.23018
2023-05-08,2.80812
2023-05-09,3.39505
2023-05-10,3.259
2023-05-11,3.07627
2023-05-12,3.04621
2023-05-13,0.4137
2023-05-14,0.19538
2023-05-15,3.30488
2023-05-16,2.96158
2023-05-17,2.80891
2023-05-18,2.86428
2023-05-19,2.71952
2023-05-20,0.41765
2023-05-21,0.22385
2023-05-22,2.60957
2023-05-23,2.64596
2023-05-24,2.89671
2023-05-25,3.12532
2023-05-26,2.86349
2023-05-27,0.4485
2023-05-28,0.21199
2023-05-29,0.50546
