date,전자세금계산서
2020-03-20,42.3929
2020-03-21,11.00443
2020-03-22,7.31166
2020-03-23,46.935
2020-03-24,45.4579
2020-03-25,50.99704
2020-03-26,50.55391
2020-03-27,47.45199
2020-03-28,10.33973
2020-03-29,9.08419
2020-03-30,62.40768
2020-03-31,89.8449
2020-04-01,68.87001
2020-04-02,63.5155
2020-04-03,56.05612
2020-04-04,15.54652
2020-04-05,11.55834
2020-04-06,68.02067
2020-04-07,61.26292
2020-04-08,64.21713
2020-04-09,64.58641
2020-04-10,76.18168
2020-04-11,13.55243
2020-04-12,7.71787
2020-04-13,55.83456
2020-04-14,49.44608
2020-04-15,14.8449
2020-04-16,49.66765
2020-04-17,45.67946
2020-04-18,12.48153
2020-04-19,9.08419
2020-04-20,60.48744
2020-04-21,51.66174
2020-04-22,46.15952
2020-04-23,53.24963
2020-04-24,46.86115
2020-04-25,12.66617
2020-04-26,10.00738
2020-04-27,64.36484
2020-04-28,57.23781
2020-04-29,66.72821
2020-04-30,25.07385
2020-05-01,23.78138
2020-05-02,11.92762
2020-05-03,10.81979
2020-05-04,62.85081
2020-05-05,19.64549
2020-05-06,81.24076
2020-05-07,72.30428
2020-05-08,72.34121
2020-05-09,23.33825
2020-05-10,19.68242
2020-05-11,77.91728
2020-05-12,43.87001
2020-05-13,39.80797
2020-05-14,35.9675
2020-05-15,37.85081
2020-05-16,9.45347
2020-05-17,7.23781
2020-05-18,42.42983
2020-05-19,35.67208
2020-05-20,40.58345
2020-05-21,37.07533
2020-05-22,35.93057
2020-05-23,10.19202
2020-05-24,7.97636
2020-05-25,54.83751
2020-05-26,46.5288
2020-05-27,49.0768
2020-05-28,42.94682
2020-05-29,54.43131
2020-05-30,15.21418
2020-05-31,14.36484
2020-06-01,79.32053
2020-06-02,69.31314
2020-06-03,57.42245
2020-06-04,54.13589
2020-06-05,51.80945
2020-06-06,16.06351
2020-06-07,10.45051
2020-06-08,61.74298
2020-06-09,63.73707
2020-06-10,67.61447
2020-06-11,41.94977
2020-06-12,35.52437
2020-06-13,9.93353
2020-06-14,7.4963
2020-06-15,46.23338
2020-06-16,43.83308
2020-06-17,41.65435
2020-06-18,39.69719
2020-06-19,36.22599
2020-06-20,9.8966
2020-06-21,9.19497
2020-06-22,48.44903
2020-06-23,45.93796
2020-06-24,52.69571
2020-06-25,47.5997
2020-06-26,44.83013
2020-06-27,11.55834
2020-06-28,9.26883
2020-06-29,62.11225
2020-06-30,90.98966
2020-07-01,71.23338
2020-07-02,67.98375
2020-07-03,62.37075
2020-07-04,15.47267
2020-07-05,12.29689
2020-07-06,73.63367
2020-07-07,68.57459
2020-07-08,64.32791
2020-07-09,71.89807
2020-07-10,84.52732
2020-07-11,16.06351
2020-07-12,10.45051
2020-07-13,55.20679
2020-07-14,52.17872
2020-07-15,54.80059
2020-07-16,49.18759
2020-07-17,42.02363
2020-07-18,12.40768
2020-07-19,9.93353
2020-07-20,60.37666
2020-07-21,50.77548
2020-07-22,45.97488
2020-07-23,42.87296
2020-07-24,42.20827
2020-07-25,11.59527
2020-07-26,9.15805
2020-07-27,50.44313
2020-07-28,45.49483
2020-07-29,41.39586
2020-07-30,43.46381
2020-07-31,60.00738
2020-08-01,15.5096
2020-08-02,8.64106
2020-08-03,49.70457
2020-08-04,46.45494
2020-08-05,47.89512
2020-08-06,48.81831
2020-08-07,46.97193
2020-08-08,12.22304
2020-08-09,11.66912
2020-08-10,80.42836
2020-08-11,43.3161
2020-08-12,33.53028
2020-08-13,30.42836
2020-08-14,25.59084
2020-08-15,8.53028
2020-08-16,4.17282
2020-08-17,12.74002
2020-08-18,36.04135
2020-08-19,34.01033
2020-08-20,36.33677
2020-08-21,31.12998
2020-08-22,8.97341
2020-08-23,6.79468
2020-08-24,37.85081
2020-08-25,42.94682
2020-08-26,39.8449
2020-08-27,37.74002
2020-08-28,38.18316
2020-08-29,11.41063
2020-08-30,10.04431
2020-08-31,75.66469
2020-09-01,56.49926
2020-09-02,49.85228
2020-09-03,49.11373
2020-09-04,40.98966
2020-09-05,12.40768
2020-09-06,9.71196
2020-09-07,51.03397
2020-09-08,50.18463
2020-09-09,49.0768
2020-09-10,58.161
2020-09-11,33.86262
2020-09-12,9.01033
2020-09-13,7.38552
2020-09-14,34.19497
2020-09-15,36.22599
2020-09-16,36.96454
2020-09-17,33.89955
2020-09-18,31.57311
2020-09-19,8.78877
2020-09-20,6.61004
2020-09-21,42.87296
2020-09-22,40.65731
2020-09-23,57.64401
2020-09-24,63.18316
2020-09-25,49.81536
2020-09-26,11.77991
2020-09-27,8.41949
2020-09-28,71.34416
2020-09-29,59.52732
2020-09-30,12.14918
2020-10-01,5.13293
2020-10-02,6.68389
2020-10-03,8.161
2020-10-04,11.07828
2020-10-05,79.2836
2020-10-06,69.97784
2020-10-07,67.57754
2020-10-08,73.15361
2020-10-09,25.88626
2020-10-10,17.24519
2020-10-11,12.25997
2020-10-12,75.44313
2020-10-13,44.86706
2020-10-14,41.02658
2020-10-15,42.20827
2020-10-16,34.56425
2020-10-17,9.78581
2020-10-18,7.45937
2020-10-19,43.90694
2020-10-20,46.49187
2020-10-21,42.61447
2020-10-22,35.52437
2020-10-23,38.29394
2020-10-24,8.86262
2020-10-25,8.08714
2020-10-26,53.28655
2020-10-27,42.02363
2020-10-28,44.94091
2020-10-29,49.48301
2020-10-30,52.76957
2020-10-31,17.13441
2020-11-01,9.67503
2020-11-02,74.63072
2020-11-03,60.93057
2020-11-04,56.97932
2020-11-05,43.98079
2020-11-06,41.94977
2020-11-07,12.66617
2020-11-08,9.78581
2020-11-09,71.56573
2020-11-10,74.88921
2020-11-11,39.80797
2020-11-12,35.85672
2020-11-13,38.22008
2020-11-14,9.01033
2020-11-15,8.23485
2020-11-16,48.0059
2020-11-17,38.81093
2020-11-18,39.47562
2020-11-19,41.80206
2020-11-20,39.51255
2020-11-21,8.97341
2020-11-22,8.45642
2020-11-23,51.4771
2020-11-24,46.45494
2020-11-25,53.17577
2020-11-26,49.88921
2020-11-27,51.0709
2020-11-28,11.26292
2020-11-29,11.66912
2020-11-30,93.27917
2020-12-01,77.25258
2020-12-02,59.37961
2020-12-03,58.19793
2020-12-04,51.18168
2020-12-05,13.14623
2020-12-06,11.55834
2020-12-07,67.09748
2020-12-08,69.31314
2020-12-09,70.12555
2020-12-10,83.75184
2020-12-11,45.82717
2020-12-12,10.37666
2020-12-13,9.93353
2020-12-14,52.17872
2020-12-15,52.21565
2020-12-16,52.10487
2020-12-17,40.76809
2020-12-18,41.46971
2020-12-19,12.48153
2020-12-20,8.49335
2020-12-21,56.05612
2020-12-22,60.78286
2020-12-23,55.24372
2020-12-24,51.80945
2020-12-25,9.8966
2020-12-26,9.2319
2020-12-27,10.22895
2020-12-28,62.96159
2020-12-29,64.25406
2020-12-30,66.24815
2020-12-31,71.01181
2021-01-01,12.66617
2021-01-02,15.5096
2021-01-03,14.40177
2021-01-04,80.98227
2021-01-05,77.03101
2021-01-06,80.83456
2021-01-07,56.31462
2021-01-08,68.68537
2021-01-09,28.98818
2021-01-10,27.47415
2021-01-11,98.30132
2021-01-12,47.30428
2021-01-13,43.83308
2021-01-14,53.98818
2021-01-15,55.50221
2021-01-16,15.62038
2021-01-17,12.77695
2021-01-18,62.7031
2021-01-19,67.42983
2021-01-20,52.91728
2021-01-21,49.00295
2021-01-22,41.91285
2021-01-23,14.21713
2021-01-24,12.14918
2021-01-25,57.20088
2021-01-26,49.0768
2021-01-27,44.49778
2021-01-28,45.53175
2021-01-29,52.43722
2021-01-30,13.88478
2021-01-31,14.21713
2021-02-01,66.35893
2021-02-02,57.79172
2021-02-03,48.85524
2021-02-04,53.36041
2021-02-05,45.42097
2021-02-06,15.06646
2021-02-07,11.11521
2021-02-08,59.52732
2021-02-09,60.37666
2021-02-10,54.24667
2021-02-11,7.38552
2021-02-12,4.09896
2021-02-13,5.20679
2021-02-14,6.35155
2021-02-15,40.87887
2021-02-16,42.24519
2021-02-17,33.64106
2021-02-18,42.50369
2021-02-19,33.19793
2021-02-20,9.97045
2021-02-21,8.97341
2021-02-22,42.87296
2021-02-23,43.16838
2021-02-24,41.35893
2021-02-25,53.50812
2021-02-26,51.62481
2021-02-27,12.99852
2021-02-28,11.18906
2021-03-01,15.73116
2021-03-02,66.28508
2021-03-03,54.65288
2021-03-04,54.46824
2021-03-05,45.31019
2021-03-06,12.40768
2021-03-07,9.30576
2021-03-08,59.30576
2021-03-09,59.37961
2021-03-10,63.29394
2021-03-11,36.07828
2021-03-12,31.4254
2021-03-13,7.7548
2021-03-14,7.01624
2021-03-15,43.42688
2021-03-16,29.06203
2021-03-17,55.09601
2021-03-18,33.8257
2021-03-19,32.7548
2021-03-20,7.90251
2021-03-21,8.41949
2021-03-22,43.27917
2021-03-23,36.44756
2021-03-24,36.66912
2021-03-25,45.93796
2021-03-26,37.40768
2021-03-27,10.67208
2021-03-28,8.93648
2021-03-29,53.80354
2021-03-30,47.71048
2021-03-31,71.82422
2021-04-01,59.04726
2021-04-02,48.22747
2021-04-03,14.06942
2021-04-04,10.45051
2021-04-05,62.0384
2021-04-06,51.44017
2021-04-07,51.36632
2021-04-08,49.63072
2021-04-09,57.42245
2021-04-10,18.79615
2021-04-11,11.3737
2021-04-12,61.33677
2021-04-13,42.98375
2021-04-14,38.95864
2021-04-15,40.47267
2021-04-16,35.00738
2021-04-17,8.27178
2021-04-18,6.86853
2021-04-19,49.29837
2021-04-20,45.56868
2021-04-21,35.63515
2021-04-22,33.64106
2021-04-23,33.01329
2021-04-24,7.90251
2021-04-25,6.46233
2021-04-26,48.19054
2021-04-27,40.5096
2021-04-28,38.03545
2021-04-29,44.01772
2021-04-30,59.97045
2021-05-01,14.25406
2021-05-02,10.63515
2021-05-03,63.44165
2021-05-04,56.20384
2021-05-05,15.14032
2021-05-06,55.79763
2021-05-07,53.28655
2021-05-08,14.8449
2021-05-09,11.77991
2021-05-10,83.34564
2021-05-11,43.94387
2021-05-12,33.27178
2021-05-13,33.60413
2021-05-14,35.3028
2021-05-15,9.71196
2021-05-16,8.67799
2021-05-17,44.57163
2021-05-18,35.37666
2021-05-19,10.22895
2021-05-20,41.28508
2021-05-21,34.01033
2021-05-22,8.78877
2021-05-23,7.79172
2021-05-24,42.6514
2021-05-25,47.82127
2021-05-26,40.28803
2021-05-27,39.47562
2021-05-28,40.76809
2021-05-29,9.04726
2021-05-30,8.49335
2021-05-31,74.81536
2021-06-01,60.08124
2021-06-02,49.63072
2021-06-03,55.02215
2021-06-04,42.94682
2021-06-05,9.78581
2021-06-06,9.15805
2021-06-07,56.38847
2021-06-08,49.81536
2021-06-09,54.39438
2021-06-10,59.71196
2021-06-11,36.44756
2021-06-12,8.01329
2021-06-13,7.27474
2021-06-14,41.322
2021-06-15,39.62333
2021-06-16,36.66912
2021-06-17,34.26883
2021-06-18,31.49926
2021-06-19,8.41949
2021-06-20,6.35155
2021-06-21,45.64254
2021-06-22,38.5155
2021-06-23,37.22304
2021-06-24,38.1093
2021-06-25,37.48153
2021-06-26,8.49335
2021-06-27,8.41949
2021-06-28,52.10487
2021-06-29,51.55096
2021-06-30,72.93205
2021-07-01,67.06056
2021-07-02,55.20679
2021-07-03,17.83604
2021-07-04,11.22599
2021-07-05,73.44903
2021-07-06,61.41063
2021-07-07,62.18611
2021-07-08,59.78581
2021-07-09,69.60856
2021-07-10,26.62481
2021-07-11,13.47858
2021-07-12,71.12259
2021-07-13,47.41506
2021-07-14,47.45199
2021-07-15,48.55982
2021-07-16,44.60856
2021-07-17,10.67208
2021-07-18,9.30576
2021-07-19,54.91137
2021-07-20,52.32644
2021-07-21,46.45494
2021-07-22,51.21861
2021-07-23,45.71639
2021-07-24,11.11521
2021-07-25,9.8966
2021-07-26,51.8833
2021-07-27,41.06351
2021-07-28,37.99852
2021-07-29,41.91285
2021-07-30,50.55391
2021-07-31,18.02067
2021-08-01,10.74593
2021-08-02,52.25258
2021-08-03,45.97488
2021-08-04,42.35598
2021-08-05,44.60856
2021-08-06,41.24815
2021-08-07,11.89069
2021-08-08,9.37961
2021-08-09,61.92762
2021-08-10,63.66322
2021-08-11,35.70901
2021-08-12,29.65288
2021-08-13,30.57607
2021-08-14,7.45937
2021-08-15,5.61299
2021-08-16,14.66026
2021-08-17,41.17429
2021-08-18,32.60709
2021-08-19,30.02215
2021-08-20,32.12703
2021-08-21,6.24076
2021-08-22,5.90841
2021-08-23,40.36189
2021-08-24,34.34268
2021-08-25,40.9158
2021-08-26,33.78877
2021-08-27,36.26292
2021-08-28,7.31166
2021-08-29,7.93943
2021-08-30,47.37813
2021-08-31,69.387
2021-09-01,55.90841
2021-09-02,51.73559
2021-09-03,44.387
2021-09-04,9.56425
2021-09-05,9.08419
2021-09-06,46.60265
2021-09-07,45.23633
2021-09-08,48.30132
2021-09-09,49.15066
2021-09-10,50.44313
2021-09-11,10.74593
2021-09-12,6.12998
2021-09-13,41.43279
2021-09-14,37.48153
2021-09-15,39.32791
2021-09-16,32.79172
2021-09-17,33.8257
2021-09-18,6.83161
2021-09-19,4.46824
2021-09-20,2.88035
2021-09-21,3.06499
2021-09-22,5.3545
2021-09-23,35.78286
2021-09-24,31.79468
2021-09-25,9.01033
2021-09-26,7.0901
2021-09-27,44.57163
2021-09-28,41.06351
2021-09-29,45.34711
2021-09-30,63.29394
2021-10-01,52.9542
2021-10-02,13.62629
2021-10-03,8.30871
2021-10-04,19.7932
2021-10-05,58.64106
2021-10-06,53.43426
2021-10-07,55.94534
2021-10-08,57.86558
2021-10-09,14.54948
2021-10-10,12.77695
2021-10-11,24.37223
2021-10-12,62.66617
2021-10-13,43.7223
2021-10-14,34.97045
2021-10-15,38.36779
2021-10-16,8.49335
2021-10-17,6.31462
2021-10-18,39.62333
2021-10-19,34.52732
2021-10-20,39.4387
2021-10-21,31.46233
2021-10-22,29.50516
2021-10-23,6.75775
2021-10-24,6.24076
2021-10-25,46.86115
2021-10-26,39.21713
2021-10-27,42.02363
2021-10-28,40.17725
2021-10-29,48.81831
2021-10-30,12.25997
2021-10-31,11.74298
2021-11-01,64.66026
2021-11-02,53.43426
2021-11-03,51.55096
2021-11-04,44.31314
2021-11-05,32.82865
2021-11-06,9.6381
2021-11-07,8.05022
2021-11-08,49.92614
2021-11-09,54.17282
2021-11-10,62.40768
2021-11-11,39.91875
2021-11-12,31.16691
2021-11-13,7.4963
2021-11-14,7.01624
2021-11-15,37.55539
2021-11-16,35.04431
2021-11-17,34.74889
2021-11-18,34.01033
2021-11-19,27.99113
2021-11-20,7.90251
2021-11-21,6.86853
2021-11-22,41.10044
2021-11-23,41.9867
2021-11-24,32.90251
2021-11-25,41.322
2021-11-26,33.64106
2021-11-27,9.12112
2021-11-28,7.53323
2021-11-29,56.86853
2021-11-30,74.59379
2021-12-01,65.14032
2021-12-02,54.98522
2021-12-03,45.71639
2021-12-04,13.92171
2021-12-05,9.52732
2021-12-06,49.37223
2021-12-07,50.48005
2021-12-08,51.0709
2021-12-09,50.07385
2021-12-10,58.8257
2021-12-11,10.70901
2021-12-12,6.79468
2021-12-13,43.83308
2021-12-14,43.50073
2021-12-15,39.95568
2021-12-16,41.06351
2021-12-17,34.19497
2021-12-18,8.67799
2021-12-19,7.53323
2021-12-20,48.41211
2021-12-21,45.05169
2021-12-22,44.05465
2021-12-23,45.31019
2021-12-24,36.81683
2021-12-25,8.49335
2021-12-26,8.49335
2021-12-27,56.20384
2021-12-28,51.4771
2021-12-29,50.03692
2021-12-30,51.0709
2021-12-31,56.16691
2022-01-01,11.26292
2022-01-02,9.85967
2022-01-03,64.32791
2022-01-04,59.82274
2022-01-05,81.97932
2022-01-06,68.87001
2022-01-07,65.28803
2022-01-08,19.68242
2022-01-09,14.29098
2022-01-10,100.0
2022-01-11,57.23781
2022-01-12,47.30428
2022-01-13,43.61152
2022-01-14,42.83604
2022-01-15,12.92466
2022-01-16,11.6322
2022-01-17,54.02511
2022-01-18,52.03101
2022-01-19,49.11373
2022-01-20,50.59084
2022-01-21,40.84194
2022-01-22,14.62333
2022-01-23,13.66322
2022-01-24,60.08124
2022-01-25,61.29985
2022-01-26,43.7223
2022-01-27,46.30723
2022-01-28,44.7932
2022-01-29,12.00147
2022-01-30,6.90546
2022-01-31,7.45937
2022-02-01,5.42836
2022-02-02,9.15805
2022-02-03,52.548
2022-02-04,57.86558
2022-02-05,14.1802
2022-02-06,10.37666
2022-02-07,57.53323
2022-02-08,49.03988
2022-02-09,51.80945
2022-02-10,61.44756
2022-02-11,32.38552
2022-02-12,9.01033
2022-02-13,6.4254
2022-02-14,33.67799
2022-02-15,32.64401
2022-02-16,30.09601
2022-02-17,30.50221
2022-02-18,25.99704
2022-02-19,8.5672
2022-02-20,6.20384
2022-02-21,38.25701
2022-02-22,33.27178
2022-02-23,35.56129
2022-02-24,36.15214
2022-02-25,40.06646
