date,돈버는
2020-07-19,8.87573
2020-07-20,73.37278
2020-07-21,24.85207
2020-07-22,24.85207
2020-07-23,34.91124
2020-07-24,37.86982
2020-07-26,7.10059
2020-07-27,10.05917
2020-07-28,40.8284
2020-07-29,48.52071
2020-07-30,50.88757
2020-07-31,42.01183
2020-08-01,10.65088
2020-08-02,4.73372
2020-08-03,31.36094
2020-08-04,34.91124
2020-08-05,31.36094
2020-08-06,5.32544
2020-08-07,6.50887
2020-08-08,7.6923
2020-08-09,4.73372
2020-08-10,35.50295
2020-08-11,27.21893
2020-08-12,13.60946
2020-08-13,28.40236
2020-08-14,28.99408
2020-08-15,11.83431
2020-08-16,8.28402
2020-08-17,7.6923
2020-08-18,46.15384
2020-08-19,31.36094
2020-08-20,36.09467
2020-08-21,14.79289
2020-08-22,5.32544
2020-08-23,9.46745
2020-08-24,31.36094
2020-08-25,18.93491
2020-08-26,21.89349
2020-08-27,36.09467
2020-08-28,18.34319
2020-08-29,7.10059
2020-08-30,13.60946
2020-08-31,33.72781
2020-09-01,7.6923
2020-09-02,21.89349
2020-09-03,19.52662
2020-09-04,31.95266
2020-09-05,6.50887
2020-09-06,10.05917
2020-09-07,18.34319
2020-09-08,36.68639
2020-09-09,28.99408
2020-09-10,16.56804
2020-09-11,27.81065
2020-09-12,8.28402
2020-09-13,9.46745
2020-09-14,24.26035
2020-09-15,43.78698
2020-09-16,23.66863
2020-09-17,21.89349
2020-09-18,17.75147
2020-09-19,10.05917
2020-09-20,17.15976
2020-09-21,38.46153
2020-09-22,31.95266
2020-09-23,17.15976
2020-09-24,17.15976
2020-09-25,12.42603
2020-09-26,3.55029
2020-09-27,6.50887
2020-09-28,20.11834
2020-09-29,6.50887
2020-09-30,4.73372
2020-10-01,7.6923
2020-10-02,3.55029
2020-10-03,6.50887
2020-10-04,6.50887
2020-10-05,28.40236
2020-10-06,20.11834
2020-10-07,17.15976
2020-10-08,11.2426
2020-10-09,5.32544
2020-10-10,5.32544
2020-10-11,4.14201
2020-10-12,18.34319
2020-10-13,32.54437
2020-10-14,9.46745
2020-10-15,25.44378
2020-10-16,19.52662
2020-10-17,7.6923
2020-10-18,2.95857
2020-10-19,40.8284
2020-10-20,25.44378
2020-10-21,26.0355
2020-10-22,23.66863
2020-10-23,22.4852
2020-10-24,8.87573
2020-10-25,6.50887
2020-10-26,41.42011
2020-10-27,23.66863
2020-10-28,27.21893
2020-10-29,26.0355
2020-10-30,28.99408
2020-10-31,7.10059
2020-11-01,5.32544
2020-11-02,22.4852
2020-11-03,19.52662
2020-11-04,42.60355
2020-11-05,13.60946
2020-11-06,8.87573
2020-11-07,3.55029
2020-11-08,7.6923
2020-11-09,25.44378
2020-11-10,20.11834
2020-11-11,20.11834
2020-11-12,5.32544
2020-11-13,26.62721
2020-11-14,4.14201
2020-11-16,35.50295
2020-11-17,23.66863
2020-11-18,20.11834
2020-11-19,23.07692
2020-11-20,17.15976
2020-11-21,7.6923
2020-11-22,7.10059
2020-11-23,28.40236
2020-11-24,20.11834
2020-11-25,26.0355
2020-11-26,37.86982
2020-11-27,28.99408
2020-11-28,7.6923
2020-11-29,4.73372
2020-11-30,9.46745
2020-12-01,21.89349
2020-12-02,23.07692
2020-12-03,17.15976
2020-12-04,20.11834
2020-12-05,4.14201
2020-12-06,5.91715
2020-12-07,30.17751
2020-12-08,22.4852
2020-12-09,23.66863
2020-12-10,18.34319
2020-12-11,27.81065
2020-12-12,10.65088
2020-12-13,5.32544
2020-12-14,34.31952
2020-12-15,29.58579
2020-12-16,36.09467
2020-12-17,21.89349
2020-12-18,25.44378
2020-12-19,4.73372
2020-12-20,7.6923
2020-12-21,31.95266
2020-12-22,32.54437
2020-12-23,23.07692
2020-12-24,9.46745
2020-12-25,5.32544
2020-12-26,4.73372
2020-12-27,3.55029
2020-12-28,20.11834
2020-12-29,16.56804
2020-12-30,7.6923
2020-12-31,7.6923
2021-01-01,4.14201
2021-01-02,9.46745
2021-01-03,7.10059
2021-01-04,21.89349
2021-01-05,19.52662
2021-01-06,21.30177
2021-01-07,17.15976
2021-01-08,15.97633
2021-01-09,6.50887
2021-01-10,7.10059
2021-01-11,20.11834
2021-01-12,17.75147
2021-01-13,7.6923
2021-01-14,7.6923
2021-01-15,15.38461
2021-01-16,5.32544
2021-01-17,7.6923
2021-01-18,24.26035
2021-01-19,18.34319
2021-01-20,15.97633
2021-01-21,22.4852
2021-01-22,27.81065
2021-01-23,6.50887
2021-01-24,10.05917
2021-01-25,17.75147
2021-01-26,33.72781
2021-01-27,29.58579
2021-01-28,18.34319
2021-01-29,27.21893
2021-01-30,17.75147
2021-01-31,7.10059
2021-02-01,22.4852
2021-02-02,23.07692
2021-02-03,18.93491
2021-02-04,14.20118
2021-02-05,13.01775
2021-02-06,3.55029
2021-02-07,13.01775
2021-02-08,22.4852
2021-02-09,15.38461
2021-02-10,4.73372
2021-02-11,15.97633
2021-02-12,4.73372
2021-02-13,10.65088
2021-02-14,8.87573
2021-02-15,38.46153
2021-02-16,20.71005
2021-02-17,17.75147
2021-02-18,24.26035
2021-02-19,18.93491
2021-02-20,10.05917
2021-02-21,4.73372
2021-02-22,27.21893
2021-02-23,27.81065
2021-02-24,34.91124
2021-02-25,18.34319
2021-02-26,16.56804
2021-02-27,4.73372
2021-02-28,5.91715
2021-03-01,3.55029
2021-03-02,17.75147
2021-03-03,5.91715
2021-03-04,6.50887
2021-03-05,16.56804
2021-03-07,3.55029
2021-03-08,16.56804
2021-03-09,17.15976
2021-03-10,15.97633
2021-03-11,13.60946
2021-03-12,13.60946
2021-03-13,4.73372
2021-03-14,7.10059
2021-03-15,30.17751
2021-03-16,17.15976
2021-03-17,20.71005
2021-03-18,14.79289
2021-03-19,14.79289
2021-03-20,5.32544
2021-03-21,5.32544
2021-03-22,18.34319
2021-03-23,15.38461
2021-03-24,20.71005
2021-03-25,18.93491
2021-03-26,18.34319
2021-03-27,4.73372
2021-03-28,9.46745
2021-03-29,21.30177
2021-03-30,15.97633
2021-03-31,8.28402
2021-04-01,14.79289
2021-04-02,14.20118
2021-04-03,5.32544
2021-04-04,3.55029
2021-04-05,13.60946
2021-04-06,10.05917
2021-04-07,18.93491
2021-04-08,13.60946
2021-04-09,15.97633
2021-04-10,4.14201
2021-04-11,4.14201
2021-04-12,11.83431
2021-04-13,18.93491
2021-04-14,12.42603
2021-04-15,14.79289
2021-04-16,18.93491
2021-04-17,5.32544
2021-04-18,13.01775
2021-04-19,15.97633
2021-04-20,24.26035
2021-04-21,23.07692
2021-04-22,24.26035
2021-04-23,31.36094
2021-04-24,8.28402
2021-04-25,7.6923
2021-04-26,23.66863
2021-04-27,32.54437
2021-04-28,27.21893
2021-04-29,17.75147
2021-04-30,32.54437
2021-05-02,7.10059
2021-05-03,14.79289
2021-05-04,15.97633
2021-05-05,4.73372
2021-05-06,18.93491
2021-05-07,14.79289
2021-05-09,4.14201
2021-05-10,32.54437
2021-05-11,17.15976
2021-05-12,27.81065
2021-05-13,18.93491
2021-05-14,23.66863
2021-05-15,7.10059
2021-05-16,2.95857
2021-05-17,42.01183
2021-05-18,10.65088
2021-05-19,4.73372
2021-05-20,32.54437
2021-05-21,15.38461
2021-05-22,4.73372
2021-05-23,4.14201
2021-05-24,40.8284
2021-05-25,28.40236
2021-05-26,36.09467
2021-05-27,20.71005
2021-05-28,23.07692
2021-05-30,6.50887
2021-05-31,23.07692
2021-06-01,15.38461
2021-06-02,29.58579
2021-06-03,17.15976
2021-06-04,21.89349
2021-06-05,17.15976
2021-06-06,4.14201
2021-06-07,45.56213
2021-06-08,28.99408
2021-06-09,21.89349
2021-06-10,20.11834
2021-06-11,25.44378
2021-06-12,8.87573
2021-06-13,8.87573
2021-06-14,25.44378
2021-06-15,39.64497
2021-06-16,24.26035
2021-06-17,21.30177
2021-06-18,17.15976
2021-06-19,12.42603
2021-06-20,4.73372
2021-06-21,20.11834
2021-06-22,31.36094
2021-06-23,30.76923
2021-06-24,35.50295
2021-06-25,22.4852
2021-06-26,11.2426
2021-06-28,23.07692
2021-06-29,30.17751
2021-06-30,20.71005
2021-07-01,4.14201
2021-07-02,27.81065
2021-07-03,17.15976
2021-07-04,7.10059
2021-07-05,24.85207
2021-07-06,28.40236
2021-07-07,20.71005
2021-07-08,39.64497
2021-07-09,39.05325
2021-07-10,12.42603
2021-07-11,2.95857
2021-07-12,44.97041
2021-07-13,36.68639
2021-07-14,43.19526
2021-07-15,21.89349
2021-07-16,47.33727
2021-07-17,17.15976
2021-07-18,10.05917
2021-07-19,39.05325
2021-07-20,20.11834
2021-07-21,27.21893
2021-07-22,30.17751
2021-07-23,36.68639
2021-07-24,9.46745
2021-07-25,4.73372
2021-07-26,36.68639
2021-07-27,16.56804
2021-07-28,16.56804
2021-07-29,13.01775
2021-07-30,15.97633
2021-07-31,13.01775
2021-08-01,10.65088
2021-08-02,15.97633
2021-08-03,19.52662
2021-08-04,36.68639
2021-08-05,14.20118
2021-08-06,29.58579
2021-08-07,17.75147
2021-08-08,3.55029
2021-08-09,33.13609
2021-08-10,28.99408
2021-08-11,43.19526
2021-08-12,38.46153
2021-08-13,34.91124
2021-08-14,5.91715
2021-08-15,9.46745
2021-08-16,8.28402
2021-08-17,23.66863
2021-08-18,31.95266
2021-08-19,30.76923
2021-08-20,20.11834
2021-08-21,13.01775
2021-08-22,7.6923
2021-08-23,31.95266
2021-08-24,27.81065
2021-08-25,19.52662
2021-08-26,29.58579
2021-08-27,33.72781
2021-08-28,4.73372
2021-08-29,3.55029
2021-08-30,32.54437
2021-08-31,11.2426
2021-09-01,21.89349
2021-09-02,17.75147
2021-09-03,22.4852
2021-09-04,5.32544
2021-09-05,11.83431
2021-09-06,32.54437
2021-09-07,21.30177
2021-09-08,30.76923
2021-09-09,30.76923
2021-09-10,35.50295
2021-09-11,21.89349
2021-09-12,4.73372
2021-09-13,35.50295
2021-09-14,32.54437
2021-09-15,23.66863
2021-09-16,24.26035
2021-09-17,26.62721
2021-09-18,11.83431
2021-09-19,5.91715
2021-09-20,5.32544
2021-09-21,4.14201
2021-09-22,4.73372
2021-09-23,13.01775
2021-09-24,34.91124
2021-09-25,7.6923
2021-09-26,5.91715
2021-09-27,34.91124
2021-09-28,42.60355
2021-09-29,35.50295
2021-09-30,21.30177
2021-10-01,18.93491
2021-10-02,3.55029
2021-10-03,7.10059
2021-10-04,11.83431
2021-10-05,26.0355
2021-10-06,22.4852
2021-10-07,27.81065
2021-10-08,27.81065
2021-10-09,10.05917
2021-10-10,5.32544
2021-10-11,14.20118
2021-10-12,37.86982
2021-10-13,40.23668
2021-10-14,38.46153
2021-10-15,33.72781
2021-10-16,15.97633
2021-10-18,41.42011
2021-10-19,23.66863
2021-10-20,29.58579
2021-10-21,24.85207
2021-10-22,37.2781
2021-10-23,7.10059
2021-10-24,3.55029
2021-10-25,38.46153
2021-10-26,38.46153
2021-10-27,37.2781
2021-10-28,32.54437
2021-10-29,31.95266
2021-10-30,12.42603
2021-10-31,2.95857
2021-11-01,30.76923
2021-11-02,28.99408
2021-11-03,13.01775
2021-11-04,25.44378
2021-11-05,34.31952
2021-11-06,16.56804
2021-11-07,8.87573
2021-11-08,31.36094
2021-11-09,35.50295
2021-11-10,24.26035
2021-11-11,39.05325
2021-11-12,49.11242
2021-11-13,14.20118
2021-11-14,7.10059
2021-11-15,42.01183
2021-11-16,41.42011
2021-11-17,41.42011
2021-11-18,39.05325
2021-11-19,32.54437
2021-11-20,21.30177
2021-11-21,7.6923
2021-11-22,35.50295
2021-11-23,27.81065
2021-11-24,35.50295
2021-11-25,32.54437
2021-11-26,59.76331
2021-11-27,22.4852
2021-11-28,14.79289
2021-11-29,46.74556
2021-11-30,36.09467
2021-12-01,28.40236
2021-12-02,38.46153
2021-12-03,27.21893
2021-12-04,26.0355
2021-12-05,10.65088
2021-12-06,29.58579
2021-12-07,33.72781
2021-12-08,43.78698
2021-12-09,31.95266
2021-12-10,32.54437
2021-12-11,14.20118
2021-12-12,7.10059
2021-12-13,36.09467
2021-12-14,33.13609
2021-12-15,32.54437
2021-12-16,21.30177
2021-12-17,24.26035
2021-12-18,7.6923
2021-12-19,7.10059
2021-12-20,23.07692
2021-12-21,23.66863
2021-12-22,19.52662
2021-12-23,24.85207
2021-12-24,18.93491
2021-12-25,8.87573
2021-12-26,3.55029
2021-12-27,27.81065
2021-12-28,16.56804
2021-12-29,12.42603
2021-12-30,15.97633
2021-12-31,13.60946
2022-01-01,11.83431
2022-01-02,10.05917
2022-01-03,17.15976
2022-01-04,18.93491
2022-01-05,17.15976
2022-01-06,19.52662
2022-01-07,12.42603
2022-01-08,10.05917
2022-01-09,10.05917
2022-01-10,21.89349
2022-01-11,31.36094
2022-01-12,11.83431
2022-01-13,23.66863
2022-01-14,18.93491
2022-01-15,18.34319
2022-01-16,7.6923
2022-01-17,29.58579
2022-01-18,35.50295
2022-01-19,17.15976
2022-01-20,19.52662
2022-01-21,24.26035
2022-01-22,11.2426
2022-01-23,5.91715
2022-01-24,16.56804
2022-01-25,15.38461
2022-01-26,21.30177
2022-01-27,11.83431
2022-01-28,23.66863
2022-01-29,9.46745
2022-01-30,5.91715
2022-01-31,6.50887
2022-02-01,5.32544
2022-02-02,5.32544
2022-02-03,10.05917
2022-02-04,13.60946
2022-02-05,9.46745
2022-02-06,3.55029
2022-02-07,22.4852
2022-02-08,11.2426
2022-02-09,15.97633
2022-02-10,18.93491
2022-02-11,11.83431
2022-02-12,9.46745
2022-02-13,11.2426
2022-02-14,20.11834
2022-02-15,18.93491
2022-02-16,23.07692
2022-02-17,21.30177
2022-02-18,16.56804
2022-02-19,14.79289
2022-02-20,9.46745
2022-02-21,19.52662
2022-02-22,25.44378
2022-02-23,14.79289
2022-02-24,9.46745
2022-02-25,21.89349
2022-02-26,9.46745
2022-02-27,5.32544
2022-02-28,7.6923
2022-03-01,5.91715
2022-03-02,15.97633
2022-03-03,18.93491
2022-03-04,7.6923
2022-03-05,11.2426
2022-03-06,10.65088
2022-03-07,8.87573
2022-03-08,4.73372
2022-03-09,4.14201
2022-03-10,30.17751
2022-03-11,27.81065
2022-03-12,4.73372
2022-03-13,5.91715
2022-03-14,18.93491
2022-03-15,10.65088
2022-03-16,17.75147
2022-03-17,15.38461
2022-03-18,24.85207
2022-03-19,15.38461
2022-03-20,11.2426
2022-03-21,13.60946
2022-03-22,10.65088
2022-03-23,7.6923
2022-03-24,13.01775
2022-03-25,17.75147
2022-03-26,14.20118
2022-03-27,5.32544
2022-03-28,19.52662
2022-03-29,8.28402
2022-03-30,11.83431
2022-03-31,13.60946
2022-04-01,15.97633
2022-04-02,5.91715
2022-04-03,7.10059
2022-04-04,8.28402
2022-04-05,15.97633
2022-04-06,11.83431
2022-04-07,7.10059
2022-04-08,13.60946
2022-04-09,6.50887
2022-04-10,5.32544
2022-04-11,20.11834
2022-04-12,11.2426
2022-04-13,5.32544
2022-04-14,18.34319
2022-04-15,10.65088
2022-04-16,12.42603
2022-04-17,5.91715
2022-04-18,20.11834
2022-04-19,20.11834
2022-04-20,16.56804
2022-04-21,11.2426
2022-04-22,20.11834
2022-04-23,11.2426
2022-04-24,12.42603
2022-04-25,13.01775
2022-04-26,20.71005
2022-04-27,27.81065
2022-04-28,15.38461
2022-04-29,38.46153
2022-04-30,13.01775
2022-05-01,7.10059
2022-05-02,17.75147
2022-05-03,24.26035
2022-05-04,17.75147
2022-05-05,3.55029
2022-05-06,8.87573
2022-05-07,15.97633
2022-05-08,6.50887
2022-05-09,21.30177
2022-05-10,13.01775
2022-05-11,31.95266
2022-05-12,14.79289
2022-05-13,20.71005
2022-05-14,17.15976
2022-05-15,7.6923
2022-05-16,22.4852
2022-05-17,17.15976
2022-05-18,17.15976
2022-05-19,14.20118
2022-05-20,23.66863
2022-05-21,17.15976
2022-05-22,9.46745
2022-05-23,15.38461
2022-05-24,26.62721
2022-05-25,13.60946
2022-05-26,14.79289
2022-05-27,20.71005
2022-05-28,14.20118
2022-05-29,4.14201
2022-05-30,18.93491
2022-05-31,20.11834
2022-06-01,5.91715
2022-06-02,13.60946
2022-06-03,19.52662
2022-06-04,10.05917
2022-06-05,5.32544
2022-06-06,8.28402
2022-06-07,14.20118
2022-06-08,8.28402
2022-06-09,18.93491
2022-06-10,18.93491
2022-06-11,9.46745
2022-06-13,21.30177
2022-06-14,18.93491
2022-06-15,22.4852
2022-06-16,18.93491
2022-06-17,20.71005
2022-06-18,3.55029
2022-06-19,5.32544
2022-06-20,15.38461
2022-06-21,13.01775
2022-06-22,19.52662
2022-06-23,23.07692
2022-06-24,21.30177
2022-06-25,10.65088
2022-06-26,7.6923
2022-06-27,24.85207
2022-06-28,15.97633
2022-06-29,24.26035
2022-06-30,15.97633
2022-07-01,15.38461
2022-07-02,5.91715
2022-07-04,15.97633
2022-07-05,15.38461
2022-07-06,25.44378
2022-07-07,21.30177
2022-07-08,7.10059
2022-07-09,10.05917
2022-07-10,3.55029
2022-07-11,12.42603
2022-07-12,24.26035
2022-07-13,25.44378
2022-07-14,11.2426
2022-07-15,22.4852
2022-07-16,7.10059
2022-07-17,8.87573
2022-07-18,28.40236
2022-07-19,20.11834
2022-07-20,26.62721
2022-07-21,17.15976
2022-07-22,16.56804
2022-07-23,8.28402
2022-07-24,9.46745
2022-07-25,17.75147
2022-07-26,21.89349
2022-07-27,7.6923
2022-07-28,13.01775
2022-07-29,16.56804
2022-07-30,7.6923
2022-07-31,5.32544
2022-08-01,15.97633
2022-08-02,15.38461
2022-08-03,15.38461
2022-08-04,11.83431
2022-08-05,13.60946
2022-08-06,5.91715
2022-08-07,6.50887
2022-08-08,24.26035
2022-08-09,23.66863
2022-08-10,37.86982
2022-08-11,28.40236
2022-08-12,29.58579
2022-08-13,18.93491
2022-08-14,9.46745
2022-08-15,15.38461
2022-08-16,39.64497
2022-08-17,39.64497
2022-08-18,27.81065
2022-08-19,28.40236
2022-08-20,24.85207
2022-08-21,7.10059
2022-08-22,36.09467
2022-08-23,42.01183
2022-08-24,48.52071
2022-08-25,17.15976
2022-08-26,41.42011
2022-08-27,15.97633
2022-08-28,9.46745
2022-08-29,39.05325
2022-08-30,37.2781
2022-08-31,31.95266
2022-09-01,27.81065
2022-09-02,24.85207
2022-09-03,29.58579
2022-09-04,7.10059
2022-09-05,28.99408
2022-09-06,42.01183
2022-09-07,22.4852
2022-09-08,23.07692
2022-09-09,10.65088
2022-09-10,4.14201
2022-09-12,5.32544
2022-09-13,36.68639
2022-09-14,34.91124
2022-09-15,31.95266
2022-09-16,31.95266
2022-09-17,11.83431
2022-09-18,12.42603
2022-09-19,37.86982
2022-09-20,32.54437
2022-09-21,31.95266
2022-09-22,46.15384
2022-09-23,28.99408
2022-09-24,26.0355
2022-09-25,8.28402
2022-09-26,46.15384
2022-09-27,46.74556
2022-09-28,43.19526
2022-09-29,44.97041
2022-09-30,46.15384
2022-10-01,28.40236
2022-10-02,18.34319
2022-10-03,17.15976
2022-10-04,30.17751
2022-10-05,33.72781
2022-10-06,39.05325
2022-10-07,52.071
2022-10-08,28.40236
2022-10-09,11.83431
2022-10-10,7.10059
2022-10-11,32.54437
2022-10-12,41.42011
2022-10-13,25.44378
2022-10-14,31.95266
2022-10-15,20.71005
2022-10-16,9.46745
2022-10-17,40.8284
2022-10-18,34.31952
2022-10-19,33.72781
2022-10-20,29.58579
2022-10-21,35.50295
2022-10-22,23.66863
2022-10-23,19.52662
2022-10-24,48.52071
2022-10-25,50.88757
2022-10-26,40.23668
2022-10-27,37.86982
2022-10-28,34.31952
2022-10-29,26.0355
2022-10-30,5.91715
2022-10-31,42.01183
2022-11-01,41.42011
2022-11-02,24.85207
2022-11-03,38.46153
2022-11-04,33.72781
2022-11-05,22.4852
2022-11-06,13.01775
2022-11-07,43.78698
2022-11-08,48.52071
2022-11-09,25.44378
2022-11-10,39.05325
2022-11-11,49.11242
2022-11-12,27.21893
2022-11-13,7.10059
2022-11-14,43.78698
2022-11-15,36.09467
2022-11-16,34.91124
2022-11-17,37.86982
2022-11-18,37.86982
2022-11-19,20.71005
2022-11-20,14.20118
2022-11-21,42.01183
2022-11-22,41.42011
2022-11-23,43.19526
2022-11-24,54.43786
2022-11-25,39.64497
2022-11-26,19.52662
2022-11-27,15.38461
2022-11-28,46.15384
2022-11-29,33.13609
2022-11-30,37.86982
2022-12-01,40.8284
2022-12-02,41.42011
2022-12-03,11.83431
2022-12-04,8.28402
2022-12-05,34.91124
2022-12-06,21.30177
2022-12-07,27.21893
2022-12-08,35.50295
2022-12-09,26.0355
2022-12-10,24.85207
2022-12-11,8.28402
2022-12-12,40.8284
2022-12-13,49.70414
2022-12-14,34.91124
2022-12-15,39.05325
2022-12-16,20.71005
2022-12-17,8.87573
2022-12-18,10.05917
2022-12-19,43.19526
2022-12-20,36.09467
2022-12-21,49.11242
2022-12-22,39.64497
2022-12-23,31.36094
2022-12-24,20.11834
2022-12-25,8.28402
2022-12-26,27.81065
2022-12-27,28.99408
2022-12-28,31.95266
2022-12-29,22.4852
2022-12-30,31.95266
2022-12-31,19.52662
2023-01-01,11.83431
2023-01-02,40.23668
2023-01-03,32.54437
2023-01-04,27.21893
2023-01-05,30.17751
2023-01-06,31.95266
2023-01-07,20.11834
2023-01-08,13.01775
2023-01-09,43.19526
2023-01-10,46.74556
2023-01-11,30.76923
2023-01-12,31.36094
2023-01-13,31.36094
2023-01-14,25.44378
2023-01-15,4.73372
2023-01-16,44.37869
2023-01-17,29.58579
2023-01-18,42.01183
2023-01-19,37.86982
2023-01-20,13.60946
2023-01-21,7.10059
2023-01-22,8.28402
2023-01-23,6.50887
2023-01-24,7.10059
2023-01-25,36.68639
2023-01-26,28.99408
2023-01-27,31.36094
2023-01-28,20.71005
2023-01-29,12.42603
2023-01-30,46.15384
2023-01-31,33.72781
2023-02-01,28.40236
2023-02-02,32.54437
2023-02-03,37.86982
2023-02-04,18.34319
2023-02-05,11.83431
2023-02-06,42.01183
2023-02-07,36.09467
2023-02-08,28.40236
2023-02-09,29.58579
2023-02-10,36.09467
2023-02-11,24.85207
2023-02-12,9.46745
2023-02-13,47.33727
2023-02-14,27.21893
2023-02-15,31.36094
2023-02-16,39.05325
2023-02-17,39.64497
2023-02-18,23.66863
2023-02-19,11.2426
2023-02-20,39.64497
2023-02-21,35.50295
2023-02-22,33.13609
2023-02-23,26.0355
2023-02-24,36.09467
2023-02-25,5.91715
2023-02-26,6.50887
2023-02-27,53.84615
2023-02-28,21.30177
2023-03-01,11.83431
2023-03-02,40.23668
2023-03-03,49.11242
2023-03-04,33.13609
2023-03-05,11.2426
2023-03-06,69.82248
2023-03-07,66.8639
2023-03-08,56.21301
2023-03-09,68.63905
2023-03-10,48.52071
2023-03-11,31.36094
2023-03-12,16.56804
2023-03-13,66.8639
2023-03-14,52.66272
2023-03-15,78.1065
2023-03-16,57.39644
2023-03-17,50.29585
2023-03-18,29.58579
2023-03-19,11.2426
2023-03-20,76.33136
2023-03-21,69.82248
2023-03-22,43.19526
2023-03-23,57.98816
2023-03-24,53.84615
2023-03-25,40.8284
2023-03-26,13.01775
2023-03-27,48.52071
2023-03-28,65.68047
2023-03-29,36.09467
2023-03-30,41.42011
2023-03-31,24.85207
2023-04-01,33.72781
2023-04-02,14.79289
2023-04-03,81.06508
2023-04-04,48.52071
2023-04-05,54.43786
2023-04-06,46.74556
2023-04-07,52.071
2023-04-08,30.17751
2023-04-09,13.01775
2023-04-10,60.35502
2023-04-11,55.6213
2023-04-12,71.00591
2023-04-13,37.2781
2023-04-14,46.74556
2023-04-15,30.76923
2023-04-16,10.65088
2023-04-17,82.24852
2023-04-18,45.56213
2023-04-19,55.02958
2023-04-20,27.81065
2023-04-21,64.49704
2023-04-22,38.46153
2023-04-23,13.60946
2023-04-24,87.57396
2023-04-25,49.11242
2023-04-26,42.60355
2023-04-27,59.17159
2023-04-28,79.88165
2023-04-29,10.65088
2023-04-30,7.6923
2023-05-01,34.91124
2023-05-02,69.23076
2023-05-03,46.15384
2023-05-04,39.05325
2023-05-05,24.26035
2023-05-06,28.40236
2023-05-07,10.65088
2023-05-08,72.78106
2023-05-09,66.27218
2023-05-10,65.68047
2023-05-11,52.66272
2023-05-12,51.47928
2023-05-13,17.15976
2023-05-14,7.6923
2023-05-15,58.57988
2023-05-16,68.63905
2023-05-17,49.70414
2023-05-18,49.11242
2023-05-19,49.11242
2023-05-20,27.81065
2023-05-21,12.42603
2023-05-22,78.69822
2023-05-23,55.02958
2023-05-24,51.47928
2023-05-25,58.57988
2023-05-26,44.97041
2023-05-27,12.42603
2023-05-28,7.6923
2023-05-29,7.10059
2023-05-30,60.94674
2023-05-31,24.85207
2023-06-01,56.80473
2023-06-02,41.42011
2023-06-03,12.42603
2023-06-04,8.87573
2023-06-05,42.01183
2023-06-06,19.52662
2023-06-07,38.46153
2023-06-08,43.19526
2023-06-09,33.72781
2023-06-10,17.15976
